Payment Date, Description ,Gross Amount, Supplier Name 
14-Dec-23, Technical Equipment ,£587.83,Redacted
06-Dec-23, Direct Transport Costs ,£584.61,Allstar
14-Dec-23, Building Programmed Maintenance ,£581.40,Lucion Environmental Ltd
21-Dec-23, Hired Vehicle & Plant ,£580.43,Arnold Clark Finance Ltd
21-Dec-23, Vehicle Parts ,£578.02,Volkswagen Group United Kingdom Limited t/a The Parts Specialists (TPS)
07-Dec-23, Catering Service ,£576.49,BFS Group Limited (Bidfood)
04-Dec-23, Public Transport and Allowance ,£572.00,MerseyTravel
07-Dec-23, H/W Purchases ,£570.00,Insight Direct (UK) Ltd
07-Dec-23, Vehicle Police Equipment ,£567.77,Redacted
21-Dec-23, Mechanical Reactive Maintenance ,£564.96,BAM FM Ltd
07-Dec-23, Rates ,£563.00,Sefton MBC (Rates Account)
21-Dec-23, Cleaning and Domestic Supplies ,£561.42,Arrow County Supplies
14-Dec-23, Training Course Fees ,£560.00,Adhoc Actors
14-Dec-23, Catering Service ,£556.54,Tiffin Sandwiches Ltd
14-Dec-23, Vehicle Parts ,£555.23,Halliwell Jones Ltd
21-Dec-23, Electrical Reactive Maintenance ,£554.16,BAM FM Ltd
07-Dec-23, Payments to Other Police Authorities ,£553.92,Police and Crime Commissioner For Cumbria
21-Dec-23, Mechanical Reactive Maintenance ,£551.99,BAM FM Ltd
21-Dec-23, Mechanical Reactive Maintenance ,£551.04,BAM FM Ltd
07-Dec-23, Payment for Services ,£550.00,Complete Music Solutions
07-Dec-23, Comp. Consumeables ,£549.78,Currys Group Limited t/a Currys Business
21-Dec-23, Cleaning and Domestic Supplies ,£544.20,Arrow County Supplies
21-Dec-23, Forensic Fees - General ,£542.40,Agilent Technologies LDA UK Ltd
14-Dec-23, Catering Service ,£542.39,BFS Group Limited (Bidfood)
14-Dec-23, Promotional Advertising ,£541.86,The Sophie Lancaster Foundation
07-Dec-23, Forensic Fees - General ,£541.80,Metlab Supplies Ltd
07-Dec-23, Vehicle Repairs ,£540.47,Swansway Garages Ltd t/a Swansway Chester Peugeot
14-Dec-23, Medical Specialist ,£540.00,BDA (INITIATIVES) LIMITED
21-Dec-23, Furniture Purchases ,£540.00,Fitwell (NW) Ltd
07-Dec-23, Building Programmed Maintenance ,£537.60,St Helens MBC
07-Dec-23, Vehicle Costs ,£535.25,Volkswagen Group United Kingdom Limited t/a The Parts Specialists (TPS)
21-Dec-23, Mechanical Reactive Maintenance ,£534.60,BAM FM Ltd
07-Dec-23, Technical Equipment ,£532.68,Redacted
07-Dec-23, Tyres & Tubes ,£529.54,Michelin Tyre PLC
21-Dec-23, Forensic Fees - General ,£528.48,Metlab Supplies Ltd
14-Dec-23, Training Course Fees ,£528.00,SquareOne Training Ltd
21-Dec-23, Mechanical Reactive Maintenance ,£528.00,BAM FM Ltd
21-Dec-23, Forensic Fees - Specialist ,£528.00,Redacted
21-Dec-23, Cleaning and Domestic Supplies ,£527.65,Arrow County Supplies
21-Dec-23, H/W Purchases ,£527.09,Switchshop Ltd
14-Dec-23, Vehicle Parts ,£525.58,Ford Motor Company T/A Ford Parts Plus
14-Dec-23, Comp. Consumeables ,£522.00,CBC Computer Systems Ltd
07-Dec-23, Forensic Fees - General ,£521.64,BOC Limited (BOC Gasses)
21-Dec-23, Building Reactive Maintenance ,£519.76,Graham Asset Management Ltd
21-Dec-23, Locksmith Reactive Maintenance ,£518.57,Graham Asset Management Ltd
07-Dec-23, Electricity General Tariffs ,£518.40,EDF Energy Customer Field Services
14-Dec-23, Electricity General Tariffs ,£518.40,EDF Energy Customer Field Services
21-Dec-23, Vehicle Parts ,£518.20,GSF Car Parts Limited
21-Dec-23, Vehicle Parts ,£518.20,GSF Car Parts Limited
07-Dec-23, Training Course Fees ,£516.40,Police and Crime Commissioner For Cheshire
21-Dec-23, Mechanical Reactive Maintenance ,£514.80,BAM FM Ltd
13-Dec-23, Direct Transport Costs ,£514.39,Allstar
14-Dec-23, Vehicle Parts ,£512.23,Lookers Motor Group Limited t/a Lookers Liverpool
14-Dec-23, Interpreters Fees ,£508.93,The Big Word
21-Dec-23, Building Reactive Maintenance ,£507.36,Graham Asset Management Ltd
07-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
07-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
14-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
14-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
14-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
14-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
14-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
14-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
14-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
21-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
21-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
21-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
21-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
21-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
21-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
21-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
21-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
21-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
21-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
21-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
21-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
21-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
21-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
21-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
21-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
21-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
21-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
21-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
21-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
21-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
21-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
21-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
21-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
21-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
21-Dec-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
21-Dec-23, Cleaning and Domestic Supplies ,£506.05,Arrow County Supplies
21-Dec-23, Training Course Fees ,£504.00,College of Policing Limited
14-Dec-23, Catering Service ,£503.70,BFS Group Limited (Bidfood)
21-Dec-23, Vehicle Parts ,£503.33,Volkswagen Group United Kingdom Limited t/a The Parts Specialists (TPS)
21-Dec-23, Catering Service ,£502.58,Tiffin Sandwiches Ltd
07-Dec-23, Forensic Fees - General ,£501.48,Fisher Scientific UK Ltd
21-Dec-23, Mechanical Reactive Maintenance ,£501.44,BAM FM Ltd
07-Dec-23, Services and Legal Expenses ,£500.00,Redacted
14-Dec-23, Medical Specialist ,£500.00,Redacted
14-Dec-23, Services and Legal Expenses ,£500.00,Redacted
