Payment Date, Description ,Gross Amount, Supplier Name 
15-Feb-24,Building Programmed Maintenance,"£9,522.74",Greenmount Projects Limited
29-Feb-24,Capital Asset Clearing A/c Vehicles,"£9,516.00",Car and Commercial Solutions Ltd
29-Feb-24,Capital Asset Clearing A/c Vehicles,"£9,516.00",Car and Commercial Solutions Ltd
15-Feb-24,H/W Purchases,"£9,327.84",Dell Corporation Limited
01-Feb-24,Vehicle Repairs,"£9,315.84",Peoples Liverpool Limited
01-Feb-24,Training Course Fees,"£9,159.00",College of Policing Limited
22-Feb-24,Training Course Fees,"£9,153.46",Redacted
01-Feb-24,Capital Asset Clearing A/C Plant & Equipment,"£9,136.95",Switchshop Ltd
22-Feb-24,Diesel,"£8,942.60",Standard Fuel Oils Limited
08-Feb-24,Equipment Purchases,"£8,882.40",Tuskerdirect Limited
08-Feb-24,Forensic Fees - Specialist,"£8,761.54",Redacted
01-Feb-24,Capital Asset Clearing A/C Plant & Equipment,"£8,724.81",Softcat Plc
08-Feb-24,Comp. Operations,"£8,721.72",Softcat Plc
29-Feb-24,Capital Asset Clearing A/c Intangibles,"£8,640.00",Softcat Plc
22-Feb-24,Forensic Fees - Specialist,"£8,532.00",Redacted
29-Feb-24,Consultants Fees,"£8,527.16",Mace Limited
29-Feb-24,Diesel,"£8,526.22",Standard Fuel Oils Limited
15-Feb-24,Payment for Services,"£8,500.00",Liverpool City Council
08-Feb-24,Diesel,"£8,472.61",Standard Fuel Oils Limited
01-Feb-24,Diesel,"£8,342.59",Standard Fuel Oils Limited
01-Feb-24,Capital Asset Clearing A/c Intangibles,"£8,324.78",Airwave Solutions LTD
29-Feb-24,Uniform and Clothing,"£8,315.35",Cooneen Defence Limited
29-Feb-24,Payments to Other Police Authorities,"£8,263.60",West Yorkshire Combined Authority (WYCA)
01-Feb-24,Diesel,"£8,238.24",Standard Fuel Oils Limited
22-Feb-24,Payment for Services,"£8,232.53",Ministry of Defence
15-Feb-24,H/W Purchases,"£8,161.86",Dell Corporation Limited
22-Feb-24,Diesel,"£8,059.63",Standard Fuel Oils Limited
22-Feb-24,Forensic Fees - Specialist,"£8,057.49",Redacted
01-Feb-24,Training Course Fees,"£8,028.89",Andy Harmer Consulting Ltd
15-Feb-24,Electricity General Tariffs,"£8,028.45",Leep Electricity Services Ltd
22-Feb-24,Vehicle Licenses,"£8,005.00",Driver and Vehicle Licensing Agency
15-Feb-24,Payment for Services,"£8,003.50",Liverpool City Council
22-Feb-24,Services & Legal Expenses,"£7,968.00",Gallagher Bassett International Ltd
22-Feb-24,Payment for Services,"£7,937.03",Experian Limited
29-Feb-24,Payments to Local Authorities,"£7,937.03",Experian Limited
15-Feb-24,Vehicle Repairs,"£7,919.81",Halliwell Jones Ltd
29-Feb-24,Payment for Services,"£7,917.00",Liverpool City Council
29-Feb-24,Diesel,"£7,814.40",Standard Fuel Oils Limited
22-Feb-24,Training Course Fees,"£7,800.00",AB Sciex uk
29-Feb-24,Payments to Other Police Authorities,"£7,777.55",West Yorkshire Combined Authority (WYCA)
15-Feb-24,Capital Asset Clearing A/c Vehicles,"£7,683.73",Redacted
15-Feb-24,Capital Asset Clearing A/c Vehicles,"£7,683.73",Redacted
15-Feb-24,Capital Asset Clearing A/c Vehicles,"£7,683.73",Redacted
15-Feb-24,Capital Asset Clearing A/c Vehicles,"£7,683.73",Redacted
15-Feb-24,Capital Asset Clearing A/c Vehicles,"£7,683.73",Redacted
22-Feb-24,Capital Asset Clearing A/c Vehicles,"£7,683.73",Redacted
01-Feb-24,Uniform and Clothing,"£7,674.96",BKS ( Made to Measure)Ltd
29-Feb-24,Forensic Fees - Specialist,"£7,535.62",Redacted
22-Feb-24,Forensic Fees - General,"£7,436.72",Survey Supplies Ltd T/A korec Group
15-Feb-24,Medical Specialist,"£7,308.00",HM Experts Ltd
01-Feb-24,Training Course Fees,"£7,300.00",Police and Crime Commissioner For Cheshire
22-Feb-24,Forensic Fees - Specialist,"£7,224.40",Redacted
29-Feb-24,Postages,"£7,198.50",Royal Mail Group Limited t/a Royal Mail
29-Feb-24,Technical Equipment,"£7,076.42",Redacted
01-Feb-24,Vehicle Repairs,"£7,053.96",Swansway Garages Ltd t/a Swansway Chester Peugeot
29-Feb-24,Vehicle Repairs,"£7,005.13",R2U Limited (Accident Repair Centre)
22-Feb-24,Training Course Fees,"£7,000.00",LCR Pride Foundation
15-Feb-24,Diesel,"£6,966.00",Standard Fuel Oils Limited
22-Feb-24,Forensic Fees - General,"£6,963.60",UKAS
15-Feb-24,Capital Asset Clearing A/c Intangibles,"£6,882.60",Wirral Council (CFTIP)
15-Feb-24,Diesel,"£6,862.80",Standard Fuel Oils Limited
29-Feb-24,Diesel,"£6,857.10",Standard Fuel Oils Limited
15-Feb-24,Forensic Fees - Specialist,"£6,800.11",Redacted
29-Feb-24,Payments to Local Authorities,"£6,795.50",Police and Crime Commissioner For Cheshire
01-Feb-24,Forensic Fees - Specialist,"£6,725.26",Redacted
15-Feb-24,Payment for Services,"£6,718.03",Liverpool City Council
22-Feb-24,Vehicle Repairs,"£6,669.13",Halliwell Jones Ltd
01-Feb-24,Service Charges,"£6,595.36",BAM FM Ltd
01-Feb-24,Vehicle Repairs,"£6,507.65",PJ Automotive Ltd
22-Feb-24,Training Course Fees,"£6,495.50",Police and Crime Commissioner For Cheshire
22-Feb-24,Capital Asset Clearing A/c Building,"£6,486.48",Mace Limited
15-Feb-24,Capital Asset Clearing A/C Plant & Equipment,"£6,462.60",Redacted
22-Feb-24,Vehicle Repairs,"£6,450.54",R2U Limited (Accident Repair Centre)
22-Feb-24,Training Course Fees,"£6,374.50",College of Policing Limited
22-Feb-24,Payment for Services,"£6,336.00",Tower Hill ABC CIC
22-Feb-24,Event Costs,"£6,296.40",Jockey Club Racecourses Limited
01-Feb-24,Training Course Fees,"£6,120.00",Redacted
28-Feb-24,Commercial Card,"6,102.57",Services and Legal Expenses
22-Feb-24,Waste Disposal,"£6,100.82",Citron Hygiene UK LLtd
22-Feb-24,Waste Disposal,"£6,100.82",Citron Hygiene UK LLtd
01-Feb-24,Service Charges,"£6,093.90",Redacted
22-Feb-24,Waste Disposal,"£6,044.04",Citron Hygiene UK LLtd
22-Feb-24,Waste Disposal,"£6,014.29",Citron Hygiene UK LLtd
15-Feb-24,Support Staff Recruitment Advertisements,"£6,013.08",H9 Technical Recruitment Limited
01-Feb-24,Vehicle Police Equipment,"£5,998.80",The Oil Lab Ltd
22-Feb-24,Capital Asset Clearing A/C Plant & Equipment,"£5,914.32",Dell Corporation Limited
15-Feb-24,Uniform and Clothing,"£5,839.01",Alt Berg Ltd
15-Feb-24,Equipment for prisoners,"£5,837.28",Charles Fellows Supplies Ltd
29-Feb-24,Payment for Services,"£5,760.00",TDCOM Ltd
22-Feb-24,Uniforms,"£5,756.28",Ravenhead Services Limited
08-Feb-24,Specialist Advice,"£5,715.60",UKAS
01-Feb-24,Payment for Services,"£5,695.50",J N E Security Limited
22-Feb-24,Capital Asset Clearing A/c Building,"£5,666.58",Mace Limited
29-Feb-24,Payment for Services,"£5,635.91",Police and Crime Commissioner For Cheshire
22-Feb-24,Service Charges,"£5,591.76",BAM FM Ltd
08-Feb-24,Waste Disposal,"£5,573.03",Citron Hygiene UK LLtd
22-Feb-24,Waste Disposal,"£5,573.03",Citron Hygiene UK LLtd
01-Feb-24,Forensic Fees - Specialist,"£5,549.04",Redacted
08-Feb-24,Payment for Services,"£5,508.00",Police and Crime Commissioner For Lancashire
08-Feb-24,Cleaning and Domestic Supplies,"£5,503.70",Orbis Property Protection Ltd
01-Feb-24,Services & Legal Expenses,"£5,500.00",Redacted
22-Feb-24,Services & Legal Expenses,"£5,500.00",Redacted
08-Feb-24,Capital Asset Clearing A/C Plant & Equipment,"£5,395.38",Redacted
08-Feb-24,Services & Legal Expenses,"£5,256.48",Redacted
08-Feb-24,Miscellaneous Contributions,"£5,226.00",J N E Security Limited
15-Feb-24,Postages,"£5,218.31",Royal Mail Group Limited t/a Royal Mail
15-Feb-24,Furniture Purchases,"£5,180.82",Flexiform Business Furniture Limited
29-Feb-24,Forensic Fees - Specialist,"£5,156.45",Redacted
08-Feb-24,Postages,"£5,078.24",Royal Mail Group Limited t/a Royal Mail
15-Feb-24,Uniform and Clothing,"£5,059.20",Bennett Safetywear Limited
15-Feb-24,Training Course Fees,"£5,050.62",Merseyside Fire & Rescue Authority
08-Feb-24,Postages,"£5,050.59",Pitney Bowes Purchase Power/PrePay (postages)
01-Feb-24,Services & Legal Expenses,"£5,000.00",Redacted
08-Feb-24,Services & Legal Expenses,"£5,000.00",Sefton M B C (General Payments) 
29-Feb-24,Services & Legal Expenses,"£5,000.00",Merseyside Youth Association Ltd
29-Feb-24,Payment for Services,"£5,000.00",Alley Angels
29-Feb-24,Purchase of Police Dogs,"£5,000.00",Redacted
29-Feb-24,Services & Legal Expenses,"£4,978.96",Merseyside Fire & Rescue Authority
01-Feb-24,Event Costs,"£4,951.98",Jockey Club Racecourses Limited
15-Feb-24,Payment for Services,"£4,829.40",UKAS
22-Feb-24,Vehicle Police Equipment,"£4,815.60",Capita Business Services Ltd
29-Feb-24,Cleaning and Domestic Supplies,"£4,809.08",Orbis Property Protection Ltd
15-Feb-24,Vehicle Repairs,"£4,794.61",Halliwell Jones Ltd
15-Feb-24,Miscellaneous Contributions,"£4,703.47","The Police, Fire & Crime Commissioner for Northamptonshire"
22-Feb-24,Forensic Fees - Specialist,"£4,693.92",Redacted
08-Feb-24,H/W Purchases,"£4,677.10",Reveal Media Ltd
01-Feb-24,Electrical Reactive Maintenance,"£4,619.50",BAM FM Ltd
15-Feb-24,Equipment for prisoners,"£4,584.72",Charles Fellows Supplies Ltd
08-Feb-24,Refreshments,"£4,574.12",Alpine Water Coolers Ltd
29-Feb-24,Vehicle Repairs,"£4,521.02",Halliwell Jones Ltd
15-Feb-24,Furniture Purchases,"£4,509.00",Flexiform Business Furniture Limited
12-Feb-24,MerseyTravel,"4,500.00",Public Transport and Allowance
