Payment Date, Description ,Gross Amount, Supplier Name 
17-Aug-23,Training Course Fees,"£1,200.00",Drug Expert Witness & Valuation Officers Ass
31-Aug-23,Services & Legal Expenses,"£1,200.00",Redacted
03-Aug-23,Comp. Consumeables,"£1,195.08",Redacted
24-Aug-23,Medical Counselling,"£1,194.00",Health Assured Ltd
17-Aug-23,Furniture Purchases,"£1,186.80",Bennett Workplace Solutions Limited
17-Aug-23,Uniform and Clothing,"£1,182.85",Cooneen At Work Limited
03-Aug-23,Electrical Reactive Maintenance,"£1,174.40",BAM FM Ltd
10-Aug-23,Training Course Fees,"£1,172.00",National Crime Agency (NCA)
24-Aug-23,Payment for Services,"£1,170.00",Lancashire County Council
31-Aug-23,Waste Disposal,"£1,170.00",Redacted
17-Aug-23,H/W Purchases,"£1,167.60",Dell Corporation Ltd
17-Aug-23,H/W Purchases,"£1,165.98",Dell Corporation Ltd
17-Aug-23,H/W Purchases,"£1,165.98",Dell Corporation Ltd
17-Aug-23,H/W Purchases,"£1,165.98",Dell Corporation Ltd
17-Aug-23,H/W Purchases,"£1,165.98",Dell Corporation Ltd
17-Aug-23,H/W Purchases,"£1,165.98",Dell Corporation Ltd
17-Aug-23,H/W Purchases,"£1,165.98",Dell Corporation Ltd
17-Aug-23,H/W Purchases,"£1,165.98",Dell Corporation Ltd
24-Aug-23,H/W Purchases,"£1,165.98",Dell Corporation Ltd
24-Aug-23,H/W Purchases,"£1,165.98",Dell Corporation Ltd
24-Aug-23,H/W Purchases,"£1,165.98",Dell Corporation Ltd
10-Aug-23,Vehicle Parts,"£1,160.39",Volkswagen Group United Kingdom Limited t/a The Parts Specialists (TPS)
03-Aug-23,Training Course Fees,"£1,155.01",College of Policing Limited
10-Aug-23,Training Course Fees,"£1,155.00",College of Policing Limited
10-Aug-23,Training Course Fees,"£1,155.00",College of Policing Limited
10-Aug-23,Training Course Fees,"£1,152.00",Thatcham Research
03-Aug-23,Services & Legal Expenses,"£1,150.00",Redacted
10-Aug-23,Training Course Fees,"£1,150.00",GMCA (PCC for Greater Manchester)
17-Aug-23,Tyres & Tubes,"£1,127.14",Michelin Tyre PLC
31-Aug-23,Uniform and Clothing,"£1,125.00",ilasco Ltd (Keela International Ltd)
02-Aug-23,Direct Transport Costs,"£1,107.65",Allstar
10-Aug-23,Vets Fees,"£1,098.35",The Dales Veterinary Practice
03-Aug-23,Support Staff-Temporary Staff Wages,"£1,092.96",Red Snapper Recruitment Limited
24-Aug-23,Locksmith Maintenance Contracts,"£1,092.00",MPL (Yorkshire) Ltd - Multi Point Locks
31-Aug-23,Uniform and Clothing,"£1,080.63",Price Western Leather Co
03-Aug-23,Forensic Fees - General,"£1,080.00",Redacted
24-Aug-23,Cleaning and Domestic Supplies,"£1,076.88",Arrow County Supplies
30-Aug-23,Direct Transport Costs,"£1,073.79",Allstar
24-Aug-23,Electrical Reactive Maintenance,"£1,073.75",BAM FM Ltd
24-Aug-23,Waste Disposal,"£1,072.50",Ambipar Response Limited
24-Aug-23,Vehicle Parts,"£1,066.34",Lookers Motor Group Limited t/a Lookers Liverpool
03-Aug-23,Services & Legal Expenses,"£1,064.80",Bruntwood Estates Limited
03-Aug-23,Vehicle Costs,"£1,060.75",Johnsons Cars Limited
10-Aug-23,Services & Legal Expenses,"£1,050.00",Redacted
24-Aug-23,Electrical Reactive Maintenance,"£1,049.80",BAM FM Ltd
03-Aug-23,Rates,"£1,047.00",Liverpool City Council1
31-Aug-23,Rates,"£1,047.00",Liverpool City Council1
31-Aug-23,Forensic Fees - General,"£1,042.80",Redacted
24-Aug-23,Vehicle Repairs,"£1,040.66",Swansway Garages Ltd t/a Swansway Chester Peugeot
24-Aug-23,Vehicle Parts,"£1,038.07",Volkswagen Group United Kingdom Limited t/a The Parts Specialists (TPS)
31-Aug-23,S/W Licences,"£1,028.93",CDW Limited
03-Aug-23,Services & Legal Expenses,"£1,027.15",Bruntwood Estates Limited
17-Aug-23,Forensic Fees - General,"£1,025.11",Redacted
03-Aug-23,Vehicle Repairs,"£1,022.69",Halliwell Jones Ltd
24-Aug-23,Vehicle Repairs,"£1,019.02",Rybrook Cars Ltd ( Chester)
24-Aug-23,Vehicle Parts,"£1,013.83",Halliwell Jones Ltd
10-Aug-23,Forensic Fees - General,"£1,003.28",Redacted
03-Aug-23,Firearms,"£1,002.31",Redacted
10-Aug-23,Electrical Reactive Maintenance,"£1,001.66",Graham Asset Management Ltd
03-Aug-23,Services & Legal Expenses,"£1,000.00",Redacted
31-Aug-23,Services & Legal Expenses,"£1,000.00",Redacted
17-Aug-23,Vehicle Repairs,£995.32,Arnold Clark Finance Ltd
24-Aug-23,Cleaning and Domestic Supplies,£994.86,Arrow County Supplies
17-Aug-23,Uniform and Clothing,£991.20,Toye Kenning & Spencer
10-Aug-23,Electrical Reactive Maintenance,£990.00,BAM FM Ltd
31-Aug-23,Payment for Services,£977.12,Redacted
10-Aug-23,Garage Equipment,£975.60,LVW Group Ltd T/A Moparts
10-Aug-23,Hired Vehicle & Plant,£971.71,Arnold Clark Finance Ltd
10-Aug-23,Police Dogs Vet Fees,£967.07,Redacted
17-Aug-23,Services & Legal Expenses,£960.21,Worldwide Surgical Enterprises Ltd
17-Aug-23,Services & Legal Expenses,£960.00,Redacted
17-Aug-23,Services & Legal Expenses,£960.00,Redacted
10-Aug-23,Technical Equipment,£959.00,Redacted
17-Aug-23,Payment for Services,£958.80,Revolution Events Limited
31-Aug-23,Uniform and Clothing,£957.60,CW Headdress Ltd
17-Aug-23,Forensic Fees - General,£956.16,Redacted
17-Aug-23,Capital Asset Clearing A/C Plant & Equipment,£954.00,CBC Computer Systems Ltd
24-Aug-23,Forensic Fees - General,£953.81,Redacted
03-Aug-23,Mechanical Reactive Maintenance,£950.40,BAM FM Ltd
10-Aug-23,Mechanical Reactive Maintenance,£950.40,BAM FM Ltd
03-Aug-23,Furniture Purchases,£946.26,Posturite (UK) Ltd
03-Aug-23,Vehicle Parts,£939.46,Lookers Motor Group Limited t/a Lookers Liverpool
31-Aug-23,Vehicle Repairs,£938.98,Rybrook Cars Ltd ( Chester)
10-Aug-23,Operational Equipment,£936.00,Redacted
31-Aug-23,Fuel Pump Repairs,£936.00,Timeplan Ltd
31-Aug-23,Vehicle Costs,£932.33,Lookers Motor Group Limited t/a Lookers Liverpool
17-Aug-23,Vehicle Repairs,£928.39,Halliwell Jones Ltd
17-Aug-23,Mechanical Reactive Maintenance,£922.43,BAM FM Ltd
24-Aug-23,Forensic Fees - General,£921.84,Redacted
03-Aug-23,Vehicle Parts,£918.91,Lookers Motor Group Limited t/a Lookers Liverpool
31-Aug-23,Prisoner Meals,£918.17,BFS Group Limited t/a Bidvest Foodservice
17-Aug-23,Consumables,£910.04,Wurth Uk Ltd
17-Aug-23,Vehicle Parts,£906.34,Lookers Motor Group Limited t/a Lookers Liverpool
03-Aug-23,Medical Fees,£900.00,Redacted
03-Aug-23,Medical Fees,£900.00,Redacted
03-Aug-23,Medical Fees,£900.00,Redacted
03-Aug-23,Medical Specialist,£900.00,UrOnyx Ltd
03-Aug-23,Medical Specialist,£900.00,UrOnyx Ltd
10-Aug-23,Medical Fees,£900.00,Redacted
10-Aug-23,Medical Fees,£900.00,Redacted
17-Aug-23,Medical Specialist,£900.00,UrOnyx Ltd
24-Aug-23,Hired Vehicle & Plant,£897.00,West Wallasey Car Hire Ltd
17-Aug-23,Vehicle Parts,£894.34,Halliwell Jones Ltd
31-Aug-23,Services & Legal Expenses,£889.20,Redacted
24-Aug-23,Hired Vehicle & Plant,£888.00,West Wallasey Car Hire Ltd
24-Aug-23,Cleaning and Domestic Supplies,£885.96,Arrow County Supplies
24-Aug-23,H/W Purchases,£882.00,Softcat Plc
10-Aug-23,Payment for Services,£877.50,Clearway Environmental Services (UK) Limited
17-Aug-23,Capital Asset Clearing A/C Plant & Equipment,£876.96,Softcat Plc
10-Aug-23,Vehicle Parts,£872.69,Volkswagen Group United Kingdom Limited t/a The Parts Specialists (TPS)
03-Aug-23,Vehicle Parts,£871.57,Halliwell Jones Ltd
10-Aug-23,Cleaning and Domestic Supplies,£871.16,Arrow County Supplies
31-Aug-23,Forensic Fees - General,£871.08,Redacted
31-Aug-23,Vehicle Parts,£870.48,Volkswagen Group United Kingdom Limited t/a The Parts Specialists (TPS)
10-Aug-23,Profit/Loss on disposal of assets,£866.40,Redacted
03-Aug-23,Technical Equipment,£864.00,Kays Medical Limited
03-Aug-23,Mechanical Reactive Maintenance,£859.54,BAM FM Ltd
10-Aug-23,Services & Legal Expenses,£858.60,Redacted
10-Aug-23,Electrical Reactive Maintenance,£855.72,BAM FM Ltd
17-Aug-23,Operational Equipment,£849.24,Redacted
10-Aug-23,Support Staff-Temporary Staff Wages,£847.04,Red Snapper Recruitment Limited
31-Aug-23,Furniture Purchases,£845.96,Beers Timber & Building Supplies
03-Aug-23,Garage Equipment,£843.84,Euro Car Parts Ltd - Liverpool
10-Aug-23,General Subscriptions,£840.00,The Assoc of Employment & Learning Providers Ltd
31-Aug-23,Payment for Services,£834.72,Redacted
03-Aug-23,Vehicle Repairs,£834.65,Swansway Garages Ltd t/a Swansway Chester Peugeot
10-Aug-23,Building Reactive Maintenance,£832.76,Graham Asset Management Ltd
24-Aug-23,Cleaning and Domestic Supplies,£832.74,Arrow County Supplies
31-Aug-23,Hired Vehicle & Plant,£829.24,Arnold Clark Finance Ltd
24-Aug-23,Hired Vehicle & Plant,£825.22,Arnold Clark Finance Ltd
03-Aug-23,Rates,£825.00,Liverpool City Council1
31-Aug-23,Rates,£825.00,Liverpool City Council1
31-Aug-23,Cleaning and Domestic Supplies,£824.26,Arrow County Supplies
24-Aug-23,Vehicle Police Equipment,£823.20,Unipar Services
24-Aug-23,Printing Stationery & Office Exps.,£823.20,PSL Print Management Ltd
03-Aug-23,Hired Vehicle & Plant,£816.82,Arnold Clark Finance Ltd
31-Aug-23,Hired Vehicle & Plant,£816.82,Arnold Clark Finance Ltd
24-Aug-23,Forensic Fees - General,£816.48,Redacted
31-Aug-23,Consumables,£815.51,Wurth Uk Ltd
03-Aug-23,Vehicle Parts,£805.06,Halliwell Jones Ltd
03-Aug-23,Forensic Fees - General,£804.36,Redacted
03-Aug-23,Vehicle Costs,£804.14,Rybrook Cars Ltd ( Volvo )
17-Aug-23,Uniform Casual User Mileage,£800.00,UrOnyx Ltd
31-Aug-23,Comp. Operations,£799.09,Redacted
24-Aug-23,Cleaning and Domestic Supplies,£798.41,Arrow County Supplies
24-Aug-23,Forensic Fees - General,£798.34,Redacted
17-Aug-23,Payment for Services,£795.60,Clearway Environmental Services (UK) Limited
31-Aug-23,Cleaning and Domestic Supplies,£793.61,Arrow County Supplies
17-Aug-23,Forensic Fees - General,£790.10,Redacted
10-Aug-23,Mechanical Reactive Maintenance,£788.71,BAM FM Ltd
24-Aug-23,Hired Vehicle & Plant,£786.00,West Wallasey Car Hire Ltd
03-Aug-23,Vehicle Parts,£785.48,Halliwell Jones Ltd
10-Aug-23,Vehicle Parts,£784.39,Ford Motor Company T/A Ford Parts Plus
03-Aug-23,Payment for Services,£783.66,Redacted
24-Aug-23,Vehicle Repairs,£783.41,Swansway Garages Ltd t/a Swansway Chester Peugeot
24-Aug-23,Uniform and Clothing,£782.94,Outfit Inernational A/S
10-Aug-23,Tyres & Tubes,£782.56,Michelin Tyre PLC
17-Aug-23,Vehicle Parts,£781.20,GSF Car Parts Limited
24-Aug-23,Vehicle Repairs,£780.07,Halfords Ltd
17-Aug-23,Vehicle Repairs,£777.80,Rybrook Cars Ltd ( Chester)
31-Aug-23,Service Charges,£775.28,Flexiform Business Furniture Limited
03-Aug-23,Vehicle Repairs,£771.66,eStar Truck and Van Ltd
10-Aug-23,Lubricants,£768.04,Euro Car Parts Ltd - Liverpool
17-Aug-23,Services & Legal Expenses,£767.50,The Athenaeum
03-Aug-23,Vehicle Parts,£766.39,GSF Car Parts Limited
24-Aug-23,Cleaning and Domestic Supplies,£763.78,Arrow County Supplies
03-Aug-23,Forensic Fees - General,£762.27,Redacted
03-Aug-23,Waste Disposal,£759.36,Barrys Skip Hire
03-Aug-23,H/W Purchases,£759.00,CBC Computer Systems Ltd
03-Aug-23,Vehicle Costs,£757.86,Standby RSG UK Ltd
10-Aug-23,Vehicle Costs,£756.20,Volkswagen Group United Kingdom Limited t/a The Parts Specialists (TPS)
03-Aug-23,Training Course Fees,£755.00,Police Federation of England & Wales
03-Aug-23,Tyres & Tubes,£754.38,Michelin Tyre PLC
10-Aug-23,Vets Fees,£754.10,The Dales Veterinary Practice
03-Aug-23,Cleaning and Domestic Supplies,£752.27,Arrow County Supplies
03-Aug-23,Forensic Fees - General,£751.20,Redacted
10-Aug-23,Building Reactive Maintenance,£750.97,Graham Asset Management Ltd
24-Aug-23,Payment for Services,£750.00,St Helens Rugby Football Club Limited
31-Aug-23,Operational Equipment,£750.00,Redacted
10-Aug-23,Vehicle Police Equipment,£748.30,Woodway Engineering Ltd
17-Aug-23,Services & Legal Expenses,£744.00,Redacted
10-Aug-23,Locksmith Customer Spend,£741.16,Graham Asset Management Ltd
24-Aug-23,Hired Vehicle & Plant,£740.40,Arnold Clark Finance Ltd
03-Aug-23,Support Staff-Temporary Staff Wages,£737.75,Red Snapper Recruitment Limited
17-Aug-23,Vehicle Costs,£732.73,Ford Motor Company T/A Ford Parts Plus
24-Aug-23,Mechanical Reactive Maintenance,£726.00,BAM FM Ltd
24-Aug-23,Computers,£725.98,Currys Group Limited t/a Currys Business
03-Aug-23,Forensic Fees - General,£725.76,Redacted
10-Aug-23,Forensic Fees - General,£722.88,Redacted
31-Aug-23,Vehicle Parts,£720.65,Volkswagen Group United Kingdom Limited t/a The Parts Specialists (TPS)
03-Aug-23,Payment for Services,£720.00,Spring Associates Limited
17-Aug-23,Forensic Fees - General,£720.00,Redacted
17-Aug-23,Services & Legal Expenses,£720.00,Redacted
31-Aug-23,Comp. Operations,£720.00,Redacted
24-Aug-23,Vehicle Costs,£717.34,Volkswagen Group United Kingdom Limited t/a The Parts Specialists (TPS)
17-Aug-23,Technical Equipment,£717.12,Michael Lupton Associates Limited
17-Aug-23,Uniform and Clothing,£714.00,Michael Lupton Associates Limited
17-Aug-23,Rents,£712.50,Liverpool City Council1
10-Aug-23,Training Course Fees,£710.00,West Mercia Police & Crime Commissioner
17-Aug-23,Printing Stationery & Office Exps.,£709.20,ACS Business Supplies Ltd
17-Aug-23,Vehicle Parts,£708.62,Lookers Motor Group Limited t/a Lookers Liverpool
24-Aug-23,Forensic Fees - General,£705.02,Redacted
03-Aug-23,Payment for Services,£701.89,Redacted
31-Aug-23,Support Staff-Temporary Staff Wages,£701.40,Hays Specialist Recruitment Ltd
10-Aug-23,Electrical Reactive Maintenance,£700.39,BAM FM Ltd
31-Aug-23,Data Network,£700.00,BT Global Services Solutions
31-Aug-23,Support Staff-Temporary Staff Wages,£696.77,Red Snapper Recruitment Limited
24-Aug-23,Cleaning and Domestic Supplies,£696.29,Arrow County Supplies
24-Aug-23,Rentals & Maintenance,£696.00,InJenuity Ltd
24-Aug-23,Vehicle Parts,£695.65,Ford Motor Company T/A Ford Parts Plus
24-Aug-23,Electrical Reactive Maintenance,£690.07,BAM FM Ltd
31-Aug-23,Training Course Fees,£690.00,National Crime Agency (NCA)
17-Aug-23,Support Staff-Temporary Staff Wages,£688.09,Hays Specialist Recruitment Ltd
03-Aug-23,Cleaning and Domestic Supplies,£687.05,Arrow County Supplies
17-Aug-23,Consumables,£685.56,Wurth Uk Ltd
03-Aug-23,Catering Service,£685.02,Bean Coffee Liverpool No. 9 Ltd
10-Aug-23,Hired Vehicle & Plant,£678.18,Arnold Clark Finance Ltd
03-Aug-23,Vehicle Parts,£677.53,Volkswagen Group United Kingdom Limited t/a The Parts Specialists (TPS)
17-Aug-23,Payment for Services,£674.64,Allied Publicity Services (Manchester) Limited t/a APS Group
03-Aug-23,Waste Disposal,£672.00,Barrys Skip Hire
03-Aug-23,Waste Disposal,£672.00,Barrys Skip Hire
03-Aug-23,Vehicle Repairs,£671.06,Peoples Liverpool Limited
10-Aug-23,Breathalyzers,£669.60,Redacted
17-Aug-23,Payments to Local Authorities,£664.62,Experian Limited
24-Aug-23,Payments to Local Authorities,£664.62,Experian Limited
10-Aug-23,Hired Vehicle & Plant,£663.06,Arnold Clark Finance Ltd
17-Aug-23,Vehicle Repairs,£662.46,Swansway Garages Ltd t/a Swansway Chester Peugeot
24-Aug-23,Promotional Advertising,£660.00,Challenge Coins UK Ltd
24-Aug-23,Electrical Reactive Maintenance,£660.00,BAM FM Ltd
10-Aug-23,Vehicle Costs,£659.62,Lookers Motor Group Limited t/a Lookers Liverpool
10-Aug-23,Payment for Services,£658.80,Selectamark Security Systems
03-Aug-23,Vehicle Parts,£658.70,Ford Motor Company T/A Ford Parts Plus
03-Aug-23,Support Staff-Temporary Staff Wages,£651.08,Hays Specialist Recruitment Ltd
31-Aug-23,Call Charges,£649.99,BT Global Services Solutions
03-Aug-23,Vehicle Parts,£649.32,Rybrook Cars Ltd ( Volvo )
03-Aug-23,Vehicle Repairs,£649.00,Johnsons Cars Limited
24-Aug-23,Payment for Services,£647.49,Redacted
24-Aug-23,Support Staff-Temporary Staff Wages,£647.03,Hays Specialist Recruitment Ltd
10-Aug-23,Hired Vehicle & Plant,£646.13,Arnold Clark Finance Ltd
24-Aug-23,Hired Vehicle & Plant,£646.13,Arnold Clark Finance Ltd
24-Aug-23,Hired Vehicle & Plant,£646.13,Arnold Clark Finance Ltd
24-Aug-23,Hired Vehicle & Plant,£646.13,Arnold Clark Finance Ltd
24-Aug-23,Hired Vehicle & Plant,£646.13,Arnold Clark Finance Ltd
24-Aug-23,Hired Vehicle & Plant,£646.13,Arnold Clark Finance Ltd
24-Aug-23,Hired Vehicle & Plant,£646.13,Arnold Clark Finance Ltd
31-Aug-23,Forensic Fees - General,£645.60,Redacted
17-Aug-23,Vehicle Parts,£645.24,Lookers Motor Group Limited t/a Lookers Liverpool
17-Aug-23,Vehicle Parts,£645.22,Lookers Motor Group Limited t/a Lookers Liverpool
17-Aug-23,Vehicle Parts,£645.22,Lookers Motor Group Limited t/a Lookers Liverpool
24-Aug-23,Technical Equipment,£645.00,Pure Audio Visual Limited
10-Aug-23,Vehicle Parts,£640.93,Volkswagen Group United Kingdom Limited t/a The Parts Specialists (TPS)
03-Aug-23,Vehicle Parts,£639.76,eStar Truck and Van Ltd
10-Aug-23,Vehicle Parts,£636.48,Lookers Motor Group Limited t/a Lookers Liverpool
03-Aug-23,Forensic Fees - General,£629.33,Redacted
31-Aug-23,Uniform and Clothing,£625.61,Alt Berg Ltd
03-Aug-23,Payment for Services,£624.00,Expert Witness Services Limited
10-Aug-23,Maintenance of Dogs,£624.00,Robinson Gale-Tash UK Limited
10-Aug-23,Vehicle Parts,£621.82,Lookers Motor Group Limited t/a Lookers Liverpool
10-Aug-23,Electrical Reactive Maintenance,£620.66,BAM FM Ltd
24-Aug-23,Electrical Reactive Maintenance,£620.66,BAM FM Ltd
03-Aug-23,Comp. Consumeables,£620.24,Currys Group Limited t/a Currys Business
10-Aug-23,Domestic Services Equipment,£619.51,Redacted
17-Aug-23,Hired Vehicle & Plant,£618.58,Arnold Clark Finance Ltd
17-Aug-23,Hired Vehicle & Plant,£618.58,Arnold Clark Finance Ltd
31-Aug-23,Hired Vehicle & Plant,£618.58,Arnold Clark Finance Ltd
17-Aug-23,Vehicle Parts,£617.00,Lookers Motor Group Limited t/a Lookers Liverpool
10-Aug-23,Medical Counselling,£615.00,Redacted
10-Aug-23,Locksmith Customer Spend,£612.49,Graham Asset Management Ltd
24-Aug-23,Payment for Services,£611.40,UKAS
10-Aug-23,Uniform and Clothing,£610.08,Michael Lupton Associates Limited
03-Aug-23,Outsourced Contractors,£600.00,PS Administration Ltd (T/A XPS Administration)
03-Aug-23,Outsourced Contractors,£600.00,PS Administration Ltd (T/A XPS Administration)
17-Aug-23,Printing Stationery & Office Exps.,£600.00,ACS Business Supplies Ltd
10-Aug-23,Operational Equipment,£599.40,Redacted
31-Aug-23,Payment for Services,£597.79,Redacted
10-Aug-23,Catering Service,£596.39,Trevors Warehouses Limited t/a Trevors Foodservice
03-Aug-23,Vehicle Repairs,£595.52,eStar Truck and Van Ltd
03-Aug-23,Building Reactive Maintenance,£594.00,Morcool Services Ltd
10-Aug-23,Profit/Loss on disposal of assets,£592.80,Redacted
31-Aug-23,Vehicle Repairs,£592.62,A P Fleet Services Ltd
03-Aug-23,Cleaning and Domestic Supplies,£591.91,Arrow County Supplies
03-Aug-23,Cleaning and Domestic Supplies,£591.70,Arrow County Supplies
10-Aug-23,Hired Vehicle & Plant,£589.68,Arnold Clark Finance Ltd
24-Aug-23,Vehicle Parts,£589.55,eStar Truck and Van Ltd
03-Aug-23,Vehicle Parts,£588.16,Halliwell Jones Ltd
17-Aug-23,Forensic Fees - General,£588.00,Redacted
24-Aug-23,Vehicle Repairs,£588.00,A P Fleet Services Ltd
31-Aug-23,Uniform and Clothing,£588.00,Michael Lupton Associates Limited
03-Aug-23,Uniform and Clothing,£586.88,Redacted
03-Aug-23,Rates,£586.00,Liverpool City Council1
31-Aug-23,Rates,£586.00,Liverpool City Council1
10-Aug-23,Printing Stationery & Office Exps.,£585.60,PMD Data Solutions Limited
03-Aug-23,Medical Counselling,£585.00,Redacted
17-Aug-23,Services & Legal Expenses,£585.00,Redacted
24-Aug-23,Payment for Services,£585.00,Ellesmere Port PCC
24-Aug-23,Other Public Bodies,£585.00,Solon Security Ltd
10-Aug-23,Vehicle Parts,£582.23,Volkswagen Group United Kingdom Limited t/a The Parts Specialists (TPS)
31-Aug-23,Vehicle Parts,£582.13,Volkswagen Group United Kingdom Limited t/a The Parts Specialists (TPS)
09-Aug-23,Direct Transport Costs,£578.26,Allstar
31-Aug-23,Payment for Services,£577.20,Redacted
03-Aug-23,Vehicle Parts,£576.90,Lookers Motor Group Limited t/a Lookers Liverpool
24-Aug-23,Vehicle Repairs,£576.82,Halliwell Jones Ltd
17-Aug-23,Forensic Fees - General,£576.00,Redacted
24-Aug-23,Services & Legal Expenses,£576.00,Redacted
10-Aug-23,Tyres & Tubes,£575.14,Michelin Tyre PLC
31-Aug-23,Tyres & Tubes,£572.88,Michelin Tyre PLC
03-Aug-23,Public Transport and Allowance,£572.00,MerseyTravel
24-Aug-23,Forensic Fees - General,£571.24,Redacted
03-Aug-23,Vehicle Parts,£570.91,Halliwell Jones Ltd
03-Aug-23,Vehicle Modifications,£570.00,Redacted
03-Aug-23,Vehicle Modifications,£570.00,Redacted
17-Aug-23,Prisoner Meals,£569.56,BFS Group Limited t/a Bidvest Foodservice
24-Aug-23,Electrical Reactive Maintenance,£565.52,BAM FM Ltd
10-Aug-23,Rates,£563.00,Sefton MBC (Rates Account) 
17-Aug-23,Uniform and Clothing,£561.24,Alt Berg Ltd
31-Aug-23,Payment for Services,£559.10,Sharp Business Systems UK PLC
17-Aug-23,Vehicle Parts,£558.94,eStar Truck and Van Ltd
10-Aug-23,Vehicle Costs,£557.47,Lookers Motor Group Limited t/a Lookers Liverpool
31-Aug-23,Payment for Services,£557.39,Sharp Business Systems UK PLC
03-Aug-23,Catering Service,£556.33,BFS Group Limited t/a Bidvest Foodservice
10-Aug-23,Training Course Fees,£556.20,The Kingsham Consultancy Ltd
17-Aug-23,Vehicle Costs,£555.95,J Huggins and Son Limited
24-Aug-23,Forensic Fees - General,£554.64,Redacted
03-Aug-23,Hired Vehicle & Plant,£551.57,Arnold Clark Finance Ltd
03-Aug-23,Maintenance of Dogs,£551.00,Von Wolf Sport & Service Dog Equipment Ltd
10-Aug-23,Vehicle Parts,£548.50,eStar Truck and Van Ltd
24-Aug-23,Electrical Reactive Maintenance,£540.88,BAM FM Ltd
03-Aug-23,Payment for Services,£540.00,Spring Associates Limited
03-Aug-23,Medical Counselling,£540.00,Counselling Services Rodney Street
17-Aug-23,Medical Fees,£540.00,BDA (INITIATIVES) LIMITED
03-Aug-23,Cleaning and Domestic Supplies,£537.17,Arrow County Supplies
17-Aug-23,Catering Equipment,£536.16,Bunzl Catering Supplies
17-Aug-23,Catering Equipment,£536.16,Bunzl Catering Supplies
10-Aug-23,Medical Equipment,£534.00,Redacted
17-Aug-23,Stable Requirements,£533.28,Farm & Stable Supplies LLP
17-Aug-23,Vehicle Repairs,£533.21,Swansway Garages Ltd t/a Swansway Chester Peugeot
10-Aug-23,Forensic Fees - General,£532.50,Redacted
10-Aug-23,Payment for Services,£530.40,Redacted
17-Aug-23,Vehicle Parts,£527.72,eStar Truck and Van Ltd
10-Aug-23,Operational Equipment,£527.46,Redacted
31-Aug-23,Training Course Fees,£525.00,The Open Table Network
03-Aug-23,Furniture Purchases,£524.40,Redacted
10-Aug-23,Building Programmed Maintenance,£523.26,Lucion Environmental Ltd
24-Aug-23,Intermediary Costs,£523.10,Redacted
24-Aug-23,Intermediary Costs,£523.08,Redacted
10-Aug-23,Breathalyzers,£522.00,Redacted
24-Aug-23,Uniform and Clothing,£521.34,Alt Berg Ltd
10-Aug-23,Cleaning and Domestic Supplies,£520.82,Arrow County Supplies
10-Aug-23,Hired Vehicle & Plant,£519.69,Arnold Clark Finance Ltd
17-Aug-23,Forensic Fees - General,£517.63,Redacted
10-Aug-23,Catering Service,£516.96,BFS Group Limited t/a Bidvest Foodservice
03-Aug-23,Electrical Reactive Maintenance,£516.19,BAM FM Ltd
17-Aug-23,Vehicle Costs,£515.66,J Huggins and Son Limited
03-Aug-23,Hired Vehicle & Plant,£515.09,Arnold Clark Finance Ltd
03-Aug-23,Hired Vehicle & Plant,£515.09,Arnold Clark Finance Ltd
10-Aug-23,Hired Vehicle & Plant,£515.09,Arnold Clark Finance Ltd
17-Aug-23,Hired Vehicle & Plant,£515.09,Arnold Clark Finance Ltd
17-Aug-23,Hired Vehicle & Plant,£515.09,Arnold Clark Finance Ltd
31-Aug-23,Hired Vehicle & Plant,£515.09,Arnold Clark Finance Ltd
03-Aug-23,Payment for Services,£514.80,Barrys Skip Hire
09-Aug-23,Direct Transport Costs,£514.73,Allstar
10-Aug-23,Capital Asset Clearing A/c Building,£513.88,BAM FM Ltd
31-Aug-23,Forensic Fees - General,£513.86,Redacted
10-Aug-23,Vehicle Parts,£513.40,Volkswagen Group United Kingdom Limited t/a The Parts Specialists (TPS)
16-Aug-23,Direct Transport Costs,£513.24,Allstar
24-Aug-23,H/W Purchases,£511.20,CBC Computer Systems Ltd
17-Aug-23,Forensic Fees - General,£510.84,Redacted
10-Aug-23,Rents,£510.00,Rainford Parish Council
24-Aug-23,Locksmith Quoted Works,£510.00,J.G. Eckersall
24-Aug-23,Forensic Fees - General,£510.00,Redacted
24-Aug-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
24-Aug-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
24-Aug-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
24-Aug-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
31-Aug-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
31-Aug-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
24-Aug-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
31-Aug-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
03-Aug-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
10-Aug-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
10-Aug-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
10-Aug-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
10-Aug-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
