Payment Date, Description ,Gross Amount, Supplier Name 
20-Jul-23, Capital Asset Clearing A/c Intangibles ,"£23,790.00",Bluestar Software Ltd
27-Jul-23, Miscellaneous Expenses ,"£23,434.98",Agiito Ltd
20-Jul-23, Uniform and Clothing ,"£23,349.74",Cooneen At Work Limited
27-Jul-23, Mobile Data Costs ,"£22,669.22",EE Ltd (Airtime)
13-Jul-23, Miscellaneous Expenses ,"£22,265.32",Redacted
20-Jul-23, Capital Asset Clearing A/c Intangibles ,"£19,780.02",Simpson Associates Information Services Ltd
20-Jul-23, Training Course Fees ,"£19,633.80",College of Policing Limited
06-Jul-23, H/W Purchases ,"£19,518.00",Pure Audio Visual Limited
20-Jul-23, Ex Gratia Payments ,"£19,500.00",Redacted
05-Jul-23, Direct Transport Costs ,"£19,345.41",Allstar
26-Jul-23, Direct Transport Costs ,"£19,077.90",Allstar
13-Jul-23, Payment for Services ,"£18,175.00",Rydal Education Programme CIC
12-Jul-23, Direct Transport Costs ,"£17,859.53",Allstar
20-Jul-23, Rents ,"£17,458.58",Merseyside Police Federation
27-Jul-23, Miscellaneous Expenses ,"£17,261.77",Agiito Ltd
06-Jul-23, Forensic Fees - General ,"£17,049.79",Redacted
06-Jul-23, Services & Legal Expenses ,"£17,000.00",The Cyrenians Ltd T/A Changing Lives
20-Jul-23, Kennelling External Dogs ,"£16,914.48",Redacted
20-Jul-23, Capital Asset Clearing A/c Building ,"£16,650.40",Mace Limited
19-Jul-23, Direct Transport Costs ,"£16,261.72",Allstar
06-Jul-23, Kennelling External Dogs ,"£16,235.04",Redacted
27-Jul-23, Payment for Services ,"£16,170.00",Redacted
13-Jul-23, Services & Legal Expenses ,"£16,000.00",Redacted
20-Jul-23, Comp. Operations ,"£15,570.60",Restore Technology Limited T/A Euro Recycling
06-Jul-23, Consultants Fees ,"£15,180.00",HKS IT Consultants Ltd
13-Jul-23, Forensic Fees - General ,"£14,678.40",Eurofins Forensic Services Ltd
20-Jul-23, Vehicle Costs ,"£14,640.59",Halliwell Jones Ltd
06-Jul-23, Building Programmed Maintenance ,"£14,244.73",Greenmount Projects Limited
06-Jul-23, S/W Licences ,"£14,125.33",Insight Direct (UK) Ltd
20-Jul-23, Vehicle Police Equipment ,"£13,766.40",Redacted
27-Jul-23, Vehicle Costs ,"£13,232.86",BMC Mechanical LTD
13-Jul-23, Forensic Fees - General ,"£13,062.00",Orchid Cellmark Ltd
27-Jul-23, S/W Licences ,"£13,050.00",Micro Systemation Ltd
06-Jul-23, Catering Service ,"£13,017.60",BlueRunner Solutions
13-Jul-23, Forensic Fees - General ,"£12,963.60",Orchid Cellmark Ltd
20-Jul-23, General Subscriptions ,"£12,960.00",GB Group Plc
20-Jul-23, Water & Sewerage Rates ,"£12,955.46",Water Plus Limited
06-Jul-23, Capital Asset Clearing A/c Vehicles ,"£12,824.65",Vauxhall Motors Ltd
06-Jul-23, Capital Asset Clearing A/c Vehicles ,"£12,824.65",Vauxhall Motors Ltd
27-Jul-23, Services & Legal Expenses ,"£12,595.19",Bruntwood Estates Limited
20-Jul-23, Comp. Operations ,"£12,508.86",Ivanti UK Ltd
06-Jul-23, Forensic Fees - General ,"£12,457.44",Orchid Cellmark Ltd
06-Jul-23, Rates ,"£12,083.00",St Helens MBC
20-Jul-23, Services & Legal Expenses ,"£12,000.00",Redacted
13-Jul-23, Consultants Fees ,"£11,880.00",Solus Management Limited
27-Jul-23, Vehicle Repairs ,"£11,841.84",Freight Transport Association Ltd
06-Jul-23, Diesel ,"£11,827.08",Standard Fuel Oils Limited
20-Jul-23, Call Charges ,"£11,802.00",Ivanti UK Ltd
27-Jul-23, Board N.I. ,"£11,634.43",HM Revenue and Customs2
27-Jul-23, Rates ,"£11,162.00",Warrington Borough Council
27-Jul-23, Mobile Data Costs ,"£11,109.83",EE Ltd (Airtime)
13-Jul-23, Technical Equipment ,"£10,932.00",Redacted
20-Jul-23, Diesel ,"£10,705.92",Standard Fuel Oils Limited
27-Jul-23, Service Charges ,"£10,614.00",Coggin Sustainable Office Solutions Limited
27-Jul-23, Diesel ,"£10,589.76",Standard Fuel Oils Limited
06-Jul-23, Service Charges ,"£10,260.79",BAM FM Ltd
13-Jul-23, Service Charges ,"£10,260.79",BAM FM Ltd
27-Jul-23, Vehicle Costs ,"£10,219.34",BMC Mechanical LTD
13-Jul-23, Services & Legal Expenses ,"£10,000.00",Redacted
13-Jul-23, Removal of Police Vehicles ,"£9,834.00",Automobile Association Developments Limited
13-Jul-23, Services & Legal Expenses ,"£9,827.40",Redacted
06-Jul-23, Outsourced Contractors ,"£9,600.00",Redacted
13-Jul-23, Forensic Fees - General ,"£9,451.20",Eurofins Forensic Services Ltd
27-Jul-23, Telecommunications ,"£9,432.00",BT Global Services Solutions
27-Jul-23, Diesel ,"£9,282.84",Standard Fuel Oils Limited
06-Jul-23, Payment for Services ,"£9,159.84",Access Bookings Limited
20-Jul-23, Equipment Purchases ,"£9,127.14",Tuskerdirect Limited
13-Jul-23, Vehicle Repairs ,"£9,064.74",Peoples Liverpool Limited
06-Jul-23, Diesel ,"£9,020.76",Standard Fuel Oils Limited
13-Jul-23, Water & Sewerage Rates ,"£9,006.09",Leep Utilities Services Ltd
27-Jul-23, Services & Legal Expenses ,"£9,000.00",Redacted
20-Jul-23, Diesel ,"£8,944.80",Standard Fuel Oils Limited
27-Jul-23, Forensic Fees - General ,"£8,935.92",Orchid Cellmark Ltd
20-Jul-23, Services & Legal Expenses ,"£8,930.82",Redacted
06-Jul-23, Other Public Bodies ,"£8,911.20",Lion Laboratories PLC
13-Jul-23, Vehicle Repairs ,"£8,770.09",Peoples Liverpool Limited
20-Jul-23, Support Staff-Temporary Staff Wages ,"£8,638.98",Reed Specialist Recruitment Ltd
13-Jul-23, Diesel ,"£8,590.14",Standard Fuel Oils Limited
17-Jul-23, Services and Legal Expenses ,"£8,588.00",HM Courts & Tribunals Service
13-Jul-23, Diesel ,"£8,336.40",Standard Fuel Oils Limited
27-Jul-23, Rates ,"£8,294.00",Wirral MBC
27-Jul-23, Support Staff-Temporary Staff Wages ,"£8,100.00",Medlock Partners Limited t/a Medlock Partners
13-Jul-23, Forensic Fees - General ,"£7,930.80",Redacted
12-Jul-23, Other Expenses ,"£7,922.91",Redacted
27-Jul-23, Payment for Services ,"£7,833.90",UKAS
27-Jul-23, Rates ,"£7,680.00",Wirral MBC
13-Jul-23, Uniform and Clothing ,"£7,606.80",ilasco Ltd (Keela International Ltd)
31-Jul-23, Services and Legal Expenses ,"£7,593.15",Commercial Card
20-Jul-23, Diesel ,"£7,360.32",Standard Fuel Oils Limited
27-Jul-23, Rates ,"£7,270.00",Wirral MBC
20-Jul-23, Water & Sewerage Rates ,"£7,269.66",Water Plus Limited
20-Jul-23, Electricity General Tariffs ,"£7,231.20",EDF Energy Customer Field Services
12-Jul-23, Miscellaneous Expenses ,"£7,188.18",Redacted
06-Jul-23, Rates ,"£7,168.00",St Helens MBC
20-Jul-23, Payment for Services ,"£7,167.12",Tullett Prebon Limited
13-Jul-23, Electricity General Tariffs ,"£7,057.20",Leep Electricity Services Ltd
06-Jul-23, Technical Equipment ,"£7,028.60",Redacted
20-Jul-23, Uniform and Clothing ,"£6,985.80",Cooneen Defence Limited
20-Jul-23, Uniform and Clothing ,"£6,966.00",John Roberts Associates Ltd
27-Jul-23, Forensic Fees - General ,"£6,909.00",Orchid Cellmark Ltd
20-Jul-23, Service Charges ,"£6,856.80",City Transport & Storage Ltd
13-Jul-23, Purchase of Horses ,"£6,843.00",Village Saddlery (Yalcraft)
20-Jul-23, Diesel ,"£6,691.20",Standard Fuel Oils Limited
20-Jul-23, Vehicle Costs ,"£6,672.72",Halliwell Jones Ltd
27-Jul-23, Diesel ,"£6,618.60",Standard Fuel Oils Limited
13-Jul-23, Vehicle Costs ,"£6,609.23",R2U Limited (Accident Repair Centre)
13-Jul-23, Diesel ,"£6,609.12",Standard Fuel Oils Limited
13-Jul-23, Payment for Services ,"£6,530.00",Mode Training Ltd
27-Jul-23, Payment for Services ,"£6,480.00",New Horizons Enrichment and Education
20-Jul-23, Forensic Fees - General ,"£6,456.96",Eurofins Forensic Services Ltd
20-Jul-23, Vehicle Costs ,"£6,454.18",PJ Automotive Ltd
13-Jul-23, Forensic Fees - General ,"£6,408.00",Orchid Cellmark Ltd
06-Jul-23, Rates ,"£6,400.00",Sefton MBC (Rates Account) 
13-Jul-23, Equipment for prisoners ,"£6,134.40",Charles Fellows Supplies Ltd
06-Jul-23, Specialist Advice ,"£6,120.00",Acume Forensics Ltd
13-Jul-23, Forensic Fees - General ,"£6,114.60",Orchid Cellmark Ltd
27-Jul-23, Comp. Operations ,"£6,051.60",Cisilion Limited
06-Jul-23, Training Course Fees ,"£5,900.00",Durham Constabulary
06-Jul-23, Forensic Fees - General ,"£5,808.13",Softcat Plc
20-Jul-23, Vehicle Licenses ,"£5,639.00",Driver and Vehicle Licensing Agency
13-Jul-23, Comp. Operations ,"£5,534.53",Softcat Plc
13-Jul-23, Training Course Fees ,"£5,500.00",Police & Crime Commissioner for Suffolk
20-Jul-23, Horticultural Maintenance ,"£5,456.10",Countrywide Grounds Maintenance Ltd
27-Jul-23, Forensic Fees - General ,"£5,379.60",Orchid Cellmark Ltd
13-Jul-23, Vehicle Costs ,"£5,210.31",A P Fleet Services Ltd
06-Jul-23, Forensic Fees - General ,"£5,207.40",DTec International Ltd
06-Jul-23, Forensic Fees - General ,"£5,207.40",DTec International Ltd
20-Jul-23, Uniform and Clothing ,"£5,174.40",CW Headdress Ltd
20-Jul-23, Forensic Fees - General ,"£5,127.38",Eurofins Forensic Services Ltd
06-Jul-23, Rentals & Maintenance ,"£5,115.48",Redacted
27-Jul-23, Capital Asset Clearing A/c Intangibles ,"£5,100.00",Bluestar Software Ltd
13-Jul-23, Vehicle Repairs ,"£5,093.90",Halliwell Jones Ltd
13-Jul-23, Forensic Fees - General ,"£5,040.00",Orchid Cellmark Ltd
27-Jul-23, Vehicle Costs ,"£5,004.90",PJ Automotive Ltd
27-Jul-23, Forensic Fees - General ,"£5,003.59",Orchid Cellmark Ltd
13-Jul-23, Services & Legal Expenses ,"£5,000.00",AurTistic
13-Jul-23, Services & Legal Expenses ,"£5,000.00",Kids Activities and Bootcamp (Kabs)
20-Jul-23, Services & Legal Expenses ,"£5,000.00",Activate Body and Mind Community Activities CIC
20-Jul-23, Services & Legal Expenses ,"£5,000.00",Evolving Mindset
20-Jul-23, Services & Legal Expenses ,"£5,000.00",Young Person's Advisory Service (YPAS)
06-Jul-23, Rates ,"£4,992.00",Sefton MBC (Rates Account) 
27-Jul-23, Rates ,"£4,941.00",Knowsley MBC
20-Jul-23, Support Staff-Temporary Staff Wages ,"£4,908.23",Reed Specialist Recruitment Ltd
20-Jul-23, Payment for Services ,"£4,904.11",ICAP Securities Ltd
13-Jul-23, Operational Equipment ,"£4,865.12",Redacted
13-Jul-23, Vehicle Repairs ,"£4,854.00",Peoples Liverpool Limited
20-Jul-23, Vehicle Repairs ,"£4,825.58",Swansway Garages Ltd t/a Swansway Chester Peugeot
27-Jul-23, Forensic Fees - General ,"£4,805.69",Merck Life Science Ltd
27-Jul-23, Services & Legal Expenses ,"£4,800.00",Redacted
13-Jul-23, Operational Equipment ,"£4,782.72",Michael Lupton Associates Limited
17-Jul-23, Services and Legal Expenses ,"£4,746.00",HM Courts & Tribunals Service
06-Jul-23, Service Charges ,"£4,738.80",Redacted
27-Jul-23, Rates ,"£4,685.00",Wirral MBC
06-Jul-23, Payment for Services ,"£4,644.00",Redacted
27-Jul-23, Vehicle Repairs ,"£4,623.59",Peoples Liverpool Limited
20-Jul-23, Training Course Fees ,"£4,599.00",Skills For Justice Awards Ltd
20-Jul-23, Uniform and Clothing ,"£4,596.48",Try & Lilly Ltd
27-Jul-23, Vehicle Costs ,"£4,588.94",PJ Automotive Ltd
06-Jul-23, Rates ,"£4,509.00",Sefton MBC (Rates Account) 
11-Jul-23, Public Transport and Allowance ,"£4,500.00",MerseyTravel
06-Jul-23, Payment for Services ,"£4,486.34",Organisation Development Limited
06-Jul-23, Payments to Other Police Authorities ,"£4,436.64",West Yorkshire Combined Authority (WYCA)
06-Jul-23, Postages ,"£4,432.12",Royal Mail Group Limited t/a Royal Mail
06-Jul-23, Horticultural Maintenance ,"£4,352.60",Countrywide Grounds Maintenance Ltd
06-Jul-23, Horticultural Maintenance ,"£4,352.60",Countrywide Grounds Maintenance Ltd
20-Jul-23, Payment for Services ,"£4,320.00",Abbott Toxicology Ltd
27-Jul-23, Rates ,"£4,224.00",Knowsley MBC
06-Jul-23, Services & Legal Expenses ,"£4,216.67",Collaborate Digital Ltd
20-Jul-23, Training Course Fees ,"£4,200.00",Redacted
27-Jul-23, Vehicle Repairs ,"£4,178.90",Peoples Liverpool Limited
20-Jul-23, Training Course Fees ,"£4,162.03",Redacted
27-Jul-23, Vehicle Costs ,"£4,144.42",BMC Mechanical LTD
13-Jul-23, Electricity General Tariffs ,"£4,131.62",Leep Electricity Services Ltd
27-Jul-23, Electricity General Tariffs ,"£4,103.56",Leep Electricity Services Ltd
06-Jul-23, Vehicle Costs ,"£4,057.24",Halliwell Jones Ltd
27-Jul-23, Support Staff-Temporary Staff Wages ,"£4,050.00",OH Medical Recruitment Ltd
27-Jul-23, Support Staff-Temporary Staff Wages ,"£4,050.00",OH Medical Recruitment Ltd
27-Jul-23, Support Staff-Temporary Staff Wages ,"£4,050.00",OH Medical Recruitment Ltd
27-Jul-23, Medical Fees ,"£4,050.00",OH Medical Recruitment Ltd
06-Jul-23, Event Costs ,"£4,031.51",Jockey Club Racecourses Limited
27-Jul-23, Services & Legal Expenses ,"£4,000.00",Redacted
06-Jul-23, Rates ,"£3,890.00",Sefton MBC (Rates Account) 
13-Jul-23, Payment for Services ,"£3,770.42",Warwick University Training Limited
06-Jul-23, Operational Equipment ,"£3,753.00",Redacted
27-Jul-23, Payment for Services ,"£3,744.00",UKAS
06-Jul-23, Vehicle Repairs ,"£3,722.66",Rybrook Cars Ltd ( Chester)
06-Jul-23, Catering Service ,"£3,718.02",BFS Group Limited t/a Bidvest Foodservice
06-Jul-23, Uniform and Clothing ,"£3,696.00",Safariland UK Ltd.
27-Jul-23, Rates ,"£3,686.00",Knowsley MBC
13-Jul-23, Furniture Purchases ,"£3,642.00",Manutan
20-Jul-23, Operational Equipment ,"£3,636.48",Michael Lupton Associates Limited
20-Jul-23, Prisoner Meals ,"£3,616.72",BFS Group Limited t/a Bidvest Foodservice
13-Jul-23, Training Course Fees ,"£3,600.00",Redacted
27-Jul-23, Rents ,"£3,600.00",Maghull Town Council
27-Jul-23, Data Network ,"£3,591.55",Vodafone Ltd (Formerly Cable & Wireless)
13-Jul-23, Equipment for prisoners ,"£3,578.40",Charles Fellows Supplies Ltd
27-Jul-23, Training Course Fees ,"£3,519.00",College of Policing Limited
06-Jul-23, Payment for Services ,"£3,460.00",Skills For Justice Awards Ltd
20-Jul-23, Service Charges ,"£3,456.00",City Transport & Storage Ltd
06-Jul-23, Vehicle Costs ,"£3,437.32",R2U Limited (Accident Repair Centre)
13-Jul-23, Data Network ,"£3,418.06",Softcat Plc
06-Jul-23, Forensic Fees - General ,"£3,399.60",Orchid Cellmark Ltd
13-Jul-23, Tyres & Tubes ,"£3,348.00",ATS Euromaster Limited
13-Jul-23, Payment for Services ,"£3,320.00",Police and Crime Commissioner For Cheshire
20-Jul-23, Building Maintenance Contracts ,"£3,318.00",CTech Europe T/A Rovert Equip Co
13-Jul-23, Vehicle Police Equipment ,"£3,307.20",Redacted
13-Jul-23, Diesel ,"£3,303.90",Standard Fuel Oils Limited
20-Jul-23, Forensic Fees - General ,"£3,294.00",Orchid Cellmark Ltd
06-Jul-23, Diesel ,"£3,285.30",Standard Fuel Oils Limited
20-Jul-23, Payment for Services ,"£3,240.00",Abbott Toxicology Ltd
06-Jul-23, Vehicle Licenses ,"£3,220.00",Driver and Vehicle Licensing Agency
20-Jul-23, Uniform and Clothing ,"£3,201.24",Cooneen Defence Limited
27-Jul-23, Forensic Fees - General ,"£3,184.20",Orchid Cellmark Ltd
13-Jul-23, Building Reactive Maintenance ,"£3,167.24",Graham Asset Management Ltd
06-Jul-23, Services & Legal Expenses ,"£3,166.67",Collaborate Digital Ltd
13-Jul-23, Breathalyzers ,"£3,156.00",Redacted
20-Jul-23, Mobile Data Costs ,"£3,152.40",Telefonica UK Limited (O2) 
06-Jul-23, Training Course Fees ,"£3,120.00",CJS Event Solutions
06-Jul-23, Support Staff-Temporary Staff Wages ,"£3,112.20",Michael Page International Recruitment Limited
13-Jul-23, Support Staff-Temporary Staff Wages ,"£3,112.20",Michael Page International Recruitment Limited
13-Jul-23, Support Staff-Temporary Staff Wages ,"£3,112.20",Michael Page International Recruitment Limited
20-Jul-23, Support Staff-Temporary Staff Wages ,"£3,112.20",Michael Page International Recruitment Limited
06-Jul-23, Pathologists Fees ,"£3,016.03",Redacted
06-Jul-23, Pathologists Fees ,"£3,016.03",Redacted
06-Jul-23, Pathologists Fees ,"£3,016.03",Redacted
06-Jul-23, Pathologists Fees ,"£3,009.58",Redacted
06-Jul-23, Pathologists Fees ,"£3,009.58",Redacted
06-Jul-23, Pathologists Fees ,"£3,009.58",Redacted
20-Jul-23, Pathologists Fees ,"£3,009.58",Redacted
20-Jul-23, Pathologists Fees ,"£3,009.58",Redacted
06-Jul-23, Electrical Reactive Maintenance ,"£3,000.96",BAM FM Ltd
13-Jul-23, Services & Legal Expenses ,"£3,000.00",Stop Hate UK
20-Jul-23, Comp. Operations ,"£2,979.46",Cell Tech Innovations
06-Jul-23, Rates ,"£2,977.00",Sefton MBC (Rates Account) 
27-Jul-23, Support Staff-Temporary Staff Wages ,"£2,962.20",Michael Page International Recruitment Limited
13-Jul-23, Training Course Fees ,"£2,900.00",GMCA (PCC for Greater Manchester)
13-Jul-23, General Subscriptions ,"£2,880.00",PS Administration Ltd (T/A XPS Administration)
06-Jul-23, Pathologists Fees ,"£2,863.10",Redacted
20-Jul-23, Training Course Fees ,"£2,843.40",College of Policing Limited
20-Jul-23, Diesel ,"£2,823.68",Standard Fuel Oils Limited
06-Jul-23, Waste Disposal ,"£2,769.22",Shred Station Ltd
06-Jul-23, Uniform and Clothing ,"£2,764.80",Yaffy Protective Clothing (Part of Mi Hub Ltd)
13-Jul-23, Vehicle Costs ,"£2,727.23",Lookers Motor Group Limited t/a Lookers Liverpool
13-Jul-23, Uniform and Clothing ,"£2,662.38",ilasco Ltd (Keela International Ltd)
06-Jul-23, Payment for Services ,"£2,654.64",3Cubed Limited
13-Jul-23, Equipment for prisoners ,"£2,651.81",WA Products (UK) Ltd t/a SceneSafe
13-Jul-23, Training Course Fees ,"£2,650.00",GMCA (PCC for Greater Manchester)
13-Jul-23, Diesel ,"£2,644.44",Standard Fuel Oils Limited
06-Jul-23, Payment for Services ,"£2,632.38",3Cubed Limited
27-Jul-23, Call Charges ,"£2,580.00",Talk Talk Business
27-Jul-23, Technical Equipment ,"£2,566.80",Redacted
13-Jul-23, Training Course Fees ,"£2,550.00",ITAI
20-Jul-23, Vehicle Modifications ,"£2,550.00",Redacted
13-Jul-23, Vehicle Repairs ,"£2,515.00",Swansway Garages Ltd t/a Swansway Chester Peugeot
06-Jul-23, Tyres & Tubes ,"£2,514.22",Michelin Tyre PLC
20-Jul-23, Vehicle Repairs ,"£2,503.78",Arnold Clark Finance Ltd
27-Jul-23, Services & Legal Expenses ,"£2,500.00",Redacted
13-Jul-23, Services & Legal Expenses ,"£2,489.40",Redacted
06-Jul-23, Vehicle Repairs ,"£2,448.49",Halliwell Jones Ltd
13-Jul-23, Payment for Services ,"£2,445.60",UKAS
20-Jul-23, Hired Vehicle & Plant ,"£2,444.06",Arnold Clark Finance Ltd
06-Jul-23, Capital Asset Clearing A/C Plant & Equipment ,"£2,410.48",RS Components
27-Jul-23, Tyres & Tubes ,"£2,406.88",Michelin Tyre PLC
27-Jul-23, Technical Equipment ,"£2,400.00",Redacted
20-Jul-23, Services & Legal Expenses ,"£2,394.00",Redacted
19-Jul-23, Direct Transport Costs ,"£2,389.91",Allstar
06-Jul-23, Consultants Fees ,"£2,389.22",The Big Word
13-Jul-23, Additional Vehicle Recharge ,"£2,388.00",Automobile Association Developments Limited
06-Jul-23, Forensic Fees - General ,"£2,366.18",Redacted
13-Jul-23, Tyres & Tubes ,"£2,364.42",Michelin Tyre PLC
06-Jul-23, Training Course Fees ,"£2,357.00",College of Policing Limited
13-Jul-23, Training Course Fees ,"£2,357.00",College of Policing Limited
13-Jul-23, Employers Liability & TP ,"£2,325.12",The Copyright Licensing Agency Ltd
06-Jul-23, Printing Stationery & Office Exps. ,"£2,321.38",Redacted
06-Jul-23, Vehicle Costs ,"£2,319.79",Halliwell Jones Ltd
27-Jul-23, Vehicle Police Equipment ,"£2,318.40",Redacted
27-Jul-23, Training Course Fees ,"£2,304.00",College of Policing Limited
13-Jul-23, Building Reactive Maintenance ,"£2,300.98",Graham Asset Management Ltd
12-Jul-23, Direct Transport Costs ,"£2,295.86",Allstar
06-Jul-23, Postages ,"£2,292.00",Pitney Bowes Ltd (machines/consumables/maintenance)
27-Jul-23, Forensic Fees - General ,"£2,239.51",Orchid Cellmark Ltd
27-Jul-23, Telecommunications ,"£2,226.00",Redacted
13-Jul-23, Forensic Fees - General ,"£2,220.00",Orchid Cellmark Ltd
20-Jul-23, Cleaning and Domestic Supplies ,"£2,212.46",Arrow County Supplies
13-Jul-23, Forensic Fees - General ,"£2,200.08",WA Products (UK) Ltd t/a SceneSafe
13-Jul-23, Training Course Fees ,"£2,195.00",SafeLives
06-Jul-23, Pathologists Fees ,"£2,185.83",Redacted
20-Jul-23, Pathologists Fees ,"£2,185.83",Redacted
20-Jul-23, Pathologists Fees ,"£2,185.83",Redacted
20-Jul-23, Pathologists Fees ,"£2,185.83",Redacted
13-Jul-23, Data Network ,"£2,170.58",SCC Specialist Computer Centres PLC
06-Jul-23, Miscellaneous Contributions ,"£2,167.02",St Helens MBC
06-Jul-23, Brokerage Fees ,"£2,160.00",CIPFA Business Limited
13-Jul-23, Medical Fees ,"£2,160.00",Redacted
13-Jul-23, Medical Fees ,"£2,160.00",Redacted
13-Jul-23, Medical Fees ,"£2,160.00",Redacted
20-Jul-23, Medical Fees ,"£2,160.00",Redacted
27-Jul-23, Medical Fees ,"£2,160.00",Redacted
27-Jul-23, Medical Fees ,"£2,160.00",Redacted
27-Jul-23, Forensic Fees - General ,"£2,160.00",Orchid Cellmark Ltd
27-Jul-23, Medical Equipment ,"£2,157.60",Healthmed Supplies (HMS) Limited
13-Jul-23, Building Reactive Maintenance ,"£2,124.00",Redacted
27-Jul-23, Training Course Fees ,"£2,120.00",Skills For Justice Awards Ltd
10-Jul-23, Services and Legal Expenses ,"£2,087.62",Bank Charges
06-Jul-23, Support Staff-Temporary Staff Wages ,"£2,079.00",Adecco UK Limited
20-Jul-23, Services & Legal Expenses ,"£2,075.00",Redacted
20-Jul-23, Services & Legal Expenses ,"£2,075.00",Redacted
13-Jul-23, H/W Purchases ,"£2,072.95",Dell Corporation Ltd
27-Jul-23, Cleaning and Domestic Supplies ,"£2,059.26",Arrow County Supplies
