Payment Date, Description ,Gross Amount, Supplier Name 
19-Oct-23,Cleaning and Domestic Supplies,£502.56,Arrow County Supplies
19-Oct-23,Vehicle Parts,£502.44,LVW Group Ltd T/A Moparts
19-Oct-23,Vehicle Parts,£501.13,Hyundai Motor UK Ltd
12-Oct-23,Purchase of Police Dogs,£500.00,Redacted
19-Oct-23,Services & Legal Expenses,£500.00,L6 Community Association
19-Oct-23,Services & Legal Expenses,£500.00,Ellergreen Young Peoples Project CIC
19-Oct-23,Services & Legal Expenses,£500.00,Ibijoke Children Foundation UK
19-Oct-23,Services & Legal Expenses,£500.00,Wirral Multicultural Organisation
26-Oct-23,Services & Legal Expenses,£500.00,Redacted
26-Oct-23,Services & Legal Expenses,£500.00,Redacted
