Payment Date, Description ,Gross Amount, Supplier Name 
01-Jun-23, Rates ,"£38,912.00", Liverpool City Council1 
08-Jun-23, General Subscriptions ,"£38,000.00", Gallagher Bassett (Imprest) 
22-Jun-23, Forensic Fees - General ,"£36,972.00", Analytical Services International Ltd 
08-Jun-23, Data Network ,"£35,630.33", Siemens Plc (Building Technologies) 
08-Jun-23, Payments to Other Police Authorities ,"£35,206.33", Police and Crime Commissioner For Cumbria 
22-Jun-23, Uniform and Clothing ,"£35,142.14", Wm Sugden & Sons Ltd 
15-Jun-23, Outsourced Contractors ,"£34,585.57", Kier Business Services Limited 
01-Jun-23, Interpreters Fees ,"£33,381.73", Language Line TI Limited 
01-Jun-23, Services & Legal Expenses ,"£33,300.00", School Improvement Liverpool Ltd 
15-Jun-23, Payments to Other Police Authorities ,"£32,263.01", Police & Crime Commissioner For Sussex 
15-Jun-23, Outsourced Contractors ,"£30,971.40", Softcat Plc 
29-Jun-23, Outsourced Contractors ,"£30,712.81", Kier Business Services Limited 
08-Jun-23, Capital Asset Clearing A/c Intangibles ,"£30,000.00", Redacted 
22-Jun-23, Interpreters Fees ,"£29,869.65", Language Line TI Limited 
01-Jun-23, Services & Legal Expenses ,"£27,091.20", Redacted 
29-Jun-23, Outsourced Contractors ,"£26,162.78", Kier Business Services Limited 
08-Jun-23, Services & Legal Expenses ,"£25,000.00", Wirral MBC 
01-Jun-23, Support Staff-Temporary Staff Wages ,"£24,347.22", Reed Specialist Recruitment Ltd 
22-Jun-23, Miscellaneous Expenses ,"£24,176.83", Redacted 
15-Jun-23, Forensic Fees - General ,"£23,614.80", Eurofins Forensic Services Ltd 
08-Jun-23, Services & Legal Expenses ,"£23,499.00", Ariel Trust 
22-Jun-23, Uniform and Clothing ,"£23,349.74", Cooneen At Work Limited 
22-Jun-23, Support Staff-Temporary Staff Wages ,"£23,266.51", Red Snapper Recruitment Limited 
29-Jun-23, Capital Asset Clearing A/c Vehicles ,"£22,542.00", Redacted 
15-Jun-23, Support Staff-Temporary Staff Wages ,"£22,378.44", Red Snapper Recruitment Limited 
08-Jun-23, WIP - Computers ,"£22,102.92", Nice Systems UK Limited 
08-Jun-23, ISDN2 Rentals ,"£21,819.60", Vislink Ltd 
15-Jun-23, Capital Asset Clearing A/c Vehicles ,"£21,665.85", Vauxhall Motors Ltd 
22-Jun-23, Mobile Data Costs ,"£21,463.27", EE Ltd (Airtime) 
15-Jun-23, Support Staff-Temporary Staff Wages ,"£21,312.77", Red Snapper Recruitment Limited 
29-Jun-23, Payment for Services ,"£21,000.00", Tower Hill ABC CIC 
01-Jun-23, Operational Equipment ,"£20,634.00", Redacted 
01-Jun-23, Rates ,"£20,331.00", Liverpool City Council1 
08-Jun-23, Services & Legal Expenses ,"£20,300.00", Knowsley Borough Council 
22-Jun-23, Uniform and Clothing ,"£20,088.00", Yaffy Protective Clothing (Part of Mi Hub Ltd) 
15-Jun-23, Firearms ,"£20,079.96", Redacted 
22-Jun-23, Capital Asset Clearing A/c Vehicles ,"£20,009.98", Premier Automotive Ltd (Kia) 
22-Jun-23, Capital Asset Clearing A/c Vehicles ,"£20,009.98", Premier Automotive Ltd (Kia) 
22-Jun-23, Capital Asset Clearing A/c Vehicles ,"£20,009.98", Premier Automotive Ltd (Kia) 
22-Jun-23, Capital Asset Clearing A/c Vehicles ,"£20,009.98", Premier Automotive Ltd (Kia) 
08-Jun-23, CID General Expenses ,"£20,000.00", Redacted 
08-Jun-23, Capital Asset Clearing A/c Vehicles ,"£19,904.89", Premier Automotive Ltd (Kia) 
29-Jun-23, Payment for Services ,"£19,860.00", HYPE MERSEYSIDE 
01-Jun-23, Payments to Other Police Authorities ,"£19,820.07", Bedfordshire Police Authority 
15-Jun-23, Miscellaneous Contributions ,"£19,043.65", National Offender Management Services NOM 
08-Jun-23, Support Staff Recruitment Advertisements ,"£18,802.08", H9 Technical Recruitment Limited 
15-Jun-23, Support Staff-Temporary Staff Wages ,"£18,798.97", Red Snapper Recruitment Limited 
29-Jun-23, Outsourced Contractors ,"£18,582.81", Wirral MBC 
22-Jun-23, Forensic Fees - General ,"£18,486.00", Analytical Services International Ltd 
22-Jun-23, Capital Asset Clearing A/c Intangibles ,"£18,420.01", Simpson Associates Information Services Ltd 
28-Jun-23, Services & Legal Expenses ,"£17,865.78", Allstar 
29-Jun-23, Forensic Fees - General ,"£17,772.00", Redacted 
22-Jun-23, Service Charges ,"£17,744.40", Merseyside Fire & Civil Defence Auth. 
29-Jun-23, Comp. Operations ,"£17,505.54", XMA Limited 
22-Jun-23, Rents ,"£17,262.18", Peel L&P Developments Limited 
08-Jun-23, Service Charges ,"£16,962.83", Torus 62 Ltd 
08-Jun-23, Payment for Services ,"£16,800.00", Crimestoppers Trust 
08-Jun-23, Capital Asset Clearing A/c Building ,"£16,650.40", Mace Limited 
08-Jun-23, Data Network ,"£16,417.12", Siemens Plc (Building Technologies) 
29-Jun-23, Support Staff-Temporary Staff Wages ,"£16,183.44", Michael Page International Recruitment Limited 
29-Jun-23, Telecommunications ,"£16,128.00", BT Global Services Solutions 
01-Jun-23, Forensic Fees - General ,"£16,105.20", Eurofins Forensic Services Ltd 
01-Jun-23, Outsourced Contractors ,"£15,941.69", Kier Business Services Limited 
15-Jun-23, Payments to Other Police Authorities ,"£15,908.63", The Police and Crime Commissioner for Dyfed Powys 
22-Jun-23, Consultants Fees ,"£15,810.00", Grant Thornton UK LLP 
22-Jun-23, Miscellaneous Contributions ,"£15,638.59", PCC for Cleveland 
15-Jun-23, Comp. Operations ,"£15,624.00", Digital Image Booth Ltd 
16-Jun-23, Supplies and Services ,"£15,368.00", HM Courts & Tribunals Service 
08-Jun-23, Electrical Programmed Maintenance ,"£15,156.55", Brady Corp Ltd (Seton) 
08-Jun-23, Forensic Fees - General ,"£15,067.56", Orchid Cellmark Ltd 
15-Jun-23, Forensic Fees - General ,"£14,742.00", Redacted 
07-Jun-23, Transport ,"£14,739.77", Allstar 
22-Jun-23, Miscellaneous Contributions ,"£14,708.33", PCC for Cleveland 
15-Jun-23, Consultants Fees ,"£14,580.00", Pertemps Professional Development Ltd 
22-Jun-23, Capital Asset Clearing A/C Plant & Equipment ,"£14,549.95", Switchshop Ltd 
29-Jun-23, Miscellaneous Expenses ,"£14,535.20", Agiito Ltd 
29-Jun-23, Payment for Services ,"£14,500.00", AP Coaching and Mentoring Academy CIC. 
08-Jun-23, Service Charges ,"£14,440.80", Coggin Sustainable Office Solutions Limited 
22-Jun-23, Specialist Advice ,"£14,400.00", Redacted 
08-Jun-23, Forensic Fees - General ,"£14,029.80", Orchid Cellmark Ltd 
08-Jun-23, Consultants Fees ,"£13,800.00", HKS IT Consultants Ltd 
21-Jun-23, Transport ,"£13,739.58", Allstar 
08-Jun-23, Technical Equipment ,"£13,260.00", Redacted 
29-Jun-23, Services & Legal Expenses ,"£12,953.04", Redacted 
15-Jun-23, S/W Licences ,"£12,940.80", Techniche EMEA Ltd 
15-Jun-23, Capital Asset Clearing A/c Vehicles ,"£12,824.66", Vauxhall Motors Ltd 
15-Jun-23, Capital Asset Clearing A/c Vehicles ,"£12,824.66", Vauxhall Motors Ltd 
15-Jun-23, Capital Asset Clearing A/c Vehicles ,"£12,824.66", Vauxhall Motors Ltd 
15-Jun-23, Capital Asset Clearing A/c Vehicles ,"£12,824.65", Vauxhall Motors Ltd 
15-Jun-23, Capital Asset Clearing A/c Vehicles ,"£12,824.65", Vauxhall Motors Ltd 
15-Jun-23, Capital Asset Clearing A/c Vehicles ,"£12,824.65", Vauxhall Motors Ltd 
15-Jun-23, Capital Asset Clearing A/c Vehicles ,"£12,824.65", Vauxhall Motors Ltd 
15-Jun-23, Capital Asset Clearing A/c Vehicles ,"£12,824.65", Vauxhall Motors Ltd 
15-Jun-23, Capital Asset Clearing A/c Vehicles ,"£12,824.65", Vauxhall Motors Ltd 
22-Jun-23, Capital Asset Clearing A/c Vehicles ,"£12,824.65", Vauxhall Motors Ltd 
29-Jun-23, Waste Disposal ,"£12,760.02", Suez Recycling and Recovery UK Ltd 
01-Jun-23, Rates ,"£12,698.00", Liverpool City Council1 
28-Jun-23, S/W Licences ,"£12,696.78", Magnet Forensics 
22-Jun-23, Forensic Fees - General ,"£12,621.60", Orchid Cellmark Ltd 
15-Jun-23, Miscellaneous Contributions ,"£12,500.00", Merseyside Fire & Civil Defence Auth. 
08-Jun-23, Waste Disposal ,"£12,364.96", Suez Recycling and Recovery UK Ltd 
01-Jun-23, Capital Asset Clearing A/c Building ,"£12,320.00", Switchshop Ltd 
15-Jun-23, Mobile Data Costs ,"£12,251.57", EE Ltd (Airtime) 
29-Jun-23, Call Charges ,"£12,096.00", IntaForensics Ltd 
08-Jun-23, Rates ,"£12,083.00", St Helens MBC 
08-Jun-23, Outsourced Contractors ,"£12,000.00", Redacted 
08-Jun-23, Medical Equipment ,"£12,000.00", The ATACC Group Ltd 
29-Jun-23, Payment for Services ,"£11,920.80", Sharks Community Trust 
08-Jun-23, Consultants Fees ,"£11,880.00", Solus Management Limited 
08-Jun-23, Comp. Consumeables ,"£11,782.35", Infrasys Ltd 
22-Jun-23, S/W Licences ,"£11,760.00", Crown Computing Limited 
29-Jun-23, Support Staff Recruitment Advertisements ,"£11,651.04", H9 Technical Recruitment Limited 
29-Jun-23, Diesel ,"£11,600.70", Standard Fuel Oils Limited 
22-Jun-23, Equipment Purchases ,"£11,450.05", Tuskerdirect Limited 
01-Jun-23, Diesel ,"£11,439.58", Standard Fuel Oils Limited 
29-Jun-23, Miscellaneous Contributions ,"£11,398.80", PS2 Print Ltd 
15-Jun-23, Pest Control ,"£11,379.17", Suez Recycling and Recovery UK Ltd 
15-Jun-23, Vehicle Costs ,"£11,333.28", R2U Limited (Accident Repair Centre) 
22-Jun-23, S/W Licences ,"£11,310.00", Crown Computing Limited 
29-Jun-23, Supplies and Services ,"£11,206.64", Commercial Card 
01-Jun-23, Rates ,"£11,162.00", Warrington Borough Council 
14-Jun-23, Transport ,"£11,126.69", Allstar 
08-Jun-23, Capital Asset Clearing A/c Intangibles ,"£10,628.88", SSS Public Safety Limited 
15-Jun-23, Diesel ,"£10,379.52", Standard Fuel Oils Limited 
08-Jun-23, Diesel ,"£10,372.58", Standard Fuel Oils Limited 
29-Jun-23, Electrical Reactive Maintenance ,"£10,165.20", BAM FM Ltd 
29-Jun-23, Electrical Reactive Maintenance ,"£10,131.32", BAM FM Ltd 
15-Jun-23, Uniform and Clothing ,"£10,047.24", Business Image Limited 
22-Jun-23, Payments to Other Police Authorities ,"£10,023.00", GMCA (PCC for Greater Manchester) 
22-Jun-23, Services & Legal Expenses ,"£10,000.00", Cells Project CIC 
08-Jun-23, Forensic Fees - General ,"£9,886.80", Orchid Cellmark Ltd 
22-Jun-23, Miscellaneous Contributions ,"£9,829.29", Big Issue North Trust 
08-Jun-23, Operational Equipment ,"£9,480.00", Redacted 
01-Jun-23, Rates ,"£9,062.00", Liverpool City Council1 
08-Jun-23, Catering Service ,"£8,939.60", Tiffin Sandwiches Ltd 
01-Jun-23, Vehicle Costs ,"£8,937.98", R2U Limited (Accident Repair Centre) 
15-Jun-23, Vehicle Costs ,"£8,845.88", R2U Limited (Accident Repair Centre) 
01-Jun-23, Rates ,"£8,806.00", Liverpool City Council1 
08-Jun-23, Support Staff Recruitment Advertisements ,"£8,640.00", H9 Technical Recruitment Limited 
15-Jun-23, Training Course Fees ,"£8,640.00", Forensic Analytics Ltd 
16-Jun-23, Supplies and Services ,"£8,588.00", HM Courts & Tribunals Service 
29-Jun-23, Diesel ,"£8,393.32", Standard Fuel Oils Limited 
01-Jun-23, Rates ,"£8,294.00", Wirral MBC 
15-Jun-23, Payment for Services ,"£8,280.00", Access Bookings Limited 
15-Jun-23, Locksmith Maintenance Contracts ,"£8,267.58", J.G. Eckersall 
22-Jun-23, Diesel ,"£8,176.46", Standard Fuel Oils Limited 
22-Jun-23, Payment for Services ,"£8,121.60", Access Bookings Limited 
08-Jun-23, Payments to Other Police Authorities ,"£8,121.33", West Yorkshire Combined Authority (WYCA) 
08-Jun-23, Payment for Services ,"£8,064.00", Lumus360 Ltd 
08-Jun-23, H/W Purchases ,"£8,005.20", SSS Public Safety Limited 
29-Jun-23, Services & Legal Expenses ,"£8,000.00", Redacted 
08-Jun-23, Uniform and Clothing ,"£7,975.86", Tailored Image Limited 
01-Jun-23, Diesel ,"£7,902.35", Standard Fuel Oils Limited 
29-Jun-23, Forensic Fees - General ,"£7,867.20", Orchid Cellmark Ltd 
29-Jun-23, Capital Asset Clearing A/C Plant & Equipment ,"£7,795.00", Redacted 
22-Jun-23, Diesel ,"£7,781.04", Standard Fuel Oils Limited 
01-Jun-23, Rates ,"£7,680.00", Wirral MBC 
01-Jun-23, Diesel ,"£7,653.60", Standard Fuel Oils Limited 
29-Jun-23, S/W Licences ,"£7,648.56", Insight Direct (UK) Ltd 
15-Jun-23, Diesel ,"£7,526.45", Standard Fuel Oils Limited 
15-Jun-23, Removal of Police Vehicles ,"£7,518.00", Automobile Association Developments Limited 
14-Jun-23, Informants Expenses ,"£7,514.86", Redacted 
08-Jun-23, Payments to Other Police Authorities ,"£7,424.94", Durham Constabulary 
29-Jun-23, Miscellaneous Contributions ,"£7,389.44", Police & Crime Commissioner for North Wales 
01-Jun-23, Rates ,"£7,270.00", Wirral MBC 
22-Jun-23, Vehicle Police Equipment ,"£7,255.20", DTec International Ltd 
29-Jun-23, Mechanical Reactive Maintenance ,"£7,250.76", BAM FM Ltd 
22-Jun-23, Vehicle Police Equipment ,"£7,218.00", Michael Lupton Associates Limited 
01-Jun-23, Training Course Fees ,"£7,194.00", Redacted 
08-Jun-23, Rates ,"£7,168.00", St Helens MBC 
22-Jun-23, Support Staff-Temporary Staff Wages ,"£7,151.25", Michael Page International Recruitment Limited 
08-Jun-23, Vehicle Costs ,"£7,087.07", BMC Mechanical LTD 
22-Jun-23, Vehicle Repairs ,"£7,070.82", Halliwell Jones Ltd 
29-Jun-23, Brokerage Fees ,"£7,063.01", BGC Brokerage Receivable CSM 
01-Jun-23, Services & Legal Expenses ,"£7,000.00", Redacted 
08-Jun-23, Services & Legal Expenses ,"£7,000.00", Redacted 
29-Jun-23, Uniform and Clothing ,"£6,984.00", Yaffy Protective Clothing (Part of Mi Hub Ltd) 
01-Jun-23, Vehicle Repairs ,"£6,930.00", Indespension Limited 
22-Jun-23, Operational Equipment ,"£6,852.00", Garmentec Group Ltd 
29-Jun-23, Specialist Advice ,"£6,820.80", Redacted 
22-Jun-23, Technical Equipment ,"£6,654.00", The Document Management Group 
22-Jun-23, Vehicle Repairs ,"£6,602.75", Swansway Garages Ltd t/a Swansway Chester Peugeot 
08-Jun-23, Payment for Services ,"£6,530.00", Mode Training Ltd 
29-Jun-23, Mechanical Reactive Maintenance ,"£6,523.44", BAM FM Ltd 
15-Jun-23, Photo & Tech Projects ,"£6,500.36", Warehouse Express Ltd t/a Wex Photographic 
22-Jun-23, Diesel ,"£6,487.20", Standard Fuel Oils Limited 
08-Jun-23, Services & Legal Expenses ,"£6,448.73", Redacted 
08-Jun-23, Rates ,"£6,400.00", Sefton MBC (Rates Account)  
01-Jun-23, Diesel ,"£6,376.73", Standard Fuel Oils Limited 
05-Jun-23, Rates ,"£6,342.96", Knowsley MBC 
15-Jun-23, Diesel ,"£6,262.74", Standard Fuel Oils Limited 
15-Jun-23, Forensic Fees - General ,"£6,247.92", Orchid Cellmark Ltd 
29-Jun-23, Payment for Services ,"£6,232.80", Redacted 
08-Jun-23, Training Course Fees ,"£6,118.00", College of Policing Limited 
01-Jun-23, Services & Legal Expenses ,"£6,069.50", Worldwide Surgical Enterprises Ltd 
01-Jun-23, Vehicle Costs ,"£6,068.59", R2U Limited (Accident Repair Centre) 
22-Jun-23, Waste Disposal ,"£6,044.04", Citron Hygiene UK LLtd 
15-Jun-23, Services & Legal Expenses ,"£6,000.00", Redacted 
01-Jun-23, Services & Legal Expenses ,"£6,000.00", Redacted 
29-Jun-23, Brokerage Fees ,"£6,000.00", CIPFA Business Limited 
15-Jun-23, Capital Asset Clearing A/C Plant & Equipment ,"£5,972.59", Softcat Plc 
01-Jun-23, Equipment for prisoners ,"£5,964.00", Charles Fellows Supplies Ltd 
15-Jun-23, Consultants Fees ,"£5,952.00", Armstrong Watson LLP 
22-Jun-23, Payment for Services ,"£5,928.00", CCL Forensics Ltd 
15-Jun-23, Training Course Fees ,"£5,850.00", PCC For South Yorkshire Police 
22-Jun-23, Diesel ,"£5,835.78", Standard Fuel Oils Limited 
29-Jun-23, Postages ,"£5,828.51", Pitney Bowes Purchase Power/PrePay (postages) 
08-Jun-23, Capital Asset Clearing A/C Plant & Equipment ,"£5,774.40", Siemens Plc (Building Technologies) 
15-Jun-23, Services & Legal Expenses ,"£5,750.00", Redacted 
29-Jun-23, Postages ,"£5,747.26", Pitney Bowes Purchase Power/PrePay (postages) 
15-Jun-23, Services & Legal Expenses ,"£5,700.00", Merseyside Youth Association Ltd 
15-Jun-23, Photo & Tech Projects ,"£5,640.00", Vinyline Ltd 
08-Jun-23, Refreshments ,"£5,614.51", Merseyside Fire & Civil Defence Auth. 
08-Jun-23, Vehicle Costs ,"£5,541.95", BMC Mechanical LTD 
01-Jun-23, Rates ,"£5,530.00", Liverpool City Council1 
08-Jun-23, Service Charges ,"£5,448.00", Coggin Sustainable Office Solutions Limited 
22-Jun-23, Uniform and Clothing ,"£5,438.32", Cooneen At Work Limited 
01-Jun-23, Comp. Operations ,"£5,400.00", Glow New Media Ltd 
22-Jun-23, Forensic Fees - General ,"£5,358.24", Eurofins Forensic Services Ltd 
16-Jun-23, Supplies and Services ,"£5,306.00", HM Courts & Tribunals Service 
15-Jun-23, Training Course Fees ,"£5,280.00", Switchshop Ltd 
29-Jun-23, Regional Grants ,"£5,265.00", National Crime Agency (NCA) 
15-Jun-23, Training Course Fees ,"£5,259.75", Police and Crime Commissioner For Cheshire 
22-Jun-23, Training Course Fees ,"£5,259.75", Police and Crime Commissioner For Cheshire 
22-Jun-23, Training Course Fees ,"£5,259.75", Police and Crime Commissioner For Cheshire 
22-Jun-23, Training Course Fees ,"£5,259.75", Police and Crime Commissioner For Cheshire 
01-Jun-23, Rates ,"£5,222.00", Liverpool City Council1 
22-Jun-23, Services & Legal Expenses ,"£5,200.00", Redacted 
22-Jun-23, Payment for Services ,"£5,196.00", Redacted 
15-Jun-23, Diesel ,"£5,191.06", Standard Fuel Oils Limited 
01-Jun-23, Services & Legal Expenses ,"£5,100.00", Redacted 
15-Jun-23, Services & Legal Expenses ,"£5,002.08", Connect Internet Solutions Ltd 
01-Jun-23, Payment for Services ,"£5,000.00", Merseyside Adventure Sailing Trust ( M.A.S.T.) 
01-Jun-23, Services & Legal Expenses ,"£5,000.00", Redacted 
15-Jun-23, Services & Legal Expenses ,"£5,000.00", Redacted 
22-Jun-23, Payment for Services ,"£5,000.00", St Helens MBC 
29-Jun-23, Services & Legal Expenses ,"£5,000.00", Redacted 
28-Jun-23, Services & Legal Expenses ,"£5,000.00", Redacted 
08-Jun-23, Rates ,"£4,992.00", Sefton MBC (Rates Account)  
08-Jun-23, Forensic Fees - General ,"£4,949.04", Redacted 
22-Jun-23, Rates ,"£4,941.00", Knowsley MBC 
29-Jun-23, Payments to Other Police Authorities ,"£4,903.82", GMCA (PCC for Greater Manchester) 
01-Jun-23, Services & Legal Expenses ,"£4,860.00", Redacted 
01-Jun-23, Event Costs ,"£4,840.02", Jockey Club Racecourses Limited 
29-Jun-23, Event Costs ,"£4,840.02", Jockey Club Racecourses Limited 
01-Jun-23, Catering Service ,"£4,808.53", Tiffin Sandwiches Ltd 
01-Jun-23, Service Charges ,"£4,738.80", Redacted 
01-Jun-23, Rates ,"£4,685.00", Wirral MBC 
22-Jun-23, Postages ,"£4,684.27", Royal Mail 
22-Jun-23, Postages ,"£4,683.79", Royal Mail 
01-Jun-23, Technical Equipment ,"£4,608.00", Redacted 
29-Jun-23, Capital Asset Clearing A/c Building ,"£4,562.92", Infrasys Ltd 
29-Jun-23, Building Reactive Maintenance ,"£4,518.46", Graham Asset Management Ltd 
08-Jun-23, Rates ,"£4,509.00", Sefton MBC (Rates Account)  
22-Jun-23, Services & Legal Expenses ,"£4,500.00", Redacted 
12-Jun-23, Transport ,"£4,500.00", MerseyTravel 
22-Jun-23, Postages ,"£4,474.70", Royal Mail 
01-Jun-23, Rates ,"£4,419.00", Liverpool City Council1 
08-Jun-23, Forensic Fees - General ,"£4,380.00", Redacted 
15-Jun-23, Horticultural Maintenance ,"£4,352.60", Countrywide Grounds Maintenance Ltd 
15-Jun-23, Horticultural Maintenance ,"£4,352.60", Countrywide Grounds Maintenance Ltd 
29-Jun-23, Training Course Fees ,"£4,320.00", Stratac Logical Limited 
01-Jun-23, Rates ,"£4,316.00", Liverpool City Council1 
29-Jun-23, Mechanical Reactive Maintenance ,"£4,297.70", BAM FM Ltd 
22-Jun-23, Postages ,"£4,295.50", Royal Mail 
15-Jun-23, Equipment for prisoners ,"£4,260.00", Charles Fellows Supplies Ltd 
01-Jun-23, Payment for Services ,"£4,258.80", Clearway Environmental Services (UK) Limited 
22-Jun-23, Rates ,"£4,224.00", Knowsley MBC 
08-Jun-23, Operational Equipment ,"£4,217.98", Redacted 
22-Jun-23, Consultants Fees ,"£4,190.16", Redacted 
15-Jun-23, Training Course Fees ,"£4,158.00", CJS Event Solutions 
08-Jun-23, Capital Asset Clearing A/C Plant & Equipment ,"£4,139.52", Chadwicks (Liverpool) Ltd 
15-Jun-23, Capital Asset Clearing A/c Vehicles ,"£4,135.55", Redacted 
01-Jun-23, Payments to Other Police Authorities ,"£4,127.69", GMCA (PCC for Greater Manchester) 
15-Jun-23, Forensic Fees - General ,"£4,059.84", Eurofins Forensic Services Ltd 
01-Jun-23, Support Staff-Temporary Staff Wages ,"£4,050.00", OH Medical Recruitment Ltd 
08-Jun-23, Support Staff-Temporary Staff Wages ,"£4,050.00", OH Medical Recruitment Ltd 
22-Jun-23, Payment for Services ,"£4,012.32", Acume Forensics Ltd 
22-Jun-23, Services & Legal Expenses ,"£4,000.00", Redacted 
15-Jun-23, Training Course Fees ,"£3,960.00", College of Policing Limited 
15-Jun-23, Training Course Fees ,"£3,957.50", College of Policing Limited 
29-Jun-23, Outsourced Contractors ,"£3,931.57", Kier Business Services Limited 
01-Jun-23, Support Staff-Temporary Staff Wages ,"£3,921.15", Reed Specialist Recruitment Ltd 
15-Jun-23, General Subscriptions ,"£3,900.00", Chorus Intelligence Limited 
22-Jun-23, Technical Equipment ,"£3,900.00", Redacted 
08-Jun-23, Rates ,"£3,890.00", Sefton MBC (Rates Account)  
29-Jun-23, Tyres & Tubes ,"£3,876.98", Michelin Tyre PLC 
29-Jun-23, Mechanical Reactive Maintenance ,"£3,871.56", BAM FM Ltd 
22-Jun-23, Postages ,"£3,864.80", Royal Mail 
15-Jun-23, Miscellaneous Contributions ,"£3,864.00", University of Manchester 
15-Jun-23, Building Reactive Maintenance ,"£3,852.50", Graham Asset Management Ltd 
29-Jun-23, Vehicle Police Equipment ,"£3,846.22", Pro-tect Safety Signs 
22-Jun-23, Postages ,"£3,804.48", Royal Mail 
22-Jun-23, Postages ,"£3,718.85", Royal Mail 
15-Jun-23, Vehicle Costs ,"£3,688.50", A P Fleet Services Ltd 
