Date,Transaction Number,Directorate,Local Authority Dept,Merchant Category,Summary of Purpose of Expenditure 1,Summary of Purpose of Expenditure 2,Beneficiary,Total
03/10/2023,5147082,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,"DANUM GALLERY,LIBRARY & MUSEUM",,CASTLE WATER LTD,379.00
03/10/2023,5147083,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,"DANUM GALLERY,LIBRARY & MUSEUM",,CASTLE WATER LTD,363.72
03/10/2023,5147084,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,"DANUM GALLERY,LIBRARY & MUSEUM",,CASTLE WATER LTD,379.00
03/10/2023,5147086,PLACE                         ,TRADING SERVICES              ,WATER SERVICES,PUBLIC CONVENIENCES - GENERAL,,CASTLE WATER LTD,292.77
03/10/2023,5147087,PLACE                         ,TRADING SERVICES              ,WATER SERVICES,PUBLIC CONVENIENCES - GENERAL,,CASTLE WATER LTD,322.73
03/10/2023,5147088,PLACE                         ,TRADING SERVICES              ,WATER SERVICES,PUBLIC CONVENIENCES - GENERAL,,CASTLE WATER LTD,334.46
03/10/2023,5147089,PLACE                         ,TRADING SERVICES              ,WATER SERVICES,PUBLIC CONVENIENCES - GENERAL,,CASTLE WATER LTD,345.15
03/10/2023,5147090,PLACE                         ,TRADING SERVICES              ,WATER SERVICES,PUBLIC CONVENIENCES - GENERAL,,CASTLE WATER LTD,334.46
03/10/2023,5147091,PLACE                         ,TRADING SERVICES              ,WATER SERVICES,PUBLIC CONVENIENCES - GENERAL,,CASTLE WATER LTD,341.64
03/10/2023,5147092,PLACE                         ,TRADING SERVICES              ,WATER SERVICES,GRAVES & GROUNDS,,CASTLE WATER LTD,998.25
03/10/2023,5147093,PLACE                         ,TRADING SERVICES              ,WATER SERVICES,GRAVES & GROUNDS,,CASTLE WATER LTD,601.65
03/10/2023,5147094,PLACE                         ,TRADING SERVICES              ,WATER SERVICES,GRAVES & GROUNDS,,CASTLE WATER LTD,622.15
03/10/2023,5147095,PLACE                         ,TRADING SERVICES              ,WATER SERVICES,GRAVES & GROUNDS,,CASTLE WATER LTD,639.86
03/10/2023,5147096,PLACE                         ,TRADING SERVICES              ,WATER SERVICES,GRAVES & GROUNDS,,CASTLE WATER LTD,622.15
03/10/2023,5147097,PLACE                         ,TRADING SERVICES              ,WATER SERVICES,GRAVES & GROUNDS,,CASTLE WATER LTD,643.36
03/10/2023,5147112,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,CANTLEY PARK PAVILLION 0860,,CASTLE WATER LTD,-524.62
03/10/2023,5147115,PLACE                         ,TRADING SERVICES              ,WATER SERVICES,CREMATIONS & PROJECTS,,CASTLE WATER LTD,-250.94
03/10/2023,5147118,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,BALBY SANDYCFT CC PREMISE 1428,,CASTLE WATER LTD,-399.88
03/10/2023,5147119,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,BALBY SANDYCFT CC PREMISE 1428,,CASTLE WATER LTD,-382.44
03/10/2023,5147120,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,BALBY SANDYCFT CC PREMISE 1428,,CASTLE WATER LTD,-405.37
03/10/2023,5147121,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,BALBY SANDYCFT CC PREMISE 1428,,CASTLE WATER LTD,-400.08
03/10/2023,5147122,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,CANTLEY PARK PAVILLION 0860,,CASTLE WATER LTD,"-2,167.04"
03/10/2023,5147126,PLACE                         ,TRADING SERVICES              ,WATER SERVICES,CREMATIONS & PROJECTS,,CASTLE WATER LTD,-278.33
03/10/2023,5147127,PLACE                         ,TRADING SERVICES              ,WATER SERVICES,CREMATIONS & PROJECTS,,CASTLE WATER LTD,-284.89
03/10/2023,5147133,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,CANTLEY PARK PAVILLION 0860,,CASTLE WATER LTD,"-2,491.07"
03/10/2023,5147134,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,CANTLEY PARK PAVILLION 0860,,CASTLE WATER LTD,"-2,196.04"
03/10/2023,5147135,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,CANTLEY PARK PAVILLION 0860,,CASTLE WATER LTD,"-2,197.56"
03/10/2023,5147140,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,BALBY SANDYCFT CC PREMISE 1428,,CASTLE WATER LTD,-362.11
03/10/2023,5147141,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,BALBY SANDYCFT CC PREMISE 1428,,CASTLE WATER LTD,-384.11
03/10/2023,5147142,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,BALBY SANDYCFT CC PREMISE 1428,,CASTLE WATER LTD,-367.71
03/10/2023,5147143,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,BALBY SANDYCFT CC PREMISE 1428,,CASTLE WATER LTD,-357.43
03/10/2023,5147150,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,CANTLEY PARK PAVILLION 0860,,CASTLE WATER LTD,"-1,904.04"
03/10/2023,5147151,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,CANTLEY PARK PAVILLION 0860,,CASTLE WATER LTD,-483.61
03/10/2023,5147166,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,BALBY SANDYCFT CC PREMISE 1428,,CASTLE WATER LTD,-357.86
03/10/2023,5147167,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,BALBY SANDYCFT CC PREMISE 1428,,CASTLE WATER LTD,-341.02
03/10/2023,5147168,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,BALBY SANDYCFT CC PREMISE 1428,,CASTLE WATER LTD,-354.58
03/10/2023,5147169,PLACE                         ,TRADING SERVICES              ,WATER SERVICES,CREMATIONS & PROJECTS,,CASTLE WATER LTD,-895.22
03/10/2023,5147170,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,BALBY SANDYCFT CC PREMISE 1428,,CASTLE WATER LTD,-342.42
03/10/2023,5147177,PLACE                         ,TRADING SERVICES              ,WATER SERVICES,CREMATIONS & PROJECTS,,CASTLE WATER LTD,-550.68
03/10/2023,5147184,PLACE                         ,TRADING SERVICES              ,WATER SERVICES,GRAVES & GROUNDS,,CASTLE WATER LTD,-919.50
03/10/2023,5147196,PLACE                         ,TRADING SERVICES              ,WATER SERVICES,PUBLIC CONVENIENCES - GENERAL,,CASTLE WATER LTD,-299.33
03/10/2023,5147198,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,CANTLEY PARK PAVILLION 0860,,CASTLE WATER LTD,"-1,055.44"
03/10/2023,5147199,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,CANTLEY PARK PAVILLION 0860,,CASTLE WATER LTD,"-1,091.93"
03/10/2023,5147200,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,CANTLEY PARK PAVILLION 0860,,CASTLE WATER LTD,"-1,091.93"
03/10/2023,5147201,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,CANTLEY PARK PAVILLION 0860,,CASTLE WATER LTD,-985.48
03/10/2023,5147202,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,BALBY SANDYCFT CC PREMISE 1428,,CASTLE WATER LTD,-345.70
03/10/2023,5147203,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,BALBY SANDYCFT CC PREMISE 1428,,CASTLE WATER LTD,-328.33
03/10/2023,5147204,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,BALBY SANDYCFT CC PREMISE 1428,,CASTLE WATER LTD,-290.95
03/10/2023,5147205,PLACE                         ,TRADING SERVICES              ,WATER SERVICES,GRAVES & GROUNDS,,CASTLE WATER LTD,-480.24
03/10/2023,5147230,PLACE                         ,TRADING SERVICES              ,WATER SERVICES,PUBLIC CONVENIENCES - GENERAL,,CASTLE WATER LTD,-332.57
03/10/2023,5147232,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,BALBY SANDYCFT CC PREMISE 1428,,CASTLE WATER LTD,-280.08
03/10/2023,5147233,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,BALBY SANDYCFT CC PREMISE 1428,,CASTLE WATER LTD,-311.92
03/10/2023,5147236,PLACE                         ,TRADING SERVICES              ,WATER SERVICES,GRAVES & GROUNDS,,CASTLE WATER LTD,-495.85
03/10/2023,5147256,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,WESTFIELD PARK PAVILION 0614,,CASTLE WATER LTD,-410.48
03/10/2023,5147268,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,CENTRAL CC  PREMISE 1438,,CASTLE WATER LTD,-279.50
03/10/2023,5147269,PLACE                         ,BUSINESS DONCASTER            ,WATER SERVICES,TOWN CENTRE PROMOTIONAL SITES,,CASTLE WATER LTD,-778.85
03/10/2023,5147271,PLACE                         ,TRADING SERVICES              ,WATER SERVICES,PUBLIC CONVENIENCES - GENERAL,,CASTLE WATER LTD,-344.99
03/10/2023,5147273,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,"DANUM GALLERY,LIBRARY & MUSEUM",,CASTLE WATER LTD,-353.20
03/10/2023,5147277,PLACE                         ,TRADING SERVICES              ,WATER SERVICES,GRAVES & GROUNDS,,CASTLE WATER LTD,-513.55
03/10/2023,5147297,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,WESTFIELD PARK PAVILION 0614,,CASTLE WATER LTD,-424.99
03/10/2023,5147306,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,ROSSINGTON CC PREMISE 1462,,CASTLE WATER LTD,-306.30
03/10/2023,5147312,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,CENTRAL CC  PREMISE 1438,,CASTLE WATER LTD,-286.83
03/10/2023,5147313,PLACE                         ,BUSINESS DONCASTER            ,WATER SERVICES,TOWN CENTRE PROMOTIONAL SITES,,CASTLE WATER LTD,-677.11
03/10/2023,5147315,PLACE                         ,TRADING SERVICES              ,WATER SERVICES,PUBLIC CONVENIENCES - GENERAL,,CASTLE WATER LTD,-352.17
03/10/2023,5147319,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,"DANUM GALLERY,LIBRARY & MUSEUM",,CASTLE WATER LTD,-333.40
03/10/2023,5147320,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,CIVIC OFFICE,,CASTLE WATER LTD,-400.05
03/10/2023,5147321,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,WHOLESALE FRUIT & VEGETABLE,,CASTLE WATER LTD,-396.45
03/10/2023,5147322,PLACE                         ,TRADING SERVICES              ,WATER SERVICES,CREMATIONS & PROJECTS,,CASTLE WATER LTD,-252.70
03/10/2023,5147323,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,CONCORD HOUSE,,CASTLE WATER LTD,"-2,810.89"
03/10/2023,5147324,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,CANTLEY PARK PAVILLION 0860,,CASTLE WATER LTD,-921.60
03/10/2023,5147325,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,CANTLEY PARK PAVILLION 0860,,CASTLE WATER LTD,-889.08
03/10/2023,5147326,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,CANTLEY PARK PAVILLION 0860,,CASTLE WATER LTD,-920.30
03/10/2023,5147329,PLACE                         ,TRADING SERVICES              ,WATER SERVICES,GRAVES & GROUNDS,,CASTLE WATER LTD,-492.34
03/10/2023,5147349,"ADULTS, WELLBEING AND CULTURE ",HOME FIRST                    ,WATER SERVICES,POSITIVE STEP,,CASTLE WATER LTD,"-1,383.46"
03/10/2023,5147356,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,CANTLEY PARK PAVILLION 0860,,CASTLE WATER LTD,-828.27
03/10/2023,5147360,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,WESTFIELD PARK PAVILION 0614,,CASTLE WATER LTD,-413.99
03/10/2023,5147367,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,DENABY CONISB CC PREMISE 1436,,CASTLE WATER LTD,-576.54
03/10/2023,5147375,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,ROSSINGTON CC PREMISE 1462,,CASTLE WATER LTD,-294.47
03/10/2023,5147382,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,CENTRAL CC  PREMISE 1438,,CASTLE WATER LTD,-276.00
03/10/2023,5147383,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,CIVIC OFFICE,,CASTLE WATER LTD,-384.77
03/10/2023,5147384,PLACE                         ,BUSINESS DONCASTER            ,WATER SERVICES,TOWN CENTRE PROMOTIONAL SITES,,CASTLE WATER LTD,-659.57
03/10/2023,5147386,PLACE                         ,TRADING SERVICES              ,WATER SERVICES,PUBLIC CONVENIENCES - GENERAL,,CASTLE WATER LTD,-344.99
03/10/2023,5147390,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,"DANUM GALLERY,LIBRARY & MUSEUM",,CASTLE WATER LTD,-325.13
03/10/2023,5147391,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,CONCORD HOUSE,,CASTLE WATER LTD,-300.57
03/10/2023,5147393,PLACE                         ,TRADING SERVICES              ,WATER SERVICES,CREMATIONS & PROJECTS,,CASTLE WATER LTD,-300.57
03/10/2023,5147394,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,MARY WOOLLETT CENTRE -PREMISES,,CASTLE WATER LTD,-532.12
03/10/2023,5147395,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,BALBY SANDYCFT CC PREMISE 1428,,CASTLE WATER LTD,-343.82
03/10/2023,5147396,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,BALBY SANDYCFT CC PREMISE 1428,,CASTLE WATER LTD,-372.36
03/10/2023,5147397,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,BALBY SANDYCFT CC PREMISE 1428,,CASTLE WATER LTD,-361.37
03/10/2023,5147398,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,BALBY SANDYCFT CC PREMISE 1428,,CASTLE WATER LTD,-394.27
03/10/2023,5147430,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,NORTH BRIDGE,,CASTLE WATER LTD,"-1,289.30"
03/10/2023,5147431,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,NORTH BRIDGE,,CASTLE WATER LTD,"-1,268.24"
03/10/2023,5147432,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,NORTH BRIDGE,,CASTLE WATER LTD,-958.81
03/10/2023,5147433,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,NORTH BRIDGE,,CASTLE WATER LTD,-582.78
03/10/2023,5147434,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,NORTH BRIDGE,,CASTLE WATER LTD,"-1,239.37"
03/10/2023,5147437,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,HASLAM PARK PAVILION 0867A,,CASTLE WATER LTD,-332.57
03/10/2023,5147438,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,HASLAM PARK PAVILION 0867A,,CASTLE WATER LTD,-344.99
03/10/2023,5147439,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,HASLAM PARK PAVILION 0867A,,CASTLE WATER LTD,-355.67
03/10/2023,5147440,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,HASLAM PARK PAVILION 0867A,,CASTLE WATER LTD,-344.99
03/10/2023,5147441,PLACE                         ,TRADING SERVICES              ,WATER SERVICES,GRAVES & GROUNDS,,CASTLE WATER LTD,-513.55
03/10/2023,5147470,"ADULTS, WELLBEING AND CULTURE ",HOME FIRST                    ,WATER SERVICES,POSITIVE STEP,,CASTLE WATER LTD,"-1,432.73"
03/10/2023,5147479,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,HASLAM PARK PAVILION 0867A,,CASTLE WATER LTD,-359.18
03/10/2023,5147480,PLACE                         ,TRADING SERVICES              ,WATER SERVICES,CREMATIONS & PROJECTS,,CASTLE WATER LTD,-319.36
03/10/2023,5147481,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,CANTLEY PARK PAVILLION 0860,,CASTLE WATER LTD,-820.06
03/10/2023,5147484,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,BALBY SANDYCFT CC PREMISE 1428,,CASTLE WATER LTD,-285.51
03/10/2023,5147485,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,BALBY SANDYCFT CC PREMISE 1428,,CASTLE WATER LTD,-382.89
03/10/2023,5147487,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,WESTFIELD PARK PAVILION 0614,,CASTLE WATER LTD,-424.99
03/10/2023,5147498,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,DENABY CONISB CC PREMISE 1436,,CASTLE WATER LTD,-559.16
03/10/2023,5147502,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,36 TICKHILL SQ DEN RENT 1434,,CASTLE WATER LTD,-331.58
03/10/2023,5147507,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,ROSSINGTON CC PREMISE 1462,,CASTLE WATER LTD,-303.44
03/10/2023,5147513,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,CENTRAL CC  PREMISE 1438,,CASTLE WATER LTD,-286.83
03/10/2023,5147514,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,CIVIC OFFICE,,CASTLE WATER LTD,-400.05
03/10/2023,5147515,PLACE                         ,BUSINESS DONCASTER            ,WATER SERVICES,TOWN CENTRE PROMOTIONAL SITES,,CASTLE WATER LTD,-677.11
03/10/2023,5147518,PLACE                         ,TRADING SERVICES              ,WATER SERVICES,PUBLIC CONVENIENCES - GENERAL,,CASTLE WATER LTD,-355.67
03/10/2023,5147522,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,"DANUM GALLERY,LIBRARY & MUSEUM",,CASTLE WATER LTD,-336.90
03/10/2023,5147524,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,CONCORD HOUSE,,CASTLE WATER LTD,-308.83
03/10/2023,5147525,PLACE                         ,STREET SCENE                  ,WATER SERVICES,PARKS & OPEN SPACES,,CASTLE WATER LTD,-569.69
03/10/2023,5147527,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,WHOLESALE FRUIT & VEGETABLE,,CASTLE WATER LTD,-844.04
03/10/2023,5147528,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,WHOLESALE FRUIT & VEGETABLE,,CASTLE WATER LTD,-769.52
03/10/2023,5147529,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,WHOLESALE FRUIT & VEGETABLE,,CASTLE WATER LTD,-760.89
03/10/2023,5147530,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,WHOLESALE FRUIT & VEGETABLE,,CASTLE WATER LTD,-770.75
03/10/2023,5147531,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,WHOLESALE FRUIT & VEGETABLE,,CASTLE WATER LTD,-379.63
03/10/2023,5147532,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,MARY WOOLLETT CENTRE -PREMISES,,CASTLE WATER LTD,-589.50
03/10/2023,5147533,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,NORTH BRIDGE,,CASTLE WATER LTD,"-1,269.30"
03/10/2023,5147534,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,NORTH BRIDGE,,CASTLE WATER LTD,"-1,229.91"
03/10/2023,5147535,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,NORTH BRIDGE,,CASTLE WATER LTD,"-1,414.21"
03/10/2023,5147536,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,NORTH BRIDGE,,CASTLE WATER LTD,"-1,279.46"
03/10/2023,5147537,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,WHOLESALE FRUIT & VEGETABLE,,CASTLE WATER LTD,-442.07
09/10/2023,5154487,"CHILDREN,YOUNG PEOPLE&FAMILIES",CENTRAL SCHOOLS BUDGET        ,WATER SERVICES,EDLINGTON & MEX PFI CONTRACT,,CASTLE WATER LTD,"1,160.21"
09/10/2023,5154488,"CHILDREN,YOUNG PEOPLE&FAMILIES",CENTRAL SCHOOLS BUDGET        ,WATER SERVICES,EDLINGTON & MEX PFI CONTRACT,,CASTLE WATER LTD,"1,307.56"
09/10/2023,5154515,"CHILDREN,YOUNG PEOPLE&FAMILIES",CENTRAL SCHOOLS BUDGET        ,WATER SERVICES,EDLINGTON & MEX PFI CONTRACT,,CASTLE WATER LTD,"2,596.28"
09/10/2023,5154520,"ADULTS, WELLBEING AND CULTURE ",CULTURE AND COMMERCIALISATION ,WATER SERVICES,ARTS - CAST THEATRE,,CASTLE WATER LTD,504.05
09/10/2023,5154521,"CHILDREN,YOUNG PEOPLE&FAMILIES",CENTRAL SCHOOLS BUDGET        ,WATER SERVICES,EDLINGTON & MEX PFI CONTRACT,,CASTLE WATER LTD,"-1,303.02"
09/10/2023,5154524,"CHILDREN,YOUNG PEOPLE&FAMILIES",CENTRAL SCHOOLS BUDGET        ,WATER SERVICES,EDLINGTON & MEX PFI CONTRACT,,CASTLE WATER LTD,"-2,524.96"
09/10/2023,5154533,"CHILDREN,YOUNG PEOPLE&FAMILIES",CENTRAL SCHOOLS BUDGET        ,WATER SERVICES,EDLINGTON & MEX PFI CONTRACT,,CASTLE WATER LTD,"-1,363.69"
09/10/2023,5154534,"CHILDREN,YOUNG PEOPLE&FAMILIES",CENTRAL SCHOOLS BUDGET        ,WATER SERVICES,EDLINGTON & MEX PFI CONTRACT,,CASTLE WATER LTD,"-2,809.13"
20/10/2023,5173273,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,NORTH BRIDGE,,CASTLE WATER LTD,"1,289.30"
20/10/2023,5173274,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,NORTH BRIDGE,,CASTLE WATER LTD,"1,268.24"
20/10/2023,5173275,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,NORTH BRIDGE,,CASTLE WATER LTD,958.81
20/10/2023,5173276,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,NORTH BRIDGE,,CASTLE WATER LTD,582.78
20/10/2023,5173277,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,NORTH BRIDGE,,CASTLE WATER LTD,"1,239.37"
20/10/2023,5173278,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,NORTH BRIDGE,,CASTLE WATER LTD,"1,414.21"
20/10/2023,5173279,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,NORTH BRIDGE,,CASTLE WATER LTD,"1,233.01"
20/10/2023,5173280,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,NORTH BRIDGE,,CASTLE WATER LTD,541.11
20/10/2023,5173281,PLACE                         ,TRADING SERVICES              ,WATER SERVICES,GRAVES & GROUNDS,,CASTLE WATER LTD,303.90
20/10/2023,5173318,"ADULTS, WELLBEING AND CULTURE ",HOME FIRST                    ,WATER SERVICES,POSITIVE STEP,,CASTLE WATER LTD,"1,023.11"
20/10/2023,5173320,PLACE                         ,STREET SCENE                  ,WATER SERVICES,PARKS & OPEN SPACES,,CASTLE WATER LTD,461.78
20/10/2023,5173364,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,36 TICKHILL SQ DEN RENT 1434,,CASTLE WATER LTD,"3,811.79"
20/10/2023,5173394,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,CONCORD HOUSE,,CASTLE WATER LTD,"1,557.27"
20/10/2023,5173400,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,ELMFIELD PARK PAVILION 0699,,CASTLE WATER LTD,299.55
20/10/2023,5173401,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,ELMFIELD PARK PAVILION 0699,,CASTLE WATER LTD,292.37
20/10/2023,5173402,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,ELMFIELD PARK PAVILION 0699,,CASTLE WATER LTD,299.55
20/10/2023,5173403,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,ELMFIELD PARK PAVILION 0699,,CASTLE WATER LTD,303.05
20/10/2023,5173414,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,ELMFIELD PARK PAVILION 0699,,CASTLE WATER LTD,281.84
20/10/2023,5173416,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,BALBY SANDYCFT CC PREMISE 1428,,CASTLE WATER LTD,332.43
20/10/2023,5173417,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,BALBY SANDYCFT CC PREMISE 1428,,CASTLE WATER LTD,315.74
20/10/2023,5173418,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,BALBY SANDYCFT CC PREMISE 1428,,CASTLE WATER LTD,380.23
20/10/2023,5173419,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,BALBY SANDYCFT CC PREMISE 1428,,CASTLE WATER LTD,299.55
20/10/2023,5173425,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,TOWN FIELD PAVILION 1523,,CASTLE WATER LTD,331.12
20/10/2023,5173426,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,TOWN FIELD PAVILION 1523,,CASTLE WATER LTD,271.48
20/10/2023,5173427,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,TOWN FIELD PAVILION 1523,,CASTLE WATER LTD,267.81
20/10/2023,5173428,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,WHOLESALE FRUIT & VEGETABLE,,CASTLE WATER LTD,488.18
20/10/2023,5173429,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,WHOLESALE FRUIT & VEGETABLE,,CASTLE WATER LTD,789.30
20/10/2023,5173430,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,WHOLESALE FRUIT & VEGETABLE,,CASTLE WATER LTD,809.07
20/10/2023,5173431,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,WHOLESALE FRUIT & VEGETABLE,,CASTLE WATER LTD,535.32
20/10/2023,5173432,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,WHOLESALE FRUIT & VEGETABLE,,CASTLE WATER LTD,914.00
20/10/2023,5173433,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,WHOLESALE FRUIT & VEGETABLE,,CASTLE WATER LTD,755.96
20/10/2023,5173434,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,WHOLESALE FRUIT & VEGETABLE,,CASTLE WATER LTD,762.54
20/10/2023,5173435,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,BALBY SANDYCFT CC PREMISE 1428,,CASTLE WATER LTD,365.39
20/10/2023,5173436,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,BALBY SANDYCFT CC PREMISE 1428,,CASTLE WATER LTD,339.14
20/10/2023,5173437,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,BALBY SANDYCFT CC PREMISE 1428,,CASTLE WATER LTD,348.98
20/10/2023,5173438,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,BALBY SANDYCFT CC PREMISE 1428,,CASTLE WATER LTD,280.08
20/10/2023,5173442,"CHILDREN,YOUNG PEOPLE&FAMILIES",CENTRAL SCHOOLS BUDGET        ,WATER SERVICES,EDLINGTON & MEX PFI CONTRACT,,CASTLE WATER LTD,"3,396.98"
20/10/2023,5173448,PLACE                         ,PROPERTY SERVICES             ,WATER SERVICES,WHOLESALE FRUIT & VEGETABLE,,CASTLE WATER LTD,-754.32
