Date,Transaction Number,Directorate,Local Authority Dept,Merchant Category,Summary of Purpose of Expenditure 1,Summary of Purpose of Expenditure 2,Beneficiary,Total
23/02/2024,5414091,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,783.93
23/02/2024,5414091,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,441.00
23/02/2024,5414092,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,"1,232.07"
23/02/2024,5414092,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,301.35
23/02/2024,5414093,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,"1,232.07"
23/02/2024,5414093,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,301.35
23/02/2024,5414094,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,"1,232.07"
23/02/2024,5414094,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,301.35
23/02/2024,5414095,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,270.06
23/02/2024,5414096,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,277.62
23/02/2024,5414097,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,262.29
23/02/2024,5414100,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,897.75
23/02/2024,5414101,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,"1,093.68"
23/02/2024,5414102,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,"1,114.68"
23/02/2024,5414103,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,"1,324.89"
23/02/2024,5414104,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,913.50
23/02/2024,5414104,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,452.03
23/02/2024,5414105,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,913.50
23/02/2024,5414105,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,452.03
23/02/2024,5414106,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,861.00
23/02/2024,5414106,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,452.03
23/02/2024,5414107,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,979.86
23/02/2024,5414107,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,330.75
23/02/2024,5414108,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,979.86
23/02/2024,5414108,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,330.75
23/02/2024,5414109,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,979.86
23/02/2024,5414109,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,330.75
23/02/2024,5414110,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,840.00
23/02/2024,5414110,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,330.75
23/02/2024,5414112,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,"1,095.57"
23/02/2024,5414112,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,330.75
23/02/2024,5414113,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,850.50
23/02/2024,5414113,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,452.03
23/02/2024,5414114,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,277.62
23/02/2024,5414115,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,850.50
23/02/2024,5414115,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,452.03
23/02/2024,5414116,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,275.73
23/02/2024,5414117,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,770.07
23/02/2024,5414117,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,301.35
23/02/2024,5414121,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,275.73
23/02/2024,5414122,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,259.98
23/02/2024,5414289,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,472.50
23/02/2024,5414293,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,472.50
23/02/2024,5414296,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,252.00
23/02/2024,5414298,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,609.00
23/02/2024,5414299,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,315.00
23/02/2024,5414300,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,"1,911.00"
23/02/2024,5414304,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,"1,176.00"
23/02/2024,5414305,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,"1,176.00"
23/02/2024,5414307,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,861.00
23/02/2024,5414308,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,861.00
23/02/2024,5414315,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,"1,047.27"
23/02/2024,5414316,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,"1,102.50"
23/02/2024,5414317,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,"2,194.50"
23/02/2024,5414321,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,"1,047.27"
23/02/2024,5414328,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,294.00
23/02/2024,5414332,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,420.00
23/02/2024,5414333,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,441.00
23/02/2024,5414334,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,367.50
23/02/2024,5414335,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,441.00
23/02/2024,5414336,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,567.00
23/02/2024,5414338,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,336.00
23/02/2024,5414339,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,441.00
23/02/2024,5414344,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,378.00
23/02/2024,5414351,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,346.50
23/02/2024,5414352,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,"1,743.00"
23/02/2024,5414353,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,325.71
23/02/2024,5414354,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,441.00
23/02/2024,5414355,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,735.00
23/02/2024,5414357,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,441.00
23/02/2024,5414367,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,441.00
23/02/2024,5414368,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,367.50
23/02/2024,5414372,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,917.07
23/02/2024,5414373,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,917.07
23/02/2024,5414374,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,917.07
23/02/2024,5414379,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,420.00
23/02/2024,5414381,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,735.00
23/02/2024,5414382,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,409.50
23/02/2024,5414383,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,441.00
23/02/2024,5414385,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,378.00
23/02/2024,5414386,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,"2,205.00"
23/02/2024,5414386,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,904.05
23/02/2024,5414388,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,315.00
23/02/2024,5414389,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,315.00
23/02/2024,5414392,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,346.50
23/02/2024,5414394,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,441.00
23/02/2024,5414395,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,LIVING AMBITIONS LIMITED,441.00
15/02/2024,5399101,"CHILDREN,YOUNG PEOPLE&FAMILIES",INTERVENTION & PREVENTION     ,PRIVATE CONTRACTORS,NURSERY PROVISION - 2 YR OLDS,,REDACTED PERSONAL DATA,423.58
15/02/2024,5399101,"CHILDREN,YOUNG PEOPLE&FAMILIES",INTERVENTION & PREVENTION     ,PRIVATE CONTRACTORS,NURSERY PROVISION - 3 & 4 YR O,,REDACTED PERSONAL DATA,313.74
01/02/2024,5344426,CHIEF EXECUTIVE               ,PH COMISSIONING               ,EQUIPMENT/FURNITURE/MATERIALS,SH TESTING & TREATMENT 5-19 SH,GENERAL MATERIALS,CITY HEALTHCARE PARTNERSHIPS,343.00
09/02/2024,5390579,PLACE                         ,REGULATION & ENFORCEMENT      ,PRIVATE CONTRACTORS,PARKING ACCOUNT,OTHER PROFESSIONAL SERVICES,RINGGO LIMITED,"1,319.82"
15/02/2024,5399095,"CHILDREN,YOUNG PEOPLE&FAMILIES",INTERVENTION & PREVENTION     ,PRIVATE CONTRACTORS,NURSERY PROVISION - 3 & 4 YR O,,REDACTED PERSONAL DATA,627.48
05/02/2024,5384219,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - CENTRAL,,REDACTED PERSONAL DATA,325.00
12/02/2024,5395516,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - CENTRAL,,REDACTED PERSONAL DATA,325.00
19/02/2024,5405417,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - CENTRAL,,REDACTED PERSONAL DATA,325.00
26/02/2024,5415816,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - CENTRAL,,REDACTED PERSONAL DATA,325.00
15/02/2024,5399289,PLACE                         ,BUSINESS DONCASTER            ,SERVICES,ESIF SCR ADVANCE PROJECT,,YORKSHIRE WILDLIFE PARK LTD,416.66
19/02/2024,5405588,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,NURSING - SOUTH,NURSING,THE STAR FOUNDATION,"5,537.48"
19/02/2024,5405717,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - CENTRAL,RESIDENTIAL,THE STAR FOUNDATION,"6,387.40"
19/02/2024,5406045,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,NURSING - SOUTH,NURSING,THE STAR FOUNDATION,"5,934.08"
20/02/2024,5407174,"CHILDREN,YOUNG PEOPLE&FAMILIES",EDUCATION & SKILLS            ,INDIRECT EMPLOYEE EXPENSES,STAFF TRAINING - DSG,,FRONTING THE CHALLENGE PROJECTS LTD,"2,640.00"
01/02/2024,5341812,"ADULTS, WELLBEING AND CULTURE ",CULTURE AND COMMERCIALISATION ,EQUIPMENT/FURNITURE/MATERIALS,SHARED SERVICE - LIBRARIES,SOUND RECORDINGS,BOLINDA UK LIMITED,800.78
01/02/2024,5341812,"ADULTS, WELLBEING AND CULTURE ",CULTURE AND COMMERCIALISATION ,EQUIPMENT/FURNITURE/MATERIALS,SHARED SERVICE - LIBRARIES,SOUND RECORDINGS,BOLINDA UK LIMITED,-800.78
01/02/2024,5341812,"ADULTS, WELLBEING AND CULTURE ",CULTURE AND COMMERCIALISATION ,EQUIPMENT/FURNITURE/MATERIALS,SHARED SERVICE - LIBRARIES,SOUND RECORDINGS,BOLINDA UK LIMITED,589.18
06/02/2024,5384583,PLACE                         ,PROPERTY SERVICES             ,EQUIPMENT/FURNITURE/MATERIALS,PBM OVERHEADS,EQUIPMENT-GENERAL,NORTHERN GAS NETWORKS LTD,594.00
14/02/2024,5397187,PLACE                         ,WASTE                         ,PRIVATE CONTRACTORS,MISCELLANEOUS COLLECTION,MANAGEMENT FEE,HARGREAVES (UK) SERVICES LIMITED,"1,260.00"
14/02/2024,5397188,PLACE                         ,WASTE                         ,PRIVATE CONTRACTORS,MISCELLANEOUS COLLECTION,MANAGEMENT FEE,HARGREAVES (UK) SERVICES LIMITED,"3,803.85"
14/02/2024,5397189,PLACE                         ,WASTE                         ,PRIVATE CONTRACTORS,MISCELLANEOUS COLLECTION,MANAGEMENT FEE,HARGREAVES (UK) SERVICES LIMITED,"3,192.84"
22/02/2024,5410081,PLACE                         ,WASTE                         ,PRIVATE CONTRACTORS,MISCELLANEOUS COLLECTION,MANAGEMENT FEE,HARGREAVES (UK) SERVICES LIMITED,"4,338.95"
15/02/2024,5399117,"CHILDREN,YOUNG PEOPLE&FAMILIES",INTERVENTION & PREVENTION     ,PRIVATE CONTRACTORS,NURSERY PROVISION - 3 & 4 YR O,,REDACTED PERSONAL DATA,941.22
09/02/2024,5393011,PLACE                         ,STRATEGIC HOUSING             ,OTHER LAND & BUILDINGS,BALANCE SHEET HRA,C/V ADD - SUBSEQ EXP REPLACE,SIMON CALVERT CONTRACTORS LTD,250.00
01/02/2024,5303195,PLACE                         ,PROPERTY SERVICES             ,EQUIPMENT/FURNITURE/MATERIALS,WHOLESALE FRUIT & VEGETABLE,GENERAL MATERIALS,METRO ROD LTD,250.00
02/02/2024,5381550,PLACE                         ,PROPERTY SERVICES             ,EQUIPMENT/FURNITURE/MATERIALS,WHOLESALE FRUIT & VEGETABLE,GENERAL MATERIALS,METRO ROD LTD,250.00
15/02/2024,5399174,"CHILDREN,YOUNG PEOPLE&FAMILIES",INTERVENTION & PREVENTION     ,PRIVATE CONTRACTORS,NURSERY PROVISION - 2 YR OLDS,,REDACTED PERSONAL DATA,400.04
15/02/2024,5399174,"CHILDREN,YOUNG PEOPLE&FAMILIES",INTERVENTION & PREVENTION     ,PRIVATE CONTRACTORS,NURSERY PROVISION - 3 & 4 YR O,,REDACTED PERSONAL DATA,"1,270.86"
15/02/2024,5399141,"CHILDREN,YOUNG PEOPLE&FAMILIES",INTERVENTION & PREVENTION     ,PRIVATE CONTRACTORS,NURSERY PROVISION - 3 & 4 YR O,,REDACTED PERSONAL DATA,538.44
28/02/2024,5418040,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,OTHER ESTABLISHMENTS,NURSING - CALDT,NURSING,TREETON GRANGE NURSING HOME,"10,281.14"
28/02/2024,5418040,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,OTHER ESTABLISHMENTS,NURSING - CALDT,NURSING,TREETON GRANGE NURSING HOME,"7,832.00"
15/02/2024,5399165,"CHILDREN,YOUNG PEOPLE&FAMILIES",INTERVENTION & PREVENTION     ,PRIVATE CONTRACTORS,NURSERY PROVISION - 3 & 4 YR O,,REDACTED PERSONAL DATA,"2,153.75"
19/02/2024,5405992,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,OTHER ESTABLISHMENTS,RESIDENTIAL - MH,RESIDENTIAL,PHOENIX PARK CARE HOME,"2,792.88"
19/02/2024,5406379,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,OTHER ESTABLISHMENTS,NURSING - MH,NURSING,PHOENIX PARK CARE HOME,"2,862.56"
