Date,Transaction Number,Directorate,Local Authority Dept,Merchant Category,Summary of Purpose of Expenditure 1,Summary of Purpose of Expenditure 2,Beneficiary,Total
16/11/2023,5244547,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - EAST,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,387.45
16/11/2023,5244547,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - EAST,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,387.45
16/11/2023,5244548,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - EAST,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,387.45
16/11/2023,5244548,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - EAST,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,387.45
16/11/2023,5244549,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - EAST,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,387.45
16/11/2023,5244549,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - EAST,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,387.45
16/11/2023,5244550,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - EAST,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,387.45
16/11/2023,5244550,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - EAST,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,387.45
23/11/2023,5254506,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,258.30
23/11/2023,5254507,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,473.55
23/11/2023,5254507,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,473.55
23/11/2023,5254508,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,344.40
23/11/2023,5254509,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,430.50
23/11/2023,5254510,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - EAST,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,387.45
23/11/2023,5254512,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,270.60
23/11/2023,5254513,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,258.30
23/11/2023,5254514,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,258.30
23/11/2023,5254515,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,387.45
23/11/2023,5254516,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,258.30
23/11/2023,5254519,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - NORTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,258.30
23/11/2023,5254520,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - EAST,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,559.65
23/11/2023,5254521,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,393.60
23/11/2023,5254522,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,258.30
23/11/2023,5254522,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,258.30
23/11/2023,5254523,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - NORTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,258.30
23/11/2023,5254525,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - NORTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,344.40
23/11/2023,5254526,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - NORTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,344.40
23/11/2023,5254526,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - NORTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,344.40
23/11/2023,5254527,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,344.40
23/11/2023,5254529,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - NORTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,362.85
23/11/2023,5254530,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,258.30
23/11/2023,5254531,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - EAST,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,442.80
23/11/2023,5254532,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,258.30
23/11/2023,5254532,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,258.30
23/11/2023,5254534,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,301.35
23/11/2023,5254535,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,387.45
23/11/2023,5254535,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,387.45
23/11/2023,5254536,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - NORTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,344.40
23/11/2023,5254536,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - NORTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,344.40
23/11/2023,5254538,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - NORTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,258.30
23/11/2023,5254538,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - NORTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,258.30
23/11/2023,5254539,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,430.50
23/11/2023,5254539,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,430.50
23/11/2023,5254543,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,473.55
23/11/2023,5254543,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,473.55
23/11/2023,5254545,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,473.55
23/11/2023,5254545,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,473.55
23/11/2023,5254546,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,430.50
23/11/2023,5254546,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,430.50
23/11/2023,5254547,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - NORTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,473.55
23/11/2023,5254547,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - NORTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,473.55
23/11/2023,5254548,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,369.00
23/11/2023,5254548,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,369.00
23/11/2023,5254549,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - EAST,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,387.45
23/11/2023,5254549,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - EAST,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,387.45
23/11/2023,5254553,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - NORTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,344.40
23/11/2023,5254555,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,344.40
23/11/2023,5254555,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,344.40
23/11/2023,5254556,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - EAST,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,688.80
23/11/2023,5254556,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - EAST,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,688.80
23/11/2023,5254557,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,301.35
23/11/2023,5254558,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - NORTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,258.30
23/11/2023,5254559,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - NORTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,344.40
23/11/2023,5254559,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - NORTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,344.40
23/11/2023,5254561,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,344.40
23/11/2023,5254561,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,344.40
23/11/2023,5254563,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - EAST,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,387.45
23/11/2023,5254563,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - EAST,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,387.45
23/11/2023,5254564,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,430.50
23/11/2023,5254565,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,387.45
23/11/2023,5254566,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - NORTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,301.35
23/11/2023,5254566,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - NORTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,301.35
23/11/2023,5254567,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - EAST,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,344.40
23/11/2023,5254567,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - EAST,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,344.40
23/11/2023,5254569,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,344.40
23/11/2023,5254569,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,344.40
23/11/2023,5254570,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,344.40
23/11/2023,5254570,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,344.40
23/11/2023,5254571,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,387.45
23/11/2023,5254572,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,344.40
23/11/2023,5254572,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,344.40
23/11/2023,5254573,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - NORTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,387.45
23/11/2023,5254573,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - NORTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,387.45
23/11/2023,5254575,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - EAST,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,387.45
23/11/2023,5254575,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - EAST,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,387.45
23/11/2023,5254576,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,344.40
23/11/2023,5254576,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,344.40
23/11/2023,5254577,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,344.40
23/11/2023,5254577,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,344.40
23/11/2023,5254578,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - EAST,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,258.30
23/11/2023,5254578,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - EAST,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,258.30
23/11/2023,5254579,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,344.40
23/11/2023,5254579,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,344.40
23/11/2023,5254580,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,344.40
23/11/2023,5254580,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,344.40
23/11/2023,5254581,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,344.40
23/11/2023,5254581,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,344.40
23/11/2023,5254582,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,442.80
23/11/2023,5254582,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,442.80
23/11/2023,5254583,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - EAST,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,344.40
23/11/2023,5254584,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - EAST,OTHER PROFESSIONAL SERVICES,NEWDON CARE SERVICES LIMITED,258.30
13/11/2023,5235858,CHIEF EXECUTIVE               ,LEISURE                       ,SERVICES,GDM - LDP - PHASE 4,DEFAULT SUB NOM - I&E,FLOURISH ENTERPRISES,646.24
22/11/2023,5249867,CHIEF EXECUTIVE               ,PUBLIC HEALTH                 ,SERVICES,LOCALITY INVESTMENT,DEFAULT SUB NOM - I&E,FLOURISH ENTERPRISES,"16,400.00"
30/11/2023,5262685,CHIEF EXECUTIVE               ,PUBLIC HEALTH                 ,SERVICES,LOCALITY INVESTMENT,DEFAULT SUB NOM - I&E,FLOURISH ENTERPRISES,"16,400.00"
15/11/2023,5240246,"CHILDREN,YOUNG PEOPLE&FAMILIES",INTERVENTION & PREVENTION     ,PRIVATE CONTRACTORS,NURSERY PROVISION - 3 & 4 YR O,DEFAULT SUB NOM - I&E,REDACTED PERSONAL DATA,329.40
15/11/2023,5240160,"CHILDREN,YOUNG PEOPLE&FAMILIES",INTERVENTION & PREVENTION     ,PRIVATE CONTRACTORS,NURSERY PROVISION - 3 & 4 YR O,DEFAULT SUB NOM - I&E,AUCKLEY PRE SCHOOL LTD,"3,746.95"
15/11/2023,5240160,"CHILDREN,YOUNG PEOPLE&FAMILIES",INTERVENTION & PREVENTION     ,PRIVATE CONTRACTORS,NURSERY PROVISION - 2 YR OLDS,DEFAULT SUB NOM - I&E,AUCKLEY PRE SCHOOL LTD,"1,198.80"
29/11/2023,5262154,"CHILDREN,YOUNG PEOPLE&FAMILIES",INTERVENTION & PREVENTION     ,PRIVATE CONTRACTORS,NURSERY PROVISION - 3 & 4 YR O,DEFAULT SUB NOM - I&E,AUCKLEY PRE SCHOOL LTD,"1,105.56"
27/11/2023,5258636,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,OTHER ESTABLISHMENTS,RESIDENTIAL - CALDT,RESIDENTIAL,COMMUNITY SOLUTIONS,"13,703.52"
27/11/2023,5258108,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,OTHER ESTABLISHMENTS,RESIDENTIAL - CALDT,RESIDENTIAL,HEATHCOTES WHITLEY PARK,"2,862.56"
01/11/2023,5220235,CHIEF EXECUTIVE               ,COMMUNITIES & WELLBEING       ,SERVICES,ARAP & ACRS AFGHAN RESETTLE,DEFAULT SUB NOM - I&E,FAIRHURST BLINDS,400.00
15/11/2023,5240115,"CHILDREN,YOUNG PEOPLE&FAMILIES",INTERVENTION & PREVENTION     ,PRIVATE CONTRACTORS,NURSERY PROVISION - 2 YR OLDS,DEFAULT SUB NOM - I&E,REDACTED PERSONAL DATA,399.60
