Date,Transaction Number,Directorate,Local Authority Dept,Merchant Category,Summary of Purpose of Expenditure 1,Summary of Purpose of Expenditure 2,Beneficiary,Total
30/11/2023,5264482,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,ADOPTION ALLOWANCES,REDACTED PERSONAL DATA,405.16
03/11/2023,5223253,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,298.00
03/11/2023,5223439,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,318.00
16/11/2023,5242843,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,318.00
30/11/2023,5264339,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,318.00
03/11/2023,5223408,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,340.00
03/11/2023,5223567,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,298.00
03/11/2023,5223673,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,340.00
16/11/2023,5242582,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,298.00
16/11/2023,5242750,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,340.00
16/11/2023,5242814,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,340.00
30/11/2023,5263975,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,298.00
30/11/2023,5264142,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,340.00
30/11/2023,5264310,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,340.00
03/11/2023,5223754,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,298.00
16/11/2023,5242890,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,298.00
30/11/2023,5264222,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,298.00
15/11/2023,5239184,CORPORATE RESOURCES           ,CHILDCARE LEGAL SERVICES      ,SERVICES,CHILDCARE LEGAL SERVICES,DEFAULT SUB NOM - I&E,AZTEC TRANSLATIONS,"3,533.70"
03/11/2023,5225931,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,398.00
03/11/2023,5225931,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,534.00
16/11/2023,5242134,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,419.57
16/11/2023,5242134,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,275.00
16/11/2023,5242140,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,398.00
16/11/2023,5242140,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,534.00
30/11/2023,5263658,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,398.00
30/11/2023,5263658,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,534.00
03/11/2023,5223469,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,RESIDENCE ORDER ALLOWANCES,REDACTED PERSONAL DATA,340.00
16/11/2023,5242976,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,RESIDENCE ORDER ALLOWANCES,REDACTED PERSONAL DATA,340.00
30/11/2023,5264414,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,RESIDENCE ORDER ALLOWANCES,REDACTED PERSONAL DATA,340.00
10/11/2023,5234379,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,INDEPENDENT FOSTERING AGENCY,AGENCY FOSTER PAYMENTS,UNITY FOSTERCARE LIMITED,"3,253.76"
10/11/2023,5234380,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,INDEPENDENT FOSTERING AGENCY,AGENCY FOSTER PAYMENTS,UNITY FOSTERCARE LIMITED,"3,394.19"
10/11/2023,5234569,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,INDEPENDENT FOSTERING AGENCY,AGENCY FOSTER PAYMENTS,UNITY FOSTERCARE LIMITED,"1,184.20"
10/11/2023,5234570,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,INDEPENDENT FOSTERING AGENCY,AGENCY FOSTER PAYMENTS,UNITY FOSTERCARE LIMITED,"1,135.20"
10/11/2023,5234312,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,INDEPENDENT FOSTERING AGENCY,AGENCY FOSTER PAYMENTS,CHILDRENS FAMILY TRUST,"3,342.73"
03/11/2023,5223572,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,340.00
03/11/2023,5223599,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,396.00
16/11/2023,5242587,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,340.00
16/11/2023,5242613,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,396.00
30/11/2023,5263980,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,340.00
30/11/2023,5264006,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,396.00
03/11/2023,5223401,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,RESIDENCE ORDER ALLOWANCES,REDACTED PERSONAL DATA,405.16
16/11/2023,5242807,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,RESIDENCE ORDER ALLOWANCES,REDACTED PERSONAL DATA,405.16
30/11/2023,5264303,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,RESIDENCE ORDER ALLOWANCES,REDACTED PERSONAL DATA,405.16
10/11/2023,5234529,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,INDEPENDENT FOSTERING AGENCY,AGENCY FOSTER PAYMENTS,TREE HOUSE CARE FOSTERING SOLUTIONS,"2,972.29"
10/11/2023,5234530,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,INDEPENDENT FOSTERING AGENCY,AGENCY FOSTER PAYMENTS,TREE HOUSE CARE FOSTERING SOLUTIONS,"3,092.76"
10/11/2023,5234531,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,INDEPENDENT FOSTERING AGENCY,AGENCY FOSTER PAYMENTS,TREE HOUSE CARE FOSTERING SOLUTIONS,"2,823.67"
10/11/2023,5234532,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,INDEPENDENT FOSTERING AGENCY,AGENCY FOSTER PAYMENTS,TREE HOUSE CARE FOSTERING SOLUTIONS,"3,507.02"
10/11/2023,5234533,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,INDEPENDENT FOSTERING AGENCY,AGENCY FOSTER PAYMENTS,TREE HOUSE CARE FOSTERING SOLUTIONS,"3,551.70"
10/11/2023,5234534,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,INDEPENDENT FOSTERING AGENCY,AGENCY FOSTER PAYMENTS,TREE HOUSE CARE FOSTERING SOLUTIONS,"3,611.92"
10/11/2023,5234535,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,INDEPENDENT FOSTERING AGENCY,AGENCY FOSTER PAYMENTS,TREE HOUSE CARE FOSTERING SOLUTIONS,"3,662.83"
10/11/2023,5234656,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,INDEPENDENT FOSTERING AGENCY,AGENCY FOSTER PAYMENTS,TREE HOUSE CARE FOSTERING SOLUTIONS,250.00
03/11/2023,5223523,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,RESIDENCE ORDER ALLOWANCES,REDACTED PERSONAL DATA,298.00
16/11/2023,5243029,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,RESIDENCE ORDER ALLOWANCES,REDACTED PERSONAL DATA,298.00
30/11/2023,5264467,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,RESIDENCE ORDER ALLOWANCES,REDACTED PERSONAL DATA,298.00
03/11/2023,5223393,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,365.00
16/11/2023,5242799,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,365.00
03/11/2023,5223653,"CHILDREN,YOUNG PEOPLE&FAMILIES",REGIONALISATION OF ADOPTION   ,SCHOOLCHILDREN AND STUDENTS,ADOPTION SERVICES,ADOPTION ALLOWANCES,REDACTED PERSONAL DATA,605.16
16/11/2023,5242730,"CHILDREN,YOUNG PEOPLE&FAMILIES",REGIONALISATION OF ADOPTION   ,SCHOOLCHILDREN AND STUDENTS,ADOPTION SERVICES,ADOPTION ALLOWANCES,REDACTED PERSONAL DATA,605.16
30/11/2023,5264123,"CHILDREN,YOUNG PEOPLE&FAMILIES",REGIONALISATION OF ADOPTION   ,SCHOOLCHILDREN AND STUDENTS,ADOPTION SERVICES,ADOPTION ALLOWANCES,REDACTED PERSONAL DATA,605.16
03/11/2023,5223394,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,298.00
16/11/2023,5242800,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,298.00
30/11/2023,5264299,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,298.00
15/11/2023,5239546,"CHILDREN,YOUNG PEOPLE&FAMILIES",REGIONALISATION OF ADOPTION   ,PRIVATE CONTRACTORS,REGIONAL ADDOPTION AGENCY -ASF,DEFAULT SUB NOM - I&E,BARNARDOS,"1,703.13"
03/11/2023,5223589,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,318.00
16/11/2023,5242603,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,318.00
30/11/2023,5263996,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,318.00
03/11/2023,5225922,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,350.00
03/11/2023,5226037,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,398.00
16/11/2023,5242081,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,398.00
16/11/2023,5242130,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,350.00
30/11/2023,5263650,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,350.00
30/11/2023,5263708,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,IN HOUSE FOSTERING PAYMENTS,FOSTER CARER ALLOWANCES,REDACTED PERSONAL DATA,398.00
10/11/2023,5234304,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,CIC-TRANSITION TO INDEPENDENCE,EDUCATION,SAFE HAVEN ACCOMMODATION LTD,250.00
10/11/2023,5234537,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,UNACCOMP. ASYLUM SEEK CHILDREN,CHILD RESIDENTIAL PLACEMENT,SAFE HAVEN ACCOMMODATION LTD,"3,609.29"
10/11/2023,5234537,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,UNACCOMP. ASYLUM SEEK CHILDREN,LEAVING CARE ALLOWANCES,SAFE HAVEN ACCOMMODATION LTD,"4,092.00"
10/11/2023,5234538,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,UNACCOMP. ASYLUM SEEK CHILDREN,CHILD RESIDENTIAL PLACEMENT,SAFE HAVEN ACCOMMODATION LTD,"3,609.29"
10/11/2023,5234538,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,UNACCOMP. ASYLUM SEEK CHILDREN,LEAVING CARE ALLOWANCES,SAFE HAVEN ACCOMMODATION LTD,"4,092.00"
10/11/2023,5234539,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,CIC-TRANSITION TO INDEPENDENCE,CHILD RESIDENTIAL PLACEMENT,SAFE HAVEN ACCOMMODATION LTD,"6,554.29"
10/11/2023,5234539,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,CIC-TRANSITION TO INDEPENDENCE,LEAVING CARE ALLOWANCES,SAFE HAVEN ACCOMMODATION LTD,"6,820.00"
10/11/2023,5234560,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,UNACCOMP. ASYLUM SEEK CHILDREN,CHILD RESIDENTIAL PLACEMENT,SAFE HAVEN ACCOMMODATION LTD,"3,609.29"
10/11/2023,5234560,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,UNACCOMP. ASYLUM SEEK CHILDREN,LEAVING CARE ALLOWANCES,SAFE HAVEN ACCOMMODATION LTD,"4,092.00"
10/11/2023,5234571,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,CIC-TRANSITION TO INDEPENDENCE,CHILD RESIDENTIAL PLACEMENT,SAFE HAVEN ACCOMMODATION LTD,"6,114.29"
10/11/2023,5234571,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,CIC-TRANSITION TO INDEPENDENCE,LEAVING CARE ALLOWANCES,SAFE HAVEN ACCOMMODATION LTD,"4,224.00"
10/11/2023,5234571,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,CIC-TRANSITION TO INDEPENDENCE,LEAVING CARE ALLOWANCES,SAFE HAVEN ACCOMMODATION LTD,"2,240.00"
10/11/2023,5234572,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,CIC-TRANSITION TO INDEPENDENCE,CHILD RESIDENTIAL PLACEMENT,SAFE HAVEN ACCOMMODATION LTD,"2,214.29"
10/11/2023,5234572,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,CIC-TRANSITION TO INDEPENDENCE,LEAVING CARE ALLOWANCES,SAFE HAVEN ACCOMMODATION LTD,974.28
10/11/2023,5234575,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,UNACCOMP. ASYLUM SEEK CHILDREN,CHILD RESIDENTIAL PLACEMENT,SAFE HAVEN ACCOMMODATION LTD,"3,609.29"
10/11/2023,5234575,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,UNACCOMP. ASYLUM SEEK CHILDREN,LEAVING CARE ALLOWANCES,SAFE HAVEN ACCOMMODATION LTD,"4,092.00"
10/11/2023,5234576,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,CIC-TRANSITION TO INDEPENDENCE,CHILD RESIDENTIAL PLACEMENT,SAFE HAVEN ACCOMMODATION LTD,"2,214.29"
10/11/2023,5234576,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,CIC-TRANSITION TO INDEPENDENCE,CHILD RESIDENTIAL PLACEMENT,SAFE HAVEN ACCOMMODATION LTD,"4,340.00"
10/11/2023,5234576,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,CIC-TRANSITION TO INDEPENDENCE,LEAVING CARE ALLOWANCES,SAFE HAVEN ACCOMMODATION LTD,"8,184.00"
10/11/2023,5234577,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,CIC-TRANSITION TO INDEPENDENCE,CHILD RESIDENTIAL PLACEMENT,SAFE HAVEN ACCOMMODATION LTD,"2,214.29"
10/11/2023,5234577,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,CIC-TRANSITION TO INDEPENDENCE,CHILD RESIDENTIAL PLACEMENT,SAFE HAVEN ACCOMMODATION LTD,"4,340.00"
10/11/2023,5234577,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,CIC-TRANSITION TO INDEPENDENCE,LEAVING CARE ALLOWANCES,SAFE HAVEN ACCOMMODATION LTD,"9,548.00"
10/11/2023,5234590,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,CIC-TRANSITION TO INDEPENDENCE,CHILD RESIDENTIAL PLACEMENT,SAFE HAVEN ACCOMMODATION LTD,"6,554.29"
10/11/2023,5234590,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,SCHOOLCHILDREN AND STUDENTS,CIC-TRANSITION TO INDEPENDENCE,LEAVING CARE ALLOWANCES,SAFE HAVEN ACCOMMODATION LTD,"8,184.00"
