Date,Transaction Number,Directorate,Local Authority Dept,Merchant Category,Summary of Purpose of Expenditure 1,Summary of Purpose of Expenditure 2,Beneficiary,Total
28/03/2024,5461920,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - NORTH,OTHER PROFESSIONAL SERVICES,HALES GROUP LTD,252.15
28/03/2024,5462025,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,HALES GROUP LTD,344.40
28/03/2024,5462100,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - EAST,OTHER PROFESSIONAL SERVICES,HALES GROUP LTD,258.30
28/03/2024,5462100,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - EAST,OTHER PROFESSIONAL SERVICES,HALES GROUP LTD,258.30
28/03/2024,5462101,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - EAST,OTHER PROFESSIONAL SERVICES,HALES GROUP LTD,258.30
28/03/2024,5462101,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - EAST,OTHER PROFESSIONAL SERVICES,HALES GROUP LTD,258.30
28/03/2024,5462127,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,PRIVATE CONTRACTORS,HOMECARE - EAST,OTHER PROFESSIONAL SERVICES,HALES GROUP LTD,282.90
04/03/2024,5423738,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - SOUTH,,REDACTED PERSONAL DATA,565.80
11/03/2024,5432204,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - SOUTH,,REDACTED PERSONAL DATA,565.80
18/03/2024,5443492,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - SOUTH,,REDACTED PERSONAL DATA,565.80
25/03/2024,5456078,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - SOUTH,,REDACTED PERSONAL DATA,565.80
28/03/2024,5463443,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - SOUTH,,REDACTED PERSONAL DATA,565.80
18/03/2024,5441799,"CHILDREN,YOUNG PEOPLE&FAMILIES",INTERVENTION & PREVENTION     ,PRIVATE CONTRACTORS,NURSERY PROVISION - 3 & 4 YR O,,REDACTED PERSONAL DATA,767.81
28/03/2024,5460724,CHIEF EXECUTIVE               ,PH COMISSIONING               ,EQUIPMENT/FURNITURE/MATERIALS,SH TESTING & TREATMENT 5-19 SH,GENERAL MATERIALS,SPECTRUM COMMUNITY HEALTH CIC,"1,055.00"
28/03/2024,5460725,CHIEF EXECUTIVE               ,PH COMISSIONING               ,EQUIPMENT/FURNITURE/MATERIALS,SH TESTING & TREATMENT 5-19 SH,GENERAL MATERIALS,SPECTRUM COMMUNITY HEALTH CIC,"1,100.00"
18/03/2024,5444054,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - CENTRAL,RESIDENTIAL,RUNWOOD HOMES,"-4,293.84"
18/03/2024,5444054,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - CENTRAL,RESIDENTIAL,RUNWOOD HOMES,"-1,200.00"
18/03/2024,5444081,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - CENTRAL,RESIDENTIAL,RUNWOOD HOMES,"-3,987.14"
18/03/2024,5444204,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,OTHER ESTABLISHMENTS,RESIDENTIAL - MH,RESIDENTIAL,RUNWOOD HOMES,"2,862.56"
18/03/2024,5444224,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - CENTRAL,RESIDENTIAL,RUNWOOD HOMES,"2,862.56"
18/03/2024,5444252,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,OTHER ESTABLISHMENTS,RESIDENTIAL - MH,RESIDENTIAL,RUNWOOD HOMES,"2,862.56"
18/03/2024,5444302,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,OTHER ESTABLISHMENTS,RESIDENTIAL - MH,RESIDENTIAL,RUNWOOD HOMES,"2,862.56"
18/03/2024,5444353,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - CENTRAL,RESIDENTIAL,RUNWOOD HOMES,"2,862.56"
18/03/2024,5444423,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - CENTRAL,RESIDENTIAL,RUNWOOD HOMES,"2,862.56"
18/03/2024,5444424,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - CENTRAL,RESIDENTIAL,RUNWOOD HOMES,"2,862.56"
18/03/2024,5444459,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - EAST,RESIDENTIAL,RUNWOOD HOMES,"2,862.56"
18/03/2024,5444465,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - SOUTH,RESIDENTIAL,RUNWOOD HOMES,"2,862.56"
18/03/2024,5444475,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - CENTRAL,RESIDENTIAL,RUNWOOD HOMES,"2,862.56"
18/03/2024,5444604,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - CENTRAL,RESIDENTIAL,RUNWOOD HOMES,"2,862.56"
18/03/2024,5444605,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - CENTRAL,RESIDENTIAL,RUNWOOD HOMES,"2,862.56"
18/03/2024,5444658,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESI SHORT STAY - EAST,RESIDENTIAL (SHORT STAY),RUNWOOD HOMES,800.00
18/03/2024,5444658,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESI SHORT STAY - EAST,RESIDENTIAL (SHORT STAY),RUNWOOD HOMES,"2,862.56"
18/03/2024,5444683,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - CENTRAL,RESIDENTIAL,RUNWOOD HOMES,306.70
18/03/2024,5444750,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - CENTRAL,RESIDENTIAL,RUNWOOD HOMES,"2,862.56"
18/03/2024,5444750,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - CENTRAL,RESIDENTIAL,RUNWOOD HOMES,"1,868.88"
18/03/2024,5444788,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - CENTRAL,RESIDENTIAL,RUNWOOD HOMES,"2,862.56"
18/03/2024,5444788,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - CENTRAL,RESIDENTIAL,RUNWOOD HOMES,800.00
18/03/2024,5444871,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - CENTRAL,RESIDENTIAL,RUNWOOD HOMES,"2,862.56"
18/03/2024,5444904,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - CENTRAL,RESIDENTIAL,RUNWOOD HOMES,"2,862.56"
18/03/2024,5444917,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - SOUTH,RESIDENTIAL,RUNWOOD HOMES,"2,862.56"
18/03/2024,5445117,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - CENTRAL,RESIDENTIAL,RUNWOOD HOMES,306.70
18/03/2024,5445251,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - CENTRAL,RESIDENTIAL,RUNWOOD HOMES,"2,862.56"
18/03/2024,5445266,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - CENTRAL,RESIDENTIAL,RUNWOOD HOMES,"2,862.56"
18/03/2024,5445313,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - CENTRAL,RESIDENTIAL,RUNWOOD HOMES,"4,620.00"
18/03/2024,5445350,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - CENTRAL,RESIDENTIAL,RUNWOOD HOMES,"3,262.56"
18/03/2024,5445361,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - SOUTH,RESIDENTIAL,RUNWOOD HOMES,"2,862.56"
18/03/2024,5445361,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - SOUTH,RESIDENTIAL,RUNWOOD HOMES,800.00
18/03/2024,5445239,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,OTHER ESTABLISHMENTS,RESIDENTIAL - MH,RESIDENTIAL,HEMBRIGG PARK,"2,862.56"
18/03/2024,5441885,"CHILDREN,YOUNG PEOPLE&FAMILIES",INTERVENTION & PREVENTION     ,PRIVATE CONTRACTORS,NURSERY PROVISION - 3 & 4 YR O,,REDACTED PERSONAL DATA,"1,535.63"
18/03/2024,5441885,"CHILDREN,YOUNG PEOPLE&FAMILIES",INTERVENTION & PREVENTION     ,PRIVATE CONTRACTORS,NURSERY PROVISION - 2 YR OLDS,,REDACTED PERSONAL DATA,384.64
27/03/2024,5458863,PLACE                         ,PROPERTY SERVICES             ,EQUIPMENT/FURNITURE/MATERIALS,PBM CONTRACTS,MATERIALS - BUILDING SERVICES,INVICTA STORAGE SYSTEMS,844.00
25/03/2024,5454462,"CHILDREN,YOUNG PEOPLE&FAMILIES",PARTNERSHIPS & FAMILIES       ,SERVICES,HAF - HOLIDAY ACIVITIES FUND,,NEXUS MULTI ACADEMY TRUST,"2,500.00"
19/03/2024,5446107,PLACE                         ,PROPERTY SERVICES             ,SERVICES,MAJOR PROJECTS TOWN CENTRE FEA,,PUDNEY SHUTTLEWORTH,"2,000.00"
04/03/2024,5423944,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - CALDT,,REDACTED PERSONAL DATA,799.12
04/03/2024,5423944,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - CALDT,,REDACTED PERSONAL DATA,799.12
11/03/2024,5432399,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - CALDT,,REDACTED PERSONAL DATA,799.12
11/03/2024,5432399,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - CALDT,,REDACTED PERSONAL DATA,799.12
18/03/2024,5443448,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - CALDT,,REDACTED PERSONAL DATA,799.12
18/03/2024,5443448,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - CALDT,,REDACTED PERSONAL DATA,799.12
25/03/2024,5455938,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - CALDT,,REDACTED PERSONAL DATA,799.12
25/03/2024,5455938,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - CALDT,,REDACTED PERSONAL DATA,799.12
28/03/2024,5463693,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - CALDT,,REDACTED PERSONAL DATA,799.12
28/03/2024,5463693,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - CALDT,,REDACTED PERSONAL DATA,799.12
15/03/2024,5439415,"CHILDREN,YOUNG PEOPLE&FAMILIES",EQUITY AND INCLUSION          ,OTHER LOCAL AUTHORITIES,LA RECOUPMENT - SPECIAL SCH,,ABBEY SCHOOL (NEXUS MAT),"2,723.33"
15/03/2024,5439416,"CHILDREN,YOUNG PEOPLE&FAMILIES",EQUITY AND INCLUSION          ,OTHER LOCAL AUTHORITIES,LA RECOUPMENT - SPECIAL SCH,,ABBEY SCHOOL (NEXUS MAT),"2,723.33"
15/03/2024,5439418,"CHILDREN,YOUNG PEOPLE&FAMILIES",EQUITY AND INCLUSION          ,OTHER LOCAL AUTHORITIES,LA RECOUPMENT - SPECIAL SCH,,ABBEY SCHOOL (NEXUS MAT),"2,723.33"
15/03/2024,5439419,"CHILDREN,YOUNG PEOPLE&FAMILIES",EQUITY AND INCLUSION          ,OTHER LOCAL AUTHORITIES,LA RECOUPMENT - SPECIAL SCH,,ABBEY SCHOOL (NEXUS MAT),"2,723.33"
15/03/2024,5439420,"CHILDREN,YOUNG PEOPLE&FAMILIES",EQUITY AND INCLUSION          ,OTHER LOCAL AUTHORITIES,LA RECOUPMENT - SPECIAL SCH,,ABBEY SCHOOL (NEXUS MAT),"2,723.33"
18/03/2024,5441713,"CHILDREN,YOUNG PEOPLE&FAMILIES",EDUCATION & SKILLS            ,SERVICES,SCHOOL IMPROVEMENT,,SARAH CHURCHILL,"3,778.80"
21/03/2024,5449668,"CHILDREN,YOUNG PEOPLE&FAMILIES",EDUCATION & SKILLS            ,SERVICES,SCHOOL IMPROVEMENT,,SARAH CHURCHILL,"3,600.00"
15/03/2024,5439712,"CHILDREN,YOUNG PEOPLE&FAMILIES",YOUNG PEOPLES SERVICE         ,SERVICES,ALTERNATIVE LEARNING,,NORTH LINDSAY COLLEGE,600.00
11/03/2024,5433536,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,INDEPENDENT FOSTERING AGENCY,AGENCY FOSTER PAYMENTS,CORNERSTONE (NORTH EAST) ADOPTION & FOST,"3,815.82"
11/03/2024,5433557,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE  ,OTHER ESTABLISHMENTS,INDEPENDENT FOSTERING AGENCY,AGENCY FOSTER PAYMENTS,CORNERSTONE (NORTH EAST) ADOPTION & FOST,"4,016.50"
18/03/2024,5441829,"CHILDREN,YOUNG PEOPLE&FAMILIES",INTERVENTION & PREVENTION     ,PRIVATE CONTRACTORS,NURSERY PROVISION - 3 & 4 YR O,,REDACTED PERSONAL DATA,767.81
01/03/2024,5414542,PLACE                         ,MAJOR PROJECT & INFRASTRUCTURE,OTHER LAND & BUILDINGS,BALANCE SHEET GENERAL FUND,C/V ADD - SUBSEQ EXP ENHANCE,PERFECT CIRCLE JV LTD,"4,572.05"
18/03/2024,5441786,"CHILDREN,YOUNG PEOPLE&FAMILIES",INTERVENTION & PREVENTION     ,PRIVATE CONTRACTORS,NURSERY PROVISION - 3 & 4 YR O,,REDACTED PERSONAL DATA,"1,023.75"
20/03/2024,5447962,PLACE                         ,STREET SCENE                  ,GROUNDS MAINTENANCE COSTS,STREET SCENE BOROUGHWIDE,PLANNED GROUNDS MAINT,DONCASTER & DISTRICT BOWLING ASSOCIATION,"5,070.00"
06/03/2024,5425580,"CHILDREN,YOUNG PEOPLE&FAMILIES",SEND VULNERABLE CHILDREN      ,CAPITAL ADJUSTMENT ACCOUNT,BALANCE SHEET GENERAL FUND,,MET ENGINEERS LTD,"1,480.00"
01/03/2024,5420998,PLACE                         ,WASTE & HIGHWAYS INFRASTRUCTUR,INFRASTRUCTURE,BALANCE SHEET GENERAL FUND,C/V ADD - SUBSEQ EXP REPLACE,AQUATIC CONTROL ENGINEERING LTD,"1,135.00"
01/03/2024,5421167,PLACE                         ,WASTE & HIGHWAYS INFRASTRUCTUR,INFRASTRUCTURE,BALANCE SHEET GENERAL FUND,C/V ADD - SUBSEQ EXP REPLACE,AQUATIC CONTROL ENGINEERING LTD,"5,830.00"
18/03/2024,5444073,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - SOUTH,RESIDENTIAL,NORTHFIELD CARE CENTRE,"-3,680.43"
18/03/2024,5444094,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,NURSING - EAST,NURSING,NORTHFIELD CARE CENTRE,"-2,051.34"
18/03/2024,5444157,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,OTHER ESTABLISHMENTS,RESIDENTIAL - MH,RESIDENTIAL,NORTHFIELD CARE CENTRE,"2,862.56"
18/03/2024,5444190,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - EAST,RESIDENTIAL,NORTHFIELD CARE CENTRE,"2,862.56"
18/03/2024,5444208,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,OTHER ESTABLISHMENTS,RESIDENTIAL - MH,RESIDENTIAL,NORTHFIELD CARE CENTRE,"2,862.56"
18/03/2024,5444257,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - EAST,RESIDENTIAL,NORTHFIELD CARE CENTRE,"2,862.56"
18/03/2024,5444261,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - EAST,RESIDENTIAL,NORTHFIELD CARE CENTRE,"2,862.56"
18/03/2024,5444282,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - EAST,RESIDENTIAL,NORTHFIELD CARE CENTRE,"2,862.56"
18/03/2024,5444360,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,NURSING - EAST,NURSING,NORTHFIELD CARE CENTRE,"3,162.32"
18/03/2024,5444365,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - EAST,RESIDENTIAL,NORTHFIELD CARE CENTRE,"2,862.56"
18/03/2024,5444380,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - EAST,RESIDENTIAL,NORTHFIELD CARE CENTRE,"2,862.56"
18/03/2024,5444421,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,NURSING - EAST,NURSING,NORTHFIELD CARE CENTRE,"3,162.32"
18/03/2024,5444511,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - EAST,RESIDENTIAL,NORTHFIELD CARE CENTRE,"2,862.56"
18/03/2024,5444526,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - EAST,RESIDENTIAL,NORTHFIELD CARE CENTRE,"2,862.56"
18/03/2024,5444532,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,OTHER ESTABLISHMENTS,NURSING - MH,NURSING,NORTHFIELD CARE CENTRE,"12,677.05"
18/03/2024,5444532,"ADULTS, WELLBEING AND CULTURE ",FUTURE OPTIONS                ,OTHER ESTABLISHMENTS,RESI SHORT STAY - MH,NURSING (SHORT STAY),NORTHFIELD CARE CENTRE,"-9,814.49"
18/03/2024,5444541,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - SOUTH,RESIDENTIAL,NORTHFIELD CARE CENTRE,"2,862.56"
18/03/2024,5444575,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - EAST,RESIDENTIAL,NORTHFIELD CARE CENTRE,"2,862.56"
18/03/2024,5444600,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - NORTH,RESIDENTIAL,NORTHFIELD CARE CENTRE,"2,862.56"
18/03/2024,5444615,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - EAST,RESIDENTIAL,NORTHFIELD CARE CENTRE,"2,862.56"
18/03/2024,5444667,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESI SHORT STAY - EAST,NURSING (SHORT STAY),NORTHFIELD CARE CENTRE,"10,051.66"
18/03/2024,5444705,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - CENTRAL,RESIDENTIAL,NORTHFIELD CARE CENTRE,"2,862.56"
18/03/2024,5444710,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,NURSING - EAST,NURSING,NORTHFIELD CARE CENTRE,"2,871.88"
18/03/2024,5444742,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - EAST,RESIDENTIAL,NORTHFIELD CARE CENTRE,"2,862.56"
18/03/2024,5444748,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - EAST,RESIDENTIAL,NORTHFIELD CARE CENTRE,"2,862.56"
18/03/2024,5444751,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,NURSING - EAST,NURSING,NORTHFIELD CARE CENTRE,"3,162.32"
18/03/2024,5444765,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - EAST,RESIDENTIAL,NORTHFIELD CARE CENTRE,"2,862.56"
18/03/2024,5444777,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - EAST,RESIDENTIAL,NORTHFIELD CARE CENTRE,"2,862.56"
18/03/2024,5444778,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - EAST,RESIDENTIAL,NORTHFIELD CARE CENTRE,"2,862.56"
18/03/2024,5444793,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESI SHORT STAY - EAST,RESIDENTIAL (SHORT STAY),NORTHFIELD CARE CENTRE,"2,862.56"
18/03/2024,5444797,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,NURSING - EAST,NURSING,NORTHFIELD CARE CENTRE,"3,162.32"
18/03/2024,5444824,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,NURSING - EAST,NURSING,NORTHFIELD CARE CENTRE,307.70
18/03/2024,5444831,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - EAST,RESIDENTIAL,NORTHFIELD CARE CENTRE,"9,712.26"
18/03/2024,5444876,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,NURSING - EAST,NURSING,NORTHFIELD CARE CENTRE,"3,162.32"
18/03/2024,5444884,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - EAST,RESIDENTIAL,NORTHFIELD CARE CENTRE,"2,862.56"
18/03/2024,5444885,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,NURSING - EAST,NURSING,NORTHFIELD CARE CENTRE,"3,162.32"
18/03/2024,5444924,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,NURSING - NORTH,NURSING,NORTHFIELD CARE CENTRE,"2,871.88"
18/03/2024,5444924,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,NURSING - NORTH,NURSING,NORTHFIELD CARE CENTRE,720.00
18/03/2024,5444987,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - EAST,RESIDENTIAL,NORTHFIELD CARE CENTRE,"2,862.56"
18/03/2024,5445038,"ADULTS, WELLBEING AND CULTURE ",COMMUNITIES - CARE & SUPPORT  ,OTHER ESTABLISHMENTS,RESIDENTIAL - EAST,RESIDENTIAL,NORTHFIELD CARE CENTRE,"2,862.56"
