Date,Transaction Number,Directorate,Local Authority Dept,Merchant Category,Summary of Purpose of Expenditure 1,Summary of Purpose of Expenditure 2,Beneficiary,Total
08/12/2023,5276781,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,UNACCOMP. ASYLUM SEEK CHILDREN,CHILD RESIDENTIAL PLACEMENT,FUTURE19,"6,107.14"
08/12/2023,5276782,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,UNACCOMP. ASYLUM SEEK CHILDREN,CHILD RESIDENTIAL PLACEMENT,FUTURE19,"6,107.14"
08/12/2023,5276783,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,UNACCOMP. ASYLUM SEEK CHILDREN,CHILD RESIDENTIAL PLACEMENT,FUTURE19,"6,107.14"
08/12/2023,5276794,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,UASC POST-18,CHILD RESIDENTIAL PLACEMENT,FUTURE19,"6,107.14"
08/12/2023,5276804,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,UNACCOMP. ASYLUM SEEK CHILDREN,LEAVING CARE ALLOWANCES,FUTURE19,300.00
08/12/2023,5276805,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,UASC POST-18,LEAVING CARE ALLOWANCES,FUTURE19,300.00
08/12/2023,5276807,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,UASC POST-18,LEAVING CARE ALLOWANCES,FUTURE19,300.00
08/12/2023,5276808,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,UASC POST-18,LEAVING CARE ALLOWANCES,FUTURE19,300.00
08/12/2023,5276809,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,UNACCOMP. ASYLUM SEEK CHILDREN,LEAVING CARE ALLOWANCES,FUTURE19,300.00
08/12/2023,5276811,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,CIC-TRANSITION TO INDEPENDENCE,CHILD RESIDENTIAL PLACEMENT,FUTURE19,"5,292.85"
08/12/2023,5276962,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,UNACCOMP. ASYLUM SEEK CHILDREN,CHILD RESIDENTIAL PLACEMENT,FUTURE19,407.14
04/12/2023,5269159,"ADULTS, WELLBEING AND CULTURE",FUTURE OPTIONS,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - CALDT,,REDACTED PERSONAL DATA,"1,556.72"
11/12/2023,5278207,"ADULTS, WELLBEING AND CULTURE",FUTURE OPTIONS,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - CALDT,,REDACTED PERSONAL DATA,"1,556.72"
18/12/2023,5292009,"ADULTS, WELLBEING AND CULTURE",FUTURE OPTIONS,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - CALDT,,REDACTED PERSONAL DATA,"4,670.16"
20/12/2023,5296466,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,PERSONALISATION -  HOME CARE,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,"3,473.94"
20/12/2023,5298586,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,387.45
20/12/2023,5298586,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,387.45
20/12/2023,5298587,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,387.45
20/12/2023,5298587,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,387.45
20/12/2023,5298588,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,387.45
20/12/2023,5298588,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,387.45
20/12/2023,5298589,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,301.35
20/12/2023,5298590,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,301.35
20/12/2023,5298591,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,301.35
20/12/2023,5298610,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,258.30
20/12/2023,5298611,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,258.30
20/12/2023,5298612,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,258.30
20/12/2023,5298616,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,387.45
20/12/2023,5298617,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,387.45
20/12/2023,5298618,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,387.45
20/12/2023,5298619,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,344.40
20/12/2023,5298619,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,344.40
20/12/2023,5298620,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,344.40
20/12/2023,5298620,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,344.40
20/12/2023,5298621,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,344.40
20/12/2023,5298621,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,344.40
20/12/2023,5298627,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,399.75
20/12/2023,5298628,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,399.75
20/12/2023,5298629,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,399.75
20/12/2023,5298636,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,362.85
20/12/2023,5298637,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,362.85
20/12/2023,5298638,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,362.85
20/12/2023,5298639,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,362.85
20/12/2023,5298640,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,362.85
20/12/2023,5298641,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,362.85
20/12/2023,5298642,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,387.45
20/12/2023,5298642,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,387.45
20/12/2023,5298643,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,387.45
20/12/2023,5298643,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,387.45
20/12/2023,5298644,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,387.45
20/12/2023,5298644,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,387.45
20/12/2023,5298645,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,258.30
20/12/2023,5298646,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,258.30
20/12/2023,5298647,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,258.30
20/12/2023,5298655,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,344.40
20/12/2023,5298660,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,258.30
20/12/2023,5298661,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,258.30
20/12/2023,5298662,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,258.30
20/12/2023,5298663,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,387.45
20/12/2023,5298663,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,387.45
20/12/2023,5298664,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,387.45
20/12/2023,5298664,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,387.45
20/12/2023,5298665,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,387.45
20/12/2023,5298665,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,387.45
20/12/2023,5298666,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,270.60
20/12/2023,5298667,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,258.30
20/12/2023,5298668,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,270.60
20/12/2023,5298669,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - NORTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,258.30
20/12/2023,5298672,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,344.40
20/12/2023,5298672,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,344.40
20/12/2023,5298673,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,344.40
20/12/2023,5298673,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,344.40
20/12/2023,5298674,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,344.40
20/12/2023,5298674,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,344.40
20/12/2023,5298675,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,369.00
20/12/2023,5298675,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,369.00
20/12/2023,5298676,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,369.00
20/12/2023,5298676,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,369.00
20/12/2023,5298677,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,369.00
20/12/2023,5298677,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,369.00
20/12/2023,5298678,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,387.45
20/12/2023,5298679,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,387.45
20/12/2023,5298680,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,387.45
20/12/2023,5298681,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,258.30
20/12/2023,5298682,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,258.30
20/12/2023,5298683,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - CENTRAL,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,258.30
20/12/2023,5298688,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,362.85
20/12/2023,5298689,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,362.85
20/12/2023,5298690,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,362.85
20/12/2023,5298691,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - NORTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,338.25
20/12/2023,5298692,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - NORTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,338.25
20/12/2023,5298693,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - NORTH,OTHER PROFESSIONAL SERVICES,TLC HOMECARE LTD,301.35
01/12/2023,5251846,"CHILDREN,YOUNG PEOPLE&FAMILIES",INTERVENTION & PREVENTION,EQUIPMENT/FURNITURE/MATERIALS,FAMILY HUB - CENTRAL,,MEDISUPPLIES,330.00
14/12/2023,5282175,"CHILDREN,YOUNG PEOPLE&FAMILIES",INTERVENTION & PREVENTION,PRIVATE CONTRACTORS,NURSERY PROVISION - 3 & 4 YR O,,REDACTED PERSONAL DATA,"1,567.80"
04/12/2023,5269503,"ADULTS, WELLBEING AND CULTURE",FUTURE OPTIONS,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - CALDT,,REDACTED PERSONAL DATA,407.00
11/12/2023,5278389,"ADULTS, WELLBEING AND CULTURE",FUTURE OPTIONS,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - CALDT,,REDACTED PERSONAL DATA,407.00
18/12/2023,5291589,"ADULTS, WELLBEING AND CULTURE",FUTURE OPTIONS,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - CALDT,,REDACTED PERSONAL DATA,"1,221.00"
18/12/2023,5292197,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - SOUTH,,REDACTED PERSONAL DATA,"1,005.00"
18/12/2023,5291736,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - SOUTH,,REDACTED PERSONAL DATA,660.00
08/12/2023,5276600,PLACE,TRADING SERVICES,CONTRACT HIRE/ LEASES,ADMIN GENERAL TRANSPORT,,HALL PLANT,"1,320.00"
08/12/2023,5276601,PLACE,TRADING SERVICES,CONTRACT HIRE/ LEASES,ADMIN GENERAL TRANSPORT,,HALL PLANT,395.00
08/12/2023,5276602,PLACE,TRADING SERVICES,CONTRACT HIRE/ LEASES,ADMIN GENERAL TRANSPORT,,HALL PLANT,"1,232.00"
08/12/2023,5276603,PLACE,TRADING SERVICES,CONTRACT HIRE/ LEASES,ADMIN GENERAL TRANSPORT,,HALL PLANT,"1,320.00"
18/12/2023,5291534,"ADULTS, WELLBEING AND CULTURE",FUTURE OPTIONS,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - CALDT,,REDACTED PERSONAL DATA,402.00
18/12/2023,5291534,"ADULTS, WELLBEING AND CULTURE",FUTURE OPTIONS,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - CALDT,,REDACTED PERSONAL DATA,402.00
15/12/2023,5285882,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,492.88
20/12/2023,5297491,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,492.88
13/12/2023,5280860,PLACE                         ,MAJOR PROJECT & INFRASTRUCTURE,INFRASTRUCTURE,BALANCE SHEET GENERAL FUND,C/V ADD - SUBSEQ EXP ENHANCE,EUROVIA INFRASTRUCTURE LTD,"505,205.26"
15/12/2023,5285850,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,340.00
20/12/2023,5297459,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,RO/ CA0 / SGO ALLOWANCES,SPECIAL GUARDIANSHIP ALLOWANCE,REDACTED PERSONAL DATA,340.00
07/12/2023,5274717,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,24/7 HOMECARE SERVICES,258.30
07/12/2023,5274718,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,24/7 HOMECARE SERVICES,344.40
07/12/2023,5274719,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,24/7 HOMECARE SERVICES,344.40
07/12/2023,5274720,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,24/7 HOMECARE SERVICES,344.40
07/12/2023,5274721,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,24/7 HOMECARE SERVICES,344.40
07/12/2023,5274722,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,24/7 HOMECARE SERVICES,559.65
07/12/2023,5274723,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,24/7 HOMECARE SERVICES,559.65
07/12/2023,5274724,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,24/7 HOMECARE SERVICES,559.65
07/12/2023,5274731,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,PRIVATE CONTRACTORS,HOMECARE - SOUTH,OTHER PROFESSIONAL SERVICES,24/7 HOMECARE SERVICES,276.75
