Service Division Org,Expense Type,Detailed Expense Typ,Expense Code,Amount,Supplier Name,Payment Date,,
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,689.98,Vertu Volvo SW,30/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Rent Rates & Water,National Non Domestic Rates,"1,609.00",Somerset Council,13/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired,720.00,,09/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment,"1,724.80",Rope Access Equip Limited,26/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Disused,Premises,Rent Rates & Water,National Non Domestic Rates,720.00,Somerset Council,13/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment,"9,100.00",Level Peaks Associates Limited,19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Analyse,Supplies & Services,Other Expenses,Financial Adjustments,,-0.25  Systems Technology Consultants Ltd,12/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Capital Charges,Forensic Science Services,,"1,109.20 Orchid Cellmark Ltd",19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Roads Policing,Supplies & Services,Communications & Computing,Software - Purchases (S&M),,"17,506.30 Unify Holding UK 1 Limited",23/09/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Analyse,Supplies & Services,Other Expenses,Financial Adjustments,0.58,Equifax Limited,19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Analyse,Employees,Police Staff Pay & Allowances,Staffing Agency,"12,992.91",Adecco UK Ltd,19/09/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Supplies & Services,Communications & Computing,Voice & Data,"19,337.98",Telefonica UK Limited,02/09/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Capital Charges,Capital Charges,ICT Equipment Purchase,,"2,975.00 Modis International Limited t/a Akk",26/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,Additions:Non Enhanc Cn&Wk B&I,"35,452.45",Specialist Computer Centres,23/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Local Policing,Supplies & Services,Communications & Computing,Software - Licences,"7,597.32 UK Telematics",,16/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Equipment Furniture & Materials,Equipment,,796.00 Heartsafe AED Locator (EU) Ltd,16/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Disused,Premises,Rent Rates & Water,Rents,"2,772.50 Hambridge Ltd",,16/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Supplies & Services,Professional Fees & Consultancy,Professional Fees & Consultancy,692.37,,12/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Supplies & Services,Professional Fees & Consultancy,Professional Fees & Consultancy,594.00,,12/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Courses Fees,"6,030.00",AI TRAINING SERVICES LTD,19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Third Party Payments,Contribution,Contribution,"84,956.25",Rise Mutual CIC,30/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Supplies & Services,Communications & Computing,Network Services,"50,692.44",BRITISH TELECOMMUNICATIONS PLC,12/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Analyse,Supplies & Services,Printing Stationery & Office Exp,Printing,125.50,Xerox (UK) Ltd,26/09/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Specialist Operations,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired,813.48,,12/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
PCC,Supplies & Services,Printing Stationery & Office Exp,Printing,7.60,Xerox (UK) Ltd,26/09/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Supplies & Services,Subsistence & Conference,Conference & Meeting Expenses,"2,780.13",Landmarc Support Services Ltd,19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Supplies & Services,Subsistence & Conference,Subsistence,6.15,PCC for Dorset,05/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,"1,780.60",Press Commercial Bodyworks,12/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - fuel,"43,544.61",Allstar Business Solutions Ltd,05/09/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Specialist Operations,Supplies & Services,Other Expenses,Licences & Orders,"1,615.00",Experian Ltd,19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Rent Rates & Water,Rents,550.00,Bristol City Council,19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Third Party Payments,Other Local Authorities or Forces,Contributions to Other Forces,"12,184.25 College of Policing Ltd",30/09/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Operational Support,Supplies & Services,Subsistence & Conference,Conference & Meeting Expenses,"590.00
Junction 24 Ltd",26/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Operational Support,Supplies & Services,Other Expenses,Helicopter charge,"394,134.75 West Yorkshire Police",19/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Supplies & Services,Professional Fees & Consultancy,Professional Fees & Consultancy,"8,304.75
Koru Collective Limited",23/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Disused,Supplies & Services,Printing Stationery & Office Exp,Printing,"1,735.38
Xerox (UK) Ltd",19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired,515.83 My Staff Shop Limited,16/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,ICT Equipment Purchase,"1,212.67
Leidos Innovations UK Ltd",30/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired,16.45,09/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired,"2,570.67 Cyclescheme Ltd",30/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Employees,Police Overtime,"Police Sergeant - Basic Pay, OT, NI & Pension","13,243.22
PCC for Dorset",05/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Maintenance of dogs/cats,629.65,05/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Rent Rates & Water,Landlords Service Charge,"1,160.39
FMS Ltd - Cabot Park Service Charge",19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Maintenance of dogs/cats,629.65,05/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Rent Rates & Water,National Non Domestic Rates,"14,333.00
Somerset Council",13/09/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Premises,Rent Rates & Water,Landlords Service Charge,"-2,049.74 
J H HASKINS & SON LTD",16/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Communications & Computing,IT Equip - Consumables,"4,360.00 Data Pro IT Ltd",23/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigations,Supplies & Services,Subsistence & Conference,Subsistence,"471.43
PCC for Devon & Cornwall",26/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
PCC,Third Party Payments,Payments to Clients,Grants - Voluntary Orgs,"22,306.50
Swan Advocacy Network",05/09/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,"562.55
BRISTOL STREET MOTORS",05/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Rent Rates & Water,Premises Leases,"880,349.24
Blue Light Partnership",19/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Services,Capital Charges,Capital Charges,Construction & Conversion Fees,"5,398.00
BJP Consulting Group Ltd",12/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Premises,Rent Rates & Water,Landlords Service Charge,"2,700.22 North Somerset Council",26/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Courses Fees,"2,330.00 Defence Infrastructure Organisation",16/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Premises,Rent Rates & Water,Landlords Service Charge,"2,950.83 Workman LLP",12/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Maintenance of dogs/cats,629.65,05/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Capital Charges,Forensic Science Services,650.00 Dr R J Delaney,26/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,Vehicles Purchase,"5,819.15
Fowlers of Bristol Ltd",30/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Other Expenses,Courses Fees,304.00 National Crime Agency,02/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Supplies & Services,Professional Fees & Consultancy,Professional Fees & Consultancy,"10,295.00 United Kingdom Accreditation Servic",12/09/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Supplies & Services,Clothing Uniforms & Laundry,Clothing & Uniforms - Issues,"444.80
Sovereign Specialist Training",23/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Capital Charges,Forensic Science Services,"450.61
SOCOTEC UK Ltd",26/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Capital Charges,Forensic Science Services,"52,568.00
Eurofins Forensics Services Limited",09/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Maintenance of dogs/cats,514.65,05/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Disused,Supplies & Services,Other Expenses,Licences & Orders,"64.48
EE Limited",26/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigations,Transport,Vehicle Allowances,Travel fares,"221.91
PCC for Devon & Cornwall",26/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Premises,Rent Rates & Water,National Non Domestic Rates,"1,923.00
Somerset Council",13/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Unplanned Repair & Maintenance,Reactive Maintenance - Building Services,544.52 DRA Maintenance Ltd,05/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment,"1,000.19 Openhouse Products Ltd",09/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Courses Fees,800.00 Creased Puddle Ltd,05/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Subsistence & Conference,Subsistence,"122.85
PCC for Devon & Cornwall",26/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Supplies & Services,Other Expenses,Courses Fees,"1,670.00 College of Policing Ltd",26/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Communications & Computing,Hardware - R&M,"4,898.87 Data-Path Office Network Services L",23/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,ICT Equipment Purchase,"2,975.00 Modis International Limited t/a Akk",19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Allowances,Travel fares,"91.95
PCC for Dorset",19/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment,"572.08
Protect Signs",16/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Roads Policing,Supplies & Services,Communications & Computing,Software - Purchases (S&M),"37,531.01 Unify Holding UK 1 Limited",23/09/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Specialist Operations,Transport,Vehicle Allowances,Travel fares,"62.18
PCC for Dorset",05/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Investigative Support,Supplies & Services,Capital Charges,Forensic Science Services,"1,254.00 Orchid Cellmark Ltd",12/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigations,Supplies & Services,Other Expenses,Courses Fees,651.50 College of Policing Ltd,12/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,804.40 GOODYEAR TYRES UK LTD,05/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Operational Support,Supplies & Services,Other Expenses,Dogs - Food,509.74 Crown Petfoods Ltd,19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigations,Supplies & Services,Other Expenses,Courses Fees,"1,230.00 National Crime Agency",26/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Employees,Police Pay & Allowances,"Police Inspector - Basic Pay, NI & Pension","27,300.40
PCC for Wiltshire",26/09/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Investigative Support,Supplies & Services,Capital Charges,Forensic Science Services,"2,346.05 Orchid Cellmark Ltd",05/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Employees,Police Staff Pay & Allowances,Staffing Agency,"1,968.09 Hays Specialist Recruitment Ltd",23/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Equipment Furniture & Materials,Equipment,"1,031.93
Fowlers of Bristol Ltd",26/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Maintenance of dogs/cats,629.65,05/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Rent Rates & Water,National Non Domestic Rates,"554.00
Somerset Council",13/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Analyse,Supplies & Services,Other Expenses,Financial Adjustments,"0.01
BT PLC",19/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Premises,Rent Rates & Water,National Non Domestic Rates,"1,447.00
Bath & North East Somerset",13/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
PCC,Third Party Payments,Payments to Clients,Grants - Voluntary Orgs,"55,889.92
South Gloucestershire Council",05/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Specialist Operations,Supplies & Services,Subsistence & Conference,Subsistence,"267.11
PCC for Gloucestershire",19/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Maintenance of dogs/cats,629.65,05/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Legal Costs & Services,"1,800.00",26/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Employees,Police Pay & Allowances,Police PC - NI & Pension,"23,113.95
PCC for Wiltshire",30/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Specialist Operations,Supplies & Services,Subsistence & Conference,Subsistence,"832.39
PCC for Devon & Cornwall",26/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Premises,Rent Rates & Water,National Non Domestic Rates,"1,672.00
Bath & North East Somerset",13/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Rent Rates & Water,National Non Domestic Rates,"20,771.00 North Somerset Council",13/09/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Capital Charges,Capital Charges,Vehicles Purchase,"51,869.66
Volvo Car UK Ltd",12/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Specialist Operations,Transport,Vehicle Allowances,Travel fares,"29.60
PCC for Gloucestershire",19/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Specialist Operations,Employees,Police Staff Pay & Allowances,"Police Staff - Basic Pay, NI & Pension","6,486.32
PCC for Wiltshire",26/09/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Supplies & Services,Other Expenses,Legal Fees 3rd Party,"3,000.00",05/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,ICT Equipment Purchase,"3,300.00 Civica UK Ltd",05/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Capital Charges,Forensic Science Services,"1,003.20 Orchid Cellmark Ltd",23/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Employees,Police Overtime,Police PC - OT & Pension,"12,387.61
PCC for Dorset",19/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Supplies & Services,Other Expenses,Legal Costs & Services,735.10,30/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Rent Rates & Water,National Non Domestic Rates,"677.00
Somerset Council",13/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired,"4,875.00 My Staff Shop Limited",05/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired,"1,350.00 My Staff Shop Limited",26/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Maintenance of dogs/cats,629.65,05/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Supplies & Services,Communications & Computing,Software - Licences,"1,060.40
PHOENIX SOFTWARE LTD",19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Operational Support,Supplies & Services,Other Expenses,Dogs - Kennel Purchase & Maint,-712.50  Top Dog Boarding,19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Disused,Employees,Police Overtime,"Police PC - Basic Pay, OT, NI & Pension","13,085.80
PCC for Dorset",19/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Supplies & Services,Other Expenses,Legal Costs & Services,"9,154.70",30/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Employees,Police Pay & Allowances,Standby Payments,"280.00
PCC for Gloucestershire",05/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Specialist Operations,Premises,Planned Repair & Maintenance,Repairs & Maint General,"35.00
PCC for Devon & Cornwall",23/09/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Analyse,Transport,Vehicle Allowances,Travel fares,"5,325.64",05/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Equipment Furniture & Materials,Equipment,506.46 Outdoor and Cycle Concepts Ltd,26/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Cleaning & Domestic Supplies,General Waste Costs,"620.60
SUEZ Recycling and Recovery UK Ltd",12/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Grants & Subscriptions,Subscriptions,"10,678.80",19/09/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Premises,Planned Repair & Maintenance,Planned Maintenance - Building Services,"845.00
Aquarius Waste Management Ltd",19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Employees,Police Pay & Allowances,"Police Inspector - Basic Pay, NI & Pension","7,154.33
PCC for Gloucestershire",19/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Capital Charges,Capital Charges,Vehicles Purchase,"27,732.49 Mercedes-Benz UK Limited",26/09/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,"961.37
Vertu Volvo SW",23/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Roads Policing,Employees,Police Staff Pay & Allowances,Staffing Agency,"2,946.90 Hays Specialist Recruitment Ltd",26/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Third Party Payments,Other Local Authorities or Forces,Contributions to Other Forces,"13,130.97
PCC for South Wales",30/09/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Third Party Payments,Other Local Authorities or Forces,Contributions to Other Forces,"840.00
PCC for South Wales",23/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Third Party Payments,Other Local Authorities or Forces,Contributions to Other Forces,"8,527.41
PCC for West Mercia",16/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Energy Costs,Electricity,"263,326.02
EDF ENERGY 1 LIMITED",05/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
PCC,Supplies & Services,Professional Fees & Consultancy,Professional Fees & Consultancy,"3,904.99",23/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Analyse,Employees,Police Staff Pay & Allowances,Staffing Agency,"5,700.12
Adecco UK Ltd",02/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Employees,Police Staff Pay & Allowances,Staffing Agency,"1,942.89 Hays Specialist Recruitment Ltd",23/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Equipment Furniture & Materials,Equipment Repairs & Maintenance,"1,750.00
Linnex UK Ltd",02/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,ICT Equipment Purchase,"1,755.00 Hays Specialist Recruitment Ltd",12/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Professional Fees & Consultancy,Professional Fees & Consultancy,"1,350.00
Representation Matters Ltd",30/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Courses Fees,"6,030.00
AI TRAINING SERVICES LTD",19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,Vehicles Purchase,"28,713.34
Volvo Car UK Ltd",05/09/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Premises,Cleaning & Domestic Supplies,General Waste Costs,627.00 Commercial Transfer Limited,26/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Maintenance of dogs/cats,659.65,05/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Supplies & Services,Catering,Catering,"664.75
Sodexo Limited",30/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Supplies & Services,Professional Fees & Consultancy,Professional Fees & Consultancy,"28,885.00
ACF Teambuilding & Events Ltd",26/09/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Supplies & Services,Other Expenses,Legal Costs & Services,762.65,23/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Supplies & Services,Other Expenses,Courses Fees,"1,111.61 College of Policing Ltd",30/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Legal Costs & Services,"5,700.00",12/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Remand costs,"2,506.52
Bidfood",19/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Legal Costs & Services,"1,440.00",30/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired,"5,379.14 My Staff Shop Limited",23/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Remand costs,"2,500.59
Bidfood",02/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Premises,Rent Rates & Water,Water Charges/Sewerages,"4,186.33
PCC for Devon & Cornwall",23/09/2024,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Criminal Justice Arrangements,Supplies & Services,Equipment Furniture & Materials,Equipment,"54,734.46 HazmatLink Ltd",23/09/2024,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Investigations,Supplies & Services,Other Expenses,Courses Fees,"3,285.00 Child Rescue Coalition EU",09/09/2024,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
