Service Division Org,Expense Type,Detailed Expense Typ,Expense Code,Amount,Supplier Name,Payment Date,,
Support Functions,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired,,697.65 Walker Fire UK Ltd,02/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Employees,Police Pay & Allowances,"Police Chief Inspector - Basic Pay, NI & Pension","8,255.77",PCC for Gloucestershire,23/01/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Supplies & Services,Other Expenses,Licences & Orders,,626.56 WURTH UK LTD,02/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,,557.38 Waylands Bristol,30/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Employees,Police Pay & Allowances,"Police PC - Basic Pay, NI & Pension","288,115.63",PCC for Devon & Cornwall,02/01/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Operational Support,Supplies & Services,Other Expenses,Vet Fees & Supplies,,"1,501.83 Quantock Veterinary Hospital Ltd",06/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Rent Rates & Water,National Non Domestic Rates,,"1,498.00 North Somerset Council",10/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,"8,770.01",SJ Cook & Sons,09/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Other Expenses,Courses Fees,"2,190.20",VIBE  Coaching Group Limited,16/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Planned Repair & Maintenance,Planned Maintenance - Building Services,489.44,Sovereign Fire & Security Ltd,02/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Professional Fees & Consultancy,Professional Fees & Consultancy,"74,537.54",IBM (United Kingdom) Ltd,06/01/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Supplies & Services,Professional Fees & Consultancy,Professional Fees & Consultancy,"12,195.35",Koru Collective Limited,02/01/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - fuel,"34,627.03",Allstar Business Solutions Ltd,29/01/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Investigative Support,Supplies & Services,Capital Charges,Forensic Science Services,"10,572.91",Eurofins Forensics Services Limited,06/01/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Premises,Rent Rates & Water,National Non Domestic Rates,"1,497.00",Bristol City Council,10/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Supplies & Services,Communications & Computing,Hardware - Purchases,"5,390.00 Data Pro IT Ltd",,23/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,,763.80 GOODYEAR TYRES UK LTD,30/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Rent Rates & Water,National Non Domestic Rates,"1,923.00",Somerset Council,10/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Rent Rates & Water,National Non Domestic Rates,"3,510.00",Somerset Council,10/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,975.08,Volkswagen Group UK Ltd Parts,13/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Employees,Police Staff Overtime,"Police Staff - Basic Pay, OT, NI & Pension","15,391.73",PCC for Gloucestershire,23/01/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,,883.36 Waylands Bristol,30/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Services,Capital Charges,Capital Charges,Construction & Conversion Fees,,"1,875.00 MACH Acoustics Limited",16/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Rent Rates & Water,National Non Domestic Rates,"1,639.00",South Gloucestershire Council,15/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Unplanned Repair & Maintenance,Reactive Maintenance - Building Services,,"1,467.22 MCS Integrated Solutions",06/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Employees,Police Overtime,Police PC - OT & Pension,"2,517.33",PCC for Gloucestershire,16/01/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Investigative Support,Supplies & Services,Capital Charges,Forensic Science Services,,"3,122.60 Orchid Cellmark Ltd",02/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment,"1,370.20",Level Peaks Associates Limited,30/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Medical Fees,Doctors - charges for statements,,"2,500.00 MEWA LLP(Medical Expert Witness",09/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment,469.67 CPC,,20/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Services,Capital Charges,Capital Charges,Construction & Conversion Fees,,"3,875.00 G & L Consultancy Ltd",27/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired,"10,000.00",Bristol City Robins Foundation,30/01/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Capital Charges,Capital Charges,ICT Equipment Purchase,514.74,Insight Direct (UK) Ltd,02/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Supplies & Services,Professional Fees & Consultancy,Professional Fees & Consultancy,"2,520.00",Robiquity Ltd,09/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Professional Fees & Consultancy,Professional Fees & Consultancy,"3,342.50",Simpson Associates Information Serv,09/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Other Expenses,Courses Fees,"4,600.00",PCC for Dorset,23/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Medical Fees,Drugs & Medical Requisites,,-600.49  Midland Pathology Services Ltd,22/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Capital Charges,Forensic Science Services,"9,020.60",Forensic Access Limited,09/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Subsistence & Conference,Subsistence,289.05,PCC for Gloucestershire,16/01/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Operational Support,Supplies & Services,Capital Charges,Forensic Science Services,,"2,261.45 Orchid Cellmark Ltd",06/01/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Supplies & Services,Grants & Subscriptions,Subscriptions,,"23,712.97 Gallagher Bassett International Ltd",23/01/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,"2,990.79",SJ Cook & Sons,13/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Legal Costs & Services,"1,407.00",,13/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigations,Employees,Police Pay & Allowances,"Police PC - Basic Pay, OT, NI & Pension","11,481.80",PCC for Gloucestershire,23/01/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Investigations,Transport,Vehicle Allowances,Travel fares,,4.40 Corporate Support HQ Imprest,20/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Roads Policing,Supplies & Services,Printing Stationery & Office Exp,Postage,"8,371.75",,13/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
PCC,Third Party Payments,Payments to Clients,Grants - Voluntary Orgs,"30,388.22",Victim Support,16/01/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Local Policing,Supplies & Services,Professional Fees & Consultancy,Professional Fees & Consultancy,"9,450.00",Robiquity Ltd,30/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Premises,Rent Rates & Water,National Non Domestic Rates,"16,127.00",South Gloucestershire Council,15/01/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Roads Policing,Employees,Police Staff Pay & Allowances,Staffing Agency,,"1,178.76 Hays Specialist Recruitment Ltd",27/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Professional Fees & Consultancy,Professional Fees & Consultancy,805.00,,13/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Printing Stationery & Office Exp,Printing,28.74,Xerox (UK) Ltd,09/01/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
