Line,Clearance Date,Reference,Type,Value,Supplier or Redacted Statement,Supplier No.,Directorate/Balance Sheet Heading,Area of Spend,Service Level,Expense Code,Expense Description
1,2024-10-07 00:00:00,0014902507,INV,675,KENNEDYS,03241100,NET ASSETS,Long Term Liabilities,Provisions (Long Term),B2000,Expenditure
2,2024-10-07 00:00:00,0014902509,INV,1077.9,KENNEDYS,03241100,NET ASSETS,Long Term Liabilities,Provisions (Long Term),B2000,Expenditure
3,2024-10-14 00:00:00,0014902531,INV,1130,CRAWFORD & COMPANY ADJUSTERS,04094100,NET ASSETS,Long Term Liabilities,Provisions (Long Term),B2000,Expenditure
4,2024-10-14 00:00:00,0014902532,INV,880,CRAWFORD & COMPANY ADJUSTERS,04094100,NET ASSETS,Long Term Liabilities,Provisions (Long Term),B2000,Expenditure
5,2024-10-24 00:00:00,0016960974,INV,350,CRAWFORD & COMPANY ADJUSTERS,04094100,NET ASSETS,Long Term Liabilities,Provisions (Long Term),B2000,Expenditure
6,2024-10-17 00:00:00,0014902530,CRN,-133.39,MEARS LTD (DISKETTE),80083400,NET ASSETS,Long Term Liabilities,Provisions (Long Term),B7500,Income
7,2024-10-07 00:00:00,0016959624,INV,11540.76,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Liabilities,Short Term Creditors,B2000,Expenditure
8,2024-10-29 00:00:00,0030275485,INV,13463.48,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Liabilities,Short Term Creditors,B2000,Expenditure
9,2024-10-28 00:00:00,0014902548,INV,1297,EDENRED,02686200,NET ASSETS,Current Liabilities,Short Term Creditors,B2000,Expenditure
10,2024-10-07 00:00:00,0016959624,INV,9469.5,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
11,2024-10-07 00:00:00,0016959624,INV,509.28,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
12,2024-10-29 00:00:00,0030275485,INV,5182.41,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
13,2024-10-07 00:00:00,0016959624,INV,205.04,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
14,2024-10-07 00:00:00,0016959624,INV,2503.62,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
15,2024-10-07 00:00:00,0016959624,INV,205.04,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
16,2024-10-07 00:00:00,0016959624,INV,341.74,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
17,2024-10-29 00:00:00,0030275485,INV,96.26,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
18,2024-10-07 00:00:00,0016959624,INV,964.03,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
19,2024-10-07 00:00:00,0016959624,INV,264.34,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
20,2024-10-07 00:00:00,0016959624,INV,199.56,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
21,2024-10-07 00:00:00,0016959624,INV,230.18,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
22,2024-10-07 00:00:00,0016959624,INV,205.04,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
23,2024-10-07 00:00:00,0016959624,INV,205.04,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
24,2024-10-07 00:00:00,0016959624,INV,205.04,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
25,2024-10-07 00:00:00,0016959624,INV,205.04,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
26,2024-10-29 00:00:00,0030275485,INV,1811.74,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
27,2024-10-29 00:00:00,0030275485,INV,285.82,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
