Line,Clearance Date,Reference,Type,Value,Supplier or Redacted Statement,Supplier No.,Directorate/Balance Sheet Heading,Area of Spend,Service Level,Expense Code,Expense Description
42,2024-04-18 00:00:00,0041326927,INV,4500,ARRIVA KENT & SURREY LTD,01402900,NET ASSETS,Current Assets,Inventories,B2000,Expenditure
43,2024-04-04 00:00:00,0030274032,INV,-1402.24,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
44,2024-04-04 00:00:00,0030274032,INV,1576.68,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
45,2024-04-04 00:00:00,0030274032,INV,155.97,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
46,2024-04-04 00:00:00,0030274032,INV,124319.36,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
47,2024-04-04 00:00:00,0030274032,INV,2223.85,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
48,2024-04-04 00:00:00,0030274032,INV,120234.1,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B7500,Income
49,2024-04-22 00:00:00,0030274161,INV,-5240.92,G A HARPER LTD,80047200,NET ASSETS,Current Liabilities,Short Term Creditors,B2000,Expenditure
50,2024-04-18 00:00:00,0014901777,INV,-7444.56,PERFECT HOMES LTD,80166200,NET ASSETS,Current Liabilities,Short Term Creditors,B2000,Expenditure
51,2024-04-29 00:00:00,0030274211,INV,-834.69,PERFECT HOMES LTD,80166200,NET ASSETS,Current Liabilities,Short Term Creditors,B2000,Expenditure
52,2024-04-29 00:00:00,0030274212,INV,-276.8,BREHENY CIVIL ENGINEERING LTD,80079500,NET ASSETS,Current Liabilities,Short Term Creditors,B7500,Income
53,2024-04-16 00:00:00,0030274116,INV,-1394.68,F M CONWAY LIMITED,80048300,NET ASSETS,Current Liabilities,Short Term Creditors,B7500,Income
54,2024-04-08 00:00:00,0030274073,INV,643761,CLIENT A/C PINSENT MASONS LLP,13764200,NET ASSETS,Current Liabilities,Short Term Creditors,B2000,Expenditure
55,2024-04-04 00:00:00,0014901716,INV,36754.83,HOO ST WERBURGH PARISH COUNCIL,01124600,NET ASSETS,Long Term Liabilities,Capital Grants & Contributions,B2000,Expenditure
56,2024-04-04 00:00:00,0014901716,INV,19397.13,HOO ST WERBURGH PARISH COUNCIL,01124600,NET ASSETS,Long Term Liabilities,Capital Grants & Contributions,B2000,Expenditure
57,2024-04-04 00:00:00,0014901716,INV,3848.04,HOO ST WERBURGH PARISH COUNCIL,01124600,TOTAL RESERVES,Usable Reserves,Usable Reserves,B2000,Expenditure
58,2024-04-08 00:00:00,0014620405,INV,225,MICHAEL PARKES SURVEYORS LTD,02065600,TOTAL RESERVES,Usable Reserves,Usable Reserves,B2000,Expenditure
59,2024-04-11 00:00:00,0041326424,INV,902,MEDWAY NORSE LTD,03759400,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
60,2024-04-15 00:00:00,0041326556,INV,2889,BAILEY PARTNERSHIP (CONSULTANTS) LLP,02743600,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,BASIC NEEDS,C1400,Design Fees
61,2024-04-18 00:00:00,0014901777,INV,148891.12,PERFECT HOMES LTD,80166200,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,BASIC NEEDS,C1500,Building Works
62,2024-04-23 00:00:00,0041327168,INV,89756.47,LEIGH ACADEMIES TRUST,13787500,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,BASIC NEEDS,C1500,Building Works
63,2024-04-29 00:00:00,0030274211,INV,55644.16,PERFECT HOMES LTD,80166200,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,BASIC NEEDS,C1500,Building Works
64,2024-04-04 00:00:00,0014901683,INV,146461.53,G A HARPER LTD,80047200,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,BASIC NEEDS,C1500,Building Works
65,2024-04-22 00:00:00,0030274161,INV,104818.39,G A HARPER LTD,80047200,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,BASIC NEEDS,C1500,Building Works
66,2024-04-15 00:00:00,0041326591,INV,5340,BAILEY PARTNERSHIP (CONSULTANTS) LLP,02743600,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,BASIC NEEDS,C2700,ExtConsultFees
67,2024-04-09 00:00:00,0041326285,INV,4860,BAILEY PARTNERSHIP (CONSULTANTS) LLP,02743600,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1400,Design Fees
68,2024-04-04 00:00:00,0041325793,INV,31292.8,BAILEY PARTNERSHIP (CONSULTANTS) LLP,02743600,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1400,Design Fees
69,2024-04-18 00:00:00,0041326608,INV,6336,BAILEY PARTNERSHIP (CONSULTANTS) LLP,02743600,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1400,Design Fees
70,2024-04-18 00:00:00,0041326609,INV,1375,BAILEY PARTNERSHIP (CONSULTANTS) LLP,02743600,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1400,Design Fees
71,2024-04-18 00:00:00,0041326610,INV,566.5,BAILEY PARTNERSHIP (CONSULTANTS) LLP,02743600,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1400,Design Fees
72,2024-04-11 00:00:00,0041326286,INV,3920,BAILEY PARTNERSHIP (CONSULTANTS) LLP,02743600,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,BASIC NEEDS,C1500,Building Works
73,2024-04-22 00:00:00,0041327051,INV,24875,NEILCOTT CONSTRUCTION LTD,80147400,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,BASIC NEEDS,C1500,Building Works
74,2024-04-16 00:00:00,0041326515,INV,27737.66,PORTAKABIN LTD,80165800,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,BASIC NEEDS,C1500,Building Works
75,2024-04-04 00:00:00,0041325970,INV,738.3,HAZLE MCCORMACK YOUNG,03287200,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,BASIC NEEDS,C1400,Design Fees
76,2024-04-15 00:00:00,0041326516,INV,13758.75,HAZLE MCCORMACK YOUNG,03287200,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,BASIC NEEDS,C1400,Design Fees
77,2024-04-18 00:00:00,0041326908,INV,2887,INSPIRE ACADEMY,03839000,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1500,Building Works
78,2024-04-23 00:00:00,0041327188,INV,43238,INSPIRE ACADEMY,03839000,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1500,Building Works
79,2024-04-09 00:00:00,0041326277,INV,9821.9,BAILEY PARTNERSHIP (CONSULTANTS) LLP,02743600,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1400,Design Fees
80,2024-04-16 00:00:00,0041326514,INV,14967.53,PORTAKABIN LTD,80165800,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SEN STRATEGY,C1500,Building Works
81,2024-04-04 00:00:00,0041325817,INV,22880,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
82,2024-04-08 00:00:00,0041326079,INV,1901.46,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
83,2024-04-04 00:00:00,0041325814,INV,8415,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
84,2024-04-04 00:00:00,0041325815,INV,3432,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
85,2024-04-29 00:00:00,0016953325,INV,43560,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
86,2024-04-09 00:00:00,0014620406,INV,1072.24,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
87,2024-04-08 00:00:00,0014901479,INV,1564.89,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
88,2024-04-09 00:00:00,0014620406,INV,150.69,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
89,2024-04-08 00:00:00,0014901479,INV,210.1,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
90,2024-04-04 00:00:00,0030274030,INV,1713.11,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
91,2024-04-08 00:00:00,0030274041,INV,753.45,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
92,2024-04-08 00:00:00,0014901479,INV,1231.85,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
93,2024-04-08 00:00:00,0030274057,INV,1971.03,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
94,2024-04-04 00:00:00,0030274030,INV,4255.75,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
95,2024-04-08 00:00:00,0030274041,INV,1093.8,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
96,2024-04-09 00:00:00,0014620406,INV,2155.57,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
97,2024-04-08 00:00:00,0030274041,INV,2362.27,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
98,2024-04-08 00:00:00,0030274057,INV,1011.05,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
99,2024-04-09 00:00:00,0014620406,INV,1209.48,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
100,2024-04-08 00:00:00,0014901479,INV,3637.9,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
101,2024-04-04 00:00:00,0030274030,INV,311.82,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
102,2024-04-08 00:00:00,0014901479,INV,2229.97,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
103,2024-04-08 00:00:00,0030274057,INV,1908.96,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
104,2024-04-09 00:00:00,0014620406,INV,4339.29,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
105,2024-04-04 00:00:00,0030274030,INV,1426.5,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
106,2024-04-08 00:00:00,0030274041,INV,4762.23,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
107,2024-04-08 00:00:00,0030274061,INV,13014.04,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
108,2024-04-08 00:00:00,0030274041,INV,329.84,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
109,2024-04-09 00:00:00,0014620406,INV,8752.46,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
110,2024-04-08 00:00:00,0014901479,INV,11237.46,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
111,2024-04-08 00:00:00,0030274057,INV,5871.65,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
112,2024-04-09 00:00:00,0014620406,INV,11058.99,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
113,2024-04-08 00:00:00,0014901479,INV,15406.35,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
114,2024-04-08 00:00:00,0030274057,INV,5065.07,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
115,2024-04-11 00:00:00,0041324294,INV,4209.09,DUNSFOLD ASSOCIATES LTD,03782800,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
116,2024-04-11 00:00:00,0041326322,INV,3552.18,DUNSFOLD ASSOCIATES LTD,03782800,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
117,2024-04-11 00:00:00,0041326417,INV,820,DUNSFOLD ASSOCIATES LTD,03782800,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
118,2024-04-04 00:00:00,0041325740,INV,327,PHOENIX COMPLIANCY MANAGEMENT,13797700,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
119,2024-04-08 00:00:00,0041326057,INV,305.2,PHOENIX COMPLIANCY MANAGEMENT,13797700,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
120,2024-04-08 00:00:00,0030274059,INV,5621.89,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
121,2024-04-08 00:00:00,0030274060,INV,15604.82,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
122,2024-04-15 00:00:00,0016952925,INV,11069.49,MEARS LTD (DISKETTE),80083400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
123,2024-04-15 00:00:00,0041325486,INV,16915.83,JASCOM ELECTRICAL CONTRACTORS LTD,80104100,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
124,2024-04-08 00:00:00,0041326069,INV,5506.15,JASCOM ELECTRICAL CONTRACTORS LTD,80104100,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
125,2024-04-11 00:00:00,0030274088,INV,247727.74,BREYER GROUP PLC,80121800,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
126,2024-04-11 00:00:00,0030274088,INV,-27271.83,BREYER GROUP PLC,80121800,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
127,2024-04-04 00:00:00,0041325785,INV,240,LIFESTYLE (KENT) LTD,70014900,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
128,2024-04-04 00:00:00,0041325786,INV,310,LIFESTYLE (KENT) LTD,70014900,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
129,2024-04-04 00:00:00,0041325791,INV,570,KV PROPERTY DEVELOPERS LTD,70091600,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
130,2024-04-08 00:00:00,0041326020,INV,7330,HOME ADAPTATIONS SOUTH EAST LTD,70050400,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
131,2024-04-11 00:00:00,0041326334,INV,3760,ASCENDIT  LIFTS LTD,70023700,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
132,2024-04-04 00:00:00,0041325784,INV,290,LIFESTYLE (KENT) LTD,70014900,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C1500,Building Works
133,2024-04-11 00:00:00,0041326436,INV,2700,FAITHORN FARRELL TIMMS LLP,02128300,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C0400,Design Fees External (New)
134,2024-04-25 00:00:00,0041326997,INV,9650,FAITHORN FARRELL TIMMS LLP,02128300,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C0400,Design Fees External (New)
135,2024-04-25 00:00:00,0041326998,INV,4000,FAITHORN FARRELL TIMMS LLP,02128300,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C0400,Design Fees External (New)
136,2024-04-11 00:00:00,0041326437,INV,596000,MEDWAY DEVELOPMENT COMPANY LTD,13717800,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,HOUSING REVENUE ACCOUNT,C0500,BldgWorks-Main
137,2024-04-04 00:00:00,0041325359,INV,6900,PEGA LTD,01266000,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C1500,Building Works
138,2024-04-04 00:00:00,0041325828,INV,11200,PEGA LTD,01266000,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C1500,Building Works
139,2024-04-11 00:00:00,0016952572,INV,733.2,DRAX ENERGY SOLUTIONS LTD,04091700,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C0900,BuildingPurcha
140,2024-04-11 00:00:00,0016952573,INV,833.7,DRAX ENERGY SOLUTIONS LTD,04091700,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C0900,BuildingPurcha
141,2024-04-11 00:00:00,0016952574,INV,555.34,DRAX ENERGY SOLUTIONS LTD,04091700,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C0900,BuildingPurcha
142,2024-04-11 00:00:00,0016952575,INV,649.71,DRAX ENERGY SOLUTIONS LTD,04091700,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C0900,BuildingPurcha
