Line,Clearance Date,Reference,Type,Value,Supplier or Redacted Statement,Supplier No.,Directorate/Balance Sheet Heading,Area of Spend,Service Level,Expense Code,Expense Description
1581,2024-05-23 00:00:00,0019039620,INV,400.4,PHOENIX EDUCATION DAY NURSERY LTD,02852500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1582,2024-05-23 00:00:00,0014833596,INV,1208.58,CASTLE VIEW DAY NURSERY,00502000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1583,2024-05-23 00:00:00,0014833599,INV,269.5,2JS PRESCHOOL - GILLINGHAM,03797100,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1584,2024-05-23 00:00:00,0014833600,INV,269.5,2JS PRESCHOOL - GILLINGHAM,03797100,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1585,2024-05-23 00:00:00,0014833601,INV,269.5,2JS PRESCHOOL - GILLINGHAM,03797100,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1586,2024-05-23 00:00:00,0014833602,INV,377.3,2JS PRESCHOOL - GILLINGHAM,03797100,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1587,2024-05-23 00:00:00,0019039626,INV,431.2,2JS PRESCHOOL - STROOD,01245300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1588,2024-05-23 00:00:00,0014833604,INV,377.3,2JS PRESCHOOL - GILLINGHAM,03797100,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1589,2024-05-23 00:00:00,0014833608,INV,385,2JS PRESCHOOL - GILLINGHAM,03797100,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1590,2024-05-23 00:00:00,0014833575,INV,415.8,ST WILLIAMS PRE-SCHOOL,03117500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1591,2024-05-23 00:00:00,0014833580,INV,300.3,HAPPY BUNNIES,03416000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1592,2024-05-23 00:00:00,0014833581,INV,300.3,HAPPY BUNNIES,03416000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1593,2024-05-23 00:00:00,0014833593,INV,364.36,JACK AND JILL PLAYGROUP,00631800,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1594,2024-05-23 00:00:00,0019039622,INV,377.3,2JS PRESCHOOL - STROOD,01245300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1595,2024-05-23 00:00:00,0019039623,INV,354.2,2JS PRESCHOOL - STROOD,01245300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1596,2024-05-23 00:00:00,0019039624,INV,354.2,2JS PRESCHOOL - STROOD,01245300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1597,2024-05-23 00:00:00,0019039625,INV,354.2,2JS PRESCHOOL - STROOD,01245300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1598,2024-05-21 00:00:00,0019039540,INV,349.07,JACK AND JILL PLAYGROUP,00631800,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1599,2024-05-23 00:00:00,0014833603,INV,377.3,2JS PRESCHOOL - GILLINGHAM,03797100,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1600,2024-05-23 00:00:00,0019039628,INV,431.2,2JS PRESCHOOL - STROOD,01245300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1601,2024-05-23 00:00:00,0019039629,INV,462,2JS PRESCHOOL - STROOD,01245300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1602,2024-05-23 00:00:00,0019039630,INV,462,2JS PRESCHOOL - STROOD,01245300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1603,2024-05-23 00:00:00,0019039631,INV,462,2JS PRESCHOOL - STROOD,01245300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1604,2024-05-23 00:00:00,0019039632,INV,438.9,2JS PRESCHOOL - STROOD,01245300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1605,2024-05-23 00:00:00,0019039633,INV,438.9,2JS PRESCHOOL - STROOD,01245300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1606,2024-05-23 00:00:00,0019039634,INV,446.6,2JS PRESCHOOL - STROOD,01245300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1607,2024-05-23 00:00:00,0019039635,INV,446.6,2JS PRESCHOOL - STROOD,01245300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1608,2024-05-23 00:00:00,0019039636,INV,385,2JS PRESCHOOL - STROOD,01245300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1609,2024-05-23 00:00:00,0019039637,INV,385,2JS PRESCHOOL - STROOD,01245300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1610,2024-05-23 00:00:00,0019039638,INV,431.2,2JS PRESCHOOL - STROOD,01245300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1611,2024-05-23 00:00:00,0019039639,INV,431.2,2JS PRESCHOOL - STROOD,01245300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1612,2024-05-23 00:00:00,0019039640,INV,400.4,2JS PRESCHOOL - STROOD,01245300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1613,2024-05-23 00:00:00,0019039641,INV,400.4,2JS PRESCHOOL - STROOD,01245300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1614,2024-05-23 00:00:00,0019039642,INV,431.2,2JS PRESCHOOL - STROOD,01245300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1615,2024-05-23 00:00:00,0019039643,INV,431.2,2JS PRESCHOOL - STROOD,01245300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1616,2024-05-23 00:00:00,0019039644,INV,446.6,2JS PRESCHOOL - STROOD,01245300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1617,2024-05-23 00:00:00,0019039647,INV,366.52,KESTREL UNDER 5'S PLAYGROUP,00498100,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1618,2024-05-23 00:00:00,0019039648,INV,366.52,KESTREL UNDER 5'S PLAYGROUP,00498100,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1619,2024-05-23 00:00:00,0019039649,INV,418.88,KESTREL UNDER 5'S PLAYGROUP,00498100,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1620,2024-05-23 00:00:00,0019039650,INV,418.88,KESTREL UNDER 5'S PLAYGROUP,00498100,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1621,2024-05-23 00:00:00,0019039657,INV,308,CRESTWAY PRE-SCHOOL LTD,00570900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1622,2024-05-23 00:00:00,0019039658,INV,271.96,CRESTWAY PRE-SCHOOL LTD,00570900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1623,2024-05-23 00:00:00,0019039660,INV,446.6,CRESTWAY PRE-SCHOOL LTD,00570900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1624,2024-05-21 00:00:00,0019039550,INV,462,SMILERS PRE-SCHOOL,01661800,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1625,2024-05-21 00:00:00,0019039551,INV,462,SMILERS PRE-SCHOOL,01661800,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1626,2024-05-21 00:00:00,0019039559,INV,259.23,JAKS NURSERY LTD,14321100,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1627,2024-05-23 00:00:00,0019039617,INV,415.8,ST WILLIAMS PRE-SCHOOL,03117500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1628,2024-05-23 00:00:00,0019039651,INV,277.2,HAPPY BUNNIES,03416000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1629,2024-05-23 00:00:00,0019039652,INV,277.2,HAPPY BUNNIES,03416000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1630,2024-05-23 00:00:00,0019039655,INV,2587.2,ABACUS CHILDRENS NURSERIES LTD,02291900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1631,2024-05-23 00:00:00,0019039662,INV,326.48,DOCKSIDE DAY NURSERY & PRE SCH,13710000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1632,2024-05-23 00:00:00,0019039663,INV,326.48,DOCKSIDE DAY NURSERY & PRE SCH,13710000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1633,2024-05-23 00:00:00,0019039664,INV,326.48,DOCKSIDE DAY NURSERY & PRE SCH,13710000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1634,2024-05-23 00:00:00,0019039665,INV,326.48,DOCKSIDE DAY NURSERY & PRE SCH,13710000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1635,2024-05-30 00:00:00,0019040859,INV,508.2,ST MARYS DAY NURSERY,00571700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1636,2024-05-30 00:00:00,0019040862,INV,338.8,ST WILLIAMS PRE-SCHOOL,03117500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1637,2024-05-30 00:00:00,0019040863,INV,338.8,ST WILLIAMS PRE-SCHOOL,03117500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1638,2024-05-30 00:00:00,0019040873,INV,385,PARKWOOD PRE-SCHOOL,01031700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1639,2024-05-30 00:00:00,0019040872,INV,369.6,PARKWOOD PRE-SCHOOL,01031700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1640,2024-05-30 00:00:00,0019040865,INV,377.3,2JS PRESCHOOL - STROOD,01245300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1641,2024-05-30 00:00:00,0019040864,INV,446.6,2JS PRESCHOOL - STROOD,01245300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1642,2024-05-07 00:00:00,0041327727,INV,1100,CG PSYCHOLOGY SERVICES LTD,04201400,CHILDREN AND ADULTS,EDUCATION,EDUCATION,35000,HR Approved Ag
1643,2024-05-07 00:00:00,0041327846,INV,1100,FIRST STEP PSYCHOLOGY,04201500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,35000,HR Approved Ag
1644,2024-05-02 00:00:00,0041327674,INV,2200,CASCADE PSYCHOLOGY LTD,14393500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,35000,HR Approved Ag
1645,2024-05-20 00:00:00,0041328828,INV,1400,SEVEN RESOURCING LTD,03500200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,35000,HR Approved Ag
1646,2024-05-21 00:00:00,0041328997,INV,1400,SEVEN RESOURCING LTD,03500200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,35000,HR Approved Ag
1647,2024-05-16 00:00:00,0041328522,INV,2200,FIRST STEP PSYCHOLOGY,04201500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,35000,HR Approved Ag
1648,2024-05-16 00:00:00,0041328581,INV,1400,SEVEN RESOURCING LTD,03500200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,35000,HR Approved Ag
1649,2024-05-21 00:00:00,0041329035,INV,1400,SEVEN RESOURCING LTD,03500200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,35000,HR Approved Ag
1650,2024-05-23 00:00:00,0041329020,INV,1100,CG PSYCHOLOGY SERVICES LTD,04201400,CHILDREN AND ADULTS,EDUCATION,EDUCATION,35000,HR Approved Ag
1651,2024-05-16 00:00:00,0041328582,INV,1400,SEVEN RESOURCING LTD,03500200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,35000,HR Approved Ag
1652,2024-05-16 00:00:00,0041328583,INV,1400,SEVEN RESOURCING LTD,03500200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,35000,HR Approved Ag
1653,2024-05-20 00:00:00,0041328884,INV,1100,FIRST STEP PSYCHOLOGY,04201500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,35000,HR Approved Ag
1654,2024-05-16 00:00:00,0041328367,INV,1100,PSYCHOLOGY COLLABORATIVE LTD,04201600,CHILDREN AND ADULTS,EDUCATION,EDUCATION,35000,HR Approved Ag
1655,2024-05-02 00:00:00,0041327556,INV,1100,CG PSYCHOLOGY SERVICES LTD,04201400,CHILDREN AND ADULTS,EDUCATION,EDUCATION,35200,Special Fees
1656,2024-05-20 00:00:00,0041328759,INV,515.01,HAMPSHIRE COUNTY COUNCIL,01092900,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,42000,PaymentstoOLAs
1657,2024-05-28 00:00:00,0041329058,INV,91000,THE FORWARD TRUST,14410900,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,46000,Private Contra
1658,2024-05-28 00:00:00,0041329059,INV,17812.04,THE FORWARD TRUST,14410900,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,46000,Private Contra
1659,2024-05-09 00:00:00,0019038940,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1660,2024-05-09 00:00:00,0019038941,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1661,2024-05-09 00:00:00,0019038942,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1662,2024-05-09 00:00:00,0019038943,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1663,2024-05-09 00:00:00,0019038944,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1664,2024-05-09 00:00:00,0019038945,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1665,2024-05-09 00:00:00,0019038947,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1666,2024-05-09 00:00:00,0019038948,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1667,2024-05-09 00:00:00,0019038949,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1668,2024-05-09 00:00:00,0019038950,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1669,2024-05-09 00:00:00,0019038951,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1670,2024-05-09 00:00:00,0019038953,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1671,2024-05-09 00:00:00,0019038954,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1672,2024-05-09 00:00:00,0019038955,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1673,2024-05-09 00:00:00,0019038956,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1674,2024-05-09 00:00:00,0019038957,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1675,2024-05-09 00:00:00,0019038946,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1676,2024-05-09 00:00:00,0019038959,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1677,2024-05-09 00:00:00,0019038960,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1678,2024-05-09 00:00:00,0019038961,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1679,2024-05-09 00:00:00,0019038962,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1680,2024-05-09 00:00:00,0019038963,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1681,2024-05-09 00:00:00,0019038952,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1682,2024-05-09 00:00:00,0019038965,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1683,2024-05-09 00:00:00,0019038966,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1684,2024-05-09 00:00:00,0019038967,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1685,2024-05-09 00:00:00,0019038968,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1686,2024-05-09 00:00:00,0019038969,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1687,2024-05-09 00:00:00,0019038958,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1688,2024-05-09 00:00:00,0019038971,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1689,2024-05-09 00:00:00,0019038972,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1690,2024-05-09 00:00:00,0019038973,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1691,2024-05-09 00:00:00,0019038974,INV,2697,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1692,2024-05-09 00:00:00,0019038975,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1693,2024-05-09 00:00:00,0019038964,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1694,2024-05-09 00:00:00,0019038977,INV,840,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1695,2024-05-09 00:00:00,0019038978,INV,840,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1696,2024-05-09 00:00:00,0019038979,INV,840,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1697,2024-05-09 00:00:00,0019038980,INV,840,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1698,2024-05-09 00:00:00,0019038981,INV,840,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1699,2024-05-09 00:00:00,0019038970,INV,1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1700,2024-05-09 00:00:00,0019038983,INV,630,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1701,2024-05-09 00:00:00,0019038984,INV,630,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1702,2024-05-09 00:00:00,0019038985,INV,420,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1703,2024-05-09 00:00:00,0019039117,CRN,-899,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1704,2024-05-09 00:00:00,0019039118,CRN,-1798,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1705,2024-05-09 00:00:00,0019038976,INV,2697,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1706,2024-05-09 00:00:00,0019039119,CRN,-2697,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1707,2024-05-09 00:00:00,0019039120,CRN,-899,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1708,2024-05-13 00:00:00,0019039205,INV,22916.25,ROWANS AP ACADEMY,04158000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1709,2024-05-13 00:00:00,0019039206,INV,23425.5,ROWANS AP ACADEMY,04158000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1710,2024-05-13 00:00:00,0019039207,INV,22407,ROWANS AP ACADEMY,04158000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1711,2024-05-09 00:00:00,0019038982,INV,840,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1712,2024-05-20 00:00:00,0030274429,INV,12000,ROWANS AP ACADEMY,04158000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1713,2024-05-20 00:00:00,0030274430,INV,15000,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1714,2024-05-13 00:00:00,0019039204,INV,1500,ROWANS AP ACADEMY,04158000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1715,2024-05-16 00:00:00,0041328056,INV,0.01,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1716,2024-05-20 00:00:00,0030274429,INV,43333.33,ROWANS AP ACADEMY,04158000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1717,2024-05-20 00:00:00,0030274430,INV,23333.33,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1718,2024-05-16 00:00:00,0041328053,INV,2223.85,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1719,2024-05-16 00:00:00,0041328054,INV,6757.66,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1720,2024-05-16 00:00:00,0041328055,INV,2223.85,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1721,2024-05-16 00:00:00,0041328056,INV,6757.66,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1722,2024-05-13 00:00:00,0019039173,INV,7833.34,ROWANS AP ACADEMY,04158000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1723,2024-05-13 00:00:00,0019039174,INV,10307.29,ROWANS AP ACADEMY,04158000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1724,2024-05-13 00:00:00,0019039175,INV,11000,ROWANS AP ACADEMY,04158000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1725,2024-05-17 00:00:00,0030274428,INV,38333.33,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1726,2024-05-16 00:00:00,0041328014,INV,6545,SERVECO LTD,14214900,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,46000,Private Contra
1727,2024-05-28 00:00:00,0041328772,INV,4166.5,RESET-21 CIC,14483100,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,46000,Private Contra
1728,2024-05-28 00:00:00,0041328773,INV,833.33,RESET-21 CIC,14483100,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,46000,Private Contra
1729,2024-05-23 00:00:00,0041329054,INV,7339.4,THE FORWARD TRUST,14410900,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,46000,Private Contra
1730,2024-05-23 00:00:00,0041329056,INV,3320.16,THE FORWARD TRUST,14410900,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,46000,Private Contra
1731,2024-05-23 00:00:00,0041329062,INV,7500,PATHWAYS TO INDEPENDENCE,03912100,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,46000,Private Contra
1732,2024-05-13 00:00:00,0041328444,INV,2201.58,PELLINGS LLP,02760800,CHILDREN AND ADULTS,EDUCATION,EDUCATION,35200,Special Fees
1733,2024-05-07 00:00:00,0041328023,INV,3608.75,HAZLE MCCORMACK YOUNG,03287200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,35200,Special Fees
1734,2024-05-23 00:00:00,0014901876,INV,1267.5,BAREFOOT SAFETY & LEISURE SOLUTIONS,14324200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,35200,Special Fees
1735,2024-05-23 00:00:00,0014901873,INV,245,HAWKSAFE LIMITED,14207100,CHILDREN AND ADULTS,EDUCATION,EDUCATION,35200,Special Fees
1736,2024-05-23 00:00:00,0041329074,INV,6218,ENERGY & COMPLIANCE TECHNOLOGY LTD,14275600,CHILDREN AND ADULTS,EDUCATION,EDUCATION,36402,Computer Soft
