Line,Clearance Date,Reference,Type,Value,Supplier or Redacted Statement,Supplier No.,Directorate/Balance Sheet Heading,Area of Spend,Service Level,Expense Code,Expense Description,,
105,2025-02-27 00:00:00,0041348323,INV,7670,REDACTED PERSONAL DATA,14461600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608625,DFG MANDATORY DFG Mandarory DFG Mandatory
106,2025-02-10 00:00:00,0041346893,INV,570,REDACTED PERSONAL DATA,70092600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608627,DFG MANDATORY DFG Mandarory DFG Mandatory
107,2025-02-06 00:00:00,0041346453,INV,3490,REDACTED PERSONAL DATA,14461600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608632,DFG MANDATORY DFG Mandarory DFG Mandatory
108,2025-02-03 00:00:00,0041345962,INV,3542,REDACTED PERSONAL DATA,70023700,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608632,DFG MANDATORY DFG Mandarory DFG Mandatory
109,2025-02-13 00:00:00,0041346986,INV,7919,REDACTED PERSONAL DATA,70091000,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608635,DFG MANDATORY DFG Mandatory
110,2025-02-13 00:00:00,0041346986,INV,1000,REDACTED PERSONAL DATA,70091000,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608635,DFG MANDATORY DFG Mandatory
111,2025-02-27 00:00:00,0041348142,INV,6472,REDACTED PERSONAL DATA,70035800,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608643,DFG MANDATORY DFG Mandatory
112,2025-02-03 00:00:00,0041345959,INV,1650,REDACTED PERSONAL DATA,14461600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608648,DFG MANDATORY DFG Mandarory DFG Mandatory
113,2025-02-03 00:00:00,0041345899,INV,7030,REDACTED PERSONAL DATA,04025600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608650,DFG MANDATORY DFG Mandarory DFG Mandatory
114,2025-02-27 00:00:00,0041348205,INV,10295,REDACTED PERSONAL DATA,04025600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608653,DFG MANDATORY DFG Mandarory DFG Mandatory
115,2025-02-27 00:00:00,0041348205,INV,120,REDACTED PERSONAL DATA,04025600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608653,DFG MANDATORY DFG Mandarory DFG Mandatory
116,2025-02-20 00:00:00,0041347532,INV,482,REDACTED PERSONAL DATA,70091000,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608658,DFG MANDATORY DFG Mandatory
117,2025-02-27 00:00:00,0041348321,INV,9480,REDACTED PERSONAL DATA,70050400,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608661,DFG MANDATORY DFG Mandarory DFG Mandatory
118,2025-02-10 00:00:00,0041346736,INV,13027,REDACTED PERSONAL DATA,70093100,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608665,DFG MANDATORY DFG Mandarory DFG Mandatory
119,2025-02-27 00:00:00,0041348319,INV,13360,REDACTED PERSONAL DATA,70092900,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608670,DFG MANDATORY DFG Mandatory
120,2025-02-06 00:00:00,0041346552,INV,14087,REDACTED PERSONAL DATA,70091000,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608671,DFG MANDATORY DFG Mandarory DFG Mandatory
121,2025-02-06 00:00:00,0041346553,INV,320,REDACTED PERSONAL DATA,70091000,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608671,DFG MANDATORY DFG Mandarory DFG Mandatory
122,2025-02-11 00:00:00,0041346994,INV,670,REDACTED PERSONAL DATA,70091000,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608671,DFG MANDATORY DFG Mandarory DFG Mandatory
123,2025-02-20 00:00:00,0041347536,INV,6687,REDACTED PERSONAL DATA,70035800,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608671,DFG MANDATORY DFG Mandarory DFG Mandatory
124,2025-02-20 00:00:00,0041347821,INV,1400,REDACTED PERSONAL DATA,14461600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608678,DFG MANDATORY DFG Mandarory DFG Mandatory
125,2025-02-24 00:00:00,0041347891,INV,7445,REDACTED PERSONAL DATA,14461600,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608678,DFG MANDATORY DFG Mandarory DFG Mandatory
126,2025-02-27 00:00:00,0041348326,INV,3883,REDACTED PERSONAL DATA,70023700,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608679,DFG MANDATORY DFG Mandatory
127,2025-02-11 00:00:00,0041346992,INV,7123,REDACTED PERSONAL DATA,70035800,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608680,DFG MANDATORY DFG Mandarory DFG Mandatory
128,2025-02-03 00:00:00,0041345945,INV,3034,REDACTED PERSONAL DATA,70035800,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C7000,CapitalGrants&,9E205C7000608681,DFG MANDATORY DFG Mandatory
129,2025-02-10 00:00:00,0041346827,INV,423.61,MOVE REPORTS UK,14569200,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C0900,BuildingPurcha,9E207C0900000000,TEMP ACC PILOT Build Purch
130,2025-02-13 00:00:00,0041347041,INV,1650,MEDWAY NORSE LTD,03759400,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C0900,BuildingPurcha,9E207C0900000000,TEMP ACC PILOT Build Purch
131,2025-02-18 00:00:00,0041347501,INV,280,MICHAEL PARKES SURVEYORS LTD,02065600,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C2600,IntTra Legfee,9E207C2600000000,TEMP ACC PILOT Legal Fees
132,2025-02-18 00:00:00,0041347502,INV,280,MICHAEL PARKES SURVEYORS LTD,02065600,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C2600,IntTra Legfee,9E207C2600000000,TEMP ACC PILOT Legal Fees
133,2025-02-18 00:00:00,0041347503,INV,280,MICHAEL PARKES SURVEYORS LTD,02065600,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C2600,IntTra Legfee,9E207C2600000000,TEMP ACC PILOT Legal Fees
134,2025-02-18 00:00:00,0041347505,INV,280,MICHAEL PARKES SURVEYORS LTD,02065600,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C2600,IntTra Legfee,9E207C2600000000,TEMP ACC PILOT Legal Fees
135,2025-02-18 00:00:00,0041347508,INV,280,MICHAEL PARKES SURVEYORS LTD,02065600,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C2600,IntTra Legfee,9E207C2600000000,TEMP ACC PILOT Legal Fees
136,2025-02-18 00:00:00,0041347498,INV,280,MICHAEL PARKES SURVEYORS LTD,02065600,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C2600,IntTra Legfee,9E207C2600000000,TEMP ACC PILOT Legal Fees
137,2025-02-18 00:00:00,0041347499,INV,280,MICHAEL PARKES SURVEYORS LTD,02065600,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C2600,IntTra Legfee,9E207C2600000000,TEMP ACC PILOT Legal Fees
138,2025-02-18 00:00:00,0041347500,INV,280,MICHAEL PARKES SURVEYORS LTD,02065600,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C2600,IntTra Legfee,9E207C2600000000,TEMP ACC PILOT Legal Fees
139,2025-02-06 00:00:00,0030276305,INV,600,SPACE & PLACE,14313400,"REGENERATION, CULT&ENVIRONMENT",CULTURE & COMMUNITY,CULTURE & COMMUNITY,C2700,ExtConsultFees,9L237C2700000000,SPLASHESREPLAC ConsultancyFees
140,2025-02-04 00:00:00,0041346136,INV,33.15,THE FULKER CONSULTANCY LTD,03752500,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C1500,BldngWrksSigns,9L352C1500000000,COZENTON CHALK Building Wks
141,2025-02-04 00:00:00,0041346136,INV,4961.85,THE FULKER CONSULTANCY LTD,03752500,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C1500,BldngWrksSigns,9L352C1500000000,COZENTON CHALK Building Wks
142,2025-02-13 00:00:00,0041346192,INV,307245.21,MARSTON HOLDINGS LTD,03106800,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C1500,BldngWrksSigns,9T036C1500000000,ENFORCEMT CAMS Building Wks
143,2025-02-10 00:00:00,0041346243,INV,6385,PROJECT CENTRE LTD,03925100,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C1500,BldngWrksSigns,9T036C1500000000,ENFORCEMT CAMS Building Wks
144,2025-02-11 00:00:00,0041345026,INV,246374,DENNIS EAGLE LTD,14525500,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,FRONT LINE SERVICES,C3400,Vehicles,9T047C3400000000,WASTE FLEET SC Vehicles
145,2025-02-11 00:00:00,0041345027,INV,246374,DENNIS EAGLE LTD,14525500,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,FRONT LINE SERVICES,C3400,Vehicles,9T047C3400000000,WASTE FLEET SC Vehicles
146,2025-02-11 00:00:00,0041345028,INV,246374,DENNIS EAGLE LTD,14525500,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,FRONT LINE SERVICES,C3400,Vehicles,9T047C3400000000,WASTE FLEET SC Vehicles
147,2025-02-18 00:00:00,0041346351,INV,246374,DENNIS EAGLE LTD,14525500,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,FRONT LINE SERVICES,C3400,Vehicles,9T047C3400000000,WASTE FLEET SC Vehicles
148,2025-02-10 00:00:00,0041346526,INV,246374,DENNIS EAGLE LTD,14525500,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,FRONT LINE SERVICES,C3400,Vehicles,9T047C3400000000,WASTE FLEET SC Vehicles
149,2025-02-27 00:00:00,0041347662,INV,246374,DENNIS EAGLE LTD,14525500,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,FRONT LINE SERVICES,C3400,Vehicles,9T047C3400000000,WASTE FLEET SC Vehicles
150,2025-02-04 00:00:00,0041346231,INV,1687.5,CARTER JONAS LLP,04187800,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C2700,ExtConsultFees,9T480C2700000000,ROCH RIV GROW ConsultancyFees
151,2025-02-06 00:00:00,0041346404,INV,1687.5,CARTER JONAS LLP,04187800,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C2700,ExtConsultFees,9T480C2700000000,ROCH RIV GROW ConsultancyFees
152,2025-02-27 00:00:00,0041348181,INV,972,WOMBLE BOND DICKINSON (UK) LLP,03852800,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C2700,ExtConsultFees,9T480C2700000000,ROCH RIV GROW ConsultancyFees
153,2025-02-27 00:00:00,0041348182,INV,1250,PEEL NRE WATER SERVICES LTD,03665300,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C2700,ExtConsultFees,9T480C2700000000,ROCH RIV GROW ConsultancyFees
154,2025-02-13 00:00:00,0041346359,INV,323.78,MEDWAY NORSE LTD,03759400,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C1800,SiteConditioni,9T491C1800000000,STROODRIVPH1&2 Site Cond
155,2025-02-10 00:00:00,0041346702,INV,575,CASCADE SOFTWARE LTD,01413800,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,FRONT LINE SERVICES,C1500,BldngWrksSigns,9T539C1500000000,MEDWAY TUNNEL Building Wks
156,2025-02-24 00:00:00,0041347962,INV,811,UK POWER NETWORKS OPERATIONS,80086700,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,FRONT LINE SERVICES,C1500,BldngWrksSigns,9T567C1500731000,STREETFURNITUR Lighting Colum
157,2025-02-24 00:00:00,0041347963,INV,1397,UK POWER NETWORKS OPERATIONS,80086700,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,FRONT LINE SERVICES,C1500,BldngWrksSigns,9T567C1500731000,STREETFURNITUR Lighting Colum
158,2025-02-24 00:00:00,0041347964,INV,811,UK POWER NETWORKS OPERATIONS,80086700,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,FRONT LINE SERVICES,C1500,BldngWrksSigns,9T567C1500731000,STREETFURNITUR Lighting Colum
159,2025-02-24 00:00:00,0041347965,INV,1397,UK POWER NETWORKS OPERATIONS,80086700,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,FRONT LINE SERVICES,C1500,BldngWrksSigns,9T567C1500731000,STREETFURNITUR Lighting Colum
160,2025-02-24 00:00:00,0041347966,INV,1397,UK POWER NETWORKS OPERATIONS,80086700,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,FRONT LINE SERVICES,C1500,BldngWrksSigns,9T567C1500731000,STREETFURNITUR Lighting Colum
161,2025-02-24 00:00:00,0041347967,INV,1661,UK POWER NETWORKS OPERATIONS,80086700,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,FRONT LINE SERVICES,C1500,BldngWrksSigns,9T567C1500731000,STREETFURNITUR Lighting Colum
162,2025-02-24 00:00:00,0041347968,INV,1661,UK POWER NETWORKS OPERATIONS,80086700,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,FRONT LINE SERVICES,C1500,BldngWrksSigns,9T567C1500731000,STREETFURNITUR Lighting Colum
163,2025-02-24 00:00:00,0041347970,INV,1661,UK POWER NETWORKS OPERATIONS,80086700,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,FRONT LINE SERVICES,C1500,BldngWrksSigns,9T567C1500731000,STREETFURNITUR Lighting Colum
164,2025-02-18 00:00:00,0041347467,INV,1397,UK POWER NETWORKS OPERATIONS,80086700,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,FRONT LINE SERVICES,C1500,BldngWrksSigns,9T567C1500731000,STREETFURNITUR Lighting Colum
165,2025-02-18 00:00:00,0041347469,INV,811,UK POWER NETWORKS OPERATIONS,80086700,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,FRONT LINE SERVICES,C1500,BldngWrksSigns,9T567C1500731000,STREETFURNITUR Lighting Colum
166,2025-02-10 00:00:00,0041346789,INV,2786,C J BELL HEALTH & SAFETY LTD,03827400,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C1500,BldngWrksSigns,9T596C1500000000,DEBENHAMSREDEV Building Wks
167,2025-02-11 00:00:00,0041346987,INV,15000,MEDWAY DEVELOPMENT COMPANY LTD,13717800,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C2700,ExtConsultFees,9T596C2700000000,DEBENHAMSREDEV ConsultancyFees
168,2025-02-27 00:00:00,0041348274,INV,247.92,MEDWAY NORSE LTD,03759400,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C2700,ExtConsultFees,9T596C2700000000,DEBENHAMSREDEV ConsultancyFees
169,2025-02-06 00:00:00,0041346403,INV,27653.44,CARTER JONAS LLP,04187800,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C2500,Survey&Consult,9T597C2500000000,IPM SUS DEV OP Survey Gen
170,2025-02-10 00:00:00,0041346242,INV,485,PROJECT CENTRE LTD,03925100,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,FRONT LINE SERVICES,C1500,BldngWrksSigns,9T620C1500732037,ACTIVE TRAVEL BldSchStATF
171,2025-02-10 00:00:00,0041346244,INV,3510,PROJECT CENTRE LTD,03925100,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,FRONT LINE SERVICES,C1500,BldngWrksSigns,9T620C1500732037,ACTIVE TRAVEL BldSchStATF
172,2025-02-20 00:00:00,0041347840,INV,10326.38,BAILEY PARTNERSHIP (GROUP) LTD,02743600,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C2700,ExtConsultFees,9T827C2700000000,BROOKTHEATRE ConsultancyFees
173,2025-02-04 00:00:00,0041345728,INV,4625,TELENSA LIMITED,14361200,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,FRONT LINE SERVICES,C1500,BldngWrksSigns,9T988C1500730521,HGHWYSMAINTLTP3 WrksExtStrLight
174,2025-02-06 00:00:00,0041346495,INV,363.75,ROAD SAFETY CONSULTING LTD,03467300,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,FRONT LINE SERVICES,C1300,DsFeesIntSigns,9T989C1300731746,INT TRNSPT LTP3 DesFeesMinorWk
175,2025-02-06 00:00:00,0041346497,INV,363.75,ROAD SAFETY CONSULTING LTD,03467300,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,FRONT LINE SERVICES,C1300,DsFeesIntSigns,9T989C1300731746,INT TRNSPT LTP3 DesFeesMinorWk
176,2025-02-20 00:00:00,0041347180,INV,390.85,ROAD SAFETY CONSULTING LTD,03467300,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,FRONT LINE SERVICES,C1300,DsFeesIntSigns,9T989C1300731831,INT TRNSPT LTP3 DesFeeIn 9T989
177,2025-02-25 00:00:00,0041348021,INV,495,STRUCTURAL REPAIR SOLUTIONS LTD,80847500,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,FRONT LINE SERVICES,C1500,BldngWrksSigns,9T989C1500731220,INT TRNSPT LTP3 BldWkIn
178,2025-02-25 00:00:00,0041348021,INV,1980,STRUCTURAL REPAIR SOLUTIONS LTD,80847500,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,FRONT LINE SERVICES,C1500,BldngWrksSigns,9T989C1500731220,INT TRNSPT LTP3 BldWkIn
179,2025-02-20 00:00:00,0041347818,INV,1018.78,EBBSFLEET MARINE LTD,80167400,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,FRONT LINE SERVICES,C1500,BldngWrksSigns,9T989C1500731220,INT TRNSPT LTP3 BldWkIn
180,2025-02-18 00:00:00,0041347455,INV,695,ADVANCED TRANSPORT RESEARCH,03310600,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,FRONT LINE SERVICES,C1500,BldngWrksSigns,9T989C1500731703,INT TRNSPT LTP3 WatJntDarAve
181,2025-02-06 00:00:00,0041346134,INV,4500,KENT STRUCTURAL & ARCHITECTURAL LTD,80164200,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,FRONT LINE SERVICES,C1500,BldngWrksSigns,9T989C1500731800,INT TRNSPT LTP3 WrksMant 9T989
182,2025-02-18 00:00:00,0041347457,INV,345,ADVANCED TRANSPORT RESEARCH,03310600,"REGENERATION, CULT&ENVIRONMENT",FRONT LINE SERVICES,FRONT LINE SERVICES,C1500,BldngWrksSigns,9T989C1500731906,INT TRNSPT LTP3 BldWksSafAud
183,2025-02-24 00:00:00,0041347903,INV,2200,LEE & SON SURFACING LTD,80168000,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C1500,BldngWrksSigns,9T992C1500000000,RUR ENG PROSP Building Wks
184,2025-02-10 00:00:00,0041346690,INV,16447.5,LSI ARCHITECTS DESIGN LTD,14331200,"REGENERATION, CULT&ENVIRONMENT",REGENERATION,REGENERATION,C2700,ExtConsultFees,9T992C2700000000,RUR ENG PROSP ConsultancyFees
185,2025-02-27 00:00:00,0041348171,INV,4259.52,MEARS LTD (DISKETTE),80083400,ADDITIONAL GOVT SUPPORT EXP,ADDITIONAL GOVT SUPPORT EXP,ADDITIONAL GOVT SUPPORT EXP,38000,Grants General,3088838000888668,CA COVID-19 Grants Gen HSF
186,2025-02-27 00:00:00,0041348171,INV,74.24,MEARS LTD (DISKETTE),80083400,ADDITIONAL GOVT SUPPORT EXP,ADDITIONAL GOVT SUPPORT EXP,ADDITIONAL GOVT SUPPORT EXP,38000,Grants General,3088838000888668,CA COVID-19 Grants Gen HSF
187,2025-02-18 00:00:00,0041347459,INV,12078,NEC SOFTWARE SOLUTIONS UK LTD,03548600,ADDITIONAL GOVT SUPPORT EXP,ADDITIONAL GOVT SUPPORT EXP,ADDITIONAL GOVT SUPPORT EXP,46000,Priv Contract,3088846000888668,CA COVID-19 Pay Priv HSF
188,2025-02-25 00:00:00,0016970709,INV,2214.19,PINNACLE GROUP LTD,14500000,ASSISTANCE PROGRAMMES,ASSISTANCE PROGRAMMES,ASSISTANCE PROGRAMMES,13100,Rent Exp OML,3089113100000000,ACRS Rents External
189,2025-02-11 00:00:00,0016969207,INV,3257,BARGAIN BEDS,14503100,ASSISTANCE PROGRAMMES,ASSISTANCE PROGRAMMES,ASSISTANCE PROGRAMMES,31100,ChildOutreach,3089131100000000,ACRS Equip/Furn/Mats
190,2025-02-03 00:00:00,0041346120,INV,1740,SELLICK PARTNERSHIP LTD,03073900,BUSINESS SUPPORT,LEGAL & CONTRACTS,"LEGAL, LAND CHRGES & LICENSING",35000,HR Approved Ag,4C20135000000000,LEGAL SERVICES HR Approved Agency
191,2025-02-04 00:00:00,0041346290,INV,1631.85,SELLICK PARTNERSHIP LTD,03073900,BUSINESS SUPPORT,LEGAL & CONTRACTS,"LEGAL, LAND CHRGES & LICENSING",35000,HR Approved Ag,4C20135000000000,LEGAL SERVICES HR Approved Agency
192,2025-02-17 00:00:00,0041347232,INV,2220,SELLICK PARTNERSHIP LTD,03073900,BUSINESS SUPPORT,LEGAL & CONTRACTS,"LEGAL, LAND CHRGES & LICENSING",35000,HR Approved Ag,4C20135000000000,LEGAL SERVICES HR Approved Agency
193,2025-02-17 00:00:00,0041347233,INV,2136.14,SELLICK PARTNERSHIP LTD,03073900,BUSINESS SUPPORT,LEGAL & CONTRACTS,"LEGAL, LAND CHRGES & LICENSING",35000,HR Approved Ag,4C20135000000000,LEGAL SERVICES HR Approved Agency
194,2025-02-18 00:00:00,0041345757,INV,200,VENN GROUP LIMITED,02417100,BUSINESS SUPPORT,LEGAL & CONTRACTS,"LEGAL, LAND CHRGES & LICENSING",35000,HR Approved Ag,4C20135000000000,LEGAL SERVICES HR Approved Agency
195,2025-02-18 00:00:00,0041345757,INV,1617.7,VENN GROUP LIMITED,02417100,BUSINESS SUPPORT,LEGAL & CONTRACTS,"LEGAL, LAND CHRGES & LICENSING",35000,HR Approved Ag,4C20135000000000,LEGAL SERVICES HR Approved Agency
196,2025-02-03 00:00:00,0041346116,INV,913.5,SELLICK PARTNERSHIP LTD,03073900,BUSINESS SUPPORT,LEGAL & CONTRACTS,"LEGAL, LAND CHRGES & LICENSING",35000,HR Approved Ag,4C20135000000000,LEGAL SERVICES HR Approved Agency
197,2025-02-03 00:00:00,0041346119,INV,2220,SELLICK PARTNERSHIP LTD,03073900,BUSINESS SUPPORT,LEGAL & CONTRACTS,"LEGAL, LAND CHRGES & LICENSING",35000,HR Approved Ag,4C20135000000000,LEGAL SERVICES HR Approved Agency
198,2025-02-17 00:00:00,0041347312,INV,2220,SELLICK PARTNERSHIP LTD,03073900,BUSINESS SUPPORT,LEGAL & CONTRACTS,"LEGAL, LAND CHRGES & LICENSING",35000,HR Approved Ag,4C20135000000000,LEGAL SERVICES HR Approved Agency
199,2025-02-20 00:00:00,0041347710,INV,2220,SELLICK PARTNERSHIP LTD,03073900,BUSINESS SUPPORT,LEGAL & CONTRACTS,"LEGAL, LAND CHRGES & LICENSING",35000,HR Approved Ag,4C20135000000000,LEGAL SERVICES HR Approved Agency
200,2025-02-06 00:00:00,0041346390,INV,1800,SELLICK PARTNERSHIP LTD,03073900,BUSINESS SUPPORT,LEGAL & CONTRACTS,"LEGAL, LAND CHRGES & LICENSING",35000,HR Approved Ag,4C20135000000000,LEGAL SERVICES HR Approved Agency
201,2025-02-13 00:00:00,0041347019,INV,2220,SELLICK PARTNERSHIP LTD,03073900,BUSINESS SUPPORT,LEGAL & CONTRACTS,"LEGAL, LAND CHRGES & LICENSING",35000,HR Approved Ag,4C20135000000000,LEGAL SERVICES HR Approved Agency
202,2025-02-17 00:00:00,0041347230,INV,1800,SELLICK PARTNERSHIP LTD,03073900,BUSINESS SUPPORT,LEGAL & CONTRACTS,"LEGAL, LAND CHRGES & LICENSING",35000,HR Approved Ag,4C20135000000000,LEGAL SERVICES HR Approved Agency
203,2025-02-17 00:00:00,0041347231,INV,2220,SELLICK PARTNERSHIP LTD,03073900,BUSINESS SUPPORT,LEGAL & CONTRACTS,"LEGAL, LAND CHRGES & LICENSING",35000,HR Approved Ag,4C20135000000000,LEGAL SERVICES HR Approved Agency
204,2025-02-24 00:00:00,0041347987,INV,2039.86,SELLICK PARTNERSHIP LTD,03073900,BUSINESS SUPPORT,LEGAL & CONTRACTS,"LEGAL, LAND CHRGES & LICENSING",35000,HR Approved Ag,4C20135000000000,LEGAL SERVICES HR Approved Agency
205,2025-02-24 00:00:00,0041347995,INV,2220,SELLICK PARTNERSHIP LTD,03073900,BUSINESS SUPPORT,LEGAL & CONTRACTS,"LEGAL, LAND CHRGES & LICENSING",35000,HR Approved Ag,4C20135000000000,LEGAL SERVICES HR Approved Agency
206,2025-02-17 00:00:00,0041347234,INV,1650,SELLICK PARTNERSHIP LTD,03073900,BUSINESS SUPPORT,LEGAL & CONTRACTS,"LEGAL, LAND CHRGES & LICENSING",35000,HR Approved Ag,4C20135000000000,LEGAL SERVICES HR Approved Agency
207,2025-02-17 00:00:00,0041347306,INV,2146,SELLICK PARTNERSHIP LTD,03073900,BUSINESS SUPPORT,LEGAL & CONTRACTS,"LEGAL, LAND CHRGES & LICENSING",35000,HR Approved Ag,4C20135000000000,LEGAL SERVICES HR Approved Agency
