Line,Clearance Date,Reference,Type,Value,Supplier or Redacted Statement,Supplier No.,Directorate/Balance Sheet Heading,Area of Spend,Service Level,Expense Code,Expense Description
1035,2024-06-06 00:00:00,0019040987,INV,22320.1,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1036,2024-06-06 00:00:00,0019040988,INV,20506.67,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1037,2024-06-06 00:00:00,0019040963,INV,2200,YEW TREE FARM SCHOOL C.I.C,14292100,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1038,2024-06-06 00:00:00,0019040964,INV,1000,YEW TREE FARM SCHOOL C.I.C,14292100,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1039,2024-06-06 00:00:00,0019040992,INV,20506.67,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1040,2024-06-06 00:00:00,0019040993,INV,21690.43,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1041,2024-06-06 00:00:00,0019040995,INV,21690.43,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1042,2024-06-06 00:00:00,0019040996,INV,20101.33,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1043,2024-06-06 00:00:00,0019040982,INV,21690.43,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1044,2024-06-06 00:00:00,0019040983,INV,21670,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1045,2024-06-06 00:00:00,0019040999,INV,21670,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1046,2024-06-06 00:00:00,0019041000,INV,21690.43,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1047,2024-06-06 00:00:00,0019041001,INV,23190.45,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1048,2024-06-06 00:00:00,0019041002,INV,18246.67,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1049,2024-06-06 00:00:00,0019040990,INV,25231.67,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1050,2024-06-06 00:00:00,0019040991,INV,23190.45,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1051,2024-06-06 00:00:00,0019041006,INV,20637.08,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1052,2024-06-06 00:00:00,0019041007,INV,17890,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1053,2024-06-10 00:00:00,0019041473,INV,19925,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1054,2024-06-10 00:00:00,0019041477,INV,2800,YEW TREE FARM SCHOOL C.I.C,14292100,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1055,2024-06-06 00:00:00,0019040997,INV,19346.67,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1056,2024-06-06 00:00:00,0019040998,INV,20506.67,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1057,2024-06-13 00:00:00,0019041678,INV,28500,L&P EDUCATIONAL SERVICES LTD,13720400,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1058,2024-06-20 00:00:00,0019042802,INV,13300,CROSS KEYS LEARNING LTD,14415900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1059,2024-06-20 00:00:00,0019043038,INV,17160,ASD LEARNING LTD,02792600,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1060,2024-06-20 00:00:00,0019043039,INV,18330,ASD LEARNING LTD,02792600,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1061,2024-06-06 00:00:00,0019041003,INV,21689.4,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1062,2024-06-06 00:00:00,0019041005,INV,22071.67,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1063,2024-06-20 00:00:00,0019043043,INV,18330,ASD LEARNING LTD,02792600,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1064,2024-06-20 00:00:00,0019043049,INV,17160,ASD LEARNING LTD,02792600,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1065,2024-06-20 00:00:00,0019043051,INV,820.27,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1066,2024-06-20 00:00:00,0019043052,INV,927.62,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1067,2024-06-10 00:00:00,0019041478,INV,2800,YEW TREE FARM SCHOOL C.I.C,14292100,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1068,2024-06-10 00:00:00,0019041479,INV,1400,YEW TREE FARM SCHOOL C.I.C,14292100,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1069,2024-06-20 00:00:00,0019043055,INV,867.62,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1070,2024-06-20 00:00:00,0019043056,INV,867.62,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1071,2024-06-20 00:00:00,0019043057,INV,797.08,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1072,2024-06-20 00:00:00,0019043058,INV,867.62,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1073,2024-06-20 00:00:00,0019043041,INV,20280,ASD LEARNING LTD,02792600,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1074,2024-06-20 00:00:00,0019043042,INV,22230,ASD LEARNING LTD,02792600,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1075,2024-06-20 00:00:00,0019043061,INV,820.27,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1076,2024-06-20 00:00:00,0019043062,INV,867.62,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1077,2024-06-20 00:00:00,0019043063,INV,927.62,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1078,2024-06-20 00:00:00,0019043064,INV,729.87,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1079,2024-06-20 00:00:00,0019043053,INV,867.62,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1080,2024-06-20 00:00:00,0019043054,INV,797.08,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1081,2024-06-20 00:00:00,0019043068,INV,17890,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1082,2024-06-20 00:00:00,0019043069,INV,17890,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1083,2024-06-20 00:00:00,0019043070,INV,26253.33,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1084,2024-06-20 00:00:00,0019043071,INV,797.09,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1085,2024-06-20 00:00:00,0019043059,INV,804.05,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1086,2024-06-20 00:00:00,0019043060,INV,773.87,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1087,2024-06-24 00:00:00,0019044191,INV,16233,BARNARDO SERVICES LTD,00036700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1088,2024-06-24 00:00:00,0019044202,INV,867.58,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1089,2024-06-24 00:00:00,0019044203,INV,900.6,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1090,2024-06-24 00:00:00,0019044204,INV,820.27,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1091,2024-06-20 00:00:00,0019043065,INV,867.58,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1092,2024-06-20 00:00:00,0019043066,INV,900.6,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1093,2024-06-24 00:00:00,0019044207,INV,797.08,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1094,2024-06-24 00:00:00,0019044208,INV,927.62,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1095,2024-06-24 00:00:00,0019044209,INV,654.23,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1096,2024-06-24 00:00:00,0019044210,INV,672.26,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1097,2024-06-20 00:00:00,0019043072,INV,729.87,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1098,2024-06-20 00:00:00,0019043073,INV,900.6,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1099,2024-06-24 00:00:00,0019044213,INV,601.08,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1100,2024-06-24 00:00:00,0019044214,INV,654.26,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1101,2024-06-24 00:00:00,0019044215,INV,654.26,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1102,2024-06-24 00:00:00,0019044216,INV,601.08,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1103,2024-06-24 00:00:00,0019044205,INV,927.62,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1104,2024-06-24 00:00:00,0019044206,INV,867.62,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1105,2024-06-24 00:00:00,0019044219,INV,699.51,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1106,2024-06-24 00:00:00,0019044286,INV,23952.5,ALP SCHOOLS LTD,14371300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1107,2024-06-24 00:00:00,0019044287,INV,20377.5,ALP SCHOOLS LTD,14371300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1108,2024-06-24 00:00:00,0019044288,INV,16802.5,ALP SCHOOLS LTD,14371300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1109,2024-06-24 00:00:00,0019044211,INV,699.51,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1110,2024-06-24 00:00:00,0019044212,INV,654.26,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1111,2024-06-24 00:00:00,0019044291,INV,17517.5,ALP SCHOOLS LTD,14371300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1112,2024-06-24 00:00:00,0019044292,INV,21092.5,ALP SCHOOLS LTD,14371300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1113,2024-06-25 00:00:00,0019044303,INV,17550,CALDECOTT FOUNDATION,00068500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1114,2024-06-25 00:00:00,0019044304,INV,6000,CALDECOTT FOUNDATION,00068500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1115,2024-06-24 00:00:00,0019044217,INV,654.26,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1116,2024-06-24 00:00:00,0019044218,INV,654.26,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1117,2024-06-25 00:00:00,0019044307,INV,12675,CALDECOTT FOUNDATION,00068500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1118,2024-06-25 00:00:00,0019044308,INV,17550,CALDECOTT FOUNDATION,00068500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1119,2024-06-25 00:00:00,0019044309,INV,12675,CALDECOTT FOUNDATION,00068500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1120,2024-06-25 00:00:00,0019044310,INV,17550,CALDECOTT FOUNDATION,00068500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1121,2024-06-24 00:00:00,0019044289,INV,16802.5,ALP SCHOOLS LTD,14371300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1122,2024-06-24 00:00:00,0019044290,INV,17517.5,ALP SCHOOLS LTD,14371300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1123,2024-06-25 00:00:00,0019044313,INV,17550,CALDECOTT FOUNDATION,00068500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1124,2024-06-27 00:00:00,0019044420,INV,892.8,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1125,2024-06-27 00:00:00,0019044421,INV,892.8,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1126,2024-06-27 00:00:00,0019044422,INV,866.8,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1127,2024-06-25 00:00:00,0019044305,INV,6200,CALDECOTT FOUNDATION,00068500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1128,2024-06-25 00:00:00,0019044306,INV,6000,CALDECOTT FOUNDATION,00068500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1129,2024-06-27 00:00:00,0019044455,INV,73272,L&P EDUCATIONAL SERVICES LTD,13720400,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1130,2024-06-27 00:00:00,0019044461,INV,820.27,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1131,2024-06-27 00:00:00,0019044462,INV,867.62,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1132,2024-06-27 00:00:00,0019044463,INV,867.62,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1133,2024-06-25 00:00:00,0019044311,INV,12675,CALDECOTT FOUNDATION,00068500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1134,2024-06-25 00:00:00,0019044312,INV,17550,CALDECOTT FOUNDATION,00068500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1135,2024-06-27 00:00:00,0019044466,INV,804.05,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1136,2024-06-27 00:00:00,0019044467,INV,773.87,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1137,2024-06-27 00:00:00,0019044488,INV,7000.01,MAGIC UK LTD,02842800,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1138,2024-06-27 00:00:00,0019044489,INV,2417.71,MAGIC UK LTD,02842800,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1139,2024-06-27 00:00:00,0019044423,INV,866.8,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1140,2024-06-27 00:00:00,0019044424,INV,866.8,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1141,2024-06-17 00:00:00,0016955072,INV,9366.67,RIPPLEVALE SCHOOL ROCHESTER,01199100,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1142,2024-06-27 00:00:00,0019044490,INV,10573.6,MAGIC UK LTD,02842800,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1143,2024-06-27 00:00:00,0019044491,INV,3333.33,MAGIC UK LTD,02842800,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1144,2024-06-27 00:00:00,0019044492,INV,11090.5,MAGIC UK LTD,02842800,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1145,2024-06-27 00:00:00,0019044464,INV,797.08,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1146,2024-06-27 00:00:00,0019044465,INV,867.62,ACORN CARE AND EDUCATION LTD,03814700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1147,2024-06-17 00:00:00,0016955077,INV,12100,RIPPLEVALE SCHOOL ROCHESTER,01199100,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1148,2024-06-17 00:00:00,0016955081,INV,10166.67,RIPPLEVALE SCHOOL ROCHESTER,01199100,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1149,2024-06-17 00:00:00,0016955082,INV,18133.33,RIPPLEVALE SCHOOL ROCHESTER,01199100,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1150,2024-06-17 00:00:00,0016955083,INV,11100,RIPPLEVALE SCHOOL ROCHESTER,01199100,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1151,2024-06-17 00:00:00,0016955085,INV,10200,RIPPLEVALE SCHOOL ROCHESTER,01199100,CHILDREN AND ADULTS,EDUCATION,EDUCATION,48002,Ind Non Maintained Schools
1152,2024-06-10 00:00:00,0019041536,INV,2235.29,LANCASTER SCHOOL,14518800,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1153,2024-06-11 00:00:00,0019040879,CRN,-333.33,BRADFIELDS ACADEMY,03854600,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1154,2024-06-11 00:00:00,0041329971,INV,58537.75,BRADFIELDS ACADEMY,03854600,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1155,2024-06-11 00:00:00,0041329970,INV,0.25,BRADFIELDS ACADEMY,03854600,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1156,2024-06-11 00:00:00,0041329970,INV,39173.75,BRADFIELDS ACADEMY,03854600,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1157,2024-06-11 00:00:00,0041329971,INV,0.25,BRADFIELDS ACADEMY,03854600,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1158,2024-06-10 00:00:00,0016954694,CRN,-3333.32,WARREN WOOD PRIMARY SCHOOL,03891300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1159,2024-06-10 00:00:00,0019040920,INV,6666.64,WARREN WOOD PRIMARY SCHOOL,03891300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1160,2024-06-11 00:00:00,0019040857,INV,8333.3,BRADFIELDS ACADEMY,03854600,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1161,2024-06-27 00:00:00,0016954676,CRN,-1667.67,RIVERMEAD SCHOOL,04013400,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1162,2024-06-10 00:00:00,0019041537,INV,19999.92,DANECOURT SCHOOL (ACADEMY),03986100,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1163,2024-06-10 00:00:00,0019041558,INV,8333.3,INSPIRE ACADEMY,03839000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1164,2024-06-11 00:00:00,0016954619,INV,9166.63,BRADFIELDS ACADEMY,03854600,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1165,2024-06-11 00:00:00,0016954673,CRN,-833.33,BRADFIELDS ACADEMY,03854600,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1166,2024-06-03 00:00:00,0019031354,INV,750,HOO ST WERBURGH PRIMARY ACADEMY,04105800,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1167,2024-06-03 00:00:00,0019031355,INV,762.58,HOO ST WERBURGH PRIMARY ACADEMY,04105800,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1168,2024-06-03 00:00:00,0019031356,INV,1355,HOO ST WERBURGH PRIMARY ACADEMY,04105800,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1169,2024-06-06 00:00:00,0019040967,INV,4811,MARPLE HALL SCHOOL,14373500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1170,2024-06-06 00:00:00,0019040976,INV,738.99,BYRON PRIMARY SCHOOL,04013800,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1171,2024-06-06 00:00:00,0019040974,INV,3499.98,BYRON PRIMARY SCHOOL,04013800,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1172,2024-06-17 00:00:00,0016955066,INV,750,LUTON PRIMARY ACADEMY,14478000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1173,2024-06-17 00:00:00,0016955067,INV,1166.67,LUTON PRIMARY ACADEMY,14478000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1174,2024-06-03 00:00:00,0019031353,INV,750,HOO ST WERBURGH PRIMARY ACADEMY,04105800,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1175,2024-06-06 00:00:00,0019041039,INV,750,HOO ST WERBURGH PRIMARY ACADEMY,04105800,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1176,2024-06-06 00:00:00,0019041040,INV,750,HOO ST WERBURGH PRIMARY ACADEMY,04105800,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1177,2024-06-06 00:00:00,0019041041,INV,750,HOO ST WERBURGH PRIMARY ACADEMY,04105800,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1178,2024-06-06 00:00:00,0019040977,INV,778.5,BYRON PRIMARY SCHOOL,04013800,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1179,2024-06-06 00:00:00,0019040973,INV,4930.5,BYRON PRIMARY SCHOOL,04013800,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1180,2024-06-06 00:00:00,0019040971,INV,666.66,ST MARGARETS C OF E JUNIOR ACADEMY,03986400,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1181,2024-06-06 00:00:00,0019041014,INV,750,HOO ST WERBURGH PRIMARY ACADEMY,04105800,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1182,2024-06-06 00:00:00,0019041015,INV,750,HOO ST WERBURGH PRIMARY ACADEMY,04105800,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
