Line,Clearance Date,Reference,Type,Value,Supplier or Redacted Statement,Supplier No.,Directorate/Balance Sheet Heading,Area of Spend,Service Level,Expense Code,Expense Description,,
2258,2025-01-08 00:00:00,0081216351,INV,371.1,REDACTED PERSONAL DATA,90890600,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2259,2025-01-08 00:00:00,0081216327,INV,356.4,REDACTED PERSONAL DATA,90890600,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2260,2025-01-08 00:00:00,0081216329,INV,342.42,REDACTED PERSONAL DATA,90910500,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2261,2025-01-22 00:00:00,0081216358,INV,371.1,REDACTED PERSONAL DATA,90890600,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2262,2025-01-22 00:00:00,0081216360,INV,772.9,REDACTED PERSONAL DATA,92121900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2263,2025-01-22 00:00:00,0081216371,INV,437.16,REDACTED PERSONAL DATA,92073100,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2264,2025-01-22 00:00:00,0081216372,INV,900,REDACTED PERSONAL DATA,93660500,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2265,2025-01-08 00:00:00,0081216340,INV,955.14,REDACTED PERSONAL DATA,92090700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2266,2025-01-08 00:00:00,0081216342,INV,281.94,REDACTED PERSONAL DATA,92115100,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2267,2025-01-22 00:00:00,0081216375,INV,494.42,REDACTED PERSONAL DATA,90903500,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2268,2025-01-22 00:00:00,0081216377,INV,437.18,REDACTED PERSONAL DATA,92073100,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2269,2025-01-22 00:00:00,0081216380,INV,446.8,REDACTED PERSONAL DATA,90903700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2270,2025-01-22 00:00:00,0081216383,INV,594.04,REDACTED PERSONAL DATA,92085000,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2271,2025-01-08 00:00:00,0081216352,INV,368.2,REDACTED PERSONAL DATA,90899900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2272,2025-01-22 00:00:00,0081216356,INV,352,REDACTED PERSONAL DATA,90899900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2273,2025-01-22 00:00:00,0081216391,INV,356.4,REDACTED PERSONAL DATA,90890600,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2274,2025-01-22 00:00:00,0081216393,INV,342.42,REDACTED PERSONAL DATA,90910500,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2275,2025-01-22 00:00:00,0081216397,INV,491.62,REDACTED PERSONAL DATA,90895800,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2276,2025-01-22 00:00:00,0081216398,INV,380,REDACTED PERSONAL DATA,92120900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2277,2025-01-22 00:00:00,0081216373,INV,666,REDACTED PERSONAL DATA,30497000,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2278,2025-01-22 00:00:00,0081216374,INV,830,REDACTED PERSONAL DATA,30497000,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2279,2025-01-22 00:00:00,0081216403,INV,328.2,REDACTED PERSONAL DATA,90899900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2280,2025-01-22 00:00:00,0081216406,INV,281.94,REDACTED PERSONAL DATA,92115100,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2281,2025-01-22 00:00:00,0081216408,INV,955.14,REDACTED PERSONAL DATA,92090700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2282,2025-01-22 00:00:00,0081216411,INV,472.6,REDACTED PERSONAL DATA,93629600,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2283,2025-01-22 00:00:00,0081216384,INV,666,REDACTED PERSONAL DATA,30497000,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2284,2025-01-22 00:00:00,0081216390,INV,301.06,REDACTED PERSONAL DATA,90945600,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2285,2025-01-22 00:00:00,0081216412,INV,713.74,REDACTED PERSONAL DATA,91791300,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2286,2025-01-22 00:00:00,0081216416,INV,892,REDACTED PERSONAL DATA,92112700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2287,2025-01-22 00:00:00,0081216417,INV,368.2,REDACTED PERSONAL DATA,90899900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2288,2025-01-22 00:00:00,0081216420,INV,371.1,REDACTED PERSONAL DATA,90890600,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2289,2025-01-22 00:00:00,0081216401,INV,356.4,REDACTED PERSONAL DATA,92122600,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2290,2025-01-22 00:00:00,0081216402,INV,463.02,REDACTED PERSONAL DATA,90903700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2291,2025-01-08 00:00:00,0081216289,INV,264.1,REDACTED PERSONAL DATA,30248600,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2292,2025-01-22 00:00:00,0081216363,INV,264.1,REDACTED PERSONAL DATA,30248600,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2293,2025-01-08 00:00:00,0081216291,INV,356.4,REDACTED PERSONAL DATA,93637200,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2294,2025-01-08 00:00:00,0081216292,INV,360.84,REDACTED PERSONAL DATA,90916900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2295,2025-01-08 00:00:00,0081216296,INV,355.22,REDACTED PERSONAL DATA,90916800,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2296,2025-01-08 00:00:00,0081216297,INV,292.92,REDACTED PERSONAL DATA,90927900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2297,2025-01-08 00:00:00,0081216298,INV,331.1,REDACTED PERSONAL DATA,93637200,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2298,2025-01-08 00:00:00,0081216299,INV,342.32,REDACTED PERSONAL DATA,92095200,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2299,2025-01-08 00:00:00,0081216301,INV,368.2,REDACTED PERSONAL DATA,90910600,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2300,2025-01-08 00:00:00,0081216302,INV,355.2,REDACTED PERSONAL DATA,90916800,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2301,2025-01-08 00:00:00,0081216304,INV,617.36,REDACTED PERSONAL DATA,92054700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2302,2025-01-08 00:00:00,0081216305,INV,500,REDACTED PERSONAL DATA,90945300,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48111,Adoption,CA64M48111000000,ADOPT ALLOW Adoption
2303,2025-01-27 00:00:00,0041345368,INV,750,REDACTED PERSONAL DATA,00662700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,46076,Therapy,CA99M46076000000,SGO APPLICATIO Therapy
2304,2025-01-21 00:00:00,0041345421,INV,270,JIGSAW PLAY THERAPY,03412000,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,46076,Therapy,CA99M46076000000,SGO APPLICATIO Therapy
2305,2025-01-30 00:00:00,0041345880,INV,1875,REDACTED PERSONAL DATA,00662700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,46076,Therapy,CA99M46076000000,SGO APPLICATIO Therapy
2306,2025-01-08 00:00:00,0080579433,INV,352,REDACTED PERSONAL DATA,90889300,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48121,Residence Order,CB00M48121000000,RESI ORD ALLOW Residence Ordr
2307,2025-01-22 00:00:00,0080579828,INV,352,REDACTED PERSONAL DATA,90889300,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48121,Residence Order,CB00M48121000000,RESI ORD ALLOW Residence Ordr
2308,2025-01-22 00:00:00,0080579818,INV,352,REDACTED PERSONAL DATA,93652600,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48119,Working Child Rel Maint,CB10M48119000000,CAO PAYMENTS Working Child Rel Maint
2309,2025-01-22 00:00:00,0080579901,INV,356,REDACTED PERSONAL DATA,93649800,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48119,Working Child Rel Maint,CB10M48119000000,CAO PAYMENTS Working Child Rel Maint
2310,2025-01-22 00:00:00,0080579902,INV,328.2,REDACTED PERSONAL DATA,93649800,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48119,Working Child Rel Maint,CB10M48119000000,CAO PAYMENTS Working Child Rel Maint
2311,2025-01-08 00:00:00,0080579424,INV,352,REDACTED PERSONAL DATA,93652600,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48119,Working Child Rel Maint,CB10M48119000000,CAO PAYMENTS Working Child Rel Maint
2312,2025-01-08 00:00:00,0080579507,INV,356,REDACTED PERSONAL DATA,93649800,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48119,Working Child Rel Maint,CB10M48119000000,CAO PAYMENTS Working Child Rel Maint
2313,2025-01-08 00:00:00,0080579508,INV,328.2,REDACTED PERSONAL DATA,93649800,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48119,Working Child Rel Maint,CB10M48119000000,CAO PAYMENTS Working Child Rel Maint
2314,2025-01-22 00:00:00,0080579545,INV,1027.71,REDACTED PERSONAL DATA,03457400,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2315,2025-01-08 00:00:00,0080579046,INV,1108,REDACTED PERSONAL DATA,91985400,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2316,2025-01-08 00:00:00,0080579052,INV,1222,REDACTED PERSONAL DATA,90938700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2317,2025-01-08 00:00:00,0080579057,INV,666,REDACTED PERSONAL DATA,90947600,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2318,2025-01-08 00:00:00,0080579059,INV,1108,REDACTED PERSONAL DATA,92128100,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2319,2025-01-08 00:00:00,0080579060,INV,830,REDACTED PERSONAL DATA,92022500,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2320,2025-01-08 00:00:00,0080579075,INV,1880,REDACTED PERSONAL DATA,92083200,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2321,2025-01-08 00:00:00,0080579078,INV,830,REDACTED PERSONAL DATA,90913900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2322,2025-01-08 00:00:00,0080579087,INV,1108,REDACTED PERSONAL DATA,90914800,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2323,2025-01-08 00:00:00,0080579089,INV,830,REDACTED PERSONAL DATA,90898800,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2324,2025-01-08 00:00:00,0080579061,INV,666,REDACTED PERSONAL DATA,90898800,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2325,2025-01-08 00:00:00,0080579070,INV,1222,REDACTED PERSONAL DATA,90907600,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2326,2025-01-08 00:00:00,0080579072,INV,919.14,REDACTED PERSONAL DATA,91996400,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2327,2025-01-08 00:00:00,0080579073,INV,758,REDACTED PERSONAL DATA,90930600,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2328,2025-01-08 00:00:00,0080579108,INV,1022,REDACTED PERSONAL DATA,90914600,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2329,2025-01-08 00:00:00,0080579112,INV,1308,REDACTED PERSONAL DATA,90938700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2330,2025-01-08 00:00:00,0080579081,INV,1662,REDACTED PERSONAL DATA,90914600,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2331,2025-01-08 00:00:00,0080579082,INV,1030,REDACTED PERSONAL DATA,91941700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2332,2025-01-08 00:00:00,0080579085,INV,1030,REDACTED PERSONAL DATA,92123200,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2333,2025-01-08 00:00:00,0080579086,INV,1030,REDACTED PERSONAL DATA,90913900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2334,2025-01-08 00:00:00,0080579048,INV,1222,REDACTED PERSONAL DATA,92032600,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2335,2025-01-08 00:00:00,0080579049,INV,1222,REDACTED PERSONAL DATA,90911600,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2336,2025-01-08 00:00:00,0080579097,INV,1022,REDACTED PERSONAL DATA,92083200,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2337,2025-01-08 00:00:00,0080579103,INV,2048,REDACTED PERSONAL DATA,91984200,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2338,2025-01-08 00:00:00,0080579104,INV,1030,REDACTED PERSONAL DATA,93650600,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2339,2025-01-08 00:00:00,0080579105,INV,1022,REDACTED PERSONAL DATA,92072600,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2340,2025-01-08 00:00:00,0080579069,INV,1030,REDACTED PERSONAL DATA,92099700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2341,2025-01-08 00:00:00,0080579071,INV,1108,REDACTED PERSONAL DATA,90913100,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2342,2025-01-08 00:00:00,0080579115,INV,1108,REDACTED PERSONAL DATA,93634400,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2343,2025-01-08 00:00:00,0080579121,INV,666,REDACTED PERSONAL DATA,90951500,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2344,2025-01-08 00:00:00,0080579124,INV,666,REDACTED PERSONAL DATA,90946500,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2345,2025-01-08 00:00:00,0080579047,INV,1108,REDACTED PERSONAL DATA,92032600,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2346,2025-01-08 00:00:00,0080579083,INV,1500,REDACTED PERSONAL DATA,90903800,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2347,2025-01-08 00:00:00,0080579091,INV,1022,REDACTED PERSONAL DATA,90952900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2348,2025-01-08 00:00:00,0080579051,INV,1222,REDACTED PERSONAL DATA,92019800,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2349,2025-01-08 00:00:00,0080579055,INV,2180,REDACTED PERSONAL DATA,93633500,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2350,2025-01-08 00:00:00,0080579056,INV,666,REDACTED PERSONAL DATA,92099700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2351,2025-01-08 00:00:00,0080579058,INV,1880,REDACTED PERSONAL DATA,92126300,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2352,2025-01-08 00:00:00,0080579102,INV,1022,REDACTED PERSONAL DATA,93631200,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2353,2025-01-08 00:00:00,0080579111,INV,1022,REDACTED PERSONAL DATA,92031800,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2354,2025-01-08 00:00:00,0080579074,INV,830,REDACTED PERSONAL DATA,93662400,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2355,2025-01-08 00:00:00,0080579076,INV,1308,REDACTED PERSONAL DATA,91343200,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2356,2025-01-08 00:00:00,0080579077,CRN,-731.42,REDACTED PERSONAL DATA,91343200,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2357,2025-01-08 00:00:00,0080579079,INV,1108,REDACTED PERSONAL DATA,90898300,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2358,2025-01-08 00:00:00,0080579128,INV,1022,REDACTED PERSONAL DATA,92112700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2359,2025-01-08 00:00:00,0080579130,INV,666,REDACTED PERSONAL DATA,92126300,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2360,2025-01-08 00:00:00,0080579093,INV,1022,REDACTED PERSONAL DATA,90944800,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2361,2025-01-08 00:00:00,0080579098,INV,1108,REDACTED PERSONAL DATA,90913100,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2362,2025-01-08 00:00:00,0080579100,INV,1108,REDACTED PERSONAL DATA,92125500,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2363,2025-01-08 00:00:00,0080579101,INV,501.43,REDACTED PERSONAL DATA,90941400,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2364,2025-01-08 00:00:00,0080579152,INV,1022,REDACTED PERSONAL DATA,93628100,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2365,2025-01-08 00:00:00,0080579153,INV,1308,REDACTED PERSONAL DATA,90911600,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2366,2025-01-08 00:00:00,0080579114,INV,1030,REDACTED PERSONAL DATA,93651400,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2367,2025-01-08 00:00:00,0080579116,INV,830,REDACTED PERSONAL DATA,93643100,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
2368,2025-01-08 00:00:00,0080579125,INV,1222,REDACTED PERSONAL DATA,93649700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,48102,Non Related Maintenance,CB15M48102000000,FOSTER PAYMENTS Non Rel Maint
