Line,Clearance Date,Reference,Type,Value,Supplier or Redacted Statement,Supplier No.,Directorate/Balance Sheet Heading,Area of Spend,Service Level,Expense Code,Expense Description
1,2024-07-08 00:00:00,0014902031,INV,3630,KENNEDYS,03241100,NET ASSETS,Long Term Liabilities,Provisions (Long Term),B2000,Expenditure
2,2024-07-08 00:00:00,0014902030,INV,1065,KENNEDYS,03241100,NET ASSETS,Long Term Liabilities,Provisions (Long Term),B2000,Expenditure
3,2024-07-08 00:00:00,0014902034,INV,296,KENNEDYS,03241100,NET ASSETS,Long Term Liabilities,Provisions (Long Term),B2000,Expenditure
4,2024-07-16 00:00:00,0016956756,INV,490,CRAWFORD & COMPANY ADJUSTERS,04094100,NET ASSETS,Long Term Liabilities,Provisions (Long Term),B2000,Expenditure
5,2024-07-25 00:00:00,0014902175,INV,350,CRAWFORD & COMPANY ADJUSTERS,04094100,NET ASSETS,Long Term Liabilities,Provisions (Long Term),B2000,Expenditure
6,2024-07-04 00:00:00,0014902032,INV,2790,KENNEDYS,03241100,NET ASSETS,Long Term Liabilities,Provisions (Long Term),B2000,Expenditure
7,2024-07-25 00:00:00,0014902175,INV,350,CRAWFORD & COMPANY ADJUSTERS,04094100,NET ASSETS,Long Term Liabilities,Provisions (Long Term),B2000,Expenditure
8,2024-07-25 00:00:00,0014902175,INV,350,CRAWFORD & COMPANY ADJUSTERS,04094100,NET ASSETS,Long Term Liabilities,Provisions (Long Term),B2000,Expenditure
9,2024-07-25 00:00:00,0014902175,INV,350,CRAWFORD & COMPANY ADJUSTERS,04094100,NET ASSETS,Long Term Liabilities,Provisions (Long Term),B2000,Expenditure
10,2024-07-25 00:00:00,0014902175,INV,350,CRAWFORD & COMPANY ADJUSTERS,04094100,NET ASSETS,Long Term Liabilities,Provisions (Long Term),B2000,Expenditure
11,2024-07-25 00:00:00,0014902175,INV,350,CRAWFORD & COMPANY ADJUSTERS,04094100,NET ASSETS,Long Term Liabilities,Provisions (Long Term),B2000,Expenditure
12,2024-07-11 00:00:00,0014902076,INV,1305.83,WRIGHTS,00492900,NET ASSETS,Long Term Liabilities,Provisions (Long Term),B2000,Expenditure
13,2024-07-04 00:00:00,0014902028,INV,133.39,MEARS LTD (DISKETTE),80083400,NET ASSETS,Long Term Liabilities,Provisions (Long Term),B2000,Expenditure
14,2024-07-08 00:00:00,0014902029,INV,1890,KENNEDYS,03241100,NET ASSETS,Long Term Liabilities,Provisions (Long Term),B2000,Expenditure
15,2024-07-18 00:00:00,0041333220,INV,1578.67,MARSH LTD,02667000,NET ASSETS,Long Term Liabilities,Provisions (Long Term),B2012,Policy Charged MV Leased
16,2024-07-18 00:00:00,0041333220,INV,-0.01,MARSH LTD,02667000,NET ASSETS,Long Term Liabilities,Provisions (Long Term),B2012,Policy Charged MV Leased
17,2024-07-18 00:00:00,0041333220,INV,5407.57,MARSH LTD,02667000,NET ASSETS,Long Term Liabilities,Provisions (Long Term),B2013,Policy Charged MV General
18,2024-07-01 00:00:00,0030274678,INV,10221.32,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Liabilities,Short Term Creditors,B2000,Expenditure
19,2024-07-25 00:00:00,0030274850,INV,1225,EDENRED,02686200,NET ASSETS,Current Liabilities,Short Term Creditors,B2000,Expenditure
20,2024-07-08 00:00:00,0041332214,INV,531261.67,UNIVERSITY OF KENT,14276000,NET ASSETS,Current Liabilities,Short Term Creditors,B2000,Expenditure
21,2024-07-01 00:00:00,0030274678,INV,1780.76,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
22,2024-07-01 00:00:00,0030274678,INV,308.09,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
23,2024-07-01 00:00:00,0030274678,INV,54797.14,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
24,2024-07-01 00:00:00,0030274678,INV,194.11,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
25,2024-07-01 00:00:00,0030274678,INV,237.55,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
26,2024-07-01 00:00:00,0030274678,INV,144.01,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
27,2024-07-01 00:00:00,0030274678,INV,126942.25,VOLKER HIGHWAYS LTD,80156300,NET ASSETS,Current Assets,Short Term Debtors,B2000,Expenditure
28,2024-07-25 00:00:00,0030274845,INV,5187.42,RE-GEN (UK) CONSTRUCTION LTD,80144800,NET ASSETS,Current Liabilities,Short Term Creditors,B2000,Expenditure
29,2024-07-29 00:00:00,0030274854,INV,-18405.51,PERFECT HOMES LTD,80166200,NET ASSETS,Current Liabilities,Short Term Creditors,B2000,Expenditure
30,2024-07-08 00:00:00,0030274751,INV,30201.9,G A HARPER LTD,80047200,NET ASSETS,Current Liabilities,Short Term Creditors,B2000,Expenditure
31,2024-07-02 00:00:00,0030274706,INV,43952.44,HIGH HALSTOW PARISH COUNCIL,00847300,NET ASSETS,Long Term Liabilities,Capital Grants & Contributions,B7500,Income
32,2024-07-22 00:00:00,0041333346,INV,556.93,CHATHAM HISTORIC DOCKYARD TRUST,00082400,NET ASSETS,Current Liabilities,Short Term Creditors,B2000,Expenditure
33,2024-07-22 00:00:00,0041333298,INV,7750,LANDMARK CHAMBERS,02690100,TOTAL RESERVES,Usable Reserves,Usable Reserves,B2000,Expenditure
34,2024-07-11 00:00:00,0014902050,INV,18750,CHATHAM MARITIME TRUST,03928100,TOTAL RESERVES,Usable Reserves,Usable Reserves,B2000,Expenditure
35,2024-07-11 00:00:00,0014902050,INV,2083.33,CHATHAM MARITIME TRUST,03928100,TOTAL RESERVES,Usable Reserves,Usable Reserves,B2000,Expenditure
36,2024-07-02 00:00:00,0016955824,INV,225,MICHAEL PARKES SURVEYORS LTD,02065600,TOTAL RESERVES,Usable Reserves,Usable Reserves,B2000,Expenditure
37,2024-07-15 00:00:00,0041332283,INV,466,MEDWAY NORSE LTD,03759400,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,CHILDRENS SOCIAL CARE,C0500,BldgWorks-Main
38,2024-07-18 00:00:00,0041333165,INV,398.8,MEDWAY NORSE LTD,03759400,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,CHILDRENS SOCIAL CARE,C0500,BldgWorks-Main
39,2024-07-01 00:00:00,0041331692,INV,412.5,CB CARPETS & FLOORING LTD,14248600,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,CHILDRENS SOCIAL CARE,C0500,BldgWorks-Main
40,2024-07-30 00:00:00,0041333918,INV,780,ABLE CABLE ELECTRICIANS LTD,04203200,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,CHILDRENS SOCIAL CARE,C0500,BldgWorks-Main
41,2024-07-11 00:00:00,0041331658,INV,76.99,CSG GLOBAL EDUCATION LTD,01226100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
42,2024-07-11 00:00:00,0041331656,INV,38.97,CSG GLOBAL EDUCATION LTD,01226100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
43,2024-07-11 00:00:00,0041331658,INV,37.99,CSG GLOBAL EDUCATION LTD,01226100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
44,2024-07-18 00:00:00,0041332805,INV,64.99,CSG GLOBAL EDUCATION LTD,01226100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
45,2024-07-18 00:00:00,0041332805,INV,369.46,CSG GLOBAL EDUCATION LTD,01226100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
46,2024-07-18 00:00:00,0041333196,INV,479.99,CSG GLOBAL EDUCATION LTD,01226100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
47,2024-07-18 00:00:00,0041333196,INV,499.99,CSG GLOBAL EDUCATION LTD,01226100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
48,2024-07-11 00:00:00,0041331658,INV,41.99,CSG GLOBAL EDUCATION LTD,01226100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
49,2024-07-11 00:00:00,0041331658,INV,19.99,CSG GLOBAL EDUCATION LTD,01226100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
50,2024-07-11 00:00:00,0041331658,INV,44.99,CSG GLOBAL EDUCATION LTD,01226100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
51,2024-07-11 00:00:00,0041331658,INV,44.99,CSG GLOBAL EDUCATION LTD,01226100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
52,2024-07-11 00:00:00,0041331658,INV,15,CSG GLOBAL EDUCATION LTD,01226100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
53,2024-07-11 00:00:00,0041331658,INV,8,CSG GLOBAL EDUCATION LTD,01226100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
54,2024-07-11 00:00:00,0041331658,INV,24.99,CSG GLOBAL EDUCATION LTD,01226100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
55,2024-07-11 00:00:00,0041331658,INV,19.99,CSG GLOBAL EDUCATION LTD,01226100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
56,2024-07-11 00:00:00,0041331656,INV,18.99,CSG GLOBAL EDUCATION LTD,01226100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
57,2024-07-11 00:00:00,0041331656,INV,10.99,CSG GLOBAL EDUCATION LTD,01226100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
58,2024-07-11 00:00:00,0041331656,INV,98.99,CSG GLOBAL EDUCATION LTD,01226100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
59,2024-07-11 00:00:00,0041331656,INV,32.99,CSG GLOBAL EDUCATION LTD,01226100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
60,2024-07-11 00:00:00,0041331658,INV,26.99,CSG GLOBAL EDUCATION LTD,01226100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
61,2024-07-11 00:00:00,0041331658,INV,5,CSG GLOBAL EDUCATION LTD,01226100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
62,2024-07-11 00:00:00,0041331656,INV,85.98,CSG GLOBAL EDUCATION LTD,01226100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
63,2024-07-11 00:00:00,0041331656,INV,4,CSG GLOBAL EDUCATION LTD,01226100,CHILDREN AND ADULTS,CHILDRENS AND ADULTS,SOCIAL CARE,C6000,Capital Budget
