Line,Clearance Date,Reference,Type,Value,Supplier or Redacted Statement,Supplier No.,Directorate/Balance Sheet Heading,Area of Spend,Service Level,Expense Code,Expense Description
2081,2024-08-29 00:00:00,0041335746,INV,1979.5,SOCIAL WORK PARTNERS LTD,04200800,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2082,2024-08-29 00:00:00,0041335951,INV,1979.5,SOCIAL WORK PARTNERS LTD,04200800,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2083,2024-08-29 00:00:00,0041335951,INV,29.25,SOCIAL WORK PARTNERS LTD,04200800,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2084,2024-08-29 00:00:00,0041335869,INV,1979.5,IPEOPLE SOLUTIONS LTD,04124700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2085,2024-08-27 00:00:00,0041335736,INV,23.4,SOCIAL WORK PARTNERS LTD,04200800,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2086,2024-08-27 00:00:00,0041335737,INV,1979.5,SOCIAL WORK PARTNERS LTD,04200800,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2087,2024-08-27 00:00:00,0041335737,INV,35.55,SOCIAL WORK PARTNERS LTD,04200800,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2088,2024-08-08 00:00:00,0041334470,INV,1605,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2089,2024-08-08 00:00:00,0041334471,INV,909.23,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2090,2024-08-08 00:00:00,0041334590,INV,1979.5,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2091,2024-08-27 00:00:00,0041335739,INV,1961,SOCIAL WORK PARTNERS LTD,04200800,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2092,2024-08-29 00:00:00,0041335949,INV,1979.5,SOCIAL WORK PARTNERS LTD,04200800,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2093,2024-08-29 00:00:00,0041335949,INV,43.24,SOCIAL WORK PARTNERS LTD,04200800,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2094,2024-08-08 00:00:00,0041334611,INV,1979.5,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2095,2024-08-08 00:00:00,0041334612,INV,2068.24,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2096,2024-08-12 00:00:00,0041334770,INV,1671.46,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2097,2024-08-15 00:00:00,0041334956,INV,1979.5,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2098,2024-08-05 00:00:00,0041334204,INV,2238.5,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2099,2024-08-05 00:00:00,0041334314,INV,1979.5,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2100,2024-08-15 00:00:00,0041334984,INV,1979.5,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2101,2024-08-15 00:00:00,0041335011,INV,2025.08,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2102,2024-08-15 00:00:00,0041335012,INV,1979.5,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2103,2024-08-15 00:00:00,0041335038,INV,2048.54,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2104,2024-08-08 00:00:00,0041334604,INV,2023.46,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2105,2024-08-08 00:00:00,0041334609,INV,1979.5,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2106,2024-08-19 00:00:00,0041335217,INV,1979.5,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2107,2024-08-19 00:00:00,0041335219,INV,1979.5,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2108,2024-08-19 00:00:00,0041335221,INV,1979.5,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2109,2024-08-19 00:00:00,0041335228,INV,1605,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2110,2024-08-15 00:00:00,0041334972,INV,1979.5,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2111,2024-08-15 00:00:00,0041334978,INV,2014.6,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2112,2024-08-22 00:00:00,0041335414,INV,1979.5,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2113,2024-08-22 00:00:00,0041335414,INV,27.45,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2114,2024-08-22 00:00:00,0041335466,INV,1979.5,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2115,2024-08-22 00:00:00,0041335476,INV,1979.5,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2116,2024-08-15 00:00:00,0041335039,INV,2281.85,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2117,2024-08-15 00:00:00,0041335046,INV,2060.5,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2118,2024-08-27 00:00:00,0041335650,INV,2238.5,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2119,2024-08-27 00:00:00,0041335651,INV,2238.5,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2120,2024-08-27 00:00:00,0041335657,INV,2238.5,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2121,2024-08-27 00:00:00,0041335658,INV,1203.75,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2122,2024-08-19 00:00:00,0041335240,INV,1815,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2123,2024-08-22 00:00:00,0041335411,INV,1979.5,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2124,2024-08-27 00:00:00,0041335684,INV,2238.5,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2125,2024-08-27 00:00:00,0041335684,INV,102.95,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2126,2024-08-27 00:00:00,0041335694,INV,2238.5,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2127,2024-08-29 00:00:00,0041335795,INV,1979.5,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2128,2024-08-27 00:00:00,0041335642,INV,1979.5,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2129,2024-08-27 00:00:00,0041335643,INV,1979.5,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2130,2024-08-29 00:00:00,0041335822,INV,1979.5,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2131,2024-08-29 00:00:00,0041335824,INV,1979.5,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2132,2024-08-29 00:00:00,0041335828,INV,2238.5,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2133,2024-08-29 00:00:00,0041335829,INV,1979.5,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2134,2024-08-27 00:00:00,0041335662,INV,1936,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2135,2024-08-27 00:00:00,0041335669,INV,1979.5,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2136,2024-08-29 00:00:00,0041335830,INV,2030.8,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2137,2024-08-29 00:00:00,0041335804,INV,1979.5,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2138,2024-08-29 00:00:00,0041335821,INV,1979.5,DIVERSE REC LTD T/ASOCIAL PERSONNEL,14228900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2139,2024-08-08 00:00:00,0041334466,INV,1979.5,IPEOPLE SOLUTIONS LTD,04124700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2140,2024-08-08 00:00:00,0041334466,INV,51.3,IPEOPLE SOLUTIONS LTD,04124700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2141,2024-08-05 00:00:00,0041334278,INV,1961,SOCIAL WORK PARTNERS LTD,04200800,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2142,2024-08-05 00:00:00,0041334279,INV,1961,SOCIAL WORK PARTNERS LTD,04200800,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2143,2024-08-05 00:00:00,0041334279,INV,67.2,SOCIAL WORK PARTNERS LTD,04200800,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2144,2024-08-01 00:00:00,0041334073,INV,1979.5,IPEOPLE SOLUTIONS LTD,04124700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2145,2024-08-08 00:00:00,0041334616,INV,1979.5,IPEOPLE SOLUTIONS LTD,04124700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2146,2024-08-08 00:00:00,0041334617,INV,1979.5,IPEOPLE SOLUTIONS LTD,04124700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2147,2024-08-08 00:00:00,0041334617,INV,102.74,IPEOPLE SOLUTIONS LTD,04124700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2148,2024-08-08 00:00:00,0041334618,INV,1979.5,IPEOPLE SOLUTIONS LTD,04124700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2149,2024-08-05 00:00:00,0041334283,INV,1961,SOCIAL WORK PARTNERS LTD,04200800,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2150,2024-08-08 00:00:00,0041334489,INV,1979.5,IPEOPLE SOLUTIONS LTD,04124700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2151,2024-08-08 00:00:00,0041334518,INV,1979.5,IPEOPLE SOLUTIONS LTD,04124700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2152,2024-08-08 00:00:00,0041334518,INV,114.53,IPEOPLE SOLUTIONS LTD,04124700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2153,2024-08-08 00:00:00,0041334518,INV,1979.5,IPEOPLE SOLUTIONS LTD,04124700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2154,2024-08-08 00:00:00,0041334518,INV,120.24,IPEOPLE SOLUTIONS LTD,04124700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2155,2024-08-08 00:00:00,0041334469,INV,1979.5,IPEOPLE SOLUTIONS LTD,04124700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2156,2024-08-08 00:00:00,0041334479,INV,1979.5,IPEOPLE SOLUTIONS LTD,04124700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2157,2024-08-08 00:00:00,0041334615,INV,1979.5,IPEOPLE SOLUTIONS LTD,04124700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2158,2024-08-13 00:00:00,0041334879,INV,1979.5,IPEOPLE SOLUTIONS LTD,04124700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2159,2024-08-13 00:00:00,0041334879,INV,115.16,IPEOPLE SOLUTIONS LTD,04124700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2160,2024-08-15 00:00:00,0041335154,INV,2675.83,IPEOPLE SOLUTIONS LTD,04124700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2161,2024-08-08 00:00:00,0041334618,INV,95.85,IPEOPLE SOLUTIONS LTD,04124700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2162,2024-08-08 00:00:00,0041334619,INV,1979.5,IPEOPLE SOLUTIONS LTD,04124700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2163,2024-08-15 00:00:00,0041335158,INV,1979.5,IPEOPLE SOLUTIONS LTD,04124700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2164,2024-08-15 00:00:00,0041335160,INV,1979.5,IPEOPLE SOLUTIONS LTD,04124700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2165,2024-08-22 00:00:00,0041335432,INV,1979.5,IPEOPLE SOLUTIONS LTD,04124700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2166,2024-08-22 00:00:00,0041335434,INV,1979.5,IPEOPLE SOLUTIONS LTD,04124700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2167,2024-08-08 00:00:00,0041334581,INV,1979.5,IPEOPLE SOLUTIONS LTD,04124700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2168,2024-08-08 00:00:00,0041334614,INV,1979.5,IPEOPLE SOLUTIONS LTD,04124700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2169,2024-08-22 00:00:00,0041335607,INV,90.35,SOCIAL WORK PARTNERS LTD,04200800,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2170,2024-08-22 00:00:00,0041335443,INV,1979.5,IPEOPLE SOLUTIONS LTD,04124700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2171,2024-08-22 00:00:00,0041335444,INV,1979.5,IPEOPLE SOLUTIONS LTD,04124700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2172,2024-08-20 00:00:00,0041335350,INV,2136.82,IPEOPLE SOLUTIONS LTD,04124700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2173,2024-08-22 00:00:00,0041335503,INV,1979.5,IPEOPLE SOLUTIONS LTD,04124700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2174,2024-08-27 00:00:00,0041335628,INV,3250,EFFECTIVE TRAINING & CONSULTANCY LTD,03816400,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35000,HR Approved Ag
2175,2024-08-29 00:00:00,0041335176,INV,222.5,SILK GROUP LTD,02264100,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35200,Special Fees
2176,2024-08-29 00:00:00,0041335176,INV,52.5,SILK GROUP LTD,02264100,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35200,Special Fees
2177,2024-08-29 00:00:00,0041335176,INV,280,SILK GROUP LTD,02264100,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,35200,Special Fees
2178,2024-08-08 00:00:00,0041334503,INV,42500,FAMILY ACTION -MEDWAY,03654600,CHILDREN AND ADULTS,PRTNRSHP COMM & BUS INTELLIGEN,PRTNRSHP COMM & BUS INTELLIGEN,44000,Vol Assoc.
2179,2024-08-08 00:00:00,0041334504,INV,18333.34,FAMILY ACTION -MEDWAY,03654600,CHILDREN AND ADULTS,PRTNRSHP COMM & BUS INTELLIGEN,PRTNRSHP COMM & BUS INTELLIGEN,44000,Vol Assoc.
2180,2024-08-05 00:00:00,0041334206,INV,54975,NORTH KENT MIND,14264500,CHILDREN AND ADULTS,PRTNRSHP COMM & BUS INTELLIGEN,PRTNRSHP COMM & BUS INTELLIGEN,44000,Vol Assoc.
2181,2024-08-05 00:00:00,0041334207,INV,18325,NORTH KENT MIND,14264500,CHILDREN AND ADULTS,PRTNRSHP COMM & BUS INTELLIGEN,PRTNRSHP COMM & BUS INTELLIGEN,44000,Vol Assoc.
2182,2024-08-19 00:00:00,0041335185,INV,630.5,RICK PATAKY,14381800,CHILDREN AND ADULTS,ADDITIONAL GOVERNMENT GRANTS,ADDITIONAL GOVERNMENT GRANTS,46000,Priv Contract
2183,2024-08-29 00:00:00,0041335632,INV,18000,UCL CONSULTANTS LTD,14523600,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,35200,Special Fees
2184,2024-08-27 00:00:00,0030275038,INV,11.25,VODAFONE CORPORATE LIMITED,00556000,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,36400,Computer Exps
2185,2024-08-27 00:00:00,0030275038,INV,11.25,VODAFONE CORPORATE LIMITED,00556000,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,36400,Computer Exps
2186,2024-08-27 00:00:00,0030275038,INV,11.25,VODAFONE CORPORATE LIMITED,00556000,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,36400,Computer Exps
2187,2024-08-27 00:00:00,0030275038,INV,11.25,VODAFONE CORPORATE LIMITED,00556000,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,36400,Computer Exps
2188,2024-08-27 00:00:00,0030275038,INV,11.25,VODAFONE CORPORATE LIMITED,00556000,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,36400,Computer Exps
2189,2024-08-12 00:00:00,0041334669,INV,505.99,MENTAL HEALTH FIRST AID ENGLAND CIC,03775800,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,31100,Equip/Furn/Mat
2190,2024-08-01 00:00:00,0041333384,INV,300,KENT INVICTA CHAMBER OF COMMERCE,03427800,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,37900,Subscriptions
2191,2024-08-01 00:00:00,0041333976,INV,12000,SUNLIGHT DEVELOPMENT TRUST,02385900,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,44000,Vol Assoc.
2192,2024-08-12 00:00:00,0041334667,INV,128.68,MENTAL HEALTH FIRST AID ENGLAND CIC,03775800,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,09600,Staff Training
2193,2024-08-12 00:00:00,0041334662,INV,632.7,MENTAL HEALTH FIRST AID ENGLAND CIC,03775800,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,35200,Special Fees
2194,2024-08-12 00:00:00,0041334667,INV,361.31,MENTAL HEALTH FIRST AID ENGLAND CIC,03775800,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,35200,Special Fees
2195,2024-08-15 00:00:00,0041335131,INV,825,WELLBEING TRAINING SOLUTIONS,04081700,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,09600,Staff Training
2196,2024-08-20 00:00:00,0041335379,INV,5000,MR KS PATEL & MR H PATEL,04030300,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,13103,RentsExternal
2197,2024-08-22 00:00:00,0041335507,INV,260,SAFER MEDWAY LTD,03033100,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,31100,Equip/Furn/Mat
2198,2024-08-20 00:00:00,0041333572,INV,285,MEDWAY NORSE LTD,03759400,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,35800,P&S DigtlMed
2199,2024-08-20 00:00:00,0041333866,INV,870.95,MEDWAY NORSE LTD,03759400,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,35800,P&S DigtlMed
2200,2024-08-08 00:00:00,0041334395,INV,3638.95,MEDWAY NORSE LTD,03759400,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,35800,P&S DigtlMed
2201,2024-08-29 00:00:00,0041335897,INV,252,CLIFFE ENTERPRISE LTD,03241500,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,39400,Advertising
2202,2024-08-15 00:00:00,0041335019,INV,500,RADIANT MEDIA LIMITED,14308000,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,39400,Advertising
2203,2024-08-19 00:00:00,0019048627,INV,355,HIGHPARKS MEDICAL PRACTICE,02626600,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,46000,Priv Contract
2204,2024-08-05 00:00:00,0041334200,INV,2145.45,SIGMA PHARMACEUTICALS PLC,03736700,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,46000,Priv Contract
2205,2024-08-19 00:00:00,0041335124,INV,1187.64,SIGMA PHARMACEUTICALS PLC,03736700,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,46000,Priv Contract
2206,2024-08-15 00:00:00,0041335123,INV,1334.14,BHR PHARMACEUTICALS LTD,13666700,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,31100,Equip/Furn/Mat
2207,2024-08-12 00:00:00,0041334625,INV,8800,HEALTH DIAGNOSTICS LTD,04148200,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,46000,Priv Contract
2208,2024-08-12 00:00:00,0041334626,INV,4529.04,HEALTH DIAGNOSTICS LTD,04148200,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,46000,Priv Contract
2209,2024-08-06 00:00:00,0041334370,INV,11000,THE METRO CENTRE LTD,03717000,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,46000,Priv Contract
2210,2024-08-19 00:00:00,0041335251,INV,1500,LAURA BURKE TRAINING & CONSULTANCY LTD,14484700,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,46000,Priv Contract
2211,2024-08-01 00:00:00,0041333974,INV,426,ACADEMY OF WOODLANDS,13795300,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,13103,RentsExternal
