Line,Clearance Date,Reference,Type,Value,Supplier or Redacted Statement,Supplier No.,Directorate/Balance Sheet Heading,Area of Spend,Service Level,Expense Code,Expense Description
687,2024-12-12 00:00:00,0016965321,INV,3272.72,SAS EXECUTIVE TRAVEL,01518200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
688,2024-12-12 00:00:00,0016965344,INV,5734.54,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
689,2024-12-12 00:00:00,0016965323,INV,4456.36,SAS EXECUTIVE TRAVEL,01518200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
690,2024-12-12 00:00:00,0016965324,INV,2780,SAS EXECUTIVE TRAVEL,01518200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
691,2024-12-12 00:00:00,0016965325,INV,3800,SAS EXECUTIVE TRAVEL,01518200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
692,2024-12-12 00:00:00,0016965326,INV,3420,SAS EXECUTIVE TRAVEL,01518200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
693,2024-12-12 00:00:00,0016965327,INV,6000,SAS EXECUTIVE TRAVEL,01518200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
694,2024-12-12 00:00:00,0016965360,INV,2352.39,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
695,2024-12-12 00:00:00,0016965329,INV,3948,SAS EXECUTIVE TRAVEL,01518200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
696,2024-12-12 00:00:00,0016965330,INV,3109.09,SAS EXECUTIVE TRAVEL,01518200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
697,2024-12-12 00:00:00,0016965331,INV,2727.27,SAS EXECUTIVE TRAVEL,01518200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
698,2024-12-12 00:00:00,0016965342,INV,6182.72,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
699,2024-12-12 00:00:00,0016965343,INV,3333.63,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
700,2024-12-12 00:00:00,0016965366,INV,1796.36,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
701,2024-12-12 00:00:00,0016965345,INV,5009.09,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
702,2024-12-12 00:00:00,0016965346,INV,2660,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
703,2024-12-12 00:00:00,0016965347,INV,2763.63,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
704,2024-12-12 00:00:00,0016965358,INV,3540.91,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
705,2024-12-12 00:00:00,0016965359,INV,2936.36,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
706,2024-12-12 00:00:00,0016965404,INV,2660,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
707,2024-12-12 00:00:00,0016965361,INV,2262.72,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
708,2024-12-12 00:00:00,0016965362,INV,2262.72,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
709,2024-12-12 00:00:00,0016965363,INV,794.54,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
710,2024-12-12 00:00:00,0016965364,INV,960,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
711,2024-12-12 00:00:00,0016965365,INV,2729.09,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
712,2024-12-23 00:00:00,0016966200,INV,640,VOKES TAXIS,02774200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
713,2024-12-12 00:00:00,0016965399,INV,1485.45,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
714,2024-12-12 00:00:00,0016965400,INV,1140,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
715,2024-12-12 00:00:00,0016965401,INV,16806.36,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
716,2024-12-12 00:00:00,0016965402,INV,3109.09,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
717,2024-12-12 00:00:00,0016965403,INV,2233.41,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
718,2024-12-12 00:00:00,0019056162,INV,1969.09,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
719,2024-12-12 00:00:00,0016965405,INV,1485.45,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
720,2024-12-12 00:00:00,0016965406,INV,2418.18,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
721,2024-12-12 00:00:00,0016965407,INV,1638,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
722,2024-12-12 00:00:00,0016965408,INV,3720,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
723,2024-12-12 00:00:00,0016965411,INV,24212.82,HATS GROUP LTD,13787400,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
724,2024-12-12 00:00:00,0019056169,INV,2438.5,VOKES TAXIS,02774200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
725,2024-12-23 00:00:00,0016966201,INV,3800,VOKES TAXIS,02774200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
726,2024-12-12 00:00:00,0019056156,INV,2677.27,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
727,2024-12-12 00:00:00,0019056159,INV,3800,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
728,2024-12-12 00:00:00,0019056160,INV,1813.64,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
729,2024-12-12 00:00:00,0019056161,INV,3022.73,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
730,2024-12-12 00:00:00,0019056164,INV,1710,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
731,2024-12-12 00:00:00,0019056165,INV,1600,VOKES TAXIS,02774200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
732,2024-12-12 00:00:00,0019056167,INV,12217.54,VOKES TAXIS,02774200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
733,2024-12-12 00:00:00,0019056168,INV,3657.75,VOKES TAXIS,02774200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
734,2024-12-12 00:00:00,0019056158,INV,2500,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
735,2024-12-31 00:00:00,0019056240,INV,2418.18,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
736,2024-12-31 00:00:00,0019056241,INV,1681.82,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
737,2024-12-12 00:00:00,0019056149,INV,5054,HATS GROUP LTD,13787400,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
738,2024-12-12 00:00:00,0019056150,INV,9685.2,HATS GROUP LTD,13787400,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
739,2024-12-12 00:00:00,0019056152,INV,12408.73,HATS GROUP LTD,13787400,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
740,2024-12-12 00:00:00,0019056153,INV,11593.53,HATS GROUP LTD,13787400,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
741,2024-12-12 00:00:00,0019056154,INV,3109.09,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
742,2024-12-12 00:00:00,0019056155,INV,2936.36,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
743,2024-12-12 00:00:00,0030275850,INV,320818.82,MEDWAY NORSE TRANSPORT LTD,04141400,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
744,2024-12-12 00:00:00,0030275861,INV,1872,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
745,2024-12-17 00:00:00,0014833674,INV,2250,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
746,2024-12-23 00:00:00,0014833680,INV,4413.82,MC PERSONNEL TRANSPORT LTD,13788100,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
747,2024-12-12 00:00:00,0014902731,INV,1537.27,SAS EXECUTIVE TRAVEL,01518200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
748,2024-12-12 00:00:00,0016965348,INV,1468.18,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
749,2024-12-12 00:00:00,0030275862,INV,15888.57,VOKES TAXIS,02774200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
750,2024-12-12 00:00:00,0030275866,INV,863.63,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
751,2024-12-31 00:00:00,0014833682,INV,2763.63,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
752,2024-12-23 00:00:00,0014833678,INV,1872,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
753,2024-12-12 00:00:00,0016965352,INV,7876.36,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
754,2024-12-12 00:00:00,0016965353,INV,1209.09,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
755,2024-12-12 00:00:00,0016965354,INV,1986.36,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
756,2024-12-12 00:00:00,0019056163,INV,2954.55,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
757,2024-12-12 00:00:00,0016965368,INV,4024.54,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
758,2024-12-12 00:00:00,0016965369,INV,2366.36,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
759,2024-12-12 00:00:00,0016965349,INV,2557.27,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
760,2024-12-12 00:00:00,0016965350,INV,1665.45,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
761,2024-12-12 00:00:00,0016965351,INV,4318.18,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
762,2024-12-12 00:00:00,0019056170,INV,1219.25,VOKES TAXIS,02774200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
763,2024-12-12 00:00:00,0019056171,INV,1219.25,VOKES TAXIS,02774200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
764,2024-12-12 00:00:00,0019056172,INV,1016.04,VOKES TAXIS,02774200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
765,2024-12-12 00:00:00,0019056173,INV,1016.04,VOKES TAXIS,02774200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
766,2024-12-12 00:00:00,0019056174,INV,927.27,VOKES TAXIS,02774200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
767,2024-12-12 00:00:00,0019056175,INV,1625.71,VOKES TAXIS,02774200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
768,2024-12-12 00:00:00,0019056176,INV,2837.4,VOKES TAXIS,02774200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
769,2024-12-12 00:00:00,0019056177,INV,3251.34,VOKES TAXIS,02774200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
770,2024-12-12 00:00:00,0019056178,INV,2334.3,VOKES TAXIS,02774200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
771,2024-12-12 00:00:00,0019056179,INV,2641.71,VOKES TAXIS,02774200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
772,2024-12-12 00:00:00,0019056180,INV,2235.29,VOKES TAXIS,02774200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
773,2024-12-12 00:00:00,0019056181,INV,2090.82,VOKES TAXIS,02774200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
774,2024-12-12 00:00:00,0019056182,INV,1625.67,VOKES TAXIS,02774200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
775,2024-12-12 00:00:00,0019056183,INV,2844.93,VOKES TAXIS,02774200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
776,2024-12-12 00:00:00,0019056184,INV,1828.88,VOKES TAXIS,02774200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
777,2024-12-12 00:00:00,0019056185,INV,2235.29,VOKES TAXIS,02774200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
778,2024-12-12 00:00:00,0019056186,INV,1293.05,VOKES TAXIS,02774200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
779,2024-12-12 00:00:00,0019056157,INV,2072.73,TRAVEL2U LTD T/A K TRANSPORT,14529700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
780,2024-12-12 00:00:00,0016965376,INV,2953.63,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
781,2024-12-12 00:00:00,0016965355,INV,3454.54,CANADA CABS,02071900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26001,Home to School Transport Hired
782,2024-12-17 00:00:00,0014833673,INV,15038.32,ARRIVA KENT & SURREY LTD,01402900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,26004,HST Bus
783,2024-12-31 00:00:00,0019056284,INV,290.64,REDACTED PERSONAL DATA,14212700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
784,2024-12-31 00:00:00,0019056287,INV,295.68,REDACTED PERSONAL DATA,13776700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
785,2024-12-31 00:00:00,0019056270,INV,1233.68,REDACTED PERSONAL DATA,04117200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
786,2024-12-31 00:00:00,0019056271,INV,260.4,REDACTED PERSONAL DATA,14487900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
787,2024-12-31 00:00:00,0019056278,INV,496.16,REDACTED PERSONAL DATA,04017000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
788,2024-12-31 00:00:00,0019056279,INV,589.68,REDACTED PERSONAL DATA,04017000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
789,2024-12-31 00:00:00,0019056280,INV,261.52,REDACTED PERSONAL DATA,14519700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
790,2024-12-31 00:00:00,0019056283,INV,282.8,REDACTED PERSONAL DATA,13794300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
791,2024-12-31 00:00:00,0019056285,INV,291.97,REDACTED PERSONAL DATA,13791400,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
792,2024-12-31 00:00:00,0019056286,INV,294,REDACTED PERSONAL DATA,14515500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
793,2024-12-31 00:00:00,0019056292,INV,316.96,REDACTED PERSONAL DATA,14460900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
794,2024-12-31 00:00:00,0019056260,INV,257.04,REDACTED PERSONAL DATA,14472000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
795,2024-12-31 00:00:00,0019056261,INV,259.28,REDACTED PERSONAL DATA,14472000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
796,2024-12-31 00:00:00,0019056269,INV,897.68,REDACTED PERSONAL DATA,04117200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
797,2024-12-31 00:00:00,0019056301,INV,435.12,REDACTED PERSONAL DATA,13798400,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
798,2024-12-31 00:00:00,0019056303,INV,390.88,REDACTED PERSONAL DATA,14459800,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
799,2024-12-31 00:00:00,0019056276,INV,434.56,REDACTED PERSONAL DATA,14474200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
800,2024-12-31 00:00:00,0019056277,INV,510.72,REDACTED PERSONAL DATA,14474200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
801,2024-12-31 00:00:00,0019056281,INV,263.2,REDACTED PERSONAL DATA,14264300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
802,2024-12-31 00:00:00,0019056282,INV,276.08,REDACTED PERSONAL DATA,04185200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
803,2024-12-31 00:00:00,0019056297,INV,369.6,REDACTED PERSONAL DATA,14518000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
804,2024-12-31 00:00:00,0019056298,INV,371.28,REDACTED PERSONAL DATA,14459900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
805,2024-12-31 00:00:00,0019056288,INV,300.16,REDACTED PERSONAL DATA,14369800,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
806,2024-12-31 00:00:00,0019056291,INV,315.28,REDACTED PERSONAL DATA,14315800,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
807,2024-12-31 00:00:00,0019056294,INV,337.68,REDACTED PERSONAL DATA,14533000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
808,2024-12-31 00:00:00,0019056300,INV,372.96,REDACTED PERSONAL DATA,14520000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
809,2024-12-31 00:00:00,0019056313,INV,444.64,REDACTED PERSONAL DATA,14267200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
810,2024-12-31 00:00:00,0019056315,INV,449.68,REDACTED PERSONAL DATA,14384600,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
811,2024-12-31 00:00:00,0019056304,INV,403.76,REDACTED PERSONAL DATA,14269200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
812,2024-12-31 00:00:00,0019056305,INV,409.92,REDACTED PERSONAL DATA,14473700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
813,2024-12-31 00:00:00,0019056295,INV,341.6,REDACTED PERSONAL DATA,14401900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
814,2024-12-31 00:00:00,0019056296,INV,361.76,REDACTED PERSONAL DATA,14530600,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
815,2024-12-31 00:00:00,0019056324,INV,904.4,REDACTED PERSONAL DATA,14405400,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
816,2024-12-31 00:00:00,0019056325,INV,916.16,REDACTED PERSONAL DATA,14532700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
817,2024-12-31 00:00:00,0019056299,INV,372.4,REDACTED PERSONAL DATA,13710600,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
818,2024-12-31 00:00:00,0019056302,INV,383.04,REDACTED PERSONAL DATA,14531700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
819,2024-12-31 00:00:00,0019056307,INV,412.16,REDACTED PERSONAL DATA,14532400,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
820,2024-12-31 00:00:00,0019056308,INV,420.56,REDACTED PERSONAL DATA,14535900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
821,2024-12-31 00:00:00,0019056336,INV,1480.64,REDACTED PERSONAL DATA,13682500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
822,2024-12-31 00:00:00,0019056338,INV,1571.92,REDACTED PERSONAL DATA,14472600,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
823,2024-12-31 00:00:00,0019056317,INV,455.28,REDACTED PERSONAL DATA,14452300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
824,2024-12-31 00:00:00,0019056319,INV,788.48,REDACTED PERSONAL DATA,14337600,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
825,2024-12-31 00:00:00,0019056321,INV,858.48,REDACTED PERSONAL DATA,14536100,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
826,2024-12-31 00:00:00,0019056323,INV,887.04,REDACTED PERSONAL DATA,14457400,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
827,2024-12-31 00:00:00,0019056353,INV,459.2,REDACTED PERSONAL DATA,14537400,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
828,2024-12-31 00:00:00,0019056358,INV,470.96,REDACTED PERSONAL DATA,03744800,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
829,2024-12-31 00:00:00,0019056329,INV,1066.8,REDACTED PERSONAL DATA,14531500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
830,2024-12-31 00:00:00,0019056330,INV,1107.68,REDACTED PERSONAL DATA,14293000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
831,2024-12-31 00:00:00,0019056331,INV,1165.92,REDACTED PERSONAL DATA,04029700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
832,2024-12-31 00:00:00,0019056334,INV,1257.76,REDACTED PERSONAL DATA,13691200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
833,2024-12-31 00:00:00,0019056310,INV,426.72,REDACTED PERSONAL DATA,14369400,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
834,2024-12-31 00:00:00,0019056311,INV,439.6,REDACTED PERSONAL DATA,14531900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
835,2024-12-31 00:00:00,0019056341,INV,2470.72,REDACTED PERSONAL DATA,14406600,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
836,2024-12-31 00:00:00,0019056342,INV,2985.36,REDACTED PERSONAL DATA,14460800,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
837,2024-12-31 00:00:00,0019056346,INV,311.6,REDACTED PERSONAL DATA,04150900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
838,2024-12-31 00:00:00,0019056350,INV,770,REDACTED PERSONAL DATA,14537200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
839,2024-12-31 00:00:00,0019056320,INV,823.76,REDACTED PERSONAL DATA,14532000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
840,2024-12-31 00:00:00,0019056322,INV,874.72,REDACTED PERSONAL DATA,14518100,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
841,2024-12-31 00:00:00,0019056360,INV,477.12,REDACTED PERSONAL DATA,13781500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
842,2024-12-31 00:00:00,0019056361,INV,479.92,REDACTED PERSONAL DATA,14461000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
843,2024-12-31 00:00:00,0019056365,INV,486.08,REDACTED PERSONAL DATA,14473900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
844,2024-12-31 00:00:00,0019056309,INV,425.04,REDACTED PERSONAL DATA,14536200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
845,2024-12-31 00:00:00,0019056333,INV,1202.32,REDACTED PERSONAL DATA,14356300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
846,2024-12-31 00:00:00,0019056335,INV,1270.64,REDACTED PERSONAL DATA,14520400,CHILDREN AND ADULTS,EDUCATION,EDUCATION,52500,Social Services Direct Payment
