Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44199815,0,202305,WOLSELEY UK LTD,248.80 ,03/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44199845,0,202305,REXEL UK LTD,4.50 ,03/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44199855,1,202305,J & P HARDWARE LTD,394.50 ,03/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44199864,0,202305,REXEL UK LTD,37.80 ,03/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44199865,0,202305,J & P HARDWARE LTD,188.00 ,03/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44199867,0,202305,J & P HARDWARE LTD,196.00 ,03/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44199888,0,202305,WOLSELEY UK LTD,22.76 ,03/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44199892,0,202305,LOW FELL REMOVALS LTD,250.00 ,03/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44199905,0,202305,SMI,85.20 ,04/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44199906,0,202305,WOLSELEY UK LTD,400.24 ,03/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44199951,0,202305,SMI,64.00 ,04/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44199952,0,202305,SMI,432.50 ,04/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44199957,0,202305,WOLSELEY UK LTD,619.05 ,04/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44199962,0,202305,WOLSELEY UK LTD,185.60 ,04/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44199964,1,202305,WOLSELEY UK LTD,318.64 ,04/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44199967,0,202305,WOLSELEY UK LTD,12.62 ,04/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44199969,0,202305,WOLSELEY UK LTD,43.09 ,04/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44199976,0,202305,TRAVIS PERKINS TRADING CO LTD,655.20 ,04/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44199978,0,202305,TRAVIS PERKINS TRADING CO LTD,182.40 ,04/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44199983,0,202305,TRAVIS PERKINS TRADING CO LTD,707.10 ,04/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44199984,0,202305,TRAVIS PERKINS TRADING CO LTD,557.20 ,04/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44199986,0,202305,WOLSELEY UK LTD,749.38 ,04/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44199993,0,202305,TRAVIS PERKINS TRADING CO LTD,166.90 ,04/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44199998,0,202305,TRAVIS PERKINS TRADING CO LTD,792.70 ,04/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200000,0,202305,TRAVIS PERKINS TRADING CO LTD,"2,105.20 ",04/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200002,0,202305,TRAVIS PERKINS TRADING CO LTD,109.80 ,04/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200003,0,202305,WOLSELEY UK LTD,19.53 ,04/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200005,0,202305,TRAVIS PERKINS TRADING CO LTD,487.20 ,04/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200006,1,202305,TRAVIS PERKINS TRADING CO LTD,116.28 ,15/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200007,0,202305,TRAVIS PERKINS TRADING CO LTD,"1,016.31 ",18/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200008,0,202305,TRAVIS PERKINS TRADING CO LTD,703.58 ,04/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200038,0,202305,THOMPSONS OF PRUDHOE LTD,858.30 ,08/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200049,1,202305,EASIBATHE LTD/EASIACCESS SOLUTIONS,175.00 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200050,1,202305,EASIBATHE LTD/EASIACCESS SOLUTIONS,852.00 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200050,2,202305,EASIBATHE LTD/EASIACCESS SOLUTIONS,19.50 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200159,0,202305,JOBLING PURSER LTD,465.12 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200162,0,202305,LONDON GENERAL SALES LTD,"1,032.75 ",10/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200181,0,202305,WOLSELEY UK LTD,445.00 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200182,0,202305,WOLSELEY UK LTD,26.01 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200188,0,202305,TRAVIS PERKINS TRADING CO LTD,"1,533.60 ",10/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200190,0,202305,WOLSELEY UK LTD,127.01 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200198,0,202305,TRAVIS PERKINS TRADING CO LTD,"2,745.76 ",07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200212,0,202305,WOLSELEY UK LTD,25.80 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200213,0,202305,TRAVIS PERKINS TRADING CO LTD,410.34 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200214,0,202305,WOLSELEY UK LTD,353.28 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200219,0,202305,WOLSELEY UK LTD,45.57 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200222,0,202305,WOLSELEY UK LTD,"2,721.84 ",07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200223,1,202305,WOLSELEY UK LTD,11.31 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200224,0,202305,WOLSELEY UK LTD,913.30 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200229,0,202305,WOLSELEY UK LTD,670.40 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200230,0,202305,WOLSELEY UK LTD,5.48 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200231,0,202305,WOLSELEY UK LTD,1.83 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200285,1,202305,CROSSLING LTD (NEWCASTLE),"2,245.07 ",07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200286,0,202305,CROSSLING LTD (NEWCASTLE),589.30 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200288,0,202305,CROSSLING LTD (NEWCASTLE),62.64 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200289,0,202305,CROSSLING LTD (NEWCASTLE),28.90 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200290,0,202305,CROSSLING LTD (NEWCASTLE),6.96 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200291,0,202305,CROSSLING LTD (NEWCASTLE),230.02 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200292,0,202305,CROSSLING LTD (NEWCASTLE),170.32 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200293,0,202305,CROSSLING LTD (NEWCASTLE),"2,138.20 ",07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200294,0,202305,CROSSLING LTD (NEWCASTLE),19.98 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200295,0,202305,CROSSLING LTD (NEWCASTLE),119.88 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200296,0,202305,CROSSLING LTD (NEWCASTLE),"1,232.00 ",07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200297,0,202305,CROSSLING LTD (NEWCASTLE),254.91 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200298,0,202305,CROSSLING LTD (NEWCASTLE),456.88 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200299,0,202305,CROSSLING LTD (NEWCASTLE),905.20 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200300,0,202305,CROSSLING LTD (NEWCASTLE),210.21 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200321,0,202305,WOLSELEY UK LTD,519.26 ,07/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200330,0,202305,REARO LAMINATES LTD,335.90 ,08/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200397,0,202305,HUWS GRAY LTD,10.53 ,09/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200403,1,202305,HUWS GRAY LTD,"1,615.00 ",09/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200413,0,202305,RITHERDON & CO LTD,468.64 ,09/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200473,0,202305,HUWS GRAY LTD,203.00 ,09/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200475,0,202305,HUWS GRAY LTD,58.00 ,09/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200477,0,202305,HUWS GRAY LTD,30.00 ,23/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200478,0,202305,HUWS GRAY LTD,13.00 ,09/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200479,0,202305,HUWS GRAY LTD,14.50 ,09/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200480,0,202305,HUWS GRAY LTD,550.00 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200481,0,202305,HUWS GRAY LTD,122.00 ,23/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200482,0,202305,HUWS GRAY LTD,700.00 ,09/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200483,0,202305,HUWS GRAY LTD,129.90 ,09/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200484,0,202305,HUWS GRAY LTD,66.00 ,09/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200489,0,202305,HUWS GRAY LTD,87.60 ,09/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200492,0,202305,HUWS GRAY LTD,654.30 ,09/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200518,0,202305,JAMES BURRELL LTD,334.20 ,10/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200525,0,202305,JAMES BURRELL LTD,334.20 ,10/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200527,0,202305,INSTARMAC GROUP PLC,939.68 ,10/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200582,0,202305,REARO LAMINATES LTD,335.90 ,11/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200636,0,202305,TRAVIS PERKINS TRADING CO LTD,683.90 ,11/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200639,0,202305,TRAVIS PERKINS TRADING CO LTD,228.82 ,11/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200651,0,202305,TRAVIS PERKINS TRADING CO LTD,307.80 ,18/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200653,0,202305,TRAVIS PERKINS TRADING CO LTD,214.50 ,11/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200654,0,202305,TRAVIS PERKINS TRADING CO LTD,441.76 ,11/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200657,0,202305,TRAVIS PERKINS TRADING CO LTD,75.48 ,11/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200658,0,202305,TRAVIS PERKINS TRADING CO LTD,"1,665.60 ",18/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200660,0,202305,TRAVIS PERKINS TRADING CO LTD,65.70 ,11/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200661,0,202305,TRAVIS PERKINS TRADING CO LTD,87.58 ,11/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200666,0,202305,TRAVIS PERKINS TRADING CO LTD,"1,186.56 ",16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200667,1,202305,TRAVIS PERKINS TRADING CO LTD,116.28 ,15/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200671,0,202305,TRAVIS PERKINS TRADING CO LTD,"3,628.40 ",11/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200675,0,202305,TRAVIS PERKINS TRADING CO LTD,200.60 ,11/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200676,0,202305,JOBLING PURSER LTD,785.20 ,11/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200677,0,202305,TRAVIS PERKINS TRADING CO LTD,29.52 ,11/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200711,0,202305,TRAVIS PERKINS TRADING CO LTD,87.45 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200712,0,202305,TRAVIS PERKINS TRADING CO LTD,642.99 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200713,0,202305,TRAVIS PERKINS TRADING CO LTD,343.90 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200714,0,202305,TRAVIS PERKINS TRADING CO LTD,557.20 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200728,0,202305,TRAVIS PERKINS TRADING CO LTD,559.68 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200729,0,202305,TRAVIS PERKINS TRADING CO LTD,414.40 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200731,0,202305,TRAVIS PERKINS TRADING CO LTD,433.60 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200732,0,202305,TRAVIS PERKINS TRADING CO LTD,737.60 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200733,0,202305,TRAVIS PERKINS TRADING CO LTD,243.60 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200734,0,202305,TRAVIS PERKINS TRADING CO LTD,150.00 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200735,0,202305,TRAVIS PERKINS TRADING CO LTD,541.45 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200756,0,202305,SMI,121.81 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200760,0,202305,SMI,56.22 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200768,0,202305,WOLSELEY UK LTD,13.20 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200770,0,202305,WOLSELEY UK LTD,65.55 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200771,0,202305,WOLSELEY UK LTD,14.36 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200772,0,202305,WOLSELEY UK LTD,3.33 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200774,0,202305,WOLSELEY UK LTD,218.77 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200776,0,202305,AKW MEDI CARE LTD,338.50 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200781,0,202305,WOLSELEY UK LTD,125.00 ,22/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200798,0,202305,HEADLAM FLOORCOVERINGS,"4,261.14 ",14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200828,0,202305,LYRECO UK LTD,22.50 ,18/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200841,0,202305,LYRECO UK LTD,10.95 ,18/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200860,1,202305,LYRECO UK LTD,102.00 ,18/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200873,1,202305,LONDON GENERAL SALES LTD,40.46 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200874,1,202305,LYRECO UK LTD,25.80 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200878,0,202305,LYRECO UK LTD,125.22 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200881,0,202305,LYRECO UK LTD,231.50 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200892,0,202305,LYRECO UK LTD,"1,376.28 ",14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200893,1,202305,LYRECO UK LTD,"1,435.68 ",15/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200894,0,202305,LYRECO UK LTD,138.90 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200895,0,202305,LYRECO UK LTD,60.00 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200896,0,202305,LYRECO UK LTD,138.90 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200897,0,202305,LYRECO UK LTD,278.58 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200901,1,202305,LONDON GENERAL SALES LTD,491.40 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200909,1,202305,JOHN DAVIDSON (PIPES) LTD,383.66 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200914,0,202305,SMI,42.60 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200940,0,202305,REXEL UK LTD,54.80 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200941,0,202305,REXEL UK LTD,509.20 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200945,0,202305,REXEL UK LTD,"1,608.80 ",14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200946,0,202305,REXEL UK LTD,"2,349.00 ",14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200948,0,202305,REXEL UK LTD,238.60 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200949,0,202305,REXEL UK LTD,185.20 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200950,0,202305,REXEL UK LTD,"2,525.04 ",14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200955,0,202305,REXEL UK LTD,41.34 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200956,0,202305,REXEL UK LTD,53.72 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200960,0,202305,REXEL UK LTD,9.48 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200963,0,202305,REXEL UK LTD,"1,917.00 ",14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200965,0,202305,REXEL UK LTD,903.00 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200966,0,202305,REXEL UK LTD,95.80 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200967,0,202305,REXEL UK LTD,9.50 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200970,0,202305,REXEL UK LTD,56.10 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200973,0,202305,REXEL UK LTD,41.50 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200981,0,202305,REXEL UK LTD,19.71 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200989,0,202305,REXEL UK LTD,151.00 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200990,0,202305,REXEL UK LTD,555.00 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200991,0,202305,REXEL UK LTD,222.00 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200997,0,202305,HOWDENS  JOINERY LTD,155.50 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44200999,0,202305,REXEL UK LTD,11.40 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201000,0,202305,REXEL UK LTD,5.98 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201002,0,202305,REXEL UK LTD,394.20 ,18/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201004,0,202305,REXEL UK LTD,456.00 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201007,0,202305,REXEL UK LTD,339.00 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201014,0,202305,REXEL UK LTD,190.00 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201016,0,202305,REXEL UK LTD,80.00 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201041,0,202305,HOWDENS  JOINERY LTD,54.40 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201093,0,202305,FRANK HOWARD TOOLS & FIXINGS  LTD,65.00 ,14/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201121,0,202305,AAA CHEMICALS LIMITED,"2,078.00 ",15/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201121,2,202305,AAA CHEMICALS LIMITED,15.00 ,15/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201164,0,202305,GREENHAM TRADING LTD,497.28 ,16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201172,0,202305,FRANKLIN STEEL STOCKHOLDERS LD,257.10 ,16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201184,0,202305,TRAVIS PERKINS TRADING CO LTD,134.58 ,22/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201185,0,202305,TRAVIS PERKINS TRADING CO LTD,"1,839.60 ",16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201186,0,202305,TRAVIS PERKINS TRADING CO LTD,258.00 ,16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201187,0,202305,TRAVIS PERKINS TRADING CO LTD,568.80 ,16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201188,0,202305,TRAVIS PERKINS TRADING CO LTD,"1,094.24 ",16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201189,0,202305,TRAVIS PERKINS TRADING CO LTD,109.71 ,16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201197,0,202305,JAMES BURRELL LTD,290.00 ,16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201199,0,202305,TRAVIS PERKINS TRADING CO LTD,363.20 ,18/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201200,0,202305,TRAVIS PERKINS TRADING CO LTD,696.38 ,16/08/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Furn, Equip & Mats",44201201,0,202305,TRAVIS PERKINS TRADING CO LTD,982.40 ,16/08/2023
