Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1390,202305,REDACTED - Personal Information,264.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1391,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1392,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1393,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1398,202305,REDACTED - Personal Information,-159.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1399,202305,REDACTED - Personal Information,-159.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1400,202305,REDACTED - Personal Information,-159.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1401,202305,REDACTED - Personal Information,159.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1402,202305,REDACTED - Personal Information,159.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1403,202305,REDACTED - Personal Information,159.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1404,202305,REDACTED - Personal Information,159.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1416,202305,REDACTED - Personal Information,704.14 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1421,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1422,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1423,202305,REDACTED - Personal Information,264.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1424,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1425,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1426,202305,REDACTED - Personal Information,264.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1427,202305,REDACTED - Personal Information,-32.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1432,202305,REDACTED - Personal Information,264.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1445,202305,REDACTED - Personal Information,25.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1446,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1455,202305,REDACTED - Personal Information,159.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1456,202305,REDACTED - Personal Information,222.86 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1473,202305,REDACTED - Personal Information,-30.86 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1474,202305,REDACTED - Personal Information,92.57 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1480,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1481,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1485,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1486,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1489,202305,REDACTED - Personal Information,159.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1490,202305,REDACTED - Personal Information,159.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1496,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1497,202305,REDACTED - Personal Information,159.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1498,202305,REDACTED - Personal Information,159.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1499,202305,REDACTED - Personal Information,159.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1500,202305,REDACTED - Personal Information,159.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1502,202305,REDACTED - Personal Information,-185.15 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1503,202305,REDACTED - Personal Information,123.43 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1505,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1506,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1507,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1509,202305,REDACTED - Personal Information,264.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1510,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1511,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1512,202305,REDACTED - Personal Information,159.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1513,202305,REDACTED - Personal Information,159.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1517,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1518,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1521,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1522,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1523,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1524,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1525,202305,REDACTED - Personal Information,264.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1526,202305,REDACTED - Personal Information,264.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1527,202305,REDACTED - Personal Information,264.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1528,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1529,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1534,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1535,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1536,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1537,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1538,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1539,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1540,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1832,202305,REDACTED - Personal Information,264.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1833,202305,REDACTED - Personal Information,264.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1834,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1835,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1836,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1837,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1838,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1839,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1840,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1841,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1849,202305,REDACTED - Personal Information,264.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1850,202305,REDACTED - Personal Information,264.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1859,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1860,202305,REDACTED - Personal Information,163.57 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1861,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1862,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1863,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1864,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1865,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1866,202305,REDACTED - Personal Information,264.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1867,202305,REDACTED - Personal Information,264.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1868,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1869,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1870,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1879,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1880,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1881,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1882,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1883,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1884,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1887,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1888,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1891,202305,REDACTED - Personal Information,159.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1892,202305,REDACTED - Personal Information,159.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1893,202305,REDACTED - Personal Information,159.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1894,202305,REDACTED - Personal Information,159.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1895,202305,REDACTED - Personal Information,219.57 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1904,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1906,202305,REDACTED - Personal Information,159.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1907,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1908,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1909,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1910,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1911,202305,REDACTED - Personal Information,-125.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1912,202305,REDACTED - Personal Information,50.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1913,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1914,202305,REDACTED - Personal Information,159.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1917,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1918,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1919,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1920,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1921,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1922,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1924,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1942,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1943,202305,REDACTED - Personal Information,264.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1944,202305,REDACTED - Personal Information,264.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1945,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1946,202305,REDACTED - Personal Information,-216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1949,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1950,202305,REDACTED - Personal Information,159.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1956,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1957,202305,REDACTED - Personal Information,159.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1958,202305,REDACTED - Personal Information,159.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1960,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1962,202305,REDACTED - Personal Information,90.86 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1963,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1964,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1965,202305,REDACTED - Personal Information,159.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1966,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1967,202305,REDACTED - Personal Information,159.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1968,202305,REDACTED - Personal Information,-175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1969,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1971,202305,REDACTED - Personal Information,100.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1977,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1978,202305,REDACTED - Personal Information,25.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1979,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1980,202305,REDACTED - Personal Information,25.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1991,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1992,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1993,202305,REDACTED - Personal Information,159.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1994,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1995,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,1999,202305,REDACTED - Personal Information,264.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2000,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2001,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2002,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2003,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2004,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2005,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2006,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2007,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2008,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2009,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2010,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2011,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2012,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2013,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2014,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2015,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2017,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2018,202305,REDACTED - Personal Information,318.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2020,202305,REDACTED - Personal Information,92.57 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2022,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2023,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2027,202305,REDACTED - Personal Information,-159.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2028,202305,REDACTED - Personal Information,113.57 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2033,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2034,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2041,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2042,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2045,202305,REDACTED - Personal Information,264.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2046,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2048,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2049,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2055,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2057,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2069,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2070,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2071,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2072,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2073,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2074,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2075,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2084,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2085,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2087,202305,REDACTED - Personal Information,-156.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2097,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2098,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2099,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2102,202305,REDACTED - Personal Information,264.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2103,202305,REDACTED - Personal Information,264.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2104,202305,REDACTED - Personal Information,264.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2105,202305,REDACTED - Personal Information,264.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2106,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2107,202305,REDACTED - Personal Information,216.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2108,202305,REDACTED - Personal Information,264.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2109,202305,REDACTED - Personal Information,175.00 ,31/08/2023
Children's Social Care & Lifelong Learning,Transfer Payments,Transfer Payments,7120048,2112,202305,REDACTED - Personal Information,216.00 ,31/08/2023
