Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
"Housing, Environment and Healthy Communities",Supplies and Services,"Grants, Contribs & Subs",200094813,1,202301,Barclaycard - Global Commercial Payments,3.99 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Grants, Contribs & Subs",200094815,1,202301,Barclaycard - Global Commercial Payments,17.87 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Grants, Contribs & Subs",200080277,1,202301,Barclaycard - Global Commercial Payments,40.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Grants, Contribs & Subs",200085148,1,202301,Barclaycard - Global Commercial Payments,20.00 ,26/04/2023
Office of the Chief Executive,Supplies and Services,"Grants, Contribs & Subs",200092769,1,202301,Barclaycard - Global Commercial Payments,86.53 ,26/04/2023
Schools,Supplies and Services,"Grants, Contribs & Subs",200093105,1,202301,Barclaycard - Global Commercial Payments,40.00 ,26/04/2023
Schools,Supplies and Services,"Grants, Contribs & Subs",200091056,1,202301,Barclaycard - Global Commercial Payments,95.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200093401,1,202301,Barclaycard - Global Commercial Payments,186.00 ,26/04/2023
Schools,Supplies and Services,"Licenses, Housing, Fees",200092868,1,202301,Barclaycard - Global Commercial Payments,9.98 ,26/04/2023
Schools,Supplies and Services,"Licenses, Housing, Fees",200092869,1,202301,Barclaycard - Global Commercial Payments,1.58 ,26/04/2023
Schools,Supplies and Services,"Licenses, Housing, Fees",200093067,1,202301,Barclaycard - Global Commercial Payments,7.50 ,26/04/2023
Schools,Supplies and Services,"Licenses, Housing, Fees",200092710,1,202301,Barclaycard - Global Commercial Payments,16.00 ,26/04/2023
Schools,Supplies and Services,"Licenses, Housing, Fees",200093196,1,202301,Barclaycard - Global Commercial Payments,10.96 ,26/04/2023
Schools,Supplies and Services,"Licenses, Housing, Fees",200090731,1,202301,Barclaycard - Global Commercial Payments,60.80 ,26/04/2023
Schools,Supplies and Services,"Licenses, Housing, Fees",200090807,1,202301,Barclaycard - Global Commercial Payments,2.85 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200093843,1,202301,Barclaycard - Global Commercial Payments,595.93 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200090418,1,202301,Barclaycard - Global Commercial Payments,81.94 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200091506,1,202301,Barclaycard - Global Commercial Payments,69.34 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200092776,1,202301,Barclaycard - Global Commercial Payments,213.72 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200092872,1,202301,Barclaycard - Global Commercial Payments,65.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200092941,1,202301,Barclaycard - Global Commercial Payments,643.93 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200092965,1,202301,Barclaycard - Global Commercial Payments,380.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200093254,1,202301,Barclaycard - Global Commercial Payments,30.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200093339,1,202301,Barclaycard - Global Commercial Payments,725.93 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200093461,1,202301,Barclaycard - Global Commercial Payments,372.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200075594,1,202301,Barclaycard - Global Commercial Payments,654.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200075595,1,202301,Barclaycard - Global Commercial Payments,"1,000.00 ",26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200075934,1,202301,Barclaycard - Global Commercial Payments,100.74 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200076127,1,202301,Barclaycard - Global Commercial Payments,601.44 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200076764,1,202301,Barclaycard - Global Commercial Payments,842.26 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200076871,1,202301,Barclaycard - Global Commercial Payments,669.58 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200084032,1,202301,Barclaycard - Global Commercial Payments,5.99 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200084532,1,202301,Barclaycard - Global Commercial Payments,-11.67 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200084640,1,202301,Barclaycard - Global Commercial Payments,-192.48 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200085079,1,202301,Barclaycard - Global Commercial Payments,206.98 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200086053,1,202301,Barclaycard - Global Commercial Payments,-206.98 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200091597,1,202301,Barclaycard - Global Commercial Payments,343.70 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200093725,1,202301,Barclaycard - Global Commercial Payments,12.80 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200093937,1,202301,Barclaycard - Global Commercial Payments,11.98 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200094259,1,202301,Barclaycard - Global Commercial Payments,173.23 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200094435,1,202301,Barclaycard - Global Commercial Payments,-49.98 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200094679,1,202301,Barclaycard - Global Commercial Payments,669.23 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200094726,1,202301,Barclaycard - Global Commercial Payments,"1,247.00 ",26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200094804,1,202301,Barclaycard - Global Commercial Payments,852.36 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200094837,1,202301,Barclaycard - Global Commercial Payments,5.50 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200094925,1,202301,Barclaycard - Global Commercial Payments,423.83 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200094926,1,202301,Barclaycard - Global Commercial Payments,726.44 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200094927,1,202301,Barclaycard - Global Commercial Payments,605.21 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200073506,1,202301,Barclaycard - Global Commercial Payments,587.50 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200079744,1,202301,Barclaycard - Global Commercial Payments,891.91 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200081078,1,202301,Barclaycard - Global Commercial Payments,826.93 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200085767,1,202301,Barclaycard - Global Commercial Payments,443.96 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200086243,1,202301,Barclaycard - Global Commercial Payments,204.47 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200090314,1,202301,Barclaycard - Global Commercial Payments,880.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200092108,1,202301,Barclaycard - Global Commercial Payments,-247.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200092193,1,202301,Barclaycard - Global Commercial Payments,184.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200093378,1,202301,Barclaycard - Global Commercial Payments,199.98 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200070995,1,202301,Barclaycard - Global Commercial Payments,131.20 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200071384,1,202301,Barclaycard - Global Commercial Payments,499.65 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200071780,1,202301,Barclaycard - Global Commercial Payments,190.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200071781,1,202301,Barclaycard - Global Commercial Payments,135.90 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200071782,1,202301,Barclaycard - Global Commercial Payments,95.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200071882,1,202301,Barclaycard - Global Commercial Payments,481.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200071977,1,202301,Barclaycard - Global Commercial Payments,3.25 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200071978,1,202301,Barclaycard - Global Commercial Payments,83.25 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200072553,1,202301,Barclaycard - Global Commercial Payments,80.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200072745,1,202301,Barclaycard - Global Commercial Payments,447.75 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200073109,1,202301,Barclaycard - Global Commercial Payments,108.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200073673,1,202301,Barclaycard - Global Commercial Payments,377.50 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200074246,1,202301,Barclaycard - Global Commercial Payments,206.97 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200074561,1,202301,Barclaycard - Global Commercial Payments,320.25 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200074562,1,202301,Barclaycard - Global Commercial Payments,500.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200075120,1,202301,Barclaycard - Global Commercial Payments,140.50 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200075121,1,202301,Barclaycard - Global Commercial Payments,414.75 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200075122,1,202301,Barclaycard - Global Commercial Payments,500.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200075123,1,202301,Barclaycard - Global Commercial Payments,500.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200076116,1,202301,Barclaycard - Global Commercial Payments,455.75 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200076589,1,202301,Barclaycard - Global Commercial Payments,407.75 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200076850,1,202301,Barclaycard - Global Commercial Payments,407.75 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200077316,1,202301,Barclaycard - Global Commercial Payments,484.75 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200077648,1,202301,Barclaycard - Global Commercial Payments,325.03 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200078723,1,202301,Barclaycard - Global Commercial Payments,275.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200078907,1,202301,Barclaycard - Global Commercial Payments,100.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200078908,1,202301,Barclaycard - Global Commercial Payments,466.50 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200079374,1,202301,Barclaycard - Global Commercial Payments,181.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200079950,1,202301,Barclaycard - Global Commercial Payments,364.75 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200079951,1,202301,Barclaycard - Global Commercial Payments,60.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200080192,1,202301,Barclaycard - Global Commercial Payments,314.25 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200080195,1,202301,Barclaycard - Global Commercial Payments,165.20 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200080196,1,202301,Barclaycard - Global Commercial Payments,198.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200080274,1,202301,Barclaycard - Global Commercial Payments,136.32 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200080508,1,202301,Barclaycard - Global Commercial Payments,348.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200080610,1,202301,Barclaycard - Global Commercial Payments,278.85 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200080801,1,202301,Barclaycard - Global Commercial Payments,-234.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200082103,1,202301,Barclaycard - Global Commercial Payments,387.96 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200082107,1,202301,Barclaycard - Global Commercial Payments,-387.96 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200082269,1,202301,Barclaycard - Global Commercial Payments,30.29 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200082609,1,202301,Barclaycard - Global Commercial Payments,197.98 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200082824,1,202301,Barclaycard - Global Commercial Payments,92.99 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200083141,1,202301,Barclaycard - Global Commercial Payments,170.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200083338,1,202301,Barclaycard - Global Commercial Payments,180.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200083528,1,202301,Barclaycard - Global Commercial Payments,360.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200083529,1,202301,Barclaycard - Global Commercial Payments,360.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200083530,1,202301,Barclaycard - Global Commercial Payments,360.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200083531,1,202301,Barclaycard - Global Commercial Payments,440.52 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200083717,1,202301,Barclaycard - Global Commercial Payments,120.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200083718,1,202301,Barclaycard - Global Commercial Payments,120.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200083719,1,202301,Barclaycard - Global Commercial Payments,120.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200084021,1,202301,Barclaycard - Global Commercial Payments,270.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200084113,1,202301,Barclaycard - Global Commercial Payments,450.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200085287,1,202301,Barclaycard - Global Commercial Payments,294.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200086328,1,202301,Barclaycard - Global Commercial Payments,990.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200087483,1,202301,Barclaycard - Global Commercial Payments,610.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200087574,1,202301,Barclaycard - Global Commercial Payments,81.45 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200088066,1,202301,Barclaycard - Global Commercial Payments,327.32 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200088068,1,202301,Barclaycard - Global Commercial Payments,92.79 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200088223,1,202301,Barclaycard - Global Commercial Payments,189.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200088224,1,202301,Barclaycard - Global Commercial Payments,351.75 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200088531,1,202301,Barclaycard - Global Commercial Payments,215.73 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200088532,1,202301,Barclaycard - Global Commercial Payments,170.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200088641,1,202301,Barclaycard - Global Commercial Payments,"1,095.00 ",26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200088642,1,202301,Barclaycard - Global Commercial Payments,"1,095.00 ",26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200089393,1,202301,Barclaycard - Global Commercial Payments,10.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200089702,1,202301,Barclaycard - Global Commercial Payments,-133.70 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200090758,1,202301,Barclaycard - Global Commercial Payments,65.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200090759,1,202301,Barclaycard - Global Commercial Payments,125.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200090835,1,202301,Barclaycard - Global Commercial Payments,270.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200090944,1,202301,Barclaycard - Global Commercial Payments,271.35 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200090951,1,202301,Barclaycard - Global Commercial Payments,485.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200091072,1,202301,Barclaycard - Global Commercial Payments,160.07 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200091587,1,202301,Barclaycard - Global Commercial Payments,65.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200091713,1,202301,Barclaycard - Global Commercial Payments,472.50 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200092808,1,202301,Barclaycard - Global Commercial Payments,227.01 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200092919,1,202301,Barclaycard - Global Commercial Payments,150.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200093103,1,202301,Barclaycard - Global Commercial Payments,472.50 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200093506,1,202301,Barclaycard - Global Commercial Payments,33.07 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200093530,1,202301,Barclaycard - Global Commercial Payments,472.50 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200093571,1,202301,Barclaycard - Global Commercial Payments,73.41 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200093591,1,202301,Barclaycard - Global Commercial Payments,-33.07 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200093698,1,202301,Barclaycard - Global Commercial Payments,241.92 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200093699,1,202301,Barclaycard - Global Commercial Payments,76.48 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200093783,1,202301,Barclaycard - Global Commercial Payments,74.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200093845,1,202301,Barclaycard - Global Commercial Payments,472.50 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200094002,1,202301,Barclaycard - Global Commercial Payments,322.25 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200094003,1,202301,Barclaycard - Global Commercial Payments,322.25 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200094034,1,202301,Barclaycard - Global Commercial Payments,364.50 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200094035,1,202301,Barclaycard - Global Commercial Payments,233.54 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200094092,1,202301,Barclaycard - Global Commercial Payments,35.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200094139,1,202301,Barclaycard - Global Commercial Payments,494.97 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200094140,1,202301,Barclaycard - Global Commercial Payments,198.00 ,26/04/2023
"Housing, Environment and Healthy Communities",Supplies and Services,"Licenses, Housing, Fees",200094141,1,202301,Barclaycard - Global Commercial Payments,40.78 ,26/04/2023
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",200093788,1,202301,Barclaycard - Global Commercial Payments,13.00 ,26/04/2023
"Economy, Innovation and Growth",Supplies and Services,"Licenses, Housing, Fees",200090150,1,202301,Barclaycard - Global Commercial Payments,9.20 ,26/04/2023
Schools,Supplies and Services,"Licenses, Housing, Fees",200094208,1,202301,Barclaycard - Global Commercial Payments,40.00 ,26/04/2023
Schools,Supplies and Services,"Licenses, Housing, Fees",200094069,1,202301,Barclaycard - Global Commercial Payments,553.00 ,26/04/2023
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",200092749,1,202301,Barclaycard - Global Commercial Payments,5.10 ,26/04/2023
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",200092750,1,202301,Barclaycard - Global Commercial Payments,3.06 ,26/04/2023
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",200092758,1,202301,Barclaycard - Global Commercial Payments,4.50 ,26/04/2023
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",200092759,1,202301,Barclaycard - Global Commercial Payments,8.80 ,26/04/2023
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",200092760,1,202301,Barclaycard - Global Commercial Payments,6.06 ,26/04/2023
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",200092851,1,202301,Barclaycard - Global Commercial Payments,13.45 ,26/04/2023
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",200092852,1,202301,Barclaycard - Global Commercial Payments,3.20 ,26/04/2023
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",200092876,1,202301,Barclaycard - Global Commercial Payments,45.37 ,26/04/2023
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",200092877,1,202301,Barclaycard - Global Commercial Payments,19.90 ,26/04/2023
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",200092890,1,202301,Barclaycard - Global Commercial Payments,45.10 ,26/04/2023
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",200092891,1,202301,Barclaycard - Global Commercial Payments,24.90 ,26/04/2023
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",200092937,1,202301,Barclaycard - Global Commercial Payments,324.05 ,26/04/2023
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",200092958,1,202301,Barclaycard - Global Commercial Payments,5.05 ,26/04/2023
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",200092959,1,202301,Barclaycard - Global Commercial Payments,8.32 ,26/04/2023
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",200092960,1,202301,Barclaycard - Global Commercial Payments,12.00 ,26/04/2023
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",200092964,1,202301,Barclaycard - Global Commercial Payments,6.71 ,26/04/2023
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",200092974,1,202301,Barclaycard - Global Commercial Payments,241.63 ,26/04/2023
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",200092975,1,202301,Barclaycard - Global Commercial Payments,5.15 ,26/04/2023
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",200092976,1,202301,Barclaycard - Global Commercial Payments,4.95 ,26/04/2023
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",200092977,1,202301,Barclaycard - Global Commercial Payments,12.54 ,26/04/2023
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",200092978,1,202301,Barclaycard - Global Commercial Payments,1.70 ,26/04/2023
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",200092979,1,202301,Barclaycard - Global Commercial Payments,1.70 ,26/04/2023
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",200092980,1,202301,Barclaycard - Global Commercial Payments,11.67 ,26/04/2023
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",200093007,1,202301,Barclaycard - Global Commercial Payments,20.00 ,26/04/2023
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",200093008,1,202301,Barclaycard - Global Commercial Payments,20.00 ,26/04/2023
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",200093058,1,202301,Barclaycard - Global Commercial Payments,12.20 ,26/04/2023
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",200093080,1,202301,Barclaycard - Global Commercial Payments,8.20 ,26/04/2023
