Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8219,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8489,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8623,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,8914,202306,O2 (UK) LTD,4.77 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9153,202306,O2 (UK) LTD,0.79 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9232,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9237,202306,O2 (UK) LTD,2.32 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,9890,202306,O2 (UK) LTD,2.43 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,10089,202306,O2 (UK) LTD,4.10 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,10382,202306,O2 (UK) LTD,3.18 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,10402,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,10716,202306,O2 (UK) LTD,1.50 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,10979,202306,O2 (UK) LTD,2.10 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600076,10981,202306,O2 (UK) LTD,1.99 ,08/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,137,202306,O2 (UK) LTD,1.18 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,456,202306,O2 (UK) LTD,1.80 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,460,202306,O2 (UK) LTD,3.16 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,464,202306,O2 (UK) LTD,7.61 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,468,202306,O2 (UK) LTD,1.52 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,472,202306,O2 (UK) LTD,1.50 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,476,202306,O2 (UK) LTD,1.50 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,483,202306,O2 (UK) LTD,1.50 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,625,202306,O2 (UK) LTD,1.74 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,635,202306,O2 (UK) LTD,0.38 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,836,202306,O2 (UK) LTD,2.12 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,840,202306,O2 (UK) LTD,0.71 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,954,202306,O2 (UK) LTD,1.50 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,1213,202306,O2 (UK) LTD,2.40 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,1337,202306,O2 (UK) LTD,1.50 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,1758,202306,O2 (UK) LTD,1.99 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,1762,202306,O2 (UK) LTD,1.88 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,2499,202306,O2 (UK) LTD,2.02 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,2580,202306,O2 (UK) LTD,1.43 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,2852,202306,O2 (UK) LTD,20.62 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,2856,202306,O2 (UK) LTD,3.00 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,3687,202306,O2 (UK) LTD,1.87 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,3697,202306,O2 (UK) LTD,0.71 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,3708,202306,O2 (UK) LTD,2.23 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,3718,202306,O2 (UK) LTD,1.47 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,3733,202306,O2 (UK) LTD,0.55 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,3743,202306,O2 (UK) LTD,0.89 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,3813,202306,O2 (UK) LTD,3.63 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,4302,202306,O2 (UK) LTD,1.62 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,4756,202306,O2 (UK) LTD,1.50 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,4841,202306,O2 (UK) LTD,2.15 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,4851,202306,O2 (UK) LTD,0.93 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,4971,202306,O2 (UK) LTD,1.53 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,5234,202306,O2 (UK) LTD,1.85 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,5800,202306,O2 (UK) LTD,2.73 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,5804,202306,O2 (UK) LTD,0.75 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,6813,202306,O2 (UK) LTD,1.50 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,6884,202306,O2 (UK) LTD,1.50 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,6902,202306,O2 (UK) LTD,2.03 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,6906,202306,O2 (UK) LTD,0.50 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,7086,202306,O2 (UK) LTD,1.39 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,7096,202306,O2 (UK) LTD,1.50 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,7126,202306,O2 (UK) LTD,2.02 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,7142,202306,O2 (UK) LTD,3.39 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,7146,202306,O2 (UK) LTD,1.50 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,8780,202306,O2 (UK) LTD,0.40 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,9043,202306,O2 (UK) LTD,1.37 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,9047,202306,O2 (UK) LTD,1.66 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,9724,202306,O2 (UK) LTD,1.50 ,27/09/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600077,10580,202306,O2 (UK) LTD,1.50 ,27/09/2023
Office of the Chief Executive,Supplies and Services,Catering & Provisions,44202245,0,202306,NORTH EAST CHAMBER OF COMMERCE,"3,050.00 ",04/09/2023
Office of the Chief Executive,Supplies and Services,Catering & Provisions,44206151,0,202306,AV WORKS LTD,75.00 ,29/09/2023
Office of the Chief Executive,Supplies and Services,"Printing, Stationery etc",44202185,0,202306,DURHAM COUNTY COUNCIL,82.00 ,18/09/2023
Office of the Chief Executive,Supplies and Services,"Printing, Stationery etc",44203994,0,202306,COLLECTOR SET PRINTERS LTD,49.40 ,19/09/2023
Office of the Chief Executive,Supplies and Services,"Printing, Stationery etc",44204008,0,202306,SF TAYLOR,28.00 ,18/09/2023
Office of the Chief Executive,Supplies and Services,Other Running Costs,44202158,0,202306,AV WORKS LTD,280.00 ,06/09/2023
Resources and Digital,Supplies and Services,"Licenses, Housing, Fees",44202556,0,202306,OXYGEN FINANCE LTD,"8,009.95 ",07/09/2023
Resources and Digital,Support Services,Support Services,41385687,1,202306,TYNE & WEAR PENSION FUND,857.00 ,04/09/2023
Resources and Digital,Supplies and Services,"Licenses, Housing, Fees",41384350,1,202306,LINK TREASURY SERVICES T/A LINK ASSET SERVICES,485.00 ,07/09/2023
Public Health and Wellbeing,Supplies and Services,Comms & Computing,41385916,1,202306,VIRGIN MEDIA BUSINESS,10.00 ,05/09/2023
Public Health and Wellbeing,Supplies and Services,"Printing, Stationery etc",44202122,0,202306,D SHARMA T/A NEWS 4 U,109.10 ,06/09/2023
Public Health and Wellbeing,Supplies and Services,"Printing, Stationery etc",44203820,0,202306,D SHARMA T/A NEWS 4 U,111.05 ,22/09/2023
Public Health and Wellbeing,Premises,Cleaning,41387701,3,202306,CITY CLEAN (NORTHERN ) LTD,8.00 ,26/09/2023
Public Health and Wellbeing,Supplies and Services,"Printing, Stationery etc",44205420,0,202306,ENVASANTHAM LTD,18.85 ,28/09/2023
Public Health and Wellbeing,Premises,Cleaning,41387701,1,202306,CITY CLEAN (NORTHERN ) LTD,8.00 ,26/09/2023
Public Health and Wellbeing,Premises,Cleaning,41387701,2,202306,CITY CLEAN (NORTHERN ) LTD,8.00 ,26/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41387769,1,202306,INITIAL WASHROOM SOLUTIONS,35.40 ,26/09/2023
Public Health and Wellbeing,Premises,Cleaning,41386147,1,202306,CITY CLEAN (NORTHERN ) LTD,4.00 ,06/09/2023
Public Health and Wellbeing,Supplies and Services,"Printing, Stationery etc",44203827,0,202306,DAVID'S FOOD AND BOOZE,53.10 ,19/09/2023
Public Health and Wellbeing,Supplies and Services,Comms & Computing,41386164,1,202306,VIRGIN MEDIA BUSINESS,13.00 ,07/09/2023
Public Health and Wellbeing,Supplies and Services,Comms & Computing,41386664,1,202306,VIRGIN MEDIA BUSINESS,13.00 ,14/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41387773,0,202306,TRANS UK SUPPLIES LTD,70.94 ,28/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",44202339,0,202306,CHANGEOVER LTD T/A MOOVIES DISTRIBUTION,51.19 ,05/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",44203015,0,202306,TRANS UK SUPPLIES LTD,304.43 ,08/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",44204935,0,202306,CHANGEOVER LTD T/A MOOVIES DISTRIBUTION,21.64 ,21/09/2023
Public Health and Wellbeing,Premises,Cleaning,41386495,1,202306,INITIAL WASHROOM SOLUTIONS,214.70 ,14/09/2023
Public Health and Wellbeing,Supplies and Services,"Clothing, Uniforms & Laundry",41385404,1,202306,ELIS UK LTD,38.60 ,01/09/2023
Public Health and Wellbeing,Supplies and Services,"Clothing, Uniforms & Laundry",41387821,1,202306,ELIS UK LTD,41.01 ,26/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",44202340,0,202306,ASKEWS LIBRARY SERVICES LTD,"4,398.75 ",05/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",44202342,0,202306,LATITUDE MAPPING LTD,15.99 ,05/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",44202969,0,202306,CHANGEOVER LTD T/A MOOVIES DISTRIBUTION,35.38 ,07/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",44203019,0,202306,ASKEWS LIBRARY SERVICES LTD,"4,285.52 ",08/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",44203679,0,202306,ASKEWS LIBRARY SERVICES LTD,"1,082.89 ",13/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",44203746,0,202306,REDACTED - Personal Information,29.97 ,19/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",44204976,0,202306,ASKEWS LIBRARY SERVICES LTD,"2,286.28 ",25/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",44205016,0,202306,WF HOWES LTD,152.08 ,25/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41385277,1,202306,BIRTLEY HERITAGE GROUP,50.00 ,01/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",44203756,0,202306,BUNZL CLEANING & HYGIENE SUPPLIES,140.29 ,14/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",44203767,0,202306,BUNZL CLEANING & HYGIENE SUPPLIES,176.90 ,13/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",44205161,1,202306,LYRECO UK LTD,268.40 ,29/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",44205376,1,202306,LYRECO UK LTD,46.34 ,29/09/2023
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",44205376,2,202306,LYRECO UK LTD,227.88 ,29/09/2023
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",44202338,0,202306,SECURITY PLUS LIMITED,49.00 ,05/09/2023
Public Health and Wellbeing,Supplies and Services,"Printing, Stationery etc",44202329,0,202306,CONTINUOUS DATA PRINT (UK) LTD,65.00 ,08/09/2023
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",41387133,1,202306,REDACTED - Personal Information,240.00 ,19/09/2023
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",44202337,0,202306,KEYFUND FEDERATION LTD T/A THE KEY,400.00 ,05/09/2023
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",44204593,0,202306,THE BUBBLE WHISPERER LTD,299.00 ,19/09/2023
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",44204936,0,202306,REDACTED - Personal Information,660.00 ,21/09/2023
Public Health and Wellbeing,Employees,Indirect Employee Expenses,148044166,1,202306,DDH PSYCHOLOGICAL SOLUTIONS LTD,210.00 ,05/09/2023
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",41385614,1,202306,REDACTED - Personal Information,150.00 ,04/09/2023
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",41388033,1,202306,REDACTED - Personal Information,135.00 ,28/09/2023
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",41387834,1,202306,REDACTED - Personal Information,700.00 ,28/09/2023
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",41386641,1,202306,REDACTED - Personal Information,170.00 ,11/09/2023
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",41387970,1,202306,REDACTED - Personal Information,240.00 ,28/09/2023
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",41387983,1,202306,REDACTED - Personal Information,340.00 ,28/09/2023
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",41388004,1,202306,DEAN TAXIS LTD T/A TEAM VALLEY TAXIS,14.96 ,28/09/2023
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",41385419,1,202306,BASELINE SHIFT,150.00 ,26/09/2023
Resources and Digital,Transport,Car Allowances,60700058,304,202306,CO - WHEELS CARCLUB CIC,16.62 ,11/09/2023
Resources and Digital,Transport,Car Allowances,60700059,687,202306,CO - WHEELS CARCLUB CIC,11.87 ,28/09/2023
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",41386176,1,202306,REDACTED - Personal Information,400.00 ,07/09/2023
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",41387831,1,202306,REDACTED - Personal Information,839.29 ,28/09/2023
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",41387972,1,202306,REDACTED - Personal Information,720.00 ,28/09/2023
Public Health and Wellbeing,Employees,Indirect Employee Expenses,41387700,1,202306,F MUTCH T/A BLUE WAVE TRAINING & CONSULTANCY,690.00 ,25/09/2023
Public Health and Wellbeing,Employees,Indirect Employee Expenses,41387720,1,202306,INSTITUTE OF SWIMMING,"1,105.40 ",26/09/2023
Public Health and Wellbeing,Employees,Indirect Employee Expenses,41387721,1,202306,INSTITUTE OF SWIMMING,"1,105.40 ",26/09/2023
Public Health and Wellbeing,Transport,Car Allowances,60700058,899,202306,CO - WHEELS CARCLUB CIC,16.62 ,11/09/2023
Public Health and Wellbeing,Transport,Car Allowances,60700058,1771,202306,CO - WHEELS CARCLUB CIC,16.62 ,11/09/2023
Public Health and Wellbeing,Transport,Car Allowances,60700059,748,202306,CO - WHEELS CARCLUB CIC,11.87 ,28/09/2023
Public Health and Wellbeing,Transport,Car Allowances,60700059,1812,202306,CO - WHEELS CARCLUB CIC,11.87 ,28/09/2023
Public Health and Wellbeing,Supplies and Services,Comms & Computing,41387739,1,202306,ESENDEX,432.05 ,26/09/2023
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",41385735,1,202306,BLAKE MORGAN LLP,"2,412.00 ",04/09/2023
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",44202801,0,202306,AUTOCLOCK SYSTEMS LTD,195.00 ,18/09/2023
Public Health and Wellbeing,Supplies and Services,Advertising,44203334,1,202306,SPORT ENGLAND,"9,240.00 ",21/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41385868,1,202306,DURHAM COUNTY FA DEVELOPMENT,30.00 ,07/09/2023
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",41385738,1,202306,THE GREENHOUSE COMPANY (GROUNDWORK) LTD,15.00 ,07/09/2023
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",41385961,1,202306,GATESHEAD FC FOUNDATION,448.00 ,07/09/2023
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",41386016,1,202306,GATESHEAD FC FOUNDATION,"1,505.50 ",07/09/2023
Public Health and Wellbeing,Supplies and Services,Other Running Costs,41385870,1,202306,GATESHEAD FC FOUNDATION,480.00 ,07/09/2023
Public Health and Wellbeing,Supplies and Services,Catering & Provisions,41385362,1,202306,REDACTED - Personal Information,807.00 ,07/09/2023
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",41385584,1,202306,GREENSIDE COMMUNITY CENTRE,180.00 ,07/09/2023
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",41385355,1,202306,GATESHEAD HARRIERS AND ATHLETIC CLUB,"1,200.00 ",07/09/2023
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",41385871,1,202306,REDACTED - Personal Information,325.00 ,07/09/2023
Public Health and Wellbeing,Premises,Rep & Maint,44202353,0,202306,SUSTAIN LANDSCAPES LTD,866.25 ,04/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",44202393,0,202306,PULSE FITNESS LTD,8.00 ,04/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",44201883,0,202306,BUNZL CLEANING & HYGIENE SUPPLIES,604.80 ,25/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41386544,1,202306,MOBILE MINI UK LTD,77.50 ,11/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41386548,1,202306,MOBILE MINI UK LTD,42.64 ,11/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41386549,1,202306,MOBILE MINI UK LTD,99.20 ,11/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41386550,1,202306,MOBILE MINI UK LTD,44.06 ,11/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41386551,1,202306,MOBILE MINI UK LTD,42.64 ,11/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41386552,1,202306,MOBILE MINI UK LTD,96.00 ,11/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41386554,1,202306,MOBILE MINI UK LTD,75.00 ,11/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41386555,1,202306,MOBILE MINI UK LTD,42.64 ,11/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41386556,1,202306,MOBILE MINI UK LTD,42.64 ,11/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41386558,1,202306,MOBILE MINI UK LTD,44.06 ,11/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41386561,1,202306,MOBILE MINI UK LTD,44.06 ,11/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41386562,1,202306,MOBILE MINI UK LTD,44.06 ,11/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41386563,1,202306,MOBILE MINI UK LTD,44.06 ,11/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41386564,1,202306,MOBILE MINI UK LTD,44.06 ,11/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41386565,1,202306,MOBILE MINI UK LTD,44.06 ,11/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41386566,1,202306,MOBILE MINI UK LTD,44.06 ,11/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41386567,1,202306,MOBILE MINI UK LTD,44.06 ,11/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41386569,1,202306,MOBILE MINI UK LTD,77.50 ,11/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41386570,1,202306,MOBILE MINI UK LTD,99.20 ,11/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41386571,1,202306,MOBILE MINI UK LTD,77.50 ,11/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41386572,1,202306,MOBILE MINI UK LTD,99.20 ,11/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41387759,1,202306,WERNICK HIRE LTD,26.58 ,26/09/2023
Public Health and Wellbeing,Supplies and Services,Comms & Computing,41386446,1,202306,VIRGIN MEDIA BUSINESS,62.00 ,08/09/2023
Public Health and Wellbeing,Supplies and Services,Comms & Computing,41386662,1,202306,VIRGIN MEDIA BUSINESS,20.00 ,11/09/2023
Public Health and Wellbeing,Supplies and Services,Other Running Costs,41386652,1,202306,SECURITY PLUS LIMITED,24.50 ,11/09/2023
Public Health and Wellbeing,Supplies and Services,Other Running Costs,44202354,0,202306,SECURITY PLUS LIMITED,12.25 ,04/09/2023
Public Health and Wellbeing,Income: Fees and Charges,"Charges, Fees & Income",147060568,1,202306,REDACTED - Personal Information,38.00 ,08/09/2023
Public Health and Wellbeing,Premises,Energy,44202403,0,202306,CENTRICA BUSINESS SOLUTIONS UK LIMITED,"2,708.92 ",06/09/2023
Public Health and Wellbeing,Premises,Cleaning,41386598,1,202306,PRO-CLEAN FACILITIES LTD,120.00 ,11/09/2023
Public Health and Wellbeing,Premises,Cleaning,41386702,1,202306,PRO-CLEAN FACILITIES LTD,120.00 ,11/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41385537,1,202306,ALISON BLACK LTD T/A SPORTMAX,274.85 ,04/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41387747,1,202306,ALISON BLACK LTD T/A SPORTMAX,22.95 ,26/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41387748,1,202306,ALISON BLACK LTD T/A SPORTMAX,614.50 ,26/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41385615,1,202306,SITELINK COMMUNICATIONS LTD,88.57 ,04/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41385646,1,202306,CULLIGAN (UK) LTD,47.99 ,04/09/2023
Public Health and Wellbeing,Supplies and Services,"Licenses, Housing, Fees",41387767,1,202306,INITIAL WASHROOM SOLUTIONS,504.19 ,26/09/2023
Public Health and Wellbeing,Supplies and Services,Other Running Costs,41385580,1,202306,PRO-CLEAN FACILITIES LTD,60.00 ,04/09/2023
Public Health and Wellbeing,Supplies and Services,Other Running Costs,41385642,1,202306,SECURITY PLUS LIMITED,61.25 ,04/09/2023
Public Health and Wellbeing,Income: Fees and Charges,"Charges, Fees & Income",147060589,1,202306,REDACTED - Personal Information,62.50 ,11/09/2023
Public Health and Wellbeing,Premises,Rep & Maint,44202024,0,202306,GT CLEANING MACHINES,331.00 ,07/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41386835,1,202306,AIR PRODUCTS PLC,542.30 ,12/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41384456,1,202306,SITELINK COMMUNICATIONS LTD,142.90 ,04/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41386462,1,202306,AQUAFRESH LTD T/A AQUAID,91.65 ,08/09/2023
Public Health and Wellbeing,Income: Fees and Charges,"Charges, Fees & Income",147060567,1,202306,REDACTED - Personal Information,96.00 ,07/09/2023
Public Health and Wellbeing,Premises,Cleaning,41386701,1,202306,PRO-CLEAN FACILITIES LTD,78.00 ,11/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41385607,1,202306,SITELINK COMMUNICATIONS LTD,35.43 ,04/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41387859,1,202306,SITELINK COMMUNICATIONS LTD,35.43 ,27/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41387958,1,202306,SITELINK COMMUNICATIONS LTD,11.00 ,28/09/2023
Public Health and Wellbeing,Supplies and Services,Other Running Costs,41385631,1,202306,SECURITY PLUS LIMITED,12.25 ,04/09/2023
Public Health and Wellbeing,Supplies and Services,Other Running Costs,41387712,1,202306,SECURITY PLUS LIMITED,-6.18 ,25/09/2023
Public Health and Wellbeing,Premises,Energy,44202404,0,202306,CENTRICA BUSINESS SOLUTIONS UK LIMITED,"2,480.41 ",06/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41388185,1,202306,AIR PRODUCTS PLC,158.19 ,29/09/2023
Public Health and Wellbeing,Supplies and Services,Other Running Costs,41385641,1,202306,SECURITY PLUS LIMITED,36.75 ,04/09/2023
Public Health and Wellbeing,Premises,Rep & Maint,44201509,0,202306,STERLING HYDROTECH LTD,675.68 ,04/09/2023
Public Health and Wellbeing,Premises,Rep & Maint,44202066,0,202306,ELECTRICAL WASTE RECYCLING GROUP,"4,798.25 ",26/09/2023
Public Health and Wellbeing,Premises,Energy,44202408,0,202306,CENTRICA BUSINESS SOLUTIONS UK LIMITED,"2,480.41 ",06/09/2023
Public Health and Wellbeing,Premises,Cleaning,41386713,1,202306,PRO-CLEAN FACILITIES LTD,150.00 ,11/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41385447,1,202306,ALISON BLACK LTD T/A SPORTMAX,"1,307.25 ",04/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41388174,1,202306,ALISON BLACK LTD T/A SPORTMAX,45.90 ,29/09/2023
Public Health and Wellbeing,Supplies and Services,"Furn, Equip & Mats",41388226,1,202306,ALISON BLACK LTD T/A SPORTMAX,"1,454.88 ",29/09/2023
