Nstrg(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5115,202304,O2 (UK) LTD,1.80 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5117,202304,O2 (UK) LTD,0.26 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5121,202304,O2 (UK) LTD,0.25 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5124,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5125,202304,O2 (UK) LTD,1.47 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5129,202304,O2 (UK) LTD,1.66 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5130,202304,O2 (UK) LTD,0.10 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5133,202304,O2 (UK) LTD,1.45 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5140,202304,O2 (UK) LTD,4.64 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5144,202304,O2 (UK) LTD,0.34 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5145,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5149,202304,O2 (UK) LTD,1.20 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5153,202304,O2 (UK) LTD,0.40 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5154,202304,O2 (UK) LTD,1.07 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5157,202304,O2 (UK) LTD,1.29 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5161,202304,O2 (UK) LTD,1.51 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5164,202304,O2 (UK) LTD,0.13 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5165,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5168,202304,O2 (UK) LTD,0.19 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5169,202304,O2 (UK) LTD,0.26 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5175,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5182,202304,O2 (UK) LTD,0.82 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5183,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5187,202304,O2 (UK) LTD,0.56 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5188,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5189,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5193,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5197,202304,O2 (UK) LTD,0.57 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5198,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5202,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5203,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5207,202304,O2 (UK) LTD,0.31 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5211,202304,O2 (UK) LTD,0.24 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5212,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5213,202304,O2 (UK) LTD,1.63 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5219,202304,O2 (UK) LTD,0.73 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5222,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5223,202304,O2 (UK) LTD,2.79 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5226,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5227,202304,O2 (UK) LTD,2.92 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5229,202304,O2 (UK) LTD,13.22 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5232,202304,O2 (UK) LTD,0.82 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5233,202304,O2 (UK) LTD,7.88 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5236,202304,O2 (UK) LTD,0.04 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5237,202304,O2 (UK) LTD,1.65 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5240,202304,O2 (UK) LTD,2.34 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5243,202304,O2 (UK) LTD,0.25 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5244,202304,O2 (UK) LTD,2.48 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5246,202304,O2 (UK) LTD,0.31 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5247,202304,O2 (UK) LTD,0.42 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5250,202304,O2 (UK) LTD,0.21 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5251,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5253,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5254,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5257,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5261,202304,O2 (UK) LTD,1.38 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5264,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5268,202304,O2 (UK) LTD,1.99 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5271,202304,O2 (UK) LTD,0.22 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5274,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5275,202304,O2 (UK) LTD,0.81 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5277,202304,O2 (UK) LTD,0.44 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5278,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5280,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5283,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5284,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5287,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5288,202304,O2 (UK) LTD,5.37 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5291,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5292,202304,O2 (UK) LTD,19.67 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5295,202304,O2 (UK) LTD,3.32 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5296,202304,O2 (UK) LTD,40.00 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5299,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5300,202304,O2 (UK) LTD,23.77 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5312,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5316,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5320,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5321,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5325,202304,O2 (UK) LTD,2.58 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5328,202304,O2 (UK) LTD,1.90 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5329,202304,O2 (UK) LTD,0.98 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5332,202304,O2 (UK) LTD,1.89 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5333,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5335,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5336,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5339,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5343,202304,O2 (UK) LTD,1.54 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5347,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5348,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5351,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5352,202304,O2 (UK) LTD,0.21 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5355,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5356,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5358,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5359,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5362,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5363,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5366,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5367,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5370,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5371,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5375,202304,O2 (UK) LTD,0.54 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5377,202304,O2 (UK) LTD,3.73 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5381,202304,O2 (UK) LTD,0.74 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5385,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5393,202304,O2 (UK) LTD,1.01 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5398,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5399,202304,O2 (UK) LTD,0.04 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5403,202304,O2 (UK) LTD,15.48 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5407,202304,O2 (UK) LTD,3.67 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5409,202304,O2 (UK) LTD,5.55 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5410,202304,O2 (UK) LTD,2.84 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5412,202304,O2 (UK) LTD,12.93 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5413,202304,O2 (UK) LTD,0.84 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5414,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5415,202304,O2 (UK) LTD,0.05 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5417,202304,O2 (UK) LTD,0.02 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5418,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5419,202304,O2 (UK) LTD,0.13 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5423,202304,O2 (UK) LTD,0.63 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5426,202304,O2 (UK) LTD,3.78 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5429,202304,O2 (UK) LTD,0.25 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5440,202304,O2 (UK) LTD,0.35 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5443,202304,O2 (UK) LTD,9.80 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5447,202304,O2 (UK) LTD,7.70 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5449,202304,O2 (UK) LTD,2.89 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5450,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5453,202304,O2 (UK) LTD,0.65 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5454,202304,O2 (UK) LTD,8.29 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5455,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5456,202304,O2 (UK) LTD,7.35 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5459,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5460,202304,O2 (UK) LTD,6.97 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5461,202304,O2 (UK) LTD,0.38 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5462,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5465,202304,O2 (UK) LTD,0.97 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5466,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5469,202304,O2 (UK) LTD,0.48 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5470,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5475,202304,O2 (UK) LTD,2.90 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5476,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5482,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5483,202304,O2 (UK) LTD,2.54 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5486,202304,O2 (UK) LTD,11.21 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5491,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5495,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5497,202304,O2 (UK) LTD,0.61 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5498,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5501,202304,O2 (UK) LTD,6.29 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5502,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5504,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5505,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5508,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5512,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5517,202304,O2 (UK) LTD,3.66 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5518,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5521,202304,O2 (UK) LTD,0.05 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5524,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5525,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5528,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5529,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5530,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5531,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5532,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5535,202304,O2 (UK) LTD,1.14 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5536,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5538,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5539,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5542,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5545,202304,O2 (UK) LTD,2.65 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5546,202304,O2 (UK) LTD,0.02 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5548,202304,O2 (UK) LTD,1.72 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5549,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5552,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5553,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5555,202304,O2 (UK) LTD,0.24 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5558,202304,O2 (UK) LTD,1.73 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5559,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5563,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5564,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5575,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5579,202304,O2 (UK) LTD,8.35 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5582,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5583,202304,O2 (UK) LTD,1.32 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5586,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5587,202304,O2 (UK) LTD,3.99 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5590,202304,O2 (UK) LTD,0.27 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5591,202304,O2 (UK) LTD,1.58 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5596,202304,O2 (UK) LTD,0.92 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5599,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5600,202304,O2 (UK) LTD,0.45 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5603,202304,O2 (UK) LTD,2.83 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5604,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5608,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5611,202304,O2 (UK) LTD,3.44 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5612,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5615,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5616,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5619,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5620,202304,O2 (UK) LTD,0.06 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5621,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5624,202304,O2 (UK) LTD,0.31 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5625,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5627,202304,O2 (UK) LTD,3.06 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5628,202304,O2 (UK) LTD,1.56 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5631,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5634,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5635,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5638,202304,O2 (UK) LTD,1.68 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5639,202304,O2 (UK) LTD,2.36 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5642,202304,O2 (UK) LTD,2.01 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5643,202304,O2 (UK) LTD,1.13 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5644,202304,O2 (UK) LTD,3.43 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5647,202304,O2 (UK) LTD,2.94 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5648,202304,O2 (UK) LTD,10.41 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5651,202304,O2 (UK) LTD,1.20 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5652,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5655,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5658,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5659,202304,O2 (UK) LTD,0.36 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5662,202304,O2 (UK) LTD,0.25 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5665,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5666,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5671,202304,O2 (UK) LTD,2.52 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5673,202304,O2 (UK) LTD,0.20 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5678,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5682,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5685,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5689,202304,O2 (UK) LTD,0.48 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5692,202304,O2 (UK) LTD,1.30 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5693,202304,O2 (UK) LTD,19.65 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5697,202304,O2 (UK) LTD,0.95 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5698,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5701,202304,O2 (UK) LTD,0.47 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5702,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5705,202304,O2 (UK) LTD,0.67 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5706,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5707,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5715,202304,O2 (UK) LTD,1.50 ,06/07/2023
Resources and Digital,Supplies and Services,Comms & Computing,60600074,5719,202304,O2 (UK) LTD,1.62 ,06/07/2023
