Purchasing Organisation,Payment Date,Voucher Number (Internal Classification),Payment Number,Supplier Name,Service Area,Amount (£),Purpose,Supplier Type (Internal Classification),Invoice Type (Internal Classification),Cost Centre No,Directorate
RBC Legal Entity,04/09/2023,4829918,374001,REED,Programme Management Office,1709,Agency Staff,Third Party Supplier,STANDARD,2033,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,Discharge to Assess Hospital Service,1790.89,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4829918,374001,REED,BFFC Agency Staff (Rechargeable),1799.68,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,BFFC Agency Staff (Rechargeable),1799.68,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,BFFC Agency Staff (Rechargeable),1799.68,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,BFFC Agency Staff (Rechargeable),1799.68,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,BFFC Agency Staff (Rechargeable),1809.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,BFFC Agency Staff (Rechargeable),1809.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,BFFC Agency Staff (Rechargeable),1809.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,BFFC Agency Staff (Rechargeable),1809.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,BFFC Agency Staff (Rechargeable),1809.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,BFFC Agency Staff (Rechargeable),1809.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,BFFC Agency Staff (Rechargeable),1809.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,BFFC Agency Staff (Rechargeable),1809.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,BFFC Agency Staff (Rechargeable),1809.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,BFFC Agency Staff (Rechargeable),1809.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,BFFC Agency Staff (Rechargeable),1901.8,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,Refuse Collection,1906,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,04/09/2023,4829918,374001,REED,Mental Health Team,1916.93,Agency Staff,Third Party Supplier,STANDARD,5253,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4829918,374001,REED,Joint Legal Team,1983.2,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,Joint Legal Team,1983.2,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,Joint Legal Team,1983.2,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,Joint Legal Team,1983.2,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,BFFC Agency Staff (Rechargeable),1994.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,BFFC Agency Staff (Rechargeable),1994.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,Legal Services,2049.8,Agency Staff,Third Party Supplier,STANDARD,2400,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,Localities Team,2053.39,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4829918,374001,REED,BFFC Agency Staff (Rechargeable),2053.39,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,Legal Services,2146.46,Agency Staff,Third Party Supplier,STANDARD,2400,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,Public Health Team Costs,2176,Agency Staff,Third Party Supplier,STANDARD,2065,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4829918,374001,REED,Legal Services,2196.33,Agency Staff,Third Party Supplier,STANDARD,2400,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,Joint Legal Team,2216.3,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,Accountancy,2240.8,Agency Staff,Third Party Supplier,STANDARD,2200,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,Exchequer Services,2256,Agency Staff,Third Party Supplier,STANDARD,2210,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,Other HRA Capital,2301,Intangible Assets,Third Party Supplier,STANDARD,8549,ZZZC-Capital
RBC Legal Entity,04/09/2023,4829918,374001,REED,Legal Services,2331,Agency Staff,Third Party Supplier,STANDARD,2400,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,Joint Legal Team,2349.47,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,Joint Legal Team,2417.25,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,ASC Performance & Data Team,2425.7,Agency Staff,Third Party Supplier,STANDARD,5550,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4829918,374001,REED,IT Management,2426,Agency Staff,Third Party Supplier,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,IT Management,2426,Agency Staff,Third Party Supplier,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,Commissioning Team,2426,Agency Staff,Third Party Supplier,STANDARD,3452,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4829918,374001,REED,Joint Legal Team,2461.2,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,ASC Performance & Data Team,2478.5,Agency Staff,Third Party Supplier,STANDARD,5550,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4829918,374001,REED,Legal Services,2525.78,Agency Staff,Third Party Supplier,STANDARD,2400,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,Public Health Team Costs,2576,Agency Staff,Third Party Supplier,STANDARD,2065,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4829918,374001,REED,Joint Legal Team,2578.22,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,BFFC Agency Staff (Rechargeable),2668.27,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,Accountancy,2668.5,Agency Staff,Third Party Supplier,STANDARD,2200,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,Procurement Services,2668.5,Agency Staff,Third Party Supplier,STANDARD,2402,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,IT Management,2676,Agency Staff,Third Party Supplier,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,IT Management,2676,Agency Staff,Third Party Supplier,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,IT Management,2676,Agency Staff,Third Party Supplier,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,Policy & Performance,2676,Agency Staff,Third Party Supplier,STANDARD,2025,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,Joint Legal Team,2734.67,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,Accountancy,2804.8,Agency Staff,Third Party Supplier,STANDARD,2200,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,IT Management,2806,Agency Staff,Third Party Supplier,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,BFFC Agency Staff (Rechargeable),2926,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,Finance systems Re-procurement,2926,Staff/Consultancy,Third Party Supplier,STANDARD,8637,ZZZC-Capital
RBC Legal Entity,04/09/2023,4829918,374001,REED,BFFC Agency Staff (Rechargeable),3161.36,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,BFFC Agency Staff (Rechargeable),3161.36,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,Accountancy,3356,Agency Staff,Third Party Supplier,STANDARD,2200,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,Customer Digital Experience,3356,Staff/Consultancy,Third Party Supplier,STANDARD,8634,ZZZC-Capital
RBC Legal Entity,04/09/2023,4829918,374001,REED,Finance systems Re-procurement,3476,Staff/Consultancy,Third Party Supplier,STANDARD,8637,ZZZC-Capital
RBC Legal Entity,04/09/2023,4829918,374001,REED,Joint Legal Team,3534.1,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4829918,374001,REED,ASC Senior Management Team,3756.8,Agency Staff,Third Party Supplier,STANDARD,5700,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4829918,374001,REED,Generic/Capitalisation,3906,Staff/Consultancy,Third Party Supplier,STANDARD,8601,ZZZC-Capital
RBC Legal Entity,04/09/2023,4829918,374001,REED,ASC Senior Management Team,4656,Agency Staff,Third Party Supplier,STANDARD,5700,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4829918,374001,REED,DEGNS Management,4799.75,Agency Staff,Third Party Supplier,STANDARD,1500,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,04/09/2023,4829918,374001,REED,DEGNS Management,4943.5,Agency Staff,Third Party Supplier,STANDARD,1500,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,04/09/2023,4825601,374002,DSI BILLING SERVICES LTD,Revenues & Benefits Systems,52,Postage Carriage Stamp Duty,Third Party Supplier,STANDARD,2266,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4825601,374002,DSI BILLING SERVICES LTD,Revenues & Benefits Systems,1355.1,Postage Carriage Stamp Duty,Third Party Supplier,STANDARD,2266,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4832993,374004,M & B ELECTRICAL SERVICES,Southcote Primary,29870,External Fees  Misc.,SUB-CONTRACTOR,STANDARD,8229,ZZZC-Capital
RBC Legal Entity,04/09/2023,4828384,374007,GS ECOLOGY LTD,Planning,420,TPP  Contract,Third Party Supplier,STANDARD,4700,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,04/09/2023,4828385,374007,GS ECOLOGY LTD,Planning,560,TPP  Contract,Third Party Supplier,STANDARD,4700,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,04/09/2023,4826806,374012,MEADEE FLOORING LTD,Payroll + Payments A/c,-117.6,System Creditors,SUB-CONTRACTOR,CREDIT,9823,ZZZB-Balance Sheet
RBC Legal Entity,04/09/2023,4826806,374012,MEADEE FLOORING LTD,MRA Account,588,Communal Flooring,SUB-CONTRACTOR,STANDARD,5975,HAAA-Housing Revenue Account
RBC Legal Entity,04/09/2023,4826806,374012,MEADEE FLOORING LTD,MRA Account,2206.1,Communal Flooring,SUB-CONTRACTOR,STANDARD,5975,HAAA-Housing Revenue Account
RBC Legal Entity,04/09/2023,4831707,374012,MEADEE FLOORING LTD,DLO Day to Day Trades,150,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4010,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,04/09/2023,4831707,374012,MEADEE FLOORING LTD,DLO Day to Day Trades,565,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4010,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,04/09/2023,4830586,374014,ROYLE CARE LTD,PS Acquired Community Services,2736.72,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4830587,374014,ROYLE CARE LTD,PS Acquired Community Services,564.72,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4830588,374014,ROYLE CARE LTD,PS Acquired Community Services,608.16,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4830589,374014,ROYLE CARE LTD,PS Acquired Community Services,1064.28,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4830590,374014,ROYLE CARE LTD,PS Acquired Community Services,2128.56,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4830595,374014,ROYLE CARE LTD,PS Acquired Community Services,608.16,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4830596,374014,ROYLE CARE LTD,PS Acquired Community Services,2432.64,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4830598,374014,ROYLE CARE LTD,PS Acquired Community Services,2432.64,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4830599,374014,ROYLE CARE LTD,PS Acquired Community Services,2736.72,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4830600,374014,ROYLE CARE LTD,PS Acquired Community Services,3040.8,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4830601,374014,ROYLE CARE LTD,PS Acquired Community Services,2432.64,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4830603,374014,ROYLE CARE LTD,PS Acquired Community Services,1824.48,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4830604,374014,ROYLE CARE LTD,PS Acquired Community Services,1368.36,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4830605,374014,ROYLE CARE LTD,PS Acquired Community Services,689.61,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4830606,374014,ROYLE CARE LTD,PS Acquired Community Services,678.75,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4830608,374014,ROYLE CARE LTD,PS Acquired Community Services,2019.96,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4830610,374014,ROYLE CARE LTD,PS Acquired Community Services,2432.64,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4830613,374014,ROYLE CARE LTD,PS Acquired Community Services,716.76,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4830614,374014,ROYLE CARE LTD,PS Acquired Community Services,608.16,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4830615,374014,ROYLE CARE LTD,PS Acquired Community Services,2432.64,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4830619,374014,ROYLE CARE LTD,PS Acquired Community Services,2128.56,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4830620,374014,ROYLE CARE LTD,PS Acquired Community Services,2432.64,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4830621,374014,ROYLE CARE LTD,PS Acquired Community Services,2736.72,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4830622,374014,ROYLE CARE LTD,PS Acquired Community Services,819.93,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4830623,374014,ROYLE CARE LTD,PS Acquired Community Services,1183.74,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4830625,374014,ROYLE CARE LTD,PS Acquired Community Services,1476.96,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4830626,374014,ROYLE CARE LTD,PS Acquired Community Services,917.67,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4830628,374014,ROYLE CARE LTD,PS Acquired Community Services,1145.73,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4830511,374015,VJ CARERS LTD,PS Acquired Community Services,716.76,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4830556,374015,VJ CARERS LTD,PS Acquired Community Services,1189.2,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4833216,374016,GILLS ESTATES,Housing Advice,945.66,Responsive Repairs,Third Party Supplier,STANDARD,5820,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,04/09/2023,4832969,374018,DNA LEGAL LTD,JLT Disbursements,95,Misc. Legal Expenses,Third Party Supplier,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4832969,374018,DNA LEGAL LTD,JLT Disbursements,108,Misc. Legal Expenses,Third Party Supplier,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4832969,374018,DNA LEGAL LTD,JLT Disbursements,231,Misc. Legal Expenses,Third Party Supplier,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4825963,374019,2 START LTD,DEGNS Management,115,Training & Development Costs,Third Party Supplier,STANDARD,1500,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,04/09/2023,4825963,374019,2 START LTD,DEGNS Management,550,Training & Development Costs,Third Party Supplier,STANDARD,1500,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,04/09/2023,4826690,374019,2 START LTD,DEGNS Management,660,Training & Development Costs,Third Party Supplier,STANDARD,1500,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,04/09/2023,4826690,374019,2 START LTD,DEGNS Management,3266.67,Training & Development Costs,Third Party Supplier,STANDARD,1500,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,04/09/2023,4833028,374020,OLIVER POWELL,JLT Disbursements,1200,Misc. Legal Expenses,INDIVIDUAL,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4833030,374020,OLIVER POWELL,JLT Disbursements,950,Misc. Legal Expenses,INDIVIDUAL,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,04/09/2023,4828946,374022,BIOCRAFT LTD,Payroll + Payments A/c,-110,System Creditors,SUB-CONTRACTOR,CREDIT,9823,ZZZB-Balance Sheet
RBC Legal Entity,04/09/2023,4828946,374022,BIOCRAFT LTD,MRA Account,550,Major Repairs,SUB-CONTRACTOR,STANDARD,5975,HAAA-Housing Revenue Account
RBC Legal Entity,04/09/2023,4828946,374022,BIOCRAFT LTD,MRA Account,550,Major Repairs,SUB-CONTRACTOR,STANDARD,5975,HAAA-Housing Revenue Account
RBC Legal Entity,04/09/2023,4826883,374025,DEELAND LTD T/A SERVICEMASTER,Void Property Management,726.09,Office Cleaning,Third Party Supplier,STANDARD,5921,HAAA-Housing Revenue Account
RBC Legal Entity,04/09/2023,4826889,374025,DEELAND LTD T/A SERVICEMASTER,Void Property Management,1029.05,Office Cleaning,Third Party Supplier,STANDARD,5921,HAAA-Housing Revenue Account
RBC Legal Entity,04/09/2023,4826753,374026,F M CONWAY LTD,Highways and Drainage,615.54,Materials Direct,SUB-CONTRACTOR,STANDARD,4252,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,04/09/2023,4826756,374026,F M CONWAY LTD,Highways and Drainage,1167.66,Materials Direct,SUB-CONTRACTOR,STANDARD,4252,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,04/09/2023,4826758,374026,F M CONWAY LTD,Highways and Drainage,480.85,Materials Direct,SUB-CONTRACTOR,STANDARD,4252,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,04/09/2023,4828914,374028,WHITESPACE WORK SOFTWARE LTD,Refuse Collection,2670,Computer Consumables,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,04/09/2023,4830393,374029,SUNLIGHT HOMECARE SERVICES LTD,LD Community Services,3448.8,Purchased Care,Direct Payments,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4830395,374029,SUNLIGHT HOMECARE SERVICES LTD,Mental Health Community Services,1338.64,Purchased Care,Direct Payments,STANDARD,5731,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4830397,374029,SUNLIGHT HOMECARE SERVICES LTD,Mental Health Community Services,1338.64,Purchased Care,Direct Payments,STANDARD,5731,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,04/09/2023,4831772,374030,LYNGSOE SYSTEMS LTD,Reading Libraries,995,Software Licences,Third Party Supplier,STANDARD,1400,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,04/09/2023,4832664,374034,PERFECT CIRCLE JV LTD,Civil Engineering,1574.43,TPP  Contract,SUB-CONTRACTOR,STANDARD,4550,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,04/09/2023,4833130,374036,KABA (UK) LTD,DLO Day to Day Trades,564.18,Materials Direct,Third Party Supplier,STANDARD,4010,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,04/09/2023,4829005,374037,KEYLINE CIVILS SPECIALIST LTD,Highways and Drainage,1169.84,Materials Direct,Third Party Supplier,STANDARD,4252,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,05/09/2023,4833108,374051,WSP UK LTD,Strategic Transport & Concessionary Fares,2631.49,TPP to Others,Third Party Supplier,STANDARD,4726,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,05/09/2023,4830174,374053,BOWAK LTD,Building Cleaning,441.16,Materials from Store,Third Party Supplier,STANDARD,4351,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,05/09/2023,4830243,374053,BOWAK LTD,Building Cleaning,830.25,Materials from Store,Third Party Supplier,STANDARD,4351,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,05/09/2023,4830421,374055,RADIS COMMUNITY CARE,PS Acquired Community Services,1550.02,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,05/09/2023,4830427,374055,RADIS COMMUNITY CARE,PS Acquired Community Services,986.36,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,05/09/2023,4830429,374055,RADIS COMMUNITY CARE,PS Acquired Community Services,1268.15,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,05/09/2023,4830434,374055,RADIS COMMUNITY CARE,PS Acquired Community Services,2536.41,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,05/09/2023,4830437,374055,RADIS COMMUNITY CARE,LD Community Services,1066.88,Purchased Care,Direct Payments,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,05/09/2023,4830438,374055,RADIS COMMUNITY CARE,PS Acquired Community Services,704.48,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,05/09/2023,4830439,374055,RADIS COMMUNITY CARE,PS Acquired Community Services,1409.1,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,05/09/2023,4830441,374055,RADIS COMMUNITY CARE,PS Acquired Community Services,1081.98,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,05/09/2023,4830443,374055,RADIS COMMUNITY CARE,PS Acquired Community Services,1127.28,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,05/09/2023,4830568,374055,RADIS COMMUNITY CARE,PS Acquired Community Services,1127.2,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,05/09/2023,4830569,374055,RADIS COMMUNITY CARE,PS Acquired Community Services,1268.18,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,05/09/2023,4830570,374055,RADIS COMMUNITY CARE,PS Acquired Community Services,523.34,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,05/09/2023,4830571,374055,RADIS COMMUNITY CARE,PS Acquired Community Services,704.51,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,05/09/2023,4830572,374055,RADIS COMMUNITY CARE,PS Acquired Community Services,2717.59,Purchased Care,Direct Payments,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
