Purchasing Organisation,Payment Date,Voucher Number (Internal Classification),Payment Number,Supplier Name,Service Area,Amount (£),Purpose,Supplier Type (Internal Classification),Invoice Type (Internal Classification),Cost Centre No,Directorate
RBC Legal Entity,02/05/2023,4791902,363468,AMHERST READING,Bed and Breakfast,540,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4793239,363468,AMHERST READING,Single Homelessness Grants,525,Preventive+SupportiveServ,Third Party Supplier,STANDARD,5860,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4794265,363471,BANNER GROUP LTD,Corporate FM - Office Buildings,37.98,Stationery  Consumables,Third Party Supplier,STANDARD,3738,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4794265,363471,BANNER GROUP LTD,Corporate FM - Office Buildings,805.87,Stationery  Consumables,Third Party Supplier,STANDARD,3738,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4788059,363472,NORTH PB LTD,IT Management,11850,"Internet Connections, etc",SUB-CONTRACTOR,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,02/05/2023,4792547,363475,CARE4U WE LTD,LD Community Services,7936.38,Purchased Care,Third Party Supplier,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/05/2023,4792550,363475,CARE4U WE LTD,LD Community Services,4433.45,Purchased Care,Third Party Supplier,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/05/2023,4792552,363475,CARE4U WE LTD,Mental Health Community Services,1146.2,Purchased Care,Third Party Supplier,STANDARD,5731,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/05/2023,4792553,363475,CARE4U WE LTD,Social Support,4126.5,Purchased Care,Third Party Supplier,STANDARD,5790,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/05/2023,4790537,363477,WORLDWIDE EDUCATION RECRUITMENT LTD,Kennet Day Nursery,778.5,Agency Staff,Third Party Supplier,STANDARD,3555,LAAA-Directorate of Resources
RBC Legal Entity,02/05/2023,4796240,363478,COLUMBIA PICTURES CORPORATION LTD,Hexagon Operations,495.4,Professional Fees,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4796198,363479,WEST BERKSHIRE COUNCIL,Strategic Transport & Concessionary Fares,2049,TPP to Others,GOVERNMENT,STANDARD,4726,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4796229,363479,WEST BERKSHIRE COUNCIL,"Sites, Monuments & Records",492,Other Office Expenses,GOVERNMENT,STANDARD,1259,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4792131,363481,MORRIS & BLUNT,Plaza West,15957.22,Equipment,SUB-CONTRACTOR,STANDARD,8626,ZZZC-Capital
RBC Legal Entity,02/05/2023,4796082,363484,PITNEY BOWES LTD,Post Room,5,Postage Carriage Stamp Duty,Third Party Supplier,STANDARD,2585,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4796082,363484,PITNEY BOWES LTD,Post Room,20390.57,Postage Carriage Stamp Duty,Third Party Supplier,STANDARD,2585,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4792114,363487,BIDVEST FOODSERVICE (BIDFOOD),Town Hall Operations,60.19,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1210,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4792114,363487,BIDVEST FOODSERVICE (BIDFOOD),Town Hall Operations,782.06,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1210,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4792115,363487,BIDVEST FOODSERVICE (BIDFOOD),Town Hall Operations,106.61,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1210,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4792115,363487,BIDVEST FOODSERVICE (BIDFOOD),Town Hall Operations,553.39,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1210,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4792194,363487,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Operations,63.15,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4792194,363487,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Operations,883.95,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4792201,363487,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Operations,656.82,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4795840,363488,HOBART UK,Corporate Maintenance Services,485.96,Agency + Contracted Serv  Mng,Third Party Supplier,STANDARD,4080,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4796187,363489,NORTH AVS LTD,Corporate Maintenance Services,1413.06,TPP  Contract,SUB-CONTRACTOR,STANDARD,4080,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4795959,363492,FERGAL CONTRACTING CO LTD,Bridge Maintenance,30331.01,Contractors,SUB-CONTRACTOR,STANDARD,8873,ZZZC-Capital
RBC Legal Entity,02/05/2023,4795960,363492,FERGAL CONTRACTING CO LTD,Bridge Maintenance,15783.22,Contractors,SUB-CONTRACTOR,STANDARD,8873,ZZZC-Capital
RBC Legal Entity,02/05/2023,4791602,363493,LINGWOODS,Corporate FM - Office Buildings,40,Window Cleaning,Third Party Supplier,STANDARD,3738,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4791602,363493,LINGWOODS,Corporate FM - Office Buildings,54,Window Cleaning,Third Party Supplier,STANDARD,3738,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4791602,363493,LINGWOODS,Corporate FM - Community Buildings,80,Window Cleaning,Third Party Supplier,STANDARD,3739,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4791602,363493,LINGWOODS,Corporate FM - Community Buildings,80,Window Cleaning,Third Party Supplier,STANDARD,3739,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4791602,363493,LINGWOODS,Corporate FM - Community Buildings,110,Window Cleaning,Third Party Supplier,STANDARD,3739,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4791602,363493,LINGWOODS,Corporate FM - Office Buildings,395,Window Cleaning,Third Party Supplier,STANDARD,3738,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4792054,363495,BOWAK LTD,Building Cleaning,1532.52,Materials from Store,Third Party Supplier,STANDARD,4351,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4792056,363495,BOWAK LTD,Building Cleaning,999.47,Materials from Store,Third Party Supplier,STANDARD,4351,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4792603,363498,STUART DIGGENS BUILDING & ROOFING LTD,Payroll + Payments A/c,-77,System Creditors,SUB-CONTRACTOR,CREDIT,9823,ZZZB-Balance Sheet
RBC Legal Entity,02/05/2023,4792603,363498,STUART DIGGENS BUILDING & ROOFING LTD,South Street Operations,105,Building Maintenance,SUB-CONTRACTOR,STANDARD,1220,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4792603,363498,STUART DIGGENS BUILDING & ROOFING LTD,South Street Operations,385,Building Maintenance,SUB-CONTRACTOR,STANDARD,1220,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4795877,363498,STUART DIGGENS BUILDING & ROOFING LTD,Corporate FM - Community Buildings,165,Reactive Maintenance,SUB-CONTRACTOR,STANDARD,3739,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4795877,363498,STUART DIGGENS BUILDING & ROOFING LTD,Corporate FM - Community Buildings,310,Reactive Maintenance,SUB-CONTRACTOR,STANDARD,3739,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4791973,363502,VERMATECH PEST CONTROL,MRA Account,960,Major Repairs,Third Party Supplier,STANDARD,5975,HAAA-Housing Revenue Account
RBC Legal Entity,02/05/2023,4792191,363502,VERMATECH PEST CONTROL,Repairs,720,Estate Maintenance,Third Party Supplier,STANDARD,5970,HAAA-Housing Revenue Account
RBC Legal Entity,02/05/2023,4792213,363504,APSE,DEGNS Management,3807,Subscriptions,Third Party Supplier,STANDARD,1500,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4791603,363505,NATURE NURTURE CIC,Parks + Open Spaces,9610,Contractors,Third Party Supplier,STANDARD,8003,ZZZC-Capital
RBC Legal Entity,02/05/2023,4791605,363505,NATURE NURTURE CIC,Parks + Open Spaces,4910,Contractors,Third Party Supplier,STANDARD,8003,ZZZC-Capital
RBC Legal Entity,02/05/2023,4791608,363505,NATURE NURTURE CIC,Parks + Open Spaces,3950,Contractors,Third Party Supplier,STANDARD,8003,ZZZC-Capital
RBC Legal Entity,02/05/2023,4791609,363505,NATURE NURTURE CIC,Parks + Open Spaces,7727.81,Contractors,Third Party Supplier,STANDARD,8003,ZZZC-Capital
RBC Legal Entity,02/05/2023,4791275,363506,GOPAK LIMITED,Accomodation Programme,210.34,Equipment,SUPPLIER,STANDARD,8614,ZZZC-Capital
RBC Legal Entity,02/05/2023,4791275,363506,GOPAK LIMITED,Accomodation Programme,212.34,Equipment,SUPPLIER,STANDARD,8614,ZZZC-Capital
RBC Legal Entity,02/05/2023,4791275,363506,GOPAK LIMITED,Accomodation Programme,212.34,Equipment,SUPPLIER,STANDARD,8614,ZZZC-Capital
RBC Legal Entity,02/05/2023,4791275,363506,GOPAK LIMITED,Accomodation Programme,233.72,Equipment,SUPPLIER,STANDARD,8614,ZZZC-Capital
RBC Legal Entity,02/05/2023,4791275,363506,GOPAK LIMITED,Accomodation Programme,1168.65,Equipment,SUPPLIER,STANDARD,8614,ZZZC-Capital
RBC Legal Entity,02/05/2023,4796245,363508,LIFTABILITY LIMITED,Private Sector Grants,5939.6,Grants (Paid out by RBC),Third Party Supplier,STANDARD,8500,ZZZC-Capital
RBC Legal Entity,02/05/2023,4796274,363510,GAP GROUP LTD,Local Sustainable Transport Fund (LSTF),1232.8,Contractors,SUPPLIER,STANDARD,8801,ZZZC-Capital
RBC Legal Entity,02/05/2023,4793208,363511,REED,Localities Team,3.15,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Localities Team,6.75,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Reviews Team,6.75,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Community Re-ablement Team,8.55,Agency Staff,Third Party Supplier,STANDARD,5205,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Reviews Team,9.45,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,BFFC Agency Staff (Rechargeable),9.69,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/05/2023,4793208,363511,REED,BFFC Agency Staff (Rechargeable),10.8,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/05/2023,4793208,363511,REED,BFFC Agency Staff (Rechargeable),11.25,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/05/2023,4793208,363511,REED,BFFC Agency Staff (Rechargeable),11.95,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/05/2023,4793208,363511,REED,BFFC Agency Staff (Rechargeable),13.05,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/05/2023,4793208,363511,REED,BFFC Agency Staff (Rechargeable),14.85,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/05/2023,4793208,363511,REED,Mental Health Team,15.75,Agency Staff,Third Party Supplier,STANDARD,5253,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Discharge to Assess Hospital Service,16.2,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Discharge to Assess Hospital Service,16.2,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Discharge to Assess Hospital Service,32.4,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Discharge to Assess Hospital Service,53.31,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,BFFC Agency Staff (Rechargeable),75.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/05/2023,4793208,363511,REED,BFFC Agency Staff (Rechargeable),77.8,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/05/2023,4793208,363511,REED,Transformation,102.15,Agency Staff,Third Party Supplier,STANDARD,5289,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Localities Team,102.6,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Legal Services,108.9,Agency Staff,Third Party Supplier,STANDARD,2400,LAAA-Directorate of Resources
RBC Legal Entity,02/05/2023,4793208,363511,REED,BFFC Agency Staff (Rechargeable),180,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/05/2023,4793208,363511,REED,BFFC Agency Staff (Rechargeable),220.05,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/05/2023,4793208,363511,REED,Advice and Wellbeing Service,287.25,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Refuse Collection,394.84,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Parking & Enforcement,497.52,Agency Staff,Third Party Supplier,STANDARD,4725,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Refuse Collection,528.53,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Exchequer Services,554.19,Agency Staff,Third Party Supplier,STANDARD,2210,LAAA-Directorate of Resources
RBC Legal Entity,02/05/2023,4793208,363511,REED,Street Cleansing,595.51,Agency Staff,Third Party Supplier,STANDARD,4566,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Street Cleansing,595.51,Agency Staff,Third Party Supplier,STANDARD,4566,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Street Cleansing,617.71,Agency Staff,Third Party Supplier,STANDARD,4566,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Licensing Administration,647.88,Agency Staff,Third Party Supplier,STANDARD,2269,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Licensing Administration,656.64,Agency Staff,Third Party Supplier,STANDARD,2269,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Customer Services - Reception,658.07,Agency Staff,Third Party Supplier,STANDARD,2595,LAAA-Directorate of Resources
RBC Legal Entity,02/05/2023,4793208,363511,REED,Refuse Collection,658.07,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Refuse Collection,658.07,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Refuse Collection,658.07,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Refuse Collection,658.07,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Parking & Enforcement,708.18,Agency Staff,Third Party Supplier,STANDARD,4725,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Test and Trace,712.99,Agency Staff,Third Party Supplier,STANDARD,2068,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Housing Maintenance And Repairs Staffing,716.54,Agency Staff,Third Party Supplier,STANDARD,4009,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Housing Maintenance And Repairs Staffing,720.8,Agency Staff,Third Party Supplier,STANDARD,4009,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Street Cleansing,767.13,Agency Staff,Third Party Supplier,STANDARD,4566,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Street Cleansing,767.13,Agency Staff,Third Party Supplier,STANDARD,4566,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Exchequer Services,767.72,Agency Staff,Third Party Supplier,STANDARD,2210,LAAA-Directorate of Resources
RBC Legal Entity,02/05/2023,4793208,363511,REED,Discharge to Assess Hospital Service,779.18,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Street Cleansing,793.77,Agency Staff,Third Party Supplier,STANDARD,4566,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Grounds Maintenance,809.86,Agency Staff,Third Party Supplier,STANDARD,1306,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,BFFC Agency Staff (Rechargeable),894.35,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/05/2023,4793208,363511,REED,Other HRA Capital,920.4,Intangible Assets,Third Party Supplier,STANDARD,8549,ZZZC-Capital
RBC Legal Entity,02/05/2023,4793208,363511,REED,Street Cleansing,999.04,Agency Staff,Third Party Supplier,STANDARD,4566,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,BFFC Agency Staff (Rechargeable),1004.41,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/05/2023,4793208,363511,REED,Reviews Team,1005.6,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Joint Legal Team,1027.49,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,02/05/2023,4793208,363511,REED,BFFC Agency Staff (Rechargeable),1048,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/05/2023,4793208,363511,REED,BFFC Agency Staff (Rechargeable),1081.88,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/05/2023,4793208,363511,REED,Advice and Wellbeing Service,1161,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Special Parking Area,1173.16,Agency Staff,Third Party Supplier,STANDARD,4724,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Test and Trace,1239.25,Agency Staff,Third Party Supplier,STANDARD,2068,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,BFFC Agency Staff (Rechargeable),1248.68,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/05/2023,4793208,363511,REED,Joint Legal Team,1253.52,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,02/05/2023,4793208,363511,REED,Joint Legal Team,1317.77,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,02/05/2023,4793208,363511,REED,Discharge to Assess Hospital Service,1328.3,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,BFFC Agency Staff (Rechargeable),1333.92,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/05/2023,4793208,363511,REED,BFFC Agency Staff (Rechargeable),1346.25,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,02/05/2023,4793208,363511,REED,Mental Health Team,1354.6,Agency Staff,Third Party Supplier,STANDARD,5253,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Adults Quality and Safeguarding Team,1402.3,Agency Staff,Third Party Supplier,STANDARD,5158,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Adults Quality and Safeguarding Team,1402.3,Agency Staff,Third Party Supplier,STANDARD,5158,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Preparing for Adulthood Service,1402.3,Agency Staff,Third Party Supplier,STANDARD,5720,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,02/05/2023,4793208,363511,REED,Test and Trace,1406,Agency Staff,Third Party Supplier,STANDARD,2068,JAAA-Directorate of Social Care and Health Services
