Service Area,Service Division,Expense Type,Expense Code,Detailed Expense Type,Payment Date,Transaction Number,Amount Exc VAT,Supplier Name
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,10/02/2023,4098478-714560221693,œ641.80,SIG TRADING LTD.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,10/02/2023,4098482-D0044514,"œ10,491.00",SOUTH TEES HOSPITALS NHS FOUNDATION TRUST.
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,440999,Other third party payments E440,10/02/2023,4098484-473,"œ3,506.28",STANLEY EVENTS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,10/02/2023,4098489-930804,"œ1,691.49",T CROSSLING & CO LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,10/02/2023,4098491-25572958,"œ2,053.72",TC HARRISON JCB.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Employees,080025,Agency Staff,10/02/2023,4098492-0000490267,"œ2,748.00",TEACHERACTIVE LTD.
Resources BK0010,HR & Employee Services,Premises,150005,Apportioned Exps of Operational Blds,10/02/2023,4098497-6973,œ856.80,THE DURHAM CENTRE LTD.
Children and Young Peoples Services,Head of Childrens Social Care - Excluded Services,Supplies and Services,338094,Services,10/02/2023,4098501-INV-3265,"œ2,446.00",THE WORK PLACE (AYCLIFFE) LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304221,Equipment and Materials,10/02/2023,4098502-NSIN00086924,œ749.90,THOMAS OWEN & SONS (NEWCASTLE) LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,328041,Clothing uniforms and laundry E328,10/02/2023,4098502-NSIN00087686,œ634.35,THOMAS OWEN & SONS (NEWCASTLE) LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,10/02/2023,4098502-NSIN00087735,œ944.20,THOMAS OWEN & SONS (NEWCASTLE) LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,10/02/2023,4098508-10951310,"œ1,348.69",TRADECHOICE DISTRIBUTION LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,10/02/2023,4098509-242069,œ580.60,TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,10/02/2023,4098509-242070,"œ2,219.35",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,10/02/2023,4098509-242072,"œ1,601.06",TYNEDALE ROADSTONE LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,10/02/2023,4098510-04035743,"œ2,136.15",UK ELECTRIC LTD.*
Regeneration Economy and Growth,Economic Development Level C,Supplies and Services,384899,Miscellaneous Expenses,10/02/2023,4098511-SD013/18,"œ21,466.76",UMI COMMERCIAL LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338099,Services,10/02/2023,4098519-28135,"œ1,502.20",WARD TIMBER LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338099,Services,10/02/2023,4098519-28136,œ751.10,WARD TIMBER LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338099,Services,10/02/2023,4098519-28137,"œ2,253.30",WARD TIMBER LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,10/02/2023,4098521-INV-1802,"œ1,033.50",WATER SOLUTIONS (EUROPE) LTD.
Neighbourhoods and Climate Change,Community Protection,Third Party Payments,430100,Rendered by Private Contractors,10/02/2023,4098528-2074,œ525.00,YOU`RE SECURE NORTHEAST.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,10/02/2023,4098529-145510109,œ759.00,ZG LIGHTING (UK) LTD.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098531-OOCSPRINGTERM/22-23/58,œ600.00,1EXCELLENCE MULTI ACADEMY TRUST.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,13/02/2023,4098532-12203/1/23,"œ2,465.80",24/7 TAXI SERVICES (PETERLEE) LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,13/02/2023,4098532-12304,"œ3,200.00",24/7 TAXI SERVICES (PETERLEE) LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,13/02/2023,4098533-90096A,"œ2,901.76",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,13/02/2023,4098533-91914A,"œ3,217.05",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,13/02/2023,4098533-93096,"œ1,888.98",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,13/02/2023,4098533-93119A,"œ2,001.72",24X7LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,13/02/2023,4098535-0123/SG,"œ1,562.58",AABAT TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230010,Contract Hire,13/02/2023,4098537-O584,"œ2,378.89",ABC & OUSTON CABS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230010,Contract Hire,13/02/2023,4098537-O585,"œ4,298.27",ABC & OUSTON CABS.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098539-OOCSPRINGTERM/22-23/2,œ600.00,ACKLAM GRANGE SCHOOL.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,338076,Services,13/02/2023,4098541-MSA-25,"œ3,825.00",ADVANCE LEARNING PARTNERSHIP.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098545-OOCSPRINGTERM/22-23/41,"œ1,200.00",AIM HIGH ACADEMY TRUST.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,13/02/2023,4098546-371,"œ2,214.48",ALANS TAXIS BARNARD CASTLE.
Children and Young Peoples Services,Head of Education and Skills,Transport,230010,Contract Hire,13/02/2023,4098546-386,"œ5,500.00",ALANS TAXIS BARNARD CASTLE.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Premises,108251,Service Repairs and Maintenance,13/02/2023,4098555-0000350277,"œ1,371.23",APEX RADIO SYSTEMS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,13/02/2023,4098556-5643,œ507.31,APEX ROOFING SPECIALISTS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098560-OOCSPRINGTERM/22-23/49,œ600.00,ASPIRE NORTH EAST MULTI ACADEMY TRUST.
Regeneration Economy and Growth,Economic Development Level C,Intangible Assets,917003,Software capitalised implementation fees,13/02/2023,4098561-230120,œ992.00,AT CREATIVE LTD.
Regeneration Economy and Growth,Business Durham CL0850,Supplies and Services,384199,Miscellaneous Expenses,13/02/2023,4098562-23001559,"œ1,185.00",ATKINS GLOBAL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,13/02/2023,4098563-DCC14JAN23,"œ5,130.00",ATLAS TAXIS MANAGEMENT LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,324117,Provisions E324,13/02/2023,4098573-59312569,œ708.80,BIDFOOD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,13/02/2023,4098574-INV-673,"œ1,759.21",BILL SCOTT TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230010,Contract Hire,13/02/2023,4098574-INV-675,"œ2,555.68",BILL SCOTT TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098576-OOCSPRINGTERM/22-23/21,œ600.00,BISHOP AUCKLAND COLLEGE.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098577-OOCSPRINGTERM/22-23/54,œ600.00,BISHOP CHADWICK CATHOLIC EDUCATION TRUST (NSCET).
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098578-OOCSPRINGTERM/22-23/52,œ600.00,BISHOP CHADWICK CATHOLIC EDUCATION TRUST (NSCET).
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098579-OOCSPRINGTERM/22-23/61,œ600.00,BISHOP CHADWICK CATHOLIC EDUCATION TRUST (NSCET).
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098580-OOCSPRINGTERM/22-23/62,œ600.00,BISHOP HOGARTH CATHOLIC EDUCATION TRUST.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,13/02/2023,4098582-1377,"œ2,675.00",BLUEGRASS RESEARCH LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,13/02/2023,4098582-1378,"œ2,512.50",BLUEGRASS RESEARCH LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,13/02/2023,4098583-44199,œ920.28,BLUELINE SOUTH INCORPORATING NAVIGATION TAXIS T/A BLUELINE TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,13/02/2023,4098584-N020-JAN23,"œ4,062.66",BON VOYAGE TAXIS LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,145023,Cleaning and Domestic Supplies,13/02/2023,4098586-22SI2287732,"œ1,006.50",BRENNTAG UK LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,13/02/2023,4098588-0000301069,œ641.00,BROXAP LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,13/02/2023,4098593-140013887,"œ5,586.95",CARLISLE CONSTRUCTION MATERIALS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098594-OOCSPRINGTERM/22-23/10,"œ2,400.00",CARMEL COLLEGE.*
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098597-OOCSPRINGTERM/22-23/11,œ600.00,CATCOTE ACADEMY.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098597-OOCSPRINGTERM/22-23/85,œ564.00,CATCOTE ACADEMY.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304999,Equipment and Materials,13/02/2023,4098598-10693,"œ1,008.20",CATHEDRAL LOCK & SAFE SERVICES LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,13/02/2023,4098601-1973,"œ1,590.00",CHEVRON TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,13/02/2023,4098601-2050,"œ1,316.28",CHEVRON TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,13/02/2023,4098601-2066,œ735.84,CHEVRON TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,13/02/2023,4098601-2083,"œ3,429.00",CHEVRON TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,13/02/2023,4098601-2101,"œ2,601.00",CHEVRON TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,13/02/2023,4098601-2102,"œ3,501.00",CHEVRON TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,13/02/2023,4098601-2103,"œ4,788.00",CHEVRON TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,13/02/2023,4098601-2104,"œ3,006.00",CHEVRON TAXIS LTD.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,13/02/2023,4098601-2121,œ860.00,CHEVRON TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,13/02/2023,4098601-2124,"œ3,304.00",CHEVRON TAXIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,13/02/2023,4098601-2137,"œ2,726.18",CHEVRON TAXIS LTD.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,13/02/2023,4098606-100,"œ1,017.00",CLOVER TAXIS.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,384409,Miscellaneous Expenses,13/02/2023,4098607-INV-0188,"œ11,466.97",CNS SPORTS STARS.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,13/02/2023,4098608-23000RX23000866,œ660.00,COLAS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098610-OOCSPRINGTERM/22-23/13,œ600.00,COLTON HILLS SCHOOL.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,13/02/2023,4098611-60637,"œ1,200.00",COMPLETE DETECTION SYSTEMS LTD (CDS).
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,13/02/2023,4098611-60642,"œ2,105.28",COMPLETE DETECTION SYSTEMS LTD (CDS).
Resources BK0010,HR & Employee Services,Third Party Payments,479112,Purchase of Care,13/02/2023,4098612-26154,"œ3,437.50",CONNECT HEALTH LTD.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098614-OOCSPRINGTERM/22-23/72,œ600.00,CONSILIUM ACADEMIES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230010,Contract Hire,13/02/2023,4098623-115221,"œ6,423.34",CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,13/02/2023,4098623-115223,"œ4,069.85",CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230016,Contract Hire,13/02/2023,4098623-115226,"œ1,725.68",CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,13/02/2023,4098623-115233,"œ2,177.78",CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098624-OOCSPRINGTERM/22-23/14,œ600.00,CROOKSBARN PRIMARY SCHOOL.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098625-OOCSPRINGTERM/22-23/77,œ600.00,CUMBRIA COUNTY COUNCIL..
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338066,Services,13/02/2023,4098626-4093,œ520.00,CURIOUS 12 LTD.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098629-OOCSPRINGTERM/22-23/71,œ600.00,DALES ACADEMIES TRUST T/A THORNABY C OF E PRIMARY SCHOOL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,13/02/2023,4098632-0123-001,"œ2,212.54",DCM TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098646-OOCSPRINGTERM/22-23/43,œ600.00,DUMFRIES & GALLOWAY COUNCIL.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098647-OOCSPRINGTERM/22-23/26,œ600.00,DURHAM & NEWCASTLE DIOCESAN LEARNING TRUST T/A HEIGHINGTON CE PRIMARY SCHOOL.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098652-OOCSPRINGTERM/22-23/75,œ600.00,DURHAM UTC LTD (UNIVERSITY TECHNICAL COLLEGE).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,13/02/2023,4098653-1473,œ660.00,EAST DURHAM TAXIS.
Regeneration Economy and Growth,Business Durham CL0850,Premises,120009,Energy Costs,13/02/2023,4098654-000014459791,"œ24,682.30",EDF ENERGY CUSTOMERS PLC T/A EDF ENERGY.
Regeneration Economy and Growth,Business Durham CL0850,Premises,120009,Energy Costs,13/02/2023,4098654-000014468628,"œ14,236.93",EDF ENERGY CUSTOMERS PLC T/A EDF ENERGY.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,13/02/2023,4098655-059-313086,œ918.54,EDMUNDSON ELECTRICAL LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,13/02/2023,4098655-059-313095,"œ1,049.91",EDMUNDSON ELECTRICAL LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,13/02/2023,4098655-059-313117,œ686.55,EDMUNDSON ELECTRICAL LTD.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098657-OOCSPRINGTERM/22-23/7,œ600.00,EDUCATION VILLAGE ACADEMY TRUST.*
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,13/02/2023,4098659-E128/0123,"œ3,061.45",ELLIOTTS OF TRIMDON.
Children and Young Peoples Services,Head of Education and Skills,Construction work A908,908105,Construction work,13/02/2023,4098665-177409,"œ7,992.16",ESH CONSTRUCTION LTD FORMERLY LUMSDEN & CARROLL CONSTRUCTION LTD.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098666-OOCSPRINGTERM/22-23/20,œ600.00,EXCELSIOR MULTI ACADEMY TRUST.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,338045,Services,13/02/2023,4098673-94133,œ515.25,FORENSIC TESTING SERVICE LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,13/02/2023,4098676-F242-JAN23/A,"œ1,898.21",FREEDOM PRIVATE HIRE.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,13/02/2023,4098680-103269,"œ2,798.46",G & P JOHNSON LTD T/A NIGHTINGALE COACHES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,13/02/2023,4098680-103283,"œ2,354.20",G & P JOHNSON LTD T/A NIGHTINGALE COACHES.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,13/02/2023,4098680-103287,"œ1,977.88",G & P JOHNSON LTD T/A NIGHTINGALE COACHES.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098683-OOCSPRINGTERM/22-23/8,œ600.00,GATESHEAD COUNCIL.
Resources BK0010,HR & Employee Services,Supplies and Services,338059,Services,13/02/2023,4098685-P0074654,"œ1,080.00",GEL LTD T/A HEALTHWORK.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338025,Services,13/02/2023,4098689-F2798,œ690.00,GORDON FLETCHER & SONS LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304259,Equipment and Materials,13/02/2023,4098692-114779,"œ4,837.97",GUSTHARTS LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,304259,Equipment and Materials,13/02/2023,4098693-INV-5436,œ593.26,GYM TECH NORTH EAST.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098694-OOCSPRINGTERM/22-23/24,œ600.00,HADNALL C OF E PRIMARY SCHOOL.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,13/02/2023,4098695-148,"œ1,050.00",HAMLET TAXIS.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,13/02/2023,4098696-DCCDA036,"œ72,625.01",HARBOUR SUPPORT SERVICES.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098697-OOCSPRINGTERM/22-23/55,œ600.00,HARTLEPOOL BOROUGH COUNCIL.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098698-OOCSPRINGTERM/22-23/23,œ600.00,HARTLEPOOL BOROUGH COUNCIL.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098699-OOCSPRINGTERM/22-23/36,œ600.00,HARTLEPOOL BOROUGH COUNCIL.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098703-OOCSPRINGTERM/22-23/27,"œ1,200.00",HETTON COMPREHENSIVE SCHOOL.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098704-OOCSPRINGTERM/22-23/28,"œ1,800.00",HETTON PRIMARY SCHOOL.
Regeneration Economy and Growth,Transport and Contracted Services,Fees,901002,Consultants fees 901002,13/02/2023,4098705-26525,"œ1,080.00",HICKTON CONSULTANTS LIMITED.
Regeneration Economy and Growth,Corporate Property and Land,Fees,901002,Consultants fees 901002,13/02/2023,4098705-26526,"œ1,080.00",HICKTON CONSULTANTS LIMITED.
Regeneration Economy and Growth,Planning & Housing,Fees,901002,Consultants fees 901002,13/02/2023,4098705-26550,"œ1,080.00",HICKTON CONSULTANTS LIMITED.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098706-OOCSPRINGTERM/22-23/30,œ600.00,HIGH SPEN PRIMARY SCHOOL.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098707-OOCSPRINGTERM/22-23/31,"œ1,200.00",HIGH TUNSTALL COLLEGE OF SCIENCE.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098708-OOCSPRINGTERM/22-23/12,œ600.00,HIGHLAND COUNCIL T/A CHARLESTON ACADEMY.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098709-OOCSPRINGTERM/22-23/15,œ600.00,HIGHLAND COUNCIL.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,338047,Services,13/02/2023,4098710-004360,œ700.00,HILARITY BITES COMEDY CLUB.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,13/02/2023,4098712-22478,"œ1,200.40",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,13/02/2023,4098712-22512,"œ1,764.38",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,13/02/2023,4098712-22513,"œ1,501.60",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,13/02/2023,4098712-22514,"œ2,064.70",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,13/02/2023,4098712-22515,"œ1,313.90",HODGSONS COACH OPERATORS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098718-OOCSPRINGTERM/22-23/68,œ600.00,HORNCASTLE EDUCATION TRUST.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,13/02/2023,4098720-A38/0161261,œ889.74,HOWDENS JOINERY LTD.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098723-OOCSPRINGTERM/22-23/33,œ600.00,HUMMERSKNOTT ACADEMY.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098724-OOCSPRINGTERM/22-23/34,"œ3,600.00",HURWORTH ACADEMY.
Neighbourhoods and Climate Change,Highways,Stock A926,926004,Stock,13/02/2023,4098726-400045705,"œ5,442.36",ICL UK SALES LTD (CLEVELAND POTASH LTD).
Neighbourhoods and Climate Change,Highways,Stock A926,926004,Stock,13/02/2023,4098726-400045706,"œ15,009.61",ICL UK SALES LTD (CLEVELAND POTASH LTD).
Neighbourhoods and Climate Change,Highways,Stock A926,926004,Stock,13/02/2023,4098726-400045870,"œ6,837.60",ICL UK SALES LTD (CLEVELAND POTASH LTD).
Neighbourhoods and Climate Change,Highways,Stock A926,926004,Stock,13/02/2023,4098726-400045871,"œ7,485.94",ICL UK SALES LTD (CLEVELAND POTASH LTD).
Resources BK0010,Digital Services,Supplies and Services,304639,Equipment and Materials,13/02/2023,4098730-2100413958,"œ5,753.97",INSIGHT DIRECT (UK) LTD.
Resources BK0010,Digital Services,Supplies and Services,304639,Equipment and Materials,13/02/2023,4098730-2100435432,"œ5,753.97",INSIGHT DIRECT (UK) LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,342033,Computers and Communications,13/02/2023,4098730-2100492778,œ527.78,INSIGHT DIRECT (UK) LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,13/02/2023,4098731-869165,"œ2,788.80",INSTARMAC GROUP PLC.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,13/02/2023,4098735-6529A,"œ1,159.23",J YOUNG T/A VIP TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,13/02/2023,4098735-6530A,"œ1,140.00",J YOUNG T/A VIP TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,13/02/2023,4098735-6531A,"œ1,024.00",J YOUNG T/A VIP TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,13/02/2023,4098735-6532A,œ884.00,J YOUNG T/A VIP TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,13/02/2023,4098735-6533A,"œ1,606.20",J YOUNG T/A VIP TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,13/02/2023,4098735-6534A,"œ1,507.27",J YOUNG T/A VIP TAXIS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,13/02/2023,4098735-6535A,"œ1,440.00",J YOUNG T/A VIP TAXIS.
Regeneration Economy and Growth,Transport and Contracted Services,Construction work A908,908105,Construction work,13/02/2023,4098736-27362,"œ1,698.84",JACK COUPE & SONS LTD T/A COUPE LINE.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,13/02/2023,4098738-2545,"œ3,760.60",JDS PRIVATE HIRE DURHAM.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,13/02/2023,4098747-0303/00800075,"œ5,720.32",JT DOVE LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,13/02/2023,4098747-0303/00803280,"œ2,690.20",JT DOVE LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,13/02/2023,4098750-A221-DEC22,"œ2,807.53",KINGSWAY CABS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098752-OOCSPRINGTERM/22-23/87,œ564.00,KITES CHILDRENS SERVICES LTD.
Children and Young Peoples Services,Head of Education and Skills,Transfer Payments,510034,School Children,13/02/2023,4098754-OOCSPRINGTERM/22-23/1,œ600.00,LAIDLAW SCHOOLS TRUST T/A ACADEMY 360.
Children and Young Peoples Services,Head of Education and Skills,Transport,230034,Contract Hire,13/02/2023,4098757-JAN23-5463,"œ2,066.22",LARS CARS LTD T/A STREETCARS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,13/02/2023,4098757-JAN23-N064,"œ2,499.83",LARS CARS LTD T/A STREETCARS.
