Service Area,Service Division,Expense Type,Expense Code,Detailed Expense Type,Payment Date,Transaction Number,Amount Exc VAT,Supplier Name
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,01/11/2024,4331796-F330SEP24,£787.79,ANDY`S TRAVEL.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,01/11/2024,4331796-F710-SEP-OCT,"£1,770.65",ANDY`S TRAVEL.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Premises,108251,Service Repairs and Maintenance,01/11/2024,4331800-0000400662,£600.00,APEX RADIO SYSTEMS LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,210057,Repair and Maintenance of Vehicles,01/11/2024,4331810-35275157,"£1,182.43",BELL TRUCK SALES LTD T/A BELL TRUCK & VAN.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,304259,Equipment and Materials,01/11/2024,4331816-INV-14831,"£2,735.09",BRAMBLE HUB LTD.
Neighbourhoods and Climate Change,Highways,Fees,901002,Consultants fees 901002,01/11/2024,4331819-1209,"£1,500.00",BRIGHT WHITE LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,384199,Miscellaneous Expenses,01/11/2024,4331820-21273588,"£3,197.35",BROOK STREET UK LTD T/A BS SOCIAL CARE.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,384199,Miscellaneous Expenses,01/11/2024,4331820-21273598,"£3,197.35",BROOK STREET UK LTD T/A BS SOCIAL CARE.
Adult and Health Services,Head of Adults,Supplies and Services,338366,Services,01/11/2024,4331824-97138,"£2,298.47",CARE ABILITY HEALTHCARE LTD.
Adult and Health Services,Head of Adults,Supplies and Services,338366,Services,01/11/2024,4331824-97143,£841.65,CARE ABILITY HEALTHCARE LTD.
Adult and Health Services,Head of Adults,Supplies and Services,338366,Services,01/11/2024,4331824-97144,£857.23,CARE ABILITY HEALTHCARE LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,338047,Services,01/11/2024,4331830-UK113927,£622.56,CINEMALIVE LTD.
Adult and Health Services,Head of Adults,Third Party Payments,478151,Purchase of Care,01/11/2024,4331835-421R218797,£703.62,COMMUNITY INTEGRATED CARE LTD.
Adult and Health Services,Head of Adults,Third Party Payments,478151,Purchase of Care,01/11/2024,4331835-421R221209,£590.54,COMMUNITY INTEGRATED CARE LTD.
Adult and Health Services,Head of Adults,Third Party Payments,478151,Purchase of Care,01/11/2024,4331835-421R222829,£992.61,COMMUNITY INTEGRATED CARE LTD.
Adult and Health Services,Head of Adults,Third Party Payments,478151,Purchase of Care,01/11/2024,4331835-421R224235,"£1,055.43",COMMUNITY INTEGRATED CARE LTD.
Adult and Health Services,Head of Adults,Third Party Payments,478151,Purchase of Care,01/11/2024,4331835-421R224961,"£6,144.00",COMMUNITY INTEGRATED CARE LTD.
Adult and Health Services,Head of Adults,Third Party Payments,478151,Purchase of Care,01/11/2024,4331835-421R224963,"£1,055.43",COMMUNITY INTEGRATED CARE LTD.
Adult and Health Services,Head of Adults,Third Party Payments,478151,Purchase of Care,01/11/2024,4331839-0000654873,"£4,466.98",CREATIVE SUPPORT LTD.
Adult and Health Services,Head of Adults,Third Party Payments,478151,Purchase of Care,01/11/2024,4331839-0000654874,"£4,466.98",CREATIVE SUPPORT LTD.
Adult and Health Services,Head of Adults,Third Party Payments,478151,Purchase of Care,01/11/2024,4331839-0000654875,"£4,466.98",CREATIVE SUPPORT LTD.
Adult and Health Services,Head of Adults,Third Party Payments,478151,Purchase of Care,01/11/2024,4331839-0000654876,"£4,466.98",CREATIVE SUPPORT LTD.
Adult and Health Services,Head of Adults,Third Party Payments,478151,Purchase of Care,01/11/2024,4331839-0000662272,"£3,350.23",CREATIVE SUPPORT LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,384964,Miscellaneous Expenses,01/11/2024,4331843-3632,"£2,625.00",DEAF EMPOWERING NETWORK (DEN).
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,384964,Miscellaneous Expenses,01/11/2024,4331843-3644,"£1,350.00",DEAF EMPOWERING NETWORK (DEN).
Dedicated Schools Grant BG0015,Dedicated Schools Grant CG0050,Central Support and Other Recharges,615208,Support Services,01/11/2024,4331857-RES-11-2024-002,"£6,336.55",EDEN LEARNING TRUST T/A FERRYHILL BUSINESS & ENTERPRISE COLLEGE.
Dedicated Schools Grant BG0015,Dedicated Schools Grant CG0050,Central Support and Other Recharges,615208,Support Services,01/11/2024,4331858-RES-11-2024-004,£544.86,EDEN LEARNING TRUST T/A KING JAMES I ACADEMY.
Dedicated Schools Grant BG0015,Dedicated Schools Grant CG0050,Central Support and Other Recharges,615208,Support Services,01/11/2024,4331859-RES-11-2024-003,£833.76,EDEN LEARNING TRUST T/A WOODHAM ACADEMY.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/11/2024,4331860-059-342780,"£7,437.02",EDMUNDSON ELECTRICAL LTD.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,342051,Computers and Communications,01/11/2024,4331867-2024128,£950.00,EXACOM SYSTEMS LTD.
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,479101,Purchase of Care,01/11/2024,4331868-AUG24-0005,"£19,423.33",FAMILY ACTION T/A PAC-UK LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/11/2024,4331873-504616,"£2,035.00",FT LEISURE LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,106082,Centrally Controlled Rep and Maint,01/11/2024,4331873-504997,"£7,553.97",FT LEISURE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304357,Equipment and Materials,01/11/2024,4331874-DCC131024,"£20,846.94",GAP GROUP LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304999,Equipment and Materials,01/11/2024,4331876-16142,£808.50,GB SPORT & LEISURE UK LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304259,Equipment and Materials,01/11/2024,4331879-3118,"£1,221.47",GOTT TECHNICAL SERVICES LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,01/11/2024,4331880-1041128,£600.00,GRAB & DELIVER LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,145023,Cleaning and Domestic Supplies,01/11/2024,4331882-06/291364,£511.40,GREENHAM TRADING LTD.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384199,Miscellaneous Expenses,01/11/2024,4331883-SI-0002217,"£2,728.00",GROUNDWORK NORTH EAST.
Regeneration Economy and Growth,Corporate Property and Land,Premises,106082,Centrally Controlled Rep and Maint,01/11/2024,4331888-7081122480,£795.51,HONEYWELL NOVAR SYSTEMS LTD.
Neighbourhoods and Climate Change,Environmental Services,Premises,108099,Service Repairs and Maintenance,01/11/2024,4331888-7081122485,£829.04,HONEYWELL NOVAR SYSTEMS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,01/11/2024,4331888-7081122974,"£1,208.65",HONEYWELL NOVAR SYSTEMS LTD.
Adult and Health Services,Head of Adults,Third Party Payments,472110,Purchase of Care,01/11/2024,4331891-I-24-4805189,"£1,010.80",HOUSING 21.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,01/11/2024,4331895-2709,"£4,275.00",IMPROVING PERFORMANCE IN PRACTICE.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Premises,108099,Service Repairs and Maintenance,01/11/2024,4331899-90035144,£616.77,INTEGRATED UTILITY SERVICES LTD.*
Neighbourhoods and Climate Change,Highways,Fees,901001,Internal fees,01/11/2024,4331902-0000098913,£800.00,INTELLIGENT DATA COLLECTION LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,01/11/2024,4331905-29833,"£18,000.00",JACK COUPE & SONS LTD T/A COUPE LINE.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384999,Miscellaneous Expenses,01/11/2024,4331909-186729,£599.00,JG PAXTON & SONS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/11/2024,4331915-0104/00037815,"£1,288.58",JT DOVE LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,384409,Miscellaneous Expenses,01/11/2024,4331916-RINV/00002830,£872.23,KARBON HOMES LTD FORMERLY CESTRIA HOUSING ASSOCIATION LTD.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384199,Miscellaneous Expenses,01/11/2024,4331932-ROTHIN/00002064,"£1,625.00",LIVIN HOUSING LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,01/11/2024,4331934-213551,"£1,680.00",LUCION ENVIRONMENTAL LLP LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,01/11/2024,4331934-214186,"£1,485.00",LUCION ENVIRONMENTAL LLP LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/11/2024,4331936-0000061782,"£2,073.21",LYNX PRECAST LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,344135,Telephones,01/11/2024,4331938-12664906,"£1,426.20",MAINTEL EUROPE LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430101,Rendered by Private Contractors,01/11/2024,4331940-FKL00419,"£2,682.00",MCCONECHYS TYRE SERVICE LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430101,Rendered by Private Contractors,01/11/2024,4331940-FKL00421,£619.00,MCCONECHYS TYRE SERVICE LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430101,Rendered by Private Contractors,01/11/2024,4331940-FKL00424,"£1,988.10",MCCONECHYS TYRE SERVICE LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430101,Rendered by Private Contractors,01/11/2024,4331940-FKL00425,£720.00,MCCONECHYS TYRE SERVICE LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430101,Rendered by Private Contractors,01/11/2024,4331940-FKL00426,"£2,848.00",MCCONECHYS TYRE SERVICE LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430101,Rendered by Private Contractors,01/11/2024,4331940-FKL00427,"£1,457.08",MCCONECHYS TYRE SERVICE LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430101,Rendered by Private Contractors,01/11/2024,4331940-HOL09877,"£2,052.08",MCCONECHYS TYRE SERVICE LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430101,Rendered by Private Contractors,01/11/2024,4331940-HOL09878,£997.20,MCCONECHYS TYRE SERVICE LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430101,Rendered by Private Contractors,01/11/2024,4331940-HOL09879,"£1,580.00",MCCONECHYS TYRE SERVICE LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430101,Rendered by Private Contractors,01/11/2024,4331940-HOL09880,"£1,106.00",MCCONECHYS TYRE SERVICE LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,324001,Provisions E324,01/11/2024,4331946-901888031,"£1,716.54",MOLSON COORS BREWING COMPANY (UK) LTD.
Dedicated Schools Grant BG0015,Dedicated Schools Grant CG0050,Central Support and Other Recharges,615208,Support Services,01/11/2024,4331951-RES-11-2024-001,"£22,011.17",NEW COLLEGE DURHAM ACADEMIES TRUST (NCDAT).
Regeneration Economy and Growth,Transport and Contract Services,Third Party Payments,430108,Rendered by Private Contractors,01/11/2024,4331952-1800012684458,"£1,368.27",NEWCASTLE UPON TYNE CITY COUNCIL.
Regeneration Economy and Growth,Transport and Contract Services,Third Party Payments,430108,Rendered by Private Contractors,01/11/2024,4331952-1800012684460,"£1,341.24",NEWCASTLE UPON TYNE CITY COUNCIL.
Regeneration Economy and Growth,Transport and Contract Services,Third Party Payments,430108,Rendered by Private Contractors,01/11/2024,4331952-1800012684471,"£1,341.24",NEWCASTLE UPON TYNE CITY COUNCIL.
Regeneration Economy and Growth,Transport and Contract Services,Third Party Payments,430108,Rendered by Private Contractors,01/11/2024,4331952-1800012684495,"£1,341.24",NEWCASTLE UPON TYNE CITY COUNCIL.
Regeneration Economy and Growth,Transport and Contract Services,Third Party Payments,430108,Rendered by Private Contractors,01/11/2024,4331952-1800012684501,"£2,383.74",NEWCASTLE UPON TYNE CITY COUNCIL.
Regeneration Economy and Growth,Transport and Contract Services,Third Party Payments,430108,Rendered by Private Contractors,01/11/2024,4331952-1800012684513,"£2,858.94",NEWCASTLE UPON TYNE CITY COUNCIL.
Regeneration Economy and Growth,Transport and Contract Services,Third Party Payments,430108,Rendered by Private Contractors,01/11/2024,4331952-1800012684525,"£2,924.82",NEWCASTLE UPON TYNE CITY COUNCIL.
Regeneration Economy and Growth,Transport and Contract Services,Third Party Payments,430108,Rendered by Private Contractors,01/11/2024,4331952-1800012684537,"£2,804.49",NEWCASTLE UPON TYNE CITY COUNCIL.
Regeneration Economy and Growth,Transport and Contract Services,Third Party Payments,430108,Rendered by Private Contractors,01/11/2024,4331952-1800012684549,"£10,230.87",NEWCASTLE UPON TYNE CITY COUNCIL.
Regeneration Economy and Growth,Transport and Contract Services,Third Party Payments,430108,Rendered by Private Contractors,01/11/2024,4331952-1800012684628,"£45,242.46",NEWCASTLE UPON TYNE CITY COUNCIL.
Regeneration Economy and Growth,Transport and Contract Services,Third Party Payments,430108,Rendered by Private Contractors,01/11/2024,4331952-1800012684641,"£13,127.25",NEWCASTLE UPON TYNE CITY COUNCIL.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,336005,Advertising E336,01/11/2024,4331953-45831571,£533.00,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,336005,Advertising E336,01/11/2024,4331953-45873524,£533.00,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,01/11/2024,4331956-DI20434896,£973.57,NORTHERN POWERGRID (NORTHEAST) LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/11/2024,4331963-4016,"£10,000.00",PARAMOUNT CEILINGS & PARTITIONS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/11/2024,4331963-4032,"£3,400.00",PARAMOUNT CEILINGS & PARTITIONS LTD.
Resources BK0010,Digital Services,Supplies and Services,342033,Computers and Communications,01/11/2024,4331972-OP/I026274,"£2,347.41",PHOENIX SOFTWARE LTD.
Children and Young Peoples Services,Head of Education and Skills,Construction work A908,908105,Construction work,01/11/2024,4331974-915081136,"£154,649.35",PORTAKABIN LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,01/11/2024,4331977-184079,"£33,299.25",PREMIER TRAFFIC MANAGEMENT LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,336005,Advertising E336,01/11/2024,4331986-IR0317922,£541.94,RIGHTMOVE GROUP LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/11/2024,4331988-83141,"£4,890.00",RJ UTILITY SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/11/2024,4331988-83142,"£2,690.00",RJ UTILITY SERVICES LTD.
Chief Executives Office,Legal & Democratic Services,Supplies and Services,340001,Postages E340,01/11/2024,4331992-9071495730,"£23,706.55",ROYAL MAIL GROUP PLC.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/11/2024,4332008-2049,"£1,370.00",SNAPFAST LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,338066,Services,01/11/2024,4332009-2024-406,"£6,330.00",SOLMEK LTD.
Neighbourhoods and Climate Change,Highways,Fees,901001,Internal fees,01/11/2024,4332021-1800051660,"£26,004.58",THE CHURCH COMMISSIONERS FOR ENGLAND.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,01/11/2024,4332026-NSIN00121380,£588.50,THOMAS OWEN & SONS (NEWCASTLE) LTD.
Chief Executives Office,Legal & Democratic Services,Supplies and Services,338042,Services,01/11/2024,4332032-315368/INVMA331,"£1,511.25",TRINITY CHAMBERS.
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,01/11/2024,4332033-DLB47489,"£1,024.00",TYCO FIRE & INTEGRATED SOLUTIONS (UK) LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,01/11/2024,4332033-DLB48160,£741.00,TYCO FIRE & INTEGRATED SOLUTIONS (UK) LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,01/11/2024,4332033-DLB48162,£604.00,TYCO FIRE & INTEGRATED SOLUTIONS (UK) LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,01/11/2024,4332033-DLB51186,£654.00,TYCO FIRE & INTEGRATED SOLUTIONS (UK) LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,01/11/2024,4332033-DLB57750,"£1,098.34",TYCO FIRE & INTEGRATED SOLUTIONS (UK) LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,01/11/2024,4332033-DLB60169,£699.00,TYCO FIRE & INTEGRATED SOLUTIONS (UK) LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/11/2024,4332034-267675,"£1,141.45",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/11/2024,4332034-267677,£996.12,TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/11/2024,4332034-267679,"£1,563.81",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/11/2024,4332034-267695,"£1,206.55",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,342215,Computers and Communications,01/11/2024,4332036-60255,£619.98,UK TELEMATICS LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,338047,Services,01/11/2024,4332037-22314669634-1,£675.58,UNIVERSAL PICTURES INTERNATIONAL UK & EIRE LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304221,Equipment and Materials,01/11/2024,4332039-0005043298,"£1,410.00",VISION TECHNIQUES (UK) LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,01/11/2024,4332040-INV-68125,£998.25,VISTECH SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/11/2024,4332041-0067,£584.80,VORKEN LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/11/2024,4332044-98757325,"£1,618.72",WOLSELEY UK LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,215005,Running Costs of Vehicles,01/11/2024,4332046-1252031,"£2,856.62",YOUR NRG LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,384199,Miscellaneous Expenses,04/11/2024,4332183-111359/1314,"£1,320.00",HOWARTH LTD T/A NEWTON PRESS.
Adult and Health Services,Public Health CC0450,Third Party Payments,460802,Contract Payments,04/11/2024,4332184-SI-HK-002967,"£16,117.72",WAYTHROUGH.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,04/11/2024,4332184-SI-HK-003067,"£204,455.80",WAYTHROUGH.
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,04/11/2024,4332188-17304,£778.00,IN CAR SAFETY CENTRE.
Neighbourhoods and Climate Change,Highways,Fees,901001,Internal fees,04/11/2024,4332238-0254358,"£2,947.73",MILLS & REEVE LLP.
Neighbourhoods and Climate Change,Highways,Fees,901001,Internal fees,04/11/2024,4332238-0275515,"£3,435.38",MILLS & REEVE LLP.
Neighbourhoods and Climate Change,Highways,Fees,901001,Internal fees,04/11/2024,4332238-0279809,"£1,446.60",MILLS & REEVE LLP.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304221,Equipment and Materials,04/11/2024,4332258-103512,"£1,012.50",OAKLEYSTONE NORTHERN LTD.
Neighbourhoods and Climate Change,Community Protection,Supplies and Services,338099,Services,04/11/2024,4332264-BH3034,"£1,701.50",PETROPOLIS LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384199,Miscellaneous Expenses,04/11/2024,4332341-INV-0027,"£1,269.00",WOOL INSULATION WALES LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,384199,Miscellaneous Expenses,04/11/2024,4332091-577,"£5,500.00",REDACTED - PAYMENT TO INDIVIDUAL
Adult and Health Services,Head of Adults,Supplies and Services,338066,Services,04/11/2024,4332123-SWOCT24E,£528.15,REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Childrens Social Care - Excluded Services,Supplies and Services,352001,Conference Expenses,04/11/2024,4332212-4100892312/OCTOBER,"£1,000.00",REDACTED - PAYMENT TO INDIVIDUAL
Regeneration Economy and Growth,Transport and Contract Services,Supplies and Services,384302,Miscellaneous Expenses,04/11/2024,4332241-DRS/BAB/SEP24,"£2,043.00",REDACTED - PAYMENT TO INDIVIDUAL
Neighbourhoods and Climate Change,Environmental Services,Premises,106080,Centrally Controlled Rep and Maint,04/11/2024,4332050-55886580,"£46,259.14",ADT FIRE & SECURITY PLC.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Premises,108099,Service Repairs and Maintenance,04/11/2024,4332050-55886581,"£86,928.94",ADT FIRE & SECURITY PLC.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304259,Equipment and Materials,04/11/2024,4332051-429412220,£517.90,AIR PRODUCTS PLC.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,338094,Services,04/11/2024,4332052-8451,£798.00,ALINGTON HOUSE COMMUNITY ASSOCIATION.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,338094,Services,04/11/2024,4332052-8452,£912.00,ALINGTON HOUSE COMMUNITY ASSOCIATION.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,338094,Services,04/11/2024,4332052-8453,£798.00,ALINGTON HOUSE COMMUNITY ASSOCIATION.
Neighbourhoods and Climate Change,Environmental Services,Premises,145050,Cleaning and Domestic Supplies,04/11/2024,4332056-3390,"£1,189.50",APM CLEANING & REPAIR LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,312013,Newspapers books and periodicals E312,04/11/2024,4332062-7081495,£538.17,ASKEWS & HOLTS LIBRARY SERVICES LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,312013,Newspapers books and periodicals E312,04/11/2024,4332062-7105663,£566.72,ASKEWS & HOLTS LIBRARY SERVICES LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,312013,Newspapers books and periodicals E312,04/11/2024,4332062-7105989,£609.65,ASKEWS & HOLTS LIBRARY SERVICES LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,312013,Newspapers books and periodicals E312,04/11/2024,4332062-7106025,£658.47,ASKEWS & HOLTS LIBRARY SERVICES LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,312013,Newspapers books and periodicals E312,04/11/2024,4332062-7106026,£574.41,ASKEWS & HOLTS LIBRARY SERVICES LTD.
Adult and Health Services,Head of Adults,Third Party Payments,478151,Purchase of Care,04/11/2024,4332065-D720005357,"£4,569.60",AUTISM CARE UK (4) LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304221,Equipment and Materials,04/11/2024,4332067-INV165884,£787.86,AZTEC CHEMICALS LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,04/11/2024,4332068-INV-0470,"£9,685.50",BACCANALIA FOR CULTURE CIC.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,384199,Miscellaneous Expenses,04/11/2024,4332071-45624,£800.00,BGP CONSULTING LTD T/A BILLINGHURST GEORGE & PARTNERS.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,04/11/2024,4332074-1546,"£3,140.50",BLUEGRASS RESEARCH LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,04/11/2024,4332074-1547,"£2,800.00",BLUEGRASS RESEARCH LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,145023,Cleaning and Domestic Supplies,04/11/2024,4332077-22SI2303596,£540.00,BRENNTAG UK LTD.
Children and Young Peoples Services,Head of Education and Skills,Premises,145023,Cleaning and Domestic Supplies,04/11/2024,4332077-22SI2303597,£505.80,BRENNTAG UK LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,04/11/2024,4332079-4100919348,£740.00,BRIAN YOUNGER T/A B & E YOUNGER FLOORING.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,04/11/2024,4332085-936,£629.20,CEILINGS DIRECT LTD.
