BODY,EXPENSE AREA,SUPPLIER,EXPENSE TYPE,REFERENCE,DATE,AMOUNT
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Moorgate Care Village Ltd,Supporting People - Independent Sector Residential,11808028,45299,-169.43
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Moorgate Care Village Ltd,Supporting People - Independent Sector Residential,11808028,45299,606
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Park Care 2,Supporting People - Independent Sector Residential,11808029,45299,5662.09
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Park Care 2,Supporting People - Independent Sector Residential,11808030,45299,9486.1
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Park Care 2,Supporting People - Independent Sector Residential,11808030,45299,-120.8
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Park Care 2,Supporting People - Independent Sector Residential,11808031,45299,1863.05
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Park Care 2,Supporting People - Independent Sector Residential,11808032,45299,1672.93
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Park Care 2,Supporting People - Independent Sector Residential,11808032,45299,-120.8
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Park Care 2,Supporting People - Independent Sector Residential,11808032,45299,4998.91
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Park Care 2,Supporting People - Independent Sector Residential,11808032,45299,-359.4
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Park Care 2,Supporting People - Independent Sector Residential,11808032,45299,1361.19
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Park Care 2,Supporting People - Independent Sector Residential,11808033,45299,3405.2
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Park Care 2,Supporting People - Independent Sector Residential,11808033,45299,-357.47
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Park Care 2,Supporting People - Independent Sector Residential,11808033,45299,7612.77
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Park Care 2,Supporting People - Independent Sector Residential,11808033,45299,1453.01
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Saphire Care Services,Supporting People - Independent Sector Residential,11808034,45299,14571.08
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Saphire Care Services,Supporting People - Independent Sector Residential,11808034,45299,-451.65
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Saphire Care Services,Supporting People - Independent Sector Residential,11808035,45299,8490.84
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Saphire Care Services,Supporting People - Independent Sector Residential,11808035,45299,-438.8
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Park Care 2,Supporting People - Independent Sector Residential,11808036,45299,1872.07
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Park Care 2,Supporting People - Independent Sector Residential,11808037,45299,2584.94
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Park Care 2,Supporting People - Independent Sector Residential,11808037,45299,8557.89
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Park Care 2,Supporting People - Independent Sector Residential,11808037,45299,1206.96
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Park Care 2,Supporting People - Independent Sector Residential,11808037,45299,-120.8
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Pingley Court Care Ltd,Supporting People - Independent Sector Residential,11808038,45299,680
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Pingley Court Care Ltd,Supporting People - Independent Sector Residential,11808038,45299,-50
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",The Abbeys (Rawmarsh) Ltd,Supporting People - Independent Sector Residential,11808039,45299,7021.09
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",The Abbeys (Rawmarsh) Ltd,Supporting People - Independent Sector Residential,11808039,45299,632
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",The Abbeys (Rawmarsh) Ltd,Supporting People - Independent Sector Residential,11808039,45299,-1616.64
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",The Abbeys (Rawmarsh) Ltd,Supporting People - Independent Sector Residential,11808039,45299,10952
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",The Abbeys (Rawmarsh) Ltd,Supporting People - Independent Sector Residential,11808039,45299,0
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",The Abbeys (Rawmarsh) Ltd,Supporting People - Independent Sector Residential,11808039,45299,-3522.34
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",The Abbeys (Rawmarsh) Ltd,Supporting People - Independent Sector Residential,11808039,45299,273.04
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Bespoke Care And Support Ltd,Supporting People - Independent Sector Residential,11808040,45299,8220.36
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Bespoke Care And Support Ltd,Supporting People - Independent Sector Residential,11808040,45299,8908.19
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Imperial Care Consortium Limited,Supporting People - Independent Sector Residential,11808041,45299,655.02
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Imperial Care Consortium Limited,Supporting People - Independent Sector Residential,11808041,45299,-243.4
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Imperial Care Consortium Limited,Supporting People - Independent Sector Residential,11808041,45299,630
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Imperial Care Consortium Limited,Supporting People - Independent Sector Residential,11808041,45299,-443.03
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Countrywide Healthcare Ltd,Supporting People - Independent Sector Residential,11808042,45299,789.42
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Countrywide Healthcare Ltd,Supporting People - Independent Sector Residential,11808042,45299,-120.8
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Pristine Care Group Ltd,Supporting People - Independent Sector Residential,11808043,45299,8747
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Pristine Care Group Ltd,Supporting People - Independent Sector Residential,11808043,45299,2452
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Pristine Care Group Ltd,Supporting People - Independent Sector Residential,11808043,45299,-3372.91
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Pristine Care Group Ltd,Supporting People - Independent Sector Residential,11808043,45299,-427.3
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Pristine Care Group Ltd,Supporting People - Independent Sector Residential,11808043,45299,7134.25
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Pristine Care Group Ltd,Supporting People - Independent Sector Residential,11808043,45299,1264
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Pristine Care Group Ltd,Supporting People - Independent Sector Residential,11808043,45299,-1182.49
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Pristine Care Group Ltd,Supporting People - Independent Sector Residential,11808043,45299,-3576.33
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Pristine Care Group Ltd,Supporting People - Independent Sector Residential,11808043,45299,606
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Pristine Care Group Ltd,Supporting People - Independent Sector Residential,11808043,45299,-112.39
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Maria Mallaband Ltd,Supporting People - Independent Sector Residential,11808044,45299,1466.22
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Maria Mallaband Ltd,Supporting People - Independent Sector Residential,11808044,45299,-200
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Countrywide Care Homes Ltd,Supporting People - Independent Sector Residential,11808045,45299,219.71
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Countrywide Care Homes Ltd,Supporting People - Independent Sector Residential,11808045,45299,794
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Principle Support Ltd,Supporting People - Independent Sector Residential,11808046,45299,949.77
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Principle Support Ltd,Supporting People - Independent Sector Residential,11808046,45299,-16.52
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Independence For Life Ltd,Supporting People - Independent Sector Residential,11808047,45299,11590.4
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Independence For Life Ltd,Supporting People - Independent Sector Residential,11808047,45299,-813.05
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Jubilee Care Home Limited,Supporting People - Independent Sector Residential,11808048,45299,10023.25
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Jubilee Care Home Limited,Supporting People - Independent Sector Residential,11808048,45299,952.29
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Jubilee Care Home Limited,Supporting People - Independent Sector Residential,11808048,45299,-3982.88
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Jubilee Care Home Limited,Supporting People - Independent Sector Residential,11808048,45299,11376
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Jubilee Care Home Limited,Supporting People - Independent Sector Residential,11808048,45299,1896
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Jubilee Care Home Limited,Supporting People - Independent Sector Residential,11808048,45299,-2839.88
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Jubilee Care Home Limited,Supporting People - Independent Sector Residential,11808048,45299,-435.76
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Jubilee Care Home Limited,Supporting People - Independent Sector Residential,11808048,45299,652
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Jubilee Care Home Limited,Supporting People - Independent Sector Residential,11808048,45299,-20
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Jubilee Care Home Limited,Supporting People - Independent Sector Residential,11808048,45299,-76.29
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Sheffcare Ltd,Supporting People - Independent Sector Residential,11808049,45299,630
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Sheffcare Ltd,Supporting People - Independent Sector Residential,11808049,45299,630
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Sheffcare Ltd,Supporting People - Independent Sector Residential,11808049,45299,-213
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Sheffcare Ltd,Supporting People - Independent Sector Residential,11808049,45299,-33.37
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Autism Plus Ltd,Supporting People - Independent Sector Residential,11808050,45299,1751.04
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11808051,45299,28.25
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11808051,45299,3515.36
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11808051,45299,3287.71
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11808051,45299,622
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11808051,45299,-483.7
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11808051,45299,-205.58
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11808051,45299,8037.71
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11808051,45299,-971.93
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11808051,45299,4242
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11808051,45299,-1125.43
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11808051,45299,-1539.48
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11808051,45299,262.6
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11808051,45299,15576
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11808051,45299,1264
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11808051,45299,-5390.19
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11808051,45299,-1033.37
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11808051,45299,1625.14
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11808051,45299,-346.29
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Runwood Homes Ltd,Supporting People - Independent Sector Residential,11808051,45299,-120.8
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Logini Care Contracts Ltd,Supporting People - Independent Sector Residential,11808052,45299,439.42
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Logini Care Contracts Ltd,Supporting People - Independent Sector Residential,11808052,45299,1458.72
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Logini Care Contracts Ltd,Supporting People - Independent Sector Residential,11808052,45299,-185.03
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Logini Care Contracts Ltd,Supporting People - Independent Sector Residential,11808052,45299,5482.25
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Logini Care Contracts Ltd,Supporting People - Independent Sector Residential,11808052,45299,1212
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Logini Care Contracts Ltd,Supporting People - Independent Sector Residential,11808052,45299,-1877.39
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Logini Care Contracts Ltd,Supporting People - Independent Sector Residential,11808052,45299,-228.67
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Logini Care Contracts Ltd,Supporting People - Independent Sector Residential,11808052,45299,622
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Logini Care Contracts Ltd,Supporting People - Independent Sector Residential,11808052,45299,-121.25
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Logini Care Contracts Ltd,Supporting People - Independent Sector Residential,11808052,45299,606
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Logini Care Contracts Ltd,Supporting People - Independent Sector Residential,11808052,45299,-91.25
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Logini Care Contracts Ltd,Supporting People - Independent Sector Residential,11808052,45299,606
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Logini Care Contracts Ltd,Supporting People - Independent Sector Residential,11808052,45299,-181.42
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Blake Uk Care Services Limited,Supporting People - Independent Sector Residential,11808053,45299,763.91
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Blake Uk Care Services Limited,Supporting People - Independent Sector Residential,11808053,45299,-257.72
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Belz Care Limited,Supporting People - Independent Sector Residential,11808054,45299,645.75
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Byron Lodge (West Melton) Ltd,Supporting People - Independent Sector Residential,11808055,45299,233.41
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Byron Lodge (West Melton) Ltd,Supporting People - Independent Sector Residential,11808055,45299,622
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Byron Lodge (West Melton) Ltd,Supporting People - Independent Sector Residential,11808055,45299,-258.52
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Byron Lodge (West Melton) Ltd,Supporting People - Independent Sector Residential,11808055,45299,1380
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Byron Lodge (West Melton) Ltd,Supporting People - Independent Sector Residential,11808055,45299,1380
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Byron Lodge (West Melton) Ltd,Supporting People - Independent Sector Residential,11808055,45299,-354.6
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Byron Lodge (West Melton) Ltd,Supporting People - Independent Sector Residential,11808055,45299,-291.65
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Byron Lodge (West Melton) Ltd,Supporting People - Independent Sector Residential,11808055,45299,1818
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Byron Lodge (West Melton) Ltd,Supporting People - Independent Sector Residential,11808055,45299,-638.29
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Byron Lodge (West Melton) Ltd,Supporting People - Independent Sector Residential,11808055,45299,2528
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Byron Lodge (West Melton) Ltd,Supporting People - Independent Sector Residential,11808055,45299,-1270.9
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Byron Lodge (West Melton) Ltd,Supporting People - Independent Sector Residential,11808055,45299,634.25
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Hf Trust Ltd,Supporting People - Independent Sector Residential,11808056,45299,920.66
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Hf Trust Ltd,Supporting People - Independent Sector Residential,11808056,45299,-110.41
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Linkage Community Trust Ltd,Supporting People - Independent Sector Residential,11808058,45299,3681.41
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Linkage Community Trust Ltd,Supporting People - Independent Sector Residential,11808058,45299,-277.75
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Autism East Midlands,Supporting People - Independent Sector Residential,11808059,45299,1411.46
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Autism East Midlands,Supporting People - Independent Sector Residential,11808059,45299,-120.8
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Stephen Oldale And Susan Leigh (A Partne,Supporting People - Independent Sector Residential,11808060,45299,3982.29
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Stephen Oldale And Susan Leigh (A Partne,Supporting People - Independent Sector Residential,11808060,45299,-813.93
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Stephen Oldale And Susan Leigh (A Partne,Supporting People - Independent Sector Residential,11808060,45299,12.92
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Stephen Oldale And Susan Leigh (A Partne,Supporting People - Independent Sector Residential,11808060,45299,4425
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Stephen Oldale And Susan Leigh (A Partne,Supporting People - Independent Sector Residential,11808060,45299,-1603.55
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Stephen Oldale And Susan Leigh (A Partne,Supporting People - Independent Sector Residential,11808060,45299,606
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Stephen Oldale And Susan Leigh (A Partne,Supporting People - Independent Sector Residential,11808060,45299,-182.98
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Stephen Oldale And Susan Leigh (A Partne,Supporting People - Independent Sector Residential,11808060,45299,606
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Stephen Oldale And Susan Leigh (A Partne,Supporting People - Independent Sector Residential,11808060,45299,-206.89
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Stephen Oldale And Susan Leigh (A Partne,Supporting People - Independent Sector Residential,11808060,45299,606
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Stephen Oldale And Susan Leigh (A Partne,Supporting People - Independent Sector Residential,11808060,45299,-171.08
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Little Arches Ltd,Supporting People - Independent Sector Residential,11808061,45299,3098.97
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Little Arches Ltd,Supporting People - Independent Sector Residential,11808061,45299,-345.47
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Steps Residential Care Ltd,Supporting People - Independent Sector Residential,11808062,45299,33672.23
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Steps Residential Care Ltd,Supporting People - Independent Sector Residential,11808062,45299,-1849.13
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",National Neurological Centre Ltd,Supporting People - Independent Sector Residential,11808063,45299,2413.61
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",National Neurological Centre Ltd,Supporting People - Independent Sector Residential,11808063,45299,-4.95
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",National Neurological Centre Ltd,Supporting People - Independent Sector Residential,11808063,45299,2747.67
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Hill Care Services Ltd,Supporting People - Independent Sector Residential,11808064,45299,6568.96
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Hill Care Services Ltd,Supporting People - Independent Sector Residential,11808064,45299,606
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Hill Care Services Ltd,Supporting People - Independent Sector Residential,11808064,45299,-1041.53
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Hill Care Services Ltd,Supporting People - Independent Sector Residential,11808064,45299,5056
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Hill Care Services Ltd,Supporting People - Independent Sector Residential,11808064,45299,632
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Hill Care Services Ltd,Supporting People - Independent Sector Residential,11808064,45299,-1553.85
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Hill Care Services Ltd,Supporting People - Independent Sector Residential,11808064,45299,634.25
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Hill Care Services Ltd,Supporting People - Independent Sector Residential,11808064,45299,606
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Hill Care Services Ltd,Supporting People - Independent Sector Residential,11808064,45299,-149.8
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Hill Care Services Ltd,Supporting People - Independent Sector Residential,11808064,45299,632
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Hermes Care Ltd,Supporting People - Independent Sector Residential,11808065,45299,2197.1
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Hermes Care Ltd,Supporting People - Independent Sector Residential,11808065,45299,2424.99
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Hermes Care Ltd,Supporting People - Independent Sector Residential,11808065,45299,-1818.74
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Hermes Care Ltd,Supporting People - Independent Sector Residential,11808065,45299,9766.92
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Hermes Care Ltd,Supporting People - Independent Sector Residential,11808065,45299,-736.95
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Ibc Quality Solutions Limited,Supporting People - Independent Sector Residential,11808066,45299,1798
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Regal Care Trading Ltd,Supporting People - Independent Sector Residential,11808067,45299,649.18
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,"Adult Care, Housing & Public Health",Mauricare Ltd,Supporting People - Independent Sector Residential,11808068,45299,7882
