BODY,EXPENSE AREA,NAME,EXPENSE TYPE,REFERENCE,DATE,AMOUNT
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matts Monitors Ltd,New Build & Major Refurb Trades,11737115,45271,1400
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Hibbard Works Ltd,Landscaping,11737119,45268,2250
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11737375,45271,194
Rotherham Metropolitan Borough Council,Regeneration & Environment,Sharrock Ltd,Landscaping,11740627,45266,41.4
Rotherham Metropolitan Borough Council,Regeneration & Environment,Sharrock Ltd,Landscaping,11740630,45266,84.11
Rotherham Metropolitan Borough Council,Regeneration & Environment,Sharrock Ltd,Landscaping,11740631,45266,84.11
Rotherham Metropolitan Borough Council,Regeneration & Environment,Sharrock Ltd,Landscaping,11740632,45266,55.51
Rotherham Metropolitan Borough Council,Regeneration & Environment,Sharrock Ltd,Landscaping,11740634,45266,474.47
Rotherham Metropolitan Borough Council,Regeneration & Environment,Sharrock Ltd,Landscaping,11740635,45280,3087.4
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740686,45268,187.81
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740687,45268,943.32
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740687,45268,41.95
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Corona Energy,Energy,11740688,45268,23.22
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Corona Energy,Energy,11740688,45268,0.54
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Corona Energy,Energy,11740689,45268,739.24
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Corona Energy,Energy,11740689,45268,32.76
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740690,45268,9
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740691,45268,12
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740692,45268,-30.47
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740693,45268,34.84
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740694,45268,30.04
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740695,45268,14.7
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740696,45268,51
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740697,45268,12.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740698,45268,9
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740699,45268,71.31
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740700,45268,139.14
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740701,45268,41.7
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740702,45268,82.37
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740703,45268,90.08
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740704,45268,-374.54
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740705,45268,138.56
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740706,45268,-1311.34
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740706,45268,-61.84
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740707,45268,116.29
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740708,45268,-12222.11
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740708,45268,-598.83
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740709,45268,115.07
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740710,45268,-5982.71
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740710,45268,-291.72
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740711,45268,100.99
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740712,45268,-8595.7
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740712,45268,-420.3
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740713,45268,117.92
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740714,45268,34.5
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740715,45268,110.08
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740716,45268,22.18
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740717,45268,59.62
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740718,45268,57.9
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740719,45268,337.96
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740720,45268,80.91
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740721,45268,40.17
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740722,45268,77.29
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740723,45268,109.75
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740724,45268,42.28
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740725,45268,78.33
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740726,45268,167.75
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740727,45268,45.73
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740728,45268,132.32
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740729,45268,101.14
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740730,45268,27.6
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740731,45268,62.21
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740732,45268,256.17
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740733,45268,64.31
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740734,45268,66.41
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740735,45268,51.33
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740736,45268,99.93
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740737,45268,85.74
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740738,45268,401.52
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740739,45268,-47.87
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740740,45268,56.75
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740741,45268,-126.38
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740742,45268,183.2
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740743,45268,255.04
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740744,45268,26.98
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740745,45268,-19511.33
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740745,45268,-958.81
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740746,45268,1468.76
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740746,45268,70.96
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740747,45268,602.91
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740748,45268,17.4
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740749,45268,161.9
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740750,45268,31.91
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740751,45268,383.35
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740752,45268,103.65
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740753,45268,39.85
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740754,45268,54.09
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740755,45268,116.53
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740756,45268,109.18
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740757,45268,39.6
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740758,45268,43.91
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740759,45268,71.78
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740760,45268,28.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740761,45268,194.57
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740762,45268,21
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740763,45268,431.29
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740764,45268,451.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740765,45268,1.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740766,45268,242.99
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740767,45268,595.31
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740769,45268,224.72
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740770,45268,87.84
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740771,45268,2093.25
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740771,45268,97.29
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740772,45268,11.1
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740773,45268,822.75
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740773,45268,37.43
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740774,45268,77.4
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740775,45268,5.4
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740776,45268,957.05
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740776,45268,43.4
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740777,45268,763.75
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740778,45268,1178.66
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740778,45268,53.2
Rotherham Metropolitan Borough Council,Central Services,Corona Energy,Energy,11740779,45268,861.87
Rotherham Metropolitan Borough Council,Central Services,Corona Energy,Energy,11740779,45268,38.04
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740780,45268,90
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740781,45268,11.1
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740782,45268,296.79
Rotherham Metropolitan Borough Council,Central Services,Corona Energy,Energy,11740783,45268,940.04
Rotherham Metropolitan Borough Council,Central Services,Corona Energy,Energy,11740783,45268,41.49
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740784,45268,1669
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740784,45268,79.38
Rotherham Metropolitan Borough Council,Central Services,Corona Energy,Energy,11740785,45268,308.69
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740786,45268,518.3
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740786,45268,20.9
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740787,45268,372.56
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740787,45268,12.32
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740788,45268,825.53
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740788,45268,35.52
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740789,45268,87.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740790,45268,102.44
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740791,45268,3135.55
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740792,45268,433.16
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740793,45268,987.13
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740793,45268,26.56
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740794,45268,512.53
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740794,45268,22.96
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740795,45268,299.68
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740796,45268,-5765.94
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740797,45268,3339.27
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740798,45268,-4190.57
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740799,45268,2437.12
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740800,45268,-2983.91
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740801,45268,1744.15
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740802,45268,-3431.69
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740803,45268,2002
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740804,45268,-3339.93
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740805,45268,1949.39
Rotherham Metropolitan Borough Council,Regeneration & Environment,Corona Energy,Energy,11740806,45268,4512.57
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740807,45268,260.04
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740808,45268,-4639.87
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740809,45268,2689.14
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740810,45268,-3475.74
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740811,45268,2022.63
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740812,45268,-2665.32
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740813,45268,1557
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740814,45268,-2940.97
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740815,45268,1716.01
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740816,45268,-2850.43
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740817,45268,1664.1
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740818,45268,-5394.45
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740819,45268,3145.6
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740820,45268,-3436.03
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740821,45268,2024.46
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740822,45268,-2562.44
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740823,45268,1521.82
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740824,45268,-2897.98
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740825,45268,1715.96
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740826,45268,-2824.65
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740827,45268,1673.91
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740828,45268,364.91
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740829,45268,-6085.17
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740830,45268,3553.92
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740831,45268,2411.9
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740832,45268,-3086
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740833,45268,1834.3
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740834,45268,-3443.26
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740835,45268,2041.3
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740836,45268,-3330.05
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740837,45268,1976.39
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740838,45268,3249.61
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740839,45268,5826.19
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740840,45268,346.7
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740841,45268,-7243
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740842,45268,4187.45
Rotherham Metropolitan Borough Council,"Adult Care, Housing & Public Health",Corona Energy,Energy,11740843,45268,-5214.19
