Body,Expense Area,Name,Expense Type,Reference,Date,Amount
Rotherham Metropolitan Borough Council,Regeneration & Environment,Fire Safety Services (Fss) Ltd,Fire Extinguisher Maintenance,11804428,45372,39
Rotherham Metropolitan Borough Council,Regeneration & Environment,British Gas,Energy,11805551,45378,80.49
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11806274,45359,4000
Rotherham Metropolitan Borough Council,Regeneration & Environment,Sure Maintenance Ltd,Repair And Maintenance,11807307,45384,71.16
Rotherham Metropolitan Borough Council,Regeneration & Environment,Network Rail Infrastructure Ltd,Transport Operations And Logistics,11811088,45372,2086.43
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jeremy Benn Associates Ltd,Consultancy,11811580,45359,2083.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Weightmans Llp,Legal Services,11811724,45373,-2194.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Direct Traffic Management Ltd,Road Markings And Traffic Management,11814397,45359,2038.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,Orbis Protect Ltd,Security,11814433,45365,396
Rotherham Metropolitan Borough Council,Regeneration & Environment,Rotherham Ethnic Minority Alliance Ltd,Supporting Minorities & Communities,11814827,45364,4800
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11816934,45363,2400
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Caremark (Rotherham),Supporting People - Independent Sector Homecare,11816962,45358,383.68
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Caremark (Rotherham),Supporting People - Independent Sector Homecare,11816963,45357,191.84
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Caremark (Rotherham),Supporting People - Independent Sector Homecare,11816964,45357,383.68
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Caremark (Rotherham),Supporting People - Independent Sector Homecare,11816965,45357,383.68
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Caremark (Rotherham),Supporting People - Independent Sector Homecare,11816966,45358,383.68
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Caremark (Rotherham),Supporting People - Independent Sector Homecare,11816967,45357,383.68
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Caremark (Rotherham),Supporting People - Independent Sector Homecare,11816968,45357,383.68
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Caremark (Rotherham),Supporting People - Independent Sector Homecare,11816975,45357,383.68
Rotherham Metropolitan Borough Council,Regeneration & Environment,J A Jones & Sons (Churchtown) Ltd (F),Landscaping,11817361,45371,313.75
Rotherham Metropolitan Borough Council,Regeneration & Environment,J A Jones & Sons (Churchtown) Ltd (F),Landscaping,11817363,45364,42.3
Rotherham Metropolitan Borough Council,Regeneration & Environment,J A Jones & Sons (Churchtown) Ltd (F),Landscaping,11817365,45364,301.75
Rotherham Metropolitan Borough Council,Regeneration & Environment,Direct Traffic Management Ltd,Road Markings And Traffic Management,11818267,45359,2329.75
Rotherham Metropolitan Borough Council,Regeneration & Environment,Industrial Door Solutions Limited,Repair And Maintenance,11819638,45369,165.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Nationwide Data Collection,Surveyors Architects & Auctions,11819646,45362,420
Rotherham Metropolitan Borough Council,Regeneration & Environment,British Gas,Energy,11819655,45378,79.1
Rotherham Metropolitan Borough Council,"Adult Care , Housing & Public Health",Vivid Resourcing,Technical,11821369,45366,1110
Rotherham Metropolitan Borough Council,"Adult Care , Housing & Public Health",Vivid Resourcing,Technical,11821373,45366,1369
Rotherham Metropolitan Borough Council,"Adult Care , Housing & Public Health",Vivid Resourcing,Technical,11821376,45366,881.83
Rotherham Metropolitan Borough Council,"Adult Care , Housing & Public Health",Vivid Resourcing,Technical,11821393,45366,1369
Rotherham Metropolitan Borough Council,"Adult Care , Housing & Public Health",Vivid Resourcing,Technical,11821397,45366,1369
Rotherham Metropolitan Borough Council,"Adult Care , Housing & Public Health",Vivid Resourcing,Technical,11821409,45366,1369
Rotherham Metropolitan Borough Council,"Adult Care , Housing & Public Health",Vivid Resourcing,Technical,11821413,45366,1082.25
Rotherham Metropolitan Borough Council,Assistant Chief Executive,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11824675,45384,712
Rotherham Metropolitan Borough Council,Regeneration & Environment,Rentokil Initial Uk Ltd,Repair And Maintenance,11824688,45385,541.72
Rotherham Metropolitan Borough Council,"Adult Care , Housing & Public Health",Rotherham Nhs Foundation Trust,Public Health & Care Services,11824777,45379,26055.11
Rotherham Metropolitan Borough Council,"Adult Care , Housing & Public Health",Rotherham Nhs Foundation Trust,Public Health & Care Services,11824778,45370,13703.34
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ycg,Landscaping,11824803,45357,855
Rotherham Metropolitan Borough Council,Regeneration & Environment,Network Rail Infrastructure Ltd,Transport Operations And Logistics,11825098,45372,239.66
Rotherham Metropolitan Borough Council,Finance & Customer Services,Kevin Mcnerney,Legal Services,11825140,45384,5500
Rotherham Metropolitan Borough Council,Regeneration & Environment,Avon Barrier Corporation Ltd,Repair And Maintenance,11825311,45357,250
Rotherham Metropolitan Borough Council,Regeneration & Environment,Buchanan Computing Ltd,Technology,11825938,45373,25230
Rotherham Metropolitan Borough Council,"Adult Care , Housing & Public Health",Kirwin Maclean Associates,Training Services,11826422,45364,900
Rotherham Metropolitan Borough Council,Regeneration & Environment,Direct Traffic Management Ltd,Road Markings And Traffic Management,11831829,45372,315.43
Rotherham Metropolitan Borough Council,Regeneration & Environment,Findlays Electrical Ltd,Repair And Maintenance,11831830,45365,2903
Rotherham Metropolitan Borough Council,Regeneration & Environment,Dfp Services Ltd,Repair And Maintenance,11832031,45362,36.87
Rotherham Metropolitan Borough Council,Regeneration & Environment,Dfp Services Ltd,Fire Alarm Maintenance Or Monitoring,11832032,45357,86.25
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lubbe & Sons (Bulbs) Ltd,Landscaping,11832059,45369,832.56
Rotherham Metropolitan Borough Council,Regeneration & Environment,South Yorkshire Mayoral,Transport Operations And Logistics,11832076,45377,1346.82
Rotherham Metropolitan Borough Council,Regeneration & Environment,South Yorkshire Mayoral,Transport Operations And Logistics,11832076,45377,221.44
Rotherham Metropolitan Borough Council,Regeneration & Environment,South Yorkshire Mayoral,Transport Operations And Logistics,11832076,45377,134.9
Rotherham Metropolitan Borough Council,Regeneration & Environment,South Yorkshire Mayoral,Transport Operations And Logistics,11832077,45377,1709.34
Rotherham Metropolitan Borough Council,Regeneration & Environment,South Yorkshire Mayoral,Transport Operations And Logistics,11832077,45377,1928.96
Rotherham Metropolitan Borough Council,Regeneration & Environment,South Yorkshire Mayoral,Transport Operations And Logistics,11832078,45377,5211.28
Rotherham Metropolitan Borough Council,Regeneration & Environment,South Yorkshire Mayoral,Transport Operations And Logistics,11832078,45377,1770.06
Rotherham Metropolitan Borough Council,Regeneration & Environment,J A Jones & Sons (Churchtown) Ltd (F),Landscaping,11832126,45364,1545.35
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lubbe & Sons (Bulbs) Ltd,Landscaping,11832423,45369,940.2
Rotherham Metropolitan Borough Council,"Adult Care , Housing & Public Health",Talking Life Limited,Training Services,11832425,45364,876
Rotherham Metropolitan Borough Council,Regeneration & Environment,Deter Tech Uk Ltd,Security,11832436,45373,856
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hako Machines Ltd,Plant Hire,11834873,45357,182.56
Rotherham Metropolitan Borough Council,"Adult Care , Housing & Public Health",Connect Healthcare Rotherham Cic,Comprehensive Health Services,11834889,45386,62750
Rotherham Metropolitan Borough Council,Finance & Customer Services,Mewa Llp,Legal Services,11835390,45363,2835
Rotherham Metropolitan Borough Council,"Adult Care , Housing & Public Health",British Gas,Energy,11835400,45376,295.78
Rotherham Metropolitan Borough Council,"Adult Care , Housing & Public Health",British Gas,Energy,11835400,45376,685.06
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hako Machines Ltd,Plant Hire,11836144,45357,453.63
Rotherham Metropolitan Borough Council,"Adult Care , Housing & Public Health",Pulse First Aid Training Solutions Ltd,Training Services,11836403,45371,280
Rotherham Metropolitan Borough Council,"Adult Care , Housing & Public Health",Pulse First Aid Training Solutions Ltd,Training Services,11836404,45371,275
Rotherham Metropolitan Borough Council,"Adult Care , Housing & Public Health",Pulse First Aid Training Solutions Ltd,Training Services,11836405,45371,280
Rotherham Metropolitan Borough Council,"Adult Care , Housing & Public Health",Pulse First Aid Training Solutions Ltd,Training Services,11836406,45371,280
Rotherham Metropolitan Borough Council,"Adult Care , Housing & Public Health",Pulse First Aid Training Solutions Ltd,Training Services,11836408,45371,275
Rotherham Metropolitan Borough Council,"Adult Care , Housing & Public Health",Pulse First Aid Training Solutions Ltd,Training Services,11836409,45371,275
Rotherham Metropolitan Borough Council,Regeneration & Environment,J P Glasby Ltd,Repair And Maintenance,11837054,45358,418
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ng Bailey Facilities Services Limited,Repair And Maintenance,11837064,45358,10216.43
Rotherham Metropolitan Borough Council,"Adult Care , Housing & Public Health",Washco Ltd,Repair And Maintenance,11837226,45369,466.49
Rotherham Metropolitan Borough Council,Regeneration & Environment,Imperial Civil Enforcement Solutions,Technology,11837269,45371,-1.85
Rotherham Metropolitan Borough Council,Regeneration & Environment,Reed Talent Solutions Ltd,Agency Staff Services,11837279,45369,2214.69
Rotherham Metropolitan Borough Council,Regeneration & Environment,Weightmans Llp,Legal Services,11837372,45373,1798.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ace Janitorial Supplies Ltd,Ppe Tools And Janitorial Supplies,11837446,45359,1598.67
Rotherham Metropolitan Borough Council,"Adult Care , Housing & Public Health",Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11837600,45358,211.95
Rotherham Metropolitan Borough Council,"Adult Care , Housing & Public Health",Grant Stewart Construction Ltd,Repair And Maintenance,11837609,45358,480
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ipl Plastics (Uk) Ltd,Waste Disposal Inc Skip Hire,11837672,45366,16002
Rotherham Metropolitan Borough Council,Regeneration & Environment,Aj Products (Uk) Ltd,Health And Hygiene Equipment,11837678,45359,1107
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,First Class Tailored Solutions Ltd,Training Services,11837686,45357,270
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,British Gas,Energy,11837718,45363,826.53
Rotherham Metropolitan Borough Council,Finance & Customer Services,Idaq Ltd,Telecomms,11838600,45369,250
Rotherham Metropolitan Borough Council,Finance & Customer Services,Insight Direct (Uk) Ltd,Technology,11838604,45366,1438.58
Rotherham Metropolitan Borough Council,Regeneration & Environment,Restore Datashred Ltd,Waste Disposal Inc Skip Hire,11838780,45365,3800.34
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ace Janitorial Supplies Ltd,Ppe Tools And Janitorial Supplies,11838823,45359,263.55
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,The Apple Tree Centre (South Yorkshire),Supporting People - Mental Health,11839044,45365,1250
Rotherham Metropolitan Borough Council,Regeneration & Environment,Fire Safety Services (Fss) Ltd,Fire Extinguisher Maintenance,11839127,45372,61.2
Rotherham Metropolitan Borough Council,"Adult Care , Housing & Public Health",Fire Safety Services (Fss) Ltd,Fire Extinguisher Maintenance,11839225,45372,33.15
Rotherham Metropolitan Borough Council,Regeneration & Environment,Fire Safety Services (Fss) Ltd,Fire Extinguisher Maintenance,11839226,45372,282.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,Fire Safety Services (Fss) Ltd,Fire Extinguisher Maintenance,11839230,45372,80.75
Rotherham Metropolitan Borough Council,Regeneration & Environment,Fire Safety Services (Fss) Ltd,Fire Extinguisher Maintenance,11841159,45372,5.85
Rotherham Metropolitan Borough Council,Regeneration & Environment,Fire Safety Services (Fss) Ltd,Fire Extinguisher Maintenance,11841162,45372,5.85
Rotherham Metropolitan Borough Council,Regeneration & Environment,Fire Safety Services (Fss) Ltd,Fire Extinguisher Maintenance,11841163,45372,106.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,Fire Safety Services (Fss) Ltd,Fire Extinguisher Maintenance,11841164,45372,67.05
Rotherham Metropolitan Borough Council,Regeneration & Environment,Fire Safety Services (Fss) Ltd,Fire Extinguisher Maintenance,11841165,45372,185.55
Rotherham Metropolitan Borough Council,Regeneration & Environment,Fire Safety Services (Fss) Ltd,Fire Extinguisher Maintenance,11841166,45372,11.7
Rotherham Metropolitan Borough Council,Regeneration & Environment,Fire Safety Services (Fss) Ltd,Fire Extinguisher Maintenance,11841167,45372,451.85
Rotherham Metropolitan Borough Council,"Adult Care , Housing & Public Health",Fire Safety Services (Fss) Ltd,Fire Extinguisher Maintenance,11841186,45372,107.75
Rotherham Metropolitan Borough Council,Regeneration & Environment,Cms Hire Limited,Fleet Hire And Purchase Financing,11841886,45365,5934
Rotherham Metropolitan Borough Council,Regeneration & Environment,Cms Hire Limited,Fleet Hire And Purchase Financing,11841886,45365,-1334
Rotherham Metropolitan Borough Council,Regeneration & Environment,Cms Hire Limited,Fleet Hire And Purchase Financing,11841887,45365,5785.65
Rotherham Metropolitan Borough Council,Regeneration & Environment,Cms Hire Limited,Fleet Hire And Purchase Financing,11841887,45365,-1300.65
Rotherham Metropolitan Borough Council,Assistant Chief Executive,Tusker Direct,Fleet Hire And Purchase Financing,11841930,45366,-728.49
Rotherham Metropolitan Borough Council,Assistant Chief Executive,Tusker Direct,Fleet Hire And Purchase Financing,11841934,45366,-538.04
Rotherham Metropolitan Borough Council,Assistant Chief Executive,Nla Media Access Ltd,Licence & Professional Fees,11841938,45357,3239.88
Rotherham Metropolitan Borough Council,Assistant Chief Executive,Nla Media Access Ltd,Licence & Professional Fees,11841939,45357,971.96
Rotherham Metropolitan Borough Council,"Adult Care , Housing & Public Health",Aspect Training,Training Services,11841996,45357,364
Rotherham Metropolitan Borough Council,Regeneration & Environment,Signs Express Ltd,General Signage,11842221,45365,25
Rotherham Metropolitan Borough Council,Regeneration & Environment,Signs Express Ltd,General Signage,11842222,45365,1258.35
Rotherham Metropolitan Borough Council,Regeneration & Environment,Nationwide Data Collection,Surveyors Architects & Auctions,11842269,45369,300
Rotherham Metropolitan Borough Council,Regeneration & Environment,Da Languages Ltd,Translation & Interpretation,11842371,45366,468.21
Rotherham Metropolitan Borough Council,"Adult Care , Housing & Public Health",Sheffield Royal Society For The Blind,Supporting Minorities & Communities,11842379,45362,10416.67
Rotherham Metropolitan Borough Council,Regeneration & Environment,Fire Safety Services (Fss) Ltd,Fire Extinguisher Maintenance,11842386,45373,437.85
Rotherham Metropolitan Borough Council,Regeneration & Environment,Fire Safety Services (Fss) Ltd,Fire Extinguisher Maintenance,11842389,45365,459.3
Rotherham Metropolitan Borough Council,Regeneration & Environment,Sure Maintenance Ltd,Repair And Maintenance,11843474,45386,171.89
Rotherham Metropolitan Borough Council,Regeneration & Environment,Sure Maintenance Ltd,Repair And Maintenance,11843476,45372,1221.81
Rotherham Metropolitan Borough Council,Regeneration & Environment,Geodesys,Legal Services,11843723,45384,315
Rotherham Metropolitan Borough Council,Central Services,Ics Ai Ltd,Technology,11843725,45376,2995
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Access Uk Ltd,Consultancy,11843732,45385,21450.61
Rotherham Metropolitan Borough Council,Finance & Customer Services,Ricoh Uk Ltd,Photocopiers And Mfds,11844275,45365,3.41
Rotherham Metropolitan Borough Council,Regeneration & Environment,Permiserv Ltd,Stationery & It Consumables,11844287,45363,13886
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ipl Plastics (Uk) Ltd,Waste Disposal Inc Skip Hire,11844334,45370,3800
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ipl Plastics (Uk) Ltd,Waste Disposal Inc Skip Hire,11844335,45366,17206.14
Rotherham Metropolitan Borough Council,Regeneration & Environment,Veolia Es (Uk) Limited,Waste Disposal Inc Skip Hire,11844336,45369,37.56
Rotherham Metropolitan Borough Council,Regeneration & Environment,Veolia Es (Uk) Limited,Waste Disposal Inc Skip Hire,11844337,45369,454.74
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Natalie S Hunt,Sporting Entertainment & Culture,11844378,45357,1026.1
Rotherham Metropolitan Borough Council,Regeneration & Environment,Harsco Metals Group Ltd,Re-Instatement Materials,11844417,45377,960.96
Rotherham Metropolitan Borough Council,Regeneration & Environment,J A Jones & Sons (Churchtown) Ltd (F),Landscaping,11844497,45371,2249
Rotherham Metropolitan Borough Council,Assistant Chief Executive,Thriiver Limited,Training Services,11845587,45386,640
Rotherham Metropolitan Borough Council,Finance & Customer Services,Certero Ltd,Technology,11845600,45365,19940.7
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845641,45373,1232.47
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845642,45373,1232.47
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845643,45373,1232.47
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845644,45373,1442.01
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845649,45373,1027.84
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845650,45373,1538.18
Rotherham Metropolitan Borough Council,Regeneration & Environment,Jones Lighting Ltd,Street Lighting Materials,11845654,45376,874.24
Rotherham Metropolitan Borough Council,"Adult Care , Housing & Public Health",Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11845666,45358,43.21
Rotherham Metropolitan Borough Council,Regeneration & Environment,Veolia Es (Uk) Limited,Waste Disposal Inc Skip Hire,11845747,45369,1319.13
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Barnardos,Supporting Minorities & Communities,11845763,45372,19095
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Five Rivers Child Care Ltd,Supporting People - Foster Care,11848043,45372,-1200
Rotherham Metropolitan Borough Council,"Adult Care , Housing & Public Health",Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11848056,45358,92.6
Rotherham Metropolitan Borough Council,"Adult Care , Housing & Public Health",Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11848058,45358,61.99
Rotherham Metropolitan Borough Council,Finance & Customer Services,Redcentric,Consultancy,11848157,45384,2054
Rotherham Metropolitan Borough Council,"Adult Care , Housing & Public Health",Geodesys,Legal Services,11848170,45384,1333.87
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ahr Architects Ltd,Surveyors Architects & Auctions,11848490,45365,2463.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ahr Architects Ltd,Surveyors Architects & Auctions,11848491,45365,5396.25
Rotherham Metropolitan Borough Council,"Adult Care , Housing & Public Health",Kingkraft Ltd,Domestic And Commerical Appliances,11848905,45362,1000
Rotherham Metropolitan Borough Council,Regeneration & Environment,Batleys Foodservice,Food And Drink,11848906,45363,616.29
Rotherham Metropolitan Borough Council,Regeneration & Environment,Orbis Protect Ltd,Security,11848909,45365,396
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Wrs Group T/A Health Edco & Childbirth,Photographic Services Film & Dv,11848910,45385,4380
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hopwells Ltd,Food And Drink,11848911,45372,-11.04
Rotherham Metropolitan Borough Council,Regeneration & Environment,The Heavenly Coffee Company,Food And Drink,11848915,45362,369.5
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,The Heavenly Coffee Company,Food And Drink,11848922,45372,-42.72
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Ready Rent A Car (Grimsby) Ltd,Fleet Hire And Purchase Financing,11849289,45385,506.76
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ready Rent A Car (Grimsby) Ltd,Fleet Hire And Purchase Financing,11849289,45385,633.33
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ready Rent A Car (Grimsby) Ltd,Fleet Hire And Purchase Financing,11849289,45385,-113.92
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ready Rent A Car (Grimsby) Ltd,Fleet Hire And Purchase Financing,11849290,45384,580.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ready Rent A Car (Grimsby) Ltd,Fleet Hire And Purchase Financing,11849290,45384,-130.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Shefflock,Security,11849456,45359,280.83
Rotherham Metropolitan Borough Council,Regeneration & Environment,Shefflock,Security,11849457,45359,50
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Insight Direct (Uk) Ltd,Technology,11849641,45385,114.95
Rotherham Metropolitan Borough Council,Regeneration & Environment,Shefflock,Security,11849648,45359,205.83
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Yorkshire Purchasing Organisation,Food And Drink,11849690,45366,11.98
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11849694,45385,123.4
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Triple P Uk Limited,Technology,11849759,45370,1210
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Agiito,Public Transport,11849778,45376,213.3
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Agiito,Public Transport,11849781,45376,71.1
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lodge Tyre Co Ltd,Transport Operations And Logistics,11849899,45359,2247.79
Rotherham Metropolitan Borough Council,"Adult Care , Housing & Public Health",Housing Partners Limited,Licence & Professional Fees,11849944,45376,13074.55
