BODY,EXPENSE AREA,NAME,EXPENSE TYPE,Reference,Date,Amount
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,PROVIDENCE MAINTENANCE & ELECTRICAL,REPAIR AND MAINTENANCE,11560714,45077,76
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560715,45061,-515.45
Rotherham Metropolitan Borough Council,Regeneration & Environment,PROVIDENCE MAINTENANCE & ELECTRICAL,REPAIR AND MAINTENANCE,11560716,45068,384.83
Rotherham Metropolitan Borough Council,Regeneration & Environment,PROVIDENCE MAINTENANCE & ELECTRICAL,REPAIR AND MAINTENANCE,11560718,45068,352
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560719,45061,-718.55
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560720,45061,-515.45
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560721,45061,-515.45
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560722,45061,-501.15
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560723,45061,-300.69
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560724,45061,-409.36
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560725,45061,-511.7
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560726,45061,-511.7
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560727,45061,-515.45
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560728,45061,-206.18
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560729,45061,-412.36
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560730,45061,-412.36
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560731,45061,-515.45
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560732,45061,-515.45
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560733,45061,-618.54
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560734,45061,-412.36
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560735,45061,-515.45
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560736,45061,-515.45
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560737,45061,-515.45
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560738,45061,-515.45
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560739,45061,-206.18
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560740,45061,-515.45
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560741,45061,-515.45
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560742,45061,-515.45
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560743,45061,-412.36
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560744,45061,-515.45
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560745,45061,-412.36
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560746,45061,-515.24
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560747,45061,544.89
Rotherham Metropolitan Borough Council,Regeneration & Environment,TICKHILL LABOUR & PLANT HIRE LTD,PLANT HIRE,11560748,45064,4350
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560749,45061,544.89
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560750,45061,544.89
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560751,45061,320.76
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560752,45061,539.46
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560753,45061,427.66
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560754,45061,544.89
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560755,45061,434.44
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560756,45061,331.35
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560757,45061,323.99
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560758,45061,44.18
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560759,45061,434.44
Rotherham Metropolitan Borough Council,Adult Care & Housing,A F BLAKEMORE AND SON LTD,FOOD AND DRINK,11560760,45069,13.88
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F BLAKEMORE AND SON LTD,FOOD AND DRINK,11560761,45062,149.94
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F BLAKEMORE AND SON LTD,FOOD AND DRINK,11560762,45063,78.07
Rotherham Metropolitan Borough Council,Regeneration & Environment,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560765,45068,43
Rotherham Metropolitan Borough Council,Regeneration & Environment,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560766,45068,43
Rotherham Metropolitan Borough Council,Regeneration & Environment,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560767,45072,86
Rotherham Metropolitan Borough Council,Regeneration & Environment,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560768,45068,31
Rotherham Metropolitan Borough Council,Regeneration & Environment,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560769,45069,43
Rotherham Metropolitan Borough Council,Regeneration & Environment,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560770,45068,45
Rotherham Metropolitan Borough Council,Regeneration & Environment,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560771,45068,43
Rotherham Metropolitan Borough Council,Adult Care & Housing,ALLERTON DAMP PROOFING LTD,NEW BUILD & MAJOR REFURB TRADES,11560772,45058,29916.98
Rotherham Metropolitan Borough Council,Regeneration & Environment,PROVIDENCE MAINTENANCE & ELECTRICAL,REPAIR AND MAINTENANCE,11560773,45062,104
Rotherham Metropolitan Borough Council,Regeneration & Environment,PROVIDENCE MAINTENANCE & ELECTRICAL,REPAIR AND MAINTENANCE,11560774,45062,128
Rotherham Metropolitan Borough Council,Regeneration & Environment,PROVIDENCE MAINTENANCE & ELECTRICAL,REPAIR AND MAINTENANCE,11560775,45062,128
Rotherham Metropolitan Borough Council,Regeneration & Environment,RUSSELLS (KIRBYMOORSIDE) LTD,LANDSCAPING,11560776,45072,65.97
Rotherham Metropolitan Borough Council,Regeneration & Environment,NG BAILEY FACILITIES SERVICES LIMITED,REPAIR AND MAINTENANCE,11560782,45068,9832.32
Rotherham Metropolitan Borough Council,Regeneration & Environment,KCM WASTE MANAGEMENT LTD,WASTE DISPOSAL INC SKIP HIRE,11560784,45061,927.67
Rotherham Metropolitan Borough Council,Regeneration & Environment,KCM WASTE MANAGEMENT LTD,WASTE DISPOSAL INC SKIP HIRE,11560785,45072,34.75
Rotherham Metropolitan Borough Council,Regeneration & Environment,KCM WASTE MANAGEMENT LTD,WASTE DISPOSAL INC SKIP HIRE,11560786,45061,341.05
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,NATIONAL YOUTH ADVOCACY SERVICE,SUPPORTING PEOPLE - MEDIATION,11560790,45062,270
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,NATIONAL YOUTH ADVOCACY SERVICE,SUPPORTING PEOPLE - MEDIATION,11560791,45062,270
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,NATIONAL YOUTH ADVOCACY SERVICE,SUPPORTING PEOPLE - MEDIATION,11560792,45062,270
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,NATIONAL YOUTH ADVOCACY SERVICE,SUPPORTING PEOPLE - MEDIATION,11560793,45062,270
Rotherham Metropolitan Borough Council,Finance & Customer Services,TOTAL ID LIMITED,PRINTING EQUIPMENT AND ACCESSO,11560795,45063,918.55
Rotherham Metropolitan Borough Council,Regeneration & Environment,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560797,45068,34
Rotherham Metropolitan Borough Council,Regeneration & Environment,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560798,45068,31
Rotherham Metropolitan Borough Council,Regeneration & Environment,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560799,45069,37
Rotherham Metropolitan Borough Council,Regeneration & Environment,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560800,45069,43
Rotherham Metropolitan Borough Council,Regeneration & Environment,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560801,45069,34
Rotherham Metropolitan Borough Council,Regeneration & Environment,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560802,45069,34
Rotherham Metropolitan Borough Council,Regeneration & Environment,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560803,45069,34
Rotherham Metropolitan Borough Council,Regeneration & Environment,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560804,45069,50
Rotherham Metropolitan Borough Council,Regeneration & Environment,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560805,45069,34
Rotherham Metropolitan Borough Council,Adult Care & Housing,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560806,45068,43
Rotherham Metropolitan Borough Council,Regeneration & Environment,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560807,45069,43
Rotherham Metropolitan Borough Council,Regeneration & Environment,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560808,45069,34
Rotherham Metropolitan Borough Council,Adult Care & Housing,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560809,45068,43
Rotherham Metropolitan Borough Council,Adult Care & Housing,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560810,45068,43
Rotherham Metropolitan Borough Council,Adult Care & Housing,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560811,45068,43
Rotherham Metropolitan Borough Council,Adult Care & Housing,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560812,45069,43
Rotherham Metropolitan Borough Council,Adult Care & Housing,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560813,45069,43
Rotherham Metropolitan Borough Council,Adult Care & Housing,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560814,45069,43
Rotherham Metropolitan Borough Council,Adult Care & Housing,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560815,45069,43
Rotherham Metropolitan Borough Council,Adult Care & Housing,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560816,45069,43
Rotherham Metropolitan Borough Council,Adult Care & Housing,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560817,45068,43
Rotherham Metropolitan Borough Council,Adult Care & Housing,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560818,45069,43
Rotherham Metropolitan Borough Council,Adult Care & Housing,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560819,45069,43
Rotherham Metropolitan Borough Council,Adult Care & Housing,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560820,45068,43
Rotherham Metropolitan Borough Council,Adult Care & Housing,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560821,45069,43
Rotherham Metropolitan Borough Council,Adult Care & Housing,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560822,45069,35
Rotherham Metropolitan Borough Council,Adult Care & Housing,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560823,45068,43
Rotherham Metropolitan Borough Council,Adult Care & Housing,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560824,45069,43
Rotherham Metropolitan Borough Council,Adult Care & Housing,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560825,45069,43
Rotherham Metropolitan Borough Council,Adult Care & Housing,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560826,45069,43
Rotherham Metropolitan Borough Council,Adult Care & Housing,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560827,45069,43
Rotherham Metropolitan Borough Council,Adult Care & Housing,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560828,45069,43
Rotherham Metropolitan Borough Council,Adult Care & Housing,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560829,45068,43
Rotherham Metropolitan Borough Council,Regeneration & Environment,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560830,45068,28
Rotherham Metropolitan Borough Council,Regeneration & Environment,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560831,45068,31
Rotherham Metropolitan Borough Council,Regeneration & Environment,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560832,45068,35
Rotherham Metropolitan Borough Council,Regeneration & Environment,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560834,45068,62
Rotherham Metropolitan Borough Council,Regeneration & Environment,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560835,45069,62
Rotherham Metropolitan Borough Council,Adult Care & Housing,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560836,45068,35
Rotherham Metropolitan Borough Council,Regeneration & Environment,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560837,45069,31
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560838,45069,56
Rotherham Metropolitan Borough Council,Regeneration & Environment,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560839,45069,35
Rotherham Metropolitan Borough Council,Regeneration & Environment,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560840,45072,83
Rotherham Metropolitan Borough Council,Regeneration & Environment,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560841,45069,43
Rotherham Metropolitan Borough Council,Adult Care & Housing,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560842,45068,35
Rotherham Metropolitan Borough Council,Adult Care & Housing,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560843,45068,43
Rotherham Metropolitan Borough Council,Regeneration & Environment,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560845,45072,378
Rotherham Metropolitan Borough Council,Regeneration & Environment,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560846,45072,145
Rotherham Metropolitan Borough Council,Regeneration & Environment,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560847,45072,145
Rotherham Metropolitan Borough Council,Regeneration & Environment,HSL COMPLIANCE LTD,REPAIR AND MAINTENANCE,11560849,45072,617
Rotherham Metropolitan Borough Council,Adult Care & Housing,DORO CARE (UK) LTD,TECHNOLOGY,11560851,45061,4800
Rotherham Metropolitan Borough Council,Regeneration & Environment,DIRECT TRAFFIC MANAGEMENT LTD,ROAD MARKINGS AND TRAFFIC MANAGEMENT,11560852,45079,538.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,PROVIDENCE MAINTENANCE & ELECTRICAL,REPAIR AND MAINTENANCE,11560853,45063,6676
Rotherham Metropolitan Borough Council,Regeneration & Environment,KCM WASTE MANAGEMENT LTD,WASTE DISPOSAL INC SKIP HIRE,11560855,45072,148.32
Rotherham Metropolitan Borough Council,Regeneration & Environment,KCM WASTE MANAGEMENT LTD,WASTE DISPOSAL INC SKIP HIRE,11560856,45072,301.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,KCM WASTE MANAGEMENT LTD,WASTE DISPOSAL INC SKIP HIRE,11560857,45072,226.44
Rotherham Metropolitan Borough Council,Regeneration & Environment,KCM WASTE MANAGEMENT LTD,WASTE DISPOSAL INC SKIP HIRE,11560858,45072,226.44
Rotherham Metropolitan Borough Council,Adult Care & Housing,KCM WASTE MANAGEMENT LTD,WASTE DISPOSAL INC SKIP HIRE,11560861,45064,35.69
Rotherham Metropolitan Borough Council,Regeneration & Environment,KCM WASTE MANAGEMENT LTD,WASTE DISPOSAL INC SKIP HIRE,11560862,45063,303.1
Rotherham Metropolitan Borough Council,Adult Care & Housing,KCM WASTE MANAGEMENT LTD,WASTE DISPOSAL INC SKIP HIRE,11560863,45062,718.25
Rotherham Metropolitan Borough Council,Regeneration & Environment,KCM WASTE MANAGEMENT LTD,WASTE DISPOSAL INC SKIP HIRE,11560864,45072,22.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,KCM WASTE MANAGEMENT LTD,WASTE DISPOSAL INC SKIP HIRE,11560865,45061,1327.87
Rotherham Metropolitan Borough Council,Regeneration & Environment,KCM WASTE MANAGEMENT LTD,WASTE DISPOSAL INC SKIP HIRE,11560866,45061,729.31
Rotherham Metropolitan Borough Council,Regeneration & Environment,CHIPPINDALE PLANT LTD,PLANT HIRE,11560867,45064,282
Rotherham Metropolitan Borough Council,Regeneration & Environment,NETWORK RAIL INFRASTRUCTURE LTD,TRANSPORT OPERATIONS AND LOGISTICS,11560872,45057,47154.23
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,LINX PRE-SCHOOL,EDUCATIONAL DAY NURSERY,11560892,45057,828
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,LINX PRE-SCHOOL,EDUCATIONAL DAY NURSERY,11560894,45057,828
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,FENWOOD HOUSE LTD,EDUCATIONAL DAY NURSERY,11560895,45057,828
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,WONDER YEARS INSPIRATIONAL DAY CARE,EDUCATIONAL DAY NURSERY,11560896,45057,828
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,KIDDIWINKS DAY NURSERY,EDUCATIONAL DAY NURSERY,11560897,45057,828
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,KIDDIWINKS DAY NURSERY,EDUCATIONAL DAY NURSERY,11560898,45057,828
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,FENWOOD HOUSE LTD,EDUCATIONAL DAY NURSERY,11560904,45057,828
Rotherham Metropolitan Borough Council,Finance & Customer Services,CIVICA UK LIMITED,TECHNOLOGY,11560908,45063,7400
Rotherham Metropolitan Borough Council,Regeneration & Environment,RICARDO-AEA LTD,TECHNOLOGY,11560909,45065,3653
Rotherham Metropolitan Borough Council,Adult Care & Housing,SOUTH YORKSHIRE MAYORAL,FUNDING CONTRIBUTIONS OR GRANT,11560910,45062,6833.52
Rotherham Metropolitan Borough Council,Regeneration & Environment,JUNCTION 1 TRUCK & COACH WASH LTD,VEHICLE RECOVERY MAINTENANCE REPAIR,11560911,45071,790.83
Rotherham Metropolitan Borough Council,Regeneration & Environment,AECOM INFRASTRUCTURE & ENVIRONMENT UK,CONSULTANCY,11560912,45082,509.13
Rotherham Metropolitan Borough Council,Regeneration & Environment,AECOM INFRASTRUCTURE & ENVIRONMENT UK,CONSULTANCY,11560913,45082,459.74
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F BLAKEMORE AND SON LTD,FOOD AND DRINK,11560914,45062,79.66
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F BLAKEMORE AND SON LTD,FOOD AND DRINK,11560915,45062,171.3
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F BLAKEMORE AND SON LTD,FOOD AND DRINK,11560916,45062,169.89
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F BLAKEMORE AND SON LTD,FOOD AND DRINK,11560917,45062,19.72
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F BLAKEMORE AND SON LTD,FOOD AND DRINK,11560918,45062,262.37
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F BLAKEMORE AND SON LTD,FOOD AND DRINK,11560919,45062,277.74
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F BLAKEMORE AND SON LTD,FOOD AND DRINK,11560920,45062,55.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,INDUSTRIAL DOOR SOLUTIONS LIMITED,REPAIR AND MAINTENANCE,11560925,45076,1320
Rotherham Metropolitan Borough Council,Regeneration & Environment,INDUSTRIAL DOOR SOLUTIONS LIMITED,REPAIR AND MAINTENANCE,11560926,45076,153.55
Rotherham Metropolitan Borough Council,Regeneration & Environment,SUREGRP LTD (F),RE-INSTATEMENT MATERIALS,11560928,45057,4055
Rotherham Metropolitan Borough Council,Regeneration & Environment,INDUSTRIAL DOOR SOLUTIONS LIMITED,REPAIR AND MAINTENANCE,11560929,45076,150
Rotherham Metropolitan Borough Council,Adult Care & Housing,ARDEN WINCH & CO LTD,PPE TOOLS AND JANITORIAL SUPPLIES,11560931,45064,1047.2
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,REED SPECIALIST RECRUITMENT LTD,AGENCY STAFF SERVICES,11560934,45061,6875
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F BLAKEMORE AND SON LTD,FOOD AND DRINK,11560935,45062,-11.01
Rotherham Metropolitan Borough Council,Central Services,INSIGHT DIRECT (UK) LTD,TECHNOLOGY,11560936,45061,325.3
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,REDACTED,RESPITE CARE SERVICES,11560937,45061,246
Rotherham Metropolitan Borough Council,Regeneration & Environment,INSIGHT DIRECT (UK) LTD,TECHNOLOGY,11560939,45062,204.59
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,REDACTED,RESPITE CARE SERVICES,11560940,45061,1229.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,INSIGHT DIRECT (UK) LTD,TECHNOLOGY,11560942,45061,119.96
Rotherham Metropolitan Borough Council,Adult Care & Housing,HOPWELLS LTD,FOOD AND DRINK,11560944,45061,69.15
Rotherham Metropolitan Borough Council,Adult Care & Housing,WEIGHTMANS LLP,LEGAL SERVICES,11560945,45061,379.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,CARLSBERG UK LTD,FOOD AND DRINK,11560946,45063,844.5
Rotherham Metropolitan Borough Council,Adult Care & Housing,PRECISION RESOURCE GROUP LTD,AGENCY STAFF SERVICES,11560947,45062,5060
Rotherham Metropolitan Borough Council,Adult Care & Housing,WEIGHTMANS LLP,LEGAL SERVICES,11560951,45061,2010
Rotherham Metropolitan Borough Council,Regeneration & Environment,J W YOUNG (BUTCHERS) LTD,FOOD AND DRINK,11560956,45061,165.91
Rotherham Metropolitan Borough Council,Adult Care & Housing,J W YOUNG (BUTCHERS) LTD,FOOD AND DRINK,11560957,45061,255.21
Rotherham Metropolitan Borough Council,Adult Care & Housing,MET GEO ENVIRONMENTAL,CONSULTANCY,11560959,45082,1390
Rotherham Metropolitan Borough Council,Regeneration & Environment,3SE (BDR) LIMITED,WASTE DISPOSAL INC SKIP HIRE,11560960,45058,2308615.92
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560969,45061,559.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560970,45061,200.46
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560971,45061,834.34
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560972,45061,645.44
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560973,45061,704.48
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560974,45061,668.21
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560975,45061,400.92
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560976,45061,668.21
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560977,45061,447.84
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560978,45061,842.78
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560979,45061,674.13
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560980,45061,674.13
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560981,45061,559.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560982,45061,674.13
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560983,45061,668.21
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560984,45061,674.13
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560985,45061,674.13
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560986,45061,668.21
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560987,45061,671.76
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560988,45061,674.13
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560989,45061,668.21
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560990,45061,668.53
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560991,45061,668.53
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560992,45061,671.76
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560993,45061,2122.7
Rotherham Metropolitan Borough Council,Finance & Customer Services,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560994,45061,1925.43
Rotherham Metropolitan Borough Council,Regeneration & Environment,MATRIX SCM LTD,AGENCY STAFF SERVICES,11560995,45061,2122.69
