BODY,EXPENSE AREA,NAME,EXPENSE TYPE,REFERENCE,DATE,AMOUNT
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690798,45181,838
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690799,45181,627
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690800,45181,1276
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690801,45181,680
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690803,45181,45.5
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690803,45181,1457.23
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690804,45181,298.06
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690804,45181,457.72
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690805,45181,356
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690806,45181,30
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690806,45181,848
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690810,45181,1242
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Independent Sector Homecare,11690811,45181,133.4
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Independent Sector Homecare,11690811,45181,496
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690812,45181,773.74
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690813,45181,136
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690813,45181,584
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690814,45181,712
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690815,45181,580
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690816,45181,1692
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690818,45181,430
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690826,45181,744
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690827,45181,768
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690828,45181,920
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690829,45181,826
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690830,45181,604
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690844,45181,712
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690845,45181,559
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690875,45181,1036.07
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690884,45181,886.88
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690913,45181,652.3
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690914,45181,770.93
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690927,45181,288.77
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690934,45181,517.2
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690974,45181,416.1
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690974,45181,342.2
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690978,45181,508
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690987,45181,643.2
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11690988,45181,752.4
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11691007,45181,541.2
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11691035,45181,587.83
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11691044,45181,552.57
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11691047,45181,517.2
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11691058,45181,643.16
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11691059,45181,608.1
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11691061,45181,575.2
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11691067,45181,535
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11691079,45181,734.3
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11691084,45181,662
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11691103,45181,372
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11691151,45181,700.3
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11691152,45181,450.38
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11691167,45181,1249.14
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Supporting People - Foster Care,11691201,45181,917.4
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Acorn Care & Education Ltd,Supporting Minorities & Communities,11691222,45181,20328.76
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Acorn Fostering Services Limited,Supporting People - Foster Care,11691223,45181,6160
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Action For Children,Supporting Minorities & Communities,11691224,45181,8514.72
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Arnfield Care Ltd,Supporting People - Independent Sector Residential,11691225,45181,36463.87
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Aspris Childrens Services Ltd,Supporting Minorities & Communities,11691226,45181,15448
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Banya Family Placement Agency Ltd,Supporting People - Foster Care,11691227,45181,6860
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Barnardos,Supporting Minorities & Communities,11691228,45181,8595.4
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Bdt Care Solutions Ltd,Supporting People - Childcare Fees,11691229,45181,52345.92
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Bedspace Resource Ltd,Supporting People - Housing,11691230,45181,2364
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Blue Mountain Homes Ltd,Supporting Minorities & Communities,11691231,45181,21352
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,By The Bridge North West Ltd,Supporting People - Foster Care,11691232,45181,35783.2
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Cambian Childcare Limited,Supporting People - Foster Care,11691233,45181,14859.49
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Capstone Foster Care (North) Ltd,Supporting People - Foster Care,11691234,45181,40741.8
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Care 4 Every Child Limited,Supporting People - Independent Sector Residential,11691235,45181,19980
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Child Action Northwest,Supporting People - Foster Care,11691236,45181,6808.92
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Compass Fostering North Ltd,Supporting People - Foster Care,11691237,45181,13393.77
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Crystal Care Solutions Ltd (F),Supporting People - Learning Disabilities,11691238,45181,25096
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Dove Adolescent Services Ltd,Supporting Minorities & Communities,11691239,45181,19418.84
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Dragonfly Childrens Services Ltd,Supporting People - Mental Health,11691240,45181,20138.42
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Dreamss,Supporting People - Housing,11691241,45181,47873.01
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Emma House Ltd,Supporting People - Independent Sector Residential,11691242,45181,5249.64
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Esland North Ltd,Supporting People - Independent Sector Residential,11691243,45181,25000
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Five Rivers Child Care Ltd,Supporting People - Foster Care,11691244,45181,27600
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Five Rivers Child Care Ltd,Supporting People - Foster Care,11691245,45181,47822.32
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Flexi First Class Care Ltd,Supporting People - Independent Sector Residential,11691246,45181,11036.97
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Flourish Childrens Services Ltd,Supporting People - Independent Sector Residential,11691247,45181,46800
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Foster Care Associates Limited,Supporting People - Foster Care,11691248,45181,118588.53
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Foster Care Link Ltd,Supporting People - Foster Care,11691249,45181,3279.92
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Fostering People Ltd,Supporting People - Foster Care,11691250,45181,112572.62
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Fosterplus Ltd,Supporting People - Foster Care,11691251,45181,10544.28
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Future19,Supporting People - Housing,11691252,45181,85044.85
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Gba Care Ltd,Public Health & Care Services,11691253,45181,18200
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Happy Group Ltd,Supporting People - Foster Care,11691254,45181,17628
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,In Safe Hands Ltd,Supporting People - Independent Sector Residential,11691255,45181,16000
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Keys Pce Ltd,Supporting People - Learning Disabilities,11691256,45181,36037.77
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Limitless Homes & Support Ltd,Supporting People - Independent Sector Residential,11691257,45181,10584.82
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,M&Mp Housing Ltd,Supporting People - Housing,11691258,45181,9980.03
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,National Care Team,Supporting People - Independent Sector Residential,11691259,45181,39200
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,National Fostering Agency,Supporting People - Foster Care,11691260,45181,75718.16
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Next Step Care Management Ltd,Supporting People - Independent Sector Residential,11691261,45181,4659.28
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Noms With National Probation,Supporting People - Independent Sector Residential,11691262,45181,7000
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Northern Community Pathways Ltd,Supporting People - Leaving Care,11691263,45181,3348.21
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Orange Grove Fostercare Ltd,Supporting People - Foster Care,11691264,45181,28831.78
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Parallel Parents Limited,Supporting People - Foster Care,11691265,45181,26340.36
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Pebbles Care Ltd,Supporting People - Independent Sector Residential,11691266,45181,17401.2
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Pipas House Ltd,Supporting People - Leaving Care,11691267,45181,18575.14
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Principle Support Ltd,Supporting People - Independent Sector Residential,11691268,45181,40880.44
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Proactive Intervention Care Ltd,Supporting People - Independent Sector Residential,11691269,45181,55720
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Progressive Care Ltd,Supporting People - Independent Sector Residential,11691270,45181,20228.57
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Progressive Care Ltd,Supporting People - Independent Sector Residential,11691271,45181,6394.64
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Rainbows Corner Limited,Supporting People - Independent Sector Residential,11691272,45181,91012.28
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Reflexion Care Group Limited,Supporting People - Independent Sector Residential,11691273,45181,22200
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Roundabout Ltd,Supporting People - Housing,11691274,45181,822.86
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Roundabout Ltd,Supporting People - Housing,11691274,45181,52851.48
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Rush House Project Ltd,Supporting Minorities & Communities,11691275,45181,1114.29
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Rush House Project Ltd,Supporting Minorities & Communities,11691276,45181,6103.03
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Safe Base Fostering Ltd (F),Supporting People - Foster Care,11691277,45181,48262.96
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Safe Haven Adolescent Care Group Ltd,Supporting People - Independent Sector Residential,11691278,45181,25828.58
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Sheffield City Council,Local Authority Spend,11691279,45181,49545.16
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Swiis Foster Care Ltd,Supporting People - Foster Care,11691280,45181,37972.94
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Tact,Supporting People - Foster Care,11691281,45181,10743.8
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Team Fostering Ltd,Supporting People - Foster Care,11691282,45181,316.5
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Team Fostering Ltd,Supporting People - Foster Care,11691283,45181,48825.15
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,The Caldecott Foundation,Supporting People - Independent Sector Residential,11691284,45181,15100
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,The Childrens Family Trust,Supporting People - Foster Care,11691285,45181,5833.88
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,The Foster Care Charity,Supporting People - Foster Care,11691286,45181,41734.14
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Three Circles Fostering Ltd,Supporting People - Foster Care,11691287,45181,7593.88
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Timeout Childrens Homes Ltd,Supporting People - Independent Sector Residential,11691288,45181,35357.14
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Treehouse Care Fostering Solutions Ltd,Supporting People - Foster Care,11691289,45181,37355.06
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Twenty Four Seven Hsa For Young People,Supporting People - Childcare Fees,11691290,45181,15778.58
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Unity Fostercare Ltd,Supporting People - Foster Care,11691291,45181,11753.28
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Virtue Health Services Ltd,Supporting People - Independent Sector Residential,11691292,45181,14867.44
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Vision Consortium Services Limited,Supporting People - Independent Sector Residential,11691293,45181,65692
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Young People,Supporting People - Foster Care,11691294,45181,6010.88
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Ywca Yorkshire,Supporting Minorities & Communities,11691295,45181,1193.36
Rotherham Metropolitan Borough Council,Regeneration & Environment,Sharrock Ltd,Landscaping,11692306,45187,95.85
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Sanderson Building Services Ltd,New Build & Major Refurb Trades,11692307,45182,11603.5
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Sanderson Building Services Ltd,New Build & Major Refurb Trades,11692308,45182,11645.16
Rotherham Metropolitan Borough Council,Regeneration & Environment,Henry Boot Construction Ltd,New Build & Major Refurb Trades,11692309,45182,73806.16
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Mears Ltd,Repair And Maintenance,11692311,45182,3053.09
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Mears Ltd,Repair And Maintenance,11692311,45182,4070.78
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Mears Ltd,Repair And Maintenance,11692311,45182,101769.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,Cemex Uk Operations Ltd,Re-Instatement Materials,11692312,45183,224.58
Rotherham Metropolitan Borough Council,Regeneration & Environment,Gr Taxis,Taxi Mini Bus Coach Operations,11692313,45190,968.7
Rotherham Metropolitan Borough Council,Regeneration & Environment,Gr Taxis,Taxi Mini Bus Coach Operations,11692313,45190,34.5
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Gr Taxis,Taxi Mini Bus Coach Operations,11692314,45190,1044
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Mould Doctor Ltd,Repair And Maintenance,11692315,45182,423.5
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Nursery Rhymes Day Nursery,Supporting People - Childcare Fees,11692319,45182,285
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Nursery Rhymes Day Nursery,Supporting People - Childcare Fees,11692320,45182,285
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692321,45182,-559.37
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692322,45182,-559.37
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692323,45182,-559.37
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692333,45182,-596.21
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692334,45182,-559.37
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692335,45182,-574.15
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692336,45182,-112.58
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Dr Catriona Murray,Comprehensive Health Services,11692337,45182,1685.7
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692338,45182,-582.87
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692339,45182,-448.76
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692340,45182,-553.48
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Nursery Rhymes Day Nursery,Supporting People - Childcare Fees,11692341,45182,228
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692342,45182,-553.48
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692343,45182,-549.91
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692344,45182,-442.86
Rotherham Metropolitan Borough Council,Regeneration & Environment,Sure Maintenance Ltd,Repair And Maintenance,11692345,45189,144
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692346,45182,-442.86
Rotherham Metropolitan Borough Council,Regeneration & Environment,Sure Maintenance Ltd,Repair And Maintenance,11692347,45189,115
Rotherham Metropolitan Borough Council,Regeneration & Environment,Sure Maintenance Ltd,Repair And Maintenance,11692348,45189,370
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692349,45182,-655.96
Rotherham Metropolitan Borough Council,Regeneration & Environment,Sure Maintenance Ltd,Repair And Maintenance,11692350,45189,105
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692351,45182,-553.48
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692352,45182,-601.16
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,New Forward Care Limited,Supporting People - Learning Disabilities,11692353,45182,803.52
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692354,45182,-442.86
Rotherham Metropolitan Borough Council,Regeneration & Environment,Sure Maintenance Ltd,Repair And Maintenance,11692355,45189,90
Rotherham Metropolitan Borough Council,Regeneration & Environment,Sure Maintenance Ltd,Repair And Maintenance,11692356,45189,115
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692357,45182,-553.48
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692360,45182,-553.48
Rotherham Metropolitan Borough Council,Regeneration & Environment,Avani Films Ltd,Sporting Entertainment & Culture,11692362,45182,600
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692364,45182,-442.86
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692365,45182,-102.34
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692366,45182,-511.7
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692367,45182,-103.09
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692369,45182,-515.45
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692370,45182,-515.45
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692371,45182,-206.18
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Pyramid Linoleum & Carpet Company,Furnishing And Furbishing,11692372,45183,859.61
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692374,45182,-618.54
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692375,45182,-515.45
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692376,45182,-515.45
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692377,45182,-407.79
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692378,45182,-206.18
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692379,45182,-103.09
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692380,45182,-618.54
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692381,45182,-412.36
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692382,45182,-515.45
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692383,45182,-515.45
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692384,45182,-515.45
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692385,45182,-515.45
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692386,45182,-515.45
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692387,45182,-515.45
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692388,45182,-309.27
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692391,45182,-510.88
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692393,45182,-506.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692396,45182,-405.44
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692397,45182,-502.15
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692400,45182,-506.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692401,45182,-405.44
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692402,45182,-632.84
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692406,45182,-399.98
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Matrix Scm Ltd,Agency Staff Services,11692412,45182,257.22
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Matrix Scm Ltd,Agency Staff Services,11692417,45182,270.27
Rotherham Metropolitan Borough Council,Regeneration & Environment,Sure Maintenance Ltd,Repair And Maintenance,11692418,45183,-390
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Matrix Scm Ltd,Agency Staff Services,11692421,45182,251.56
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Matrix Scm Ltd,Agency Staff Services,11692424,45182,276.8
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Matrix Scm Ltd,Agency Staff Services,11692429,45182,257.81
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Matrix Scm Ltd,Agency Staff Services,11692431,45182,258.89
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Matrix Scm Ltd,Agency Staff Services,11692433,45182,260.51
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Matrix Scm Ltd,Agency Staff Services,11692434,45182,270.3
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Mears Ltd,Repair And Maintenance,11692435,45182,551.82
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Mears Ltd,Repair And Maintenance,11692435,45182,735.76
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Mears Ltd,Repair And Maintenance,11692435,45182,18393.99
Rotherham Metropolitan Borough Council,Regeneration & Environment,Carl Ngo,Sporting Entertainment & Culture,11692436,45191,800
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Matrix Scm Ltd,Agency Staff Services,11692437,45182,264.1
Rotherham Metropolitan Borough Council,Regeneration & Environment,Markmark Productions,Sporting Entertainment & Culture,11692438,45183,2200
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Matrix Scm Ltd,Agency Staff Services,11692440,45182,312.54
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Matrix Scm Ltd,Agency Staff Services,11692441,45182,230.22
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Matrix Scm Ltd,Agency Staff Services,11692443,45182,264.22
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Nursery Rhymes Day Nursery,Supporting People - Childcare Fees,11692444,45182,171
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Matrix Scm Ltd,Agency Staff Services,11692445,45182,149.61
Rotherham Metropolitan Borough Council,Regeneration & Environment,Matrix Scm Ltd,Agency Staff Services,11692446,45182,115.54
Rotherham Metropolitan Borough Council,Regeneration & Environment,Batleys Foodservice,Food And Drink,11692447,45197,212.4
