BODY,EXPENSE AREA,SUPPLIER,EXPENSE TYPE,REFERENCE,DATE,AMOUNT
Rotherham Metropolitan Borough Council,Regeneration & Environment,Findlays Electrical Ltd,Repair And Maintenance,11398685,45216,486
Rotherham Metropolitan Borough Council,Regeneration & Environment,Bibliotheca Ltd,Technology,11426343,45204,1035
Rotherham Metropolitan Borough Council,Regeneration & Environment,Bibliotheca Ltd,Technology,11426343,45204,10675
Rotherham Metropolitan Borough Council,Regeneration & Environment,Dfp Services Ltd,Repair And Maintenance,11504744,45212,74
Rotherham Metropolitan Borough Council,Central Services,Danvm Drainage Commissioners,Supporting Minorities & Communities,11534801,45230,2102
Rotherham Metropolitan Borough Council,Central Services,South Yorkshire Mayoral,Levy Charges Or Fees,11534849,45217,865344.53
Rotherham Metropolitan Borough Council,Central Services,South Yorkshire Pensions,Levy Charges Or Fees,11535633,45216,5203
Rotherham Metropolitan Borough Council,Assistant Chief Executive,Sutcliffe Play Limited,Landscaping,11553578,45208,2208.96
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Respite Care Services,11562402,45222,840.5
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Brantwood Specialist School,Specialized Educational Servic,11572807,45224,33507.48
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Brantwood Specialist School,Specialized Educational Servic,11572813,45224,34045.43
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11579284,45210,132.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,Arrow Commercial Centre Huddersfield Ltd,Fleet Hire And Purchase Financing,11581587,45232,-171.36
Rotherham Metropolitan Borough Council,Regeneration & Environment,Arrow Commercial Centre Huddersfield Ltd,Fleet Hire And Purchase Financing,11581587,45232,38.52
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Rotherham Nhs Foundation Trust,Public Health & Care Services,11593444,45205,241.72
Rotherham Metropolitan Borough Council,Regeneration & Environment,Bevan Brittan,Legal Services,11598446,45210,3849.23
Rotherham Metropolitan Borough Council,Finance & Customer Services,Pitney Bowes Ltd,Technology,11599810,45233,-20
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Doncaster Deaf Trust,Supporting People - Learning Disabilities,11601587,45212,1106.67
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Doncaster Deaf Trust,Supporting People - Learning Disabilities,11601591,45212,1054
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Doncaster Deaf Trust,Supporting People - Learning Disabilities,11601593,45212,720.67
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Doncaster Deaf Trust,Supporting People - Learning Disabilities,11601595,45212,891
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Doncaster Deaf Trust,Supporting People - Learning Disabilities,11601599,45212,546.66
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Doncaster Deaf Trust,Supporting People - Learning Disabilities,11601601,45212,646.33
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Doncaster Deaf Trust,Supporting People - Learning Disabilities,11601603,45212,646.33
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Doncaster Deaf Trust,Supporting People - Learning Disabilities,11601605,45212,1084.66
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Doncaster Deaf Trust,Supporting People - Learning Disabilities,11601608,45212,993
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Respite Care Services,11606103,45222,820
Rotherham Metropolitan Borough Council,Regeneration & Environment,Brytone Ltd,Catering Equipment,11628122,45216,152
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Dfp Services Ltd,Repair And Maintenance,11638684,45212,200
Rotherham Metropolitan Borough Council,Regeneration & Environment,Sanderson Building Services Ltd,New Build & Major Refurb Trades,11640687,45216,2200
Rotherham Metropolitan Borough Council,Regeneration & Environment,Signs Express Ltd,General Signage,11642754,45204,103.8
Rotherham Metropolitan Borough Council,Finance & Customer Services,National World Publishing Ltd,Advertising Services,11647384,45216,939.76
Rotherham Metropolitan Borough Council,Regeneration & Environment,Harsco Metals Group Ltd,Re-Instatement Materials,11651074,45232,8125.7
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11651460,45210,132.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,Dfp Services Ltd,Fire Alarm Maintenance Or Monitoring,11651564,45212,150
Rotherham Metropolitan Borough Council,Regeneration & Environment,Dfp Services Ltd,Cctv Or Alarm Installation And Maintenance,11653576,45215,250
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Brantwood Specialist School,Specialized Educational Servic,11657963,45224,33507.48
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Brantwood Specialist School,Specialized Educational Servic,11657967,45224,34045.43
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Rotherham Parents Forum Ltd,Supporting People - Foster Care,11657993,45208,6250
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Respite Care Services,11658415,45222,456
Rotherham Metropolitan Borough Council,Regeneration & Environment,Marston (Holdings) Limited,Bailiff Services,11659011,45229,435
Rotherham Metropolitan Borough Council,Central Services,Insight Direct (Uk) Ltd,Technology,11659710,45212,1563.04
Rotherham Metropolitan Borough Council,Central Services,Insight Direct (Uk) Ltd,Technology,11659717,45212,34386.88
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Fosse Surveying Ltd,Surveyors Architects & Auctions,11659750,45223,1190
Rotherham Metropolitan Borough Council,Regeneration & Environment,Timberplay Ltd,Landscaping,11664691,45215,6093.9
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Peart Access Ramps Ltd,New Build & Major Refurb Trades,11665540,45222,6699
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11668365,45230,1052.18
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11668365,45230,-236.53
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Respite Care Services,11668425,45222,907
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Rotherham Community Transport Ltd,Taxi Mini Bus Coach Operations,11669230,45226,95
Rotherham Metropolitan Borough Council,Finance & Customer Services,Lance Dodgson,Legal Services,11669244,45212,350
Rotherham Metropolitan Borough Council,Finance & Customer Services,Lance Dodgson,Legal Services,11669258,45212,500
Rotherham Metropolitan Borough Council,Finance & Customer Services,Advanced Business Software And Solutions,Technology,11669662,45225,146795.16
Rotherham Metropolitan Borough Council,Finance & Customer Services,Advanced Business Software And Solutions,Technology,11669665,45204,-12375
Rotherham Metropolitan Borough Council,Finance & Customer Services,Advanced Business Software And Solutions,Technology,11669666,45204,-12375
Rotherham Metropolitan Borough Council,Regeneration & Environment,Dfp Services Ltd,Door Entry System Installation,11669968,45212,150
Rotherham Metropolitan Borough Council,Regeneration & Environment,Dfp Services Ltd,Cctv Or Alarm Installation And Maintenance,11670737,45212,388.51
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Anglian Water Business (National),Water Services,11670879,45215,63.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670880,45215,60.86
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670881,45215,33.32
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670882,45215,2815.23
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670883,45215,477.22
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670884,45215,8.03
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670885,45215,856.05
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670886,45215,-98.14
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670887,45215,6.65
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Anglian Water Business (National),Water Services,11670888,45215,33.31
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670889,45215,-4878.01
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670890,45215,553.98
Rotherham Metropolitan Borough Council,Central Services,Anglian Water Business (National),Water Services,11670891,45215,841.73
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670892,45215,95.02
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670893,45215,1880.32
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670894,45215,182.46
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670895,45215,557.63
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670896,45215,-411.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670897,45215,832.33
Rotherham Metropolitan Borough Council,Central Services,Anglian Water Business (National),Water Services,11670898,45215,245.13
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Anglian Water Business (National),Water Services,11670899,45215,97.23
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670900,45215,621.56
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670901,45215,11.03
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670902,45215,-1280.87
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670903,45215,491.78
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670904,45215,4932.71
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670905,45215,362.22
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670906,45215,426.25
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670907,45215,-543.96
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670908,45215,359.16
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670909,45215,122.09
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670910,45215,802.66
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670911,45215,-30969.41
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670912,45215,910.45
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670913,45215,-642.66
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670914,45215,72.37
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670915,45215,-116.07
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670916,45215,197.13
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670917,45215,7.14
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670918,45215,46.27
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670919,45215,150.49
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670920,45215,76.39
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670921,45215,-584.59
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Anglian Water Business (National),Water Services,11670922,45215,27.55
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670923,45215,-3.54
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670924,45215,4.99
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670925,45215,24.01
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670926,45215,-947.57
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670927,45215,36.86
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670928,45215,-76.77
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670929,45215,-21.31
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Anglian Water Business (National),Water Services,11670930,45215,-62.57
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670931,45215,-340.88
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Anglian Water Business (National),Water Services,11670932,45215,56.05
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670933,45215,129.67
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670934,45215,141.4
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Anglian Water Business (National),Water Services,11670935,45215,27.08
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670936,45215,376.53
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Anglian Water Business (National),Water Services,11670937,45215,508.32
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670938,45215,53.36
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670939,45215,323.39
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670940,45215,-400.11
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670941,45215,122.08
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670942,45215,-9.21
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670943,45215,-163.38
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Anglian Water Business (National),Water Services,11670944,45215,28.36
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670945,45215,110.73
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Anglian Water Business (National),Water Services,11670946,45215,-676.93
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670947,45215,892.7
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670948,45215,46.27
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670949,45215,742.3
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Anglian Water Business (National),Water Services,11670950,45215,-84.65
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Anglian Water Business (National),Water Services,11670951,45215,-97.43
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Anglian Water Business (National),Water Services,11670952,45215,-172.66
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Anglian Water Business (National),Water Services,11670953,45215,-1010.75
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Anglian Water Business (National),Water Services,11670954,45215,12.01
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670955,45215,75.93
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670956,45215,60.46
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Anglian Water Business (National),Water Services,11670957,45215,-1907.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670958,45215,103.08
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670959,45215,24.95
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670960,45215,136.41
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670961,45215,322.31
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670962,45215,337.47
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670963,45215,348.12
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670964,45215,50.75
Rotherham Metropolitan Borough Council,Central Services,Anglian Water Business (National),Water Services,11670965,45215,213.17
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670966,45215,25.34
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670967,45215,-4850.45
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670968,45215,39.54
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670969,45215,19.12
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Anglian Water Business (National),Water Services,11670970,45215,-923.89
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670971,45215,-2.21
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Anglian Water Business (National),Water Services,11670972,45215,-312.51
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670973,45215,-11.64
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Anglian Water Business (National),Water Services,11670974,45215,-457.63
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Anglian Water Business (National),Water Services,11670975,45215,43.97
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Anglian Water Business (National),Water Services,11670976,45215,9.71
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Anglian Water Business (National),Water Services,11670977,45215,6.25
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Anglian Water Business (National),Water Services,11670978,45215,12.01
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670979,45215,-23.03
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670980,45215,76.32
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Anglian Water Business (National),Water Services,11670981,45215,-93.44
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670982,45215,22.64
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Anglian Water Business (National),Water Services,11670983,45215,29.78
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670984,45215,-23.01
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Anglian Water Business (National),Water Services,11670985,45215,279.35
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670986,45215,91.68
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670987,45215,-528.35
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670988,45215,1056.67
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Anglian Water Business (National),Water Services,11670989,45215,9.35
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670990,45215,676.27
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670991,45215,83.88
Rotherham Metropolitan Borough Council,Regeneration & Environment,Anglian Water Business (National),Water Services,11670992,45215,11.49
Rotherham Metropolitan Borough Council,Regeneration & Environment,Culligan (Uk) Ltd,Food And Drink,11672820,45205,47.7
Rotherham Metropolitan Borough Council,Regeneration & Environment,Rps Consulting Services Ltd,Consultancy,11673253,45212,34182.44
Rotherham Metropolitan Borough Council,Regeneration & Environment,Eden Farm Hulleys,Food And Drink,11674179,45219,447.26
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Speech And Language Uk Services Ltd,Supporting Minorities & Communities,11674502,45226,18098.35
Rotherham Metropolitan Borough Council,Regeneration & Environment,Main Street Signs Ltd,Street Lighting Materials,11678312,45216,3088.1
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Agiito,Public Transport,11678360,45208,111.6
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Respite Care Services,11678718,45222,738
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Cloverleaf Advocacy 2000 Ltd,Supporting People - Learning Disabilities,11678720,45217,48996.29
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Newark Womens Aid,Respite Care Services,11679690,45209,288.18
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hsl Compliance Ltd,Repair And Maintenance,11679886,45216,35
Rotherham Metropolitan Borough Council,Regeneration & Environment,Hsl Compliance Ltd,Repair And Maintenance,11679895,45216,189
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11683383,45218,132.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,Advantage Print & Promotions Ltd,Printing Services,11683661,45225,599.5
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Lanten Metering Services Ltd,Energy,11683779,45211,1601.5
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Lanten Metering Services Ltd,Energy,11683780,45211,105.9
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Peart Access Ramps Ltd,New Build & Major Refurb Trades,11683783,45205,3645
Rotherham Metropolitan Borough Council,Regeneration & Environment,Signs Express Ltd,General Signage,11683844,45204,882.1
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11684190,45204,40
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11684193,45211,660
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11684195,45204,372.05
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11684198,45204,41
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11684201,45211,336.34
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Redacted,Respite Care Services,11684289,45222,738
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Newark Womens Aid,Respite Care Services,11684330,45209,288.18
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11684705,45209,-21
Rotherham Metropolitan Borough Council,Regeneration & Environment,Brytone Ltd,Catering Equipment,11684745,45204,445
Rotherham Metropolitan Borough Council,Regeneration & Environment,Brytone Ltd,Catering Equipment,11684746,45204,247
Rotherham Metropolitan Borough Council,Finance & Customer Services,Pitney Bowes Ltd,Technology,11684761,45233,5694.26
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11684789,45209,-42.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11684791,45209,-53.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11684792,45209,-32.1
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Business Stream,Funding Contributions Or Grant,11684825,45208,5630.86
Rotherham Metropolitan Borough Council,Regeneration & Environment,Robin Carr Associates,Legal Services,11684900,45215,1287.5
Rotherham Metropolitan Borough Council,Assistant Chief Executive,Voluntary Action Rotherham,Funding Contributions Or Grant,11684906,45208,10500
Rotherham Metropolitan Borough Council,Assistant Chief Executive,Voluntary Action Rotherham,Funding Contributions Or Grant,11684909,45208,10500
Rotherham Metropolitan Borough Council,Finance & Customer Services,Da Languages Ltd,Translation & Interpretation,11684962,45209,435.6
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Da Languages Ltd,Translation & Interpretation,11684966,45208,770.22
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Lanten Metering Services Ltd,Energy,11684985,45211,39.93
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Hsl Compliance Ltd,Repair And Maintenance,11684987,45217,250
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Drainage 2000 Ltd,Repair And Maintenance,11684992,45223,850
Rotherham Metropolitan Borough Council,Assistant Chief Executive,Tusker Direct,Fleet Hire And Purchase Financing,11689984,45205,277.5
Rotherham Metropolitan Borough Council,Assistant Chief Executive,Tusker Direct,Fleet Hire And Purchase Financing,11689985,45205,62
Rotherham Metropolitan Borough Council,Assistant Chief Executive,Tusker Direct,Fleet Hire And Purchase Financing,11689987,45205,47
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11690041,45216,243.1
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Da Languages Ltd,Translation & Interpretation,11690067,45224,229.9
Rotherham Metropolitan Borough Council,Finance & Customer Services,B & B Press (Parkgate) Ltd,Printing Services,11690092,45212,2749
Rotherham Metropolitan Borough Council,Regeneration & Environment,Culligan (Uk) Ltd,Food And Drink,11690133,45205,114.36
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692373,45226,756.66
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692373,45226,-165.29
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692390,45226,1052.18
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692390,45226,-236.53
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692392,45226,1052.18
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692392,45226,-236.53
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692394,45226,1052.18
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692394,45226,-236.53
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692395,45226,1052.18
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692395,45226,-236.53
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692398,45226,12.4
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692398,45226,423.27
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692398,45226,-89.53
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692399,45226,1052.18
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692399,45226,-236.53
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692403,45226,2008.69
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692403,45226,-451.56
Rotherham Metropolitan Borough Council,Regeneration & Environment,Enterprise Flex-E-Rent,Fleet Hire And Purchase Financing,11692404,45226,2008.69
