BODY,EXPENSE AREA,SUPPLIER,EXPENSE TYPE,REFERENCE,DATE,AMOUNT
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708067,45215,262.02
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708068,45215,129.74
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708069,45215,94.63
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708070,45215,315.38
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708071,45215,76.14
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708072,45215,222.39
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708073,45215,135.14
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708074,45215,690.52
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708075,45215,129.92
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708076,45215,151.04
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708077,45215,28.86
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708078,45215,63.26
Rotherham Metropolitan Borough Council,Regeneration & Environment,Rentokil Initial Uk Ltd,Repair And Maintenance,11708079,45212,1850
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708080,45215,46.71
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708081,45209,940.48
Rotherham Metropolitan Borough Council,Regeneration & Environment,Econ Engineering Ltd,Training Services,11708082,45212,9228.84
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708083,45215,199.23
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708084,45215,237.3
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708085,45215,265.18
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708086,45215,181.07
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708087,45215,442.51
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708088,45215,248.39
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708089,45215,248.91
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708090,45209,1127.99
Rotherham Metropolitan Borough Council,Regeneration & Environment,Direct Traffic Management Ltd,Road Markings And Traffic Management,11708091,45233,982.28
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708093,45209,927.47
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708095,45215,9.62
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708097,45215,22.6
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,A F Blakemore And Son Ltd,Food And Drink,11708100,45215,20.05
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708101,45209,936.3
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,A F Blakemore And Son Ltd,Food And Drink,11708102,45216,704.08
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708104,45215,648.31
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708105,45215,253.51
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708106,45215,156.67
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708109,45215,292.25
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708110,45215,24.66
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708111,45215,122.82
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708112,45215,73.87
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708113,45215,330.22
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708114,45215,142.4
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708115,45215,531.42
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708116,45215,490.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708117,45215,199.7
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708119,45215,91.58
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708120,45215,-15.11
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708122,45215,155.62
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708123,45215,246.09
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708124,45209,1416.18
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708125,45209,1405.37
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708126,45215,24.66
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708127,45215,330.52
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708128,45215,154.64
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708129,45215,505.94
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708130,45215,660.62
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708131,45215,9.62
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Frontline Data Ltd,Technology,11708136,45204,15445
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Association Of Retained Council Housing,Levy Charges Or Fees,11708138,45209,2500
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708143,45215,140.09
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708144,45215,483.25
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708145,45215,268.54
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708146,45215,363.59
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708147,45215,276.03
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708148,45215,469.69
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708149,45215,256.62
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708150,45215,62.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708151,45215,9.86
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708152,45209,788.96
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708153,45209,982.48
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708154,45215,20.41
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708155,45215,353.92
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708156,45215,211.7
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708157,45215,67.23
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Thornbury Community Services,Supporting People - Foster Care,11708158,45205,5209.4
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708159,45209,991.14
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708160,45215,40.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708161,45215,40.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708162,45215,40.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708163,45215,4.81
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708164,45215,81.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708165,45215,18.02
Rotherham Metropolitan Borough Council,Regeneration & Environment,A F Blakemore And Son Ltd,Food And Drink,11708166,45215,-18.02
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Mary Sockett,Supporting People - Mental Health,11708170,45205,590
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Reflective Minds Ltd,Supporting People - Mental Health,11708172,45204,2413
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Great Places Housing Group,Rent Lease & Property Management,11708173,45205,16919.54
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Connections Contact Services,Supporting People - Mediation,11708175,45231,1580
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Acorn Care & Education Ltd,Supporting Minorities & Communities,11708176,45205,1900
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ace Janitorial Supplies Ltd,Ppe Tools And Janitorial Supplies,11708178,45215,1258.85
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ace Janitorial Supplies Ltd,Ppe Tools And Janitorial Supplies,11708179,45204,174.65
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ace Janitorial Supplies Ltd,Ppe Tools And Janitorial Supplies,11708180,45215,53.06
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ace Janitorial Supplies Ltd,Ppe Tools And Janitorial Supplies,11708180,45215,147.7
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ace Janitorial Supplies Ltd,Ppe Tools And Janitorial Supplies,11708183,45208,352.59
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Ace Janitorial Supplies Ltd,Ppe Tools And Janitorial Supplies,11708184,45222,129.6
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ace Janitorial Supplies Ltd,Ppe Tools And Janitorial Supplies,11708185,45204,559.3
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ace Janitorial Supplies Ltd,Ppe Tools And Janitorial Supplies,11708186,45204,107.88
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ace Janitorial Supplies Ltd,Ppe Tools And Janitorial Supplies,11708187,45204,391.03
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Arrow Commercial Centre Huddersfield Ltd,Fleet Hire And Purchase Financing,11708192,45212,454.08
Rotherham Metropolitan Borough Council,Regeneration & Environment,Arrow Commercial Centre Huddersfield Ltd,Fleet Hire And Purchase Financing,11708192,45212,-102.08
Rotherham Metropolitan Borough Council,Regeneration & Environment,Mott Macdonald Limited,Consultancy,11708193,45209,2141.74
Rotherham Metropolitan Borough Council,Regeneration & Environment,Mott Macdonald Limited,Consultancy,11708194,45209,15173
Rotherham Metropolitan Borough Council,Regeneration & Environment,Mott Macdonald Limited,Consultancy,11708195,45209,22553.43
Rotherham Metropolitan Borough Council,Regeneration & Environment,Harsco Metals Group Ltd,Re-Instatement Materials,11708196,45229,5288.38
Rotherham Metropolitan Borough Council,Regeneration & Environment,Harsco Metals Group Ltd,Re-Instatement Materials,11708197,45226,7931.68
Rotherham Metropolitan Borough Council,Regeneration & Environment,Harsco Metals Group Ltd,Re-Instatement Materials,11708198,45229,5281.26
Rotherham Metropolitan Borough Council,Regeneration & Environment,Harsco Metals Group Ltd,Re-Instatement Materials,11708199,45232,10567.86
Rotherham Metropolitan Borough Council,Regeneration & Environment,Harsco Metals Group Ltd,Re-Instatement Materials,11708200,45229,539.34
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lubbe & Sons (Bulbs) Ltd,Landscaping,11708201,45204,495
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lubbe & Sons (Bulbs) Ltd,Landscaping,11708202,45204,1584
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lubbe & Sons (Bulbs) Ltd,Landscaping,11708203,45204,350
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lubbe & Sons (Bulbs) Ltd,Landscaping,11708204,45204,721.67
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lubbe & Sons (Bulbs) Ltd,Landscaping,11708204,45204,93.53
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lubbe & Sons (Bulbs) Ltd,Landscaping,11708204,45204,973.23
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lubbe & Sons (Bulbs) Ltd,Landscaping,11708205,45204,30
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lubbe & Sons (Bulbs) Ltd,Landscaping,11708206,45204,35
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lubbe & Sons (Bulbs) Ltd,Landscaping,11708209,45204,70
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lubbe & Sons (Bulbs) Ltd,Landscaping,11708210,45204,382.88
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lubbe & Sons (Bulbs) Ltd,Landscaping,11708213,45204,38
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lubbe & Sons (Bulbs) Ltd,Landscaping,11708215,45204,82.7
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lubbe & Sons (Bulbs) Ltd,Landscaping,11708216,45204,69.3
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lubbe & Sons (Bulbs) Ltd,Landscaping,11708226,45204,461.3
Rotherham Metropolitan Borough Council,Regeneration & Environment,Gvs 24Hr Recovery,Vehicle Recovery Maintenance Repair,11708242,45211,125
Rotherham Metropolitan Borough Council,Regeneration & Environment,Gvs 24Hr Recovery,Vehicle Recovery Maintenance Repair,11708254,45211,125
Rotherham Metropolitan Borough Council,Regeneration & Environment,Gvs 24Hr Recovery,Vehicle Recovery Maintenance Repair,11708255,45211,125
Rotherham Metropolitan Borough Council,Regeneration & Environment,Gvs 24Hr Recovery,Vehicle Recovery Maintenance Repair,11708256,45211,125
Rotherham Metropolitan Borough Council,Finance & Customer Services,Advanced Business Software And Solutions,Technology,11708260,45204,24750
Rotherham Metropolitan Borough Council,Finance & Customer Services,Advanced Business Software And Solutions,Technology,11708261,45204,12375
Rotherham Metropolitan Borough Council,Regeneration & Environment,Mott Macdonald Limited,Consultancy,11708262,45209,1812.96
Rotherham Metropolitan Borough Council,Regeneration & Environment,Mark S G Enterprises Ltd,Funding Contributions Or Grant,11708267,45205,2458
Rotherham Metropolitan Borough Council,Regeneration & Environment,Bright Box Makerspace,Repair And Maintenance,11711327,45212,20000
Rotherham Metropolitan Borough Council,Regeneration & Environment,Arrow Commercial Centre Huddersfield Ltd,Fleet Hire And Purchase Financing,11711328,45212,38.5
Rotherham Metropolitan Borough Council,Regeneration & Environment,Arrow Commercial Centre Huddersfield Ltd,Fleet Hire And Purchase Financing,11711328,45212,685.53
Rotherham Metropolitan Borough Council,Regeneration & Environment,Arrow Commercial Centre Huddersfield Ltd,Fleet Hire And Purchase Financing,11711328,45212,-154.11
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Pyramid Linoleum & Carpet Company,Furnishing And Furbishing,11711331,45216,283.4
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Pyramid Linoleum & Carpet Company,Furnishing And Furbishing,11711332,45209,417.72
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Pyramid Linoleum & Carpet Company,Furnishing And Furbishing,11711333,45209,698.29
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Pyramid Linoleum & Carpet Company,Furnishing And Furbishing,11711334,45209,914.59
Rotherham Metropolitan Borough Council,Regeneration & Environment,I A Green,Taxi Mini Bus Coach Operations,11711335,45212,11431.09
Rotherham Metropolitan Borough Council,Regeneration & Environment,I A Green,Taxi Mini Bus Coach Operations,11711335,45212,3421.91
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Pyramid Linoleum & Carpet Company,Furnishing And Furbishing,11711336,45216,903.97
Rotherham Metropolitan Borough Council,Regeneration & Environment,Bzeb Ltd,Taxi Mini Bus Coach Operations,11711337,45216,3032.4
Rotherham Metropolitan Borough Council,Regeneration & Environment,Bzeb Ltd,Taxi Mini Bus Coach Operations,11711337,45216,577.6
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Arrow Commercial Centre Huddersfield Ltd,Fleet Hire And Purchase Financing,11711340,45212,47.25
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Arrow Commercial Centre Huddersfield Ltd,Fleet Hire And Purchase Financing,11711340,45212,98.04
Rotherham Metropolitan Borough Council,Regeneration & Environment,Arrow Commercial Centre Huddersfield Ltd,Fleet Hire And Purchase Financing,11711340,45212,-22.04
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11711341,45210,442
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11711342,45210,442
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11711343,45208,512.72
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11711344,45208,63.87
Rotherham Metropolitan Borough Council,Regeneration & Environment,Kcm Waste Management Ltd,Waste Disposal Inc Skip Hire,11711345,45208,167.42
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Nicholas Veevers,Training Services,11711427,45212,700
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Nicholas Veevers,Training Services,11711428,45212,650
Rotherham Metropolitan Borough Council,Regeneration & Environment,Arden Winch & Co Ltd,Ppe Tools And Janitorial Supplies,11711446,45208,65.56
Rotherham Metropolitan Borough Council,Regeneration & Environment,Arden Winch & Co Ltd,Ppe Tools And Janitorial Supplies,11711447,45208,86.84
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11711448,45219,240
Rotherham Metropolitan Borough Council,Regeneration & Environment,Providence Maintenance & Electrical,Repair And Maintenance,11711449,45223,914.34
Rotherham Metropolitan Borough Council,Regeneration & Environment,Lyndhurst Cooling & Heating Services Ltd,Repair And Maintenance,11711451,45226,400
Rotherham Metropolitan Borough Council,Regeneration & Environment,Analan Supplies Ltd,Ppe Tools And Janitorial Supplies,11711454,45208,319.2
Rotherham Metropolitan Borough Council,Regeneration & Environment,Analan Supplies Ltd,Ppe Tools And Janitorial Supplies,11711455,45208,685.41
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Nhs Derby & Derbyshire Icb,Supporting People - Mental Health,11711458,45231,28234.33
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Eden House Wellbeing Ltd,Supporting People - Adoptions,11711459,45205,380
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ahr Architects Ltd,Surveyors Architects & Auctions,11711460,45218,5513.56
Rotherham Metropolitan Borough Council,Regeneration & Environment,Ahr Architects Ltd,Surveyors Architects & Auctions,11711461,45215,7132.43
Rotherham Metropolitan Borough Council,Regeneration & Environment,Arden Winch & Co Ltd,Ppe Tools And Janitorial Supplies,11711462,45208,395.43
Rotherham Metropolitan Borough Council,Adult Care Housing & Public Health,Social Eyes Rotherham Cic,Supporting People - Learning Disabilities,11711463,45208,773.76
Rotherham Metropolitan Borough Council,Regeneration & Environment,Arden Winch & Co Ltd,Ppe Tools And Janitorial Supplies,11711464,45208,350.8
Rotherham Metropolitan Borough Council,Regeneration & Environment,Arden Winch & Co Ltd,Ppe Tools And Janitorial Supplies,11711465,45208,439.08
Rotherham Metropolitan Borough Council,Regeneration & Environment,Arden Winch & Co Ltd,Ppe Tools And Janitorial Supplies,11711466,45208,299.62
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Hall Cliffe School,Supporting People - Learning Disabilities,11711467,45204,29568.41
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Hall Cliffe School,Supporting People - Learning Disabilities,11711468,45204,24456.44
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Hall Cliffe School,Supporting People - Learning Disabilities,11711469,45204,24456.44
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Hall Cliffe School,Supporting People - Learning Disabilities,11711470,45204,26856.7
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Hall Cliffe School,Supporting People - Learning Disabilities,11711471,45204,24495.41
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Keys Pce Ltd,Supporting People - Learning Disabilities,11711473,45205,18450
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Keys Pce Ltd,Supporting People - Learning Disabilities,11711474,45205,13838
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Keys Pce Ltd,Supporting People - Learning Disabilities,11711475,45205,13838
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Keys Pce Ltd,Supporting People - Learning Disabilities,11711476,45205,29100
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Keys Pce Ltd,Supporting People - Learning Disabilities,11711477,45205,16350
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Keys Pce Ltd,Supporting People - Learning Disabilities,11711478,45205,16350
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Keys Pce Ltd,Supporting People - Learning Disabilities,11711479,45205,13838
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Keys Pce Ltd,Supporting People - Learning Disabilities,11711480,45205,29100
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Keys Pce Ltd,Supporting People - Learning Disabilities,11711481,45205,16350
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Keys Pce Ltd,Supporting People - Learning Disabilities,11711482,45205,14250
Rotherham Metropolitan Borough Council,Children & Young Peoples Services,Catcliffe Primary School (Academy),Water Services,11711483,45217,106.77
Rotherham Metropolitan Borough Council,Regeneration & Environment,Classic Lifts Ltd,Repair And Maintenance,11711484,45209,3551.67
Rotherham Metropolitan Borough Council,Regeneration & Environment,Classic Lifts Ltd,Repair And Maintenance,11711485,45209,997.62
Rotherham Metropolitan Borough Council,Regeneration & Environment,Classic Lifts Ltd,Repair And Maintenance,11711486,45223,1805.21
Rotherham Metropolitan Borough Council,Regeneration & Environment,Dfp Services Ltd,Emergency Lighting And Accessories,11711488,45215,3790.84
Rotherham Metropolitan Borough Council,Regeneration & Environment,Leeds Commercial Limited,Fleet Hire And Purchase Financing,11711490,45212,635.84
Rotherham Metropolitan Borough Council,Regeneration & Environment,Leeds Commercial Limited,Fleet Hire And Purchase Financing,11711490,45212,-142.94
Rotherham Metropolitan Borough Council,Regeneration & Environment,Leeds Commercial Limited,Fleet Hire And Purchase Financing,11711491,45212,3040.65
Rotherham Metropolitan Borough Council,Regeneration & Environment,Leeds Commercial Limited,Fleet Hire And Purchase Financing,11711491,45212,-683.55
Rotherham Metropolitan Borough Council,Regeneration & Environment,Swallownest & Airport Taxis Ltd,Taxi Mini Bus Coach Operations,11711494,45212,3670
Rotherham Metropolitan Borough Council,Regeneration & Environment,Swallownest & Airport Taxis Ltd,Taxi Mini Bus Coach Operations,11711494,45212,400
Rotherham Metropolitan Borough Council,Regeneration & Environment,Leeds Commercial Limited,Fleet Hire And Purchase Financing,11711495,45212,884.68
Rotherham Metropolitan Borough Council,Regeneration & Environment,Leeds Commercial Limited,Fleet Hire And Purchase Financing,11711495,45212,-198.88
Rotherham Metropolitan Borough Council,Regeneration & Environment,Leeds Commercial Limited,Fleet Hire And Purchase Financing,11711496,45212,1437.31
Rotherham Metropolitan Borough Council,Regeneration & Environment,Leeds Commercial Limited,Fleet Hire And Purchase Financing,11711496,45212,-323.11
Rotherham Metropolitan Borough Council,Regeneration & Environment,Leeds Commercial Limited,Fleet Hire And Purchase Financing,11711497,45212,1022.45
Rotherham Metropolitan Borough Council,Regeneration & Environment,Leeds Commercial Limited,Fleet Hire And Purchase Financing,11711497,45212,-229.85
Rotherham Metropolitan Borough Council,Regeneration & Environment,Leeds Commercial Limited,Fleet Hire And Purchase Financing,11711498,45212,1022.45
Rotherham Metropolitan Borough Council,Regeneration & Environment,Leeds Commercial Limited,Fleet Hire And Purchase Financing,11711498,45212,-229.85
Rotherham Metropolitan Borough Council,Regeneration & Environment,Leeds Commercial Limited,Fleet Hire And Purchase Financing,11711499,45212,1022.84
Rotherham Metropolitan Borough Council,Regeneration & Environment,Leeds Commercial Limited,Fleet Hire And Purchase Financing,11711499,45212,-229.94
Rotherham Metropolitan Borough Council,Regeneration & Environment,Leeds Commercial Limited,Fleet Hire And Purchase Financing,11711500,45212,884.68
Rotherham Metropolitan Borough Council,Regeneration & Environment,Leeds Commercial Limited,Fleet Hire And Purchase Financing,11711500,45212,-198.88
Rotherham Metropolitan Borough Council,Regeneration & Environment,Leeds Commercial Limited,Fleet Hire And Purchase Financing,11711501,45212,1022.84
Rotherham Metropolitan Borough Council,Regeneration & Environment,Leeds Commercial Limited,Fleet Hire And Purchase Financing,11711501,45212,-229.94
Rotherham Metropolitan Borough Council,Regeneration & Environment,Leeds Commercial Limited,Fleet Hire And Purchase Financing,11711502,45212,4008.15
Rotherham Metropolitan Borough Council,Regeneration & Environment,Leeds Commercial Limited,Fleet Hire And Purchase Financing,11711502,45212,-901.05
Rotherham Metropolitan Borough Council,Regeneration & Environment,Leeds Commercial Limited,Fleet Hire And Purchase Financing,11711503,45212,4008.15
Rotherham Metropolitan Borough Council,Regeneration & Environment,Leeds Commercial Limited,Fleet Hire And Purchase Financing,11711503,45212,-901.05
Rotherham Metropolitan Borough Council,Regeneration & Environment,Leeds Commercial Limited,Fleet Hire And Purchase Financing,11711504,45212,1851.79
Rotherham Metropolitan Borough Council,Regeneration & Environment,Leeds Commercial Limited,Fleet Hire And Purchase Financing,11711504,45212,-416.29
Rotherham Metropolitan Borough Council,Regeneration & Environment,Leeds Commercial Limited,Fleet Hire And Purchase Financing,11711505,45212,1381.97
Rotherham Metropolitan Borough Council,Regeneration & Environment,Leeds Commercial Limited,Fleet Hire And Purchase Financing,11711505,45212,-310.67
Rotherham Metropolitan Borough Council,Regeneration & Environment,Leeds Commercial Limited,Fleet Hire And Purchase Financing,11711506,45215,2294.52
Rotherham Metropolitan Borough Council,Regeneration & Environment,Leeds Commercial Limited,Fleet Hire And Purchase Financing,11711506,45215,-515.82
Rotherham Metropolitan Borough Council,Regeneration & Environment,Leeds Commercial Limited,Fleet Hire And Purchase Financing,11711507,45212,1215.95
