Body Name,Body Id,Month,Source,Date,Department,Beneficiary,Purpose,Merchant Category, Amounts 
THURROCK BC,E1502X,Aug-24,Purchase Invoices,09/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,43.43
THURROCK BC,E1502X,Aug-24,Purchase Invoices,15/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,27.24
THURROCK BC,E1502X,Aug-24,Purchase Invoices,01/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,174.2
THURROCK BC,E1502X,Aug-24,Purchase Invoices,13/06/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,10.8
THURROCK BC,E1502X,Aug-24,Purchase Invoices,25/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,195.6
THURROCK BC,E1502X,Aug-24,Purchase Invoices,24/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,116.17
THURROCK BC,E1502X,Aug-24,Purchase Invoices,23/08/2023,Adult Social Care & Health,Redacted,Third Party Payments,Additional Expenditure,30
THURROCK BC,E1502X,Aug-24,Purchase Invoices,23/08/2023,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,484.2
THURROCK BC,E1502X,Aug-24,Purchase Invoices,23/07/2024,Adult Social Care & Health,Redacted,Third Party Payments,Additional Expenditure,42.5
THURROCK BC,E1502X,Aug-24,Purchase Invoices,23/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,199.88
THURROCK BC,E1502X,Aug-24,Purchase Invoices,12/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,26.55
THURROCK BC,E1502X,Aug-24,Purchase Invoices,22/07/2024,Adult Social Care & Health,Redacted,Third Party Payments,Additional Expenditure,13.7
THURROCK BC,E1502X,Aug-24,Purchase Invoices,22/07/2024,Adult Social Care & Health,Redacted,Transfer Payments,Direct Payments,"2,151.36"
THURROCK BC,E1502X,Aug-24,Purchase Invoices,22/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,105.75
THURROCK BC,E1502X,Aug-24,Purchase Invoices,29/07/2024,Adult Social Care & Health,Redacted,Third Party Payments,Additional Expenditure,51.7
THURROCK BC,E1502X,Aug-24,Purchase Invoices,29/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,584.21
THURROCK BC,E1502X,Aug-24,Purchase Invoices,18/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,22.95
THURROCK BC,E1502X,Aug-24,Purchase Invoices,30/07/2024,Adult Social Care & Health,Redacted,Supplies and Services,Project Work,"1,462.80"
THURROCK BC,E1502X,Aug-24,Purchase Invoices,30/07/2024,Adult Social Care & Health,Redacted,Supplies and Services,Subsistence Allowance Staff,8.85
THURROCK BC,E1502X,Aug-24,Purchase Invoices,30/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,837.99
THURROCK BC,E1502X,Aug-24,Purchase Invoices,16/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,11.7
THURROCK BC,E1502X,Aug-24,Purchase Invoices,10/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,64
THURROCK BC,E1502X,Aug-24,Purchase Invoices,31/07/2024,Adult Social Care & Health,Redacted,Supplies and Services,Subsistence Allowance Staff,61.5
THURROCK BC,E1502X,Aug-24,Purchase Invoices,31/07/2024,Adult Social Care & Health,Redacted,Third Party Payments,Day Care Independent Sector,"1,485.46"
THURROCK BC,E1502X,Aug-24,Purchase Invoices,31/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,"2,220.19"
