Body Name,Body Id,Month,Source,Date,Department,Beneficiary,Purpose,Merchant Category, Amounts 
THURROCK BC,E1502X,Apr-24,Purchase Invoices,27/03/2024,Adult Social Care & Health,Essex County Council,Third Party Payments,Residential Homes Independent Sector," 5,989.42 "
THURROCK BC,E1502X,Apr-24,Purchase Invoices,17/04/2024,Adult Social Care & Health,Essex County Council,Third Party Payments,Residential Homes Independent Sector," 3,436.26 "
THURROCK BC,E1502X,Apr-24,Purchase Invoices,24/08/2023,Adult Social Care & Health,Redacted,Supplies and Services,Professional Fees, 90.00 
THURROCK BC,E1502X,Apr-24,Purchase Invoices,24/08/2023,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 18.05 
THURROCK BC,E1502X,Apr-24,Purchase Invoices,23/08/2023,Adult Social Care & Health,Redacted,Supplies and Services,Professional Fees, 90.00 
THURROCK BC,E1502X,Apr-24,Purchase Invoices,23/08/2023,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 404.01 
THURROCK BC,E1502X,Apr-24,Purchase Invoices,28/08/2023,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 265.05 
THURROCK BC,E1502X,Apr-24,Purchase Invoices,02/10/2023,Adult Social Care & Health,Redacted,Supplies and Services,Professional Fees, 90.00 
THURROCK BC,E1502X,Apr-24,Purchase Invoices,01/11/2023,Adult Social Care & Health,Redacted,Supplies and Services,Professional Fees, 90.00 
THURROCK BC,E1502X,Apr-24,Purchase Invoices,12/05/2022,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 6.00 
THURROCK BC,E1502X,Apr-24,Purchase Invoices,28/03/2023,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 73.17 
THURROCK BC,E1502X,Apr-24,Purchase Invoices,13/12/2023,Adult Social Care & Health,Redacted,Supplies and Services,Professional Fees, 45.00 
THURROCK BC,E1502X,Apr-24,Purchase Invoices,31/12/2023,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 153.29 
THURROCK BC,E1502X,Apr-24,Purchase Invoices,31/01/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 2.57 
THURROCK BC,E1502X,Apr-24,Purchase Invoices,01/02/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 56.77 
THURROCK BC,E1502X,Apr-24,Purchase Invoices,30/01/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 36.90 
THURROCK BC,E1502X,Apr-24,Purchase Invoices,29/01/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 12.87 
THURROCK BC,E1502X,Apr-24,Purchase Invoices,22/01/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 91.35 
THURROCK BC,E1502X,Apr-24,Purchase Invoices,23/01/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 3.96 
THURROCK BC,E1502X,Apr-24,Purchase Invoices,03/04/2024,Adult Social Care & Health,Redacted,Supplies and Services,Professional Fees, 90.00 
THURROCK BC,E1502X,Apr-24,Purchase Invoices,03/04/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 584.10 
THURROCK BC,E1502X,Apr-24,Purchase Invoices,28/01/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 14.36 
THURROCK BC,E1502X,Apr-24,Purchase Invoices,27/01/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 9.50 
THURROCK BC,E1502X,Apr-24,Purchase Invoices,29/02/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 174.60 
THURROCK BC,E1502X,Apr-24,Purchase Invoices,23/02/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 50.18 
THURROCK BC,E1502X,Apr-24,Purchase Invoices,27/02/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 94.94 
