Body Name,Body Id,Month,Source,Date,Department,Beneficiary,Purpose,Merchant Category, Amounts 
THURROCK BC,E1502X,Nov-24,Purchase Invoices,22/10/2024,Adult Social Care & Health,Essex County Council,Third Party Payments,Recharges from Other Local Authorities,"-213,088.00"
THURROCK BC,E1502X,Nov-24,Purchase Invoices,20/11/2024,Adult Social Care & Health,Essex County Council,Third Party Payments,Private Contractors,"27,000.00"
THURROCK BC,E1502X,Nov-24,Purchase Invoices,08/11/2024,Adult Social Care & Health,Essex County Council,Third Party Payments,Recharges from Other Local Authorities,"213,088.00"
THURROCK BC,E1502X,Nov-24,Purchase Invoices,23/08/2023,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,590.49
THURROCK BC,E1502X,Nov-24,Purchase Invoices,31/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,86.13
THURROCK BC,E1502X,Nov-24,Purchase Invoices,27/06/2024,Adult Social Care & Health,Redacted,Third Party Payments,Additional Expenditure,7.5
THURROCK BC,E1502X,Nov-24,Purchase Invoices,27/06/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,136.8
THURROCK BC,E1502X,Nov-24,Purchase Invoices,27/08/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,25.25
THURROCK BC,E1502X,Nov-24,Purchase Invoices,28/08/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,51.75
THURROCK BC,E1502X,Nov-24,Purchase Invoices,23/08/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,137.74
THURROCK BC,E1502X,Nov-24,Purchase Invoices,29/08/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,43.92
THURROCK BC,E1502X,Nov-24,Purchase Invoices,07/08/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,153
THURROCK BC,E1502X,Nov-24,Purchase Invoices,02/04/2024,Adult Social Care & Health,Redacted,Transfer Payments,Direct Payments,"1,381.08"
THURROCK BC,E1502X,Nov-24,Purchase Invoices,20/08/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,14.4
THURROCK BC,E1502X,Nov-24,Purchase Invoices,30/08/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,502.78
THURROCK BC,E1502X,Nov-24,Purchase Invoices,01/08/2023,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,111.6
THURROCK BC,E1502X,Nov-24,Purchase Invoices,23/09/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,31.05
THURROCK BC,E1502X,Nov-24,Purchase Invoices,31/08/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,36.29
THURROCK BC,E1502X,Nov-24,Purchase Invoices,20/09/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,2.7
THURROCK BC,E1502X,Nov-24,Purchase Invoices,29/09/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,33.66
THURROCK BC,E1502X,Nov-24,Purchase Invoices,05/09/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,51.05
THURROCK BC,E1502X,Nov-24,Purchase Invoices,19/09/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,14.6
THURROCK BC,E1502X,Nov-24,Purchase Invoices,26/09/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,53.55
THURROCK BC,E1502X,Nov-24,Purchase Invoices,25/09/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,75.91
THURROCK BC,E1502X,Nov-24,Purchase Invoices,30/09/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,328.84
THURROCK BC,E1502X,Nov-24,Purchase Invoices,27/09/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,119.7
THURROCK BC,E1502X,Nov-24,Purchase Invoices,17/09/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,7.73
THURROCK BC,E1502X,Nov-24,Purchase Invoices,01/10/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,399.6
THURROCK BC,E1502X,Nov-24,Purchase Invoices,16/10/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,18.68
THURROCK BC,E1502X,Nov-24,Purchase Invoices,12/10/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,18.45
THURROCK BC,E1502X,Nov-24,Purchase Invoices,10/10/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,20.7
THURROCK BC,E1502X,Nov-24,Purchase Invoices,14/10/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,6.98
THURROCK BC,E1502X,Nov-24,Purchase Invoices,03/10/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,7.65
THURROCK BC,E1502X,Nov-24,Purchase Invoices,04/10/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,11.48
THURROCK BC,E1502X,Nov-24,Purchase Invoices,02/10/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,22.5
THURROCK BC,E1502X,Nov-24,Purchase Invoices,25/10/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,99.45
THURROCK BC,E1502X,Nov-24,Purchase Invoices,08/10/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,4.5
THURROCK BC,E1502X,Nov-24,Purchase Invoices,07/10/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,21.6
THURROCK BC,E1502X,Nov-24,Purchase Invoices,11/10/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,281.63
THURROCK BC,E1502X,Nov-24,Purchase Invoices,23/10/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,214.55
THURROCK BC,E1502X,Nov-24,Purchase Invoices,17/10/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances,19.13
