Body Name,Body Id,Month,Source,Date,Department,Beneficiary,Purpose,Merchant Category, Amounts 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,10/07/2024,Adult Social Care & Health,Essex County Council,Third Party Payments,Recharges from Other Local Authorities," 213,088.00 "
THURROCK BC,E1502X,Jul-24,Purchase Invoices,26/06/2024,Adult Social Care & Health,Essex County Council,Third Party Payments,Residential Homes Independent Sector," 9,121.63 "
THURROCK BC,E1502X,Jul-24,Purchase Invoices,03/06/2024,Adult Social Care & Health,Essex County Council,Third Party Payments,Residential Homes Independent Sector," 9,425.68 "
THURROCK BC,E1502X,Jul-24,Purchase Invoices,09/07/2024,Adult Social Care & Health,Redacted,Supplies and Services,Project Work, 721.60 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,09/07/2024,Adult Social Care & Health,Redacted,Third Party Payments,Private Contractors, 252.00 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,09/07/2024,Adult Social Care & Health,Redacted,Third Party Payments,Additional Expenditure, 10.05 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,09/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 52.76 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,15/07/2024,Adult Social Care & Health,Redacted,Supplies and Services,Provisions Food, 50.00 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,15/07/2024,Adult Social Care & Health,Redacted,Third Party Payments,Residential Homes Independent Sector," 24,193.11 "
THURROCK BC,E1502X,Jul-24,Purchase Invoices,15/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 63.90 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,01/07/2024,Adult Social Care & Health,Redacted,Supplies and Services,Professional Fees, 45.00 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,01/07/2024,Adult Social Care & Health,Redacted,Supplies and Services,Provisions Food, 50.00 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,01/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 284.89 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,01/07/2024,Adult Social Care & Health,Redacted,Capital Schemes,Improvement Grants," 5,400.00 "
THURROCK BC,E1502X,Jul-24,Purchase Invoices,13/06/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 11.70 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,24/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 537.26 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,01/06/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 222.98 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,23/08/2023,Adult Social Care & Health,Redacted,Third Party Payments,Additional Expenditure, 7.50 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,23/08/2023,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 569.80 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,23/07/2024,Adult Social Care & Health,Redacted,Supplies and Services,Subsistence Allowance Staff, 12.00 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,23/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 194.40 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,12/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 96.68 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,22/07/2024,Adult Social Care & Health,Redacted,Supplies and Services,Provisions Food, 50.00 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,22/07/2024,Adult Social Care & Health,Redacted,Transfer Payments,Direct Payments," 195,793.70 "
THURROCK BC,E1502X,Jul-24,Purchase Invoices,29/07/2024,Adult Social Care & Health,Redacted,Supplies and Services,Provisions Food, 100.00 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,29/07/2024,Adult Social Care & Health,Redacted,Third Party Payments,Additional Expenditure, 83.86 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,29/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 64.13 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,14/07/2024,Adult Social Care & Health,Redacted,Supplies and Services,Project Work, 175.00 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,14/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 6.30 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,18/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 247.53 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,30/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 117.45 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,30/07/2024,Adult Social Care & Health,Redacted,Capital Schemes,Improvement Grants," 6,900.00 "
THURROCK BC,E1502X,Jul-24,Purchase Invoices,16/07/2024,Adult Social Care & Health,Redacted,Third Party Payments,Residential Homes Independent Sector," 61,328.51 "
THURROCK BC,E1502X,Jul-24,Purchase Invoices,16/07/2024,Adult Social Care & Health,Redacted,Third Party Payments,Supported Living," 15,942.99 "
THURROCK BC,E1502X,Jul-24,Purchase Invoices,16/07/2024,Adult Social Care & Health,Redacted,Third Party Payments,Additional Expenditure, 64.93 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,16/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 283.03 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,10/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 176.18 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,20/06/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 82.34 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,04/06/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 111.35 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,03/07/2024,Adult Social Care & Health,Redacted,Third Party Payments,Additional Expenditure, 25.00 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,03/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 356.51 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,26/06/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 575.23 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,27/06/2024,Adult Social Care & Health,Redacted,Third Party Payments,Additional Expenditure, 78.95 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,27/06/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 833.83 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,30/04/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 219.61 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,28/06/2024,Adult Social Care & Health,Redacted,Third Party Payments,Additional Expenditure, 7.50 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,28/06/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 961.52 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,30/05/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 119.17 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,04/07/2024,Adult Social Care & Health,Redacted,Supplies and Services,Professional Fees, 90.00 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,04/07/2024,Adult Social Care & Health,Redacted,Supplies and Services,Subsistence Allowance Staff, 50.40 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,04/07/2024,Adult Social Care & Health,Redacted,Third Party Payments,Private Contractors," 1,204.00 "
THURROCK BC,E1502X,Jul-24,Purchase Invoices,04/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 437.03 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,07/06/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 158.85 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,14/06/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 25.65 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,30/06/2024,Adult Social Care & Health,Redacted,Third Party Payments,Day Care Independent Sector," 1,048.56 "
THURROCK BC,E1502X,Jul-24,Purchase Invoices,30/06/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 847.55 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,17/06/2024,Adult Social Care & Health,Redacted,Third Party Payments,Additional Expenditure, 87.00 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,17/06/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 41.04 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,26/03/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 97.33 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,20/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 7.20 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,10/06/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 52.20 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,08/07/2024,Adult Social Care & Health,Redacted,Supplies and Services,Professional Fees, 90.00 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,08/07/2024,Adult Social Care & Health,Redacted,Supplies and Services,Provisions Food, 50.00 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,08/07/2024,Adult Social Care & Health,Redacted,Third Party Payments,Additional Expenditure, 12.50 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,08/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 50.62 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,08/07/2024,Adult Social Care & Health,Redacted,Capital Schemes,Improvement Grants," 15,750.00 "
THURROCK BC,E1502X,Jul-24,Purchase Invoices,05/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 26.46 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,17/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 64.05 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,11/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 65.99 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,11/07/2024,Adult Social Care & Health,Redacted,Capital Schemes,Improvement Grants," 30,370.32 "
THURROCK BC,E1502X,Jul-24,Purchase Invoices,28/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 8.10 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,31/05/2024,Adult Social Care & Health,Redacted,Third Party Payments,Additional Expenditure, 1.00 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,31/05/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 131.50 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,23/05/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 16.65 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,27/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 10.80 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,25/06/2024,Adult Social Care & Health,Redacted,Third Party Payments,Additional Expenditure, 41.00 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,25/06/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 117.70 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,28/05/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 62.82 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,19/06/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 74.69 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,24/06/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 90.59 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,21/06/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 207.71 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,18/06/2024,Adult Social Care & Health,Redacted,Third Party Payments,Additional Expenditure, 4.80 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,18/06/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 272.89 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,12/06/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 14.40 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,01/05/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 13.95 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,29/06/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 185.13 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,17/05/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 15.75 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,05/06/2024,Adult Social Care & Health,Redacted,Third Party Payments,Additional Expenditure, 3.60 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,05/06/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 7.20 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,24/05/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 27.10 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,06/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 252.56 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,29/05/2024,Adult Social Care & Health,Redacted,Third Party Payments,Additional Expenditure, 23.00 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,29/05/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 140.87 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,19/05/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 72.23 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,07/07/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 135.45 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,06/06/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 14.40 
THURROCK BC,E1502X,Jul-24,Purchase Invoices,06/06/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Fuel and Oil, 31.60 
