Body Name,Body Id,Month,Source,Date,Department,Beneficiary,Purpose,Merchant Category, Amounts 
THURROCK BC,E1502X,Jun-24,Purchase Invoices,29/04/2024,Adult Social Care & Health,Essex County Council,Third Party Payments,Residential Homes Independent Sector," 9,121.63 "
THURROCK BC,E1502X,Jun-24,Purchase Invoices,03/06/2024,Adult Social Care & Health,Essex County Council,Third Party Payments,Recharges from Other Local Authorities," 17,500.00 "
THURROCK BC,E1502X,Jun-24,Purchase Invoices,24/08/2023,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 18.55 
THURROCK BC,E1502X,Jun-24,Purchase Invoices,23/08/2023,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 417.60 
THURROCK BC,E1502X,Jun-24,Purchase Invoices,28/08/2023,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 138.15 
THURROCK BC,E1502X,Jun-24,Purchase Invoices,19/02/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 52.65 
THURROCK BC,E1502X,Jun-24,Purchase Invoices,14/04/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 8.10 
THURROCK BC,E1502X,Jun-24,Purchase Invoices,13/03/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 3.42 
THURROCK BC,E1502X,Jun-24,Purchase Invoices,18/03/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 11.60 
THURROCK BC,E1502X,Jun-24,Purchase Invoices,27/03/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 51.75 
THURROCK BC,E1502X,Jun-24,Purchase Invoices,26/04/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 68.22 
THURROCK BC,E1502X,Jun-24,Purchase Invoices,28/03/2024,Adult Social Care & Health,Redacted,Supplies and Services,Professional Fees, 90.00 
THURROCK BC,E1502X,Jun-24,Purchase Invoices,28/03/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 66.61 
THURROCK BC,E1502X,Jun-24,Purchase Invoices,29/04/2024,Adult Social Care & Health,Redacted,Supplies and Services,Professional Fees, 90.00 
THURROCK BC,E1502X,Jun-24,Purchase Invoices,29/04/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 16.20 
THURROCK BC,E1502X,Jun-24,Purchase Invoices,23/04/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 41.94 
THURROCK BC,E1502X,Jun-24,Purchase Invoices,30/04/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 262.38 
THURROCK BC,E1502X,Jun-24,Purchase Invoices,27/04/2024,Adult Social Care & Health,Redacted,Transport Related Expenditure,Car Allowances, 116.85 
