Payment Date,Description,Gross Amount,Supplier Name
23-Mar-23,S/W Licences,"£4,970.40", Softcat Plc 
02-Mar-23,Maintenance of Dogs,"£4,944.00", Redacted 
30-Mar-23,Payments to Other Police Authorities,"£4,933.55", GMCA (PCC for Greater Manchester) 
 09-Mar-23,Locksmith Maintenance Contracts,"£4,899.90",J.G. Eckersall
 16-Mar-23,Payments to Other Police Authorities,"£4,897.67",Redacted
09-Mar-23,Forensic Fees - General,"£4,843.08", Redacted 
30-Mar-23,Forensic Fees - General,"£4,842.00", Redacted 
30-Mar-23,Call Charges,"£4,830.94", Gamma Telecom Ltd 
 09-Mar-23,Mechanical Reactive Maintenance,"£4,807.44",BAM FM Ltd
 16-Mar-23,Training Course Fees,"£4,788.00",Cambridge Centre for Evidence-Based Policing Ltd
 23-Mar-23,Payment for Services,"£4,740.30",Clearway Environmental Services (UK) Limited
02-Mar-23,Vehicle Crash Repairs,"£4,728.33",A P Fleet Services Ltd
 09-Mar-23,Outsourced Contractors,"£4,701.40",GMCA (PCC for Greater Manchester)
23-Mar-23,Capital Asset Clearing A/c Intangibles,"£4,689.60", Softcat Plc 
30-Mar-23,Postages,"£4,684.74", Royal Mail 
30-Mar-23,H/W Purchases,"£4,668.95", Dell Corporation Ltd 
30-Mar-23,H/W Purchases,"£4,668.95", Dell Corporation Ltd 
30-Mar-23,H/W Purchases,"£4,668.95", Redacted 
30-Mar-23,H/W Purchases,"£4,668.95", Dell Corporation Ltd 
23-Mar-23,Postages,"£4,657.72", Royal Mail 
 23-Mar-23,Comp. Consumeables,"£4,624.20",CBC Computer Systems Ltd
30-Mar-23,H/W Purchases,"£4,596.38", Siemens Plc (Building Technologies) 
23-Mar-23,Comp. Operations,"£4,571.77",Redacted
02-Mar-23,Vehicle Crash Repairs,"£4,565.26",R2U Limited (Accident Repair Centre)
 09-Mar-23,Postages,"£4,551.06",Royal Mail
 09-Mar-23,Training Course Fees,"£4,500.00",Liverpool John Moores University
 16-Mar-23,Training Course Fees,"£4,500.00",Liverpool John Moores University
 16-Mar-23,Training Course Fees,"£4,500.00",Liverpool John Moores University
 16-Mar-23,Training Course Fees,"£4,500.00",Liverpool John Moores University
10-Mar-23,Public Transport and Allowance,"£4,500.00",MerseyTravel
30-Mar-23,Diesel,"£4,473.05", Standard Fuel Oils Limited 
02-Mar-23,Payments to Other Police Authorities,"£4,458.19",Police and Crime Commissioner For Cheshire
 09-Mar-23,Forensic Fees - General,"£4,433.62",Redacted
 16-Mar-23,Printing Stationery & Office Exps.,"£4,420.80",PSL Print Management Ltd
30-Mar-23,Rates,"£4,415.45", Liverpool City Council1 
 16-Mar-23,Postages,"£4,370.22",Royal Mail
 16-Mar-23,Horticultural Maintenance,"£4,352.60",Countrywide Grounds Maintenance Ltd
 09-Mar-23,Locksmith Maintenance Contracts,"£4,345.90",J.G. Eckersall
30-Mar-23,Payments to Other Police Authorities,"£4,343.09", GMCA (PCC for Greater Manchester) 
02-Mar-23,Garage Equipment,"£4,327.20",GSF Car Parts Limited
30-Mar-23,Rates,"£4,319.50", Liverpool City Council1 
 09-Mar-23,Electrical Reactive Maintenance,"£4,302.12",BAM FM Ltd
 09-Mar-23,Forensic Fees - General,"£4,276.21",Redacted
23-Mar-23,Equipment for prisoners,"£4,260.00", Charles Fellows Supplies Ltd 
 09-Mar-23,Maintenance of Dogs,"£4,200.00",West Midlands Police
 23-Mar-23,Services and Legal Expenses,"£4,153.32",Redacted
 23-Mar-23,Training Course Fees,"£4,148.40",College of Policing Limited
16-Mar-23,Support Staff-Temporary Staff Wages,"£4,147.08", Michael Page International Recruitment Limited 
02-Mar-23,Postages,"£4,146.68",Royal Mail
02-Mar-23, Vehicle Crash Repairs ,"£4,135.06",A P Fleet Services Ltd
02-Mar-23,Vehicle Crash Repairs,"£4,125.59",PJ Automotive Ltd
30-Mar-23,Training Course Fees,"£4,125.00", PCC for Norfolk 
23-Mar-23,Miscellaneous Contributions,"£4,118.90", West Yorkshire Combined Authority (WYCA) 
 09-Mar-23,Mechanical Reactive Maintenance,"£4,052.40",BAM FM Ltd
30-Mar-23,Building Quoted Works,"£3,989.26", Graham Asset Management Ltd 
30-Mar-23,Uniform and Clothing,"£3,960.00", Fitwell (NW) Ltd 
02-Mar-23,Vehicle Modifications,"£3,933.48",Redacted
 16-Mar-23,Technical Equipment,"£3,901.20",Redacted
 16-Mar-23,Electrical Reactive Maintenance,"£3,895.34",BAM FM Ltd
23-Mar-23,Locksmith Reactive Maintenance,"£3,876.36", J.G. Eckersall 
 09-Mar-23,Training Course Fees,"£3,870.70",College of Policing Limited
 16-Mar-23,Lubricants,"£3,840.00",TotalEnergies Marketing UK Limited
 09-Mar-23,Comp. Operations,"£3,837.38",Redacted
23-Mar-23,Uniform and Clothing,"£3,816.00", Yaffy Protective Clothing (Part of Mi Hub Ltd) 
30-Mar-23,Technical Equipment,"£3,815.26", Redacted 
 16-Mar-23,Payments to Other Police Authorities,"£3,774.04",Police and Crime Commissioner For Cumbria
 09-Mar-23,Mechanical Reactive Maintenance,"£3,738.24",BAM FM Ltd
30-Mar-23,Payments to Other Police Authorities,"£3,725.46", GMCA (PCC for Greater Manchester) 
 23-Mar-23,Vehicle Crash Repairs,"£3,713.57",PJ Automotive Ltd
03-Mar-23,Consultants Fees,"£3,696.70", Redacted 
 09-Mar-23,Forensic Fees - General,"£3,693.00",Redacted
 23-Mar-23,Consultants Fees,"£3,683.00",Home Office Shared Service Centre1
23-Mar-23,Waste Disposal,"£3,664.32", Suez Recycling and Recovery UK Ltd 
 16-Mar-23,Building Reactive Maintenance,"£3,646.38",Graham Asset Management Ltd
 16-Mar-23,S/W Licences,"£3,636.00",NLA Media Access Ltd
30-Mar-23,Call Charges,"£3,620.84", Gamma Telecom Ltd 
 16-Mar-23,Printing Stationery & Office Exps.,"£3,601.20",Liberty Services
30-Mar-23,Uniform and Clothing,"£3,599.10", Derby Unitex Limited 
 09-Mar-23,Forensic Fees - General,"£3,589.20",Redacted
 09-Mar-23,Vehicle Modifications,"£3,585.35",A P Fleet Services Ltd
 09-Mar-23,Training Course Fees,"£3,564.00",UKAS
30-Mar-23,Capital Asset Clearing A/c Intangibles,"£3,564.00", Softcat Plc 
30-Mar-23,Training Course Fees,"£3,561.60", Agilent Technologies LDA UK Ltd 
 16-Mar-23,Forensic Fees - General,"£3,556.80",Redacted
 09-Mar-23,Electrical Maintenance Contracts,"£3,555.42",BAM FM Ltd
02-Mar-23,Vehicle Crash Repairs,"£3,549.60",A P Fleet Services Ltd
 09-Mar-23,Electrical Reactive Maintenance,"£3,531.62",BAM FM Ltd
 16-Mar-23,Mechanical Reactive Maintenance,"£3,508.56",BAM FM Ltd
 16-Mar-23,Building Reactive Maintenance,"£3,505.96",Graham Asset Management Ltd
16-Mar-23,Forensic Fees - General,"£3,480.00", Redacted 
02-Mar-23,Payments to Other Police Authorities,"£3,453.00",Police and Crime Commissioner For Cumbria
23-Mar-23,Capital Asset Clearing A/C Plant & Equipment,"£3,450.00", Simpson Associates Information Services Ltd 
 23-Mar-23,Pathologists Fees,"£3,444.54",Redacted
 23-Mar-23,Pathologists Fees,"£3,444.54",Redacted
 23-Mar-23,Pathologists Fees,"£3,444.54",Redacted
30-Mar-23,Pathologists Fees,"£3,444.54", Redacted 
30-Mar-23,Pathologists Fees,"£3,444.54", Redacted 
 16-Mar-23,Diesel,"£3,437.81",Standard Fuel Oils Limited
16-Mar-23,Tyres & Tubes,"£3,425.64", Michelin Tyre PLC 
 09-Mar-23,Training Course Fees,"£3,400.00",West Yorkshire Combined Authority (WYCA)
 23-Mar-23,Operational Equipment,"£3,371.22",Redacted
30-Mar-23,Technical Equipment,"£3,366.00", Redacted 
02-Mar-23,Training Course Fees,"£3,360.00",Redacted
09-Mar-23,Forensic Fees - General,"£3,360.00", Redacted 
 09-Mar-23,Vehicle Repairs,"£3,354.85",Swansway Garages Ltd t/a Swansway Chester Peugeot
30-Mar-23,Technical Equipment,"£3,348.96", Redacted 
 16-Mar-23,Payment for Services,"£3,300.00",Redacted
23-Mar-23,Training Course Fees,"£3,300.00", Micro Systemation Ltd 
 16-Mar-23,Stable Requirements,"£3,292.00",CG Services Cheshire Limited t/a Barnyard Pet & Equestrian Supplies
 09-Mar-23,Payment for Services,"£3,270.60",Clearway Environmental Services (UK) Limited
 23-Mar-23,Technical Equipment,"£3,267.20",Redacted
 23-Mar-23,Pest Control,"£3,265.79",Ecolab Ltd
02-Mar-23,Building Reactive Maintenance,"£3,256.87",Graham Asset Management Ltd
 16-Mar-23,Building Reactive Maintenance,"£3,252.16",Graham Asset Management Ltd
 16-Mar-23,Forensic Fees - General,"£3,248.40",Redacted
 09-Mar-23,Tyres & Tubes,"£3,240.00",ATS Euromaster Ltd
 16-Mar-23,Tyres & Tubes,"£3,240.00",ATS Euromaster Ltd
02-Mar-23,Vehicle Police Equipment,"£3,238.20",DTec International Ltd
02-Mar-23,Training Course Fees,"£3,211.90",Redacted
02-Mar-23,H/W Purchases,"£3,206.40",CBC Computer Systems Ltd
 16-Mar-23,Lubricants,"£3,180.00",TotalEnergies Marketing UK Limited
02-Mar-23,Payment for Services,"£3,169.80",Harper Shaw Investigation Consultants Ltd
 16-Mar-23,Services and Legal Expenses,"£3,166.67",Collaborate Digital Ltd
30-Mar-23,Forensic Fees - General,"£3,160.70", Redacted 
30-Mar-23,Payment for Services,"£3,150.00", Redacted 
30-Mar-23,Mobile Data Costs,"£3,141.60", Telefonica UK Limited (O2) (41341813) 
 16-Mar-23,Prisoner Meals,"£3,116.54",BFS Group Limited t/a Bidvest Foodservice
 16-Mar-23,Consultants Fees,"£3,080.00",Redacted
23-Mar-23,S/W Licences,"£3,080.00", Redacted 
30-Mar-23,Rates,"£3,067.50", Liverpool City Council1 
 09-Mar-23,Equipment for prisoners,"£3,067.20",Charles Fellows Supplies Ltd
 23-Mar-23,Forensic Fees - General,"£3,051.60",Redacted
30-Mar-23,Printing Stationery & Office Exps.,"£3,042.00", Solon Security Ltd 
02-Mar-23,Comp. Operations,"£3,025.80",Redacted
30-Mar-23,Comp. Operations,"£3,025.80",Redacted
 16-Mar-23,Forensic Fees - General,"£3,016.32",Redacted
02-Mar-23,H/W Purchases,"£3,008.88",Insight Direct (UK) Ltd
 16-Mar-23,Pest Control,"£3,002.76",Ecolab Ltd
 16-Mar-23,Services and Legal Expenses,"£3,000.00",Redacted
 23-Mar-23,Services and Legal Expenses,"£3,000.00",Calico Enterprise Ltd t/a AFTA Thought Training Consultants
30-Mar-23,Training Course Fees,"£3,000.00", Emergency Services Training Centre Ltd 
 16-Mar-23,Training Course Fees,"£2,997.00",UKAS
23-Mar-23,Training Course Fees,"£2,994.00", Think Different Events Ltd 
 16-Mar-23,Vehicle Crash Repairs,"£2,966.59",Car Hospitals Ltd T/A Merseyside Car Hospital
 23-Mar-23,Forensic Fees - General,"£2,961.36",Redacted
09-Mar-23, Miscellaneous Contributions ,"£2,950.00",The Police & Crime Commissioner North Yorkshire
30-Mar-23,Building Reactive Maintenance,"£2,927.88", Graham Asset Management Ltd 
30-Mar-23,Building Reactive Maintenance,"£2,927.88", Graham Asset Management Ltd 
 09-Mar-23,Payment for Services,"£2,922.00",Suzy Lamplugh Trust
 23-Mar-23,Training Course Fees,"£2,922.00",Suzy Lamplugh Trust
 16-Mar-23,Training Course Fees,"£2,900.00",GMCA (PCC for Greater Manchester)
16-Mar-23,Maintenance of Dogs,"£2,899.75", Crown Pet Foods 
30-Mar-23,Pathologists Fees,"£2,886.62", Redacted 
 09-Mar-23,Pathologists Fees,"£2,880.74",Redacted
30-Mar-23,Pathologists Fees,"£2,880.74", Redacted 
30-Mar-23,Pathologists Fees,"£2,880.74", Redacted 
30-Mar-23,Pathologists Fees,"£2,880.74", Redacted 
30-Mar-23,Pathologists Fees,"£2,880.74", Redacted 
30-Mar-23,Pathologists Fees,"£2,880.74", Redacted 
30-Mar-23,Pathologists Fees,"£2,880.74", Redacted 
30-Mar-23,Pathologists Fees,"£2,880.74", Redacted 
30-Mar-23,Pathologists Fees,"£2,880.74", Redacted 
02-Mar-23,Training Course Fees,"£2,880.00",Redacted
 09-Mar-23,Training Course Fees,"£2,880.00",Redacted
 09-Mar-23,Forensic Fees - General,"£2,880.00",Redacted
 16-Mar-23,Training Course Fees,"£2,880.00",Forensic Analytics Ltd
 09-Mar-23,Pathologists Fees,"£2,863.10",Redacted
 16-Mar-23,Pathologists Fees,"£2,863.10",Redacted
30-Mar-23,Building Reactive Maintenance,"£2,855.88", Graham Asset Management Ltd 
23-Mar-23,Support Staff-Temporary Staff Wages,"£2,847.15", Reed Specialist Recruitment Ltd 
15-Mar-23,Services and Legal Expenses,"£2,842.25",Allstar
30-Mar-23,Building Reactive Maintenance,"£2,826.30", LCM Environmental Services Limited 
30-Mar-23,Building Reactive Maintenance,"£2,824.20", Graham Asset Management Ltd 
 23-Mar-23,Vehicle Modifications,"£2,814.00",SunGuard Solar Control Ltd
30-Mar-23,Miscellaneous Contributions,"£2,814.00", Lavat Consulting Ltd T/A PSTAX 
30-Mar-23,Pest Control,"£2,813.22", Ecolab Ltd 
 16-Mar-23,Comp. Consumeables,"£2,812.45",Warehouse Express Ltd t/a Wex Photographic
16-Mar-23,Building Reactive Maintenance,"£2,810.71", Graham Asset Management Ltd 
 16-Mar-23,Building Reactive Maintenance,"£2,810.71",Graham Asset Management Ltd
 16-Mar-23,Building Reactive Maintenance,"£2,810.71",Graham Asset Management Ltd
 16-Mar-23,Building Reactive Maintenance,"£2,810.71",Graham Asset Management Ltd
30-Mar-23,Forensic Fees - General,"£2,808.00", Redacted 
 23-Mar-23,Pest Control,"£2,801.38",Ecolab Ltd
 23-Mar-23,Pest Control,"£2,801.38",Ecolab Ltd
30-Mar-23,Rates,"£2,798.00", Liverpool City Council1 
 16-Mar-23,Forensic Fees - General,"£2,794.80",Redacted
 09-Mar-23,Furniture Purchases,"£2,789.57",Flexiform Business Furniture Limited
30-Mar-23,H/W Purchases,"£2,758.20", Insight Direct (UK) Ltd 
 09-Mar-23,Electrical Maintenance Contracts,"£2,756.14",BAM FM Ltd
 23-Mar-23,Services and Legal Expenses,"£2,750.00",Redacted
23-Mar-23,Training Course Fees,"£2,750.00", PCC for Norfolk 
 09-Mar-23,Payment for Services,"£2,749.50",Redacted
 09-Mar-23,Vehicle Parts,"£2,737.02",Halliwell Jones Ltd
 09-Mar-23,Consultants Fees,"£2,732.40",John Sandford Medical Ltd
02-Mar-23,Call Charges,"£2,726.40",Vodafone Ltd 70649252 (Formerly Cable & Wireless)
30-Mar-23,Call Charges,"£2,726.40", Vodafone Ltd 70649252 (Formerly Cable & Wireless) 
30-Mar-23,Forensic Fees - General,"£2,718.00", Redacted 
16-Mar-23,Uniform and Clothing,"£2,700.25", M C Products UK Ltd 
 23-Mar-23,Technical Equipment,"£2,700.00",Redacted
23-Mar-23,Equipment for prisoners,"£2,675.70", Charles Fellows Supplies Ltd 
02-Mar-23,Building Reactive Maintenance,"£2,673.10",Graham Asset Management Ltd
16-Mar-23,Training Course Fees,"£2,670.00", PolComm Training & Development Limited 
 16-Mar-23,Building Reactive Maintenance,"£2,640.31",Graham Asset Management Ltd
 16-Mar-23,Building Reactive Maintenance,"£2,640.31",Graham Asset Management Ltd
 16-Mar-23,Building Reactive Maintenance,"£2,640.31",Graham Asset Management Ltd
16-Mar-23, Building Reactive Maintenance ,"£2,640.31",Graham Asset Management Ltd
 16-Mar-23,Electrical Reactive Maintenance,"£2,633.40",BAM FM Ltd
 09-Mar-23,Comp. Consumeables,"£2,630.94",Warehouse Express Ltd t/a Wex Photographic
23-Mar-23,Service Charges,"£2,618.76", Boing Rapid Secure Ltd 
 09-Mar-23,Payment for Services,"£2,600.00",D Street Media CIC
 09-Mar-23,Support Staff-Temporary Staff Wages,"£2,572.32",Reed Specialist Recruitment Ltd
 09-Mar-23,Support Staff-Temporary Staff Wages,"£2,572.32",Reed Specialist Recruitment Ltd
 16-Mar-23,Support Staff-Temporary Staff Wages,"£2,572.32",Reed Specialist Recruitment Ltd
23-Mar-23,Support Staff-Temporary Staff Wages,"£2,572.32", Reed Specialist Recruitment Ltd 
23-Mar-23,Support Staff-Temporary Staff Wages,"£2,572.32", Reed Specialist Recruitment Ltd 
16-Mar-23,Capital Asset Clearing A/c Intangibles,"£2,570.00", Simpson Associates Information Services Ltd 
 16-Mar-23,Outsourced Contractors,"£2,560.97",Kier Business Services Limited
 09-Mar-23,Support Staff-Temporary Staff Wages,"£2,560.30",Reed Specialist Recruitment Ltd
 09-Mar-23,S/W Licences,"£2,544.00",Transoft Solutions (UK) Ltd
30-Mar-23,Medical Equipment,"£2,541.60", Kays Medical Limited 
 09-Mar-23,Services and Legal Expenses,"£2,540.00",LMI Trading Company Limited
02-Mar-23,Ex Gratia Payments,"£2,538.08",Redacted
 09-Mar-23,Computers,"£2,524.72",Micro Computer Consultants Ltd t/a MCC Computer St
02-Mar-23,Services and Legal Expenses,"£2,500.00", Redacted 
 16-Mar-23,Payment for Services,"£2,500.00",Liverpool City Council
 16-Mar-23,Services and Legal Expenses,"£2,500.00",Liverpool City Council (YOS Cycle Project)
30-Mar-23,Electrical Customer Spend,"£2,472.92", BAM FM Ltd 
30-Mar-23,Rates,"£2,470.50", Liverpool City Council1 
 16-Mar-23,Forensic Fees - General,"£2,465.72",Redacted
 16-Mar-23,Uniform and Clothing,"£2,462.50",Outdoor and Cycle Concepts Ltd t/a Cotswold Outdoor
 23-Mar-23,S/W Licences,"£2,454.77",Oracle Corporation Uk Ltd
 16-Mar-23,Forensic Fees - General,"£2,448.00",Redacted
 09-Mar-23,Building Maintenance Contracts,"£2,438.52",BAM FM Ltd
02-Mar-23,Training Course Fees,"£2,420.30",Redacted
30-Mar-23,Forensic Fees - General,"£2,413.87", Redacted 
29-Mar-23,Training Course Fees,"£2,396.00", Chainalysis Inc. 
30-Mar-23,Building Reactive Maintenance,"£2,385.56", Graham Asset Management Ltd 
 09-Mar-23,Forensic Fees - General,"£2,382.00",Redacted
 16-Mar-23,Payments to Local Authorities,"£2,381.00",Cooneen At Work Limited
02-Mar-23,Capital Asset Clearing A/c Intangibles,"£2,376.00",RJH Technical Consultancy Ltd
 16-Mar-23,Payment for Services,"£2,358.84",3Cubed Limited
09-Mar-23,Training Course Fees,"£2,348.40", College of Policing Limited 
 23-Mar-23,Training Course Fees,"£2,348.40",College of Policing Limited
30-Mar-23,H/W Purchases,"£2,334.48", Dell Corporation Ltd 
30-Mar-23,H/W Purchases,"£2,334.48", Dell Corporation Ltd 
 16-Mar-23,Vehicle Repairs,"£2,316.74",Swansway Garages Ltd t/a Swansway Chester Peugeot
 23-Mar-23,Uniform and Clothing,"£2,315.64",Giffard Newton & Sons Ltd
 16-Mar-23,Payments to Local Authorities,"£2,310.73",Cooneen At Work Limited
16-Mar-23,S/W Licences,"£2,304.00", PCC For Leicestershire 
23-Mar-23,Payment for Services,"£2,290.00", 3Cubed Limited 
30-Mar-23,Additional Vehicle Recharge,"£2,289.60", Automobile Association Developments Limited 
30-Mar-23,Building Maintenance Contracts,"£2,289.60", Graham Asset Management Ltd 
 09-Mar-23,Services and Legal Expenses,"£2,282.00",Wellness Hub
02-Mar-23,Training Course Fees,"£2,250.00",Mindfit
02-Mar-23,Vehicle Police Equipment,"£2,246.40",Redacted
23-Mar-23,Payment for Services,"£2,235.60", Clearway Environmental Services (UK) Limited 
 09-Mar-23,Mechanical Reactive Maintenance,"£2,229.85",BAM FM Ltd
23-Mar-23,Vehicle Police Equipment,"£2,222.40", Vision Unique Equipment Ltd 
02-Mar-23,Building Reactive Maintenance,"£2,222.10",Graham Asset Management Ltd
 16-Mar-23,Training Course Fees,"£2,215.00",College of Policing Limited
 09-Mar-23,Uniform and Clothing,"£2,206.69",Wm Sugden & Sons Ltd
30-Mar-23,Vehicle Licenses,"£2,205.00", Driver and Vehicle Licensing Agency 
02-Mar-23,Vehicle Parts,"£2,183.94",Robins & Day Parts North West
 09-Mar-23,Consultants Fees,"£2,170.60",Wirral MBC
22-Mar-23,Services and Legal Expenses,"£2,161.05",Allstar
 23-Mar-23,Tyres & Tubes,"£2,159.78",ATS Euromaster Ltd
 09-Mar-23,Electrical Maintenance Contracts,"£2,151.61",BAM FM Ltd
 09-Mar-23,Rents,"£2,151.00",Hoylake Parade Community Centre
 16-Mar-23,Additional Vehicle Recharge,"£2,148.00",Automobile Association Developments Limited
 16-Mar-23,Training Course Fees,"£2,136.00",Spanset Ltd
23-Mar-23,Training Course Fees,"£2,131.50", Skills For Justice Awards Ltd 
02-Mar-23,Medical Specialist,"£2,112.00",Gel Ltd t/a Healthwork
30-Mar-23,Building Reactive Maintenance,"£2,108.46", IS Consultancy T/A IS Group 
09-Mar-23,Event Costs,"£2,100.00", Select Business Gifts 
30-Mar-23,Forensic Fees - General,"£2,085.60", Redacted 
30-Mar-23,Rates,"£2,082.06", Liverpool City Council1 
 16-Mar-23,Pathologists Fees,"£2,080.23",Redacted
 16-Mar-23,Services and Legal Expenses,"£2,080.00",The Anthony Walker Foundation
 16-Mar-23,Electrical Reactive Maintenance,"£2,079.00",BAM FM Ltd
 23-Mar-23,Uniform and Clothing,"£2,072.28",Business Image Limited
23-Mar-23,Vehicle Parts,"£2,071.44", Liverpool TPS (108631) 
16-Mar-23, Forensic Fees - General ,"£2,067.00",Redacted
02-Mar-23,Support Staff-Temporary Staff Wages,"£2,057.85",Reed Specialist Recruitment Ltd
30-Mar-23,Uniform and Clothing,"£2,056.20", Toye Kenning & Spencer 
02-Mar-23,Additional Vehicle Recharge,"£2,052.00",Automobile Association Developments Limited
 09-Mar-23,Forensic Fees - General,"£2,047.99",Redacted
02-Mar-23,Vehicle Repairs,"£2,047.87",Johnsons Toyota Liverpool
 09-Mar-23,Ex Gratia Payments,"£2,043.00",Redacted
 16-Mar-23,Building Reactive Maintenance,"£2,038.52",Graham Asset Management Ltd
30-Mar-23,Rates,"£2,037.25", Liverpool City Council1 
 23-Mar-23,Uniform and Clothing,"£2,030.40",Business Image Limited
 09-Mar-23,Tyres & Tubes,"£2,024.67",ATS Euromaster Ltd
 09-Mar-23,Mechanical Reactive Maintenance,"£2,023.82",BAM FM Ltd
23-Mar-23,Technical Equipment,"£2,020.80", Redacted 
02-Mar-23,Services and Legal Expenses,"£2,000.00",Redacted
02-Mar-23,Services and Legal Expenses,"£2,000.00",Redacted
02-Mar-23,Services and Legal Expenses,"£2,000.00",Redacted
02-Mar-23,Services and Legal Expenses,"£2,000.00",Redacted
 09-Mar-23,Services and Legal Expenses,"£2,000.00",Redacted
 16-Mar-23,Services and Legal Expenses,"£2,000.00",Newton-le-Willows Football Club
 16-Mar-23,Services and Legal Expenses,"£2,000.00",Redacted
 23-Mar-23,Services and Legal Expenses,"£2,000.00",Newton Storm ARLFC
30-Mar-23,Training Course Fees,"£2,000.00", University of Liverpool 
30-Mar-23,Training Course Fees,"£2,000.00", The University of Liverpool 
02-Mar-23,Vehicle Crash Repairs,"£1,992.10",Rybrook Cars Ltd ( Volvo )
30-Mar-23,Cleaning and Domestic Supplies,"£1,988.17", Arrow County Supplies 
02-Mar-23,Services and Legal Expenses,"£1,985.00",Redacted
30-Mar-23,Building Reactive Maintenance,"£1,983.64", Graham Asset Management Ltd 
23-Mar-23,Payment for Services,"£1,980.36", Solon Security Ltd 
23-Mar-23,Hired Vehicles,"£1,975.81", Arnold Clark Finance Ltd 
02-Mar-23,Services and Legal Expenses,"£1,970.00",Earlestown Thrive
02-Mar-23,Operational Equipment,"£1,949.40",Redacted
 16-Mar-23,Building Reactive Maintenance,"£1,946.65",Graham Asset Management Ltd
 09-Mar-23,Medical Specialist,"£1,944.00",Gel Ltd t/a Healthwork
 16-Mar-23,Uniform and Clothing,"£1,942.22",Brigantes Consulting Ltd
 09-Mar-23,Vehicle Repairs,"£1,939.38",Swansway Garages Ltd t/a Swansway Chester Peugeot
 09-Mar-23,Forensic Fees - General,"£1,932.00",Redacted
23-Mar-23,Locksmith Reactive Maintenance,"£1,910.24", J.G. Eckersall 
09-Mar-23,Forensic Fees - General,"£1,904.22", Redacted 
 09-Mar-23,Uniform and Clothing,"£1,898.40",Outdoor and Cycle Concepts Ltd t/a Cotswold Outdoor
 09-Mar-23,Ex Gratia Payments,"£1,896.00",Redacted
23-Mar-23,Uniform and Clothing,"£1,894.80", Tailored Image Limited 
 16-Mar-23,Consultants Fees,"£1,890.00",Social & Market Strategic Research Ltd
23-Mar-23,Forensic Fees - General,"£1,890.00", Redacted 
08-Mar-23,Direct Transport Costs,"£1,878.27",Allstar
 09-Mar-23,Uniform and Clothing,"£1,878.00",Yaffy Protective Clothing (Part of Mi Hub Ltd)
02-Mar-23,Building Reactive Maintenance,"£1,870.52",Graham Asset Management Ltd
02-Mar-23,Forensic Fees - General,"£1,869.68",Redacted
 09-Mar-23,H/W Purchases,"£1,867.32",Insight Direct (UK) Ltd
 16-Mar-23,Services and Legal Expenses,"£1,860.00",Domestic Abuse WA12 C.I.C.
30-Mar-23,Ex Gratia Payments,"£1,855.00", Redacted 
30-Mar-23,Uniform and Clothing,"£1,852.04", Endura Ltd 
 16-Mar-23,Building Reactive Maintenance,"£1,839.06",Graham Asset Management Ltd
 23-Mar-23,Refreshments,"£1,835.46",Hamer Inc. Ltd t/a Impact Catering
 23-Mar-23,Payment for Services,"£1,814.40",Redacted
 16-Mar-23,Forensic Fees - General,"£1,812.00",Redacted
30-Mar-23,Cleaning and Domestic Supplies,"£1,801.32", Arrow County Supplies 
02-Mar-23,Training Course Fees,"£1,800.00",Redacted
 09-Mar-23,Payment for Services,"£1,800.00",67-70 Design Web Advertising
 23-Mar-23,Medical Specialist,"£1,800.00",UrOnyx Ltd
23-Mar-23,Payment for Services,"£1,798.20", UKAS 
22-Mar-23,S/W Licences,"£1,795.00", Redacted 
30-Mar-23,Vehicle Repairs,"£1,793.35", Johnsons Toyota Liverpool 
 09-Mar-23,Vehicle Licenses,"£1,790.00",Driver and Vehicle Licensing Agency
 16-Mar-23,Firearms,"£1,782.00",Redacted
 16-Mar-23,Building Reactive Maintenance,"£1,779.94",Graham Asset Management Ltd
 09-Mar-23,Electrical Reactive Maintenance,"£1,774.31",BAM FM Ltd
02-Mar-23,Comp. Operations,"£1,766.28",Redacted
 16-Mar-23,Technical Equipment,"£1,764.16",Redacted
02-Mar-23,Building Reactive Maintenance,"£1,760.80",Graham Asset Management Ltd
01-Mar-23,Direct Transport Costs,"£1,751.59",Allstar
 09-Mar-23,Payment for Services,"£1,749.50",J & S Accessories Ltd
23-Mar-23,Protective Clothing,"£1,743.91", Elis UK 
30-Mar-23,Building Reactive Maintenance,"£1,731.44", Graham Asset Management Ltd 
23-Mar-23,Training Course Fees,"£1,728.60", Reax Limited 
02-Mar-23,Prisoner Meals,"£1,719.96",BFS Group Limited t/a Bidvest Foodservice
02-Mar-23,Vehicle Parts,"£1,706.72",eStar Truck and Van Ltd
 16-Mar-23,Printing Stationery & Office Exps.,"£1,702.08",ACS Business Supplies Ltd
30-Mar-23,Technical Equipment,"£1,698.58", Redacted 
 16-Mar-23,Forensic Fees - General,"£1,698.00",Redacted
 09-Mar-23,Electrical Maintenance Contracts,"£1,693.67",BAM FM Ltd
 09-Mar-23,Electrical Reactive Maintenance,"£1,693.38",BAM FM Ltd
23-Mar-23,Forensic Fees - General,"£1,689.84", Redacted 
 23-Mar-23,Mechanical Maintenance Contracts,"£1,684.72",BAM FM Ltd
02-Mar-23,Payment for Services,"£1,683.00",Select Business Gifts
02-Mar-23,Training Course Fees,"£1,682.80",Redacted
 09-Mar-23,Building Reactive Maintenance,"£1,679.36",Redacted
02-Mar-23,Building Reactive Maintenance,"£1,671.28",Graham Asset Management Ltd
