Payment Date,Description,Gross Amount,Supplier Name
 12-Jan-23,Forensic Fees - General,"£14,800.44",Redacted
18-Jan-23, Direct Transport Costs ,"£14,769.38",Allstar
 26-Jan-23,Electrical Reactive Maintenance,"£14,603.66",BAM FM Ltd
 12-Jan-23, Services and Legal Expenses ,"£14,352.00",The Brain Charity
 12-Jan-23,Diesel,"£14,284.20",Standard Fuel Oils Limited
 19-Jan-23,Forensic Fees - General,"£14,129.95",Redacted
 12-Jan-23,Capital Asset Clearing A/C Plant & Equipment,"£14,006.40",Redacted
 05-Jan-23,Outsourced Contractors,"£13,800.00",HKS IT Consultants Ltd
 19-Jan-23,Operational Equipment,"£13,572.00",Redacted
 26-Jan-23,Uniform Casual User Mileage,"£13,560.00",Pertemps Professional Development Ltd
 26-Jan-23,Equipment Purchases,"£13,475.33",Tuskerdirect limited
 26-Jan-23,Waste Disposal,"£13,408.50",Suez Recycling and Recovery UK Ltd
 19-Jan-23, Services and Legal Expenses ,"£13,320.72",Redacted
 19-Jan-23,Forensic Fees - General,"£13,127.15",Redacted
12-Jan-23,Support Staff Pensions Increase,"£12,989.97", Wirral MBC 
 05-Jan-23,Technical Equipment,"£12,720.00",Redacted
 26-Jan-23,Waste Disposal,"£12,695.17",Suez Recycling and Recovery UK Ltd
 19-Jan-23, Services and Legal Expenses ,"£12,655.96",Bruntwood Estates Limited
 26-Jan-23,Vehicle Crash Repairs,"£12,582.68",BMC Mechanical LTD
 26-Jan-23,Mechanical Reactive Maintenance,"£12,546.02",BAM FM Ltd
11-Jan-23, Services and Legal Expenses ,"£12,508.39",Allstar
 12-Jan-23,Equipment Purchases,"£12,480.00",Halfords Ltd
 26-Jan-23,Rents,"£12,332.07",Merseyside Police Federation
 12-Jan-23,Forensic Fees - General,"£11,919.60",Redacted
 12-Jan-23,Payment for Services,"£11,586.24",PCC for Norfolk
 12-Jan-23, Services and Legal Expenses ,"£11,472.01",Redacted
 19-Jan-23,Diesel,"£11,359.76",Standard Fuel Oils Limited
 12-Jan-23,Training Course Fees,"£11,250.00",Mindfit
 05-Jan-23,Technical Equipment,"£11,038.00",Redacted
05-Jan-23,Support Staff-Temporary Staff Wages,"£10,800.00", Redacted 
 05-Jan-23,Forensic Fees - General,"£10,695.48",Redacted
 12-Jan-23,Diesel,"£10,529.71",Standard Fuel Oils Limited
 05-Jan-23,Rates,"£10,342.00",St Helens MBC
 19-Jan-23,Medical Counselling,"£10,290.00",Redacted
 12-Jan-23,Outsourced Contractors,"£10,260.00",Solus Management Limited
 26-Jan-23,Capital Asset Clearing A/c Building,"£10,235.77",Mace Limited
 19-Jan-23,Forensic Fees - General,"£10,173.60",Redacted
 12-Jan-23,Payments to Local Authorities,"£10,000.00",Wirral MBC
 12-Jan-23,CID General Expenses,"£10,000.00",Redacted
 19-Jan-23, Services and Legal Expenses ,"£10,000.00",Redacted
 05-Jan-23, Services and Legal Expenses ,"£9,882.50",Merseyside Youth Association Ltd
 05-Jan-23,Comp. Operations,"£9,871.46",Redacted
 19-Jan-23,Forensic Fees - General,"£9,793.20",Redacted
 26-Jan-23,Capital Asset Clearing A/C Plant & Equipment,"£9,790.80",Dart Systems Limited
 19-Jan-23,Payment for Services,"£9,771.60",Deakin Associates Ltd
 12-Jan-23,Capital Asset Clearing A/C Plant & Equipment,"£9,763.46",EE Limited (51054848)
 12-Jan-23,Training Course Fees,"£9,600.00",Police and Crime Commissioner For Lancashire
 05-Jan-23,Diesel,"£9,599.05",Standard Fuel Oils Limited
 19-Jan-23,H/W Purchases,"£9,560.88",Corptel Corporate Direct (Europe) Ltd
 12-Jan-23,Diesel,"£9,549.50",Standard Fuel Oils Limited
 19-Jan-23,Technical Equipment,"£9,330.90",Redacted
 12-Jan-23,Forensic Fees - General,"£9,225.00",Redacted
 19-Jan-23, Services and Legal Expenses ,"£9,086.25",Liverpool City Council (YOS Cycle Project)
 05-Jan-23,Forensic Fees - General,"£9,008.59",Redacted
 05-Jan-23,Payment for Services,"£9,000.00",Star-SLA
 26-Jan-23,Electricity General Tariffs,"£8,943.69",Leep Electricity Services Ltd
 12-Jan-23,Legal Charges/Counsel Fees,"£8,856.60",TLT LLP
 12-Jan-23,Capital Asset Clearing A/c Intangibles,"£8,820.00",Redacted
 05-Jan-23, Services and Legal Expenses ,"£8,660.40",Redacted
 12-Jan-23,Building Reactive Maintenance,"£8,595.00",Lucion Environmental Ltd
16-Jan-23, Services and Legal Expenses ,"£8,362.00",HM Courts & Tribunals Service
 12-Jan-23,Diesel,"£8,269.80",Standard Fuel Oils Limited
 19-Jan-23,Forensic Fees - General,"£8,232.65",Redacted
 05-Jan-23,Equipment for prisoners,"£8,179.20",Charles Fellows Supplies Ltd
 12-Jan-23,Technical Equipment,"£8,105.63",PPLPRS Ltd
 19-Jan-23,Training Course Fees,"£7,943.65",Warwick University Training Limited
 26-Jan-23,Consultants Fees,"£7,937.03",Experian Ltd
 05-Jan-23,Vehicle Crash Repairs,"£7,832.47",R2U Limited (Accident Repair Centre)
 26-Jan-23,Mobile Data Costs,"£7,820.79",EE Ltd (Airtime)
 05-Jan-23,Comp. Operations,"£7,722.85",Redacted
 05-Jan-23,Electricity General Tariffs,"£7,669.58",Leep Electricity Services Ltd
 05-Jan-23,Vehicle Crash Repairs,"£7,661.17",BMC Mechanical LTD
 12-Jan-23,Medical Specialist,"£7,578.65",Duradiamond Healthcare Ltd
 19-Jan-23, Services and Legal Expenses ,"£7,500.00",Redacted
 12-Jan-23,Uniform and Clothing,"£7,465.80",Hideout Leather (2001) Ltd
 26-Jan-23,Mechanical Reactive Maintenance,"£7,396.26",BAM FM Ltd
 12-Jan-23,Diesel,"£7,293.00",Standard Fuel Oils Limited
 26-Jan-23,Payment for Services,"£7,237.18",GMCA (PCC for Greater Manchester)
 12-Jan-23,Diesel,"£7,215.78",Standard Fuel Oils Limited
 26-Jan-23,Data Network,"£7,215.70",EE Ltd (Airtime)
 19-Jan-23,Training Course Fees,"£7,171.20",Redacted
 26-Jan-23,Uniform and Clothing,"£7,129.37",Wm Sugden & Sons Ltd
 26-Jan-23,Payments to Other Police Authorities,"£6,987.50",GMCA (PCC for Greater Manchester)
 19-Jan-23,Miscellaneous Contributions,"£6,971.00",West Mercia Police & Crime Commissioner
 19-Jan-23,Consultants Fees,"£6,912.00",Redacted
 26-Jan-23,Payment for Services,"£6,840.00",Acume Forensics Ltd
 05-Jan-23,Rates,"£6,758.00",St Helens MBC
 05-Jan-23,Stable Requirements,"£6,698.64",Redacted
 05-Jan-23,Postages,"£6,600.19",Pitney Bowes Purchase Power/PrePay (postages)
 26-Jan-23,Data Network,"£6,600.00",Merseytravel
 05-Jan-23,Equipment for prisoners,"£6,594.00",Thomas Kneale & Co. Limited
 12-Jan-23,Forensic Fees - General,"£6,462.00",Redacted
16-Jan-23, Services and Legal Expenses ,"£6,328.00",HM Courts & Tribunals Service
 12-Jan-23, Services and Legal Expenses ,"£6,304.84",Redacted
 26-Jan-23,Medical Counselling,"£6,300.00",Redacted
 12-Jan-23,Forensic Fees - General,"£6,292.80",Redacted
 05-Jan-23,Support Staff-Temporary Staff Wages,"£6,270.00",Reed Specialist Recruitment/Talent Solutions Ltd
 05-Jan-23,Support Staff-Temporary Staff Wages,"£6,270.00",Reed Specialist Recruitment/Talent Solutions Ltd
 12-Jan-23,Forensic Fees - General,"£6,264.00",Redacted
 05-Jan-23, Services and Legal Expenses ,"£6,143.40",Redacted
 12-Jan-23,Forensic Fees - General,"£6,087.00",Redacted
 19-Jan-23,Forensic Fees - General,"£6,078.00",Redacted
19-Jan-23,Forensic Fees - General,"£6,072.00", Redacted 
 19-Jan-23,Forensic Fees - General,"£6,066.00",Redacted
 12-Jan-23,Vehicle Crash Repairs,"£6,054.04",R2U Limited (Accident Repair Centre)
 12-Jan-23,Diesel,"£6,014.40",Standard Fuel Oils Limited
 12-Jan-23,Rents,"£6,000.00",St Helens MBC
 12-Jan-23, Services and Legal Expenses ,"£6,000.00",Redacted
 19-Jan-23,Payment for Services,"£6,000.00",Uniform Communications Limited
 12-Jan-23,Vehicle Parts,"£5,998.80",The Oil Lab Ltd
 26-Jan-23,Mechanical Reactive Maintenance,"£5,986.20",BAM FM Ltd
 05-Jan-23,Forensic Fees - General,"£5,961.60",Redacted
 12-Jan-23,Payment for Services,"£5,920.00",Mode Training Ltd
 26-Jan-23,Waste Disposal,"£5,919.85",Citron Hygiene UK LLtd
 26-Jan-23,Diesel,"£5,903.30",Standard Fuel Oils Limited
 26-Jan-23,Diesel,"£5,846.38",Standard Fuel Oils Limited
 26-Jan-23,General Subscriptions,"£5,760.00",Thames Valley Partnership
 19-Jan-23,Uniform and Clothing,"£5,686.08",Yaffy Protective Clothing (Part of Mi Hub Ltd)
 26-Jan-23,Vehicle Licenses,"£5,667.00",Driver and Vehicle Licensing Agency
 19-Jan-23,District Audit Fee,"£5,656.60",Grant Thornton UK LLP
 05-Jan-23,Data Line Rentals,"£5,591.56",Virgin Media Ltd (00197009)
 19-Jan-23,Diesel,"£5,530.73",Standard Fuel Oils Limited
 12-Jan-23,Event Costs,"£5,504.70",Jockey Club Racecourse Ltd
 05-Jan-23,Rates,"£5,478.00",Sefton MBC (Rates Account) 93226667
 19-Jan-23,Vehicle Repairs,"£5,472.00",Abba Commercials Limited
 05-Jan-23,Technical Equipment,"£5,382.00",Redacted
 05-Jan-23,Postages,"£5,327.98",Royal Mail
 12-Jan-23, Services and Legal Expenses ,"£5,250.00",Redacted
 26-Jan-23,Waste Disposal,"£5,180.54",Suez Recycling and Recovery UK Ltd
 12-Jan-23,Forensic Fees - General,"£5,154.00",Redacted
 05-Jan-23,Consultants Fees,"£5,148.00",Diligence international LLC
 19-Jan-23,Postages,"£5,146.77",Pitney Bowes Purchase Power/PrePay (postages)
 12-Jan-23,Support Staff Pensions Increase,"£5,132.21",Wirral MBC
 05-Jan-23,Technical Equipment,"£5,115.48",Redacted
 12-Jan-23,Building Programmed Maintenance,"£5,073.95",Greenmount Projects Limited
 19-Jan-23,Support Staff-Temporary Staff Wages,"£5,035.74",Michael Page International Recruitment Limited
 12-Jan-23,Forensic Fees - General,"£4,978.80",Redacted
 12-Jan-23,Payment for Services,"£4,920.00",Mode Training Ltd
 12-Jan-23, Services and Legal Expenses ,"£4,900.00",Wallasey Amateur Boxing Club
 19-Jan-23, Services and Legal Expenses ,"£4,900.00",Redacted
 26-Jan-23,Payment for Services,"£4,868.52",Protagaras
 19-Jan-23,Service Charges,"£4,839.00",Boing Rapid Secure Ltd
 12-Jan-23,Prisoner Meals,"£4,836.18",BFS Group Limited t/a Bidvest Foodservice
 26-Jan-23,Training Course Fees,"£4,760.00",College of Policing Limited
 12-Jan-23,H/W Purchases,"£4,668.95",Dell Corporation Ltd
 05-Jan-23,Comp. Operations,"£4,609.80",Redacted
 26-Jan-23,Electrical Reactive Maintenance,"£4,522.34",BAM FM Ltd
 19-Jan-23,Forensic Fees - General,"£4,500.00",Redacted
11-Jan-23, Services and Legal Expenses ,"£4,500.00",MerseyTravel
 19-Jan-23,Postages,"£4,470.77",Royal Mail
 19-Jan-23,Payments to Other Police Authorities,"£4,438.68",Redacted
 19-Jan-23,Building Reactive Maintenance,"£4,426.10",Graham Asset Management Ltd
 05-Jan-23,Diesel,"£4,375.80",Standard Fuel Oils Limited
 05-Jan-23,Horticultural Maintenance,"£4,352.60",Countrywide Grounds Maintenance Ltd
 26-Jan-23,Horticultural Maintenance,"£4,352.60",Countrywide Grounds Maintenance Ltd
 05-Jan-23,Rates,"£4,275.00",Sefton MBC (Rates Account) 93226667
 19-Jan-23, Services and Legal Expenses ,"£4,246.60",Redacted
 26-Jan-23,Uniform and Clothing,"£4,242.00",Arktis Endurance Textiles Limited
 19-Jan-23,Service Charges,"£4,229.52",Boing Rapid Secure Ltd
 12-Jan-23,Miscellaneous Contributions,"£4,201.75",Thomson Reuters
 19-Jan-23, Services and Legal Expenses ,"£4,200.00",Redacted
31-Jan-23, Services and Legal Expenses ,"£4,071.92",Commercial Card
 26-Jan-23,Payment for Services,"£4,049.50",BFS Group Limited t/a Bidvest Foodservice
 12-Jan-23, Services and Legal Expenses ,"£4,000.00",Redacted
 19-Jan-23, Services and Legal Expenses ,"£4,000.00",Redacted
 26-Jan-23, Services and Legal Expenses ,"£4,000.00",Redacted
 05-Jan-23,Rates,"£3,917.00",Sefton MBC (Rates Account) 93226667
 12-Jan-23,Tyres & Tubes,"£3,893.93",Michelin Tyre PLC
 19-Jan-23,Forensic Fees - General,"£3,841.96",Redacted
 05-Jan-23,Training Course Fees,"£3,840.00",Redacted
 19-Jan-23,Capital Asset Clearing A/C Plant & Equipment,"£3,833.97",Switchshop Ltd
 12-Jan-23,Forensic Fees - General,"£3,798.00",Redacted
 05-Jan-23,Support Staff-Temporary Staff Wages,"£3,762.00",Reed Specialist Recruitment/Talent Solutions Ltd
 19-Jan-23,Garage Equipment,"£3,708.00",Hav Control Ltd
 19-Jan-23,Forensic Fees - General,"£3,678.00",Redacted
 05-Jan-23,Training Course Fees,"£3,667.90",College of Policing Limited
 19-Jan-23,Forensic Fees - General,"£3,665.14",Redacted
 26-Jan-23,Payment for Services,"£3,648.96",Dutysheet Ltd
 05-Jan-23,Payments to Other Police Authorities,"£3,629.28",Redacted
 12-Jan-23,Technical Equipment,"£3,606.75",Redacted
 12-Jan-23,Vehicle Repairs,"£3,600.83",Redacted
 26-Jan-23,Rents,"£3,600.00",Maghull Town Council
 12-Jan-23,Forensic Fees - General,"£3,564.00",Redacted
 19-Jan-23, Services and Legal Expenses ,"£3,543.96",Redacted
26-Jan-23,Tyres & Tubes,"£3,540.08", Michelin Tyre PLC 
 12-Jan-23,Vehicle Crash Repairs,"£3,533.08",PJ Automotive Ltd
 19-Jan-23,Donations,"£3,516.02",Community Foundation for Lancashire and Merseyside (High Sheriff Tst)
 05-Jan-23, Services and Legal Expenses ,"£3,500.00",Redacted
 12-Jan-23,Payment for Services,"£3,487.50",Planning Express Limited
 12-Jan-23,Technical Equipment,"£3,422.76",Redacted
 05-Jan-23,Rates,"£3,379.00",Sefton MBC (Rates Account) 93226667
 19-Jan-23, Services and Legal Expenses ,"£3,300.00",Redacted
16-Jan-23, Services and Legal Expenses ,"£3,272.00",HM Courts & Tribunals Service
 26-Jan-23,Waste Disposal,"£3,243.07",Suez Recycling and Recovery UK Ltd
 19-Jan-23,Training Course Fees,"£3,168.00",The ATACC Group Ltd
 26-Jan-23,Electrical Reactive Maintenance,"£3,160.49",BAM FM Ltd
 12-Jan-23,Vehicle Crash Repairs,"£3,153.58",PJ Automotive Ltd
 19-Jan-23,Mobile Data Costs,"£3,141.60",Telefonica UK Limited (O2) (41341813)
 19-Jan-23,Forensic Fees - General,"£3,098.76",Redacted
 05-Jan-23, Services and Legal Expenses ,"£3,065.40",Redacted
 26-Jan-23,Miscellaneous Expenses,"£3,060.31",Agiito Ltd
 05-Jan-23,Forensic Fees - General,"£3,042.00",Redacted
 26-Jan-23,Vehicle Repairs,"£3,018.10",Swansway Garages Ltd t/a Swansway Chester Peugeot
 12-Jan-23,Training Course Fees,"£3,018.00",College of Policing Limited
 12-Jan-23,Diesel,"£3,007.20",Standard Fuel Oils Limited
 19-Jan-23,S/W Licences,"£3,000.00",CBC Computer Systems Ltd
 19-Jan-23, Services and Legal Expenses ,"£3,000.00",Redacted
 26-Jan-23, Services and Legal Expenses ,"£3,000.00",Redacted
 19-Jan-23,Payments to Other Police Authorities,"£2,991.76",Mayor`s Office for Policing and Crime
 05-Jan-23,Support Staff-Temporary Staff Wages,"£2,920.32",Reed Specialist Recruitment Ltd
 05-Jan-23,Support Staff-Temporary Staff Wages,"£2,920.32",Reed Specialist Recruitment Ltd
 26-Jan-23,Electrical Reactive Maintenance,"£2,907.08",BAM FM Ltd
 12-Jan-23,Pathologists Fees,"£2,886.62",Redacted
 12-Jan-23,Pathologists Fees,"£2,880.74",Redacted
 12-Jan-23,Pathologists Fees,"£2,880.74",Redacted
 12-Jan-23,Pathologists Fees,"£2,880.74",Redacted
 12-Jan-23, Services and Legal Expenses ,"£2,880.00",Redacted
 19-Jan-23,Diesel,"£2,862.54",Standard Fuel Oils Limited
 05-Jan-23,Medical Equipment,"£2,846.59",Kays Medical Limited
 12-Jan-23,Forensic Fees - General,"£2,820.00",Redacted
 12-Jan-23,Vehicle Parts,"£2,811.77",Robins & Day Parts North West
 12-Jan-23,Forensic Fees - General,"£2,806.58",Redacted
 26-Jan-23,Operational Equipment,"£2,786.40",Redacted
 19-Jan-23,Vehicle Crash Repairs,"£2,756.74",A P Fleet Services Ltd
 05-Jan-23,Call Charges,"£2,726.40",Vodafone Ltd 70649252 (Formerly Cable & Wireless)
12-Jan-23,Forensic Fees - General,"£2,725.14", Redacted 
05-Jan-23,Support Staff-Temporary Staff Wages,"£2,700.00", OH Medical Recruitment Ltd 
 05-Jan-23,Support Staff-Temporary Staff Wages,"£2,700.00",OH Medical Recruitment Ltd
 26-Jan-23,Electrical Customer Spend,"£2,679.65",BAM FM Ltd
 19-Jan-23,Vehicle Repairs,"£2,625.11",Peoples Liverpool Limited
 26-Jan-23,Payment for Services,"£2,624.02",3Cubed Limited
 19-Jan-23,Support Staff-Temporary Staff Wages,"£2,610.72",Reed Specialist Recruitment Ltd
 19-Jan-23,Support Staff-Temporary Staff Wages,"£2,610.72",Reed Specialist Recruitment Ltd
 19-Jan-23,Support Staff-Temporary Staff Wages,"£2,610.72",Reed Specialist Recruitment Ltd
 19-Jan-23,Support Staff-Temporary Staff Wages,"£2,610.72",Reed Specialist Recruitment Ltd
 05-Jan-23, Services and Legal Expenses ,"£2,600.00",Redacted
 19-Jan-23,Vehicle Repairs,"£2,599.99",eStar Truck and Van Ltd
 19-Jan-23,Support Staff-Temporary Staff Wages,"£2,596.92",Reed Specialist Recruitment Ltd
 19-Jan-23,Support Staff-Temporary Staff Wages,"£2,596.92",Reed Specialist Recruitment Ltd
 19-Jan-23,Payment for Services,"£2,592.00",Redacted
 26-Jan-23,Electrical Reactive Maintenance,"£2,547.80",BAM FM Ltd
 05-Jan-23,Rates,"£2,520.00",Sefton MBC (Rates Account) 93226667
 19-Jan-23,Postages,"£2,519.98",Royal Mail
 26-Jan-23,Forensic Fees - General,"£2,516.40",Redacted
 19-Jan-23, Services and Legal Expenses ,"£2,500.00",Redacted
 26-Jan-23, Services and Legal Expenses ,"£2,500.00",Redacted
 19-Jan-23,Waste Disposal,"£2,468.40",Citron Hygiene UK LLtd
 26-Jan-23,Forensic Fees - General,"£2,457.60",Redacted
 05-Jan-23,Uniform Casual User Mileage,"£2,456.25",Reed Specialist Recruitment Ltd
 05-Jan-23,Uniform Casual User Mileage,"£2,456.25",Reed Specialist Recruitment Ltd
 05-Jan-23,Payments to Other Police Authorities,"£2,454.52",Redacted
 05-Jan-23,Support Staff-Temporary Staff Wages,"£2,452.32",Redacted
 12-Jan-23,Technical Equipment,"£2,437.90",Redacted
 12-Jan-23,Catering Service,"£2,436.18",BFS Group Limited t/a Bidvest Foodservice
 19-Jan-23,Capital Asset Clearing A/C Plant & Equipment,"£2,432.40",GVAV Limited
 19-Jan-23,Payment for Services,"£2,399.16",Solon Security Ltd
 05-Jan-23,Training Course Fees,"£2,388.00",The Knowledge Academy
 05-Jan-23,Support Staff-Temporary Staff Wages,"£2,369.76",Michael Page International Recruitment Limited
 19-Jan-23,Forensic Fees - General,"£2,354.44",Redacted
 19-Jan-23,Data Line Rentals,"£2,335.20",Vodafone Ltd 70649252 (Formerly Cable & Wireless)
 26-Jan-23,H/W Purchases,"£2,296.32",Motorola Ltd
 05-Jan-23,S/W Licences,"£2,286.38",Softcat Ltd
 26-Jan-23,Electrical Reactive Maintenance,"£2,283.60",BAM FM Ltd
 12-Jan-23,Technical Equipment,"£2,267.44",Redacted
 19-Jan-23,Payments to Other Police Authorities,"£2,263.66",Hideout Leather (2001) Ltd
 26-Jan-23,Medical Equipment,"£2,262.29",Kays Medical Limited
 12-Jan-23,Diesel,"£2,255.40",Standard Fuel Oils Limited
 26-Jan-23,Vehicle Police Equipment,"£2,246.40",Vision Unique Equipment Ltd
 05-Jan-23,Vehicle Crash Repairs,"£2,235.44",BMC Mechanical LTD
 26-Jan-23,Data Line Rentals,"£2,227.08",3Cubed Limited
 12-Jan-23,Forensic Fees - General,"£2,220.00",Redacted
 12-Jan-23,Training Course Fees,"£2,215.20",Site Safe Traffic Solutions Limited
 26-Jan-23,Vehicle Crash Repairs,"£2,191.36",BMC Mechanical LTD
 12-Jan-23,Forensic Fees - General,"£2,190.00",Redacted
