Body Name,Body,Service Area Categorisation,Service Division Categorisation,Responsible Unit,Expenses Type,Detailed Expenses Type,Payment Date,Transaction Number,Payment Amount,Supplier Type,Supplier Name,Supplier Id
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,683.2,SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,713.7,SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Joint authorities,23-Aug-24,6801448,732,SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Joint authorities,23-Aug-24,6801448,732,SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,732,SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,732,SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,768.6,SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,01-Aug-24,6797358,"1,035.84",SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,01-Aug-24,6797358,"1,062.84",SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,01-Aug-24,6797358,"1,062.84",SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,01-Aug-24,6797358,"1,062.84",SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,01-Aug-24,6797358,"1,176.60",SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,01-Aug-24,6797358,"1,176.60",SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,768.6,SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,768.6,SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,768.6,SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,780.8,SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,22-Aug-24,6801285,256.2,LIMITED COMPANY,FIRST IN CARE SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,22-Aug-24,6801285,341.6,LIMITED COMPANY,FIRST IN CARE SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,22-Aug-24,6801285,341.6,LIMITED COMPANY,FIRST IN CARE SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,22-Aug-24,6801285,414.8,LIMITED COMPANY,FIRST IN CARE SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,22-Aug-24,6801285,683.2,LIMITED COMPANY,FIRST IN CARE SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,22-Aug-24,6801285,969.9,LIMITED COMPANY,FIRST IN CARE SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,22-Aug-24,6801285,982.1,LIMITED COMPANY,FIRST IN CARE SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,22-Aug-24,6801285,"1,024.80",LIMITED COMPANY,FIRST IN CARE SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,22-Aug-24,6801285,"1,122.40",LIMITED COMPANY,FIRST IN CARE SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,22-Aug-24,6801285,"1,366.40",LIMITED COMPANY,FIRST IN CARE SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,22-Aug-24,6801285,"1,561.60",LIMITED COMPANY,FIRST IN CARE SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Mental Health Support Older People (65 - 74),Adult Care,Third Party Payments,Other establishments,02-Aug-24,6797528,96,SUPPLIER,FOUR DOZEN LIMITED T/A BLUEBIRD CARE,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,02-Aug-24,6797528,192,SUPPLIER,FOUR DOZEN LIMITED T/A BLUEBIRD CARE,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,02-Aug-24,6797528,281.17,SUPPLIER,FOUR DOZEN LIMITED T/A BLUEBIRD CARE,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,02-Aug-24,6797528,281.17,SUPPLIER,FOUR DOZEN LIMITED T/A BLUEBIRD CARE,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,02-Aug-24,6797528,363.76,SUPPLIER,FOUR DOZEN LIMITED T/A BLUEBIRD CARE,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,01-Aug-24,6797358,"1,176.60",SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,01-Aug-24,6797358,"1,176.60",SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,01-Aug-24,6797358,"1,176.60",SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,01-Aug-24,6797358,"1,176.60",SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,01-Aug-24,6797358,"1,176.60",SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,01-Aug-24,6797358,"1,347.28",SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,01-Aug-24,6797358,"1,347.28",SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,01-Aug-24,6797358,"1,347.28",SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,01-Aug-24,6797358,"1,347.28",SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,01-Aug-24,6797358,"1,347.28",SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,854,SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,854,SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,854,SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,854,SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,01-Aug-24,6797358,"1,347.28",SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,01-Aug-24,6797358,"1,347.28",SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,01-Aug-24,6797358,"1,684.10",SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,01-Aug-24,6797358,"2,020.92",SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,01-Aug-24,6797358,"2,020.92",SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Mental Health Support Older People (65 - 74),Adult Care,Third Party Payments,Other establishments,02-Aug-24,6797528,384,SUPPLIER,FOUR DOZEN LIMITED T/A BLUEBIRD CARE,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,02-Aug-24,6797528,384,SUPPLIER,FOUR DOZEN LIMITED T/A BLUEBIRD CARE,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,01-Aug-24,6797358,"2,020.92",SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,01-Aug-24,6797358,"2,020.92",SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,01-Aug-24,6797358,"2,020.92",SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,01-Aug-24,6797358,"2,273.00",SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,01-Aug-24,6797358,"2,694.56",SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,01-Aug-24,6797358,"2,694.56",SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,01-Aug-24,6797358,"3,368.20",SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,01-Aug-24,6797358,"3,368.20",SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,01-Aug-24,6797358,"3,368.20",SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801525,-110.95,SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801525,-66.57,SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,02-Aug-24,6797528,393.87,SUPPLIER,FOUR DOZEN LIMITED T/A BLUEBIRD CARE,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Mental Health Support Older People (65 - 74),Adult Care,Third Party Payments,Other establishments,02-Aug-24,6797528,429.4,SUPPLIER,FOUR DOZEN LIMITED T/A BLUEBIRD CARE,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Other establishments,02-Aug-24,6797528,576,SUPPLIER,FOUR DOZEN LIMITED T/A BLUEBIRD CARE,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Support - Support for Carer,Adult Care,Third Party Payments,Other establishments,02-Aug-24,6797528,576,SUPPLIER,FOUR DOZEN LIMITED T/A BLUEBIRD CARE,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,854,SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Support - Support for Carer,Adult Care,Third Party Payments,Other establishments,02-Aug-24,6797528,576,SUPPLIER,FOUR DOZEN LIMITED T/A BLUEBIRD CARE,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801525,177.52,SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,854,SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,02-Aug-24,6797528,768,SUPPLIER,FOUR DOZEN LIMITED T/A BLUEBIRD CARE,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801525,221.9,SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,854,SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,896.7,SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,02-Aug-24,6797528,844.19,SUPPLIER,FOUR DOZEN LIMITED T/A BLUEBIRD CARE,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,02-Aug-24,6797528,954.87,SUPPLIER,FOUR DOZEN LIMITED T/A BLUEBIRD CARE,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,02-Aug-24,6797528,"1,050.32",SUPPLIER,FOUR DOZEN LIMITED T/A BLUEBIRD CARE,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,02-Aug-24,6797528,"1,198.97",SUPPLIER,FOUR DOZEN LIMITED T/A BLUEBIRD CARE,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,02-Aug-24,6797528,"1,220.44",SUPPLIER,FOUR DOZEN LIMITED T/A BLUEBIRD CARE,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,02-Aug-24,6797528,"1,444.48",SUPPLIER,FOUR DOZEN LIMITED T/A BLUEBIRD CARE,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,02-Aug-24,6797528,"1,650.25",SUPPLIER,FOUR DOZEN LIMITED T/A BLUEBIRD CARE,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801525,443.8,SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801525,976.36,SUPPLIER,MINSTEAD TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,902.8,SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,"1,024.80",SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,"1,024.80",SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,"1,024.80",SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,"1,024.80",SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,"1,024.80",SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,"1,024.80",SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,"1,024.80",SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,"1,024.80",SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,"1,024.80",SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,"1,024.80",SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,"1,037.00",SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,"1,061.40",SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,"1,061.40",SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,"1,073.60",SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Mental Health Support Older People (65 - 74),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,"1,085.80",SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,"1,098.00",SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,"1,098.00",SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,"1,116.30",SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,"1,128.50",SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,"1,195.60",SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,"1,195.60",SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,"1,195.60",SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,"1,195.60",SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,"1,195.60",SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,"1,195.60",SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,"1,195.60",SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,"1,195.60",SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801448,"1,220.00",SUPPLIER,APEX PROPERTY VENTURES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,02-Aug-24,6797528,"1,650.25",SUPPLIER,FOUR DOZEN LIMITED T/A BLUEBIRD CARE,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,02-Aug-24,6797528,"1,767.96",SUPPLIER,FOUR DOZEN LIMITED T/A BLUEBIRD CARE,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Mental Health Support Older People (65 - 74),Adult Care,Third Party Payments,Other establishments,02-Aug-24,6797528,"1,898.05",SUPPLIER,FOUR DOZEN LIMITED T/A BLUEBIRD CARE,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,02-Aug-24,6797528,"2,196.88",SUPPLIER,FOUR DOZEN LIMITED T/A BLUEBIRD CARE,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,02-Aug-24,6797528,"2,196.88",SUPPLIER,FOUR DOZEN LIMITED T/A BLUEBIRD CARE,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,02-Aug-24,6797528,"2,196.88",SUPPLIER,FOUR DOZEN LIMITED T/A BLUEBIRD CARE,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,02-Aug-24,6797528,"2,196.88",SUPPLIER,FOUR DOZEN LIMITED T/A BLUEBIRD CARE,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Other establishments,02-Aug-24,6797528,"2,367.00",SUPPLIER,FOUR DOZEN LIMITED T/A BLUEBIRD CARE,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Other establishments,02-Aug-24,6797528,"2,367.00",SUPPLIER,FOUR DOZEN LIMITED T/A BLUEBIRD CARE,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,02-Aug-24,6797528,"3,278.02",SUPPLIER,FOUR DOZEN LIMITED T/A BLUEBIRD CARE,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,02-Aug-24,6797528,"3,428.95",SUPPLIER,FOUR DOZEN LIMITED T/A BLUEBIRD CARE,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,02-Aug-24,6797528,"3,428.95",SUPPLIER,FOUR DOZEN LIMITED T/A BLUEBIRD CARE,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Other establishments,12-Aug-24,6799003,"4,472.37",SUPPLIER,FOUR SEASONS HEALTH CARE GROUP TREASURY LIMITED ,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801476,202.4,SUPPLIER,GO CREATE CARE LIMITED,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,23-Aug-24,6801476,202.4,SUPPLIER,GO CREATE CARE LIMITED,300000000000000
