Body Name,Body,Service Area Categorisation,Service Division Categorisation,Responsible Unit,Expenses Type,Detailed Expenses Type,Payment Date,Transaction Number,Payment Amount,Supplier Type,Supplier Name,Supplier Id
Portsmouth City Council,PCC,Public Health,Sexual Health,Public Health,Supplies and Services,Services,18-Feb-25,6833022,552.72,SUPPLIER,Classified as 'personal data' (under the Data Protection Act 2018),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Joint authorities,12-Feb-25,6832027,"37,468.20",SUPPLIER,COGNITHAN LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Support with Memory and Cognition Older People (65 - 74),Adult Care,Supplies and Services,Communications and computing,04-Feb-25,6830539,171.5,SUPPLIER,COMMUNICATIONS SOUTH LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Joint authorities,03-Feb-25,6830363,"1,917.26",LIMITED COMPANY,CHOICE CARE GROUP ,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Joint authorities,03-Feb-25,6830363,"7,537.04",LIMITED COMPANY,CHOICE CARE GROUP ,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Joint authorities,12-Feb-25,6832252,"4,594.52",LIMITED COMPANY,CHOICE CARE GROUP ,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Joint authorities,12-Feb-25,6832252,"7,883.96",LIMITED COMPANY,CHOICE CARE GROUP ,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Joint authorities,12-Feb-25,6832252,"7,883.96",LIMITED COMPANY,CHOICE CARE GROUP ,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Joint authorities,12-Feb-25,6832252,"8,543.92",LIMITED COMPANY,CHOICE CARE GROUP ,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Joint authorities,12-Feb-25,6832252,"8,625.12",LIMITED COMPANY,CHOICE CARE GROUP ,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Joint authorities,12-Feb-25,6832252,"9,473.52",LIMITED COMPANY,CHOICE CARE GROUP ,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Joint authorities,12-Feb-25,6832252,"9,473.52",LIMITED COMPANY,CHOICE CARE GROUP ,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Mental Health Support Adults (18 - 64),Adult Care,Third Party Payments,Joint authorities,12-Feb-25,6832252,"9,747.08",LIMITED COMPANY,CHOICE CARE GROUP ,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disabilty Support Older People (65 - 74),Adult Care,Third Party Payments,Joint authorities,12-Feb-25,6832252,"9,958.48",LIMITED COMPANY,CHOICE CARE GROUP ,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disabilty Support Older People (65 - 74),Adult Care,Third Party Payments,Joint authorities,12-Feb-25,6832252,"11,016.32",LIMITED COMPANY,CHOICE CARE GROUP ,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Mental Health Support Adults (18 - 64),Adult Care,Third Party Payments,Joint authorities,12-Feb-25,6832252,"11,212.60",LIMITED COMPANY,CHOICE CARE GROUP ,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Mental Health Support Adults (18 - 64),Adult Care,Third Party Payments,Joint authorities,12-Feb-25,6832252,"11,244.24",LIMITED COMPANY,CHOICE CARE GROUP ,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Other establishments,12-Feb-25,6832252,"11,898.88",LIMITED COMPANY,CHOICE CARE GROUP ,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,12-Feb-25,6832288,"9,413.88",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,12-Feb-25,6832288,"9,413.88",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,12-Feb-25,6832288,"9,413.88",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,12-Feb-25,6832288,"9,413.88",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,12-Feb-25,6832288,"10,660.72",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,12-Feb-25,6832288,"10,660.72",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,12-Feb-25,6832288,"10,660.72",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,11-Feb-25,6831654,"1,168.80",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,129.54,SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,259.08,SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,777.24,SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,863.6,SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,953.96,SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,953.96,SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,953.96,SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,963.07,SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,963.07,SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,963.07,SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,963.07,SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,963.07,SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,"1,028.83",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,"1,028.83",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,"1,028.83",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Joint authorities,25-Feb-25,6834637,"1,028.83",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,"1,028.83",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disabilty Support Older People (65 - 74),Adult Care,Third Party Payments,Joint authorities,25-Feb-25,6834637,"1,028.83",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,"1,295.40",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,"1,727.20",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Joint authorities,25-Feb-25,6834637,"1,784.36",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disabilty Support Older People (65 - 74),Adult Care,Third Party Payments,Joint authorities,25-Feb-25,6834637,"1,784.36",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disabilty Support Older People (65 - 74),Adult Care,Third Party Payments,Joint authorities,25-Feb-25,6834637,"1,784.36",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disabilty Support Older People (65 - 74),Adult Care,Third Party Payments,Joint authorities,25-Feb-25,6834637,"1,784.36",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disabilty Support Older People (65 - 74),Adult Care,Third Party Payments,Joint authorities,25-Feb-25,6834637,"1,784.36",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,"1,813.56",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,"1,851.36",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,"1,851.36",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,"1,851.36",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Joint authorities,25-Feb-25,6834637,"1,851.36",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Joint authorities,25-Feb-25,6834637,"1,851.36",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,"1,851.36",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disabilty Support Older People (65 - 74),Adult Care,Third Party Payments,Joint authorities,25-Feb-25,6834637,"1,851.36",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disabilty Support Older People (65 - 74),Adult Care,Third Party Payments,Joint authorities,25-Feb-25,6834637,"1,851.36",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disabilty Support Older People (65 - 74),Adult Care,Third Party Payments,Joint authorities,25-Feb-25,6834637,"1,851.36",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disabilty Support Older People (65 - 74),Adult Care,Third Party Payments,Joint authorities,25-Feb-25,6834637,"1,851.36",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disabilty Support Older People (65 - 74),Adult Care,Third Party Payments,Joint authorities,25-Feb-25,6834637,"1,851.36",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disabilty Support Older People (65 - 74),Adult Care,Third Party Payments,Joint authorities,25-Feb-25,6834637,"2,675.66",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disabilty Support Older People (65 - 74),Adult Care,Third Party Payments,Joint authorities,25-Feb-25,6834637,"3,460.28",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,"3,886.20",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,"3,886.20",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,"3,886.20",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,"3,886.20",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,"3,886.20",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,"4,792.98",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disabilty Support Older People (65 - 74),Adult Care,Third Party Payments,Joint authorities,25-Feb-25,6834637,"5,289.60",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,"5,554.08",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disabilty Support Older People (65 - 74),Adult Care,Third Party Payments,Joint authorities,25-Feb-25,6834637,"5,759.49",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,"5,786.12",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disabilty Support Older People (65 - 74),Adult Care,Third Party Payments,Joint authorities,25-Feb-25,6834637,"5,847.65",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,"6,023.97",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Joint authorities,25-Feb-25,6834637,"7,081.89",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,"7,566.77",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,"8,227.97",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,"8,446.01",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Joint authorities,25-Feb-25,6834637,"9,021.41",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Other establishments,25-Feb-25,6834637,"10,432.85",SUPPLIER,COMMUNITY INTEGRATED CARE (CIC),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Other establishments,19-Feb-25,6833504,24.4,LIMITED COMPANY,COMPASSION CARE 24/7 SUPPORTED LIVING SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,19-Feb-25,6833504,24.4,LIMITED COMPANY,COMPASSION CARE 24/7 SUPPORTED LIVING SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,19-Feb-25,6833504,48.8,LIMITED COMPANY,COMPASSION CARE 24/7 SUPPORTED LIVING SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Social Support - Support for Carer,Adult Care,Third Party Payments,Other establishments,19-Feb-25,6833504,50.2,LIMITED COMPANY,COMPASSION CARE 24/7 SUPPORTED LIVING SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,19-Feb-25,6833504,54.9,LIMITED COMPANY,COMPASSION CARE 24/7 SUPPORTED LIVING SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Social Support - Support for Carer,Adult Care,Third Party Payments,Other establishments,19-Feb-25,6833504,60.24,LIMITED COMPANY,COMPASSION CARE 24/7 SUPPORTED LIVING SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Other establishments,19-Feb-25,6833504,183,LIMITED COMPANY,COMPASSION CARE 24/7 SUPPORTED LIVING SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,19-Feb-25,6833504,97.6,LIMITED COMPANY,COMPASSION CARE 24/7 SUPPORTED LIVING SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Social Support - Support for Carer,Adult Care,Third Party Payments,Other establishments,19-Feb-25,6833504,100.4,LIMITED COMPANY,COMPASSION CARE 24/7 SUPPORTED LIVING SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Social Support - Support for Carer,Adult Care,Third Party Payments,Other establishments,19-Feb-25,6833504,120.48,LIMITED COMPANY,COMPASSION CARE 24/7 SUPPORTED LIVING SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Other establishments,19-Feb-25,6833504,146.4,LIMITED COMPANY,COMPASSION CARE 24/7 SUPPORTED LIVING SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Other establishments,19-Feb-25,6833504,146.4,LIMITED COMPANY,COMPASSION CARE 24/7 SUPPORTED LIVING SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,19-Feb-25,6833504,195.2,LIMITED COMPANY,COMPASSION CARE 24/7 SUPPORTED LIVING SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,19-Feb-25,6833504,292.8,LIMITED COMPANY,COMPASSION CARE 24/7 SUPPORTED LIVING SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Other establishments,19-Feb-25,6833504,402.6,LIMITED COMPANY,COMPASSION CARE 24/7 SUPPORTED LIVING SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Social Support - Support for Carer,Adult Care,Third Party Payments,Other establishments,19-Feb-25,6833504,481.92,LIMITED COMPANY,COMPASSION CARE 24/7 SUPPORTED LIVING SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Social Support - Support for Carer,Adult Care,Third Party Payments,Other establishments,19-Feb-25,6833504,481.92,LIMITED COMPANY,COMPASSION CARE 24/7 SUPPORTED LIVING SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,19-Feb-25,6833504,512.4,LIMITED COMPANY,COMPASSION CARE 24/7 SUPPORTED LIVING SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Other establishments,19-Feb-25,6833504,549,LIMITED COMPANY,COMPASSION CARE 24/7 SUPPORTED LIVING SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Other establishments,19-Feb-25,6833504,"1,024.80",LIMITED COMPANY,COMPASSION CARE 24/7 SUPPORTED LIVING SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Other establishments,19-Feb-25,6833504,"1,024.80",LIMITED COMPANY,COMPASSION CARE 24/7 SUPPORTED LIVING SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,19-Feb-25,6833504,"1,030.90",LIMITED COMPANY,COMPASSION CARE 24/7 SUPPORTED LIVING SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,19-Feb-25,6833504,"1,354.20",LIMITED COMPANY,COMPASSION CARE 24/7 SUPPORTED LIVING SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,19-Feb-25,6833504,"1,366.40",LIMITED COMPANY,COMPASSION CARE 24/7 SUPPORTED LIVING SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,19-Feb-25,6833504,"1,366.40",LIMITED COMPANY,COMPASSION CARE 24/7 SUPPORTED LIVING SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,19-Feb-25,6833504,"1,366.40",LIMITED COMPANY,COMPASSION CARE 24/7 SUPPORTED LIVING SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,19-Feb-25,6833504,"2,049.60",LIMITED COMPANY,COMPASSION CARE 24/7 SUPPORTED LIVING SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,19-Feb-25,6833504,"2,049.60",LIMITED COMPANY,COMPASSION CARE 24/7 SUPPORTED LIVING SERVICES LIMITED,300001000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,03-Feb-25,6830490,"2,718.24",SUPPLIER,CONTEMPLATION CARE LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,12-Feb-25,6832201,"7,602.84",SUPPLIER,CONTEMPLATION CARE LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Adults (18 - 64),Adult Care,Third Party Payments,Joint authorities,12-Feb-25,6832407,"5,477.36",SUPPLIER,CONTEMPLATION HOMES - NORTHCOTT HOUSE,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Support with Memory and Cognition Older People (85+),Adult Care,Third Party Payments,Other establishments,12-Feb-25,6832330,"5,400.08",LIMITED COMPANY,CONTEMPLATION HOMES LIMITED,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Support with Memory and Cognition Older People (65 - 74),Adult Care,Supplies and Services,Communications and computing,07-Feb-25,6831436,"2,891.25",SUPPLIER,COURTNEY THORNE LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Care Activities,Adult Care,Third Party Payments,Other establishments,12-Feb-25,6832221,"3,918.32",SUPPLIER,CRAWFORDS CARE HOMES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Mental Health Support Adults (18 - 64),Adult Care,Third Party Payments,Joint authorities,12-Feb-25,6832221,"7,043.40",SUPPLIER,CRAWFORDS CARE HOMES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,03-Feb-25,6830374,84.21,LIMITED COMPANY,CREATIVE ADVANCES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Older People (85+),Adult Care,Third Party Payments,Other establishments,03-Feb-25,6830374,88.57,LIMITED COMPANY,CREATIVE ADVANCES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,03-Feb-25,6830374,88.57,LIMITED COMPANY,CREATIVE ADVANCES LTD,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,03-Feb-25,6830374,96.36,LIMITED COMPANY,CREATIVE ADVANCES LTD,300000000000000
