Body Name,Body,Service Area Categorisation,Service Division Categorisation,Responsible Unit,Expenses Type,Detailed Expenses Type,Payment Date,Transaction Number,Payment Amount,Supplier Type,Supplier Name,Supplier Id
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Schools & DSG,Third Party Payments,Other establishments,25-Nov-24,6818043,"36,650.96",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Management and Support Services,Schools & DSG,Third Party Payments,Other establishments,25-Nov-24,6818043,"14,704.00",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Management and Support Services,Schools & DSG,Third Party Payments,Other establishments,25-Nov-24,6818043,"4,800.00",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Management and Support Services,Schools & DSG,Third Party Payments,Other establishments,25-Nov-24,6818043,"52,800.00",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Schools & DSG,Third Party Payments,Other establishments,25-Nov-24,6818043,"1,795.20",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Schools & DSG,Third Party Payments,Other establishments,25-Nov-24,6818043,"6,657.01",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Schools & DSG,Third Party Payments,Other establishments,25-Nov-24,6818043,"5,357.84",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Other Education and Community Budget,Schools & DSG,Third Party Payments,Other establishments,25-Nov-24,6818043,"10,962.00",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Schools & DSG,Third Party Payments,Other establishments,26-Nov-24,6818176,"278,546.80",SUPPLIER,SOLENT ACADEMIES TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Schools & DSG,Third Party Payments,Other establishments,26-Nov-24,6818176,"13,066.40",SUPPLIER,SOLENT ACADEMIES TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Schools & DSG,Third Party Payments,Other establishments,25-Nov-24,6818044,"122,648.80",SUPPLIER,SOLENT ACADEMIES TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Schools & DSG,Third Party Payments,Other establishments,25-Nov-24,6818044,"8,274.02",SUPPLIER,SOLENT ACADEMIES TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Schools & DSG,Third Party Payments,Other establishments,28-Nov-24,6819109,"88,957.20",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Schools & DSG,Third Party Payments,Other establishments,28-Nov-24,6819109,"3,851.35",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Costs below Net Cost of Services,Trading,Economy Planning and Transport,Premises-Related Expenditure,Rates,28-Nov-24,6819078,"1,891.00",SUPPLIER,MANCHESTER CITY COUNCIL,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Other Education and Community Budget,Schools & DSG,Third Party Payments,Other establishments,26-Nov-24,6818176,"12,383.74",SUPPLIER,SOLENT ACADEMIES TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Other Education and Community Budget,Schools & DSG,Third Party Payments,Other establishments,25-Nov-24,6818044,"8,557.08",SUPPLIER,SOLENT ACADEMIES TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Other Education and Community Budget,Schools & DSG,Third Party Payments,Other establishments,25-Nov-24,6818042,"11,492.49",SUPPLIER,SOLENT ACADEMIES TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Other Education and Community Budget,Schools & DSG,Third Party Payments,Other establishments,25-Nov-24,6818043,"12,571.20",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Costs below Net Cost of Services,Trading,Economy Planning and Transport,Premises-Related Expenditure,Rates,25-Nov-24,6818045,449,SUPPLIER,MANCHESTER CITY COUNCIL,300000000000000
Portsmouth City Council,PCC,Housing Revenue Account,Rents Rates Taxes and Other Charges,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rates,25-Nov-24,6817980,146,OTHER LOCAL AUTHORITY,HAVANT BOROUGH COUNCIL,300000000000000
Portsmouth City Council,PCC,Housing Revenue Account,Non-dwelling Rents (Gross),Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rates,25-Nov-24,6817980,467,OTHER LOCAL AUTHORITY,HAVANT BOROUGH COUNCIL,300000000000000
Portsmouth City Council,PCC,Costs below Net Cost of Services,Trading,Economy Planning and Transport,Premises-Related Expenditure,Rates,28-Nov-24,6819078,150,SUPPLIER,MANCHESTER CITY COUNCIL,300000000000000
Portsmouth City Council,PCC,Housing Revenue Account,Rents Rates Taxes and Other Charges,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rates,25-Nov-24,6817980,149,OTHER LOCAL AUTHORITY,HAVANT BOROUGH COUNCIL,300000000000000
Portsmouth City Council,PCC,Housing Revenue Account,Special Services,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Cleaning and domestic supplies,25-Nov-24,6817974,-626,OTHER LOCAL AUTHORITY,FAREHAM BOROUGH COUNCIL,300000000000000
Portsmouth City Council,PCC,Housing Revenue Account,Special Services,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rates,25-Nov-24,6817974,626,OTHER LOCAL AUTHORITY,FAREHAM BOROUGH COUNCIL,300000000000000
Portsmouth City Council,PCC,Housing Revenue Account,Special Services,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Cleaning and domestic supplies,25-Nov-24,6817974,626,OTHER LOCAL AUTHORITY,FAREHAM BOROUGH COUNCIL,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Support - Support for Carer,Adult Care,Third Party Payments,Other establishments,01-Nov-24,6813967,401.6,PRIVATE PROVIDER,Classified as 'personal data' (under the Data Protection Act 2018),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,01-Nov-24,6813967,"1,833.00",PRIVATE PROVIDER,Classified as 'personal data' (under the Data Protection Act 2018),300000000000000
Portsmouth City Council,PCC,Adult Social Care,Social Support - Support for Carer,Adult Care,Third Party Payments,Other establishments,26-Nov-24,6818135,401.6,PRIVATE PROVIDER,Classified as 'personal data' (under the Data Protection Act 2018),300000000000000
Portsmouth City Council,PCC,Highways and Transport Services,Airports Harbours and Toll Facilities,Portsmouth International Port,Supplies and Services,Communications and computing,14-Nov-24,6816266,-124.5,LIMITED LIABILITY PARTNERSHIP,TENSOR TIME AND ENERGY LLP,300000000000000
Portsmouth City Council,PCC,Costs below Net Cost of Services,Trading,Economy Planning and Transport,Third Party Payments,Private contractors,08-Nov-24,6815204,"14,256.00",CONTRACTOR,AIM 2 LEARN LTD T/A Monitored Security Solutions,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Supplies and Services,Expenses,07-Nov-24,6815077,"1,300.00",UK SUPPLIER,AIM ACADEMIES TRUST T/A LONDON ACADEMY,300001000000000
Portsmouth City Council,PCC,Costs below Net Cost of Services,Trading,Economy Planning and Transport,Supplies and Services,Miscellaneous expenses,11-Nov-24,6815284,"1,840.00",LIMITED COMPANY,AVISON YOUNG (UK) LTD T/A AVISON YOUNG,300000000000000
Portsmouth City Council,PCC,Costs below Net Cost of Services,Trading,Economy Planning and Transport,Third Party Payments,Private contractors,01-Nov-24,6813928,860,LIMITED COMPANY,AVISON YOUNG (UK) LTD T/A AVISON YOUNG,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,01-Nov-24,6813984,0.13,SUPPLIER,THE CHILDRENS FAMILY TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,01-Nov-24,6813984,293.43,SUPPLIER,THE CHILDRENS FAMILY TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,01-Nov-24,6813984,293.43,SUPPLIER,THE CHILDRENS FAMILY TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,01-Nov-24,6813984,410.8,SUPPLIER,THE CHILDRENS FAMILY TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,01-Nov-24,6813984,410.8,SUPPLIER,THE CHILDRENS FAMILY TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,01-Nov-24,6813984,410.8,SUPPLIER,THE CHILDRENS FAMILY TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Nov-24,6813984,579.9,SUPPLIER,THE CHILDRENS FAMILY TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Nov-24,6813984,579.9,SUPPLIER,THE CHILDRENS FAMILY TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Nov-24,6813984,811.86,SUPPLIER,THE CHILDRENS FAMILY TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Nov-24,6813984,811.86,SUPPLIER,THE CHILDRENS FAMILY TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,01-Nov-24,6813984,811.86,SUPPLIER,THE CHILDRENS FAMILY TRUST,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Physical Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,26-Nov-24,6818135,"1,833.00",PRIVATE PROVIDER,Classified as 'personal data' (under the Data Protection Act 2018),300000000000000
Portsmouth City Council,PCC,Housing Services,Housing Strategy,Housing Neighbourhood and Building Services,Income,Customer and client receipts,01-Nov-24,6813939,-804,LIMITED COMPANY,LIFTECH SYSTEMS (SE) LIMITED,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Assistive Equipment & Technology,Housing Neighbourhood and Building Services,Supplies and Services,Services,01-Nov-24,6813939,964.8,LIMITED COMPANY,LIFTECH SYSTEMS (SE) LIMITED,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Assistive Equipment & Technology,Housing Neighbourhood and Building Services,Supplies and Services,Services,01-Nov-24,6813939,"5,360.00",LIMITED COMPANY,LIFTECH SYSTEMS (SE) LIMITED,300000000000000
Portsmouth City Council,PCC,Costs below Net Cost of Services,Trading,Economy Planning and Transport,Premises-Related Expenditure,Energy costs,07-Nov-24,6815009,21.15,LIMITED COMPANY,AVISON YOUNG (UK) LTD T/A AVISON YOUNG,300000000000000
Portsmouth City Council,PCC,Costs below Net Cost of Services,Trading,Economy Planning and Transport,Premises-Related Expenditure,Energy costs,07-Nov-24,6815009,85.73,LIMITED COMPANY,AVISON YOUNG (UK) LTD T/A AVISON YOUNG,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,04-Nov-24,6814097,-0.09,SUPPLIER,BLUE SKY FOSTERING,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,04-Nov-24,6814097,670.19,SUPPLIER,BLUE SKY FOSTERING,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,04-Nov-24,6814097,670.19,SUPPLIER,BLUE SKY FOSTERING,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,04-Nov-24,6814097,938.26,SUPPLIER,BLUE SKY FOSTERING,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,04-Nov-24,6814097,938.26,SUPPLIER,BLUE SKY FOSTERING,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,04-Nov-24,6814097,938.26,SUPPLIER,BLUE SKY FOSTERING,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,04-Nov-24,6814097,-0.05,SUPPLIER,BLUE SKY FOSTERING,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,04-Nov-24,6814097,683.86,SUPPLIER,BLUE SKY FOSTERING,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,04-Nov-24,6814097,683.86,SUPPLIER,BLUE SKY FOSTERING,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,04-Nov-24,6814097,957.4,SUPPLIER,BLUE SKY FOSTERING,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,04-Nov-24,6814097,957.4,SUPPLIER,BLUE SKY FOSTERING,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,04-Nov-24,6814097,957.4,SUPPLIER,BLUE SKY FOSTERING,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Nov-24,6814265,244,LIMITED COMPANY,SWIIS FOSTER CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Nov-24,6814265,854,LIMITED COMPANY,SWIIS FOSTER CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Nov-24,6814265,854,LIMITED COMPANY,SWIIS FOSTER CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Nov-24,6814265,854,LIMITED COMPANY,SWIIS FOSTER CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Nov-24,6814265,854,LIMITED COMPANY,SWIIS FOSTER CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Nov-24,6814265,244,LIMITED COMPANY,SWIIS FOSTER CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Nov-24,6814265,854,LIMITED COMPANY,SWIIS FOSTER CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Nov-24,6814265,854,LIMITED COMPANY,SWIIS FOSTER CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Nov-24,6814265,854,LIMITED COMPANY,SWIIS FOSTER CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Children Looked After,Children's Services and Education,Third Party Payments,Other establishments,05-Nov-24,6814265,854,LIMITED COMPANY,SWIIS FOSTER CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,05-Nov-24,6814253,-583.4,SUPPLIER,LETOMBO LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,05-Nov-24,6814253,-583.4,SUPPLIER,LETOMBO LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,05-Nov-24,6814253,-10,SUPPLIER,LETOMBO LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,05-Nov-24,6814253,-10,SUPPLIER,LETOMBO LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,05-Nov-24,6814253,-10,SUPPLIER,LETOMBO LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,05-Nov-24,6814253,-10,SUPPLIER,LETOMBO LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,05-Nov-24,6814253,-10,SUPPLIER,LETOMBO LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,05-Nov-24,6814253,-10,SUPPLIER,LETOMBO LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,05-Nov-24,6814253,-10,SUPPLIER,LETOMBO LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,05-Nov-24,6814253,-8.57,SUPPLIER,LETOMBO LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,05-Nov-24,6814253,-8.57,SUPPLIER,LETOMBO LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,05-Nov-24,6814253,-0.01,SUPPLIER,LETOMBO LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,05-Nov-24,6814253,732.86,SUPPLIER,LETOMBO LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,05-Nov-24,6814253,732.86,SUPPLIER,LETOMBO LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,05-Nov-24,6814253,855,SUPPLIER,LETOMBO LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,05-Nov-24,6814253,855,SUPPLIER,LETOMBO LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,05-Nov-24,6814253,855,SUPPLIER,LETOMBO LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,05-Nov-24,6814253,855,SUPPLIER,LETOMBO LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,05-Nov-24,6814253,855,SUPPLIER,LETOMBO LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,05-Nov-24,6814253,855,SUPPLIER,LETOMBO LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Safeguarding Children and Young Peoples Services,Children's Services and Education,Third Party Payments,Other establishments,05-Nov-24,6814253,855,SUPPLIER,LETOMBO LTD,300000000000000
