Body Name,Body,Service Area Categorisation,Service Division Categorisation,Responsible Unit,Expenses Type,Detailed Expenses Type,Payment Date,Transaction Number,Payment Amount,Supplier Type,Supplier Name,Supplier Id
Portsmouth City Council,PCC,Housing Services,Homelessness,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rents,25-Sep-24,6806630,"1,800.00",SOLETRADER,Classified as 'personal data' (under the Data Protection Act 2018),300000000000000
Portsmouth City Council,PCC,Housing Services,Homelessness,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rents,25-Sep-24,6806654,"1,343.45",SOLETRADER,Classified as 'personal data' (under the Data Protection Act 2018),300000000000000
Portsmouth City Council,PCC,Housing Services,Homelessness,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rents,25-Sep-24,6806654,"3,300.00",SOLETRADER,Classified as 'personal data' (under the Data Protection Act 2018),300000000000000
Portsmouth City Council,PCC,Housing Services,Homelessness,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rents,25-Sep-24,6807104,"2,750.00",CHARITY OR VOLUNTARY,PORTSMOUTH COMMUNITY HOUSING TRUST,300001000000000
Portsmouth City Council,PCC,Housing Services,Homelessness,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rents,25-Sep-24,6807104,"2,750.00",CHARITY OR VOLUNTARY,PORTSMOUTH COMMUNITY HOUSING TRUST,300001000000000
Portsmouth City Council,PCC,Housing Services,Homelessness,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rents,25-Sep-24,6806625,"2,250.00",SOLETRADER,Classified as 'personal data' (under the Data Protection Act 2018),300000000000000
Portsmouth City Council,PCC,Housing Services,Homelessness,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rents,25-Sep-24,6806632,"1,650.00",SOLETRADER,Classified as 'personal data' (under the Data Protection Act 2018),300000000000000
Portsmouth City Council,PCC,Housing Services,Homelessness,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rents,25-Sep-24,6806928,"2,010.00",SOLETRADER,Classified as 'personal data' (under the Data Protection Act 2018),300000000000000
Portsmouth City Council,PCC,Housing Services,Homelessness,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rents,25-Sep-24,6806803,"2,420.00",SOLETRADER,Classified as 'personal data' (under the Data Protection Act 2018),300000000000000
Portsmouth City Council,PCC,Housing Services,Homelessness,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rents,25-Sep-24,6806875,"1,530.00",SOLETRADER,Classified as 'personal data' (under the Data Protection Act 2018),300000000000000
Portsmouth City Council,PCC,Housing Services,Homelessness,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rents,25-Sep-24,6806615,"2,616.00",SOLETRADER,Classified as 'personal data' (under the Data Protection Act 2018),300000000000000
Portsmouth City Council,PCC,Housing Services,Homelessness,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rents,25-Sep-24,6806660,"2,709.00",SOLETRADER,Classified as 'personal data' (under the Data Protection Act 2018),300000000000000
Portsmouth City Council,PCC,Housing Services,Homelessness,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rents,25-Sep-24,6806861,"2,220.00",SUPPLIER,DOLPHIN PROPERTY RENTAL,300000000000000
Portsmouth City Council,PCC,Housing Services,Homelessness,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rents,25-Sep-24,6806650,"1,890.00",SOLETRADER,Classified as 'personal data' (under the Data Protection Act 2018),300000000000000
Portsmouth City Council,PCC,Housing Services,Homelessness,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rents,25-Sep-24,6807030,"11,250.00",SUPPLIER,Classified as 'personal data' (under the Data Protection Act 2018),300001000000000
Portsmouth City Council,PCC,Housing Services,Homelessness,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rents,25-Sep-24,6806902,"2,940.00",SUPPLIER,Classified as 'personal data' (under the Data Protection Act 2018),300000000000000
Portsmouth City Council,PCC,Housing Services,Homelessness,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rents,25-Sep-24,6806910,"2,340.00",SUPPLIER,Classified as 'personal data' (under the Data Protection Act 2018),300000000000000
Portsmouth City Council,PCC,Housing Services,Homelessness,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rents,25-Sep-24,6806645,"3,939.75",SOLETRADER,Classified as 'personal data' (under the Data Protection Act 2018),300000000000000
Portsmouth City Council,PCC,Housing Services,Homelessness,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rents,25-Sep-24,6806861,"2,820.00",SUPPLIER,DOLPHIN PROPERTY RENTAL,300000000000000
Portsmouth City Council,PCC,Housing Services,Homelessness,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rents,25-Sep-24,6806645,"3,433.25",SOLETRADER,Classified as 'personal data' (under the Data Protection Act 2018),300000000000000
Portsmouth City Council,PCC,Housing Services,Homelessness,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rents,25-Sep-24,6806842,"2,280.00",SOLETRADER,Classified as 'personal data' (under the Data Protection Act 2018),300000000000000
Portsmouth City Council,PCC,Housing Services,Homelessness,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rents,25-Sep-24,6806946,"1,950.00",SUPPLIER,S J EDGE LTD,300000000000000
Portsmouth City Council,PCC,Housing Services,Homelessness,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rents,25-Sep-24,6806609,"2,700.00",SOLETRADER,Classified as 'personal data' (under the Data Protection Act 2018),300000000000000
Portsmouth City Council,PCC,Housing Services,Homelessness,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rents,25-Sep-24,6806600,"2,850.00",SOLETRADER,Classified as 'personal data' (under the Data Protection Act 2018),300000000000000
Portsmouth City Council,PCC,Housing Services,Homelessness,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rents,25-Sep-24,6806608,153.7,SUPPLIER,Classified as 'personal data' (under the Data Protection Act 2018),300000000000000
Portsmouth City Council,PCC,Housing Services,Homelessness,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rents,25-Sep-24,6806608,153.7,SUPPLIER,Classified as 'personal data' (under the Data Protection Act 2018),300000000000000
Portsmouth City Council,PCC,Housing Services,Homelessness,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rents,25-Sep-24,6806942,"2,215.97",SOLETRADER,Classified as 'personal data' (under the Data Protection Act 2018),300000000000000
Portsmouth City Council,PCC,Housing Services,Homelessness,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rents,25-Sep-24,6806960,"1,875.00",SOLETRADER,Classified as 'personal data' (under the Data Protection Act 2018),300000000000000
Portsmouth City Council,PCC,Housing Services,Homelessness,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rents,25-Sep-24,6806651,"1,950.00",SOLETRADER,Classified as 'personal data' (under the Data Protection Act 2018),300000000000000
Portsmouth City Council,PCC,Housing Services,Homelessness,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rents,25-Sep-24,6806964,"2,475.00",SOLETRADER,Classified as 'personal data' (under the Data Protection Act 2018),300000000000000
Portsmouth City Council,PCC,Housing Services,Homelessness,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rents,25-Sep-24,6806731,"6,180.00",SUPPLIER,K H PROPERTY INVESTMENT LIMITED,300000000000000
Portsmouth City Council,PCC,Housing Revenue Account,Rents Rates Taxes and Other Charges,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rates,25-Sep-24,6806692,141,OTHER LOCAL AUTHORITY,HAVANT BOROUGH COUNCIL,300000000000000
Portsmouth City Council,PCC,Housing Revenue Account,Rents Rates Taxes and Other Charges,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rates,25-Sep-24,6806692,141,OTHER LOCAL AUTHORITY,HAVANT BOROUGH COUNCIL,300000000000000
Portsmouth City Council,PCC,Housing Revenue Account,Rents Rates Taxes and Other Charges,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rates,25-Sep-24,6806692,141,OTHER LOCAL AUTHORITY,HAVANT BOROUGH COUNCIL,300000000000000
Portsmouth City Council,PCC,Housing Revenue Account,Rents Rates Taxes and Other Charges,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rates,25-Sep-24,6806692,141,OTHER LOCAL AUTHORITY,HAVANT BOROUGH COUNCIL,300000000000000
Portsmouth City Council,PCC,Housing Revenue Account,Rents Rates Taxes and Other Charges,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rates,25-Sep-24,6806692,141,OTHER LOCAL AUTHORITY,HAVANT BOROUGH COUNCIL,300000000000000
Portsmouth City Council,PCC,Housing Revenue Account,Rents Rates Taxes and Other Charges,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rates,25-Sep-24,6806692,281,OTHER LOCAL AUTHORITY,HAVANT BOROUGH COUNCIL,300000000000000
Portsmouth City Council,PCC,Housing Revenue Account,Rents Rates Taxes and Other Charges,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rates,25-Sep-24,6806692,141,OTHER LOCAL AUTHORITY,HAVANT BOROUGH COUNCIL,300000000000000
Portsmouth City Council,PCC,Housing Revenue Account,Rents Rates Taxes and Other Charges,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rates,25-Sep-24,6806692,141,OTHER LOCAL AUTHORITY,HAVANT BOROUGH COUNCIL,300000000000000
Portsmouth City Council,PCC,Housing Revenue Account,Rents Rates Taxes and Other Charges,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rates,25-Sep-24,6806692,281,OTHER LOCAL AUTHORITY,HAVANT BOROUGH COUNCIL,300000000000000
Portsmouth City Council,PCC,Housing Revenue Account,Rents Rates Taxes and Other Charges,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rates,25-Sep-24,6806692,141,OTHER LOCAL AUTHORITY,HAVANT BOROUGH COUNCIL,300000000000000
Portsmouth City Council,PCC,Housing Revenue Account,Rents Rates Taxes and Other Charges,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rates,25-Sep-24,6806692,281,OTHER LOCAL AUTHORITY,HAVANT BOROUGH COUNCIL,300000000000000
Portsmouth City Council,PCC,Housing Revenue Account,Rents Rates Taxes and Other Charges,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rates,25-Sep-24,6806692,141,OTHER LOCAL AUTHORITY,HAVANT BOROUGH COUNCIL,300000000000000
Portsmouth City Council,PCC,Housing Revenue Account,Rents Rates Taxes and Other Charges,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rates,25-Sep-24,6806692,141,OTHER LOCAL AUTHORITY,HAVANT BOROUGH COUNCIL,300000000000000
Portsmouth City Council,PCC,Housing Revenue Account,Rents Rates Taxes and Other Charges,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rates,25-Sep-24,6806692,141,OTHER LOCAL AUTHORITY,HAVANT BOROUGH COUNCIL,300000000000000
Portsmouth City Council,PCC,Housing Revenue Account,Rents Rates Taxes and Other Charges,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rates,25-Sep-24,6806692,422,OTHER LOCAL AUTHORITY,HAVANT BOROUGH COUNCIL,300000000000000
Portsmouth City Council,PCC,Costs below Net Cost of Services,Trading,Economy Planning and Transport,Premises-Related Expenditure,Rates,25-Sep-24,6806683,"3,167.00",SUPPLIER,MANCHESTER CITY COUNCIL,300000000000000
Portsmouth City Council,PCC,Costs below Net Cost of Services,Trading,Economy Planning and Transport,Premises-Related Expenditure,Rates,25-Sep-24,6806683,150,SUPPLIER,MANCHESTER CITY COUNCIL,300000000000000
Portsmouth City Council,PCC,Costs below Net Cost of Services,Trading,Economy Planning and Transport,Premises-Related Expenditure,Rates,25-Sep-24,6806683,150,SUPPLIER,MANCHESTER CITY COUNCIL,300000000000000
Portsmouth City Council,PCC,Housing Revenue Account,Supervision and Management,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rates,25-Sep-24,6806692,"3,740.00",OTHER LOCAL AUTHORITY,HAVANT BOROUGH COUNCIL,300000000000000
Portsmouth City Council,PCC,Housing Revenue Account,Supervision and Management,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rates,25-Sep-24,6806692,"1,297.00",OTHER LOCAL AUTHORITY,HAVANT BOROUGH COUNCIL,300000000000000
Portsmouth City Council,PCC,Housing Revenue Account,Special Services,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rates,25-Sep-24,6806692,394,OTHER LOCAL AUTHORITY,HAVANT BOROUGH COUNCIL,300000000000000
Portsmouth City Council,PCC,Housing Revenue Account,Special Services,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rates,25-Sep-24,6806692,294,OTHER LOCAL AUTHORITY,HAVANT BOROUGH COUNCIL,300000000000000
Portsmouth City Council,PCC,Housing Revenue Account,Rents Rates Taxes and Other Charges,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rates,25-Sep-24,6806692,141,OTHER LOCAL AUTHORITY,HAVANT BOROUGH COUNCIL,300000000000000
Portsmouth City Council,PCC,Housing Revenue Account,Rents Rates Taxes and Other Charges,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rates,25-Sep-24,6806692,141,OTHER LOCAL AUTHORITY,HAVANT BOROUGH COUNCIL,300000000000000
Portsmouth City Council,PCC,Housing Services,Homelessness,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rents,25-Sep-24,6806802,"2,550.00",SOLETRADER,RAM BUILDING INVESTMENTS LIMITED,300000000000000
Portsmouth City Council,PCC,Housing Revenue Account,Rents Rates Taxes and Other Charges,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rates,25-Sep-24,6806692,422,OTHER LOCAL AUTHORITY,HAVANT BOROUGH COUNCIL,300000000000000
Portsmouth City Council,PCC,Housing Services,Homelessness,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rents,25-Sep-24,6806920,"2,850.00",SOLETRADER,Classified as 'personal data' (under the Data Protection Act 2018),300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Children's Services and Education,Third Party Payments,Other establishments,25-Sep-24,6806611,"286,079.04",SUPPLIER,SOLENT ACADEMIES TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Children's Services and Education,Third Party Payments,Other establishments,25-Sep-24,6806611,"9,910.00",SUPPLIER,SOLENT ACADEMIES TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Children's Services and Education,Third Party Payments,Other establishments,25-Sep-24,6806611,"5,333.33",SUPPLIER,SOLENT ACADEMIES TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Children's Services and Education,Third Party Payments,Other establishments,25-Sep-24,6806611,"14,200.87",SUPPLIER,SOLENT ACADEMIES TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Children's Services and Education,Third Party Payments,Other establishments,25-Sep-24,6806644,"160,817.12",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Children's Services and Education,Third Party Payments,Other establishments,25-Sep-24,6806644,"36,650.96",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Management and Support Services,Children's Services and Education,Third Party Payments,Other establishments,25-Sep-24,6806644,"14,704.00",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Management and Support Services,Children's Services and Education,Third Party Payments,Other establishments,25-Sep-24,6806644,"4,800.00",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Management and Support Services,Children's Services and Education,Third Party Payments,Other establishments,25-Sep-24,6806644,"52,800.00",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Children's Services and Education,Third Party Payments,Other establishments,25-Sep-24,6806644,"1,795.20",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Children's Services and Education,Third Party Payments,Other establishments,25-Sep-24,6806644,"6,657.01",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Children's Services and Education,Third Party Payments,Other establishments,25-Sep-24,6806644,"5,357.84",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Other Education and Community Budget,Children's Services and Education,Third Party Payments,Other establishments,25-Sep-24,6806644,"10,962.00",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Children's Services and Education,Third Party Payments,Other establishments,26-Sep-24,6807277,"278,546.80",SUPPLIER,SOLENT ACADEMIES TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Children's Services and Education,Third Party Payments,Other establishments,26-Sep-24,6807277,"13,066.40",SUPPLIER,SOLENT ACADEMIES TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Children's Services and Education,Third Party Payments,Other establishments,25-Sep-24,6806612,"122,648.80",SUPPLIER,SOLENT ACADEMIES TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Children's Services and Education,Third Party Payments,Other establishments,25-Sep-24,6806612,"8,274.02",SUPPLIER,SOLENT ACADEMIES TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Children's Services and Education,Third Party Payments,Other establishments,27-Sep-24,6807477,"88,957.20",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Children's Services and Education,Third Party Payments,Other establishments,27-Sep-24,6807477,"3,851.35",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Costs below Net Cost of Services,Trading,Economy Planning and Transport,Premises-Related Expenditure,Rates,27-Sep-24,6807689,"1,891.00",SUPPLIER,MANCHESTER CITY COUNCIL,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Special Schools,Children's Services and Education,Third Party Payments,Other establishments,04-Sep-24,6803173,"-2,181.46",SUPPLIER,CASTLE PRE SCHOOL LTD,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Other Education and Community Budget,Children's Services and Education,Third Party Payments,Other establishments,26-Sep-24,6807277,"12,383.74",SUPPLIER,SOLENT ACADEMIES TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Other Education and Community Budget,Children's Services and Education,Third Party Payments,Other establishments,25-Sep-24,6806612,"8,557.08",SUPPLIER,SOLENT ACADEMIES TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Other Education and Community Budget,Children's Services and Education,Third Party Payments,Other establishments,25-Sep-24,6806611,"11,492.49",SUPPLIER,SOLENT ACADEMIES TRUST,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Other Education and Community Budget,Children's Services and Education,Third Party Payments,Other establishments,25-Sep-24,6806644,"12,571.20",SUPPLIER,THE DELTA EDUCATION TRUST,300000000000000
Portsmouth City Council,PCC,Costs below Net Cost of Services,Trading,Economy Planning and Transport,Premises-Related Expenditure,Rates,25-Sep-24,6806683,449,SUPPLIER,MANCHESTER CITY COUNCIL,300000000000000
Portsmouth City Council,PCC,Housing Revenue Account,Rents Rates Taxes and Other Charges,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rates,25-Sep-24,6806692,146,OTHER LOCAL AUTHORITY,HAVANT BOROUGH COUNCIL,300000000000000
Portsmouth City Council,PCC,Housing Revenue Account,Non-dwelling Rents (Gross),Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rates,25-Sep-24,6806692,467,OTHER LOCAL AUTHORITY,HAVANT BOROUGH COUNCIL,300000000000000
Portsmouth City Council,PCC,Costs below Net Cost of Services,Trading,Economy Planning and Transport,Premises-Related Expenditure,Rates,27-Sep-24,6807689,150,SUPPLIER,MANCHESTER CITY COUNCIL,300000000000000
Portsmouth City Council,PCC,Housing Revenue Account,Rents Rates Taxes and Other Charges,Housing Neighbourhood and Building Services,Premises-Related Expenditure,Rates,25-Sep-24,6806692,149,OTHER LOCAL AUTHORITY,HAVANT BOROUGH COUNCIL,300000000000000
