Body Name,Body,Service Area Categorisation,Service Division Categorisation,Responsible Unit,Expenses Type,Detailed Expenses Type,Payment Date,Transaction Number,Payment Amount,Supplier Type,Supplier Name,Supplier Id
Portsmouth City Council,PCC,Adult Social Care,Support with Memory and Cognition Older People (65 - 74),Adult Care,Premises-Related Expenditure,Cleaning and domestic supplies,11-Sep-24,6804191,"1,577.00",SUPPLIER,1ST CHOICE HIGH LEVEL CLEANING & MAINTENANCE LIMITED,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,12-Sep-24,6804783,"8,000.10",LIMITED COMPANY,ACHIEVE TOGETHER LIMITED,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,12-Sep-24,6804783,"9,685.80",LIMITED COMPANY,ACHIEVE TOGETHER LIMITED,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,12-Sep-24,6804783,"10,573.20",LIMITED COMPANY,ACHIEVE TOGETHER LIMITED,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,12-Sep-24,6804783,"13,554.90",LIMITED COMPANY,ACHIEVE TOGETHER LIMITED,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,12-Sep-24,6804783,"15,836.10",LIMITED COMPANY,ACHIEVE TOGETHER LIMITED,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disabilty Support Older People (65 - 74),Adult Care,Third Party Payments,Joint authorities,25-Sep-24,6806810,754.84,LIMITED COMPANY,ACHIEVE TOGETHER LIMITED,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Sep-24,6806810,812.71,LIMITED COMPANY,ACHIEVE TOGETHER LIMITED,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Sep-24,6806810,812.71,LIMITED COMPANY,ACHIEVE TOGETHER LIMITED,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Sep-24,6806810,812.71,LIMITED COMPANY,ACHIEVE TOGETHER LIMITED,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Sep-24,6806810,812.71,LIMITED COMPANY,ACHIEVE TOGETHER LIMITED,300000000000000
Portsmouth City Council,PCC,Adult Social Care,Learning Disability Support Adults (18 - 64),Adult Care,Third Party Payments,Other establishments,25-Sep-24,6806810,812.71,LIMITED COMPANY,ACHIEVE TOGETHER LIMITED,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Other Children and Family Services,Children's Services and Education,Third Party Payments,Other establishments,04-Sep-24,6803290,20.62,SUPPLIER,PETERS DEAN CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Other Children and Family Services,Children's Services and Education,Third Party Payments,Other establishments,04-Sep-24,6803290,20.62,SUPPLIER,PETERS DEAN CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Other Children and Family Services,Children's Services and Education,Third Party Payments,Other establishments,04-Sep-24,6803290,20.62,SUPPLIER,PETERS DEAN CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Other Children and Family Services,Children's Services and Education,Third Party Payments,Other establishments,04-Sep-24,6803290,20.62,SUPPLIER,PETERS DEAN CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Other Children and Family Services,Children's Services and Education,Third Party Payments,Other establishments,04-Sep-24,6803290,20.62,SUPPLIER,PETERS DEAN CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Other Children and Family Services,Children's Services and Education,Third Party Payments,Other establishments,04-Sep-24,6803290,268.8,SUPPLIER,PETERS DEAN CARE,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,11-Sep-24,6804482,30.6,SUPPLIER,PREPAID FINANCIAL SERVICES,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,11-Sep-24,6804482,30.6,SUPPLIER,PREPAID FINANCIAL SERVICES,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,11-Sep-24,6804482,30.6,SUPPLIER,PREPAID FINANCIAL SERVICES,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,11-Sep-24,6804482,30.6,SUPPLIER,PREPAID FINANCIAL SERVICES,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,11-Sep-24,6804482,30.6,SUPPLIER,PREPAID FINANCIAL SERVICES,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,11-Sep-24,6804482,30.6,SUPPLIER,PREPAID FINANCIAL SERVICES,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,11-Sep-24,6804482,30.6,SUPPLIER,PREPAID FINANCIAL SERVICES,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,11-Sep-24,6804482,30.6,SUPPLIER,PREPAID FINANCIAL SERVICES,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,11-Sep-24,6804482,30.6,SUPPLIER,PREPAID FINANCIAL SERVICES,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,11-Sep-24,6804482,30.6,SUPPLIER,PREPAID FINANCIAL SERVICES,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,11-Sep-24,6804482,30.6,SUPPLIER,PREPAID FINANCIAL SERVICES,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,11-Sep-24,6804482,30.6,SUPPLIER,PREPAID FINANCIAL SERVICES,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,11-Sep-24,6804482,30.6,SUPPLIER,PREPAID FINANCIAL SERVICES,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,11-Sep-24,6804482,30.6,SUPPLIER,PREPAID FINANCIAL SERVICES,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,11-Sep-24,6804482,30.6,SUPPLIER,PREPAID FINANCIAL SERVICES,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,11-Sep-24,6804482,30.6,SUPPLIER,PREPAID FINANCIAL SERVICES,300000000000000
Portsmouth City Council,PCC,Children's and Education Services,Family Support Services,Children's Services and Education,Third Party Payments,Other establishments,11-Sep-24,6804482,30.6,SUPPLIER,PREPAID FINANCIAL SERVICES,300000000000000
