Supplier,Purpose of Spend,Date,Net Amount,Order Reference,Procurement Code,Type
MARSTON HOLDING LIMITED,Debt Collection & Recovery,03-Sep-24, £309.48 ,PO00045727,DEBT,Purchase order

MARSTON HOLDING LIMITED,Debt Collection & Recovery,03-Sep-24, £430.99 ,PO00045728,DEBT,Purchase order

P TUCKWELL LTD,Vehicle Maintenance,03-Sep-24, £627.85 ,PO00045729,VEHIC8,Purchase order

CLAAS MANNS LTD,Vehicle Maintenance,03-Sep-24," £2,046.08 ",PO00045731,VEHIC8,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,03-Sep-24," £2,664.00 ",PO00045732,HR2,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,03-Sep-24," £2,160.00 ",PO00045733,HR2,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,03-Sep-24," £2,590.00 ",PO00045734,HR2,Purchase order

COMPLETE CONSTRUCTION,Exterior Finish Works,03-Sep-24," £3,495.00 ",PO00045735,BUILD03,Purchase order

RENTOKIL INITIAL SERVICES T/A INITIAL WASHROOMS,Cleaning Services - External,03-Sep-24, £834.80 ,PO00045737,CLEAN2,Purchase order

COMPLETE CONSTRUCTION,Plumbing Fixtures,03-Sep-24, £295.00 ,PO00045738,BUILD05,Purchase order

ERNEST DOE & SONS LTD,Vehicle Maintenance,03-Sep-24, £790.25 ,PO00045739,VEHIC8,Purchase order

SWIM ENGLAND,Trophies & Awards,03-Sep-24," £1,360.00 ",PO00045740,SPORT5,Purchase order

FENN WRIGHT,Consultancy,03-Sep-24, £950.00 ,PO00045741,CONSULT,Purchase order

Civica UK Limited,Software as a Service,03-Sep-24," £27,500.00 ",PO00045742,DIGI8,Purchase order

Inspire Leisure Training Limited,Training / Course Fees,03-Sep-24, £450.00 ,PO00045745,TRG1,Purchase order

MONA INCE T/A MONA MARNELL GLASS,Events,03-Sep-24, £428.56 ,PO00045747,EVENTS,Purchase order

Baker Richards Consulting Ltd,Performing Arts,03-Sep-24," £1,260.00 ",PO00045749,PERFORM,Purchase order

HAYS MONTROSE,Temporary Staff,03-Sep-24," £18,687.57 ",PO00045752,HR2,Purchase order

HAYS MONTROSE,Temporary Staff,03-Sep-24," £11,555.85 ",PO00045753,HR2,Purchase order

HAYS MONTROSE,Temporary Staff,03-Sep-24," £17,954.45 ",PO00045754,HR2,Purchase order

HAYS MONTROSE,Temporary Staff,03-Sep-24," £10,954.00 ",PO00045755,HR2,Purchase order

HAYS MONTROSE,Temporary Staff,03-Sep-24," £18,282.11 ",PO00045756,HR2,Purchase order

HAYS MONTROSE,Temporary Staff,03-Sep-24," £10,261.37 ",PO00045757,HR2,Purchase order

HAYS MONTROSE,Temporary Staff,03-Sep-24," £20,634.38 ",PO00045758,HR2,Purchase order

BALM & DAVIES LTD,Building Repairs,03-Sep-24," £2,333.63 ",PO00045761,BUILD07,Purchase order

HAYS MONTROSE,Temporary Staff,03-Sep-24," £11,558.77 ",PO00045762,HR2,Purchase order

KNIGHT DESIGN INTERIORS,Events,03-Sep-24, £253.39 ,PO00045767,EVENTS,Purchase order

SUZI M,Events,03-Sep-24, £386.27 ,PO00045768,EVENTS,Purchase order

REDACTED,Events,03-Sep-24, £280.72 ,PO00045769,EVENTS,Purchase order

Black & White Fire Safety Limited,Building Repairs,03-Sep-24, £250.00 ,PO00045771,BUILD07,Purchase order

HOUSING ACTION MANAGEMENT LIMITED,Homelessness Provision,03-Sep-24," £6,521.50 ",PO00045772,HOMEPROV,Purchase order

ADECCO UK LTD,Temporary Staff,03-Sep-24, £933.10 ,PO00045775,HR2,Purchase order

B & M PRINT LTD,Banking Services,03-Sep-24, £506.00 ,PO00045777,FIN2,Purchase order

M J FENCING LTD,Horticultural Services,03-Sep-24, £915.00 ,PO00045778,HORT7,Purchase order

BOOKER LTD,Bar Stock,03-Sep-24," £1,685.15 ",,,Direct Debit

FREEDOM COMMUNICAT,Telecoms,03-Sep-24," £1,673.59 ",,,Direct Debit

GCI NETWORK SOLUTI,Telecoms,03-Sep-24, £373.95 ,,,Direct Debit

M J FENCING LTD,Horticultural Services,04-Sep-24," £1,350.00 ",PO00045781,HORT7,Purchase order

FISK FIRE MAINTENANCE LIMITED,Building Repairs,04-Sep-24, £280.00 ,PO00045782,BUILD07,Purchase order

LASER ELECTRICAL SERVICES LTD,Building Repairs,04-Sep-24," £1,205.66 ",PO00045783,BUILD07,Purchase order

ESSEX COUNTY COUNCIL,Legal Advice,04-Sep-24," £1,867.17 ",PO00045788,LEGAL4,Purchase order

GRAPE PASSIONS LTD,Catering Supplies - Food & Drink,04-Sep-24, £574.56 ,PO00045789,CAT2,Purchase order

HILLS PROSPECT PLC,Catering Supplies - Food & Drink,04-Sep-24, £402.70 ,PO00045791,CAT2,Purchase order

REDACTED,Temporary Staff,04-Sep-24, £299.00 ,PO00045795,HR2,Purchase order

ESSEX RECLAMATION,Recycling Services,04-Sep-24," £20,705.16 ",PO00045798,RECYCL1,Purchase order

Envik waste recycling services,Waste Disposal Services,04-Sep-24," £4,071.10 ",PO00045799,WASTE2,Purchase order

 HYDRAQUIP HOSE & HYDRAULICS,Vehicle Maintenance,04-Sep-24, £251.52 ,PO00045800,VEHIC8,Purchase order

HEAVYHAUL (CHELMSFORD) LTD,Vehicle Maintenance,04-Sep-24, £280.00 ,PO00045801,VEHIC8,Purchase order

HEAVYHAUL (CHELMSFORD) LTD,Vehicle Maintenance,04-Sep-24," £1,067.14 ",PO00045802,VEHIC8,Purchase order

AUTO JET,Vehicle Maintenance,04-Sep-24," £1,625.00 ",PO00045803,VEHIC8,Purchase order

AUTO JET,Vehicle Maintenance,04-Sep-24," £1,340.00 ",PO00045804,VEHIC8,Purchase order

CHELMSFORD COUNCIL FOR VOLUNTARY SERVICE,Community Grants,04-Sep-24, £500.00 ,PO00045805,GRANTS,Purchase order

DIRECT TYRE MANAGEMENT LTD,Tyres & Tubes,04-Sep-24," £1,425.92 ",PO00045807,VEHIC2,Purchase order

HYDRAHOSE SERVICE LTD,Vehicles Parts,04-Sep-24, £561.18 ,PO00045808,VEHIC7,Purchase order

W & H ROMAC LTD,Signage - Highway,04-Sep-24, £277.56 ,PO00045812,SIGN4,Purchase order

ANDERSON AND CO TARMACADAM,Landscape Works,04-Sep-24," £3,514.00 ",PO00045814,LANDSCPE,Purchase order

Duplex Cleaning Machines UK Ltd,Cleaning Services - External,04-Sep-24, £255.00 ,PO00045817,CLEAN2,Purchase order

PPL PRS LTD,Performing Arts,04-Sep-24," £8,866.23 ",PO00045818,PERFORM,Purchase order

Brogans School of Dance,Performing Arts,04-Sep-24," £7,257.72 ",PO00045819,PERFORM,Purchase order

Fulcrum Talent,Performing Arts,04-Sep-24," £1,417.00 ",PO00045820,PERFORM,Purchase order

M J FENCING LTD,Construction - Permanent Structures,05-Sep-24," £6,860.00 ",PO00045821,BUILD06,Purchase order

R W CRAWFORD AGRICULTURAL MACHINERY LTD,Digital Maintenance & Support,05-Sep-24, £382.92 ,PO00045822,DIGIT6,Purchase order

SAFETY-KLEEN UK LTD,Recycling Services,05-Sep-24, £703.74 ,PO00045828,RECYCL1,Purchase order

TELEFONICA O2 UK LTD,Telecommunitcations,05-Sep-24, £569.00 ,PO00045829,DIGIT8,Purchase order

DIRECT TYRE MANAGEMENT LTD,Tyres & Tubes,05-Sep-24," £13,155.54 ",PO00045830,VEHIC2,Purchase order

MY HEXAGONE LIMITED,Sports Equipment,05-Sep-24," £1,330.00 ",PO00045831,SPORT2,Purchase order

BALM & DAVIES LTD,Building Repairs,05-Sep-24, £406.61 ,PO00045832,BUILD07,Purchase order

OWLS HALL ENVIRONMENTAL LTD,Building Repairs,05-Sep-24, £740.00 ,PO00045833,BUILD07,Purchase order

CORNERSTONE BARRISTERS,Consultancy,05-Sep-24, £250.00 ,PO00045834,CONSULT,Purchase order

TELEFONICA O2 UK LTD,Telecommunitcations,05-Sep-24," £2,123.00 ",PO00045835,DIGIT8,Purchase order

BASILDON BOROUGH COUNCIL,Vehicle Leasing ,05-Sep-24," £95,318.81 ",PO00045836,VEHIC6,Purchase order

New Hope Rentals,Homelessness Provision,05-Sep-24, £420.00 ,PO00045838,HOMEPROV,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,05-Sep-24," £1,007.86 ",PO00045840,HOMEPROV,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,05-Sep-24," £1,007.86 ",PO00045841,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,05-Sep-24, £420.00 ,PO00045843,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,05-Sep-24, £420.00 ,PO00045844,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,05-Sep-24, £420.00 ,PO00045845,HOMEPROV,Purchase order

Plastecowood Limited,Timber,05-Sep-24, £456.40 ,PO00045847,TIMBER,Purchase order

CONTOUR LANDSCAPES LTD,Traffic,05-Sep-24, £380.00 ,PO00045848,TRAFF5,Purchase order

JOHN WICKS ENGINEERING,Horticultural Services,05-Sep-24, £655.00 ,PO00045852,HORT7,Purchase order

HANDS ON SKILLS TRAINING LTD,Training / Course Fees,05-Sep-24, £867.16 ,PO00045856,TRG1,Purchase order

M CONDRON LIMITED,Consultancy,05-Sep-24, £925.00 ,PO00045858,CONSULT,Purchase order

SIMPLY ACORN GROUP LTD,Tree Management Services,05-Sep-24," £1,050.00 ",PO00045859,TREE,Purchase order

Blake Tree Care Limited,Tree Management Services,05-Sep-24," £3,110.00 ",PO00045860,TREE,Purchase order

Blackwater Tree Specialists,Tree Management Services,05-Sep-24, £645.00 ,PO00045861,TREE,Purchase order

VIP SECURITY (ESSEX) LTD,Museums & Galleries,05-Sep-24, £399.00 ,PO00045862,MUSEUM,Purchase order

COMP VOUCHER SERV,Subscriptions,05-Sep-24," £1,401.84 ",,,Direct Debit

PRETTYS,Legal Advice,06-Sep-24," £1,692.00 ",PO00045863,LEGAL4,Purchase order

FISK FIRE MAINTENANCE LIMITED,Building Repairs,06-Sep-24, £350.00 ,PO00045864,BUILD07,Purchase order

Essex Cleaning Machines,Sports Equipment,06-Sep-24, £846.00 ,PO00045867,SPORT2,Purchase order

New Hope Rentals,Homelessness Provision,06-Sep-24, £420.00 ,PO00045869,HOMEPROV,Purchase order

ESSEX SUPPLIES (UK) LTD,Cleaning Supplies,06-Sep-24, £679.60 ,PO00045871,CLEAN1,Purchase order

SIMPLY ACORN GROUP LTD,Tree Management Services,06-Sep-24, £600.00 ,PO00045872,TREE,Purchase order

PLENTY OF THYME,Catering Supplies - Food & Drink,06-Sep-24, £399.00 ,PO00045873,CAT2,Purchase order

BADDOW ROAD SUPPLIES LTD,PPE Workwear,06-Sep-24, £512.80 ,PO00045876,PPE1,Purchase order

AVALON PROMOTIONS LTD,Performing Arts,06-Sep-24, £792.56 ,PO00045882,PERFORM,Purchase order

AVALON PROMOTIONS LTD,Performing Arts,06-Sep-24," £1,105.70 ",PO00045883,PERFORM,Purchase order

Potter Raper Ltd,Consultancy,06-Sep-24," £2,250.00 ",PO00045885,CONSULT,Purchase order

HILTON CABINET COMPANY LTD,Crematorium Equipment,06-Sep-24, £327.66 ,PO00045887,CREM1,Purchase order

EQUITA LTD,Parking Fines Collection,06-Sep-24, £911.26 ,PO00045889,FINES,Purchase order

NEWLYN,Parking Fines Collection,06-Sep-24," £2,494.31 ",PO00045891,FINES,Purchase order

NC RANGE SITE LIMITED,DFGS Grant,06-Sep-24," £3,440.42 ",PO00045892,DFGS,Purchase order

MONTAGU EVANS LLP,Property Management,06-Sep-24," £48,325.00 ",PO00045893,PROP4,Purchase order

VIVEDIA LTD,Crematorium Equipment,06-Sep-24," £4,523.00 ",PO00045894,CREM1,Purchase order

ERNEST DOE & SONS LTD,Vehicle Tools and Equipment,06-Sep-24," £1,998.00 ",PO00045897,VEHIC10,Purchase order

ERNEST DOE & SONS LTD,PPE Workwear,06-Sep-24," £2,192.25 ",PO00045898,PPE1,Purchase order

DIRECTA (UK) LTD,Horticultural Chemicals,06-Sep-24, £260.92 ,PO00045899,HORT1,Purchase order

ESSEX SUPPLIES (UK) LTD,Cleaning Services - External,06-Sep-24, £579.12 ,PO00045900,CLEAN2,Purchase order

P TUCKWELL LTD,Vehicle Maintenance,09-Sep-24, £265.00 ,PO00045901,VEHIC8,Purchase order

CENTENNIAL PROPERTY LTD T/A RENT CONNECT,Homelessness Provision,09-Sep-24," £7,861.60 ",PO00045909,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,09-Sep-24, £420.00 ,PO00045910,HOMEPROV,Purchase order

6 PUMP COURT CHAMBERS,Legal Advocacy,09-Sep-24," £1,000.00 ",PO00045912,LEGAL1,Purchase order

HAYS MONTROSE,Temporary Staff,09-Sep-24, £646.41 ,PO00045913,HR2,Purchase order

BALM & DAVIES LTD,Building Repairs,09-Sep-24, £513.25 ,PO00045914,BUILD07,Purchase order

MARES S P A,Sports Equipment,09-Sep-24," £2,459.76 ",PO00045918,SPORT2,Purchase order

CITY FIRE TRAINING LTD,Training / Course Fees,09-Sep-24, £650.00 ,PO00045919,TRG1,Purchase order

HAYS MONTROSE,Temporary Staff,09-Sep-24, £646.40 ,PO00045920,HR2,Purchase order

New Hope Rentals,Homelessness Provision,09-Sep-24, £420.00 ,PO00045921,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,09-Sep-24, £560.00 ,PO00045922,HOMEPROV,Purchase order

ESSENTIAL COMPUTING,Consultancy,09-Sep-24," £2,300.00 ",PO00045924,CONSULT,Purchase order

IFZW Maintenance LTD,Crematorium Maintenance,09-Sep-24," £5,240.20 ",PO00045925,CREM2,Purchase order

The Rent Guarantee Company Ltd,Homelessness Provision,09-Sep-24," £3,678.84 ",PO00045927,HOMEPROV,Purchase order

OASIS HOTEL HARLOW LTD,Homelessness Provision,09-Sep-24," £1,155.00 ",PO00045928,HOMEPROV,Purchase order

PROPERTY STOP,Homelessness Provision,09-Sep-24," £28,405.00 ",PO00045929,HOMEPROV,Purchase order

ESSEX SUPPLIES (UK) LTD,Performing Arts,09-Sep-24, £371.19 ,PO00045930,PERFORM,Purchase order

FISK FIRE MAINTENANCE LIMITED,Building Repairs,09-Sep-24, £270.00 ,PO00045931,BUILD07,Purchase order

ESSEX CHAMBERS OF COMMERCE & INDUSTRY LTD,Promotional Advertising,09-Sep-24, £300.00 ,PO00045932,ADVRT1,Purchase order

PROPERTY STOP,Homelessness Provision,09-Sep-24," £28,630.00 ",PO00045933,HOMEPROV,Purchase order

SAVILLS,Consultancy,09-Sep-24," £3,000.00 ",PO00045934,CONSULT,Purchase order

OASIS HOTEL HARLOW LTD,Homelessness Provision,09-Sep-24," £1,534.50 ",PO00045936,HOMEPROV,Purchase order

OASIS HOTEL HARLOW LTD,Homelessness Provision,09-Sep-24," £1,534.50 ",PO00045938,HOMEPROV,Purchase order

OASIS HOTEL HARLOW LTD,Homelessness Provision,09-Sep-24," £1,435.50 ",PO00045939,HOMEPROV,Purchase order

OASIS HOTEL HARLOW LTD,Homelessness Provision,09-Sep-24," £1,534.50 ",PO00045940,HOMEPROV,Purchase order

OASIS HOTEL HARLOW LTD,Homelessness Provision,09-Sep-24, £786.67 ,PO00045941,HOMEPROV,Purchase order

CORPORATE MAILING SOLUTIONS,Election Services,09-Sep-24," £2,102.47 ",PO00045944,LEGAL2,Purchase order

ADECCO UK LTD,Temporary Staff,09-Sep-24, £813.13 ,PO00045945,HR2,Purchase order

TMP (UK) LTD,Statutory Advertising,09-Sep-24, £324.55 ,PO00045946,ADVRT2,Purchase order

TMP (UK) LTD,Statutory Advertising,09-Sep-24, £440.75 ,PO00045947,ADVRT2,Purchase order

GRAPE PASSIONS LTD,Bar Stock,09-Sep-24," £2,327.65 ",,,Direct Debit

LIGHTHOUSE (TRAINING AND DEVELOPMENT) LTD,Training / Course Fees,10-Sep-24, £750.00 ,PO00045948,TRG1,Purchase order

TELEFONICA O2 UK LTD,Telecommunitcations,10-Sep-24, £415.00 ,PO00045951,DIGIT8,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,10-Sep-24," £1,592.81 ",PO00045952,HOMEPROV,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,10-Sep-24, £772.91 ,PO00045953,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,10-Sep-24, £420.00 ,PO00045954,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,10-Sep-24, £420.00 ,PO00045955,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,10-Sep-24, £420.00 ,PO00045956,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,10-Sep-24, £420.00 ,PO00045957,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,10-Sep-24, £420.00 ,PO00045958,HOMEPROV,Purchase order

PALL MALL PREMIER CARS,Vehicle Hire,10-Sep-24," £1,394.50 ",PO00045960,VEHIC5,Purchase order

CHELMSFORD PEST CONTROL,Pest Control,10-Sep-24, £250.00 ,PO00045961,PEST,Purchase order

SAFE & SOUND LIMITED,Building Security,10-Sep-24, £400.04 ,PO00045963,SECUR1,Purchase order

CHELMSFORD PEST CONTROL,Pest Control,10-Sep-24, £250.00 ,PO00045964,PEST,Purchase order

VIP SECURITY (ESSEX) LTD,Temporary Staff,10-Sep-24, £275.25 ,PO00045965,HR2,Purchase order

ANDERSON AND CO TARMACADAM,Bitumen & Roadsurface Dressing,10-Sep-24," £5,035.00 ",PO00045966,ROAD,Purchase order

TMP (UK) LTD,Statutory Advertising,10-Sep-24," £2,384.07 ",PO00045968,ADVRT2,Purchase order

DIRECT TYRE MANAGEMENT LTD,Vehicle Maintenance,10-Sep-24, £511.23 ,PO00045970,VEHIC8,Purchase order

BRADLEY FAULKNER GROUND MAINTENANCE,Horticultural Services,10-Sep-24," £1,750.00 ",PO00045971,HORT7,Purchase order

HIGHLINE ROADMARKINGS LTD,Signage - Highway,10-Sep-24, £638.40 ,PO00045973,SIGN4,Purchase order

ANGLIAN WATER,Water (Utility),10-Sep-24, £298.45 ,PO00045974,WATER,Purchase order

WATLING JCB LTD,Vehicle Maintenance,10-Sep-24, £990.59 ,PO00045975,VEHIC8,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,10-Sep-24, £575.76 ,PO00045977,VEHIC7,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,10-Sep-24, £320.40 ,PO00045978,VEHIC7,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,10-Sep-24, £500.58 ,PO00045979,VEHIC7,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,10-Sep-24, £286.47 ,PO00045980,VEHIC7,Purchase order

TERBERG MATECK UK LTD,Vehicle Maintenance,10-Sep-24, £640.10 ,PO00045983,VEHIC8,Purchase order

NEW ERA FUELS LIMITED,Fuel,10-Sep-24," £28,583.81 ",PO00045984,FUEL1,Purchase order

New Generation Development Agency,Events,10-Sep-24," £1,000.00 ",PO00045985,EVENTS,Purchase order

MOBILITY SOLUTIONS (SOUTH) LIMITED,DFGS Grant,10-Sep-24," £5,460.00 ",PO00045986,DFGS,Purchase order

VIP SECURITY (ESSEX) LTD,Security Personnel,10-Sep-24, £481.32 ,PO00045988,SECUR4,Purchase order

PLENTY OF THYME,Catering Supplies - Food & Drink,10-Sep-24," £1,050.00 ",PO00045989,CAT2,Purchase order

CMUK VISUAL SAFETY LTD,Healthcare Equipment,10-Sep-24, £339.00 ,PO00045990,HEALTH2,Purchase order

TRAVELERS INSURANCE COMPANY LTD,Insurance,10-Sep-24," £2,500.00 ",PO00045993,INSURE,Purchase order

STARR BROTHERS FILMS LIMITED,Photography,10-Sep-24, £964.85 ,PO00045994,PHOTO,Purchase order

SIGNS FOR YOU LTD,Signage - Installation & Maintenance,10-Sep-24, £702.79 ,PO00045996,SIGN2,Purchase order

NATURESCAPE WILDFLOWERS LLP,Seeds & Plants,10-Sep-24," £1,295.00 ",PO00045998,HORT2,Purchase order

M R SERVICES ESSEX LTD,Soils & Dressing,10-Sep-24, £400.00 ,PO00045999,HORT4,Purchase order

Nickolds Property Management,Homelessness Provision,10-Sep-24," £4,380.00 ",PO00046005,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,10-Sep-24," £4,320.00 ",PO00046006,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,10-Sep-24," £5,220.00 ",PO00046007,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,10-Sep-24," £4,775.00 ",PO00046008,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,10-Sep-24," £5,445.00 ",PO00046009,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,10-Sep-24," £4,710.00 ",PO00046010,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,10-Sep-24," £5,235.00 ",PO00046011,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,10-Sep-24," £4,420.00 ",PO00046012,HOMEPROV,Purchase order

VIP-SYSTEM LTD,Taxi Services,10-Sep-24," £3,233.89 ",PO00046013,TAXI,Purchase order

Nickolds Property Management,Homelessness Provision,10-Sep-24," £4,490.00 ",PO00046014,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,10-Sep-24," £5,745.00 ",PO00046015,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,10-Sep-24," £4,865.00 ",PO00046016,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,10-Sep-24," £5,560.00 ",PO00046017,HOMEPROV,Purchase order

Clearaway Recycling,Removal Services,10-Sep-24, £751.00 ,PO00046019,REMOVAL,Purchase order

BRENTWOOD COMMUNICATIONS LTD,Traffic Planning,10-Sep-24, £261.45 ,PO00046020,TRAFF4,Purchase order

REDACTED,Temporary Staff,10-Sep-24, £381.50 ,PO00046021,HR2,Purchase order

CHAMPION SERVICES GROUP,Cleaning Services - External,10-Sep-24," £2,780.00 ",PO00046022,CLEAN2,Purchase order

,WWW.JOEANDSEPHS.CO.UK WATFORD,10-Sep-24, £264.94 ,,,Procurement card

,FBCS / CITP Membership,10-Sep-24, £276.00 ,,,Procurement card

,TRAVELODG TRAVELODGE,10-Sep-24, £285.92 ,,,Procurement card

