"Invoices Paid for Direct Payments, Foster/Adoption/Pathway Payments for Cumbria County Council",,,,,,,,,
,,,,,,,,,
company,coded supplier,Date,Directorate Description,Directorate Area,System Reference,Expenditure Description,Type of Expenditure ,Line Number,Line Amount
WF,DP8643,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116932,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,276.24"
WF,DP32511,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116933,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,998.32
WF,DP53571,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116934,INDIVIDUAL SERVICE FUNDS,Revenue,1,"3,276.00"
WF,DP90075,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116936,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,756
WF,DP90075,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116936,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,324
WF,DP97095,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116937,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"9,470.32"
WF,DP106923,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116938,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,321.52
WF,DP113943,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116939,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,207.88"
WF,DP146235,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116940,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,699.24"
WF,DP161679,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116941,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,508.28
WF,DP184143,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116942,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,089.24"
WF,DP189759,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116943,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"4,472.00"
WF,DP198183,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116944,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,867
WF,DP198183,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116944,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,712.18
WF,DP198183,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116944,DIRECT PAYMENTS TO SERVICE USE,Revenue,3,867
WF,DP198183,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116944,DIRECT PAYMENTS TO SERVICE USE,Revenue,4,867
WF,DP198183,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116944,DIRECT PAYMENTS TO SERVICE USE,Revenue,5,867
WF,DP198183,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116944,DIRECT PAYMENTS TO SERVICE USE,Revenue,6,867
WF,DP226263,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116946,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,576.00"
WF,DP237495,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116947,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,516.24"
WF,DP266979,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116949,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,793.24
WF,DP285231,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116950,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,453.4
WF,DP306291,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116951,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,268.68"
WF,DP309099,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116952,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,854.36
WF,DP313311,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116953,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,398.00"
WF,DP327351,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116954,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,882
WF,DP390531,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116955,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,310.00"
WF,DP390531,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116955,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,980
WF,DP408783,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116956,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,816.08
WF,DP459327,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116957,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,861.4
WF,DP480387,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116958,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,639.44"
WF,DP490215,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116959,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,865.84"
WF,DP511275,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116960,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,413.48"
WF,DP525315,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116961,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"4,345.36"
WF,DP526719,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116962,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,656.8
WF,DP537951,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116963,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,188.28"
WF,DP546375,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116964,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"5,603.48"
WF,DP546375,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116964,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"5,603.48"
WF,DP546375,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116964,DIRECT PAYMENTS TO SERVICE USE,Revenue,3,"3,001.86"
WF,DP577263,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116965,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,401.6
WF,DP577263,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116965,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,401.6
WF,DP577263,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116965,DIRECT PAYMENTS TO SERVICE USE,Revenue,3,401.6
WF,DP577263,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116965,DIRECT PAYMENTS TO SERVICE USE,Revenue,4,401.6
WF,DP577263,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116965,DIRECT PAYMENTS TO SERVICE USE,Revenue,5,329.89
WF,DP577263,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116965,DIRECT PAYMENTS TO SERVICE USE,Revenue,6,401.6
WF,DP608151,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116967,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,419.16
WF,DP609555,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116968,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,210.80"
WF,DP615171,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116969,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,429.64"
WF,DP698007,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116970,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,032.64"
WF,DP716259,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116971,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,051.52"
WF,DP723279,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116972,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,051.08"
WF,DP737319,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116973,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,098.80"
WF,DP744339,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116974,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,612
WF,DP752763,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116975,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,065.08"
WF,DP756975,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116976,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,724.96"
WF,DP759783,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116977,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,759
WF,DP853851,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116979,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,598.32"
WF,DP865083,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116980,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,681.00"
WF,DP865083,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116980,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"2,681.00"
WF,DP865083,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116980,DIRECT PAYMENTS TO SERVICE USE,Revenue,3,"2,298.00"
WF,DP865083,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116980,DIRECT PAYMENTS TO SERVICE USE,Revenue,4,"2,681.00"
WF,DP887547,08/08/2023,CHILDRENS SERVICES,EDUCATION & INCLUSION         ,116481,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,427.72"
WF,DP919839,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116981,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,175
WF,DP919839,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116981,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,171.35
WF,DP919839,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116981,DIRECT PAYMENTS TO SERVICE USE,Revenue,3,685.4
WF,DP919839,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116981,DIRECT PAYMENTS TO SERVICE USE,Revenue,4,685.4
WF,DP966171,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116983,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,704.16"
WF,DP1033563,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116984,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,043.16"
WF,DP1123419,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116985,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,755.16"
WF,DP1129035,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116986,INDIVIDUAL SERVICE FUNDS,Revenue,1,"3,276.00"
WF,DP1130439,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116988,INDIVIDUAL SERVICE FUNDS,Revenue,1,"3,175.60"
WF,DP1159923,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116990,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,962.36"
WF,DP1169751,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116991,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,664.00"
WF,DP1172559,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116992,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,474.96
WF,DP1199235,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116993,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,804
WF,DP1279263,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116994,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"5,373.32"
WF,DP1282071,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116995,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,816.20"
WF,DP1293303,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117544,DIRECT PAYMENT INCOME,Revenue,1,174.93
WF,DP1293303,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117544,DIRECT PAYMENT INCOME,Revenue,2,164.8
WF,DP1293303,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117544,DIRECT PAYMENT INCOME,Revenue,3,159.4
WF,DP1293303,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117544,DIRECT PAYMENT INCOME,Revenue,4,164.8
WF,DP1293303,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117544,DIRECT PAYMENT INCOME,Revenue,5,159.4
WF,DP1293303,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117544,DIRECT PAYMENT INCOME,Revenue,6,159.4
WF,DP1293303,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117544,DIRECT PAYMENT INCOME,Revenue,7,164.8
WF,DP1293303,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117544,DIRECT PAYMENT INCOME,Revenue,8,164.8
WF,DP1293303,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117544,DIRECT PAYMENT INCOME,Revenue,9,159.4
WF,DP1293303,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117544,DIRECT PAYMENT INCOME,Revenue,10,164.8
WF,DP1293303,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117544,DIRECT PAYMENT INCOME,Revenue,11,159.4
WF,DP1293303,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117544,DIRECT PAYMENT INCOME,Revenue,12,88.29
WF,DP1293303,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117544,DIRECT PAYMENT INCOME,Revenue,13,164.8
WF,DP1293303,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117544,DIRECT PAYMENT INCOME,Revenue,14,164.8
WF,DP1293303,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117544,DIRECT PAYMENT INCOME,Revenue,15,159.4
WF,DP1293303,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117544,DIRECT PAYMENT INCOME,Revenue,16,164.8
WF,DP1293303,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117544,DIRECT PAYMENT INCOME,Revenue,17,159.4
WF,DP1293303,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117544,DIRECT PAYMENT INCOME,Revenue,18,164.8
WF,DP1293303,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117544,DIRECT PAYMENT INCOME,Revenue,19,162.1
WF,DP1293303,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117544,DIRECT PAYMENT INCOME,Revenue,20,159.4
WF,DP1293303,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117544,DIRECT PAYMENT INCOME,Revenue,21,164.8
WF,DP1293303,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117544,DIRECT PAYMENT INCOME,Revenue,22,159.4
WF,DP1293303,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117544,DIRECT PAYMENT INCOME,Revenue,23,164.8
WF,DP1293303,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117544,DIRECT PAYMENT INCOME,Revenue,24,159.4
WF,DP1293303,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117544,DIRECT PAYMENT INCOME,Revenue,25,159.4
WF,DP1355079,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116998,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,946.32
WF,DP1363503,08/08/2023,CHILDRENS SERVICES,EDUCATION & INCLUSION         ,116482,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,940.08
WF,DP1421067,08/08/2023,ADULT SERVICES,OPERATIONS                    ,116999,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,465.92
WF,DP1492671,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117000,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,075.40"
WF,DP1506711,08/08/2023,CHILDRENS SERVICES,EDUCATION & INCLUSION         ,116483,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,719.76
WF,DP1555851,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117001,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,952.12
WF,DP1701867,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117002,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,516.24"
WF,DP1756623,08/08/2023,CHILDRENS SERVICES,EDUCATION & INCLUSION         ,116484,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,281.68"
WF,DP1795935,08/08/2023,CHILDRENS SERVICES,EDUCATION & INCLUSION         ,116485,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,142.56"
WF,DP1797339,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117546,DIRECT PAYMENT INCOME,Revenue,1,112.2
WF,DP1797339,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117546,DIRECT PAYMENT INCOME,Revenue,2,112.2
WF,DP1797339,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117546,DIRECT PAYMENT INCOME,Revenue,3,112.2
WF,DP1797339,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117546,DIRECT PAYMENT INCOME,Revenue,4,112.2
WF,DP1797339,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117546,DIRECT PAYMENT INCOME,Revenue,5,109.5
WF,DP1797339,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117546,DIRECT PAYMENT INCOME,Revenue,6,112.2
WF,DP1797339,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117546,DIRECT PAYMENT INCOME,Revenue,7,112.2
WF,DP1797339,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117546,DIRECT PAYMENT INCOME,Revenue,8,60.11
WF,DP1797339,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117546,DIRECT PAYMENT INCOME,Revenue,9,112.2
WF,DP1797339,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117546,DIRECT PAYMENT INCOME,Revenue,10,112.2
WF,DP1797339,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117546,DIRECT PAYMENT INCOME,Revenue,11,53.4
WF,DP1797339,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117546,DIRECT PAYMENT INCOME,Revenue,12,112.2
WF,DP1797339,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117546,DIRECT PAYMENT INCOME,Revenue,13,112.2
WF,DP1797339,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117546,DIRECT PAYMENT INCOME,Revenue,14,112.2
WF,DP1798743,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117005,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,299.32"
WF,DP1899831,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117006,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,800
WF,DP1964415,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117007,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,248.44"
WF,DP2043039,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117008,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,178.00"
WF,DP2059887,08/08/2023,CHILDRENS SERVICES,EDUCATION & INCLUSION         ,116486,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,520.48
WF,DP2078139,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117009,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,245.00"
WF,DP2111835,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117010,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,521.56"
WF,DP2249427,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117012,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,703.68"
WF,DP2250831,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117013,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,529.16
WF,DP2263467,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117014,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,449.32
WF,DP2264871,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117015,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,965.4
WF,DP2401059,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117016,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,391.92
WF,DP2514783,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117017,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,506.96"
WF,DP2520399,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117018,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,483.72
WF,DP2570943,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117019,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,244.08"
WF,DP2579367,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117020,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,126.52"
WF,DP2590599,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117021,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,197.68"
WF,DP2680455,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117022,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,170.52"
WF,DP2686071,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117023,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,660
WF,DP2687475,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117024,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,543.80"
WF,DP2698707,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117025,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,333.16"
WF,DP2745039,08/08/2023,ADULT SERVICES,OPERATIONS                    ,117026,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,569.84"
