"Invoices Paid for Direct Payments, Foster/Adoption/Pathway Payments for Westmorland & Furness",,,,,,,,,
company,coded supplier,Date,Directorate Description,Directorate Area,System Reference,Expenditure Description,Type of Expenditure ,Line Number,Line Amount
WF,DF1623,04/12/2023,CAPITAL COST CENTRES,CAPITAL - THRIVING COMMUNITIES,229205,CAPITAL ADDITIONS - OTHER,Capital,1,"3,874.58"
WF,DF1623,04/12/2023,CAPITAL COST CENTRES,CAPITAL - THRIVING COMMUNITIES,229205,SLDC DFG Levy,Revenue,2,548.90
WF,DF1623,04/12/2023,THRIVING COMMUNITIES,HOUSING                       ,229205,SLDC DFG Levy,Revenue,3,-548.90
WF,DP8643,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249109,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,276.24"
WF,DP32511,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249110,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,998.32
WF,DP53571,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249111,INDIVIDUAL SERVICE FUNDS,Revenue,1,"3,539.92"
WF,DP90075,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249113,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,756.00
WF,DP90075,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249113,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,324.00
WF,DP97095,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249114,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"9,470.32"
WF,DP106923,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249115,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,321.52
WF,DP113943,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249116,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,207.88"
WF,DP146235,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249117,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,699.24"
WF,DP161679,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249118,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,508.28
WF,DP184143,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249119,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,089.24"
WF,DP189759,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249120,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"4,472.00"
WF,DP198183,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249121,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,867.00
WF,DP226263,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249122,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,576.00"
WF,DP237495,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249123,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,516.24"
WF,DP266979,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249124,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,793.24
WF,DP285231,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249125,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,453.40
WF,DP306291,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249126,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,268.68"
WF,DP309099,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249127,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,854.36
WF,DP313311,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249128,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,398.00"
WF,DP327351,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249129,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,882.00
WF,DP390531,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249130,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,980.00
WF,DP390531,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249130,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,"1,310.00"
WF,DP408783,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249131,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,816.08
WF,DP459327,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249132,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,292.40"
WF,DP480387,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249133,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,639.44"
WF,DP490215,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249134,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,865.84"
WF,DP511275,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249135,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,413.48"
WF,DP525315,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249136,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"4,345.36"
WF,DP526719,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249137,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,656.80
WF,DP546375,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249138,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"5,603.48"
WF,DP577263,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249139,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,401.60
WF,DP608151,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249140,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,884.76
WF,DP609555,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249141,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,210.80"
WF,DP615171,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249142,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,429.64"
WF,DP698007,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249143,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,032.64"
WF,DP716259,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249144,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,408.84"
WF,DP723279,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249145,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,051.08"
WF,DP737319,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249146,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,098.80"
WF,DP744339,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249147,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,612.00
WF,DP752763,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249148,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,065.08"
WF,DP756975,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249149,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,724.96"
WF,DP759783,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249150,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,759.00
WF,DP853851,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249152,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,598.32"
WF,DP887547,12/12/2023,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,236323,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,427.72"
WF,DP919839,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249153,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,685.40
WF,DP966171,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249154,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,704.16"
WF,DP1033563,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249155,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,043.16"
WF,DP1123419,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249156,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,755.16"
WF,DP1129035,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249157,INDIVIDUAL SERVICE FUNDS,Revenue,1,"3,539.92"
WF,DP1130439,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249159,INDIVIDUAL SERVICE FUNDS,Revenue,1,"3,539.92"
WF,DP1159923,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249161,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,962.36"
WF,DP1169751,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249162,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,664.00"
WF,DP1172559,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249163,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,474.96
WF,DP1199235,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249164,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,804.00
WF,DP1279263,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249165,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"5,373.32"
WF,DP1282071,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249166,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,841.04"
WF,DP1293303,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249167,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"3,006.76"
WF,DP1355079,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249168,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,905.60"
WF,DP1363503,12/12/2023,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,236324,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,940.08
WF,DP1421067,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249169,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,465.92
WF,DP1492671,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249170,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,075.40"
WF,DP1506711,12/12/2023,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,236325,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,719.76
WF,DP1555851,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249171,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,952.12
WF,DP1701867,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249172,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,516.24"
WF,DP1756623,12/12/2023,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,236326,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,281.68"
WF,DP1798743,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249173,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,299.32"
WF,DP1899831,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249174,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,800.00
WF,DP1964415,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249175,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,248.44"
WF,DP2043039,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249176,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,178.00"
WF,DP2059887,12/12/2023,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,236327,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,520.48
WF,DP2078139,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249177,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,245.00"
WF,DP2111835,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249178,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"2,521.56"
WF,DP2249427,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249180,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,"1,703.68"
WF,DP2250831,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249181,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,25.00
WF,DP2250831,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249181,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,975.92
WF,DP2250831,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249181,DIRECT PAYMENTS TO SERVICE USE,Revenue,3,975.92
WF,DP2250831,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249181,DIRECT PAYMENTS TO SERVICE USE,Revenue,4,174.27
WF,DP2263467,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249183,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,449.32
WF,DP2264871,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249184,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,965.40
WF,DP2333667,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249185,DIRECT PAYMENTS TO SERVICE USE,Revenue,1,398.64
WF,DP2333667,21/12/2023,ADULT SERVICES,OPERATIONS                    ,249185,DIRECT PAYMENTS TO SERVICE USE,Revenue,2,284.74
