"Invoices Paid for Factor Suppliers, Sub-Contractors, Trade Suppliers for Westmorland & Furness",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Company,Supplier Number,coded supplier,Supplier Name,Date,System Reference,Directorate Description,Directorate Area,Cost Centre,Cost Centre Description,Expenditure Description,Type of Expenditure,Line Number,Line Amount,
WF,TS002007    ,TS2818047,EDEN MENCAP SOCIETY,12/09/2023,149739,ADULT SERVICES,OPERATIONS                    ,3317911,18-64 Learning Disability W&F ,DAY CARE SPOT,Revenue,42,728.28,
WF,TS002007    ,TS2818047,EDEN MENCAP SOCIETY,12/09/2023,149739,ADULT SERVICES,OPERATIONS                    ,3317911,18-64 Learning Disability W&F ,DAY CARE SPOT,Revenue,43,647.36,
WF,TS002007    ,TS2818047,EDEN MENCAP SOCIETY,12/09/2023,149739,ADULT SERVICES,OPERATIONS                    ,3317911,18-64 Learning Disability W&F ,DAY CARE SPOT,Revenue,44,566.44,
WF,TS002007    ,TS2818047,EDEN MENCAP SOCIETY,12/09/2023,149739,ADULT SERVICES,OPERATIONS                    ,3317911,18-64 Learning Disability W&F ,DAY CARE SPOT,Revenue,45,323.68,
WF,TS002007    ,TS2818047,EDEN MENCAP SOCIETY,12/09/2023,149739,ADULT SERVICES,OPERATIONS                    ,3317911,18-64 Learning Disability W&F ,DAY CARE SPOT,Revenue,46,971.04,
WF,TS002007    ,TS2818047,EDEN MENCAP SOCIETY,12/09/2023,149739,ADULT SERVICES,OPERATIONS                    ,3317911,18-64 Learning Disability W&F ,DAY CARE SPOT,Revenue,47,890.12,
WF,TS002007    ,TS2818047,EDEN MENCAP SOCIETY,12/09/2023,149739,ADULT SERVICES,OPERATIONS                    ,3317911,18-64 Learning Disability W&F ,DAY CARE SPOT,Revenue,48,647.36,
WF,TS002007    ,TS2818047,EDEN MENCAP SOCIETY,12/09/2023,149739,ADULT SERVICES,OPERATIONS                    ,3317911,18-64 Learning Disability W&F ,DAY CARE SPOT,Revenue,49,647.36,
WF,TS002007    ,TS2818047,EDEN MENCAP SOCIETY,12/09/2023,149739,ADULT SERVICES,OPERATIONS                    ,3317911,18-64 Learning Disability W&F ,DAY CARE SPOT,Revenue,50,323.68,
WF,TS002007    ,TS2818047,EDEN MENCAP SOCIETY,12/09/2023,149739,ADULT SERVICES,OPERATIONS                    ,3317911,18-64 Learning Disability W&F ,DAY CARE SPOT,Revenue,51,647.36,
WF,TS002007    ,TS2818047,EDEN MENCAP SOCIETY,12/09/2023,149739,ADULT SERVICES,OPERATIONS                    ,3317911,18-64 Learning Disability W&F ,DAY CARE SPOT,Revenue,52,647.36,
WF,TS002007    ,TS2818047,EDEN MENCAP SOCIETY,12/09/2023,149739,ADULT SERVICES,OPERATIONS                    ,3317911,18-64 Learning Disability W&F ,DAY CARE SPOT,Revenue,53,566.44,
WF,TS002007    ,TS2818047,EDEN MENCAP SOCIETY,12/09/2023,149739,ADULT SERVICES,OPERATIONS                    ,3317911,18-64 Learning Disability W&F ,DAY CARE SPOT,Revenue,54,647.36,
WF,TS002007    ,TS2818047,EDEN MENCAP SOCIETY,12/09/2023,149739,ADULT SERVICES,OPERATIONS                    ,3317911,18-64 Learning Disability W&F ,DAY CARE SPOT,Revenue,55,485.52,
WF,TS002007    ,TS2818047,EDEN MENCAP SOCIETY,12/09/2023,149739,ADULT SERVICES,OPERATIONS                    ,3317911,18-64 Learning Disability W&F ,DAY CARE SPOT,Revenue,56,647.36,
WF,TS002007    ,TS2818047,EDEN MENCAP SOCIETY,12/09/2023,149739,ADULT SERVICES,OPERATIONS                    ,3327911,65+ Learning Disability W&F   ,DAY CARE SPOT,Revenue,57,323.68,
WF,TS002007    ,TS2818047,EDEN MENCAP SOCIETY,26/09/2023,162736,ADULT SERVICES,OPERATIONS                    ,3317911,18-64 Learning Disability W&F ,SUPPORTED LIVING,Revenue,1,"2,908.20",
WF,TS002007    ,TS2818047,EDEN MENCAP SOCIETY,26/09/2023,162738,ADULT SERVICES,OPERATIONS                    ,3317911,18-64 Learning Disability W&F ,SUPPORTED LIVING,Revenue,1,294.75,
WF,TS002007    ,TS2818047,EDEN MENCAP SOCIETY,29/09/2023,167680,ADULT SERVICES,OPERATIONS                    ,3317911,18-64 Learning Disability W&F ,SUPPORTED LIVING,Revenue,1,"1,237.95",
WF,TS002007    ,TS2818047,EDEN MENCAP SOCIETY,29/09/2023,167680,ADULT SERVICES,OPERATIONS                    ,3317911,18-64 Learning Disability W&F ,SUPPORTED LIVING,Revenue,2,"1,237.95",
WF,TS002007    ,TS2818047,EDEN MENCAP SOCIETY,29/09/2023,167680,ADULT SERVICES,OPERATIONS                    ,3317911,18-64 Learning Disability W&F ,SUPPORTED LIVING,Revenue,3,740.25,
WF,TS002048    ,TS2875611,EDUCATIONAL PRINT SERVICES LTD,28/09/2023,166621,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1230101,BOLTON SCHOOL APPLEBY         ,EDUC STATIONERY & MATERIALS,Revenue,1,382.49,
WF,TS002070    ,TS2906499,EK MOTOR FACTORS LTD,05/09/2023,142411,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,6037001,FLEET MANAGEMENT -GENERAL     ,VEHICLE MAINTENANCE & REPS,Revenue,1,396.21,
WF,TS002070    ,TS2906499,EK MOTOR FACTORS LTD,07/09/2023,147328,THRIVING PLACES,WASTE & ENVIRONMENTAL SERVICES,BA00071,BA00 Streetcare Team          ,VEHICLE MAINTENANCE & REPS,Revenue,1,286.35,
WF,TS002070    ,TS2906499,EK MOTOR FACTORS LTD,07/09/2023,147563,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,6037001,FLEET MANAGEMENT -GENERAL     ,VEHICLE MAINTENANCE & REPS,Revenue,1,257.52,
WF,TS002070    ,TS2906499,EK MOTOR FACTORS LTD,08/09/2023,148161,THRIVING PLACES,WASTE & ENVIRONMENTAL SERVICES,BA00070,BA00 Street cleansing         ,VEHICLE MAINTENANCE & REPS,Revenue,1,299.16,
WF,TS002070    ,TS2906499,EK MOTOR FACTORS LTD,19/09/2023,156130,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,6037001,FLEET MANAGEMENT -GENERAL     ,VEHICLE MAINTENANCE & REPS,Revenue,1,301.81,
WF,TS002070    ,TS2906499,EK MOTOR FACTORS LTD,21/09/2023,159875,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,6037001,FLEET MANAGEMENT -GENERAL     ,VEHICLE MAINTENANCE & REPS,Revenue,1,453.64,
WF,TS002070    ,TS2906499,EK MOTOR FACTORS LTD,27/09/2023,166272,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,6037001,FLEET MANAGEMENT -GENERAL     ,VEHICLE MAINTENANCE & REPS,Revenue,1,"1,597.39",
WF,TS002095    ,TS2941599,EMBLEM PRINT PRODUCTS LTD,12/09/2023,149855,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,BA00901,BA00 Dock Museum shop         ,RETAIL PRODUCTS,Revenue,1,642.24,
WF,TS002095    ,TS2941599,EMBLEM PRINT PRODUCTS LTD,12/09/2023,149862,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,BA00901,BA00 Dock Museum shop         ,RETAIL PRODUCTS,Revenue,1,325.00,
WF,TS002095    ,TS2941599,EMBLEM PRINT PRODUCTS LTD,12/09/2023,149867,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,BA00901,BA00 Dock Museum shop         ,RETAIL PRODUCTS,Revenue,1,271.70,
WF,TS002095    ,TS2941599,EMBLEM PRINT PRODUCTS LTD,12/09/2023,149868,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,BA00901,BA00 Dock Museum shop         ,RETAIL PRODUCTS,Revenue,1,290.70,
WF,TS002095    ,TS2941599,EMBLEM PRINT PRODUCTS LTD,12/09/2023,149869,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,BA00901,BA00 Dock Museum shop         ,RETAIL PRODUCTS,Revenue,1,250.56,
WF,TS002095    ,TS2941599,EMBLEM PRINT PRODUCTS LTD,13/09/2023,152243,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,BA00901,BA00 Dock Museum shop         ,RETAIL PRODUCTS,Revenue,1,480.33,
WF,TS002163    ,TS3037071,EVAC CHAIR INTERNATIONAL LIMITED,09/09/2023,148576,ENABLER SERVICES,HR/OD                         ,ED00212,ED00Health & Safety           ,"OTHR EQUIP,TOOLS & MATERIALS",Revenue,1,695.00,
WF,TS002241    ,TS3146583,FINESSE DIRECT SUPPLIES,09/09/2023,148578,ADULT SERVICES,SERVICE PROVISION             ,3252203,ELMHURST                      ,STFF PROTECTIVE CLOTH/UNIFRM,Revenue,1,225.00,
WF,TS002241    ,TS3146583,FINESSE DIRECT SUPPLIES,09/09/2023,148578,ADULT SERVICES,SERVICE PROVISION             ,3252203,ELMHURST                      ,STFF PROTECTIVE CLOTH/UNIFRM,Revenue,2,225.00,
WF,TS002241    ,TS3146583,FINESSE DIRECT SUPPLIES,09/09/2023,148578,ADULT SERVICES,SERVICE PROVISION             ,3252203,ELMHURST                      ,STFF PROTECTIVE CLOTH/UNIFRM,Revenue,3,225.00,
WF,TS002241    ,TS3146583,FINESSE DIRECT SUPPLIES,09/09/2023,148578,ADULT SERVICES,SERVICE PROVISION             ,3252203,ELMHURST                      ,STFF PROTECTIVE CLOTH/UNIFRM,Revenue,4,150.00,
WF,TS002241    ,TS3146583,FINESSE DIRECT SUPPLIES,15/09/2023,154678,ADULT SERVICES,SERVICE PROVISION             ,3254403,PARKVIEW GARDENS              ,STFF PROTECTIVE CLOTH/UNIFRM,Revenue,1,112.50,
WF,TS002241    ,TS3146583,FINESSE DIRECT SUPPLIES,15/09/2023,154678,ADULT SERVICES,SERVICE PROVISION             ,3254403,PARKVIEW GARDENS              ,STFF PROTECTIVE CLOTH/UNIFRM,Revenue,2,112.50,
WF,TS002241    ,TS3146583,FINESSE DIRECT SUPPLIES,15/09/2023,154678,ADULT SERVICES,SERVICE PROVISION             ,3254403,PARKVIEW GARDENS              ,STFF PROTECTIVE CLOTH/UNIFRM,Revenue,3,112.50,
WF,TS002241    ,TS3146583,FINESSE DIRECT SUPPLIES,15/09/2023,154678,ADULT SERVICES,SERVICE PROVISION             ,3254403,PARKVIEW GARDENS              ,STFF PROTECTIVE CLOTH/UNIFRM,Revenue,4,75.00,
WF,TS002244    ,TS3150795,FINGERPRINTS,25/09/2023,161838,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,BA00116,BA00 Harding Rise Business Cen,REPAIRS & MAINTENANCE,Revenue,1,354.30,
WF,TS002250    ,TS3159219,SUPPLY PLUS LTD,27/09/2023,166157,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,6037001,FLEET MANAGEMENT -GENERAL     ,VEHICLE MAINTENANCE & REPS,Revenue,1,551.92,
WF,TS002260    ,TS3173259,FIRPRESS GROUP LTD,15/08/2023,124160,THRIVING PLACES,SUSTAINABLE TRANSPORT&HIGHWAYS,2625101,VOLUNTARY CAR SCHEME          ,PRINTING COSTS,Revenue,1,360.00,
WF,TS002260    ,TS3173259,FIRPRESS GROUP LTD,14/09/2023,153521,CHIEF EXEC & ASST CHIEF EXEC,EMERGENCY MANGMT & RESILIENCE ,6700101,RESILIENCE UNIT               ,PRINTING COSTS,Revenue,1,300.00,
WF,TS002272    ,TS3190107,FFT EDUCATION LTD,25/09/2023,161718,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1251801,BARROW S WALNEY INF SCHOOL    ,"OTHR EQUIP,TOOLS & MATERIALS",Revenue,1,"1,110.00",
WF,TS002272    ,TS3190107,FFT EDUCATION LTD,25/09/2023,161718,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1251801,BARROW S WALNEY INF SCHOOL    ,"OTHR EQUIP,TOOLS & MATERIALS",Revenue,2,10.00,
WF,TS002352    ,TS3302427,FOSTER CARE ASSOCIATES LTD,01/09/2023,140115,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,1581501,CLA/LEAVING CARE PURCHASIN A&C,INDEPENDENT FOSTER PLACEMENTS,Revenue,1,"6,015.04",
WF,TS002352    ,TS3302427,FOSTER CARE ASSOCIATES LTD,01/09/2023,140116,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,1583501,CLA/LEAVING CARE PURCHAS-B&SL ,INDEPENDENT FOSTER PLACEMENTS,Revenue,1,"3,202.84",
WF,TS002352    ,TS3302427,FOSTER CARE ASSOCIATES LTD,01/09/2023,140117,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,1583501,CLA/LEAVING CARE PURCHAS-B&SL ,INDEPENDENT FOSTER PLACEMENTS,Revenue,1,"3,380.76",
WF,TS002352    ,TS3302427,FOSTER CARE ASSOCIATES LTD,01/09/2023,140118,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,1583501,CLA/LEAVING CARE PURCHAS-B&SL ,INDEPENDENT FOSTER PLACEMENTS,Revenue,1,"3,202.84",
WF,TS002352    ,TS3302427,FOSTER CARE ASSOCIATES LTD,01/09/2023,140119,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,1581501,CLA/LEAVING CARE PURCHASIN A&C,INDEPENDENT FOSTER PLACEMENTS,Revenue,1,"3,902.14",
WF,TS002352    ,TS3302427,FOSTER CARE ASSOCIATES LTD,01/09/2023,140120,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,1582501,CLA/LEAVING CARE PURCHASIN-C&E,INDEPENDENT FOSTER PLACEMENTS,Revenue,1,"3,902.14",
WF,TS002352    ,TS3302427,FOSTER CARE ASSOCIATES LTD,01/09/2023,140121,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,1582501,CLA/LEAVING CARE PURCHASIN-C&E,INDEPENDENT FOSTER PLACEMENTS,Revenue,1,"3,824.10",
WF,TS002352    ,TS3302427,FOSTER CARE ASSOCIATES LTD,01/09/2023,140122,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,1582501,CLA/LEAVING CARE PURCHASIN-C&E,INDEPENDENT FOSTER PLACEMENTS,Revenue,1,"3,824.10",
WF,TS002352    ,TS3302427,FOSTER CARE ASSOCIATES LTD,01/09/2023,140123,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,1583501,CLA/LEAVING CARE PURCHAS-B&SL ,INDEPENDENT FOSTER PLACEMENTS,Revenue,1,"5,709.22",
WF,TS002352    ,TS3302427,FOSTER CARE ASSOCIATES LTD,01/09/2023,140124,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,1583501,CLA/LEAVING CARE PURCHAS-B&SL ,INDEPENDENT FOSTER PLACEMENTS,Revenue,1,"5,709.22",
WF,TS002352    ,TS3302427,FOSTER CARE ASSOCIATES LTD,01/09/2023,140125,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,1581501,CLA/LEAVING CARE PURCHASIN A&C,INDEPENDENT FOSTER PLACEMENTS,Revenue,1,"3,967.89",
WF,TS002352    ,TS3302427,FOSTER CARE ASSOCIATES LTD,01/09/2023,140126,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,1581501,CLA/LEAVING CARE PURCHASIN A&C,INDEPENDENT FOSTER PLACEMENTS,Revenue,1,"3,967.89",
WF,TS002352    ,TS3302427,FOSTER CARE ASSOCIATES LTD,01/09/2023,140127,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,1583501,CLA/LEAVING CARE PURCHAS-B&SL ,INDEPENDENT FOSTER PLACEMENTS,Revenue,1,"3,435.60",
WF,TS002352    ,TS3302427,FOSTER CARE ASSOCIATES LTD,01/09/2023,140128,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,1582501,CLA/LEAVING CARE PURCHASIN-C&E,INDEPENDENT FOSTER PLACEMENTS,Revenue,1,"4,069.99",
WF,TS002352    ,TS3302427,FOSTER CARE ASSOCIATES LTD,01/09/2023,140129,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,1581501,CLA/LEAVING CARE PURCHASIN A&C,INDEPENDENT FOSTER PLACEMENTS,Revenue,1,"3,984.22",
WF,TS002352    ,TS3302427,FOSTER CARE ASSOCIATES LTD,01/09/2023,140130,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,1581501,CLA/LEAVING CARE PURCHASIN A&C,INDEPENDENT FOSTER PLACEMENTS,Revenue,1,"3,756.08",
WF,TS002352    ,TS3302427,FOSTER CARE ASSOCIATES LTD,01/09/2023,140131,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,1581501,CLA/LEAVING CARE PURCHASIN A&C,INDEPENDENT FOSTER PLACEMENTS,Revenue,1,"3,756.08",
WF,TS002353    ,TS3303831,FOSTER CARES LTD,28/09/2023,167000,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,1583501,CLA/LEAVING CARE PURCHAS-B&SL ,INDEPENDENT FOSTER PLACEMENTS,Revenue,1,"5,229.05",
WF,TS002353    ,TS3303831,FOSTER CARES LTD,28/09/2023,167001,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,1583501,CLA/LEAVING CARE PURCHAS-B&SL ,INDEPENDENT FOSTER PLACEMENTS,Revenue,1,"5,119.68",
WF,TS002353    ,TS3303831,FOSTER CARES LTD,28/09/2023,167002,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,1583501,CLA/LEAVING CARE PURCHAS-B&SL ,INDEPENDENT FOSTER PLACEMENTS,Revenue,1,"4,061.27",
WF,TS002355    ,TS3306639,THE FOSTERING NETWORK,21/08/2023,130075,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,1664901,OTHER C&F CONTRACTS           ,OTHR AGENCY SERVICES,Revenue,1,678.26,
WF,TS002394    ,TS3361395,FTS FIRE AND SECURITY LTD,08/09/2023,148285,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1251401,BARROW VICTORIA INF SCHOOL    ,BUILDING REPAIRS,Revenue,1,250.26,
WF,TS002394    ,TS3361395,FTS FIRE AND SECURITY LTD,21/09/2023,159933,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,BA00117,BA00 Lakeland House           ,REPAIRS & MAINTENANCE,Revenue,1,"1,722.00",
WF,TS002394    ,TS3361395,FTS FIRE AND SECURITY LTD,29/09/2023,167738,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,BA00100,BA00 Estates management       ,REPAIRS & MAINTENANCE,Revenue,1,"1,272.00",
WF,TS002402    ,TS3372627,FURNESS OF KESWICK LTD,12/09/2023,149552,CHILDRENS SERVICES,QUALITY RESOURCE&TRANSF CHILDR,2627601,HTS SECONDRY  & PRIMARY COMB. ,HOME TO SCHOOL/COLLEGE,Revenue,1,"2,264.96",
WF,TS002415    ,TS3390879,FURNITURE@WORK LTD,20/09/2023,159379,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1701301,SANDSIDE LODGE SCHOOL         ,PURCH/REPAIR -FURN EDUC USE,Revenue,1,446.00,
WF,TS002450    ,TS3440019,GATES TRAVEL,21/08/2023,129992,MANAGEMENT EXPENSES,MANAGEMENT                    ,9039401,LGPS GOVERNANCE & COMMITTEES  ,PUBLIC TRANSPORT-STAFF/MEMBERS,Revenue,1,167.20,
WF,TS002450    ,TS3440019,GATES TRAVEL,21/08/2023,129992,MANAGEMENT EXPENSES,MANAGEMENT                    ,9039401,LGPS GOVERNANCE & COMMITTEES  ,PUBLIC TRANSPORT-STAFF/MEMBERS,Revenue,2,167.20,
WF,TS002450    ,TS3440019,GATES TRAVEL,04/09/2023,141122,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,1583501,CLA/LEAVING CARE PURCHAS-B&SL ,OTHR AGENCY SERVICES,Revenue,1,4.00,
WF,TS002450    ,TS3440019,GATES TRAVEL,04/09/2023,141122,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,1583501,CLA/LEAVING CARE PURCHAS-B&SL ,OTHR AGENCY SERVICES,Revenue,2,627.85,
WF,TS002450    ,TS3440019,GATES TRAVEL,04/09/2023,141123,THRIVING PLACES,SUSTAINABLE TRANSPORT&HIGHWAYS,8102001,OPERATIONS PAY & DIRECT COSTS ,STAFF HOTELS & ACCOM (NON L&D),Revenue,1,604.45,
WF,TS002450    ,TS3440019,GATES TRAVEL,04/09/2023,141123,THRIVING PLACES,SUSTAINABLE TRANSPORT&HIGHWAYS,8102001,OPERATIONS PAY & DIRECT COSTS ,STAFF HOTELS & ACCOM (NON L&D),Revenue,2,604.45,
WF,TS002450    ,TS3440019,GATES TRAVEL,04/09/2023,141127,THRIVING PLACES,SUSTAINABLE TRANSPORT&HIGHWAYS,8102001,OPERATIONS PAY & DIRECT COSTS ,STAFF HOTELS & ACCOM (NON L&D),Revenue,1,599.45,
WF,TS002450    ,TS3440019,GATES TRAVEL,04/09/2023,141127,THRIVING PLACES,SUSTAINABLE TRANSPORT&HIGHWAYS,8102001,OPERATIONS PAY & DIRECT COSTS ,STAFF HOTELS & ACCOM (NON L&D),Revenue,2,599.45,
WF,TS002450    ,TS3440019,GATES TRAVEL,04/09/2023,141139,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,1583501,CLA/LEAVING CARE PURCHAS-B&SL ,OTHR AGENCY SERVICES,Revenue,1,251.14,
WF,TS002450    ,TS3440019,GATES TRAVEL,05/09/2023,141613,RESOURCES,FINANCE                       ,ED00101,ED00Finance                   ,PUBLIC TRANSPORT-STAFF/MEMBERS,Revenue,1,128.00,
WF,TS002450    ,TS3440019,GATES TRAVEL,05/09/2023,141613,ENABLER SERVICES,CHIEF LEGAL&MONITORING OFFICER,ED01079,ED0Travel and Subsistance     ,STAFF HOTELS & ACCOM (NON L&D),Revenue,2,193.99,
WF,TS002450    ,TS3440019,GATES TRAVEL,05/09/2023,141613,ENABLER SERVICES,CHIEF LEGAL&MONITORING OFFICER,ED01079,ED0Travel and Subsistance     ,STAFF HOTELS & ACCOM (NON L&D),Revenue,3,8.00,
WF,TS002450    ,TS3440019,GATES TRAVEL,05/09/2023,141614,CHILDRENS SERVICES,QUALITY RESOURCE&TRANSF CHILDR,2629901,CUMBRIA TRANSPORT OPS TEAM    ,STAFF HOTELS & ACCOM (NON L&D),Revenue,1,85.33,
WF,TS002450    ,TS3440019,GATES TRAVEL,05/09/2023,141614,CHILDRENS SERVICES,QUALITY RESOURCE&TRANSF CHILDR,2629901,CUMBRIA TRANSPORT OPS TEAM    ,STAFF HOTELS & ACCOM (NON L&D),Revenue,2,85.32,
WF,TS002450    ,TS3440019,GATES TRAVEL,05/09/2023,141614,CHILDRENS SERVICES,QUALITY RESOURCE&TRANSF CHILDR,2629901,CUMBRIA TRANSPORT OPS TEAM    ,STAFF HOTELS & ACCOM (NON L&D),Revenue,3,85.32,
WF,TS002450    ,TS3440019,GATES TRAVEL,06/09/2023,146645,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,1583501,CLA/LEAVING CARE PURCHAS-B&SL ,OTHR AGENCY SERVICES,Revenue,1,251.14,
WF,TS002450    ,TS3440019,GATES TRAVEL,07/09/2023,147151,ADULT SERVICES,OPERATIONS                    ,3390711,AD OPERATIONS                 ,PUBLIC TRANSPORT-STAFF/MEMBERS,Revenue,1,181.10,
WF,TS002450    ,TS3440019,GATES TRAVEL,07/09/2023,147151,ADULT SERVICES,OPERATIONS                    ,3390711,AD OPERATIONS                 ,PUBLIC TRANSPORT-STAFF/MEMBERS,Revenue,2,181.10,
WF,TS002450    ,TS3440019,GATES TRAVEL,07/09/2023,147151,ADULT SERVICES,OPERATIONS                    ,3390711,AD OPERATIONS                 ,PUBLIC TRANSPORT-STAFF/MEMBERS,Revenue,3,181.10,
WF,TS002450    ,TS3440019,GATES TRAVEL,13/09/2023,153232,ENABLER SERVICES,DIRECTOR ENABLER SERVICES     ,7100101,DIRECTOR ENABLER SERVICES     ,STAFF HOTELS & ACCOM (NON L&D),Revenue,1,307.96,
WF,TS002450    ,TS3440019,GATES TRAVEL,14/09/2023,153486,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,1583501,CLA/LEAVING CARE PURCHAS-B&SL ,OTHR AGENCY SERVICES,Revenue,1,360.00,
WF,TS002450    ,TS3440019,GATES TRAVEL,15/09/2023,154553,THRIVING PLACES,SUSTAINABLE TRANSPORT&HIGHWAYS,2700801,LIGHTING TEAM                 ,STAFF HOTELS & ACCOM (NON L&D),Revenue,1,268.98,
WF,TS002450    ,TS3440019,GATES TRAVEL,15/09/2023,154556,CHILDRENS SERVICES,EDUCATION & INCLUSION         ,1171101,LEARNING IMPROVEMENT SERVICE  ,STAFF HOTELS & ACCOM (NON L&D),Revenue,1,267.98,
WF,TS002450    ,TS3440019,GATES TRAVEL,28/09/2023,166926,CHILDRENS SERVICES,EDUCATION & INCLUSION         ,1171101,LEARNING IMPROVEMENT SERVICE  ,PUBLIC TRANSPORT-STAFF/MEMBERS,Revenue,1,99.00,
WF,TS002450    ,TS3440019,GATES TRAVEL,28/09/2023,166926,CHILDRENS SERVICES,EDUCATION & INCLUSION         ,1171101,LEARNING IMPROVEMENT SERVICE  ,STAFF HOTELS & ACCOM (NON L&D),Revenue,2,358.98,
WF,TS002450    ,TS3440019,GATES TRAVEL,28/09/2023,166926,CHILDRENS SERVICES,EDUCATION & INCLUSION         ,1171101,LEARNING IMPROVEMENT SERVICE  ,STAFF HOTELS & ACCOM (NON L&D),Revenue,3,4.00,
WF,TS002466    ,TS3462483,GELT GIFTS LTD,02/08/2023,113250,ADULT SERVICES,SERVICE PROVISION             ,3200603,GENERAL MANAGER               ,PRINTING COSTS,Revenue,1,812.00,
WF,TS002467    ,TS3463887,GEMINI COMMUNICATIONS LTD,21/09/2023,160311,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,1345101,LOWTHER ENDOWED SCHOOL        ,EDUC COMPUTERS & EQPT SOFTWARE,Revenue,1,"1,500.00",
WF,TS002478    ,TS3479331,GEOFFS TAXIS ULVERSTON,07/09/2023,147500,ADULT SERVICES,OPERATIONS                    ,3317911,18-64 Learning Disability W&F ,CONTRACT HIRE OF VEHICLES,Revenue,1,150.00,
WF,TS002478    ,TS3479331,GEOFFS TAXIS ULVERSTON,07/09/2023,147500,ADULT SERVICES,OPERATIONS                    ,3317911,18-64 Learning Disability W&F ,CONTRACT HIRE OF VEHICLES,Revenue,2,150.00,
WF,TS002478    ,TS3479331,GEOFFS TAXIS ULVERSTON,07/09/2023,147500,ADULT SERVICES,OPERATIONS                    ,3317911,18-64 Learning Disability W&F ,CONTRACT HIRE OF VEHICLES,Revenue,3,75.00,
WF,TS002478    ,TS3479331,GEOFFS TAXIS ULVERSTON,07/09/2023,147500,ADULT SERVICES,OPERATIONS                    ,3317911,18-64 Learning Disability W&F ,CONTRACT HIRE OF VEHICLES,Revenue,4,300.00,
WF,TS002478    ,TS3479331,GEOFFS TAXIS ULVERSTON,07/09/2023,147500,ADULT SERVICES,OPERATIONS                    ,3317911,18-64 Learning Disability W&F ,CONTRACT HIRE OF VEHICLES,Revenue,5,100.00,
WF,TS002478    ,TS3479331,GEOFFS TAXIS ULVERSTON,07/09/2023,147500,ADULT SERVICES,OPERATIONS                    ,3317911,18-64 Learning Disability W&F ,CONTRACT HIRE OF VEHICLES,Revenue,6,150.00,
WF,TS002478    ,TS3479331,GEOFFS TAXIS ULVERSTON,07/09/2023,147500,ADULT SERVICES,OPERATIONS                    ,3317911,18-64 Learning Disability W&F ,CONTRACT HIRE OF VEHICLES,Revenue,7,50.00,
WF,TS002478    ,TS3479331,GEOFFS TAXIS ULVERSTON,07/09/2023,147500,ADULT SERVICES,OPERATIONS                    ,3317911,18-64 Learning Disability W&F ,CONTRACT HIRE OF VEHICLES,Revenue,8,300.00,
