Invoices Paid for Private Homes & in Respect of Supporting People for Westmorland & Furness Council ,,,,,,,,,,
,,,,,,,,,,
company,coded supplier,Supplier Name,Date,System Reference,Directorate Description,Directorate Area,Expenditure Description,Type of Expenditure,Line Number,Line Amount
WF,PH4431,APPLEGARTH HEALTHCARE LTD,06/04/2023,3480,COUNTY COST CENTRES,,RESIDENTIAL CARE SPOT,Revenue,1,"1,554.56"
WF,PH4431,APPLEGARTH HEALTHCARE LTD,06/04/2023,3480,COUNTY COST CENTRES,,RESIDENTIAL CARE SPOT,Revenue,2,"4,550.70"
WF,PH4431,APPLEGARTH HEALTHCARE LTD,20/04/2023,17520,COUNTY COST CENTRES,,RESIDENTIAL CARE SPOT,Revenue,1,"1,554.56"
WF,PH4431,APPLEGARTH HEALTHCARE LTD,20/04/2023,17520,COUNTY COST CENTRES,,RESIDENTIAL CARE SPOT,Revenue,2,"4,550.70"
WF,PH8643,RIVERWELL BECK CARE HOME,06/04/2023,3481,COUNTY COST CENTRES,,NURSING CARE SPOT,Revenue,1,"1,702.12"
WF,PH8643,RIVERWELL BECK CARE HOME,06/04/2023,3481,COUNTY COST CENTRES,,NURSING CARE SPOT,Revenue,2,"1,702.12"
WF,PH8643,RIVERWELL BECK CARE HOME,06/04/2023,3481,COUNTY COST CENTRES,,NURSING CARE SPOT,Revenue,3,"1,702.12"
WF,PH8643,RIVERWELL BECK CARE HOME,20/04/2023,17521,COUNTY COST CENTRES,,NURSING CARE SPOT,Revenue,1,"1,702.12"
WF,PH8643,RIVERWELL BECK CARE HOME,20/04/2023,17521,COUNTY COST CENTRES,,NURSING CARE SPOT,Revenue,2,"1,702.12"
WF,PH8643,RIVERWELL BECK CARE HOME,20/04/2023,17521,COUNTY COST CENTRES,,NURSING CARE SPOT,Revenue,3,"1,702.12"
WF,PH10047,BOARBANK HALL NURS HOME,06/04/2023,3482,COUNTY COST CENTRES,,NURSING CARE SPOT,Revenue,1,"2,009.70"
WF,PH10047,BOARBANK HALL NURS HOME,06/04/2023,3482,COUNTY COST CENTRES,,NURSING CARE SPOT,Revenue,2,"1,291.95"
WF,PH10047,BOARBANK HALL NURS HOME,06/04/2023,3482,COUNTY COST CENTRES,,NURSING CARE SPOT,Revenue,3,717.75
