Body Name,Service Code,Expenditure Category,Payment Date,Transaction Number,Supplier,Net Amount
Barrow Borough Council,Information technology,Data Line Rental,27-Apr-23,200059512,Britannic Technologies Ltd,"-1,242.00"
Barrow Borough Council,Cemeteries,Grounds maintenance - other works,20-Apr-23,200059422,Continental Landscapes Ltd,"7,379.59"
Barrow Borough Council,The park leisure centre,Professional fees,20-Apr-23,200059357,Andrew Uprichard Solicitor,"2,380.29"
Barrow Borough Council,Corporate management,External Audit fees,20-Apr-23,200059387,Grant Thornton UK LLP,"9,685.00"
Barrow Borough Council,Recycling,Professional fees,20-Apr-23,200059383,32West Ltd,"1,095.00"
Barrow Borough Council,Capitalised Planned Maintenance,Doors and windows,27-Apr-23,200059424,DLP Services (Northern) Ltd,"6,410.43"
Barrow Borough Council,Development control,Agency staff,20-Apr-23,200059353,Park Avenue Recruitment Ltd,"1,976.00"
Barrow Borough Council,Marina Village,Owners Contribution to Expenditure,27-Apr-23,200059562,Optimised Environments Ltd,"36,049.50"
Barrow Borough Council,Disabled Facilities Grant,Grants,20-Apr-23,200059403,TK Access Solutions Ltd,"1,799.20"
Barrow Borough Council,Capitalised Planned Maintenance,Doors and windows,27-Apr-23,200059527,Richmond Joiners & Builders Ltd,"1,914.37"
Barrow Borough Council,Cemeteries,Grounds maintenance - schedule of works,20-Apr-23,200059422,Continental Landscapes Ltd,"11,978.00"
Barrow Borough Council,Major works maintenance - HRA,Routine Maintenance,27-Apr-23,200059549,Cumbria Roofing Ulverston,"4,250.00"
Barrow Borough Council,Major works maintenance - HRA,Repointing Walney,27-Apr-23,200059424,DLP Services (Northern) Ltd,"8,511.71"
Barrow Borough Council,Disabled Facilities Grant,Grants,20-Apr-23,200059397,Lee Bowron Glazing Ltd,"7,300.00"
Barrow Borough Council,Information technology,Agency staff,27-Apr-23,200059545,VennGroup Recruitment,"3,035.00"
Barrow Borough Council,Recycling,Electricity,20-Apr-23,200059351,Bryt Energy,"6,636.70"
Barrow Borough Council,Dock museum,Buildings repairs and maintenance,27-Apr-23,200059496,Hughes Brothers,614.45
Barrow Borough Council,Disabled Facilities Grant,Grants,27-Apr-23,200059471,Disability Discrimination Solutions,"2,093.00"
Barrow Borough Council,Capitalised Planned Maintenance,Doors and windows,27-Apr-23,200059541,Nova Group Ltd,"1,434.63"
Barrow Borough Council,Capitalised Planned Maintenance,Doors and windows,27-Apr-23,200059424,DLP Services (Northern) Ltd,"12,186.16"
Barrow Borough Council,Disabled Facilities Grant,Grants,20-Apr-23,200059419,Ward Contracting Ltd,"7,675.00"
Barrow Borough Council,Off street car parking,Electricity,27-Apr-23,200059482,NPower,983.21
Barrow Borough Council,Disabled Facilities Grant,Grants,20-Apr-23,200059402,Handicare Accessibility Ltd,"4,704.00"
Barrow Borough Council,Major works maintenance - HRA,Repointing Walney,27-Apr-23,200059424,DLP Services (Northern) Ltd,"18,681.66"
Barrow Borough Council,Waste collection,Vehicle hire,27-Apr-23,200059557,CP Davidson & Sons Ltd,"4,600.00"
Barrow Borough Council,Footpath Lighting,Electricity,27-Apr-23,200059482,NPower,"4,519.56"
Barrow Borough Council,Forum 28,Licences,27-Apr-23,200059508,PPL PRS Ltd,578.84
Barrow Borough Council,Craven house,Buildings repairs and maintenance,27-Apr-23,200059461,FTS Fire & Secuirty Ltd,"1,690.00"
Barrow Borough Council,Capitalised Planned Maintenance,Doors and windows,27-Apr-23,200059541,Nova Group Ltd,"27,833.76"
Barrow Borough Council,Major works maintenance - HRA,Consultancy fees,27-Apr-23,200059496,Hughes Brothers,"18,665.97"
Barrow Borough Council,Voids maintenance - HRA,Void repairs,27-Apr-23,200059496,Hughes Brothers,"26,721.22"
Barrow Borough Council,The park leisure centre,Solicitors fees,27-Apr-23,200059450,Brown Barron Solicitors,"2,370.00"
Barrow Borough Council,Disabled Facilities Grant,Grants,27-Apr-23,200059444,Ward Contracting Ltd,"7,310.77"
Barrow Borough Council,Information technology,Agency staff,27-Apr-23,200059545,VennGroup Recruitment,"4,075.00"
