Body Name,Service Code,Expenditure Category,Payment Date,Transaction Number,Supplier,Net Amount
Barrow Borough Council,Technical Services,Telephone Charges,17-Jul-23,DD170723,BT,"5,589.50"
Barrow Borough Council,Corporate Costs,Bank Charges,18-Jul-23,DD180723,HSBC,"2,197.21"
Barrow Borough Council,Corporate Costs,Bank Charges,18-Jul-23,DD180723,HSBC,513.21
Barrow Borough Council,CIS - Inland Revenue Account,CIS Tax,19-Jul-23,DD190723,HMRC,"5,911.90"
Barrow Borough Council,IT - Personal Tax Account,Election Tax,21-Jul-23,DD210723,HMRC,"7,619.00"
Barrow Borough Council,Corporate Costs,Professional Fees,26-Jul-23,DD260723,Allpay,"2,719.36"
