Transaction Number,Service - Fund ,Service  - Function ,Service - Cost Centre,Expense Type ,Expense Description,Supplier Name,Supplier Post Code (first 4 digits),Payment Date,Amount £
Corporate Card Transaction,Homelessness and Travellers,Housing Services,Bed and Breakfast Accommodation,Transfer Payments,Payment of Costs,Hotelscom7278480794585,,19/03/2024,629.00
129592234,Care Management & Safeguarding,Adults,Mental Capacity & DOL,3rd Party Payments,Contracts - Social Care,HOUSE OF ADVOCACY LTD,RG1 ,08/03/2024,655.65
131862233,HRA Overheads,Supervision & Management,Admin / Management General,Supplies and Services,Fees,HOUSEMARK LTD,CV4 ,20/03/2024,"8,682.50"
132109233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,HOUSING & CARE 21,B16 ,20/03/2024,-365.40
132109233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,HOUSING & CARE 21,B16 ,20/03/2024,"2,903.04"
131247233,Property Management,Property,Corporate Repairs & Maintenance Programme,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,15/03/2024,131.86
131247233,Property Service Charged Properties,Property,Service Charged - Croft Childrens Centre,Premises Costs,Repairs - Buildings,HSL COMPLIANCE LTD,HR9 ,15/03/2024,46.19
133599233,Other Repairs,Repairs,Unallocated job costs from OPEN system,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,25/03/2024,97.65
131247233,Other Repairs,Repairs,Unallocated job costs from OPEN system,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,15/03/2024,120.82
131247233,Other Repairs,Repairs,Unallocated job costs from OPEN system,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,15/03/2024,42.48
133599233,Property Management,Property,Corporate Repairs & Maintenance Programme,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,25/03/2024,72.67
133599233,Parking & Bus lanes,Highway Operations and Car Parking,Car Parking,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,25/03/2024,46.19
133599233,Other Repairs,Repairs,Unallocated job costs from OPEN system,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,25/03/2024,96.54
131247233,Property Service Charged Properties,Property,Service Charged - Bus Station,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,15/03/2024,78.88
133599233,Property Management,Property,Corporate Repairs & Maintenance Programme,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,25/03/2024,78.88
133599233,Property Management,Property,Corporate Repairs & Maintenance Programme,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,25/03/2024,308.46
131247233,Property Management,Property,Corporate Repairs & Maintenance Programme,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,15/03/2024,35.86
133599233,Facilities Management,"People, Culture and Organisational Resilience",Office Accommodation,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,25/03/2024,35.86
131247233,Facilities Management,"People, Culture and Organisational Resilience",Office Accommodation,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,15/03/2024,35.86
133599233,Property Management,Property,Corporate Repairs & Maintenance Programme,Premises Costs,Disability Access Works,HSL COMPLIANCE LTD,HR9 ,25/03/2024,27.60
133599233,Property Management,Property,Corporate Repairs & Maintenance Programme,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,25/03/2024,135.19
133599233,Property Management,Property,Corporate Repairs & Maintenance Programme,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,25/03/2024,46.19
134101233,Other Repairs,Repairs,Unallocated job costs from OPEN system,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,27/03/2024,554.72
131247233,Other Repairs,Repairs,Unallocated job costs from OPEN system,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,15/03/2024,114.20
133599233,Property Service Charged Properties,Property,Service Charged - North Swindon Library Complex,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,25/03/2024,97.65
133599233,Property Management,Property,Corporate Repairs & Maintenance Programme,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,25/03/2024,153.96
131247233,Property Management,Property,Corporate Repairs & Maintenance Programme,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,15/03/2024,116.42
133599233,Other Repairs,Repairs,Unallocated job costs from OPEN system,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,25/03/2024,46.19
131247233,Property Management,Property,Corporate Repairs & Maintenance Programme,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,15/03/2024,211.33
133599233,Other Repairs,Repairs,Unallocated job costs from OPEN system,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,25/03/2024,105.37
131247233,Other Repairs,Repairs,Unallocated job costs from OPEN system,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,15/03/2024,46.19
133599233,Property Management,Property,Corporate Repairs & Maintenance Programme,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,25/03/2024,882.41
131247233,Property Management,Property,Corporate Repairs & Maintenance Programme,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,15/03/2024,46.19
134102233,Other Repairs,Repairs,Unallocated job costs from OPEN system,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,27/03/2024,554.72
134100233,Other Repairs,Repairs,Unallocated job costs from OPEN system,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,27/03/2024,554.72
133599233,Other Repairs,Repairs,Unallocated job costs from OPEN system,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,25/03/2024,35.86
133599233,Other Repairs,Repairs,Unallocated job costs from OPEN system,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,25/03/2024,123.03
133599233,Other Repairs,Repairs,Unallocated job costs from OPEN system,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,25/03/2024,78.88
133599233,Property Management,Property,Corporate Repairs & Maintenance Programme,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,25/03/2024,35.86
131247233,Property Management,Property,Corporate Repairs & Maintenance Programme,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,15/03/2024,78.88
131247233,Other Repairs,Repairs,Unallocated job costs from OPEN system,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,15/03/2024,35.86
131247233,Parking & Bus lanes,Highway Operations and Car Parking,Car Parking,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,15/03/2024,135.19
134098233,Other Repairs,Repairs,Unallocated job costs from OPEN system,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,27/03/2024,554.72
133599233,Other Repairs,Repairs,Unallocated job costs from OPEN system,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,25/03/2024,55.72
131247233,Other Repairs,Repairs,Unallocated job costs from OPEN system,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,15/03/2024,78.88
134099233,Other Repairs,Repairs,Unallocated job costs from OPEN system,Premises Costs,Maintenance - Buildings,HSL COMPLIANCE LTD,HR9 ,27/03/2024,554.72
133990233,Lydiard Park,Culture & Heritage,Lydiard : Forest Café,Supplies and Services,Confectionary,HUNTS FOODSERVICE LTD,DT9 ,27/03/2024,388.77
133990233,Lydiard Park,Culture & Heritage,Lydiard : Forest Café,Supplies and Services,Confectionary,HUNTS FOODSERVICE LTD,DT9 ,27/03/2024,66.15
133990233,Lydiard Park,Culture & Heritage,Lydiard : Forest Café,Supplies and Services,Food,HUNTS FOODSERVICE LTD,DT9 ,27/03/2024,15.91
128956234,Town Centre,"Economy, Growth and Place",Fleming Way Improvement Scheme,Capital,Professional Fees,HYLAND EDGAR DRIVER LTD,SO21,06/03/2024,700.00
128956233,Town Centre,"Economy, Growth and Place",Fleming Way Improvement Scheme,Capital,Professional Fees,HYLAND EDGAR DRIVER LTD,SO21,06/03/2024,700.00
128064260,Social Care,Children & Families,Children's Resource and Home Finding Team,3rd Party Payments,Independent Fostering Agency Placements,HYTHE HOUSE SUPPORT LTD,ME10,01/03/2024,"1,282.38"
128064259,Social Care,Children & Families,Children's Resource and Home Finding Team,3rd Party Payments,Independent Fostering Agency Placements,HYTHE HOUSE SUPPORT LTD,ME10,01/03/2024,"1,282.38"
130190290,Social Care,Children & Families,Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,GL7 ,11/03/2024,600.00
133369233,Social Care,Children & Families,Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,GL7 ,25/03/2024,600.00
131258307,Physical Support,Adults,Physical Support 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SP11,15/03/2024,428.00
131258307,Physical Support,Adults,Physical Support 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SP11,15/03/2024,203.50
130427233,Planned Maintenance Programme,HRA Capital Financing,Bathrooms,Capital,Contractor Payments,IAN WILLIAMS LTD,BS37,13/03/2024,"4,697.48"
128517233,Planned Maintenance Programme,HRA Capital Financing,Bathrooms,Capital,Contractor Payments,IAN WILLIAMS LTD,BS37,01/03/2024,"4,845.17"
128729234,Planned Maintenance Programme,HRA Capital Financing,Bathrooms,Capital,Contractor Payments,IAN WILLIAMS LTD,BS37,04/03/2024,"4,310.14"
130608233,Planned Maintenance Programme,HRA Capital Financing,Bathrooms,Capital,Contractor Payments,IAN WILLIAMS LTD,BS37,13/03/2024,"4,310.14"
131139234,Planned Maintenance Programme,HRA Capital Financing,Bathrooms,Capital,Contractor Payments,IAN WILLIAMS LTD,BS37,15/03/2024,"4,994.79"
130427233,Planned Maintenance Programme,HRA Capital Financing,Bathrooms,Capital,Contractor Payments,IAN WILLIAMS LTD,BS37,13/03/2024,"4,310.14"
130427233,Planned Maintenance Programme,HRA Capital Financing,Bathrooms,Capital,Contractor Payments,IAN WILLIAMS LTD,BS37,13/03/2024,"4,380.80"
131139234,Planned Maintenance Programme,HRA Capital Financing,Bathrooms,Capital,Contractor Payments,IAN WILLIAMS LTD,BS37,15/03/2024,"4,868.67"
131139234,Planned Maintenance Programme,HRA Capital Financing,Bathrooms,Capital,Contractor Payments,IAN WILLIAMS LTD,BS37,15/03/2024,"4,310.13"
130427233,Planned Maintenance Programme,HRA Capital Financing,Bathrooms,Capital,Contractor Payments,IAN WILLIAMS LTD,BS37,13/03/2024,"4,320.49"
130608233,Planned Maintenance Programme,HRA Capital Financing,Bathrooms,Capital,Contractor Payments,IAN WILLIAMS LTD,BS37,13/03/2024,"5,124.47"
131139234,Planned Maintenance Programme,HRA Capital Financing,Bathrooms,Capital,Contractor Payments,IAN WILLIAMS LTD,BS37,15/03/2024,"4,310.14"
128517233,Planned Maintenance Programme,HRA Capital Financing,Bathrooms,Capital,Contractor Payments,IAN WILLIAMS LTD,BS37,01/03/2024,"4,322.34"
128517233,Planned Maintenance Programme,HRA Capital Financing,Bathrooms,Capital,Contractor Payments,IAN WILLIAMS LTD,BS37,01/03/2024,"5,061.62"
130608233,Planned Maintenance Programme,HRA Capital Financing,Bathrooms,Capital,Contractor Payments,IAN WILLIAMS LTD,BS37,13/03/2024,"4,324.28"
130608233,Planned Maintenance Programme,HRA Capital Financing,Bathrooms,Capital,Contractor Payments,IAN WILLIAMS LTD,BS37,13/03/2024,"4,688.60"
131139234,Planned Maintenance Programme,HRA Capital Financing,Bathrooms,Capital,Contractor Payments,IAN WILLIAMS LTD,BS37,15/03/2024,"4,960.05"
128517233,Planned Maintenance Programme,HRA Capital Financing,Bathrooms,Capital,Contractor Payments,IAN WILLIAMS LTD,BS37,01/03/2024,"4,246.32"
131139234,Planned Maintenance Programme,HRA Capital Financing,Bathrooms,Capital,Contractor Payments,IAN WILLIAMS LTD,BS37,15/03/2024,"4,744.56"
130608233,Planned Maintenance Programme,HRA Capital Financing,Bathrooms,Capital,Contractor Payments,IAN WILLIAMS LTD,BS37,13/03/2024,"4,811.91"
128729234,Planned Maintenance Programme,HRA Capital Financing,Bathrooms,Capital,Contractor Payments,IAN WILLIAMS LTD,BS37,04/03/2024,"4,818.72"
128729234,Planned Maintenance Programme,HRA Capital Financing,Bathrooms,Capital,Contractor Payments,IAN WILLIAMS LTD,BS37,04/03/2024,"4,631.94"
128729234,Planned Maintenance Programme,HRA Capital Financing,Bathrooms,Capital,Contractor Payments,IAN WILLIAMS LTD,BS37,04/03/2024,"4,555.92"
131262234,Social Care,Children & Families,Unaccompanied Asylum Seeking Children (UASC),3rd Party Payments,Semi Independent,IASPIRE CARE SERVICES LIMITED,HA2 ,15/03/2024,"4,650.00"
131262233,Social Care,Children & Families,Unaccompanied Asylum Seeking Children (UASC),3rd Party Payments,Semi Independent,IASPIRE CARE SERVICES LIMITED,HA2 ,15/03/2024,"4,650.00"
131262235,Social Care,Children & Families,Unaccompanied Asylum Seeking Children (UASC),3rd Party Payments,Semi Independent,IASPIRE CARE SERVICES LIMITED,HA2 ,15/03/2024,"4,350.00"
131124233,Museums & Heritage,Culture & Heritage,Steam:Income Generation,Supplies and Services,Discretionary Costs,ICL LIGHTING,SN5 ,15/03/2024,870.00
Corporate Card Transaction,Early Help,"Children, Families and Community Health Services",Children & Families Commissioning,Supplies and Services,Equipment,Ikea Ltd Shop Online,,22/03/2024,"7,219.16"
130318287,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Nursing,ILFORD PARK POLISH HOME,TQ12,13/03/2024,-209.78
130318287,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Nursing,ILFORD PARK POLISH HOME,TQ12,13/03/2024,-629.34
130318287,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Nursing Care,ILFORD PARK POLISH HOME,TQ12,13/03/2024,681.23
130318287,Mental Health,Adults,Mental Health 65 and over,3rd Party Payments,Residential Care,ILFORD PARK POLISH HOME,TQ12,13/03/2024,704.12
130318287,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Nursing Care,ILFORD PARK POLISH HOME,TQ12,13/03/2024,"2,043.69"
130318287,Mental Health,Adults,Mental Health 65 and over,3rd Party Payments,Residential Care,ILFORD PARK POLISH HOME,TQ12,13/03/2024,"2,112.36"
128780251,Social Care,Children & Families,Children's Resource and Home Finding Team,3rd Party Payments,Independent Fostering Agency Placements,ILLUMINANCE FOSTERING SERVICES,MK9 ,04/03/2024,"5,757.01"
128780248,Social Care,Children & Families,Children's Resource and Home Finding Team,3rd Party Payments,Independent Fostering Agency Placements,ILLUMINANCE FOSTERING SERVICES,MK9 ,04/03/2024,"7,307.01"
128780247,Social Care,Children & Families,Children's Resource and Home Finding Team,3rd Party Payments,Independent Fostering Agency Placements,ILLUMINANCE FOSTERING SERVICES,MK9 ,04/03/2024,"7,307.01"
128780250,Social Care,Children & Families,Children's Resource and Home Finding Team,3rd Party Payments,Independent Fostering Agency Placements,ILLUMINANCE FOSTERING SERVICES,MK9 ,04/03/2024,"5,757.01"
128780246,Social Care,Children & Families,Children's Resource and Home Finding Team,3rd Party Payments,Independent Fostering Agency Placements,ILLUMINANCE FOSTERING SERVICES,MK9 ,04/03/2024,"4,242.78"
128780249,Social Care,Children & Families,Children's Resource and Home Finding Team,3rd Party Payments,Independent Fostering Agency Placements,ILLUMINANCE FOSTERING SERVICES,MK9 ,04/03/2024,"3,342.78"
129837290,Early Years Block,Dedicated Schools Grant (DSG),Free Nursery Education Commissioning - two year olds,3rd Party Payments,Contracts - Child Care,IMAGINATION CHILDCARE,SN2 ,13/03/2024,"1,246.78"
129837289,Early Years Block,Dedicated Schools Grant (DSG),Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,IMAGINATION CHILDCARE,SN2 ,13/03/2024,"10,958.78"
132951233,Streetsmart,Streetsmart,Waterside Fleet Workshops,Supplies and Services,Materials,IMPERIAL TYRES LTD,SN2 ,22/03/2024,424.00
132934233,Human Resources and Organisational Development,"People, Culture and Organisational Resilience",Organisational Development,Employees,Training,IMPROVEMENT & DEVELOPMENT AGENCY (IDEA),SW1P,22/03/2024,"12,000.00"
128926233,Adults - Staffing and Supporting People,Adults,ASC Senior Management,Employees,Temporary / Agency - by Accounts Payable,IMPROVEMENT & DEVELOPMENT AGENCY (IDEA),SW1P,06/03/2024,"9,734.11"
134271246,Highways Inspections & Maintenance,Highway Operations and Car Parking,Streetlighting,Supplies and Services,Materials,INFIGO LTD,RG12,27/03/2024,"1,650.00"
132698233,Heritage,Culture,STEAM Exhibitions AV Replacement,Capital,Contractor Payments,INFOAKTIV LIMITED,GU34,22/03/2024,965.00
132701233,Heritage,Culture,STEAM Exhibitions AV Replacement,Capital,Contractor Payments,INFOAKTIV LIMITED,GU34,22/03/2024,"6,530.00"
132705233,Heritage,Culture,STEAM Exhibitions AV Replacement,Capital,Contractor Payments,INFOAKTIV LIMITED,GU34,22/03/2024,"10,135.00"
129272234,Revenues & Benefits,Revenues & Benefits,Revenues,Premises Costs,Non-Domestic Rates,INFORM CPI LIMITED,EC2V,08/03/2024,562.50
130978233,Revenues & Benefits,Revenues & Benefits,Revenues,Premises Costs,Non-Domestic Rates,INFORM CPI LIMITED,EC2V,15/03/2024,"4,856.25"
133811233,Revenues & Benefits,Revenues & Benefits,Revenues,Premises Costs,Non-Domestic Rates,INFORM CPI LIMITED,EC2V,27/03/2024,"24,018.75"
132897233,Town Centre,"Economy, Growth and Place",Carriage Works Phase 3,Capital,Professional Fees,INGLETON WOOD LLP,CM12,22/03/2024,"6,400.00"
132637233,Streetsmart,Streetsmart,Waste - Disposal,3rd Party Payments,Contract Payments,INKA PALLETS LTD,CM13,22/03/2024,"4,284.00"
130205235,Non-HRA Vehicles,Transport,Vehicle & Plant replacement strategy,Capital,Contractor Payments,INNOVATIVE SAFETY SYSTEMS LTD T/A FLEETCLEAR,WR10,11/03/2024,985.00
130205234,Non-HRA Vehicles,Transport,Vehicle & Plant replacement strategy,Capital,Contractor Payments,INNOVATIVE SAFETY SYSTEMS LTD T/A FLEETCLEAR,WR10,11/03/2024,"1,250.00"
129410233,Highways Schemes,Strategic Planning and Highways,Strategic Highways Model update,Capital,Contractor Payments,INTELLIGENT DATA COLLECTION LTD,SL6 ,08/03/2024,"16,050.00"
132901233,Facilities Management,"People, Culture and Organisational Resilience",Office Accommodation,Premises Costs,Maintenance - Buildings,INTERMEDICAL (UK) LTD,ME20,22/03/2024,650.00
132510233,High Needs Block,Dedicated Schools Grant (DSG),SEN Resourcing Assessment Panel,Supplies and Services,Services,IN-TUITION LEARNING,SN2 ,20/03/2024,"2,280.00"
130394233,High Needs Block,Dedicated Schools Grant (DSG),SEN Resourcing Assessment Panel,Supplies and Services,Services,IN-TUITION LEARNING,SN2 ,13/03/2024,"1,800.00"
132285233,High Needs Block,Dedicated Schools Grant (DSG),SEN Resourcing Assessment Panel,Supplies and Services,Services,IPROVEFIT,SN2 ,20/03/2024,640.00
130379233,High Needs Block,Dedicated Schools Grant (DSG),SEN Resourcing Assessment Panel,Supplies and Services,Services,IPROVEFIT,SN2 ,13/03/2024,640.00
132289235,High Needs Block,Dedicated Schools Grant (DSG),SEN Resourcing Assessment Panel,Supplies and Services,Services,IPROVEFIT,SN2 ,20/03/2024,"1,120.00"
130365233,DSG Other Funding,Dedicated Schools Grant (DSG),LAC pupil premium,3rd Party Payments,Education / Training,IPROVEFIT,SN2 ,13/03/2024,800.00
128214233,High Needs Block,Dedicated Schools Grant (DSG),SEN Resourcing Assessment Panel,Supplies and Services,Services,IPROVEFIT,SN2 ,01/03/2024,720.00
128132233,DSG Other Funding,Dedicated Schools Grant (DSG),LAC pupil premium,3rd Party Payments,Education / Training,IPROVEFIT,SN2 ,01/03/2024,720.00
130995233,High Needs Block,Dedicated Schools Grant (DSG),SEN Resourcing Assessment Panel,Supplies and Services,Services,IPROVEFIT,SN2 ,15/03/2024,720.00
130323239,Digital & Business Change,Digital & Business Change,Information Governance,Supplies and Services,Services,IRON MOUNTAIN (UK) PLC,EH54,13/03/2024,"4,348.72"
129412233,Digital & Business Change,Digital & Business Change,Information Governance,Supplies and Services,Services,IRON MOUNTAIN (UK) PLC,EH54,08/03/2024,"4,342.54"
130323238,Digital & Business Change,Digital & Business Change,Information Governance,Supplies and Services,Services,IRON MOUNTAIN (UK) PLC,EH54,13/03/2024,"4,405.40"
131939233,Social Care,Children & Families,Looked After Children Service,3rd Party Payments,Personal Needs,ISWP ASSESSMENT SERVICES LTD,RG1 ,20/03/2024,"1,964.10"
133772233,Travel,Highways & Transport,Concessionary Travel,Supplies and Services,Fees,ITSO LTD,MK9 ,27/03/2024,"1,269.00"
131044235,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Accommodation Scheme,REDACTED PERSONAL DATA,SN2 ,20/03/2024,"2,300.00"
133401233,Social Care,Children & Families,Placement Adoption Service,3rd Party Payments,Adoption Allowances,REDACTED PERSONAL DATA,WR8 ,25/03/2024,867.54
130191244,Social Care,Children & Families,Placement Adoption Service,3rd Party Payments,Adoption Allowances,REDACTED PERSONAL DATA,WR8 ,11/03/2024,867.54
128123234,Property & Assets,Property & Assets,General Enhancement Works Corporate Buildings,Capital,Contractor Payments,J M O TOOLE LTD,SN13,01/03/2024,"1,550.00"
130200233,Property Management,Property,Corporate Repairs & Maintenance Programme,Premises Costs,Maintenance - Buildings,J SANGHERA ELECTRICAL,SN5 ,15/03/2024,808.12
130608241,Property Management,Property,Corporate Repairs & Maintenance Programme,Premises Costs,Maintenance - Buildings,J SANGHERA ELECTRICAL,SN5 ,13/03/2024,600.00
130200233,Property Management,Property,Corporate Repairs & Maintenance Programme,Premises Costs,Maintenance - Buildings,J SANGHERA ELECTRICAL,SN5 ,15/03/2024,520.00
130608241,Property Management,Property,Corporate Repairs & Maintenance Programme,Premises Costs,Maintenance - Buildings,J SANGHERA ELECTRICAL,SN5 ,13/03/2024,375.00
131043241,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Accommodation Scheme,REDACTED PERSONAL DATA,SN1 ,20/03/2024,"2,710.95"
131043241,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Accommodation Scheme,REDACTED PERSONAL DATA,SN1 ,20/03/2024,"1,850.00"
129837295,Early Years Block,Dedicated Schools Grant (DSG),Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,REDACTED PERSONAL DATA,SN25,13/03/2024,"1,532.70"
129837297,Early Years Block,Dedicated Schools Grant (DSG),Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,REDACTED PERSONAL DATA,SN6 ,13/03/2024,"2,483.25"
131011233,Streetsmart,Streetsmart,Coate Water,Supplies and Services,Post,JADE SECURITY SERVICES LTD,RG41,15/03/2024,91.00
131011233,Parking & Bus lanes,Highway Operations and Car Parking,Car Parking,3rd Party Payments,Cash Support,JADE SECURITY SERVICES LTD,RG41,15/03/2024,"1,666.00"
131011233,Lydiard Park,Culture & Heritage,Lydiard House & Park,Supplies and Services,Contracts,JADE SECURITY SERVICES LTD,RG41,15/03/2024,182.00
130297233,Lydiard Park,Culture & Heritage,Lydiard House & Park,Supplies and Services,Contracts,JADE SECURITY SERVICES LTD,RG41,13/03/2024,416.90
132171233,Lydiard Park,Culture & Heritage,Lydiard House & Park,Supplies and Services,Contracts,JADE SECURITY SERVICES LTD,RG41,20/03/2024,501.17
131258374,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Personal Budget - DP,REDACTED PERSONAL DATA,SN3 ,15/03/2024,-35.29
131258374,Learning Disabilities,Adults,Learning Disability 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SN3 ,15/03/2024,120.32
131258374,Learning Disabilities,Adults,Learning Disability 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Other,REDACTED PERSONAL DATA,SN3 ,15/03/2024,116.77
131258374,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Personal Budget - DP,REDACTED PERSONAL DATA,SN3 ,15/03/2024,-29.84
131258374,Learning Disabilities,Adults,Learning Disability 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SN3 ,15/03/2024,239.68
131258374,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Personal Budget - DP,REDACTED PERSONAL DATA,SN3 ,15/03/2024,-28.96
131258374,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Personal Budget - DP,REDACTED PERSONAL DATA,SN3 ,15/03/2024,-28.03
131258374,Learning Disabilities,Adults,Learning Disability 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SN3 ,15/03/2024,113.04
130318294,Memory & Cognition,Adults,Support for Memory and Cognition 65 and over,Income,Client Contribution - Residential,JAH-JIREH (CHARITY) HOMES,PR4 ,13/03/2024,-821.49
130318294,Memory & Cognition,Adults,Support for Memory and Cognition 65 and over,3rd Party Payments,Residential Care,JAH-JIREH (CHARITY) HOMES,PR4 ,13/03/2024,"2,635.83"
130318294,Memory & Cognition,Adults,Support for Memory and Cognition 65 and over,3rd Party Payments,Residential Care,JAH-JIREH (CHARITY) HOMES,PR4 ,13/03/2024,878.61
130318294,Memory & Cognition,Adults,Support for Memory and Cognition 65 and over,Income,Client Contribution - Residential,JAH-JIREH (CHARITY) HOMES,PR4 ,13/03/2024,-273.83
131258462,Learning Disabilities,Adults,Learning Disability 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SP11,15/03/2024,260.48
131258269,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Personal Budget - DP,REDACTED PERSONAL DATA,SN2 ,15/03/2024,-8.42
131258269,Learning Disabilities,Adults,Learning Disability 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SN2 ,15/03/2024,"1,135.16"
131258269,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Personal Budget - DP,REDACTED PERSONAL DATA,SN2 ,15/03/2024,9.52
131258269,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Personal Budget - DP,REDACTED PERSONAL DATA,SN2 ,15/03/2024,-73.98
131258269,Learning Disabilities,Adults,Learning Disability 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SN2 ,15/03/2024,129.04
132253233,School Transport,"Education, Inclusion and Skills",Special Educational Needs Transport,Transport Costs,Home to School Transport,REDACTED PERSONAL DATA,SN5 ,22/03/2024,631.15
131017233,Business Development,Supervision & Management,Personnel &Performance,Employees,Training,JAN PYE ASSOCIATES,TA19,15/03/2024,"1,637.00"
132443233,Homelessness and Travellers,Housing Services,Private Sector Landlords,Transfer Payments,Payment of Costs,REDACTED PERSONAL DATA,SN5 ,25/03/2024,800.00
131258264,Physical Support,Adults,Physical Support 18 - 64,Income,Client Contribution - Personal Budget - DP,REDACTED PERSONAL DATA,SP11,15/03/2024,26.24
131258264,Physical Support,Adults,Physical Support 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SP11,15/03/2024,326.23
