Transaction Number,Service - Fund ,Service  - Function ,Service - Cost Centre,Expense Type ,Expense Description,Supplier Name,Supplier Post Code (first 4 digits),Payment Date,Amount £
133905233,Education,"Education, Inclusion and Skills","Holiday, Activities & Food Grant",3rd Party Payments,Contracts - Child Care,ATBSHOP LTD,SN2 ,27/03/2024,"6,912.00"
132816233,Highways & Transport,Highways & Transport,Project Delivery,Supplies and Services,Services,ATKINSREALIS UK LIMITED,KT18,22/03/2024,"16,251.58"
132815234,Highways & Transport,Highways & Transport,Project Delivery,Supplies and Services,Services,ATKINSREALIS UK LIMITED,KT18,22/03/2024,"1,066.89"
129467233,Senior Management Team,Children & Families,Senior Management Team - Staffing,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"3,540.00"
132151233,Safeguarding and Quality Assurance,Children & Families,Quality Assurance Team,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,20/03/2024,"2,655.00"
129419233,Safeguarding and Quality Assurance,Children & Families,Quality Assurance Team,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"2,360.00"
129411236,Safeguarding and Quality Assurance,Children & Families,Quality Assurance Team,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"2,360.00"
129227233,Safeguarding and Quality Assurance,Children & Families,Quality Assurance Team,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,06/03/2024,"2,360.00"
129256233,Safeguarding and Quality Assurance,Children & Families,Quality Assurance Team,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"2,655.00"
133373234,Senior Management Team,Children & Families,Senior Management Team - Staffing,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,25/03/2024,"3,540.00"
129436233,Senior Management Team,Children & Families,Senior Management Team - Staffing,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"2,832.00"
129468233,Senior Management Team,Children & Families,Senior Management Team - Staffing,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"25,375.81"
129411238,Senior Management Team,Children & Families,Family Safeguarding Model,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"1,888.00"
132143233,Safeguarding and Quality Assurance,Children & Families,Quality Assurance Team,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,20/03/2024,"2,360.00"
130609244,Senior Management Team,Children & Families,Senior Management Team - Staffing,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,13/03/2024,"25,375.81"
129492234,Senior Management Team,Children & Families,Family Safeguarding Model,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"2,360.00"
132147233,Social Care,Children & Families,Practice Development,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,20/03/2024,"1,888.00"
129493235,Social Care,Children & Families,Practice Development,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"2,400.00"
129383233,Social Care,Children & Families,Practice Development,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"1,888.00"
132124233,Youth Offending,Early Intervention & Prevention,YJS - Effective Practise,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,20/03/2024,"25,375.81"
129433233,Senior Management Team,Children & Families,Family Safeguarding Model,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"2,950.00"
131865233,Social Care,Children & Families,Practice Development,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,20/03/2024,"2,400.00"
129418233,Social Care,Children & Families,Practice Development,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"1,920.00"
131863233,Social Care,Children & Families,Practice Development,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,20/03/2024,"1,416.00"
129497233,Social Care,Children & Families,Practice Development,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"1,416.00"
133141233,Safeguarding and Quality Assurance,Children & Families,Quality Assurance Team,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,22/03/2024,"2,360.00"
130284233,Safeguarding and Quality Assurance,Children & Families,Quality Assurance Team,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,13/03/2024,"2,360.00"
129458233,Safeguarding and Quality Assurance,Children & Families,Quality Assurance Team,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"2,655.00"
129407233,Safeguarding and Quality Assurance,Children & Families,Quality Assurance Team,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"2,360.00"
129446235,Safeguarding and Quality Assurance,Children & Families,Quality Assurance Team,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"2,360.00"
129438233,Safeguarding and Quality Assurance,Children & Families,Quality Assurance Team,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"2,360.00"
129416235,Safeguarding and Quality Assurance,Children & Families,Quality Assurance Team,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"2,360.00"
129411233,Safeguarding and Quality Assurance,Children & Families,Quality Assurance Team,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"2,655.00"
132145233,Social Care,Children & Families,Practice Development,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,20/03/2024,"2,400.00"
129477234,Social Care,Children & Families,Practice Development,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"2,400.00"
129423233,Social Care,Children & Families,Practice Development,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"1,416.00"
129254233,Social Care,Children & Families,Practice Development,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"3,540.00"
129499233,Safeguarding and Quality Assurance,Children & Families,Quality Assurance Team,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"1,888.00"
129435233,Safeguarding and Quality Assurance,Children & Families,Quality Assurance Team,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"2,124.00"
129495234,Senior Management Team,Children & Families,Senior Management Team - Staffing,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"3,540.00"
132620233,Senior Management Team,Children & Families,Family Safeguarding Model,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,22/03/2024,"1,652.00"
130256233,Senior Management Team,Children & Families,Family Safeguarding Model,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,11/03/2024,"2,655.00"
129427233,Senior Management Team,Children & Families,Family Safeguarding Model,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"2,950.00"
129465233,Senior Management Team,Children & Families,Family Safeguarding Model,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"2,360.00"
129795233,Social Care,Children & Families,Practice Development,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"1,888.00"
129397233,Social Care,Children & Families,Practice Development,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"1,416.00"
129488233,Safeguarding and Quality Assurance,Children & Families,Quality Assurance Team,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"2,124.00"
130398234,Senior Management Team,Children & Families,Senior Management Team - Staffing,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,13/03/2024,"3,540.00"
129442233,Senior Management Team,Children & Families,Family Safeguarding Model,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"2,360.00"
129405234,Social Care,Children & Families,Practice Development,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"2,400.00"
129385233,Social Care,Children & Families,Practice Development,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"2,400.00"
129390233,Safeguarding and Quality Assurance,Children & Families,Quality Assurance Team,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"2,360.00"
129790233,Senior Management Team,Children & Families,Senior Management Team - Staffing,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"3,184.00"
129403233,Senior Management Team,Children & Families,Family Safeguarding Model,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"1,652.00"
132617233,Senior Management Team,Children & Families,Family Safeguarding Model,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,22/03/2024,"2,950.00"
129491233,Senior Management Team,Children & Families,Family Safeguarding Model,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"2,950.00"
129393233,Senior Management Team,Children & Families,Family Safeguarding Model,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"2,950.00"
129469233,Social Care,Children & Families,Practice Development,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"1,416.00"
129430233,Safeguarding and Quality Assurance,Children & Families,Quality Assurance Team,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"2,360.00"
129424233,Safeguarding and Quality Assurance,Children & Families,Quality Assurance Team,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"1,888.00"
131468233,Senior Management Team,Children & Families,Senior Management Team - Staffing,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,18/03/2024,"25,375.81"
130399233,Senior Management Team,Children & Families,Senior Management Team - Staffing,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,13/03/2024,"3,980.00"
129437233,Senior Management Team,Children & Families,Family Safeguarding Model,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"2,360.00"
129399233,Safeguarding and Quality Assurance,Children & Families,Quality Assurance Team,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"1,593.00"
129464233,Senior Management Team,Children & Families,Senior Management Team - Staffing,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,08/03/2024,"3,540.00"
130318308,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Nursing,AURA CARE LIVING CIRENCESTER LTD,GL7 ,13/03/2024,-518.40
128250233,Mental Health,Adults,Mental Health 18-64,3rd Party Payments,Residential Care,AURA CARE LIVING CIRENCESTER LTD,GL7 ,01/03/2024,"11,088.00"
130318308,Mental Health,Adults,Mental Health 65 and over,3rd Party Payments,Residential Care,AURA CARE LIVING CIRENCESTER LTD,GL7 ,13/03/2024,"4,578.00"
130318308,Mental Health,Adults,Mental Health 18-64,3rd Party Payments,Nursing Care,AURA CARE LIVING CIRENCESTER LTD,GL7 ,13/03/2024,"9,454.50"
128250233,Mental Health,Adults,Mental Health 18-64,3rd Party Payments,Residential Care,AURA CARE LIVING CIRENCESTER LTD,GL7 ,01/03/2024,"8,316.00"
130318308,Mental Health,Adults,Mental Health 65 and over,3rd Party Payments,Residential Care,AURA CARE LIVING CIRENCESTER LTD,GL7 ,13/03/2024,"1,526.00"
128250233,Mental Health,Adults,Mental Health 18-64,3rd Party Payments,Residential Care,AURA CARE LIVING CIRENCESTER LTD,GL7 ,01/03/2024,"5,250.00"
128250233,Mental Health,Adults,Mental Health 18-64,3rd Party Payments,Residential Care,AURA CARE LIVING CIRENCESTER LTD,GL7 ,01/03/2024,"4,750.00"
130318308,Mental Health,Adults,Mental Health 18-64,3rd Party Payments,Residential Care,AURA CARE LIVING CIRENCESTER LTD,GL7 ,13/03/2024,"4,800.00"
128250233,Mental Health,Adults,Mental Health 18-64,3rd Party Payments,Residential Care,AURA CARE LIVING CIRENCESTER LTD,GL7 ,01/03/2024,"5,148.00"
128250233,Mental Health,Adults,Mental Health 18-64,3rd Party Payments,Residential Care,AURA CARE LIVING CIRENCESTER LTD,GL7 ,01/03/2024,"7,000.00"
130318308,Mental Health,Adults,Mental Health 18-64,3rd Party Payments,Residential Care,AURA CARE LIVING CIRENCESTER LTD,GL7 ,13/03/2024,"8,800.50"
130318308,Mental Health,Adults,Mental Health 18-64,3rd Party Payments,Residential Care,AURA CARE LIVING CIRENCESTER LTD,GL7 ,13/03/2024,"1,600.00"
130318308,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Nursing,AURA CARE LIVING CIRENCESTER LTD,GL7 ,13/03/2024,-456.00
130318308,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,AURA CARE LIVING CIRENCESTER LTD,GL7 ,13/03/2024,-255.37
130318308,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Nursing Care,AURA CARE LIVING CIRENCESTER LTD,GL7 ,13/03/2024,"1,471.50"
130318308,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Nursing,AURA CARE LIVING CIRENCESTER LTD,GL7 ,13/03/2024,-172.80
130318308,Mental Health,Adults,Mental Health 18-64,3rd Party Payments,Nursing Care,AURA CARE LIVING CIRENCESTER LTD,GL7 ,13/03/2024,"3,151.50"
128250233,Mental Health,Adults,Mental Health 18-64,3rd Party Payments,Residential Care,AURA CARE LIVING CIRENCESTER LTD,GL7 ,01/03/2024,"2,036.57"
130318308,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Nursing Care,AURA CARE LIVING CIRENCESTER LTD,GL7 ,13/03/2024,"1,199.00"
130318308,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Nursing,AURA CARE LIVING CIRENCESTER LTD,GL7 ,13/03/2024,-152.00
130318308,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,AURA CARE LIVING CIRENCESTER LTD,GL7 ,13/03/2024,-766.11
130318308,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,AURA CARE LIVING CIRENCESTER LTD,GL7 ,13/03/2024,"3,106.50"
130318308,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,AURA CARE LIVING CIRENCESTER LTD,GL7 ,13/03/2024,"1,035.50"
130318308,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Nursing Care,AURA CARE LIVING CIRENCESTER LTD,GL7 ,13/03/2024,"3,597.00"
130318308,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Nursing,AURA CARE LIVING CIRENCESTER LTD,GL7 ,13/03/2024,-183.91
130318308,Mental Health,Adults,Mental Health 18-64,3rd Party Payments,Residential Care,AURA CARE LIVING CIRENCESTER LTD,GL7 ,13/03/2024,"2,933.50"
130318308,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Nursing Care,AURA CARE LIVING CIRENCESTER LTD,GL7 ,13/03/2024,"4,414.50"
130318308,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Nursing,AURA CARE LIVING CIRENCESTER LTD,GL7 ,13/03/2024,-551.73
132146233,High Needs Block,Dedicated Schools Grant (DSG),Out of Borough School Fees,3rd Party Payments,OLA Special schools- Pre 16,AURORA FOXES ACADEMY,GL2 ,20/03/2024,"22,400.66"
130318325,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,AUTISM UNLIMITED LTD,BH23,13/03/2024,-464.40
130318325,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,AUTISM UNLIMITED LTD,BH23,13/03/2024,"2,067.01"
130318325,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,AUTISM UNLIMITED LTD,BH23,13/03/2024,"6,201.03"
130318325,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,AUTISM UNLIMITED LTD,BH23,13/03/2024,-154.80
130318295,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,AUTONOMY LIFE LIMITED,SN12,13/03/2024,-157.14
130318295,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,AUTONOMY LIFE LIMITED,SN12,13/03/2024,-471.42
130318295,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,AUTONOMY LIFE LIMITED,SN12,13/03/2024,"9,259.50"
130318295,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,AUTONOMY LIFE LIMITED,SN12,13/03/2024,"3,086.50"
Corporate Card Transaction,Social Care,"Children, Families and Community Health Services",Placement - Care Leaver Team,Supplies and Services,Materials,Avanaflooring,,22/03/2024,687.00
Corporate Card Transaction,Social Care,"Children, Families and Community Health Services",Placement - Care Leaver Team,Supplies and Services,Materials,Avanaflooring,,26/03/2024,695.00
130708233,Property Management,Property,Property Assets,Supplies and Services,Fees,AVISON YOUNG (UK) LTD,B1 2,13/03/2024,"19,546.00"
129470233,Social Care,Children & Families,CP & CIN Social Work - South,Employees,Temporary / Agency - by Accounts Payable,AVON & WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,BA1 ,08/03/2024,"17,724.91"
129468236,Social Care,Children & Families,CP & CIN Social Work - South,Employees,Temporary / Agency - by Accounts Payable,AVON & WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,BA1 ,08/03/2024,"17,724.91"
130311233,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,AVON AUTISTIC FOUNDATION LTD,BS11,13/03/2024,-329.10
130311233,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,AVON AUTISTIC FOUNDATION LTD,BS11,13/03/2024,-109.70
130312233,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,AVON AUTISTIC FOUNDATION LTD,BS11,13/03/2024,-120.80
130311233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,AVON AUTISTIC FOUNDATION LTD,BS11,13/03/2024,"4,111.53"
130312233,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,AVON AUTISTIC FOUNDATION LTD,BS11,13/03/2024,-362.40
130311233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,AVON AUTISTIC FOUNDATION LTD,BS11,13/03/2024,"1,370.51"
130312233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,AVON AUTISTIC FOUNDATION LTD,BS11,13/03/2024,"5,751.24"
130312233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,AVON AUTISTIC FOUNDATION LTD,BS11,13/03/2024,"1,917.08"
132482300,Homelessness and Travellers,Housing Services,Private Sector Landlords,Transfer Payments,Payment of Costs,AVONPARK PROPERTIES LTD,SN3 ,25/03/2024,550.00
132469233,Homelessness and Travellers,Housing Services,Private Sector Landlords,Transfer Payments,Payment of Costs,AVONPARK PROPERTIES LTD,SN3 ,25/03/2024,780.00
130735233,Customer Strategy & Operations,"People, Culture and Organisational Resilience",Customer Services,Supplies and Services,Equipment,BACK CARE SOLUTIONS LTD,PR5 ,13/03/2024,913.00
130734233,Sheltered Accomodation,Special Services,Lilian Lock Gardens,Supplies and Services,Equipment,BACK CARE SOLUTIONS LTD,PR5 ,13/03/2024,"1,170.00"
131355234,Early Help,Early Intervention & Prevention,Children & Families Commissioning,Transport Costs,Mileage Allowance,BACK CARE SOLUTIONS LTD,PR5 ,15/03/2024,626.00
131332234,Early Help,Early Intervention & Prevention,Children & Families Commissioning,Transport Costs,Mileage Allowance,BACK CARE SOLUTIONS LTD,PR5 ,15/03/2024,436.00
130710233,Town Centre,"Economy, Growth and Place","No 7, 9 & 11 Carriage works @ Railway Village",Capital,Consultants,BAILEY PARTNERSHIP (CONSULTANTS) LLP,PL1 ,13/03/2024,"1,360.00"
133616233,Highways Schemes,Strategic Planning and Highways,School safe environment zones,Capital,Contractor Payments,BAILEY STREET FURNITURE GROUP LIMITED,SK10,25/03/2024,"1,857.60"
131135234,Licencing,Regulatory Services,Taxis & Private Hire,Supplies and Services,Testing / Inspection,BANSAL MOTORS,SN2 ,15/03/2024,"2,850.00"
130188289,Licencing,Regulatory Services,Taxis & Private Hire,Supplies and Services,Testing / Inspection,BANSAL MOTORS,SN2 ,11/03/2024,"3,300.00"
130189233,Licencing,Regulatory Services,Taxis & Private Hire,Supplies and Services,Testing / Inspection,BANSAL MOTORS,SN2 ,11/03/2024,"2,200.00"
130187233,Licencing,Regulatory Services,Taxis & Private Hire,Supplies and Services,Testing / Inspection,BANSAL MOTORS,SN2 ,11/03/2024,"2,200.00"
131136233,Licencing,Regulatory Services,Taxis & Private Hire,Supplies and Services,Testing / Inspection,BANSAL MOTORS,SN2 ,15/03/2024,"3,850.00"
131258623,Physical Support,Adults,Physical Support 65 and over,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,2969,15/03/2024,5.52
131258623,Physical Support,Adults,Physical Support 65 and over,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,2969,15/03/2024,714.42
131258623,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Personal Budget - DP,REDACTED PERSONAL DATA,2969,15/03/2024,-162.12
129813233,Early Years Block,Dedicated Schools Grant (DSG),Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,BARN OWL PRE-SCHOOL,SN25,13/03/2024,"6,191.78"
130998233,Libraries,"Education, Inclusion and Skills",Library Shop,Supplies and Services,Goods for resale,BARNES COACHES LTD,SN3 ,15/03/2024,724.32
131154233,School Transport,"Education, Inclusion and Skills",Mainstream School Transport,Transport Costs,Home to School Transport,BARNES COACHES LTD,SN3 ,15/03/2024,"7,968.00"
131154233,School Transport,"Education, Inclusion and Skills",Mainstream School Transport,Transport Costs,Home to School Transport,BARNES COACHES LTD,SN3 ,15/03/2024,597.76
130203235,Streetsmart,Streetsmart,StreetSmart Contracts & Strategic Planning,Supplies and Services,Services,BARTEC MUNICIPAL TECHNOLOGIES LTD,S75 ,11/03/2024,"6,990.00"
128438233,Streetsmart,Streetsmart,StreetSmart Contracts & Strategic Planning,Supplies and Services,Services,BARTEC MUNICIPAL TECHNOLOGIES LTD,S75 ,01/03/2024,"10,800.00"
128437233,Streetsmart,Streetsmart,StreetSmart Contracts & Strategic Planning,Supplies and Services,Services,BARTEC MUNICIPAL TECHNOLOGIES LTD,S75 ,01/03/2024,"37,280.00"
130203234,Streetsmart,Streetsmart,StreetSmart Contracts & Strategic Planning,Supplies and Services,Services,BARTEC MUNICIPAL TECHNOLOGIES LTD,S75 ,11/03/2024,"4,557.40"
128440233,Streetsmart,Streetsmart,StreetSmart Contracts & Strategic Planning,Supplies and Services,Services,BARTEC MUNICIPAL TECHNOLOGIES LTD,S75 ,01/03/2024,950.00
128439233,Streetsmart,Streetsmart,StreetSmart Contracts & Strategic Planning,Supplies and Services,Services,BARTEC MUNICIPAL TECHNOLOGIES LTD,S75 ,01/03/2024,"8,000.00"
130600246,DSG Other Funding,Dedicated Schools Grant (DSG),DFE Additional Grants,Supplies and Services,Payments to Educational Bodies,BEECHCROFT INFANT SCHOOL,SN2 ,13/03/2024,"2,392.50"
131263276,High Needs Block,Dedicated Schools Grant (DSG),SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Maintained providers Pre 16,BEECHCROFT INFANT SCHOOL,SN2 ,15/03/2024,"5,355.17"
130199251,DSG Other Funding,Dedicated Schools Grant (DSG),DFE Additional Grants,3rd Party Payments,Payment of Pupil Premium to school,BEECHCROFT INFANT SCHOOL,SN2 ,13/03/2024,"8,346.00"
130599246,DSG Other Funding,Dedicated Schools Grant (DSG),DFE Additional Grants,Supplies and Services,Payments to Educational Bodies,BEECHCROFT INFANT SCHOOL,SN2 ,13/03/2024,885.94
130318267,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,BEECHWOOD COURT LTD,CF10,13/03/2024,"22,460.88"
130318267,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,BEECHWOOD COURT LTD,CF10,13/03/2024,"15,622.92"
130318267,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,BEECHWOOD COURT LTD,CF10,13/03/2024,"5,207.64"
130318267,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,BEECHWOOD COURT LTD,CF10,13/03/2024,-80.64
130318267,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,BEECHWOOD COURT LTD,CF10,13/03/2024,"7,486.96"
130318267,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,BEECHWOOD COURT LTD,CF10,13/03/2024,-241.92
134283233,Homelessness and Travellers,Housing Services,Bed and Breakfast Accommodation,Transfer Payments,Payment of Costs,BELLE MASION LIMITED T/A PARAMOUNT APARTMENTS BY STAYSERVE,SN5 ,27/03/2024,"1,950.00"
134288233,Homelessness and Travellers,Housing Services,Bed and Breakfast Accommodation,Transfer Payments,Payment of Costs,BELLE MASION LIMITED T/A PARAMOUNT APARTMENTS BY STAYSERVE,SN5 ,27/03/2024,"1,950.00"
134287233,Homelessness and Travellers,Housing Services,Bed and Breakfast Accommodation,Transfer Payments,Payment of Costs,BELLE MASION LIMITED T/A PARAMOUNT APARTMENTS BY STAYSERVE,SN5 ,27/03/2024,"1,950.00"
134284233,Homelessness and Travellers,Housing Services,Bed and Breakfast Accommodation,Transfer Payments,Payment of Costs,BELLE MASION LIMITED T/A PARAMOUNT APARTMENTS BY STAYSERVE,SN5 ,27/03/2024,"1,950.00"
134285233,Homelessness and Travellers,Housing Services,Bed and Breakfast Accommodation,Transfer Payments,Payment of Costs,BELLE MASION LIMITED T/A PARAMOUNT APARTMENTS BY STAYSERVE,SN5 ,27/03/2024,"1,950.00"
131014233,Parking & Bus lanes,Highway Operations and Car Parking,Car Parking,Supplies and Services,Equipment,BEMROSE BOOTH PARAGON LTD,HU7 ,15/03/2024,"1,330.00"
132784234,Care Management & Safeguarding,Adults,Swindon Safeguarding Partnershiph,Supplies and Services,Fees,BEVAN BRITTAN,BS2 ,22/03/2024,"1,100.00"
131479233,Care Management & Safeguarding,Adults,Swindon Safeguarding Partnershiph,Supplies and Services,Fees,BEVAN BRITTAN,BS2 ,18/03/2024,"1,100.00"
129321233,Libraries,"Education, Inclusion and Skills",Library Delivery,Supplies and Services,Materials,BIBLIOGRAPHIC DATA SERVICES LTD,DG1 ,08/03/2024,"10,147.75"
128857233,Libraries,"Education, Inclusion and Skills",Library Delivery,Supplies and Services,Repairs & Maintenance,BIBLIOTHECA LTD,SK8 ,06/03/2024,"2,000.00"
131053233,Learning Disabilities,Adults,LD Day Services (OK4U),Premises Costs,Waste,BIFFA WASTE SERVICES LTD,HP12,15/03/2024,657.15
132744233,Libraries,"Education, Inclusion and Skills",Central,Premises Costs,Waste,BIFFA WASTE SERVICES LTD,HP12,22/03/2024,419.52
130199242,DSG Other Funding,Dedicated Schools Grant (DSG),DFE Additional Grants,3rd Party Payments,Payment of Pupil Premium to school,BISHOPSTONE C E PRIMARY SCHOOL,SN6 ,13/03/2024,"1,618.00"
130600239,DSG Other Funding,Dedicated Schools Grant (DSG),DFE Additional Grants,Supplies and Services,Payments to Educational Bodies,BISHOPSTONE C E PRIMARY SCHOOL,SN6 ,13/03/2024,500.00
