Transaction Number,Service - Fund ,Service  - Function ,Service - Cost Centre,Expense Type ,Expense Description,Supplier Name,Supplier Post Code (first 4 digits),Payment Date,Amount £,,,,,,,,,,
121635233,Libraries,"Education, Inclusion and Skills",North Swindon,Premises Costs,Non-contract Cleaning,GLEN CLEANING COMPANY LTD,BS8 ,19/01/2024,"1,866.91",,,,,,,,,,
121635233,Customer Strategy & Operations,"People, Culture and Organisational Resilience",Registrar of Births etc.,Premises Costs,Contract Cleaning,GLEN CLEANING COMPANY LTD,BS8 ,19/01/2024,772.44,,,,,,,,,,
120719233,Libraries,"Education, Inclusion and Skills",North Swindon,Premises Costs,Non-contract Cleaning,GLEN CLEANING COMPANY LTD,BS8 ,12/01/2024,"1,866.91",,,,,,,,,,
123379243,DMJ Tower,Housing Services,DMJ Commercial,Premises Costs,Contract Cleaning,GLEN CLEANING COMPANY LTD,BS8 ,31/01/2024,"1,238.09",,,,,,,,,,
121636233,Early Help,Early Intervention & Prevention,Parenting Hub,Premises Costs,Contract Cleaning,GLEN CLEANING COMPANY LTD,BS8 ,19/01/2024,526.47,,,,,,,,,,
121635233,Libraries,"Education, Inclusion and Skills",West Swindon,Premises Costs,Non-contract Cleaning,GLEN CLEANING COMPANY LTD,BS8 ,19/01/2024,"1,175.16",,,,,,,,,,
121635233,Property Estates,Property,Childrens Outreach,Premises Costs,Contract Cleaning,GLEN CLEANING COMPANY LTD,BS8 ,19/01/2024,"1,066.12",,,,,,,,,,
121635233,DMJ Tower,Housing Services,DMJ Commercial,Premises Costs,Contract Cleaning,GLEN CLEANING COMPANY LTD,BS8 ,19/01/2024,"1,238.09",,,,,,,,,,
121635233,Facilities Management,"People, Culture and Organisational Resilience",Office Accommodation,Premises Costs,Contract Cleaning,GLEN CLEANING COMPANY LTD,BS8 ,19/01/2024,"19,797.66",,,,,,,,,,
120719233,Facilities Management,"People, Culture and Organisational Resilience",Office Accommodation,Premises Costs,Contract Cleaning,GLEN CLEANING COMPANY LTD,BS8 ,12/01/2024,"19,797.66",,,,,,,,,,
120719233,Libraries,"Education, Inclusion and Skills",West Swindon,Premises Costs,Non-contract Cleaning,GLEN CLEANING COMPANY LTD,BS8 ,12/01/2024,"1,175.16",,,,,,,,,,
121635233,Property Estates,Property,Estates - Corporate Property General,Premises Costs,Contract Cleaning,GLEN CLEANING COMPANY LTD,BS8 ,19/01/2024,300.56,,,,,,,,,,
123379243,Property Estates,Property,Childrens Outreach,Premises Costs,Contract Cleaning,GLEN CLEANING COMPANY LTD,BS8 ,31/01/2024,950.33,,,,,,,,,,
123379243,Customer Strategy & Operations,"People, Culture and Organisational Resilience",Cemeteries & Crematoria,Premises Costs,Contract Cleaning,GLEN CLEANING COMPANY LTD,BS8 ,31/01/2024,851.29,,,,,,,,,,
121637233,Early Help,Early Intervention & Prevention,Parenting Hub,Premises Costs,Contract Cleaning,GLEN CLEANING COMPANY LTD,BS8 ,19/01/2024,526.47,,,,,,,,,,
121635233,Supported Employment,Housing Services,Enterprise Works,Premises Costs,Contract Cleaning,GLEN CLEANING COMPANY LTD,BS8 ,19/01/2024,541.53,,,,,,,,,,
120719233,Disabled Children,Children & Families,Salt Way Centre Running Costs,Premises Costs,Contract Cleaning,GLEN CLEANING COMPANY LTD,BS8 ,12/01/2024,"3,244.19",,,,,,,,,,
121635233,Streetsmart,Streetsmart,Waterside Depot,Premises Costs,Contract Cleaning,GLEN CLEANING COMPANY LTD,BS8 ,19/01/2024,"4,518.51",,,,,,,,,,
120719233,Property Estates,Property,Childrens Outreach,Premises Costs,Contract Cleaning,GLEN CLEANING COMPANY LTD,BS8 ,12/01/2024,950.33,,,,,,,,,,
121635233,Property Estates,Property,Childrens Outreach,Premises Costs,Contract Cleaning,GLEN CLEANING COMPANY LTD,BS8 ,19/01/2024,658.50,,,,,,,,,,
120719233,Property Estates,Property,Childrens Outreach,Premises Costs,Contract Cleaning,GLEN CLEANING COMPANY LTD,BS8 ,12/01/2024,658.50,,,,,,,,,,
120719233,Property Estates,Property,Childrens Outreach,Premises Costs,Contract Cleaning,GLEN CLEANING COMPANY LTD,BS8 ,12/01/2024,"1,066.12",,,,,,,,,,
121944391,Homelessness and Travellers,Housing Services,Private Sector Landlords,Transfer Payments,Payment of Costs,REDACTED PERSONAL DATA,SN5 ,26/01/2024,"1,000.00",,,,,,,,,,
121934233,Homelessness and Travellers,Housing Services,Private Sector Landlords,Transfer Payments,Payment of Costs,REDACTED PERSONAL DATA,SN5 ,26/01/2024,700.00,,,,,,,,,,
121139260,Early Years Block,Dedicated Schools Grant (DSG),Free Nursery Education Commissioning - two year olds,3rd Party Payments,Contracts - Child Care,GLITTERBUGS PRE-SCHOOL,SN25,17/01/2024,611.42,,,,,,,,,,
121139261,Early Years Block,Dedicated Schools Grant (DSG),Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,GLITTERBUGS PRE-SCHOOL,SN25,17/01/2024,"19,518.84",,,,,,,,,,
121585233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,GLOSCARE,TA6 ,17/01/2024,"12,731.36",,,,,,,,,,
121585233,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,GLOSCARE,TA6 ,17/01/2024,-438.80,,,,,,,,,,
121585233,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,GLOSCARE,TA6 ,17/01/2024,-497.00,,,,,,,,,,
121585233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,GLOSCARE,TA6 ,17/01/2024,"13,183.76",,,,,,,,,,
122457233,Streetsmart,Streetsmart,Waterside Fleet Workshops,Supplies and Services,Materials,GM SWEEPERS UK LTD (GREEN MACHINES),G68 ,24/01/2024,545.20,,,,,,,,,,
122839233,Travel,Highways & Transport,Public Transport,3rd Party Payments,Contract Payments,GO SOUTH COAST LTD,BH15,26/01/2024,"16,146.07",,,,,,,,,,
121765233,School Transport,"Education, Inclusion and Skills",Mainstream School Transport,Transport Costs,Home to School Transport,GO SOUTH COAST LTD,BH15,19/01/2024,820.00,,,,,,,,,,
119161233,School Transport,"Education, Inclusion and Skills",Mainstream School Transport,Transport Costs,Home to School Transport,GO SOUTH COAST LTD,BH15,03/01/2024,"2,620.00",,,,,,,,,,
119160233,School Transport,"Education, Inclusion and Skills",Mainstream School Transport,Transport Costs,Home to School Transport,GO SOUTH COAST LTD,BH15,03/01/2024,655.00,,,,,,,,,,
119158233,School Transport,"Education, Inclusion and Skills",Mainstream School Transport,Transport Costs,Home to School Transport,GO SOUTH COAST LTD,BH15,03/01/2024,"6,857.50",,,,,,,,,,
119679233,School Transport,"Education, Inclusion and Skills",Special Educational Needs Transport,Transport Costs,Home to School Transport,GO SOUTH COAST LTD,BH15,05/01/2024,"4,455.70",,,,,,,,,,
122811233,School Transport,"Education, Inclusion and Skills",Mainstream School Transport,Transport Costs,Home to School Transport,GO SOUTH COAST LTD,BH15,26/01/2024,"15,610.17",,,,,,,,,,
119676233,School Transport,"Education, Inclusion and Skills",Special Educational Needs Transport,Transport Costs,Home to School Transport,GO SOUTH COAST LTD,BH15,05/01/2024,"15,610.17",,,,,,,,,,
119162233,School Transport,"Education, Inclusion and Skills",Mainstream School Transport,Transport Costs,Home to School Transport,GO SOUTH COAST LTD,BH15,03/01/2024,"3,930.00",,,,,,,,,,
119156233,School Transport,"Education, Inclusion and Skills",Mainstream School Transport,Transport Costs,Home to School Transport,GO SOUTH COAST LTD,BH15,03/01/2024,"1,612.50",,,,,,,,,,
122810233,School Transport,"Education, Inclusion and Skills",Mainstream School Transport,Transport Costs,Home to School Transport,GO SOUTH COAST LTD,BH15,26/01/2024,"4,455.70",,,,,,,,,,
121592241,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Nursing,GOATACRE HOUSE NURSING HOME,SN11,17/01/2024,"1,479.52",,,,,,,,,,
121592241,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Nursing,GOATACRE HOUSE NURSING HOME,SN11,17/01/2024,898.28,,,,,,,,,,
121592241,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Nursing,GOATACRE HOUSE NURSING HOME,SN11,17/01/2024,-691.20,,,,,,,,,,
121592241,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Nursing Care,GOATACRE HOUSE NURSING HOME,SN11,17/01/2024,"-2,527.68",,,,,,,,,,
121592241,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Nursing Care,GOATACRE HOUSE NURSING HOME,SN11,17/01/2024,"-4,163.24",,,,,,,,,,
121592241,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Nursing Care,GOATACRE HOUSE NURSING HOME,SN11,17/01/2024,"4,563.24",,,,,,,,,,
121592241,Memory & Cognition,Adults,Support for Memory and Cognition 65 and over,3rd Party Payments,Residential Care,GOATACRE HOUSE NURSING HOME,SN11,17/01/2024,"10,712.00",,,,,,,,,,
122200237,Early Years Block,Dedicated Schools Grant (DSG),Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,GODDARD PARK COMMUNITY PRIMARY SCHOOL,SN3 ,24/01/2024,"2,280.00",,,,,,,,,,
121139264,Early Years Block,Dedicated Schools Grant (DSG),Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,GODDARD PARK COMMUNITY PRIMARY SCHOOL,SN3 ,17/01/2024,"7,365.60",,,,,,,,,,
122185233,High Needs Block,Dedicated Schools Grant (DSG),SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Maintained providers Pre 16,GODDARD PARK COMMUNITY PRIMARY SCHOOL,SN3 ,24/01/2024,660.00,,,,,,,,,,
120076245,Property Estates,Property,Childrens Outreach,Premises Costs,Electricity,GODDARD PARK COMMUNITY PRIMARY SCHOOL,SN3 ,10/01/2024,696.12,,,,,,,,,,
122200244,Early Years Block,Dedicated Schools Grant (DSG),Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,GODDARD PARK COMMUNITY PRIMARY SCHOOL,SN3 ,24/01/2024,"2,280.00",,,,,,,,,,
122184233,High Needs Block,Dedicated Schools Grant (DSG),SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Maintained providers Pre 16,GODDARD PARK COMMUNITY PRIMARY SCHOOL,SN3 ,24/01/2024,"1,100.00",,,,,,,,,,
120193233,DSG Other Funding,Dedicated Schools Grant (DSG),LAC pupil premium,Supplies and Services,Services,GODDARD PARK COMMUNITY PRIMARY SCHOOL,SN3 ,17/01/2024,600.00,,,,,,,,,,
120077233,Property Estates,Property,Childrens Outreach,Premises Costs,Maintenance - Grounds,GODDARD PARK COMMUNITY PRIMARY SCHOOL,SN3 ,10/01/2024,649.00,,,,,,,,,,
121139262,Early Years Block,Dedicated Schools Grant (DSG),Free Nursery Education Commissioning - two year olds,3rd Party Payments,Contracts - Child Care,GODDARD PARK COMMUNITY PRIMARY SCHOOL,SN3 ,17/01/2024,"27,514.08",,,,,,,,,,
120860292,High Needs Block,Dedicated Schools Grant (DSG),SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Academies and Free Schools Pre 16,GODDARD PARK COMMUNITY PRIMARY SCHOOL,SN3 ,15/01/2024,"9,907.50",,,,,,,,,,
121139263,Early Years Block,Dedicated Schools Grant (DSG),Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,GODDARD PARK COMMUNITY PRIMARY SCHOOL,SN3 ,17/01/2024,"79,325.40",,,,,,,,,,
119712233,Physical Support,Adults,Fessey House,Supplies and Services,Materials,GOMPELS HEALTHCARE LTD,SN12,05/01/2024,561.51,,,,,,,,,,
120984233,Physical Support,Adults,Fessey House,Supplies and Services,Materials,GOMPELS HEALTHCARE LTD,SN12,15/01/2024,"1,262.73",,,,,,,,,,
121800235,Physical Support,Adults,Fessey House,Supplies and Services,Materials,GOMPELS HEALTHCARE LTD,SN12,19/01/2024,631.23,,,,,,,,,,
Corporate Card Transaction,Social Care,"Children, Families and Community Health Services",Fostering Service Team,Supplies and Services,Materials,Google Ads1067188376,,12/01/2024,565.78,,,,,,,,,,
120194233,DSG Other Funding,Dedicated Schools Grant (DSG),LAC pupil premium,Supplies and Services,Services,GORDANO SCHOOL,BS20,17/01/2024,600.00,,,,,,,,,,
121592233,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,GORDENA CARE LTD,BS16,17/01/2024,-671.80,,,,,,,,,,
121592233,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,GORDENA CARE LTD,BS16,17/01/2024,-418.80,,,,,,,,,,
121592233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,GORDENA CARE LTD,BS16,17/01/2024,"3,710.20",,,,,,,,,,
121592233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,GORDENA CARE LTD,BS16,17/01/2024,"5,822.44",,,,,,,,,,
123379244,Local Transport Plan Funded,Strategic Planning and Highways,Structural Maintenance,Capital,Contractor Payments,GR DIVING SERVICES LTD,LL12,31/01/2024,"7,350.00",,,,,,,,,,
120009239,Other Repairs,Repairs,Unallocated job costs from OPEN system,Premises Costs,Maintenance - Buildings,GRACE ELECTRICS LTD,SN5 ,08/01/2024,499.96,,,,,,,,,,
119845233,Corporate,Corporate Finance,Corporate Financial Management,Supplies and Services,Fees,GRANT THORNTON UK LLP,MK9 ,05/01/2024,"8,000.00",,,,,,,,,,
119846233,Corporate,Corporate Finance,Corporate Financial Management,Supplies and Services,Fees,GRANT THORNTON UK LLP,MK9 ,05/01/2024,"10,000.00",,,,,,,,,,
121293233,Corporate,Corporate Finance,Corporate Financial Management,Supplies and Services,Fees,GRANT THORNTON UK LLP,MK9 ,17/01/2024,"88,658.00",,,,,,,,,,
119865233,Corporate,Corporate Finance,Corporate Financial Management,Supplies and Services,Fees,GRANT THORNTON UK LLP,MK9 ,05/01/2024,"8,000.00",,,,,,,,,,
119832234,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,GRAPEVINE CARE LTD,GL6 ,05/01/2024,"7,741.44",,,,,,,,,,
121488233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),GRAPEVINE CARE LTD,GL6 ,17/01/2024,"2,811.48",,,,,,,,,,
119832234,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,GRAPEVINE CARE LTD,GL6 ,05/01/2024,"15,482.88",,,,,,,,,,
120532233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,GRAPEVINE CARE LTD,GL6 ,10/01/2024,"15,482.88",,,,,,,,,,
121488233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),GRAPEVINE CARE LTD,GL6 ,17/01/2024,"9,513.00",,,,,,,,,,
119832234,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,GRAPEVINE CARE LTD,GL6 ,05/01/2024,"-1,666.68",,,,,,,,,,
121488233,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Supported Living,GRAPEVINE CARE LTD,GL6 ,17/01/2024,-87.76,,,,,,,,,,
121488233,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Supported Living,GRAPEVINE CARE LTD,GL6 ,17/01/2024,-296.92,,,,,,,,,,
120532233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,GRAPEVINE CARE LTD,GL6 ,10/01/2024,"-12,762.61",,,,,,,,,,
121450233,Facilities Management,"People, Culture and Organisational Resilience",Office Accommodation,Supplies and Services,Equipment,GRAVELLE'S MOBILITY LIFESTYLE LTD,CF62,17/01/2024,774.20,,,,,,,,,,
120195233,DSG Other Funding,Dedicated Schools Grant (DSG),LAC pupil premium,Supplies and Services,Services,REDACTED PERSONAL DATA,SN25,17/01/2024,600.00,,,,,,,,,,
120860339,High Needs Block,Dedicated Schools Grant (DSG),SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Academies and Free Schools Pre 16,REDACTED PERSONAL DATA,SN25,15/01/2024,"13,967.83",,,,,,,,,,
120131234,Disabled Children,Children & Families,DCT Daytime Short Breaks,3rd Party Payments,Respite Care,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,LS11,10/01/2024,"1,546.79",,,,,,,,,,
120132234,Disabled Children,Children & Families,DCT Daytime Short Breaks,3rd Party Payments,Respite Care,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,LS11,10/01/2024,882.00,,,,,,,,,,
121967233,Disabled Children,Children & Families,Aiming High for Disabled Children,Supplies and Services,Services,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,LS11,22/01/2024,"1,206.16",,,,,,,,,,
123389233,Homelessness and Travellers,Housing Services,Rough Sleepers Project,Supplies and Services,Discretionary Costs,GREAT WESTERN HOTEL,SN1 ,31/01/2024,"1,333.88",,,,,,,,,,
120860373,High Needs Block,Dedicated Schools Grant (DSG),Post 16 - New Responsibilties,3rd Party Payments,FE Colleges,GREEN INC (EU) LTD,SN1 ,15/01/2024,"14,585.00",,,,,,,,,,
121139265,Early Years Block,Dedicated Schools Grant (DSG),Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,GREENDOWN PLAYGROUP,SN4 ,17/01/2024,"20,870.78",,,,,,,,,,
121438234,Supported Employment,Housing Services,EW - Timber,Supplies and Services,Equipment,GRIST ENVIRONMENTAL LTD,SN10,17/01/2024,500.00,,,,,,,,,,
120860305,High Needs Block,Dedicated Schools Grant (DSG),SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Academies and Free Schools Pre 16,GROVE LEARNING TRUST,SN6 ,15/01/2024,"1,351.25",,,,,,,,,,
120860277,High Needs Block,Dedicated Schools Grant (DSG),SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Maintained providers Pre 16,GROVE LEARNING TRUST,SN4 ,15/01/2024,690.42,,,,,,,,,,
121395319,Early Years Block,Dedicated Schools Grant (DSG),Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,GROVE LEARNING TRUST,SN4 ,17/01/2024,"1,227.60",,,,,,,,,,
120259233,DSG Other Funding,Dedicated Schools Grant (DSG),LAC pupil premium,Supplies and Services,Services,GROVE LEARNING TRUST,SN6 ,17/01/2024,600.00,,,,,,,,,,
120860276,High Needs Block,Dedicated Schools Grant (DSG),SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Maintained providers Pre 16,GROVE LEARNING TRUST,SN4 ,15/01/2024,"2,612.08",,,,,,,,,,
122183233,High Needs Block,Dedicated Schools Grant (DSG),SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Maintained providers Pre 16,GROVE LEARNING TRUST,SN6 ,24/01/2024,528.00,,,,,,,,,,
121395261,Early Years Block,Dedicated Schools Grant (DSG),Free Nursery Education Commissioning - two year olds,3rd Party Payments,Contracts - Child Care,GROVE LEARNING TRUST,SN6 ,17/01/2024,"1,491.51",,,,,,,,,,
121395260,Early Years Block,Dedicated Schools Grant (DSG),Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,GROVE LEARNING TRUST,SN6 ,17/01/2024,"11,009.34",,,,,,,,,,
122182233,High Needs Block,Dedicated Schools Grant (DSG),SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Maintained providers Pre 16,GROVE LEARNING TRUST,SN6 ,24/01/2024,524.04,,,,,,,,,,
120860278,High Needs Block,Dedicated Schools Grant (DSG),SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Maintained providers Pre 16,GROVE LEARNING TRUST,SN4 ,15/01/2024,"9,550.75",,,,,,,,,,
120199233,DSG Other Funding,Dedicated Schools Grant (DSG),LAC pupil premium,Supplies and Services,Services,GROVE PARK PRIMARY SCHOOL,ME10,17/01/2024,600.00,,,,,,,,,,
120200233,DSG Other Funding,Dedicated Schools Grant (DSG),LAC pupil premium,Supplies and Services,Services,GROVE PARK PRIMARY SCHOOL,ME10,17/01/2024,600.00,,,,,,,,,,
120198233,DSG Other Funding,Dedicated Schools Grant (DSG),LAC pupil premium,Supplies and Services,Services,GROVE PARK PRIMARY SCHOOL,ME10,17/01/2024,600.00,,,,,,,,,,
119412233,Social Care,Children & Families,Children's Resource and Home Finding Team,3rd Party Payments,Residential Care,GSM ARDENT LTD,L4 3,03/01/2024,"34,285.71",,,,,,,,,,
123343233,Social Care,Children & Families,Children's Resource and Home Finding Team,3rd Party Payments,Residential Care,GSM ARDENT LTD,L4 3,31/01/2024,"35,428.57",,,,,,,,,,
119493233,Lydiard Park,Culture & Heritage,Lydiard : Hotel Operations,Supplies and Services,Contracts,GUESTLINE LIMITED,SY2 ,03/01/2024,475.85,,,,,,,,,,
121382233,High Needs Block,Dedicated Schools Grant (DSG),Statemented Pupils Equipment,Supplies and Services,Services,GUIDE DOGS FOR THE BLIND ASSOCIATION,RG7 ,17/01/2024,"5,989.50",,,,,,,,,,
121711233,Streetsmart,Streetsmart,Waterside Fleet Hires,Transport Costs,Vehicle Hire / Contract,H E SERVICES (PLANT HIRE) LTD,ME2 ,19/01/2024,"1,408.00",,,,,,,,,,
120081233,Streetsmart,Streetsmart,Waterside Fleet Hires,Transport Costs,Vehicle Hire / Contract,H E SERVICES (PLANT HIRE) LTD,ME2 ,10/01/2024,"1,216.00",,,,,,,,,,
123044233,Streetsmart,Streetsmart,Coate Water,Supplies and Services,Materials,H J WEBB & SONS,SN7 ,29/01/2024,447.40,,,,,,,,,,
122553233,Parking & Bus lanes,Highway Operations and Car Parking,Street Parking,Supplies and Services,Fees,H M PAYMASTER GENERAL,NN1 ,26/01/2024,"4,500.00",,,,,,,,,,
119670233,Parking & Bus lanes,Highway Operations and Car Parking,Street Parking,Supplies and Services,Fees,H M PAYMASTER GENERAL,NN1 ,05/01/2024,"4,500.00",,,,,,,,,,
119282233,Local Transport Plan Funded,Strategic Planning and Highways,Traffic Signals,Capital,Contractor Payments,H W MARTIN (FENCING CONTRACTORS) LIMITED,DE55,03/01/2024,"1,500.00",,,,,,,,,,
121944363,Homelessness and Travellers,Housing Services,Private Sector Landlords,Transfer Payments,Payment of Costs,HAART,BS8 ,26/01/2024,975.00,,,,,,,,,,
121592266,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Nursing Care,HAFOD HOUSING ASSOCIATION LTD,CF5 ,17/01/2024,"5,244.32",,,,,,,,,,
123014274,Social Care,Children & Families,Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,SN2 ,29/01/2024,600.00,,,,,,,,,,
120975233,Social Care,Children & Families,Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,SN2 ,15/01/2024,600.00,,,,,,,,,,
123014274,Social Care,Children & Families,Placement Fostering Service,3rd Party Payments,Carers Skills Payments - Core,REDACTED PERSONAL DATA,SN2 ,29/01/2024,216.00,,,,,,,,,,
119228265,Social Care,Children & Families,Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,SN2 ,03/01/2024,600.00,,,,,,,,,,
123014274,Social Care,Children & Families,Placement Fostering Service,3rd Party Payments,Carers Skills Payments - Core,REDACTED PERSONAL DATA,SN2 ,29/01/2024,77.14,,,,,,,,,,
121827254,Learning Disabilities,Adults,Learning Disability 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SP11,19/01/2024,205.44,,,,,,,,,,
121827254,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Personal Budget - DP,REDACTED PERSONAL DATA,SP11,19/01/2024,-135.80,,,,,,,,,,
121827254,Learning Disabilities,Adults,Learning Disability 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SP11,19/01/2024,"2,018.72",,,,,,,,,,
121827254,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Personal Budget - DP,REDACTED PERSONAL DATA,SP11,19/01/2024,-13.80,,,,,,,,,,
119516233,Social Care,Children & Families,Childrens Homefinding Team,Employees,Temporary / Agency - by Accounts Payable,HAMPTON'S RESOURCING LTD,CV31,03/01/2024,"3,571.45",,,,,,,,,,
120860233,Social Care,Children & Families,Childrens Homefinding Team,Employees,Temporary / Agency - by Accounts Payable,HAMPTON'S RESOURCING LTD,CV31,15/01/2024,"3,571.45",,,,,,,,,,
122732233,Social Care,Children & Families,Childrens Homefinding Team,Employees,Temporary / Agency - by Accounts Payable,HAMPTON'S RESOURCING LTD,CV31,26/01/2024,"2,857.16",,,,,,,,,,
121365233,Social Care,Children & Families,Childrens Homefinding Team,Employees,Temporary / Agency - by Accounts Payable,HAMPTON'S RESOURCING LTD,CV31,17/01/2024,"3,571.45",,,,,,,,,,
119228250,Social Care,Children & Families,Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,SN1 ,03/01/2024,600.00,,,,,,,,,,
120962233,Social Care,Children & Families,Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,SN1 ,15/01/2024,600.00,,,,,,,,,,
120962233,Social Care,Children & Families,Placement Fostering Service,3rd Party Payments,Carers Skills Payments - Core,REDACTED PERSONAL DATA,SN1 ,15/01/2024,216.00,,,,,,,,,,
123014262,Social Care,Children & Families,Placement Fostering Service,3rd Party Payments,Carers Skills Payments - Core,REDACTED PERSONAL DATA,SN1 ,29/01/2024,216.00,,,,,,,,,,
123014262,Social Care,Children & Families,Placement Fostering Service,3rd Party Payments,Foster Care Basic Payments,REDACTED PERSONAL DATA,SN1 ,29/01/2024,600.00,,,,,,,,,,
119228250,Social Care,Children & Families,Placement Fostering Service,3rd Party Payments,Carers Skills Payments - Core,REDACTED PERSONAL DATA,SN1 ,03/01/2024,216.00,,,,,,,,,,
121826262,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Personal Budget - DP,REDACTED PERSONAL DATA,SN3 ,19/01/2024,-38.88,,,,,,,,,,
121826262,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Personal Budget - DP,REDACTED PERSONAL DATA,SN3 ,19/01/2024,-110.96,,,,,,,,,,
121826262,Learning Disabilities,Adults,Learning Disability 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SN3 ,19/01/2024,273.92,,,,,,,,,,
121826262,Learning Disabilities,Adults,Learning Disability 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SN3 ,19/01/2024,781.44,,,,,,,,,,
121139267,Early Years Block,Dedicated Schools Grant (DSG),Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,HAPPY DAYS NURSERIES,SN25,17/01/2024,"54,402.60",,,,,,,,,,
121139266,Early Years Block,Dedicated Schools Grant (DSG),Free Nursery Education Commissioning - two year olds,3rd Party Payments,Contracts - Child Care,HAPPY DAYS NURSERIES,SN25,17/01/2024,"15,356.62",,,,,,,,,,
120201233,DSG Other Funding,Dedicated Schools Grant (DSG),LAC pupil premium,Supplies and Services,Services,HARDENHUISH SCHOOL LTD,SN14,17/01/2024,600.00,,,,,,,,,,
120080233,Human Resources and Organisational Development,"People, Culture and Organisational Resilience",Pay & Reward,Supplies and Services,Consultants,HARRIET SHELLEY COMMUNICATIONS,BN13,10/01/2024,650.00,,,,,,,,,,
