Transaction Number,Service - Fund ,Service  - Function ,Service - Cost Centre,Expense Type ,Expense Description,Supplier Name,Supplier Post Code (first 4 digits),Payment Date,Amount £,,,,,,,,,,
121141233,Schools - Primary,Dedicated Schools Grant (DSG),Primary School Budgets,3rd Party Payments,Mainstream Delegated Funding,EVEN SWINDON PRIMARY SCHOOL,SN2 ,17/01/2024,"225,313.00",,,,,,,,,,
121160233,DSG Other Funding,Dedicated Schools Grant (DSG),DFE Additional Grants,3rd Party Payments,Payment of Pupil Premium to school,EVEN SWINDON PRIMARY SCHOOL,SN2 ,17/01/2024,"18,014.00",,,,,,,,,,
120860284,High Needs Block,Dedicated Schools Grant (DSG),SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Maintained providers Pre 16,EVEN SWINDON PRIMARY SCHOOL,SN2 ,15/01/2024,"17,538.04",,,,,,,,,,
121139255,Early Years Block,Dedicated Schools Grant (DSG),Free Nursery Education Commissioning - two year olds,3rd Party Payments,Contracts - Child Care,EVEN SWINDON PRIMARY SCHOOL,SN2 ,17/01/2024,"6,929.47",,,,,,,,,,
120860254,High Needs Block,Dedicated Schools Grant (DSG),SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Maintained providers Pre 16,EVEN SWINDON PRIMARY SCHOOL,SN2 ,15/01/2024,"2,612.08",,,,,,,,,,
121161233,High Needs Block,Dedicated Schools Grant (DSG),SRP (Special Resource Provision) Place,3rd Party Payments,HNB- Place Funding pre 16,EVEN SWINDON PRIMARY SCHOOL,SN2 ,17/01/2024,"7,500.00",,,,,,,,,,
122735233,Human Resources and Organisational Development,"People, Culture and Organisational Resilience",Pay & Reward,Supplies and Services,Consultants,EVERSHEDS SUTHERLAND (INTERNATIONAL) LLP,CF10,26/01/2024,"2,910.00",,,,,,,,,,
119563234,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,EVERY DAY CHOICES LTD,SN3 ,03/01/2024,92.16,,,,,,,,,,
119563234,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,EVERY DAY CHOICES LTD,SN3 ,03/01/2024,-138.34,,,,,,,,,,
119563234,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,EVERY DAY CHOICES LTD,SN3 ,03/01/2024,-20.56,,,,,,,,,,
119563234,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,EVERY DAY CHOICES LTD,SN3 ,03/01/2024,322.56,,,,,,,,,,
119563234,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,EVERY DAY CHOICES LTD,SN3 ,03/01/2024,-51.22,,,,,,,,,,
119563234,Mental Health,Adults,Mental Health 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,EVERY DAY CHOICES LTD,SN3 ,03/01/2024,368.64,,,,,,,,,,
119563234,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,EVERY DAY CHOICES LTD,SN3 ,03/01/2024,-10.28,,,,,,,,,,
119563234,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,EVERY DAY CHOICES LTD,SN3 ,03/01/2024,-343.12,,,,,,,,,,
119563234,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,EVERY DAY CHOICES LTD,SN3 ,03/01/2024,17.90,,,,,,,,,,
119563234,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,EVERY DAY CHOICES LTD,SN3 ,03/01/2024,460.80,,,,,,,,,,
119563234,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,EVERY DAY CHOICES LTD,SN3 ,03/01/2024,-10.28,,,,,,,,,,
119563234,Mental Health,Adults,Mental Health 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,EVERY DAY CHOICES LTD,SN3 ,03/01/2024,-41.12,,,,,,,,,,
119563234,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,EVERY DAY CHOICES LTD,SN3 ,03/01/2024,92.16,,,,,,,,,,
119563234,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,EVERY DAY CHOICES LTD,SN3 ,03/01/2024,552.96,,,,,,,,,,
119563234,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,EVERY DAY CHOICES LTD,SN3 ,03/01/2024,-41.12,,,,,,,,,,
119563234,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,EVERY DAY CHOICES LTD,SN3 ,03/01/2024,414.72,,,,,,,,,,
119563234,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,EVERY DAY CHOICES LTD,SN3 ,03/01/2024,368.64,,,,,,,,,,
119563234,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,EVERY DAY CHOICES LTD,SN3 ,03/01/2024,23.04,,,,,,,,,,
119563234,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,EVERY DAY CHOICES LTD,SN3 ,03/01/2024,-51.40,,,,,,,,,,
119563234,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,EVERY DAY CHOICES LTD,SN3 ,03/01/2024,-230.50,,,,,,,,,,
119563234,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,EVERY DAY CHOICES LTD,SN3 ,03/01/2024,506.88,,,,,,,,,,
119563234,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,EVERY DAY CHOICES LTD,SN3 ,03/01/2024,184.32,,,,,,,,,,
119563234,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,EVERY DAY CHOICES LTD,SN3 ,03/01/2024,-61.68,,,,,,,,,,
120860258,High Needs Block,Dedicated Schools Grant (DSG),SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Maintained providers Pre 16,EXCALIBUR ACADEMIES TRUST,SN3 ,15/01/2024,"5,194.58",,,,,,,,,,
121139293,Early Years Block,Dedicated Schools Grant (DSG),Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,EXCALIBUR ACADEMIES TRUST,SN3 ,17/01/2024,"37,810.08",,,,,,,,,,
120860271,High Needs Block,Dedicated Schools Grant (DSG),SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Maintained providers Pre 16,EXCALIBUR ACADEMIES TRUST,SN3 ,15/01/2024,"4,044.08",,,,,,,,,,
121139310,Early Years Block,Dedicated Schools Grant (DSG),Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,EXCALIBUR ACADEMIES TRUST,SN3 ,17/01/2024,"22,517.16",,,,,,,,,,
121139292,Early Years Block,Dedicated Schools Grant (DSG),Free Nursery Education Commissioning - two year olds,3rd Party Payments,Contracts - Child Care,EXCALIBUR ACADEMIES TRUST,SN3 ,17/01/2024,"5,706.62",,,,,,,,,,
122201233,Disabled Children,Children & Families,DCT Daytime Short Breaks,Transfer Payments,Personal Budget - Direct Payments - Other,EXCEL PAYROLL SOLUTIONS LTD,SN1 ,24/01/2024,10.05,,,,,,,,,,
122201233,Disabled Children,Children & Families,DCT Daytime Short Breaks,Transfer Payments,Personal Budget - Direct Payments - Other,EXCEL PAYROLL SOLUTIONS LTD,SN1 ,24/01/2024,13.40,,,,,,,,,,
122201233,Disabled Children,Children & Families,DCT Daytime Short Breaks,Transfer Payments,Personal Budget - Direct Payments - Other,EXCEL PAYROLL SOLUTIONS LTD,SN1 ,24/01/2024,13.40,,,,,,,,,,
122201233,Disabled Children,Children & Families,DCT Daytime Short Breaks,Transfer Payments,Personal Budget - Direct Payments - Other,EXCEL PAYROLL SOLUTIONS LTD,SN1 ,24/01/2024,10.05,,,,,,,,,,
122201233,Disabled Children,Children & Families,DCT Daytime Short Breaks,Transfer Payments,Personal Budget - Direct Payments - Other,EXCEL PAYROLL SOLUTIONS LTD,SN1 ,24/01/2024,6.70,,,,,,,,,,
122201233,Disabled Children,Children & Families,DCT Daytime Short Breaks,Transfer Payments,Personal Budget - Direct Payments - Other,EXCEL PAYROLL SOLUTIONS LTD,SN1 ,24/01/2024,26.80,,,,,,,,,,
122201233,Disabled Children,Children & Families,DCT Daytime Short Breaks,Transfer Payments,Personal Budget - Direct Payments - Other,EXCEL PAYROLL SOLUTIONS LTD,SN1 ,24/01/2024,6.70,,,,,,,,,,
122201233,Disabled Children,Children & Families,Aiming High for Disabled Children,3rd Party Payments,Cash Support,EXCEL PAYROLL SOLUTIONS LTD,SN1 ,24/01/2024,226.80,,,,,,,,,,
122201233,Disabled Children,Children & Families,DCT Daytime Short Breaks,Transfer Payments,Personal Budget - Direct Payments - Other,EXCEL PAYROLL SOLUTIONS LTD,SN1 ,24/01/2024,6.70,,,,,,,,,,
122201233,Disabled Children,Children & Families,DCT Daytime Short Breaks,Transfer Payments,Personal Budget - Direct Payments - Other,EXCEL PAYROLL SOLUTIONS LTD,SN1 ,24/01/2024,20.10,,,,,,,,,,
122201233,Disabled Children,Children & Families,DCT Daytime Short Breaks,Transfer Payments,Personal Budget - Direct Payments - Other,EXCEL PAYROLL SOLUTIONS LTD,SN1 ,24/01/2024,6.70,,,,,,,,,,
122201233,Disabled Children,Children & Families,DCT Daytime Short Breaks,Transfer Payments,Personal Budget - Direct Payments - Other,EXCEL PAYROLL SOLUTIONS LTD,SN1 ,24/01/2024,6.70,,,,,,,,,,
122201233,Disabled Children,Children & Families,DCT Daytime Short Breaks,Transfer Payments,Personal Budget - Direct Payments - Other,EXCEL PAYROLL SOLUTIONS LTD,SN1 ,24/01/2024,13.40,,,,,,,,,,
122201233,Disabled Children,Children & Families,DCT Daytime Short Breaks,Transfer Payments,Personal Budget - Direct Payments - Other,EXCEL PAYROLL SOLUTIONS LTD,SN1 ,24/01/2024,26.80,,,,,,,,,,
122201233,Disabled Children,Children & Families,DCT Daytime Short Breaks,Transfer Payments,Personal Budget - Direct Payments - Other,EXCEL PAYROLL SOLUTIONS LTD,SN1 ,24/01/2024,6.70,,,,,,,,,,
122201233,Disabled Children,Children & Families,DCT Daytime Short Breaks,Transfer Payments,Personal Budget - Direct Payments - Other,EXCEL PAYROLL SOLUTIONS LTD,SN1 ,24/01/2024,6.70,,,,,,,,,,
122201233,Disabled Children,Children & Families,DCT Daytime Short Breaks,Transfer Payments,Personal Budget - Direct Payments - Other,EXCEL PAYROLL SOLUTIONS LTD,SN1 ,24/01/2024,13.40,,,,,,,,,,
122201233,Disabled Children,Children & Families,DCT Daytime Short Breaks,Transfer Payments,Personal Budget - Direct Payments - Other,EXCEL PAYROLL SOLUTIONS LTD,SN1 ,24/01/2024,6.70,,,,,,,,,,
122201233,Disabled Children,Children & Families,DCT Daytime Short Breaks,Transfer Payments,Personal Budget - Direct Payments - Other,EXCEL PAYROLL SOLUTIONS LTD,SN1 ,24/01/2024,20.10,,,,,,,,,,
121953236,Museums & Heritage,Culture & Heritage,Swindon Museum & Art Gallery,Supplies and Services,Materials,EXHIBITION PLINTHS LIMITED,BS26,19/01/2024,"1,420.00",,,,,,,,,,
121953236,Museums & Heritage,Culture & Heritage,Swindon Museum & Art Gallery,Supplies and Services,Equipment,EXHIBITION PLINTHS LIMITED,BS26,19/01/2024,"6,754.17",,,,,,,,,,
123074233,Highways Inspections & Maintenance,Highway Operations and Car Parking,Streetlighting,Supplies and Services,Materials,EXTERIOR LIGHTING SOLUTIONS (UK) LTD,NE12,29/01/2024,"3,060.77",,,,,,,,,,
123076233,Highways Inspections & Maintenance,Highway Operations and Car Parking,Streetlighting,Supplies and Services,Materials,EXTERIOR LIGHTING SOLUTIONS (UK) LTD,NE12,29/01/2024,"2,890.77",,,,,,,,,,
123075233,Highways Inspections & Maintenance,Highway Operations and Car Parking,Streetlighting,Supplies and Services,Materials,EXTERIOR LIGHTING SOLUTIONS (UK) LTD,NE12,29/01/2024,953.17,,,,,,,,,,
123077233,Highways Inspections & Maintenance,Highway Operations and Car Parking,Streetlighting,Supplies and Services,Materials,EXTERIOR LIGHTING SOLUTIONS (UK) LTD,NE12,29/01/2024,953.17,,,,,,,,,,
122822250,Void Repairs,Supervision & Management,Void Property Repairs,3rd Party Payments,Contract Payments,EXTREME ENVIRONMENTAL SERVICES LTD,OX11,26/01/2024,"1,020.00",,,,,,,,,,
121763245,Void Repairs,Supervision & Management,Void Property Repairs,3rd Party Payments,Contract Payments,EXTREME ENVIRONMENTAL SERVICES LTD,OX11,19/01/2024,"6,170.00",,,,,,,,,,
123405239,Void Repairs,Supervision & Management,Void Property Repairs,3rd Party Payments,Contract Payments,EXTREME ENVIRONMENTAL SERVICES LTD,OX11,31/01/2024,"1,605.00",,,,,,,,,,
121923233,Homelessness and Travellers,Housing Services,Private Sector Landlords,Transfer Payments,Payment of Costs,REDACTED PERSONAL DATA,SN3 ,26/01/2024,850.00,,,,,,,,,,
119064328,Social Care,Children & Families,Placement Adoption Service,3rd Party Payments,Special Guardianship Orders,REDACTED PERSONAL DATA,SN5 ,03/01/2024,552.00,,,,,,,,,,
123186304,Social Care,Children & Families,Placement Adoption Service,3rd Party Payments,Special Guardianship Orders,REDACTED PERSONAL DATA,SN5 ,29/01/2024,552.00,,,,,,,,,,
121908233,Streetsmart,Streetsmart,StreetSmart Contracts & Strategic Planning,Supplies and Services,Services,F PARR LTD,B98 ,19/01/2024,"1,548.00",,,,,,,,,,
120187233,DSG Other Funding,Dedicated Schools Grant (DSG),LAC pupil premium,Supplies and Services,Services,FAIRFORD CHURCH OF ENGLAND PRIMARY SCHOOL,GL7 ,17/01/2024,600.00,,,,,,,,,,
123384233,Social Care,Children & Families,Placements - Positive Futures,3rd Party Payments,Semi Independent,FAIRWAYS COMMUNITY BENEFITS SOCIETY,PO6 ,31/01/2024,"4,466.70",,,,,,,,,,
123383233,Social Care,Children & Families,Placements - Positive Futures,3rd Party Payments,Semi Independent,FAIRWAYS COMMUNITY BENEFITS SOCIETY,PO6 ,31/01/2024,"5,742.90",,,,,,,,,,
120189233,DSG Other Funding,Dedicated Schools Grant (DSG),LAC pupil premium,Supplies and Services,Services,FARMORS SCHOOL,GL7 ,17/01/2024,600.00,,,,,,,,,,
120188233,DSG Other Funding,Dedicated Schools Grant (DSG),LAC pupil premium,Supplies and Services,Services,FARMORS SCHOOL,GL7 ,17/01/2024,600.00,,,,,,,,,,
122458233,Streetsmart,Streetsmart,Waterside Fleet Workshops,Transport Costs,Repairs & Maintenance - Vehicles,FAUN ZOELLER (UK) LIMITED,B98 ,24/01/2024,"1,362.18",,,,,,,,,,
119769233,Property Management,Property,Corporate Repairs & Maintenance Programme,Premises Costs,Maintenance - Buildings,FDL GENERATORS LTD,RG7 ,05/01/2024,"4,565.00",,,,,,,,,,
121946234,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,FIDELITY HEALTHCARE GROVE HILL LTD,SL1 ,19/01/2024,-627.80,,,,,,,,,,
121946234,Memory & Cognition,Adults,Support for Memory and Cognition 65 and over,Income,Client Contribution - Residential,FIDELITY HEALTHCARE GROVE HILL LTD,SL1 ,19/01/2024,-805.00,,,,,,,,,,
121946234,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,FIDELITY HEALTHCARE GROVE HILL LTD,SL1 ,19/01/2024,"2,867.32",,,,,,,,,,
121946234,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,FIDELITY HEALTHCARE GROVE HILL LTD,SL1 ,19/01/2024,"-4,400.00",,,,,,,,,,
121946234,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,FIDELITY HEALTHCARE GROVE HILL LTD,SL1 ,19/01/2024,-422.36,,,,,,,,,,
121946234,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,FIDELITY HEALTHCARE GROVE HILL LTD,SL1 ,19/01/2024,"-1,275.96",,,,,,,,,,
121946234,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,FIDELITY HEALTHCARE GROVE HILL LTD,SL1 ,19/01/2024,-691.20,,,,,,,,,,
121946234,Learning Disabilities,Adults,Learning Disability 65 and over,Income,Client Contribution - Residential,FIDELITY HEALTHCARE GROVE HILL LTD,SL1 ,19/01/2024,-739.80,,,,,,,,,,
121946234,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,FIDELITY HEALTHCARE GROVE HILL LTD,SL1 ,19/01/2024,"3,261.44",,,,,,,,,,
121946234,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,FIDELITY HEALTHCARE GROVE HILL LTD,SL1 ,19/01/2024,"4,032.00",,,,,,,,,,
121946234,Memory & Cognition,Adults,Support for Memory and Cognition 65 and over,3rd Party Payments,Residential Care,FIDELITY HEALTHCARE GROVE HILL LTD,SL1 ,19/01/2024,"2,988.96",,,,,,,,,,
121946234,Learning Disabilities,Adults,Learning Disability 65 and over,3rd Party Payments,Residential Care,FIDELITY HEALTHCARE GROVE HILL LTD,SL1 ,19/01/2024,"16,452.64",,,,,,,,,,
121946234,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,FIDELITY HEALTHCARE GROVE HILL LTD,SL1 ,19/01/2024,-822.04,,,,,,,,,,
121946234,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,FIDELITY HEALTHCARE GROVE HILL LTD,SL1 ,19/01/2024,493.71,,,,,,,,,,
121946234,Memory & Cognition,Adults,Support for Memory and Cognition 65 and over,3rd Party Payments,Residential Care,FIDELITY HEALTHCARE GROVE HILL LTD,SL1 ,19/01/2024,"3,427.20",,,,,,,,,,
121946234,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,FIDELITY HEALTHCARE GROVE HILL LTD,SL1 ,19/01/2024,"4,426.24",,,,,,,,,,
121946234,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,FIDELITY HEALTHCARE GROVE HILL LTD,SL1 ,19/01/2024,"3,808.00",,,,,,,,,,
121946234,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,FIDELITY HEALTHCARE GROVE HILL LTD,SL1 ,19/01/2024,-471.43,,,,,,,,,,
121946234,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,FIDELITY HEALTHCARE GROVE HILL LTD,SL1 ,19/01/2024,"-1,130.60",,,,,,,,,,
121946234,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,FIDELITY HEALTHCARE GROVE HILL LTD,SL1 ,19/01/2024,"2,988.96",,,,,,,,,,
121946234,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,FIDELITY HEALTHCARE GROVE HILL LTD,SL1 ,19/01/2024,"2,457.70",,,,,,,,,,
121592259,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,FIDELITY HEALTHCARE LIMITED,SN8 ,17/01/2024,"3,600.00",,,,,,,,,,
121945253,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Nursing,FIDELITY HEALTHCARE MOORMEAD LIMITED,SL1 ,19/01/2024,223.15,,,,,,,,,,
121945253,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Nursing Care,FIDELITY HEALTHCARE MOORMEAD LIMITED,SL1 ,19/01/2024,"2,867.32",,,,,,,,,,
121945253,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Nursing,FIDELITY HEALTHCARE MOORMEAD LIMITED,SL1 ,19/01/2024,-627.80,,,,,,,,,,
121945253,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Nursing Care,FIDELITY HEALTHCARE MOORMEAD LIMITED,SL1 ,19/01/2024,"-3,600.00",,,,,,,,,,
121945253,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Nursing Care,FIDELITY HEALTHCARE MOORMEAD LIMITED,SL1 ,19/01/2024,-900.00,,,,,,,,,,
121945253,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Nursing Care,FIDELITY HEALTHCARE MOORMEAD LIMITED,SL1 ,19/01/2024,"3,707.76",,,,,,,,,,
121945253,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Nursing Care,FIDELITY HEALTHCARE MOORMEAD LIMITED,SL1 ,19/01/2024,"2,670.12",,,,,,,,,,
121945253,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Nursing,FIDELITY HEALTHCARE MOORMEAD LIMITED,SL1 ,19/01/2024,694.24,,,,,,,,,,
121945253,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Nursing,FIDELITY HEALTHCARE MOORMEAD LIMITED,SL1 ,19/01/2024,-608.80,,,,,,,,,,
121945253,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Nursing,FIDELITY HEALTHCARE MOORMEAD LIMITED,SL1 ,19/01/2024,"-1,131.96",,,,,,,,,,
121903233,Homelessness and Travellers,Housing Services,Bed and Breakfast Accommodation,Transfer Payments,Payment of Costs,FIR TREE LODGE LTD (MRS F FUOCO),SN4 ,19/01/2024,"11,154.00",,,,,,,,,,
120694233,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),FIR TREE LODGE LTD (MRS F FUOCO),SN4 ,12/01/2024,"1,085.08",,,,,,,,,,
122740233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),FIR TREE LODGE LTD (MRS F FUOCO),SN4 ,26/01/2024,"1,735.88",,,,,,,,,,
122744233,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),FIR TREE LODGE LTD (MRS F FUOCO),SN4 ,26/01/2024,"1,085.08",,,,,,,,,,
122742233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),FIR TREE LODGE LTD (MRS F FUOCO),SN4 ,26/01/2024,"1,735.88",,,,,,,,,,
121222233,Homelessness and Travellers,Housing Services,Bed and Breakfast Accommodation,Supplies and Services,Discretionary Costs,FIR TREE LODGE LTD (MRS F FUOCO),SN4 ,17/01/2024,657.66,,,,,,,,,,
119767233,Other Repairs,Repairs,Unallocated job costs from OPEN system,Premises Costs,Maintenance - Buildings,FIRE COMPLIANCE MANAGEMENT SERVICES LTD,WA3 ,05/01/2024,485.00,,,,,,,,,,
120767239,Property Management,Property,Corporate Repairs & Maintenance Programme,Premises Costs,Maintenance - Buildings,FIRE COMPLIANCE MANAGEMENT SERVICES LTD,WA3 ,12/01/2024,510.00,,,,,,,,,,
119767233,Parking & Bus lanes,Highway Operations and Car Parking,Car Parking,Premises Costs,Maintenance - Buildings,FIRE COMPLIANCE MANAGEMENT SERVICES LTD,WA3 ,05/01/2024,290.00,,,,,,,,,,
120767238,Other Repairs,Repairs,Unallocated job costs from OPEN system,Premises Costs,Maintenance - Buildings,FIRE COMPLIANCE MANAGEMENT SERVICES LTD,WA3 ,12/01/2024,485.00,,,,,,,,,,
119767233,Property Management,Property,Corporate Repairs & Maintenance Programme,Premises Costs,Maintenance - Buildings,FIRE COMPLIANCE MANAGEMENT SERVICES LTD,WA3 ,05/01/2024,290.00,,,,,,,,,,
119767233,Other Repairs,Repairs,Unallocated job costs from OPEN system,Premises Costs,Maintenance - Buildings,FIRE COMPLIANCE MANAGEMENT SERVICES LTD,WA3 ,05/01/2024,365.00,,,,,,,,,,
119766233,Other Repairs,Repairs,Unallocated job costs from OPEN system,Premises Costs,Maintenance - Buildings,FIRE COMPLIANCE MANAGEMENT SERVICES LTD,WA3 ,05/01/2024,340.00,,,,,,,,,,
119766233,Property Management,Property,Corporate Repairs & Maintenance Programme,Premises Costs,Maintenance - Buildings,FIRE COMPLIANCE MANAGEMENT SERVICES LTD,WA3 ,05/01/2024,510.00,,,,,,,,,,
119767233,Property Management,Property,Corporate Repairs & Maintenance Programme,Premises Costs,Maintenance - Buildings,FIRE COMPLIANCE MANAGEMENT SERVICES LTD,WA3 ,05/01/2024,510.00,,,,,,,,,,
120767238,Other Repairs,Repairs,Unallocated job costs from OPEN system,Premises Costs,Maintenance - Buildings,FIRE COMPLIANCE MANAGEMENT SERVICES LTD,WA3 ,12/01/2024,265.00,,,,,,,,,,
119767233,Other Repairs,Repairs,Unallocated job costs from OPEN system,Premises Costs,Maintenance - Buildings,FIRE COMPLIANCE MANAGEMENT SERVICES LTD,WA3 ,05/01/2024,440.00,,,,,,,,,,
119760233,Property Management,Property,Corporate Repairs & Maintenance Programme,Premises Costs,Maintenance - Buildings,FIRST AID & TRAUMA TRAINING LTD T/A C & B CONFINED SPACE CONTRACTS,GL2 ,05/01/2024,"3,250.00",,,,,,,,,,
122835236,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Extra Care - Informal Home Care,FIRST CITY (EXTRA CARE),SN2 ,26/01/2024,-29.52,,,,,,,,,,
122835236,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Extra Care - Informal Home Care,FIRST CITY (EXTRA CARE),SN2 ,26/01/2024,-9.84,,,,,,,,,,
122835236,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Extra Care - Informal Home Care,FIRST CITY (EXTRA CARE),SN2 ,26/01/2024,"2,007.36",,,,,,,,,,
122835236,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Extra Care - Informal Home Care,FIRST CITY (EXTRA CARE),SN2 ,26/01/2024,"2,479.68",,,,,,,,,,
119562233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Extra Care - Informal Home Care,FIRST CITY (EXTRA CARE),SN2 ,03/01/2024,-349.44,,,,,,,,,,
119562233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Extra Care - Informal Home Care,FIRST CITY (EXTRA CARE),SN2 ,03/01/2024,-9.84,,,,,,,,,,
119562233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Extra Care - Informal Home Care,FIRST CITY (EXTRA CARE),SN2 ,03/01/2024,-68.88,,,,,,,,,,
119562233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Extra Care - Informal Home Care,FIRST CITY (EXTRA CARE),SN2 ,03/01/2024,747.84,,,,,,,,,,
119562233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Extra Care - Informal Home Care,FIRST CITY (EXTRA CARE),SN2 ,03/01/2024,"1,357.92",,,,,,,,,,
119562233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Extra Care - Informal Home Care,FIRST CITY (EXTRA CARE),SN2 ,03/01/2024,767.52,,,,,,,,,,
119562233,Learning Disabilities,Adults,Learning Disability 65 and over,3rd Party Payments,Extra Care - Informal Home Care,FIRST CITY (EXTRA CARE),SN2 ,03/01/2024,629.76,,,,,,,,,,
119562233,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Extra Care - Informal Home Care,FIRST CITY (EXTRA CARE),SN2 ,03/01/2024,-14.76,,,,,,,,,,
119562233,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Extra Care - Informal Home Care,FIRST CITY (EXTRA CARE),SN2 ,03/01/2024,-236.16,,,,,,,,,,
119562233,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Extra Care - Informal Home Care,FIRST CITY (EXTRA CARE),SN2 ,03/01/2024,472.32,,,,,,,,,,
