Transaction Number,Service - Fund ,Service  - Function ,Service - Cost Centre,Expense Type ,Expense Description,Supplier Name,Supplier Post Code (first 4 digits),Payment Date,Amount £
81381233,Disabled Children,"Children, Families and Community Health Services",DCT Daytime Short Breaks,3rd Party Payments,Respite Care,FIRST CITY NURSING SERVICES,SN2 ,17/04/2023,"1,329.60"
81287233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,17/04/2023,561.28
81213234,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,504.00
81226233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,"1,680.00"
81221234,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,"1,055.32"
80807256,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,588.00
80807254,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,598.50
80753247,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,"1,176.00"
80772233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,"2,352.00"
80602233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,12/04/2023,588.00
79029240,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,03/04/2023,567.00
83392233,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,504.00
83142235,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,882.00
83142234,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,"2,058.00"
82570255,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,21/04/2023,"1,123.50"
82570244,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,21/04/2023,492.47
82531247,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,21/04/2023,378.00
81213233,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,"2,058.00"
80807238,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,661.50
80524234,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,12/04/2023,"1,680.00"
80608233,Mental Health,Adults,Mental Health 18-64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,12/04/2023,661.50
79494233,Mental Health,Adults,Mental Health 18-64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,05/04/2023,"1,050.00"
83484239,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,378.00
83387233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,588.00
83484243,Learning Disabilities,Adults,Learning Disability 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,588.00
83377233,Care Management & Safeguarding,Adults,Adults Community Team - Initial Contact Team,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,588.00
83559233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,"1,176.00"
83484244,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,882.00
83484236,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,"1,060.50"
83484264,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,"2,436.00"
83484252,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,"1,323.00"
83484250,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,"2,646.00"
83484245,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,"1,281.00"
83484242,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,"1,050.00"
83484268,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,"26,205.00"
82531239,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,21/04/2023,504.00
81217233,Learning Disabilities,Adults,Learning Disability 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,"5,648.80"
82531254,Care Management & Safeguarding,Adults,Adults Community Team - Initial Contact Team,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,21/04/2023,588.00
81225234,Care Management & Safeguarding,Adults,Adults Community Team - Initial Contact Team,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,63.00
80522233,Care Management & Safeguarding,Adults,Adults Community Team - Initial Contact Team,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,12/04/2023,588.00
79495233,Care Management & Safeguarding,Adults,Adults Community Team - Initial Contact Team,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,05/04/2023,791.54
83560233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,847.64
83558233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,252.00
83484256,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,534.62
83389233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,588.00
83365233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,"2,646.00"
83143234,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,"1,296.75"
83134234,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,"1,092.00"
82906235,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,24/04/2023,"1,029.00"
82905233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,24/04/2023,"1,176.00"
82549271,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,21/04/2023,588.00
82549260,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,21/04/2023,"2,436.00"
82549252,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,21/04/2023,"2,352.00"
82549248,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,21/04/2023,"2,436.00"
82531260,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,21/04/2023,588.00
82531244,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,21/04/2023,588.00
82247234,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,19/04/2023,231.00
82247234,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,19/04/2023,"1,344.00"
81998233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,19/04/2023,672.00
81769236,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,19/04/2023,882.00
81682233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,19/04/2023,"2,646.00"
81290234,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,17/04/2023,"1,223.25"
81288238,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,17/04/2023,"2,635.50"
81438233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,17/04/2023,"2,352.00"
81288233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,17/04/2023,93.52
82906240,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Carers,FIRST CITY NURSING SERVICES,SN2 ,24/04/2023,672.00
82531238,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Carers,FIRST CITY NURSING SERVICES,SN2 ,21/04/2023,966.00
80750233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Carers,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,672.00
83557233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,882.00
83545233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,"1,107.75"
83484241,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,504.00
83484262,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,"1,039.50"
83372233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,"1,008.00"
83368233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,546.00
83150233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,"2,352.00"
83144233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,504.00
83142238,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,"1,065.75"
83139233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,840.00
82906237,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,24/04/2023,"2,352.00"
82570238,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,21/04/2023,"2,352.00"
82564254,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,21/04/2023,871.50
82564251,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,21/04/2023,546.00
82564249,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,21/04/2023,735.00
82463233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,21/04/2023,882.00
81973233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,19/04/2023,882.00
81222234,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,"1,134.00"
81226233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,"1,260.00"
81222233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,661.50
80778234,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,588.00
80753246,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,"1,107.75"
80753236,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,"2,352.00"
80749233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,"1,176.00"
80778233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,"1,312.50"
80603233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,12/04/2023,"2,646.00"
80522234,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,12/04/2023,"2,352.00"
77776234,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,03/04/2023,315.00
83151234,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,"2,646.00"
83138234,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,882.00
82648240,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,24/04/2023,661.50
82564259,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,21/04/2023,"1,176.00"
82564258,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,21/04/2023,"1,407.00"
82531258,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,21/04/2023,"3,916.36"
82531247,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,21/04/2023,813.20
82247233,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,19/04/2023,-7.95
82001233,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,19/04/2023,"1,386.00"
81769238,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,19/04/2023,588.00
81281233,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,17/04/2023,"1,202.25"
80753238,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,"1,102.50"
80757233,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,"2,352.00"
83484254,Mental Health,Adults,Mental Health 18-64,3rd Party Payments,Carers,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,636.16
82460233,Mental Health,Adults,Mental Health 18-64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,21/04/2023,"1,601.25"
82564261,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,21/04/2023,626.22
82564252,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,21/04/2023,"2,919.00"
82564245,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,21/04/2023,"1,176.00"
82531262,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,21/04/2023,882.00
82531252,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,21/04/2023,588.00
82003233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,19/04/2023,"1,323.00"
82000233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,19/04/2023,882.00
81769239,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,19/04/2023,588.00
81224238,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,368.09
81223234,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,588.00
81223236,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,951.56
81008233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,"1,806.00"
80807243,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,882.00
80807239,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,579.78
80753235,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,"1,323.00"
80764233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,645.75
77767235,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,03/04/2023,"2,646.00"
77767234,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,03/04/2023,676.35
79029238,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,03/04/2023,"1,338.75"
83555233,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,703.50
83546233,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,"2,604.00"
83151235,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,"1,060.50"
82648236,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,24/04/2023,"1,269.72"
82564246,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,21/04/2023,"1,443.75"
82531270,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,21/04/2023,-997.50
82531247,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,21/04/2023,-359.32
82247233,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,19/04/2023,-15.90
82247233,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,19/04/2023,73.80
81982233,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,19/04/2023,"1,008.00"
81222242,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,"1,176.00"
80600233,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,12/04/2023,588.00
77774234,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,03/04/2023,609.00
81373233,Disabled Children,"Children, Families and Community Health Services",DCT Daytime Short Breaks,3rd Party Payments,Respite Care,FIRST CITY NURSING SERVICES,SN2 ,17/04/2023,"1,108.00"
80609233,Mental Health,Adults,Mental Health 18-64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,12/04/2023,903.00
80746233,Memory & Cognition,Adults,Support for Memory and Cognition 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,"2,793.00"
80525234,Memory & Cognition,Adults,Support for Memory and Cognition 18-64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,12/04/2023,"6,726.72"
83484266,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,672.00
82531239,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,21/04/2023,675.42
80604233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,12/04/2023,588.00
81288241,Care Management & Safeguarding,Adults,Adults Community Team - Initial Contact Team,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,17/04/2023,39.58
81288241,Care Management & Safeguarding,Adults,Adults Community Team - Initial Contact Team,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,17/04/2023,197.88
81225234,Care Management & Safeguarding,Adults,Adults Community Team - Initial Contact Team,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,472.50
81994233,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,19/04/2023,756.00
81007233,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,598.50
83029233,Better Care Fund,Adults,Covid-19,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,"3,108.96"
80613233,Mental Health,Adults,Mental Health 18-64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,12/04/2023,"12,400.08"
80611233,Mental Health,Adults,Mental Health 18-64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,12/04/2023,672.00
82564250,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,21/04/2023,588.00
81217233,Learning Disabilities,Adults,Learning Disability 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,FIRST CITY NURSING SERVICES,SN2 ,14/04/2023,"-4,575.28"
81676233,Physical Support,Adults,Community Living,3rd Party Payments,Extra Care - Informal Home Care,FIRST CITY NURSING SERVICES,SN2 ,19/04/2023,"69,776.00"
83484265,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Carers,FIRST CITY NURSING SERVICES,SN2 ,26/04/2023,504.00
