Transaction Number,Service - Fund ,Service  - Function ,Service - Cost Centre,Expense Type ,Expense Description,Supplier Name,Supplier Post Code (first 4 digits),Payment Date,Amount £
125766233,Early Years Block,Dedicated Schools Grant (DSG),Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,REDACTED PERSONAL DATA,SN2 ,21/02/2024,"7,980.00"
124005233,Social Care,Children & Families,Children's Resource and Home Finding Team,3rd Party Payments,Residential Care,AREA CAMDEN LTD,N8 0,07/02/2024,"23,715.00"
126600233,Human Resources and Organisational Development,"People, Culture and Organisational Resilience",Pay & Reward,Employees,Temporary / Agency - by Accounts Payable,ARGONAUT MANAGEMENT SERVICES LIMITED,N11 ,23/02/2024,"6,600.00"
124518323,Memory & Cognition,Adults,Support for Memory and Cognition 65 and over,3rd Party Payments,Nursing Care,ARIA HEALTHCARE GROUP LTD,CO4 ,09/02/2024,"3,353.40"
124518323,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Nursing Care,ARIA HEALTHCARE GROUP LTD,CO4 ,09/02/2024,"5,000.00"
124518323,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,ARIA HEALTHCARE GROUP LTD,CO4 ,09/02/2024,"3,988.00"
124518324,Mental Health,Adults,Mental Health 65 and over,3rd Party Payments,Nursing Care,ARIA HEALTHCARE GROUP LTD,CO4 ,09/02/2024,"6,000.00"
124518323,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Nursing,ARIA HEALTHCARE GROUP LTD,CO4 ,09/02/2024,-878.00
127588233,School Transport,"Education, Inclusion and Skills",Special Educational Needs Transport,Transport Costs,Home to School Transport,REDACTED PERSONAL DATA,SN5 ,28/02/2024,574.20
126365233,Lydiard Park,Culture & Heritage,Lydiard : Hotel Operations,Supplies and Services,Liquid,ARKELLS BREWERY LTD,SN2 ,23/02/2024,"1,129.44"
126468233,Lydiard Park,Culture & Heritage,Lydiard : Hotel Operations,Supplies and Services,Liquid,ARKELLS BREWERY LTD,SN2 ,23/02/2024,"1,933.70"
123432233,Lydiard Park,Culture & Heritage,Lydiard : Hotel Operations,Supplies and Services,Liquid,ARKELLS BREWERY LTD,SN2 ,02/02/2024,523.06
125002237,Streetsmart,Streetsmart,Waterside Fleet Hires,Transport Costs,Vehicle Hire / Contract,ARNOLD PLANT HIRE LIMITED,SK6 ,14/02/2024,"1,817.00"
125002238,Streetsmart,Streetsmart,Waterside Fleet Hires,Transport Costs,Vehicle Hire / Contract,ARNOLD PLANT HIRE LIMITED,SK6 ,14/02/2024,"5,290.00"
125002236,Streetsmart,Streetsmart,Waterside Fleet Hires,Transport Costs,Vehicle Hire / Contract,ARNOLD PLANT HIRE LIMITED,SK6 ,14/02/2024,"1,219.00"
125002235,Streetsmart,Streetsmart,Waterside Fleet Hires,Transport Costs,Vehicle Hire / Contract,ARNOLD PLANT HIRE LIMITED,SK6 ,14/02/2024,"1,610.00"
126534233,Insurance Team,Finance,Insurance,Premises Costs,Insurance - Premises,ARTHUR J GALLAGHER (UK) LTD T/A GALLAGHER,SN1 ,23/02/2024,"27,959.52"
126536233,Insurance Team,Finance,Insurance,Premises Costs,Insurance - Premises,ARTHUR J GALLAGHER (UK) LTD T/A GALLAGHER,SN1 ,23/02/2024,"10,690.00"
124518321,Mental Health,Adults,Mental Health 65 and over,3rd Party Payments,Residential Care,ARTI CARE HOMES (GLOUCESTER) LIMITED,WD7 ,09/02/2024,"4,800.00"
124518273,Mental Health,Adults,Mental Health 18-64,3rd Party Payments,Residential Care,ASH VIEW HOUSE,BS15,09/02/2024,"7,993.72"
124518273,Mental Health,Adults,Mental Health 18-64,Income,Client Contribution - Residential,ASH VIEW HOUSE,BS15,09/02/2024,-418.80
124505233,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,ASHBURY LODGE,SN3 ,09/02/2024,"-1,308.16"
124505233,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,ASHBURY LODGE,SN3 ,09/02/2024,-319.80
124505233,Mental Health,Adults,Mental Health 65 and over,Income,Client Contribution - Residential,ASHBURY LODGE,SN3 ,09/02/2024,-691.20
124505233,Mental Health,Adults,Mental Health 65 and over,3rd Party Payments,Residential Care,ASHBURY LODGE,SN3 ,09/02/2024,"2,867.32"
124505233,Mental Health,Adults,Mental Health 65 and over,3rd Party Payments,Residential Care,ASHBURY LODGE,SN3 ,09/02/2024,"2,988.96"
124505233,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,ASHBURY LODGE,SN3 ,09/02/2024,-683.20
124505233,Mental Health,Adults,Mental Health 65 and over,Income,Client Contribution - Residential,ASHBURY LODGE,SN3 ,09/02/2024,-881.64
124505233,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,ASHBURY LODGE,SN3 ,09/02/2024,-730.76
124505233,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,ASHBURY LODGE,SN3 ,09/02/2024,-462.56
124505233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,ASHBURY LODGE,SN3 ,09/02/2024,"2,867.32"
124505233,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,ASHBURY LODGE,SN3 ,09/02/2024,-886.60
124505233,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,ASHBURY LODGE,SN3 ,09/02/2024,-657.68
124505233,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,ASHBURY LODGE,SN3 ,09/02/2024,"-1,125.72"
125618233,Memory & Cognition,Adults,Support for Memory and Cognition 65 and over,3rd Party Payments,Residential Care,ASHBURY LODGE,SN3 ,19/02/2024,"2,457.70"
125618233,Memory & Cognition,Adults,Support for Memory and Cognition 65 and over,Income,Client Contribution - Residential,ASHBURY LODGE,SN3 ,19/02/2024,-543.08
124505233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,ASHBURY LODGE,SN3 ,09/02/2024,"4,032.00"
124505233,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,ASHBURY LODGE,SN3 ,09/02/2024,-764.80
124505233,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,ASHBURY LODGE,SN3 ,09/02/2024,-691.20
125618233,Memory & Cognition,Adults,Support for Memory and Cognition 65 and over,Income,Client Contribution - Residential,ASHBURY LODGE,SN3 ,19/02/2024,-98.74
124505233,Mental Health,Adults,Mental Health 65 and over,3rd Party Payments,Residential Care,ASHBURY LODGE,SN3 ,09/02/2024,"4,000.00"
124505233,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,ASHBURY LODGE,SN3 ,09/02/2024,-801.80
125618233,Memory & Cognition,Adults,Support for Memory and Cognition 65 and over,3rd Party Payments,Residential Care,ASHBURY LODGE,SN3 ,19/02/2024,409.62
124504233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Nursing Care,ASHGROVE HOUSE NURSING HOME,SN5 ,09/02/2024,"6,080.00"
124504233,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Nursing,ASHGROVE HOUSE NURSING HOME,SN5 ,09/02/2024,-655.04
125598274,Physical Support,Adults,Physical Support 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Other,REDACTED PERSONAL DATA,SN25,16/02/2024,24.00
125598274,Physical Support,Adults,Physical Support 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SN25,16/02/2024,"1,519.56"
125598274,Physical Support,Adults,Physical Support 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SN25,16/02/2024,12.24
125620233,Libraries,"Education, Inclusion and Skills",Library Delivery,Supplies and Services,Materials,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,PR1 ,19/02/2024,"1,704.77"
126624233,Libraries,"Education, Inclusion and Skills",Library Delivery,Supplies and Services,Materials,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,PR1 ,23/02/2024,844.16
124520233,Libraries,"Education, Inclusion and Skills",Library Delivery,Supplies and Services,Materials,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,PR1 ,09/02/2024,556.87
125166233,Libraries,"Education, Inclusion and Skills",Library Delivery,Supplies and Services,Materials,ASKEWS AND HOLTS LIBRARY SERVICES LIMITED,PR1 ,14/02/2024,"4,070.00"
124518247,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,ASPECTS & MILESTONES TRUST,BS16,09/02/2024,-463.20
124518247,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,ASPECTS & MILESTONES TRUST,BS16,09/02/2024,"6,964.88"
124518280,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,ASPECTS 2 LTD,B70 ,09/02/2024,-438.80
124518280,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,ASPECTS 2 LTD,B70 ,09/02/2024,"9,278.64"
124518295,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,ASTON CARE LIMITED,RG30,09/02/2024,"8,008.00"
124518295,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,ASTON CARE LIMITED,RG30,09/02/2024,-655.44
124518295,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,ASTON CARE LIMITED,RG30,09/02/2024,-410.80
124518296,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,ASTON CARE LIMITED,RG30,09/02/2024,-788.80
124518295,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,ASTON CARE LIMITED,RG30,09/02/2024,-587.40
124518295,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,ASTON CARE LIMITED,RG30,09/02/2024,-676.40
124518296,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,ASTON CARE LIMITED,RG30,09/02/2024,"9,733.80"
124518295,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,ASTON CARE LIMITED,RG30,09/02/2024,"8,288.00"
124518295,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,ASTON CARE LIMITED,RG30,09/02/2024,"7,288.00"
125554233,Highways & Transport,Highways & Transport,Project Delivery,Supplies and Services,Services,ATKINSREALIS UK LIMITED,KT18,16/02/2024,"1,647.79"
124066233,Highways & Transport,Highways & Transport,Project Delivery,Supplies and Services,Services,ATKINSREALIS UK LIMITED,KT18,07/02/2024,"10,799.92"
125741233,Highways & Transport,Highways & Transport,Project Delivery,Supplies and Services,Services,ATKINSREALIS UK LIMITED,KT18,19/02/2024,"8,371.77"
124002233,Social Care,Children & Families,Children's Resource and Home Finding Team,3rd Party Payments,Residential Care,A-TRIANGLE CARE LIMITED,FY5 ,07/02/2024,"26,549.29"
126582234,Social Care,Children & Families,Practice Development,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,23/02/2024,"1,416.00"
126585233,Social Care,Children & Families,Practice Development,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,23/02/2024,"1,920.00"
126546233,Senior Management Team,Children & Families,Family Safeguarding Model,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,23/02/2024,"2,360.00"
126750233,Senior Management Team,Children & Families,Family Safeguarding Model,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,23/02/2024,"2,360.00"
127166233,Senior Management Team,Children & Families,Senior Management Team - Staffing,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,26/02/2024,"25,375.81"
125426233,Senior Management Team,Children & Families,Senior Management Team - Staffing,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,16/02/2024,"25,375.81"
126555233,Social Care,Children & Families,CP & CIN Social Work - South,Transport Costs,Mileage Allowance,ATTENTI LTD,EC2R,23/02/2024,112.50
126583233,Social Care,Children & Families,Practice Development,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,23/02/2024,"2,400.00"
126922233,Social Care,Children & Families,CP & CIN Social Work - South,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,26/02/2024,"2,183.00"
126550233,Safeguarding and Quality Assurance,Children & Families,Quality Assurance Team,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,23/02/2024,531.00
126575233,Senior Management Team,Children & Families,Senior Management Team - Staffing,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,23/02/2024,"3,980.00"
126572234,Senior Management Team,Children & Families,Senior Management Team - Staffing,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,23/02/2024,"25,375.81"
126559233,Senior Management Team,Children & Families,Senior Management Team - Staffing,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,23/02/2024,"25,375.81"
126745233,Safeguarding and Quality Assurance,Children & Families,Quality Assurance Team,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,23/02/2024,944.00
126567233,Senior Management Team,Children & Families,Senior Management Team - Staffing,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,23/02/2024,"2,832.00"
125812233,Senior Management Team,Children & Families,Senior Management Team - Staffing,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,21/02/2024,"3,980.00"
123854233,Senior Management Team,Children & Families,Senior Management Team - Staffing,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,05/02/2024,"3,980.00"
125427233,Senior Management Team,Children & Families,Senior Management Team - Staffing,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,16/02/2024,"3,980.00"
126555233,Social Care,Children & Families,CP & CIN Social Work - South,Supplies and Services,Subsistence,ATTENTI LTD,EC2R,23/02/2024,437.70
126584233,Social Care,Children & Families,Practice Development,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,23/02/2024,"1,416.00"
127221233,Senior Management Team,Children & Families,Senior Management Team - Staffing,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,26/02/2024,"3,980.00"
127165233,Senior Management Team,Children & Families,Senior Management Team - Staffing,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,26/02/2024,"25,375.81"
126565233,Senior Management Team,Children & Families,Senior Management Team - Staffing,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,23/02/2024,"3,980.00"
126548233,Senior Management Team,Children & Families,Family Safeguarding Model,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,23/02/2024,944.00
126563233,Senior Management Team,Children & Families,Senior Management Team - Staffing,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,23/02/2024,"2,832.00"
126748233,Safeguarding and Quality Assurance,Children & Families,Quality Assurance Team,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,23/02/2024,"1,416.00"
126542233,Senior Management Team,Children & Families,Family Safeguarding Model,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,23/02/2024,"2,950.00"
126570234,Senior Management Team,Children & Families,Senior Management Team - Staffing,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,23/02/2024,"25,375.81"
127457233,Safeguarding and Quality Assurance,Children & Families,Quality Assurance Team,Employees,Temporary / Agency - by Accounts Payable,ATTENTI LTD,EC2R,26/02/2024,"2,832.00"
124518313,Mental Health,Adults,Mental Health 18-64,3rd Party Payments,Nursing Care,AURA CARE LIVING CIRENCESTER LTD,GL7 ,09/02/2024,"12,606.00"
124518313,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,AURA CARE LIVING CIRENCESTER LTD,GL7 ,09/02/2024,"-1,021.48"
124518313,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Nursing,AURA CARE LIVING CIRENCESTER LTD,GL7 ,09/02/2024,-735.64
124518313,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Nursing,AURA CARE LIVING CIRENCESTER LTD,GL7 ,09/02/2024,-691.20
124518313,Mental Health,Adults,Mental Health 65 and over,3rd Party Payments,Residential Care,AURA CARE LIVING CIRENCESTER LTD,GL7 ,09/02/2024,"6,104.00"
124518313,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,AURA CARE LIVING CIRENCESTER LTD,GL7 ,09/02/2024,"4,142.00"
124518313,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Nursing Care,AURA CARE LIVING CIRENCESTER LTD,GL7 ,09/02/2024,"4,796.00"
124518313,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Nursing Care,AURA CARE LIVING CIRENCESTER LTD,GL7 ,09/02/2024,"5,886.00"
124518313,Mental Health,Adults,Mental Health 18-64,3rd Party Payments,Residential Care,AURA CARE LIVING CIRENCESTER LTD,GL7 ,09/02/2024,"6,400.00"
124518313,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Nursing,AURA CARE LIVING CIRENCESTER LTD,GL7 ,09/02/2024,-608.00
124518313,Mental Health,Adults,Mental Health 18-64,3rd Party Payments,Residential Care,AURA CARE LIVING CIRENCESTER LTD,GL7 ,09/02/2024,"11,734.00"
124518328,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,AUTISM UNLIMITED LTD,BH23,09/02/2024,"8,268.04"
124518328,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,AUTISM UNLIMITED LTD,BH23,09/02/2024,-619.20
124518300,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,AUTONOMY LIFE LIMITED,SN12,09/02/2024,"12,346.00"
124518300,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,AUTONOMY LIFE LIMITED,SN12,09/02/2024,-628.56
125941234,Highways Schemes,Strategic Planning and Highways,John Street car park redevelopment (Parade),Capital,Professional Fees,AVISON YOUNG (UK) LTD,B1 2,21/02/2024,"2,400.00"
125010233,Social Care,Children & Families,CP & CIN Social Work - North,Employees,Temporary / Agency - by Accounts Payable,AVON & WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,BA1 ,14/02/2024,"17,508.22"
125011233,Social Care,Children & Families,CP & CIN Social Work - North,Employees,Temporary / Agency - by Accounts Payable,AVON & WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,BA1 ,14/02/2024,"7,056.58"
124513233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,AVON AUTISTIC FOUNDATION LTD,BS11,09/02/2024,"5,482.04"
124513233,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,AVON AUTISTIC FOUNDATION LTD,BS11,09/02/2024,-438.80
124514233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,AVON AUTISTIC FOUNDATION LTD,BS11,09/02/2024,"7,668.32"
124514233,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,AVON AUTISTIC FOUNDATION LTD,BS11,09/02/2024,-483.20
126202233,Homelessness and Travellers,Housing Services,Private Sector Landlords,Transfer Payments,Payment of Costs,AVONPARK PROPERTIES LTD,SN3 ,23/02/2024,615.00
126286233,Homelessness and Travellers,Housing Services,Private Sector Landlords,Transfer Payments,Payment of Costs,AVONPARK PROPERTIES LTD,SN3 ,23/02/2024,632.50
123563233,Landlord Services,Supervision & Management,Estate Management Team,Premises Costs,Rents,AWH SOLICITORS,BB1 ,02/02/2024,"1,327.40"
126467233,Organisational Resilience,"People, Culture and Organisational Resilience",Health & Safety,Supplies and Services,Accreditations,BACK CARE SOLUTIONS LTD,PR5 ,23/02/2024,"1,408.00"
125939233,Organisational Resilience,"People, Culture and Organisational Resilience",Health & Safety,Supplies and Services,Accreditations,BACK CARE SOLUTIONS LTD,PR5 ,23/02/2024,-821.50
126978233,Town Centre,"Economy, Growth and Place","No 7, 9 & 11 Carriage works @ Railway Village",Capital,Consultants,BAILEY PARTNERSHIP (CONSULTANTS) LLP,PL1 ,26/02/2024,600.00
125598579,Physical Support,Adults,Physical Support 65 and over,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,2969,16/02/2024,11.04
125598579,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Personal Budget - DP,REDACTED PERSONAL DATA,2969,16/02/2024,-324.24
125598579,Physical Support,Adults,Physical Support 65 and over,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,2969,16/02/2024,"1,428.84"
126650233,Routes to Employment,"Education, Inclusion and Skills",Multiply,Supplies and Services,Grants to Organisations,BARE GLAZED STUDIO,SN2 ,23/02/2024,"4,750.00"
124784233,Early Years Block,Dedicated Schools Grant (DSG),Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,BARN OWL PRE-SCHOOL,SN25,14/02/2024,"11,871.09"
126628233,School Transport,"Education, Inclusion and Skills",Mainstream School Transport,Transport Costs,Home to School Transport,BARNES COACHES LTD,SN3 ,23/02/2024,"10,458.00"
126628233,School Transport,"Education, Inclusion and Skills",Mainstream School Transport,Employees,Temporary / Agency - by Accounts Payable,BARNES COACHES LTD,SN3 ,23/02/2024,747.20
123967233,Non-HRA Vehicles,Transport,Vehicle & Plant replacement strategy,Capital,Contractor Payments,BARTEC MUNICIPAL TECHNOLOGIES LTD,S75 ,07/02/2024,"1,200.00"
123970233,Non-HRA Vehicles,Transport,Vehicle & Plant replacement strategy,Capital,Contractor Payments,BARTEC MUNICIPAL TECHNOLOGIES LTD,S75 ,07/02/2024,"4,800.00"
123969233,Non-HRA Vehicles,Transport,Vehicle & Plant replacement strategy,Capital,Contractor Payments,BARTEC MUNICIPAL TECHNOLOGIES LTD,S75 ,07/02/2024,540.00
123971233,Non-HRA Vehicles,Transport,Vehicle & Plant replacement strategy,Capital,Contractor Payments,BARTEC MUNICIPAL TECHNOLOGIES LTD,S75 ,07/02/2024,434.00
123968233,Non-HRA Vehicles,Transport,Vehicle & Plant replacement strategy,Capital,Contractor Payments,BARTEC MUNICIPAL TECHNOLOGIES LTD,S75 ,07/02/2024,"4,000.00"
124733233,Public Health,Public Health,Sexual Health & Health Protection Budget,3rd Party Payments,Contract Payments,BARTS HEALTH NHS TRUST,E14 ,12/02/2024,543.17
125947234,Communications & Engagement,Communications & Engagement,"Policy, Campaigns and Communications",Supplies and Services,Materials,BAY MEDIA LTD,SE1 ,21/02/2024,"1,250.00"
125946233,Communications & Engagement,Communications & Engagement,"Policy, Campaigns and Communications",Supplies and Services,Materials,BAY MEDIA LTD,SE1 ,21/02/2024,"1,074.60"
125997233,Supported Housing,Special Services,Supported Housing Management,Supplies and Services,Equipment,BED FACTORY SWINDON T/A TBF (UK) LTD,SN3 ,21/02/2024,"2,244.95"
127497233,DSG Other Funding,Dedicated Schools Grant (DSG),LAC pupil premium,Supplies and Services,Services,BEECHCROFT INFANT SCHOOL,SN2 ,28/02/2024,600.00
124754245,DSG Other Funding,Dedicated Schools Grant (DSG),DFE Additional Grants,3rd Party Payments,Payment of Pupil Premium to school,BEECHCROFT INFANT SCHOOL,SN2 ,14/02/2024,"8,347.00"
125063277,High Needs Block,Dedicated Schools Grant (DSG),SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Maintained providers Pre 16,BEECHCROFT INFANT SCHOOL,SN2 ,14/02/2024,"5,354.17"
124749233,Schools - Primary,Dedicated Schools Grant (DSG),Primary School Budgets,3rd Party Payments,Mainstream Delegated Funding,BEECHCROFT INFANT SCHOOL,SN2 ,14/02/2024,"96,891.00"
124518271,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,BEECHWOOD COURT LTD,CF10,09/02/2024,"20,830.56"
124518271,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,BEECHWOOD COURT LTD,CF10,09/02/2024,"29,947.84"
124518271,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,BEECHWOOD COURT LTD,CF10,09/02/2024,-322.56
127759233,Homelessness and Travellers,Housing Services,Bed and Breakfast Accommodation,Transfer Payments,Payment of Costs,BELLE MASION LIMITED T/A PARAMOUNT APARTMENTS BY STAYSERVE,SN5 ,28/02/2024,"1,950.00"
126993233,Homelessness and Travellers,Housing Services,Bed and Breakfast Accommodation,Transfer Payments,Payment of Costs,BELLE MASION LIMITED T/A PARAMOUNT APARTMENTS BY STAYSERVE,SN5 ,26/02/2024,"1,950.00"
127758233,Homelessness and Travellers,Housing Services,Bed and Breakfast Accommodation,Transfer Payments,Payment of Costs,BELLE MASION LIMITED T/A PARAMOUNT APARTMENTS BY STAYSERVE,SN5 ,28/02/2024,"1,950.00"
126994233,Homelessness and Travellers,Housing Services,Bed and Breakfast Accommodation,Transfer Payments,Payment of Costs,BELLE MASION LIMITED T/A PARAMOUNT APARTMENTS BY STAYSERVE,SN5 ,26/02/2024,"1,950.00"
126995233,Homelessness and Travellers,Housing Services,Bed and Breakfast Accommodation,Transfer Payments,Payment of Costs,BELLE MASION LIMITED T/A PARAMOUNT APARTMENTS BY STAYSERVE,SN5 ,26/02/2024,"1,950.00"
124007233,Social Care,Children & Families,Children's Resource and Home Finding Team,3rd Party Payments,Residential Care,BENJAMIN UK LIMITED,LU7 ,07/02/2024,"16,550.59"
125686234,Local Transport Plan Funded,Strategic Planning and Highways,Local Safety Schemes,Capital,Contractor Payments,BERNARD GEOMATICS LTD,SN2 ,19/02/2024,"3,315.00"
123447233,Lydiard Park,Culture & Heritage,Lydiard : Hotel Operations,Supplies and Services,Food,BFS GROUP LTD T/A BIDFOOD,NP16,02/02/2024,139.93
123447233,Lydiard Park,Culture & Heritage,Lydiard : Hotel Operations,Supplies and Services,Materials,BFS GROUP LTD T/A BIDFOOD,NP16,02/02/2024,413.74
126015233,Libraries,"Education, Inclusion and Skills",Central,Premises Costs,Waste,BIFFA WASTE SERVICES LTD,HP12,21/02/2024,419.52
124977233,Sheltered Accomodation,Special Services,Sheltered Housing Management General,Premises Costs,Contract Cleaning,BIOVATION LTD,SN1 ,14/02/2024,819.73
124754238,DSG Other Funding,Dedicated Schools Grant (DSG),DFE Additional Grants,3rd Party Payments,Payment of Pupil Premium to school,BISHOPSTONE C E PRIMARY SCHOOL,SN6 ,14/02/2024,"1,619.00"
124744233,Schools - Primary,Dedicated Schools Grant (DSG),Primary School Budgets,3rd Party Payments,Mainstream Delegated Funding,BISHOPSTONE C E PRIMARY SCHOOL,SN6 ,14/02/2024,"27,037.00"
Corporate Card Transaction,Homelessness and Travellers,Housing Services,Bed and Breakfast Accommodation,Transfer Payments,Payment of Costs,Bkg*hotel At Booking.C,,21/02/2024,855.88
Corporate Card Transaction,Homelessness and Travellers,Housing Services,Bed and Breakfast Accommodation,Transfer Payments,Payment of Costs,Bkg*hotel At Booking.C,,05/02/2024,"1,314.00"
Corporate Card Transaction,Homelessness and Travellers,Housing Services,Bed and Breakfast Accommodation,Transfer Payments,Payment of Costs,Bkg*hotel At Booking.C,,05/02/2024,917.86
Corporate Card Transaction,Adults - Staffing and Supporting People,Adults,ASC Leadership Team,Supplies and Services,Equipment,Bkg*hotel At Booking.C,,09/02/2024,"1,408.00"
Corporate Card Transaction,Homelessness and Travellers,Housing Services,Bed and Breakfast Accommodation,Transfer Payments,Payment of Costs,Bkg*hotel At Booking.C,,31/01/2024,690.00
